date,stock_code,monthly_return
2020-06-30,002415,0.12903225806451601
2020-07-31,002415,0.26349206349206344
2020-08-31,002415,0.013505025125628345
2020-09-30,002415,0.021382088627207807
2020-10-30,002415,0.20600728155339798
2020-11-30,002415,0.019371069182390066
2020-12-31,002415,0.07008884501480739
2021-01-29,002415,0.33417896678966796
2021-02-26,002415,-0.128608470181504
2021-03-31,002415,0.006744693513191846
2021-04-30,002415,0.13556650246305413
2021-05-31,002415,0.04511539128925901
2021-06-30,002415,-0.0013282417399966828
2021-07-30,002415,-0.058187863674147966
2021-08-31,002415,-0.16946160635481022
2021-09-30,002415,0.07651434643995758
2021-10-29,002415,-0.05409674234945705
2021-11-30,002415,-0.07555833855145055
2021-12-31,002415,0.08308873334838562
2022-01-28,002415,-0.10131332082551592
2022-02-28,002415,0.017165390860589325
2022-03-31,002415,-0.16419612314709242
2022-04-29,002415,0.040654843110504935
2022-05-31,002415,-0.2147351861562664
2022-06-30,002415,0.09348914858096835
2022-07-29,002415,-0.1300763358778626
2022-08-31,002415,-0.07265707265707255
2022-09-30,002415,0.020817562452687177
2022-10-31,002415,-0.07415647015202076
2022-11-30,002415,0.1237484981978374
2022-12-30,002415,0.11297220242337858
2023-01-31,002415,0.03746397694524495
2023-02-28,002415,0.07808641975308639
2023-03-31,002415,0.12253077583738903
2023-04-28,002415,-0.12522315735781697
2023-05-31,002415,-0.06384839650145768
2023-06-30,002415,-0.05450015571473066
2023-07-31,002415,0.10573122529644263
2023-08-31,002415,-0.030980041703902228
2023-09-28,002415,-0.04549646480172154
2023-10-31,002415,0.08534621578099855
2023-11-30,002415,-0.049258160237388826
2023-12-29,002415,-0.002184769038701684
2024-01-31,002415,-0.08758210822646217
2024-02-29,002415,0.10387384298937263
2024-03-29,002415,-0.08664596273291936
2024-04-30,002415,0.03230193811628701
2024-05-31,002415,0.013175230566534912
2024-06-28,002415,-0.055266579973992314
2024-07-31,002415,-0.06331727460426706
2024-08-30,002415,-0.08633357825128574
2024-09-30,002415,0.2239646160032167
2024-10-31,002415,-0.07161629434954009
2024-11-29,002415,-0.0010615711252653925
2024-12-31,002415,0.021962451292950824
2020-02-28,000001,-0.08182533438237616
2020-03-31,000001,-0.14567266495287057
2020-04-30,000001,0.1133400200601804
2020-05-29,000001,-0.06486486486486476
2020-06-30,000001,-0.019267822736030893
2020-07-31,000001,0.05304518664047153
2020-08-31,000001,0.1623134328358209
2020-09-30,000001,0.007223113964687
2020-10-30,000001,0.20557768924302788
2020-11-30,000001,0.13152676801057495
2020-12-31,000001,-0.02336448598130858
2021-01-29,000001,0.22428229665071764
2021-02-26,000001,-0.08353688324377129
2021-03-31,000001,0.033582089552238736
2021-04-30,000001,0.0660134089736979
2021-05-31,000001,0.05273343009192066
2021-06-30,000001,-0.07261029411764719
2021-07-30,000001,-0.24430128840436072
2021-08-31,000001,0.00721311475409836
2021-09-30,000001,0.00846354166666674
2021-10-29,000001,0.10135571336346016
2021-11-30,000001,-0.1207502930832356
2021-12-31,000001,-0.06400000000000006
2022-01-28,000001,-0.04629629629629617
2022-02-28,000001,-0.005974607916355512
2022-03-31,000001,-0.027798647633358486
2022-04-29,000001,-0.004636785162287382
2022-05-31,000001,-0.09006211180124224
2022-06-30,000001,0.06996587030716706
2022-07-29,000001,-0.16507177033492815
2022-08-31,000001,0.006685768863419206
2022-09-30,000001,-0.0863377609108158
2022-10-31,000001,-0.15576323987538943
2022-11-30,000001,0.3308733087330873
2022-12-30,000001,0.012014787430683738
2023-01-31,000001,0.16712328767123297
2023-02-28,000001,-0.09467918622848193
2023-03-31,000001,-0.10803802938634399
2023-04-28,000001,0.0019379844961240345
2023-05-31,000001,-0.09187620889748538
2023-06-30,000001,-0.008519701810436597
2023-07-31,000001,0.11707841031149302
2023-08-31,000001,-0.11442307692307685
2023-09-28,000001,0.007600434310531812
2023-10-31,000001,-0.07974137931034486
2023-11-30,000001,-0.09133489461358302
2023-12-29,000001,-0.037371134020618535
2024-01-31,000001,0.009370816599732379
2024-02-29,000001,0.14986737400530492
2024-03-29,000001,-0.008073817762399127
2024-04-30,000001,0.03139534883720918
2024-05-31,000001,0.036076662908681056
2024-06-28,000001,-0.02611534276387384
2024-07-31,000001,0.013407821229050487
2024-08-30,000001,-0.012127894156560015
2024-09-30,000001,0.2287946428571428
2024-10-31,000001,-0.0535876475930972
2024-11-29,000001,0.0
2024-12-31,000001,0.030710172744721653
2020-02-28,600809,-0.09110119746419354
2020-03-31,600809,0.07259106174115226
2020-04-30,600809,0.2945568400770713
2020-05-29,600809,0.27646511627906967
2020-06-30,600809,0.18524996356216294
2020-07-31,600809,0.310378750614855
2020-08-31,600809,0.11317567567567566
2020-09-30,600809,0.005816894284269125
2020-10-30,600809,0.16126058167798174
2020-11-30,600809,0.08018765788523985
2020-12-31,600809,0.6424562341306963
2021-01-29,600809,-0.0025222733005166864
2021-02-26,600809,-0.17863697540682744
2021-03-31,600809,0.06986444212721588
2021-04-30,600809,0.25675299359509873
2021-05-31,600809,0.13882118324839365
2021-06-30,600809,-0.03443914777702117
2021-07-30,600809,-0.11371956339210754
2021-08-31,600809,-0.03213460153851977
2021-09-30,600809,0.1487020868407658
2021-10-29,600809,-0.0477180544667507
2021-11-30,600809,0.030495006979491146
2021-12-31,600809,0.0200062519537354
2022-01-28,600809,-0.13835257261552092
2022-02-28,600809,0.06749920961112865
2022-03-31,600809,-0.13819783799792684
2022-04-29,600809,0.07345676360668407
2022-05-31,600809,0.0020008803873703407
2022-06-30,600809,0.21606294181077534
2022-07-29,600809,-0.16627803868764157
2022-08-31,600809,0.07417474198377061
2022-09-30,600809,0.03626828999963316
2022-10-31,600809,-0.2495222591832401
2022-11-30,600809,0.11161408968736741
2022-12-30,600809,0.122762365317723
2023-01-31,600809,0.024784645609792877
2023-02-28,600809,-0.03281226957675876
2023-03-31,600809,-0.03907143401692448
2023-04-28,600809,-0.0949660835415923
2023-05-31,600809,-0.16931843085689235
2023-06-30,600809,-0.1131279020683833
2023-07-31,600809,0.31955021418372187
2023-08-31,600809,0.014743676450696741
2023-09-28,600809,-0.011330311916822211
2023-10-31,600809,0.034605186283762635
2023-11-30,600809,-0.03622779201598547
2023-12-29,600809,-0.036643079280659796
2024-01-31,600809,-0.14325816412463743
2024-02-29,600809,0.1799366535605067
2024-03-29,600809,0.055630119868561145
2024-04-30,600809,0.07554035687667149
2024-05-31,600809,-0.0854801891407142
2024-06-28,600809,-0.13577000222866065
2024-07-31,600809,-0.11439475991541581
2024-08-30,600809,-0.04367829479937102
2024-09-30,600809,0.2561354363315267
2024-10-31,600809,-0.08721578513598682
2024-11-29,600809,0.014818355640535241
2024-12-31,600809,-0.10195216412832986
2020-02-28,000860,0.05001923816852649
2020-03-31,000860,0.11707585196042514
2020-04-30,000860,-0.11497457766114483
2020-05-29,000860,0.007783543365455836
2020-06-30,000860,0.042846634792202964
2020-07-31,000860,0.08640451419502737
2020-08-31,000860,0.21701022561272532
2020-09-30,000860,-0.20125366764470531
2020-10-30,000860,-0.08715979295374854
2020-11-30,000860,0.15657581854764935
2020-12-31,000860,0.1429701091254152
2021-01-29,000860,-0.08911028089110273
2021-02-26,000860,-0.1746923894880753
2021-03-31,000860,-0.1411743051720965
2021-04-30,000860,0.05829404200600097
2021-05-31,000860,0.010935601458080146
2021-06-30,000860,-0.15845352564102566
2021-07-30,000860,-0.26089026422280404
2021-08-31,000860,0.04669887278582929
2021-09-30,000860,0.08215384615384624
2021-10-29,000860,-0.0784759738413422
2021-11-30,000860,-0.014810243751928298
2021-12-31,000860,0.19041653617287801
2022-01-28,000860,-0.29176532491449614
2022-02-28,000860,0.004086181277860312
2022-03-31,000860,-0.1420643729189789
2022-04-29,000860,-0.12031047865459266
2022-05-31,000860,0.13725490196078427
2022-06-30,000860,0.14956896551724141
2022-07-29,000860,-0.12598425196850405
2022-08-31,000860,0.018876018876018863
2022-09-30,000860,-0.16799999999999993
2022-10-31,000860,0.02783400809716574
2022-11-30,000860,0.42688330871491886
2022-12-30,000860,0.023809523809523947
2023-01-31,000860,-0.09032692955847665
2023-02-28,000860,0.24231196739533178
2023-03-31,000860,0.05427974947807934
2023-04-28,000860,-0.025176803394625247
2023-05-31,000860,-0.11085316308763782
2023-06-30,000860,0.09464751958224538
2023-07-31,000860,-0.139236732259988
2023-08-31,000860,-0.1506754416349152
2023-09-28,000860,-0.06239804241435565
2023-10-31,000860,-0.01565898216615913
2023-11-30,000860,0.07865665046398584
2023-12-29,000860,-0.1339614911921344
2024-01-31,000860,-0.21617786187322607
2024-02-29,000860,0.1152685576342789
2024-03-29,000860,-0.045995670995671034
2024-04-30,000860,0.052750992626205306
2024-05-31,000860,0.012931034482758674
2024-06-28,000860,-0.11755319148936172
2024-07-31,000860,0.02591922845087402
2024-08-30,000860,-0.11222091656874267
2024-09-30,000860,0.31767041694242226
2024-10-31,000860,-0.10949271722752385
2024-11-29,000860,0.07501410039481105
2024-12-31,000860,0.01364113326337879
2020-02-28,603589,-0.1483333333333332
2020-03-31,603589,-0.09533128319821094
2020-04-30,603589,-0.004635352286773697
2020-05-29,603589,0.19062402980440862
2020-06-30,603589,0.13168187744458915
2020-07-31,603589,-0.021198156682027736
2020-08-31,603589,0.23822975517890788
2020-09-30,603589,-0.17832699619771863
2020-10-30,603589,0.09393799167052297
2020-11-30,603589,0.11040609137055846
2020-12-31,603589,0.1695238095238094
2021-01-29,603589,-0.08094462540716607
2021-02-26,603589,-0.1146553251816409
2021-03-31,603589,0.09087269815852683
2021-04-30,603589,0.004403669724770687
2021-05-31,603589,0.08969674826452323
2021-06-30,603589,0.02917015926236388
2021-07-30,603589,-0.20752565564424175
2021-08-31,603589,-0.1120246659815004
2021-09-30,603589,0.02268518518518503
2021-10-29,603589,0.22974196468990482
2021-11-30,603589,0.10196944597828095
2021-12-31,603589,0.07850342408551847
2022-01-28,603589,-0.01873935264054505
2022-02-28,603589,0.09296085858585856
2022-03-31,603589,-0.3106137184115523
2022-04-29,603589,-0.058860494344365355
2022-05-31,603589,0.03538838192744276
2022-06-30,603589,0.15670679277730004
2022-07-29,603589,-0.15796320386545248
2022-08-31,603589,0.009710880600309002
2022-09-30,603589,-0.07781420765027325
2022-10-31,603589,-0.15382792130836676
2022-11-30,603589,0.18207282913165268
2022-12-30,603589,0.2528436018957345
2023-01-31,603589,-0.0372612067334972
2023-02-28,603589,0.25933202357563845
2023-03-31,603589,0.023400936037441422
2023-04-28,603589,-0.15685975609756087
2023-05-31,603589,-0.10866027843066361
2023-06-30,603589,-0.06592292089249496
2023-07-31,603589,0.25059717698154205
2023-08-31,603589,-0.06806737280777919
2023-09-28,603589,-0.09726103968697597
2023-10-31,603589,-0.03240454076367394
2023-11-30,603589,-0.06313993174061439
2023-12-29,603589,-0.04371584699453557
2024-01-31,603589,-0.15166666666666662
2024-02-29,603589,0.10328374964917209
2024-03-29,603589,-0.056474179598066665
2024-04-30,603589,0.03855486654084661
2024-05-31,603589,0.004672897196261738
2024-06-28,603589,-0.07260981912144704
2024-07-31,603589,0.013931457230426325
2024-08-30,603589,-0.04781533388293491
2024-09-30,603589,0.3318903318903319
2024-10-31,603589,-0.19891657638136506
2024-11-29,603589,0.04841763592101711
2024-12-31,603589,-0.03405572755417963
2020-02-28,603369,-0.05377619612495055
2020-03-31,603369,-0.056414542415378244
2020-04-30,603369,0.19707705934455277
2020-05-29,603369,0.1502034776174621
2020-06-30,603369,0.11386297844966231
2020-07-31,603369,0.10626624314178446
2020-08-31,603369,0.28739232576350826
2020-09-30,603369,-0.20397404703974054
2020-10-30,603369,0.18925114620478856
2020-11-30,603369,-0.06917969586635242
2020-12-31,603369,0.20156465715600547
2021-01-29,603369,-0.030831099195710476
2021-02-26,603369,-0.12922347362181386
2021-03-31,603369,-0.004084411164057222
2021-04-30,603369,0.0997949419002051
2021-05-31,603369,0.1269939921276153
2021-06-30,603369,-0.09099264705882348
2021-07-30,603369,-0.26370070778564214
2021-08-31,603369,0.024718483932985702
2021-09-30,603369,0.08791208791208804
2021-10-29,603369,0.09903917220990377
2021-11-30,603369,0.1598296346110739
2021-12-31,603369,-0.03962118283726335
2022-01-28,603369,-0.07003421211511363
2022-02-28,603369,0.026617615234797665
2022-03-31,603369,-0.21184654300168626
2022-04-29,603369,0.07435143086386731
2022-05-31,603369,0.04232013940751789
2022-06-30,603369,0.11965607833771208
2022-07-29,603369,-0.15422354948805472
2022-08-31,603369,0.06128625472887772
2022-09-30,603369,-0.0076045627376425395
2022-10-31,603369,-0.203544061302682
2022-11-30,603369,0.13830426939266394
2022-12-30,603369,0.23560486001056535
2023-01-31,603369,0.14664386489952963
2023-02-28,603369,0.11819537658463819
2023-03-31,603369,0.012504168056018727
2023-04-28,603369,-0.08315494813107194
2023-05-31,603369,-0.07381465517241381
2023-06-30,603369,-0.041884816753926746
2023-07-31,603369,0.1689941307427647
2023-08-31,603369,-0.02164127423822715
2023-09-28,603369,-0.02176605910458318
2023-10-31,603369,-0.0030752532561505452
2023-11-30,603369,-0.08473961168571953
2023-12-29,603369,-0.10071371927042028
2024-01-31,603369,-0.10008818342151671
2024-02-29,603369,0.23248407643312108
2024-03-29,603369,0.09878751739216862
2024-04-30,603369,-0.022612156295224284
2024-05-31,603369,-0.08106607440310942
2024-06-28,603369,-0.1178247734138973
2024-07-31,603369,-0.045662100456621
2024-08-30,603369,-0.12057416267942578
2024-09-30,603369,0.3367791077257889
2024-10-31,603369,-0.15506715506715496
2024-11-29,603369,0.025048169556840083
2024-12-31,603369,0.006343984962405846
2020-02-28,000596,-0.17402164862614478
2020-03-31,000596,-0.08135080645161297
2020-04-30,000596,0.22670909689454644
2020-05-29,000596,0.13301726451382057
2020-06-30,000596,0.003789673140691674
2020-07-31,000596,0.5046405537203085
2020-08-31,000596,0.23763721902770496
2020-09-30,000596,-0.17562088190572722
2020-10-30,000596,-0.03371247054001436
2020-11-30,000596,0.005302226935312904
2020-12-31,000596,0.32067510548523215
2021-01-29,000596,-0.11182108626198084
2021-02-26,000596,-0.043705035971222994
2021-03-31,000596,-0.11336279857062259
2021-04-30,000596,0.09100068939916217
2021-05-31,000596,0.08540319836679156
2021-06-30,000596,-0.017465293327362352
2021-07-30,000596,-0.24434822242479493
2021-08-31,000596,0.15748838892574946
2021-09-30,000596,0.13819697759249605
2021-10-29,000596,-0.04976650489881873
2021-11-30,000596,0.12536738135389047
2021-12-31,000596,-0.04140086483709371
2022-01-28,000596,-0.15408664582402853
2022-02-28,000596,0.060718057022175254
2022-03-31,000596,-0.2470881035340966
2022-04-29,000596,0.15965886552955189
2022-05-31,000596,0.1851661820876802
2022-06-30,000596,0.11482033767858013
2022-07-29,000596,-0.15671384190541937
2022-08-31,000596,0.21392754809660253
2022-09-30,000596,0.07081138040042156
2022-10-31,000596,-0.29478449124188155
2022-11-30,000596,0.23024112525117224
2022-12-30,000596,0.12971280794882256
2023-01-31,000596,0.0445783132530122
2023-02-28,000596,-0.0160707420222993
2023-03-31,000596,0.08666770865895601
2023-04-28,000596,-0.08004314994606265
2023-05-31,000596,-0.08528767979987495
2023-06-30,000596,-0.01940005127766864
2023-07-31,000596,0.1208384172912671
2023-08-31,000596,0.061972707126472626
2023-09-28,000596,-0.05949112209408747
2023-10-31,000596,0.02810432074737257
2023-11-30,000596,-0.07746478873239437
2023-12-29,000596,-0.10572108676023961
2024-01-31,000596,-0.1545663148233135
2024-02-29,000596,0.10862012810769728
2024-03-29,000596,0.20011751456690985
2024-04-30,000596,0.04585883312933481
2024-05-31,000596,-0.08012795505968617
2024-06-28,000596,-0.14898218829516552
2024-07-31,000596,-0.11391837344894595
2024-08-30,000596,-0.09105224678027102
2024-09-30,000596,0.19180794456131656
2024-10-31,000596,-0.07584882151386152
2024-11-29,000596,0.00685354755350831
2024-12-31,000596,-0.09111197902136914
2020-02-28,600779,-0.14128278598192634
2020-03-31,600779,-0.049537987679671436
2020-04-30,600779,0.08236564947339997
2020-05-29,600779,0.10703592814371254
2020-06-30,600779,0.2711291413116972
2020-07-31,600779,0.04840425531914905
2020-08-31,600779,0.20953830542871632
2020-09-30,600779,-0.16205257270693507
2020-10-30,600779,0.028867011513432184
2020-11-30,600779,0.061141745053519436
2020-12-31,600779,0.1989912883998166
2021-01-29,600779,0.08769917144678141
2021-02-26,600779,-0.233446619008555
2021-03-31,600779,0.023696682464454888
2021-04-30,600779,0.45952807646356053
2021-05-31,600779,0.25836488284047876
2021-06-30,600779,-0.009757684176288861
2021-07-30,600779,-0.18812612908523563
2021-08-31,600779,0.1424092242338424
2021-09-30,600779,0.09588313413014604
2021-10-29,600779,-0.003958636290192219
2021-11-30,600779,0.029604996350068857
2021-12-31,600779,-0.08129825114227185
2022-01-28,600779,-0.18341622363231003
2022-02-28,600779,0.010500892575868948
2022-03-31,600779,-0.17905019224773977
2022-04-29,600779,-0.14607594936708868
2022-05-31,600779,0.06907797213163369
2022-06-30,600779,0.23641153632834166
2022-07-29,600779,-0.22888863967702133
2022-08-31,600779,0.02326934264107039
2022-09-30,600779,-0.1458214894826606
2022-10-31,600779,-0.10216306156405985
2022-11-30,600779,0.11341734618235733
2022-12-30,600779,0.36151797603195734
2023-01-31,600779,-0.03508557457212702
2023-02-28,600779,0.01583681743316867
2023-03-31,600779,-0.09316537789972579
2023-04-28,600779,-0.13450694539953234
2023-05-31,600779,-0.11504846655013512
2023-06-30,600779,0.012210450709283505
2023-07-31,600779,0.29004789781798834
2023-08-31,600779,-0.11592409240924084
2023-09-28,600779,-0.09083838855187432
2023-10-31,600779,0.014200171086398594
2023-11-30,600779,-0.044871794871794934
2023-12-29,600779,0.004945249028611709
2024-01-31,600779,-0.19402460456942006
2024-02-29,600779,0.054295682511993126
2024-03-29,600779,-0.047983453981385704
2024-04-30,600779,-0.061047143167499485
2024-05-31,600779,0.003239241092086953
2024-06-28,600779,-0.17527675276752774
2024-07-31,600779,-0.002796420581655523
2024-08-30,600779,-0.09506449803701611
2024-09-30,600779,0.3935543848775951
2024-10-31,600779,-0.09584167222592843
2024-11-29,600779,0.45105755041810136
2024-12-31,600779,-0.1091525423728813
2020-02-28,000799,-0.1574952561669829
2020-03-31,000799,-0.13475975975975973
2020-04-30,000799,0.1561822125813448
2020-05-29,000799,0.4484052532833023
2020-06-30,000799,0.8474093264248705
2020-07-31,000799,-0.1096620389847146
2020-08-31,000799,0.37974484170735545
2020-09-30,000799,-0.11929223744292228
2020-10-30,000799,0.23046014257939085
2020-11-30,000799,0.06836616454229416
2020-12-31,000799,0.4918162098205483
2021-01-29,000799,0.13668208856576314
2021-02-26,000799,-0.2266542621235027
2021-03-31,000799,0.10496240601503759
2021-04-30,000799,0.3168209036472509
2021-05-31,000799,0.24741628772219926
2021-06-30,000799,0.03728251864125931
2021-07-30,000799,-0.25171725239616616
2021-08-31,000799,0.09398516304637883
2021-09-30,000799,0.18660357108010528
2021-10-29,000799,-0.13493401307404507
2021-11-30,000799,0.04595789173518372
2021-12-31,000799,-0.05488913122500916
2022-01-28,000799,-0.23317307692307687
2022-02-28,000799,0.04319749216300939
2022-03-31,000799,-0.1381693611394914
2022-04-29,000799,0.01331938633193852
2022-05-31,000799,0.04934278439198936
2022-06-30,000799,0.18907397691500538
2022-07-29,000799,-0.20429099332634715
2022-08-31,000799,0.012407291883274274
2022-09-30,000799,-0.16164589894563874
2022-10-31,000799,-0.1927317272356064
2022-11-30,000799,0.16722306525037944
2022-12-30,000799,0.16779337840180286
2023-01-31,000799,0.018405818613626224
2023-02-28,000799,0.08431715493368319
2023-03-31,000799,-0.15229518112776397
2023-04-28,000799,-0.139062871640371
2023-05-31,000799,-0.15728888479602177
2023-06-30,000799,-0.049830619604414816
2023-07-31,000799,0.17366302472685446
2023-08-31,000799,-0.14061734443900042
2023-09-28,000799,-0.015849486887115183
2023-10-31,000799,-0.13590545707334034
2023-11-30,000799,-0.06811477607937788
2023-12-29,000799,0.02517985611510798
2024-01-31,000799,-0.15550877192982449
2024-02-29,000799,-0.015290011633704581
2024-03-29,000799,-0.07645569620253168
2024-04-30,000799,-0.10105994152046782
2024-05-31,000799,0.043708070746086625
2024-06-28,000799,-0.18250876509544223
2024-07-31,000799,-0.04693828925422916
2024-08-30,000799,-0.10450000000000004
2024-09-30,000799,0.4179229480737019
2024-10-31,000799,-0.021854695806261093
2024-11-29,000799,0.18880837359098224
2024-12-31,000799,-0.07348459194039969
2020-02-28,603198,-0.2173515981735159
2020-03-31,603198,-0.011668611435239118
2020-04-30,603198,0.009445100354191327
2020-05-29,603198,0.4573099415204678
2020-06-30,603198,0.1853932584269662
2020-07-31,603198,0.0027081922816520887
2020-08-31,603198,0.1411208642808912
2020-09-30,603198,-0.21360946745562126
2020-10-30,603198,0.20842738901429647
2020-11-30,603198,0.5155666251556663
2020-12-31,603198,0.14626129827444534
2021-01-29,603198,0.04480286738351258
2021-02-26,603198,-0.2607204116638079
2021-03-31,603198,0.31136890951276097
2021-04-30,603198,0.081033262561925
2021-05-31,603198,0.15973813420621918
2021-06-30,603198,0.07253739768557721
2021-07-30,603198,-0.2171052631578947
2021-08-31,603198,0.28537815126050425
2021-09-30,603198,0.1749476987447698
2021-10-29,603198,0.2138882706432228
2021-11-30,603198,0.13641364136413636
2021-12-31,603198,0.01887705711519838
2022-01-28,603198,-0.02913697545526517
2022-02-28,603198,0.10406132767900833
2022-03-31,603198,-0.2939872950214212
2022-04-29,603198,0.07784055241682353
2022-05-31,603198,0.05319355464958275
2022-06-30,603198,0.1011981566820277
2022-07-29,603198,-0.17760294609976568
2022-08-31,603198,-0.019947079177691895
2022-09-30,603198,0.054413291796469476
2022-10-31,603198,-0.17864880835138863
2022-11-30,603198,0.01678657074340517
2022-12-30,603198,0.3533018867924529
2023-01-31,603198,0.04740327640292774
2023-02-28,603198,0.07720465890183026
2023-03-31,603198,-0.05452579548965086
2023-04-28,603198,-0.042476719490279424
2023-05-31,603198,-0.12932946596144002
2023-06-30,603198,0.1659807956104251
2023-07-31,603198,0.10084033613445387
2023-08-31,603198,0.1042748091603054
2023-09-28,603198,-0.0425826074934329
2023-10-31,603198,0.04548736462093861
2023-11-30,603198,-0.02113259668508294
2023-12-29,603198,-0.12529984478622835
2024-01-31,603198,-0.25859009517664144
2024-02-29,603198,0.2978677110530896
2024-03-29,603198,0.02497904442581733
2024-04-30,603198,0.09093882891723926
2024-05-31,603198,-0.021439280359820234
2024-06-28,603198,-0.16500689443848626
2024-07-31,603198,-0.09633027522935778
2024-08-30,603198,-0.039593908629441676
2024-09-30,603198,0.47822410147991556
2024-10-31,603198,-0.18220823798627006
2024-11-29,603198,0.02553340328786291
2024-12-31,603198,-0.13130968622100958
2020-02-28,600702,-0.21335646140503028
2020-03-31,600702,-0.05292171995589856
2020-04-30,600702,0.07101280558789291
2020-05-29,600702,0.20434782608695667
2020-06-30,600702,0.4318592057761732
2020-07-31,600702,-0.01166088874881821
2020-08-31,600702,0.062181122448979664
2020-09-30,600702,-0.2305613929750826
2020-10-30,600702,0.5360905189231369
2020-11-30,600702,0.3751587503175007
2020-12-31,600702,0.47801994828223116
2021-01-29,600702,-0.16195951012246934
2021-02-26,600702,-0.021025946913212024
2021-03-31,600702,0.17837014470677826
2021-04-30,600702,0.5722595656670113
2021-05-31,600702,0.5597303296883993
2021-06-30,600702,0.09830794370354745
2021-07-30,600702,-0.15607602226914963
2021-08-31,600702,0.028378070973612335
2021-09-30,600702,0.11281313941270787
2021-10-29,600702,-0.10888038562838542
2021-11-30,600702,0.2482154807048853
2021-12-31,600702,-0.00759504981459147
2022-01-28,600702,-0.18930356097780576
2022-02-28,600702,0.0556974677920925
2022-03-31,600702,-0.19136289516595661
2022-04-29,600702,-0.07740844337474784
2022-05-31,600702,0.1486991468659662
2022-06-30,600702,0.22526393321875782
2022-07-29,600702,-0.20408776675683804
2022-08-31,600702,0.028512084592144937
2022-09-30,600702,-0.1750198886237072
2022-10-31,600702,-0.16371189080928716
2022-11-30,600702,0.26805038140855086
2022-12-30,600702,0.08289031897034138
2023-01-31,600702,0.12473354434468065
2023-02-28,600702,0.1194578451642545
2023-03-31,600702,-0.01174840960394008
2023-04-28,600702,-0.0734049732648081
2023-05-31,600702,-0.13927951145722461
2023-06-30,600702,-0.21187268111696933
2023-07-31,600702,0.24983481995374968
2023-08-31,600702,-0.13024515958501293
2023-09-28,600702,-0.07210150433064888
2023-10-31,600702,-0.08097928436911483
2023-11-30,600702,-0.1318602993585174
2023-12-29,600702,-0.03704844006568142
2024-01-31,600702,-0.1492060108707236
2024-02-29,600702,-0.017537266691719844
2024-03-29,600702,-0.056483488461048115
2024-04-30,600702,-0.0504054054054055
2024-05-31,600702,0.01423082396470754
2024-06-28,600702,-0.21509751648660025
2024-07-31,600702,-0.032177332856632046
2024-08-30,600702,-0.19708164019209462
2024-09-30,600702,0.36047849091327366
2024-10-31,600702,0.05918160297598907
2024-11-29,600702,0.24377394636015315
2024-12-31,600702,-0.16313695289436525
2020-02-28,600559,-0.14835787089467734
2020-03-31,600559,-0.12367021276595747
2020-04-30,600559,0.018209408194233667
2020-05-29,600559,0.1684053651266766
2020-06-30,600559,0.42219387755102056
2020-07-31,600559,-0.004484304932735439
2020-08-31,600559,0.04684684684684681
2020-09-30,600559,-0.19879518072289148
2020-10-30,600559,0.1729323308270676
