fund_code,report_date,as_value,source,num_holdings,report_quarter
7346,2023-06-30,0.9333150858377091,full,171,2023Q2
7346,2023-12-31,0.9334679935236742,full,164,2023Q4
7346,2024-06-30,0.9136375110437964,full,112,2024Q2
7346,2024-12-31,0.8892777597578116,full,103,2024Q4
7349,2020-06-30,0.9700000000000002,full,46,2020Q2
7349,2020-12-31,0.9695505112934037,full,77,2020Q4
7349,2021-06-30,0.9733333333333334,full,113,2021Q2
7349,2021-12-31,0.9756920077972709,full,99,2021Q4
7349,2022-06-30,0.982149136972046,full,74,2022Q2
7349,2022-12-31,0.9852808868990512,full,83,2022Q4
7349,2023-06-30,0.9865594970171114,full,114,2023Q2
7349,2023-12-31,0.99,full,116,2023Q4
7349,2024-06-30,0.9833333333333334,full,62,2024Q2
7349,2024-12-31,0.9266666666666667,full,63,2024Q4
7350,2020-06-30,0.9700000000000002,full,46,2020Q2
7350,2020-12-31,0.9695505112934037,full,77,2020Q4
7350,2021-06-30,0.9733333333333334,full,113,2021Q2
7350,2021-12-31,0.9756920077972709,full,99,2021Q4
7350,2022-06-30,0.982149136972046,full,74,2022Q2
7350,2022-12-31,0.9852808868990512,full,83,2022Q4
7350,2023-06-30,0.9865594970171114,full,114,2023Q2
7350,2023-12-31,0.99,full,116,2023Q4
7350,2024-06-30,0.9833333333333334,full,62,2024Q2
7350,2024-12-31,0.9266666666666667,full,63,2024Q4
7490,2020-06-30,0.9500000000000001,full,46,2020Q2
7490,2020-12-31,0.9628989756397728,full,61,2020Q4
7490,2021-06-30,0.9566666666666668,full,89,2021Q2
7490,2021-12-31,0.9642182953658365,full,93,2021Q4
7490,2022-06-30,0.9667862881628282,full,50,2022Q2
7490,2022-12-31,0.9866666666666666,full,56,2022Q4
7490,2023-06-30,0.98,full,82,2023Q2
7490,2023-12-31,0.9866666666666668,full,113,2023Q4
7490,2024-06-30,0.9733333333333334,full,83,2024Q2
7490,2024-12-31,0.98,full,71,2024Q4
7491,2020-06-30,0.9500000000000001,full,46,2020Q2
7491,2020-12-31,0.9628989756397728,full,61,2020Q4
7491,2021-06-30,0.9566666666666668,full,88,2021Q2
7491,2021-12-31,0.9642182953658365,full,93,2021Q4
7491,2022-06-30,0.9667862881628282,full,50,2022Q2
7491,2022-12-31,0.9866666666666666,full,56,2022Q4
7491,2023-06-30,0.98,full,82,2023Q2
7491,2023-12-31,0.9866666666666668,full,113,2023Q4
7491,2024-06-30,0.9733333333333334,full,83,2024Q2
7491,2024-12-31,0.98,full,71,2024Q4
20018,2020-06-30,0.97,full,37,2020Q2
20018,2020-12-31,0.9633333333333335,full,47,2020Q4
20018,2021-06-30,0.9531152245659349,full,100,2021Q2
20018,2021-12-31,0.9661286159802129,full,96,2021Q4
20018,2022-06-30,0.9315983209557638,full,93,2022Q2
20018,2022-12-31,0.9301640759930916,full,95,2022Q4
20018,2023-06-30,0.9510899832638964,full,88,2023Q2
20018,2023-12-31,0.9649988633780405,full,98,2023Q4
20018,2024-06-30,0.9327018900343642,full,75,2024Q2
20018,2024-12-31,0.9565515262383874,full,54,2024Q4
40025,2020-06-30,0.9403959965187119,full,64,2020Q2
40025,2020-12-31,0.9149281373940256,full,220,2020Q4
40025,2021-06-30,0.9361690017513136,full,206,2021Q2
40025,2021-12-31,0.9491043157666451,full,202,2021Q4
40025,2022-06-30,0.9348504437383587,full,100,2022Q2
40025,2022-12-31,0.9395928307032925,full,164,2022Q4
40025,2023-06-30,0.9259146254118322,full,188,2023Q2
40025,2023-12-31,0.9406532663316582,full,190,2023Q4
40025,2024-06-30,0.9197848977135981,full,131,2024Q2
40025,2024-12-31,0.9205069888651978,full,128,2024Q4
50010,2020-06-30,0.9533333333333334,full,56,2020Q2
50010,2020-12-31,0.9597698589458055,full,95,2020Q4
50010,2021-06-30,0.9666666666666668,full,92,2021Q2
50010,2021-12-31,0.9533729990083581,full,95,2021Q4
50010,2022-06-30,0.9441494646208192,full,92,2022Q2
50010,2022-12-31,0.9631155158643723,full,90,2022Q4
50010,2023-06-30,0.9598913043478262,full,117,2023Q2
50010,2023-12-31,0.9533333333333334,full,126,2023Q4
50010,2024-06-30,0.9500000000000001,full,67,2024Q2
50010,2024-12-31,0.9533333333333334,full,66,2024Q4
100022,2020-06-30,0.95631915123958,full,73,2020Q2
100022,2020-12-31,0.9259566915157968,full,76,2020Q4
100022,2021-06-30,0.9245947315096252,full,92,2021Q2
100022,2021-12-31,0.9433179443567004,full,98,2021Q4
100022,2022-06-30,0.9349197252367598,full,65,2022Q2
100022,2022-12-31,0.9359519291587602,full,71,2022Q4
100022,2023-06-30,0.9230721753369442,full,66,2023Q2
100022,2023-12-31,0.9556309934790947,full,70,2023Q4
100022,2024-06-30,0.9433333333333334,full,32,2024Q2
100022,2024-12-31,0.9566666666666668,full,29,2024Q4
100039,2020-06-30,0.9501300385158067,full,56,2020Q2
100039,2020-12-31,0.9430849169875379,full,69,2020Q4
100039,2021-06-30,0.95,full,94,2021Q2
100039,2021-12-31,0.9533333333333334,full,98,2021Q4
100039,2022-06-30,0.9666666666666667,full,61,2022Q2
100039,2022-12-31,0.9733333333333334,full,40,2022Q4
100039,2023-06-30,0.962463768115942,full,60,2023Q2
100039,2023-12-31,0.9800000000000002,full,58,2023Q4
100039,2024-06-30,0.96,full,29,2024Q2
