fund_code,quarter,as_value,rg_value,quarter_return,ici_value,next_return,rg_vol,as_change,as_rg_inter,fund_size,log_size,as_value_z,rg_value_z,rg_vol_z,as_change_z,as_rg_z,abs_return,ici_z,as_value_q,rg_value_q
100039,2023Q4,0.9800000000000002,0.010774338106261263,-0.035225618631732125,0.04267402564898091,0.04116145500957247,0.03127568271732475,0.018220147568137612,0.01055885134413604,,,1.094268226208393,0.6169611657719419,0.18387908585244495,1.1230440244837492,0.6751210005087251,0.04116145500957247,-0.07606638198552688,Q5(高),Q4
100039,2024Q2,0.96,-0.04121340846686219,0.04116145500957247,0.045552784028545255,-0.052917232021709615,0.02928358158666441,-0.020408163265306367,-0.0395648721281877,,,0.3743628714364346,-1.2329687641673959,0.056393876947234856,-1.098750894315028,-0.4615777269451385,0.052917232021709615,0.002402571068083569,Q4,Q1(低)
100060,2021Q2,0.9433333333333334,0.023826340647453103,0.0868601816973189,0.04267402564898091,-0.0037061260082841274,0.024472389741199717,0.0,0.02247618134409743,,,-0.22555825754018805,1.0814031110028914,-0.2515000286692919,0.07507090805113395,-0.24391940141635074,0.0037061260082841274,-0.07606638198552688,Q2,Q5(高)
100060,2021Q4,0.9533333333333334,0.012326912441808224,-0.0037061260082841274,0.04267402564898091,-0.034686971235194486,0.008131323663979347,0.010600706713780994,0.011751656527857174,,,0.13439441984578715,0.6722079098820021,-1.2972522701218796,0.684794600446275,0.09034099206434083,0.034686971235194486,-0.07606638198552688,Q3,Q4
100060,2022Q2,0.9533333333333334,-0.01241249783052241,-0.034686971235194486,0.04267402564898091,-0.070754716981132,0.018518138332961905,0.0,-0.011833247931764697,,,0.13439441984578715,-0.20811829251380004,-0.6325444309691497,0.07507090805113395,-0.027969937181687984,0.070754716981132,-0.07606638198552688,Q3,Q2
100060,2022Q4,0.9582834459821907,-0.00765853895838018,-0.070754716981132,0.04267402564898091,-0.03925099027727763,0.017006970924529272,0.005192425855444771,-0.007339051104225417,,,0.312575049977626,-0.03895360692954105,-0.7292521180386909,0.37372505918938154,-0.012175925632810091,0.03925099027727763,-0.07606638198552688,Q3,Q3
100060,2023Q2,0.979893583058423,-0.005094669916384308,-0.03925099027727763,0.04267402564898091,-0.09608540925266895,0.010792328969221382,0.022550882170444986,-0.004992234358865776,,,1.0904377199043989,0.05227900825145774,-1.1269603045105738,1.3721360486097935,0.05700700255658283,0.09608540925266895,-0.07606638198552688,Q5(高),Q3
100060,2023Q4,0.9627849674636251,0.020993389827916636,-0.09608540925266895,0.04267402564898091,-0.009142359599477734,0.015000548238450468,-0.017459666937912677,0.020212120142421915,,,0.4746085209329032,0.980595500429979,-0.8576538398941074,-0.9291614399237578,0.46539898009253233,0.009142359599477734,-0.07606638198552688,Q4,Q5(高)
100060,2024Q2,0.9464531511334117,-0.013886054533211739,-0.009142359599477734,0.045245321008612595,-0.1929196499602227,0.01538597668202703,-0.016963098596395998,-0.013142500069768645,,,-0.11325958053072721,-0.26055327628316743,-0.8329882117836107,-0.900600185387541,0.029510154777738218,0.1929196499602227,-0.005978229991180166,Q2,Q2
1076,2021Q2,0.9666666666666666,0.02009415656186483,0.06394129979035634,0.04267402564898091,0.027870680044593144,0.024472389741199717,0.0,0.019424351343136,,,0.614331323027082,0.9485972192479603,-0.2515000286692919,0.07507090805113395,0.5827529847204105,0.027870680044593144,-0.07606638198552688,Q4,Q5(高)
1076,2021Q4,0.9642444794315934,-0.010624391392603695,0.027870680044593144,0.04267402564898091,0.1484662576687117,0.021721293566808842,-0.0025057109328342486,-0.01024451074763865,,,0.5271440449876109,-0.14449038333388678,-0.4275573909751342,-0.06905073999488096,-0.07616724513243556,0.1484662576687117,-0.07606638198552688,Q4,Q2
1076,2022Q2,0.9454918295418135,-0.07131652162364084,0.1484662576687117,0.04267402564898091,0.026697620429483315,0.04651715802931616,-0.019448024116077156,-0.06742918850649449,,,-0.14786260860319617,-2.304156759106675,1.159262631530543,-1.0435263132481718,0.3406986290321993,0.026697620429483315,-0.07606638198552688,Q2,Q1(低)
1076,2022Q4,0.9566666666666668,0.0025350038905371645,0.026697620429483315,0.04267402564898091,-0.032381997804610374,0.03970581117656716,0.011819073180429962,0.002425153721947221,,,0.2543786456411149,0.32377302100397554,0.7233681063561537,0.7548717114156691,0.08236094257812354,0.032381997804610374,-0.07606638198552688,Q3,Q4
1076,2023Q2,0.9504012829119117,0.02064652165427502,-0.032381997804610374,0.04267402564898091,0.0,0.039868377803715854,-0.006549181625179479,0.019622480667891545,,,0.02885447990364765,0.9682525569777088,0.7337716145436106,-0.30162012873414623,0.02793842394696875,0.0,-0.07606638198552688,Q3,Q5(高)
1076,2023Q4,0.9454984894259819,-0.011558009558659939,0.0,0.04267402564898091,-0.0006377551020408934,0.039839365842047406,-0.005158656216149304,-0.010928080578484031,,,-0.14762288428944767,-0.1777122154456754,0.7319149839051721,-0.22164090568282377,0.026234389817558334,0.0006377551020408934,-0.07606638198552688,Q2,Q2
1076,2024Q2,0.9293014967925874,-0.013912212385153708,-0.0006377551020408934,0.04267402564898091,-0.07256235827664403,0.01590107760238786,-0.017130638297717216,-0.012928639793219714,,,-0.7306379706885727,-0.2614840762581636,-0.8000241481480967,-0.9102366113420062,0.19105019484464067,0.07256235827664403,-0.07606638198552688,Q1(低),Q2
1088,2021Q2,0.9433333333333334,-0.023256222253412187,0.18172690763052213,0.04267402564898091,0.10621761658031081,0.024472389741199717,0.0,-0.021938369659052163,,,-0.22555825754018805,-0.5939809560109063,-0.2515000286692919,0.07507090805113395,0.1339773094498751,0.10621761658031081,-0.07606638198552688,Q2,Q2
1088,2021Q4,0.95,-0.012716213259097456,0.10621761658031081,0.04267402564898091,0.1283269961977187,0.007452911833647149,0.007067137809187107,-0.012080402596142582,,,0.014410194050459417,-0.21892569038235465,-1.3406674725845162,0.4815533696478819,-0.0031547616810405276,0.1283269961977187,-0.07606638198552688,Q3,Q2
1088,2022Q2,0.97,-0.04504290735182503,0.1283269961977187,0.04267402564898091,0.07375478927203072,0.01648618910958719,0.021052631578947434,-0.04369162013127027,,,0.7343155488224098,-1.3692375019169276,-0.7625797325107125,1.2859607673341111,-1.005452387688354,0.07375478927203072,-0.07606638198552688,Q4,Q1(低)
1088,2022Q4,0.9533333333333334,-0.025390235074881095,0.07375478927203072,0.04267402564898091,-0.06994818652849744,0.013485112023624858,-0.01718213058419238,-0.024205357438053313,,,0.13439441984578715,-0.6699175843422935,-0.9546347107224492,-0.9131983069993994,-0.09003318509217371,0.06994818652849744,-0.07606638198552688,Q3,Q2
1088,2023Q2,0.9398840714120104,0.02589542828330973,-0.06994818652849744,0.04267402564898091,-0.040959040959040904,0.029923790840161446,-0.014107617399989114,0.024338700565874876,,,-0.34971536389875857,1.1550294440822602,0.09736429213798567,-0.7363607072426812,-0.4039315423510084,0.040959040959040904,-0.07606638198552688,Q2,Q5(高)
1088,2023Q4,0.9600000000000001,0.0067679684588875496,-0.040959040959040904,0.04267402564898091,-0.05876180482686244,0.03179762947470158,0.021402563571238264,0.006497249720532048,,,0.3743628714364386,0.47439866576720563,0.21728125122319877,1.3060878996270346,0.1775972467222264,0.05876180482686244,-0.07606638198552688,Q4,Q4
1088,2024Q2,0.9633333333333333,0.007082692924036797,-0.05876180482686244,0.04267402564898091,-0.07317073170731703,0.02128915638682786,0.003472222222222099,0.006822994183488781,,,0.49434709723175835,0.4855978087603497,-0.4552121610155097,0.27478364525925614,0.24005386718278138,0.07317073170731703,-0.07606638198552688,Q4,Q4
11,2021Q2,0.9613307417442178,0.02879596737579418,0.012222882026920123,0.04267402564898091,0.031834541491357005,0.024472389741199717,0.0,0.027682448676614516,,,0.42226327681048537,1.2582421131022339,-0.2515000286692919,0.07507090805113395,0.5313094376994987,0.031834541491357005,-0.07606638198552688,Q4,Q5(高)
11,2021Q4,0.9681447124304268,-0.00995200414173582,0.031834541491357005,0.04267402564898091,0.1471214055565686,0.02739895341726866,0.007088060737395985,-0.009634980187907241,,,0.6675339760235305,-0.12056418183676004,-0.06421356219638905,0.48275679932362714,-0.08048068766751634,0.1471214055565686,-0.07606638198552688,Q4,Q2
