fund_code,date,nav,daily_return
008555,2021-10-14,1.1758,0.71
008555,2021-10-15,1.2063,2.59
008555,2021-10-18,1.2292,1.9
008555,2021-10-19,1.2264,-0.23
008555,2021-10-20,1.2215,-0.4
008555,2021-10-21,1.2236,0.17
008555,2021-10-22,1.2118,-0.96
008555,2021-10-25,1.2316,1.63
008555,2021-10-26,1.2295,-0.17
008555,2021-10-27,1.221,-0.69
008555,2021-10-28,1.2026,-1.51
008555,2021-10-29,1.2175,1.24
008555,2021-11-01,1.2129,-0.38
008555,2021-11-02,1.2096,-0.27
008555,2021-11-03,1.2015,-0.67
008555,2021-11-04,1.2164,1.24
008555,2021-11-05,1.2035,-1.06
008555,2021-11-08,1.2375,2.83
008555,2021-11-09,1.2495,0.97
008555,2021-11-10,1.2289,-1.65
008555,2021-11-11,1.24,0.9
008555,2021-11-12,1.2475,0.6
008555,2021-11-15,1.2196,-2.24
008555,2021-11-16,1.1963,-1.91
008555,2021-11-17,1.2228,2.22
008555,2021-11-18,1.2333,0.86
008555,2021-11-19,1.2485,1.23
008555,2021-11-22,1.2773,2.31
008555,2021-11-23,1.2686,-0.68
008555,2021-11-24,1.261,-0.6
008555,2021-11-25,1.2417,-1.53
008555,2021-11-26,1.2408,-0.07
008555,2021-11-29,1.2564,1.26
008555,2021-11-30,1.252,-0.35
008555,2021-12-01,1.2468,-0.42
008555,2021-12-02,1.2535,0.54
008555,2021-12-03,1.2581,0.37
008555,2021-12-06,1.2322,-2.06
008555,2021-12-07,1.212,-1.64
008555,2021-12-08,1.2346,1.86
008555,2021-12-09,1.2396,0.4
008555,2021-12-10,1.2468,0.58
008555,2021-12-13,1.2523,0.44
008555,2021-12-14,1.2347,-1.41
008555,2021-12-15,1.2254,-0.75
008555,2021-12-16,1.2285,0.25
008555,2021-12-17,1.2057,-1.86
008555,2021-12-20,1.1674,-3.18
008555,2021-12-21,1.1715,0.35
008555,2021-12-22,1.1763,0.41
008555,2021-12-23,1.1768,0.04
008555,2021-12-24,1.1421,-2.95
008555,2021-12-27,1.1453,0.28
008555,2021-12-28,1.1625,1.5
008555,2021-12-29,1.1503,-1.05
008555,2021-12-30,1.1557,0.47
008555,2021-12-31,1.1714,1.36
008555,2022-01-04,1.1474,-2.05
008555,2022-01-05,1.117,-2.65
008555,2022-01-06,1.1157,-0.12
008555,2022-01-07,1.0977,-1.61
008555,2022-01-10,1.1021,0.4
008555,2022-01-11,1.0954,-0.61
008555,2022-01-12,1.1295,3.11
008555,2022-01-13,1.1179,-1.03
008555,2022-01-14,1.1112,-0.6
008555,2022-01-17,1.1218,0.95
008555,2022-01-18,1.1211,-0.06
008555,2022-01-19,1.0953,-2.3
008555,2022-01-20,1.0892,-0.56
008555,2022-01-21,1.0824,-0.62
008555,2022-01-24,1.0967,1.32
008555,2022-01-25,1.0656,-2.84
008555,2022-01-26,1.0805,1.4
008555,2022-01-27,1.0544,-2.42
008555,2022-01-28,1.0398,-1.38
008555,2022-02-07,1.0488,0.87
008555,2022-02-08,1.0275,-2.03
008555,2022-02-09,1.0436,1.57
008555,2022-02-10,1.029,-1.4
008555,2022-02-11,1.0122,-1.63
008555,2022-02-14,1.0009,-1.12
008555,2022-02-15,1.018,1.71
008555,2022-02-16,1.0223,0.42
008555,2022-02-17,1.0435,2.07
008555,2022-02-18,1.0349,-0.82
008555,2022-02-21,1.0307,-0.41
008555,2022-02-22,1.0355,0.47
008555,2022-02-23,1.0571,2.09
008555,2022-02-24,1.0345,-2.14
008555,2022-02-25,1.0549,1.97
008555,2022-02-28,1.0679,1.23
008555,2022-03-01,1.0642,-0.35
008555,2022-03-02,1.0592,-0.47
008555,2022-03-03,1.0507,-0.8
008555,2022-03-04,1.0268,-2.27
008555,2022-03-07,1.0071,-1.92
008555,2022-03-08,0.9719,-3.5
008555,2022-03-09,0.9609,-1.13
008555,2022-03-10,0.9799,1.98
008555,2022-03-11,0.9784,-0.15
008555,2022-03-14,0.9435,-3.57
008555,2022-03-15,0.9178,-2.72
008555,2022-03-16,0.9702,5.71
008555,2022-03-17,0.9846,1.48
008555,2022-03-18,0.9899,0.54
008555,2022-03-21,1.0011,1.13
008555,2022-03-22,1.0034,0.23
008555,2022-03-23,1.0036,0.02
008555,2022-03-24,0.9989,-0.47
008555,2022-03-25,0.9825,-1.64
008555,2022-03-28,0.9705,-1.22
008555,2022-03-29,0.9659,-0.47
008555,2022-03-30,0.9973,3.25
008555,2022-03-31,0.9751,-2.23
008555,2022-04-01,0.9868,1.2
008555,2022-04-06,0.9789,-0.8
008555,2022-04-07,0.965,-1.42
008555,2022-04-08,0.9655,0.05
008555,2022-04-11,0.9144,-5.29
008555,2022-04-12,0.9293,1.63
008555,2022-04-13,0.9382,0.96
008555,2022-04-14,0.9496,1.22
008555,2022-04-15,0.9367,-1.36
008555,2022-04-18,0.9318,-0.52
008555,2022-04-19,0.9306,-0.13
008555,2022-04-20,0.8961,-3.71
008555,2022-04-21,0.8718,-2.71
008555,2022-04-22,0.8709,-0.1
008555,2022-04-25,0.8207,-5.76
008555,2022-04-26,0.8104,-1.26
008555,2022-04-27,0.8571,5.76
008555,2022-04-28,0.8667,1.12
008555,2022-04-29,0.9058,4.51
008555,2022-05-05,0.8975,-0.92
008555,2022-05-06,0.8737,-2.65
008555,2022-05-09,0.8717,-0.23
008555,2022-05-10,0.8882,1.89
008555,2022-05-11,0.9168,3.22
008555,2022-05-12,0.9088,-0.87
008555,2022-05-13,0.9179,1.0
008555,2022-05-16,0.9163,-0.17
008555,2022-05-17,0.9427,2.88
008555,2022-05-18,0.9408,-0.2
008555,2022-05-19,0.9529,1.29
008555,2022-05-20,0.9669,1.47
008555,2022-05-23,0.9751,0.85
008555,2022-05-24,0.9429,-3.3
008555,2022-05-25,0.9509,0.85
008555,2022-05-26,0.955,0.43
008555,2022-05-27,0.9537,-0.14
008555,2022-05-30,0.9617,0.84
008555,2022-05-31,0.9742,1.3
008555,2022-06-01,0.9821,0.81
008555,2022-06-02,0.9897,0.77
008555,2022-06-06,1.0344,4.52
008555,2022-06-07,1.03,-0.43
008555,2022-06-08,1.0442,1.38
008555,2022-06-09,1.026,-1.74
008555,2022-06-10,1.0517,2.5
008555,2022-06-13,1.0556,0.37
008555,2022-06-14,1.049,-0.63
008555,2022-06-15,1.0462,-0.27
008555,2022-06-16,1.0368,-0.9
008555,2022-06-17,1.0535,1.61
008555,2022-06-20,1.0479,-0.53
008555,2022-06-21,1.0398,-0.77
008555,2022-06-22,1.0317,-0.78
008555,2022-06-23,1.0487,1.65
008555,2022-06-24,1.0533,0.44
008555,2022-06-27,1.0685,1.44
008555,2022-06-28,1.0793,1.01
008555,2022-06-29,1.0595,-1.83
008555,2022-06-30,1.0763,1.59
008555,2022-07-01,1.0826,0.59
008555,2022-07-04,1.0883,0.53
008555,2022-07-05,1.0931,0.44
008555,2022-07-06,1.0706,-2.06
008555,2022-07-07,1.0771,0.61
008555,2022-07-08,1.0742,-0.27
008555,2022-07-11,1.0479,-2.45
008555,2022-07-12,1.0407,-0.69
008555,2022-07-13,1.0427,0.19
008555,2022-07-14,1.0413,-0.13
008555,2022-07-15,1.0222,-1.83
008555,2022-07-18,1.0385,1.59
008555,2022-07-19,1.0331,-0.52
008555,2022-07-20,1.0353,0.21
008555,2022-07-21,1.0108,-2.37
008555,2022-07-22,1.0119,0.11
008555,2022-07-25,1.0088,-0.31
008555,2022-07-26,1.0279,1.89
008555,2022-07-27,1.0244,-0.34
008555,2022-07-28,1.0197,-0.46
008555,2022-07-29,1.0155,-0.41
008555,2022-08-01,1.0134,-0.21
008555,2022-08-02,0.9862,-2.68
008555,2022-08-03,0.9711,-1.53
008555,2022-08-04,0.9775,0.66
008555,2022-08-05,0.99,1.28
008555,2022-08-08,0.9973,0.74
008555,2022-08-09,1.0047,0.74
008555,2022-08-10,0.9977,-0.7
008555,2022-08-11,1.0078,1.01
008555,2022-08-12,1.011,0.32
008555,2022-08-15,1.022,1.09
008555,2022-08-16,1.0197,-0.23
008555,2022-08-17,1.0254,0.56
008555,2022-08-18,1.0203,-0.5
008555,2022-08-19,1.02,-0.03
008555,2022-08-22,1.0355,1.52
008555,2022-08-23,1.0324,-0.3
008555,2022-08-24,1.0148,-1.7
008555,2022-08-25,1.0187,0.38
008555,2022-08-26,1.0215,0.27
008555,2022-08-29,1.0206,-0.09
008555,2022-08-30,1.0117,-0.87
008555,2022-08-31,1.0041,-0.75
008555,2022-09-01,1.004,-0.01
008555,2022-09-02,0.9955,-0.85
008555,2022-09-05,1.0044,0.89
008555,2022-09-06,1.0293,2.48
008555,2022-09-07,1.0299,0.06
008555,2022-09-08,1.0217,-0.8
008555,2022-09-09,1.0346,1.26
008555,2022-09-13,1.0366,0.19
008555,2022-09-14,1.0281,-0.82
008555,2022-09-15,1.0214,-0.65
008555,2022-09-16,0.9941,-2.67
008555,2022-09-19,0.9982,0.41
008555,2022-09-20,1.0028,0.46
008555,2022-09-21,1.0016,-0.12
008555,2022-09-22,0.998,-0.36
008555,2022-09-23,0.9875,-1.05
008555,2022-09-26,0.9777,-0.99
008555,2022-09-27,0.9867,0.92
008555,2022-09-28,0.9649,-2.21
008555,2022-09-29,0.9668,0.2
008555,2022-09-30,0.9671,0.03
008555,2022-10-10,0.9522,-1.54
008555,2022-10-11,0.9487,-0.37
008555,2022-10-12,0.9622,1.42
008555,2022-10-13,0.9522,-1.04
008555,2022-10-14,0.9675,1.61
008555,2022-10-17,0.9692,0.18
008555,2022-10-18,0.9702,0.1
008555,2022-10-19,0.956,-1.46
008555,2022-10-20,0.9507,-0.55
008555,2022-10-21,0.9601,0.99
008555,2022-10-24,0.9366,-2.45
008555,2022-10-25,0.928,-0.92
008555,2022-10-26,0.9408,1.38
008555,2022-10-27,0.9355,-0.56
008555,2022-10-28,0.9205,-1.6
008555,2022-10-31,0.9133,-0.78
008555,2022-11-01,0.9438,3.34
008555,2022-11-02,0.9504,0.7
008555,2022-11-03,0.9348,-1.64
008555,2022-11-04,0.9606,2.76
008555,2022-11-07,0.9568,-0.4
008555,2022-11-08,0.9551,-0.18
008555,2022-11-09,0.9506,-0.47
008555,2022-11-10,0.9448,-0.61
008555,2022-11-11,0.9716,2.84
008555,2022-11-14,0.9749,0.34
008555,2022-11-15,0.9871,1.25
008555,2022-11-16,0.9782,-0.9
008555,2022-11-17,0.9785,0.03
008555,2022-11-18,0.9753,-0.33
008555,2022-11-21,0.9695,-0.59
008555,2022-11-22,0.9658,-0.38
008555,2022-11-23,0.9653,-0.05
008555,2022-11-24,0.9642,-0.11
008555,2022-11-25,0.9683,0.43
008555,2022-11-28,0.9599,-0.87
008555,2022-11-29,0.9923,3.38
008555,2022-11-30,0.9844,-0.8
008555,2022-12-01,1.0029,1.88
008555,2022-12-02,0.9912,-1.17
008555,2022-12-05,1.0001,0.9
008555,2022-12-06,1.0034,0.33
008555,2022-12-07,0.9946,-0.88
008555,2022-12-08,0.9953,0.07
008555,2022-12-09,1.009,1.38
008555,2022-12-12,0.995,-1.39
008555,2022-12-13,0.9878,-0.72
008555,2022-12-14,0.9902,0.24
008555,2022-12-15,0.9884,-0.18
008555,2022-12-16,0.9858,-0.26
008555,2022-12-19,0.9749,-1.11
008555,2022-12-20,0.9592,-1.61
008555,2022-12-21,0.9594,0.02
008555,2022-12-22,0.9617,0.24
008555,2022-12-23,0.963,0.14
008555,2022-12-26,0.9674,0.46
008555,2022-12-27,0.9737,0.65
008555,2022-12-28,0.9692,-0.46
008555,2022-12-29,0.9682,-0.1
008555,2022-12-30,0.9724,0.43
008555,2022-12-31,0.9723,-0.01
008555,2023-01-03,0.9789,0.67
008555,2023-01-04,0.9787,-0.02
008555,2023-01-05,0.9987,2.04
008555,2023-01-06,1.0027,0.4
008555,2023-01-09,1.0125,0.98
008555,2023-01-10,1.0163,0.38
008555,2023-01-11,1.0207,0.43
008555,2023-01-12,1.0181,-0.25
008555,2023-01-13,1.026,0.78
008555,2023-01-16,1.0351,0.89
008555,2023-01-17,1.0326,-0.24
008555,2023-01-18,1.0329,0.03
008555,2023-01-19,1.0384,0.53
008555,2023-01-20,1.0494,1.06
008555,2023-01-30,1.0337,-1.5
008555,2023-01-31,1.0312,-0.24
008555,2023-02-01,1.0366,0.52
008555,2023-02-02,1.0349,-0.16
008555,2023-02-03,1.0231,-1.14
008555,2023-02-06,1.0121,-1.08
008555,2023-02-07,1.0143,0.22
008555,2023-02-08,1.0098,-0.44
008555,2023-02-09,1.0156,0.57
008555,2023-02-10,0.999,-1.63
008555,2023-02-13,1.0059,0.69
008555,2023-02-14,1.0073,0.14
008555,2023-02-15,0.9985,-0.87
008555,2023-02-16,0.9828,-1.57
008555,2023-02-17,0.9869,0.42
008555,2023-02-20,1.0138,2.73
008555,2023-02-21,1.0302,1.62
008555,2023-02-22,1.0291,-0.11
008555,2023-02-23,1.0354,0.61
008555,2023-02-24,1.0256,-0.95
008555,2023-02-27,1.0266,0.1
008555,2023-02-28,1.0212,-0.53
008555,2023-03-01,1.0271,0.58
008555,2023-03-02,1.0229,-0.41
008555,2023-03-03,1.0252,0.22
008555,2023-03-06,1.0119,-1.3
008555,2023-03-07,1.0081,-0.38
008555,2023-03-08,1.0023,-0.58
008555,2023-03-09,1.0007,-0.16
008555,2023-03-10,0.9838,-1.69
008555,2023-03-13,0.9929,0.92
008555,2023-03-14,0.9787,-1.43
008555,2023-03-15,0.9744,-0.44
008555,2023-03-16,0.9437,-3.15
008555,2023-03-17,0.9464,0.29
008555,2023-03-20,0.9364,-1.06
008555,2023-03-21,0.9403,0.42
008555,2023-03-22,0.9436,0.35
008555,2023-03-23,0.9516,0.85
008555,2023-03-24,0.9464,-0.55
008555,2023-03-27,0.9541,0.81
008555,2023-03-28,0.9472,-0.72
008555,2023-03-29,0.9434,-0.4
008555,2023-03-30,0.9674,2.54
008555,2023-03-31,0.969,0.17
008555,2023-04-03,0.9704,0.14
008555,2023-04-04,0.972,0.16
008555,2023-04-06,0.9687,-0.34
008555,2023-04-07,0.9646,-0.42
008555,2023-04-10,0.9607,-0.4
008555,2023-04-11,0.9577,-0.31
008555,2023-04-12,0.9603,0.27
008555,2023-04-13,0.9584,-0.2
008555,2023-04-14,0.9679,0.99
008555,2023-04-17,0.9926,2.55
008555,2023-04-18,1.0007,0.82
008555,2023-04-19,0.9965,-0.42
008555,2023-04-20,0.9868,-0.97
008555,2023-04-21,0.9722,-1.48
008555,2023-04-24,0.9561,-1.66
008555,2023-04-25,0.9456,-1.1
008555,2023-04-26,0.9611,1.64
008555,2023-04-27,0.964,0.3
008555,2023-04-28,0.973,0.93
008555,2023-05-04,0.9712,-0.18
008555,2023-05-05,0.9584,-1.32
008555,2023-05-08,0.9806,2.32
008555,2023-05-09,0.9694,-1.14
008555,2023-05-10,0.9642,-0.54
008555,2023-05-11,0.9661,0.2
008555,2023-05-12,0.9487,-1.8
008555,2023-05-15,0.9698,2.22
008555,2023-05-16,0.9733,0.36
008555,2023-05-17,0.9694,-0.4
008555,2023-05-18,0.9667,-0.28
008555,2023-05-19,0.9619,-0.5
008555,2023-05-22,0.9595,-0.25
008555,2023-05-23,0.951,-0.89
008555,2023-05-24,0.9465,-0.47
008555,2023-05-25,0.9451,-0.15
008555,2023-05-26,0.9267,-1.95
008555,2023-05-29,0.9116,-1.63
008555,2023-05-30,0.913,0.15
008555,2023-05-31,0.8978,-1.66
008555,2023-06-01,0.8983,0.06
008555,2023-06-02,0.9099,1.29
008555,2023-06-05,0.9065,-0.37
008555,2023-06-06,0.8986,-0.87
008555,2023-06-07,0.8958,-0.31
008555,2023-06-08,0.8945,-0.15
008555,2023-06-09,0.905,1.17
008555,2023-06-12,0.9033,-0.19
008555,2023-06-13,0.899,-0.48
008555,2023-06-14,0.89,-1.0
008555,2023-06-15,0.9132,2.61
008555,2023-06-16,0.922,0.96
008555,2023-06-19,0.9163,-0.62
008555,2023-06-20,0.9093,-0.76
008555,2023-06-21,0.8997,-1.06
008555,2023-06-26,0.8881,-1.29
008555,2023-06-27,0.9033,1.71
008555,2023-06-28,0.9097,0.71
008555,2023-06-29,0.9055,-0.46
008555,2023-06-30,0.9194,1.54
008555,2023-07-03,0.9356,1.76
008555,2023-07-04,0.932,-0.38
008555,2023-07-05,0.9251,-0.74
008555,2023-07-06,0.9191,-0.65
008555,2023-07-07,0.9086,-1.14
008555,2023-07-10,0.9168,0.9
008555,2023-07-11,0.9147,-0.23
008555,2023-07-12,0.9129,-0.2
008555,2023-07-13,0.9139,0.11
008555,2023-07-14,0.9038,-1.11
008555,2023-07-17,0.8947,-1.01
008555,2023-07-18,0.8902,-0.5
008555,2023-07-19,0.8835,-0.75
008555,2023-07-20,0.8821,-0.16
008555,2023-07-21,0.8683,-1.56
008555,2023-07-24,0.8607,-0.88
008555,2023-07-25,0.8738,1.52
008555,2023-07-26,0.8697,-0.47
008555,2023-07-27,0.8631,-0.76
008555,2023-07-28,0.8675,0.51
008555,2023-07-31,0.8669,-0.07
008555,2023-08-01,0.858,-1.03
008555,2023-08-02,0.8503,-0.9
008555,2023-08-03,0.8556,0.62
008555,2023-08-04,0.8527,-0.34
008555,2023-08-07,0.8461,-0.77
008555,2023-08-08,0.8428,-0.39
008555,2023-08-09,0.8364,-0.76
008555,2023-08-10,0.8482,1.41
008555,2023-08-11,0.8315,-1.97
008555,2023-08-14,0.8318,0.04
008555,2023-08-15,0.8252,-0.79
008555,2023-08-16,0.8224,-0.34
008555,2023-08-17,0.8232,0.1
008555,2023-08-18,0.8105,-1.54
008555,2023-08-21,0.7951,-1.9
008555,2023-08-22,0.8021,0.88
008555,2023-08-23,0.795,-0.89
008555,2023-08-24,0.7991,0.52
008555,2023-08-25,0.7919,-0.9
008555,2023-08-28,0.8114,2.46
008555,2023-08-29,0.8248,1.65
008555,2023-08-30,0.8222,-0.32
008555,2023-08-31,0.8096,-1.53
008555,2023-09-01,0.8259,2.01
008555,2023-09-04,0.8412,1.85
008555,2023-09-05,0.8432,0.24
008555,2023-09-06,0.8469,0.44
008555,2023-09-07,0.8439,-0.35
008555,2023-09-08,0.8385,-0.64
008555,2023-09-11,0.8401,0.19
008555,2023-09-12,0.8348,-0.63
008555,2023-09-13,0.8387,0.47
008555,2023-09-14,0.8508,1.44
008555,2023-09-15,0.8462,-0.54
008555,2023-09-18,0.8477,0.18
008555,2023-09-19,0.8524,0.55
008555,2023-09-20,0.8479,-0.53
008555,2023-09-21,0.8438,-0.48
008555,2023-09-22,0.8437,-0.01
008555,2023-09-25,0.8428,-0.11
008555,2023-09-26,0.8395,-0.39
008555,2023-09-27,0.837,-0.3
008555,2023-09-28,0.8374,0.05
008555,2023-10-09,0.8385,0.13
008555,2023-10-10,0.8261,-1.48
008555,2023-10-11,0.8192,-0.84
008555,2023-10-12,0.8201,0.11
008555,2023-10-13,0.8143,-0.71
008555,2023-10-16,0.8215,0.88
008555,2023-10-17,0.823,0.18
008555,2023-10-18,0.818,-0.61
008555,2023-10-19,0.8077,-1.26
008555,2023-10-20,0.804,-0.46
008555,2023-10-23,0.7908,-1.64
008555,2023-10-24,0.802,1.42
008555,2023-10-25,0.8112,1.15
008555,2023-10-26,0.8013,-1.22
008555,2023-10-27,0.805,0.46
008555,2023-10-30,0.8037,-0.16
008555,2023-10-31,0.8055,0.22
008555,2023-11-01,0.8018,-0.46
008555,2023-11-02,0.7961,-0.71
008555,2023-11-03,0.8004,0.54
008555,2023-11-06,0.7986,-0.22
008555,2023-11-07,0.8021,0.44
008555,2023-11-08,0.7982,-0.49
008555,2023-11-09,0.8133,1.89
008555,2023-11-10,0.8132,-0.01
008555,2023-11-13,0.8213,1.0
008555,2023-11-14,0.8195,-0.22
008555,2023-11-15,0.8249,0.66
008555,2023-11-16,0.8218,-0.38
008555,2023-11-17,0.8193,-0.3
008555,2023-11-20,0.8206,0.16
008555,2023-11-21,0.8192,-0.17
008555,2023-11-22,0.8118,-0.9
008555,2023-11-23,0.824,1.5
008555,2023-11-24,0.8217,-0.28
008555,2023-11-27,0.8297,0.97
008555,2023-11-28,0.8267,-0.36
008555,2023-11-29,0.8251,-0.19
008555,2023-11-30,0.8213,-0.46
008555,2023-12-01,0.8239,0.32
008555,2023-12-04,0.8273,0.41
008555,2023-12-05,0.8102,-2.07
008555,2023-12-06,0.8124,0.27
008555,2023-12-07,0.8075,-0.6
008555,2023-12-08,0.7987,-1.09
008555,2023-12-11,0.8134,1.84
008555,2023-12-12,0.8195,0.75
008555,2023-12-13,0.8098,-1.18
008555,2023-12-14,0.8095,-0.04
008555,2023-12-15,0.8068,-0.33
008555,2023-12-18,0.8021,-0.58
008555,2023-12-19,0.799,-0.39
008555,2023-12-20,0.7965,-0.31
008555,2023-12-21,0.8012,0.59
008555,2023-12-22,0.8043,0.39
008555,2023-12-25,0.8108,0.81
008555,2023-12-26,0.8013,-1.17
008555,2023-12-27,0.8088,0.94
008555,2023-12-28,0.8064,-0.3
008555,2023-12-29,0.813,0.82
008555,2023-12-31,0.8129,-0.01
008555,2024-01-02,0.8287,1.94
008555,2024-01-03,0.8304,0.21
008555,2024-01-04,0.8335,0.37
008555,2024-01-05,0.8263,-0.86
008555,2024-01-08,0.816,-1.25
008555,2024-01-09,0.8215,0.67
008555,2024-01-10,0.8157,-0.71
008555,2024-01-11,0.8104,-0.65
008555,2024-01-12,0.8103,-0.01
008555,2024-01-15,0.8123,0.25
008555,2024-01-16,0.808,-0.53
008555,2024-01-17,0.789,-2.35
008555,2024-01-18,0.7876,-0.18
008555,2024-01-19,0.7749,-1.61
008555,2024-01-22,0.7476,-3.52
008555,2024-01-23,0.7598,1.63
008555,2024-01-24,0.7754,2.05
008555,2024-01-25,0.8042,3.71
008555,2024-01-26,0.8015,-0.34
008555,2024-01-29,0.7929,-1.07
008555,2024-01-30,0.7788,-1.78
008555,2024-01-31,0.7692,-1.23
008555,2024-02-01,0.7616,-0.99
008555,2024-02-02,0.7508,-1.42
008555,2024-02-05,0.7458,-0.67
008555,2024-02-06,0.7616,2.12
008555,2024-02-07,0.773,1.5
008555,2024-02-08,0.7822,1.19
008555,2024-02-19,0.806,3.04
008555,2024-02-20,0.8141,1.0
008555,2024-02-21,0.8156,0.18
008555,2024-02-22,0.8463,3.76
008555,2024-02-23,0.844,-0.27
008555,2024-02-26,0.8362,-0.92
008555,2024-02-27,0.8433,0.85
008555,2024-02-28,0.8291,-1.68
008555,2024-02-29,0.8404,1.36
008555,2024-03-01,0.852,1.38
008555,2024-03-04,0.8676,1.83
008555,2024-03-05,0.8667,-0.1
008555,2024-03-06,0.8713,0.53
008555,2024-03-07,0.8749,0.41
008555,2024-03-08,0.8795,0.53
008555,2024-03-11,0.8664,-1.49
008555,2024-03-12,0.8474,-2.19
008555,2024-03-13,0.8504,0.35
008555,2024-03-14,0.8563,0.69
008555,2024-03-15,0.8501,-0.72
008555,2024-03-18,0.8449,-0.61
008555,2024-03-19,0.8446,-0.04
008555,2024-03-20,0.8456,0.12
008555,2024-03-21,0.8458,0.02
008555,2024-03-22,0.8417,-0.48
008555,2024-03-25,0.84,-0.2
008555,2024-03-26,0.8263,-1.63
008555,2024-03-27,0.8175,-1.06
008555,2024-03-28,0.8248,0.89
008555,2024-03-29,0.8418,2.06
008555,2024-04-01,0.8378,-0.48
008555,2024-04-02,0.8427,0.58
008555,2024-04-03,0.8602,2.08
008555,2024-04-08,0.8512,-1.05
008555,2024-04-09,0.8517,0.06
008555,2024-04-10,0.861,1.09
008555,2024-04-11,0.8735,1.45
008555,2024-04-12,0.8736,0.01
008555,2024-04-15,0.8866,1.49
008555,2024-04-16,0.8697,-1.91
008555,2024-04-17,0.8831,1.54
008555,2024-04-18,0.8822,-0.1
008555,2024-04-19,0.8866,0.5
008555,2024-04-22,0.8605,-2.94
008555,2024-04-23,0.8408,-2.29
008555,2024-04-24,0.842,0.14
008555,2024-04-25,0.8433,0.15
008555,2024-04-26,0.8455,0.26
008555,2024-04-29,0.8455,0.0
008555,2024-04-30,0.8491,0.43
008555,2024-05-06,0.8605,1.34
008555,2024-05-07,0.8669,0.74
008555,2024-05-08,0.8736,0.77
008555,2024-05-09,0.884,1.19
008555,2024-05-10,0.8904,0.72
008555,2024-05-13,0.8855,-0.55
008555,2024-05-14,0.8759,-1.08
008555,2024-05-15,0.872,-0.45
008555,2024-05-16,0.8696,-0.28
008555,2024-05-17,0.8772,0.87
008555,2024-05-20,0.8992,2.51
008555,2024-05-21,0.8934,-0.65
008555,2024-05-22,0.8929,-0.06
008555,2024-05-23,0.8804,-1.4
008555,2024-05-24,0.8776,-0.32
008555,2024-05-27,0.8993,2.47
008555,2024-05-28,0.9,0.08
008555,2024-05-29,0.9092,1.02
008555,2024-05-30,0.8913,-1.97
008555,2024-05-31,0.8921,0.09
008555,2024-06-03,0.8838,-0.93
008555,2024-06-04,0.8817,-0.24
008555,2024-06-05,0.8677,-1.59
008555,2024-06-06,0.8775,1.13
008555,2024-06-07,0.8799,0.27
008555,2024-06-11,0.8666,-1.51
008555,2024-06-12,0.8857,2.2
008555,2024-06-13,0.8774,-0.94
008555,2024-06-14,0.875,-0.27
008555,2024-06-17,0.8584,-1.9
008555,2024-06-18,0.8622,0.44
008555,2024-06-19,0.8642,0.23
008555,2024-06-20,0.8702,0.69
008555,2024-06-21,0.8606,-1.1
008555,2024-06-24,0.8442,-1.91
008555,2024-06-25,0.8444,0.02
008555,2024-06-26,0.8443,-0.01
008555,2024-06-27,0.8303,-1.66
008555,2024-06-28,0.8436,1.6
008555,2024-06-30,0.8435,-0.01
008555,2024-07-01,0.8591,1.85
008555,2024-07-02,0.8537,-0.63
008555,2024-07-03,0.8459,-0.91
008555,2024-07-04,0.8413,-0.54
008555,2024-07-05,0.8417,0.05
008555,2024-07-08,0.8344,-0.87
008555,2024-07-09,0.8475,1.57
008555,2024-07-10,0.8179,-3.49
008555,2024-07-11,0.8284,1.28
008555,2024-07-12,0.8162,-1.47
008555,2024-07-15,0.8234,0.88
008555,2024-07-16,0.8216,-0.22
008555,2024-07-17,0.797,-2.99
008555,2024-07-18,0.7999,0.36
008555,2024-07-19,0.7924,-0.94
008555,2024-07-22,0.7873,-0.64
008555,2024-07-23,0.7656,-2.76
008555,2024-07-24,0.7624,-0.42
008555,2024-07-25,0.7475,-1.95
008555,2024-07-26,0.7585,1.47
008555,2024-07-29,0.7558,-0.36
008555,2024-07-30,0.7429,-1.71
008555,2024-07-31,0.7689,3.5
008555,2024-08-01,0.7639,-0.65
008555,2024-08-02,0.752,-1.56
008555,2024-08-05,0.7351,-2.25
008555,2024-08-06,0.7395,0.6
008555,2024-08-07,0.7486,1.23
008555,2024-08-08,0.7435,-0.68
008555,2024-08-09,0.7467,0.43
008555,2024-08-12,0.7526,0.79
008555,2024-08-13,0.7532,0.08
008555,2024-08-14,0.7428,-1.38
008555,2024-08-15,0.752,1.24
008555,2024-08-16,0.7572,0.69
008555,2024-08-19,0.76,0.37
008555,2024-08-20,0.7403,-2.59
008555,2024-08-21,0.74,-0.04
008555,2024-08-22,0.7372,-0.38
008555,2024-08-23,0.7384,0.16
008555,2024-08-26,0.7401,0.23
008555,2024-08-27,0.7437,0.49
008555,2024-08-28,0.7415,-0.3
008555,2024-08-29,0.7429,0.19
008555,2024-08-30,0.7522,1.25
008555,2024-09-02,0.7512,-0.13
008555,2024-09-03,0.7476,-0.48
008555,2024-09-04,0.7334,-1.9
008555,2024-09-05,0.7254,-1.09
008555,2024-09-06,0.7156,-1.35
008555,2024-09-09,0.7006,-2.1
008555,2024-09-10,0.6999,-0.1
008555,2024-09-11,0.6911,-1.26
008555,2024-09-12,0.6962,0.74
008555,2024-09-13,0.6939,-0.33
008555,2024-09-18,0.7067,1.84
008555,2024-09-19,0.7178,1.57
008555,2024-09-20,0.7225,0.65
