fund_code,report_date,year,quarter,AS_new,num_holdings
21593,2025-12-31,2025,4,0.9567837821334664,64
21594,2024-06-30,2024,2,0.9839999999999856,10
21594,2024-12-31,2024,4,0.9569999999999856,35
21594,2025-06-30,2025,2,0.9233283043354701,86
21594,2025-12-31,2025,4,0.9567837821334664,64
21626,2025-06-30,2025,2,0.9769999999999862,53
21626,2025-12-31,2025,4,0.9739999999999855,49
21627,2025-06-30,2025,2,0.9769999999999862,53
21627,2025-12-31,2025,4,0.9739999999999855,49
2163,2020-06-30,2020,2,0.9783178009401051,53
2163,2020-12-31,2020,4,0.9827076107899678,50
2163,2021-06-30,2021,2,0.9799999999999855,35
2163,2021-12-31,2021,4,0.9813333333333193,39
2163,2022-06-30,2022,2,0.9756666666666531,54
2163,2022-12-31,2022,4,0.97733333333332,50
2163,2023-06-30,2023,2,0.976333333333319,52
2163,2023-12-31,2023,4,0.9749999999999858,49
2163,2024-06-30,2024,2,0.9679999999999861,52
2163,2024-12-31,2024,4,0.9695560734698269,48
2163,2025-06-30,2025,2,0.9743333333333183,59
2163,2025-12-31,2025,4,0.9739018093398978,66
21792,2024-06-30,2024,2,0.9889999999999849,10
21792,2024-12-31,2024,4,0.9843333333333183,17
21792,2025-06-30,2025,2,0.9759999999999858,48
21792,2025-12-31,2025,4,0.9753333333333193,50
21793,2024-06-30,2024,2,0.9889999999999849,10
21793,2024-12-31,2024,4,0.9843333333333183,17
21793,2025-06-30,2025,2,0.9759999999999858,48
21793,2025-12-31,2025,4,0.9753333333333193,50
22364,2024-06-30,2024,2,0.9923333333333187,10
22364,2024-12-31,2024,4,0.9893333333333189,18
22364,2025-06-30,2025,2,0.9756666666666528,50
22364,2025-12-31,2025,4,0.9635106925061919,85
22365,2024-06-30,2024,2,0.9923333333333187,10
22365,2024-12-31,2024,4,0.9893333333333189,18
22365,2025-06-30,2025,2,0.9756666666666528,50
22365,2025-12-31,2025,4,0.9635106925061919,85
22368,2025-06-30,2025,2,0.9786666666666526,43
22368,2025-12-31,2025,4,0.9620385526599049,73
2244,2020-06-30,2020,2,0.9844588152821445,67
2244,2020-12-31,2020,4,0.9828280711429611,64
2244,2021-06-30,2021,2,0.9873333333333196,55
2244,2021-12-31,2021,4,0.9883333333333195,53
2244,2022-06-30,2022,2,0.9633333333333208,60
2244,2022-12-31,2022,4,0.9559999999999865,69
2244,2023-06-30,2023,2,0.951333333333321,63
2244,2023-12-31,2023,4,0.9529999999999871,61
2244,2024-06-30,2024,2,0.9509999999999864,64
2244,2024-12-31,2024,4,0.9509999999999864,58
2244,2025-06-30,2025,2,0.9473333333333201,70
2244,2025-12-31,2025,4,0.9499999999999872,63
22709,2024-06-30,2024,2,0.9873333333333167,10
22709,2024-12-31,2024,4,0.9782265983562664,41
22709,2025-06-30,2025,2,0.9695778172663848,80
22709,2025-12-31,2025,4,0.9676666666666519,69
22735,2024-06-30,2024,2,0.9896666666666503,10
22735,2024-12-31,2024,4,0.9756778350515308,28
22735,2025-06-30,2025,2,0.9696666666666532,54
22735,2025-12-31,2025,4,0.9676034155597587,52
22740,2024-06-30,2024,2,0.9896666666666502,10
22740,2024-12-31,2024,4,0.9723333333333184,35
22740,2025-06-30,2025,2,0.9689999999999862,54
22740,2025-12-31,2025,4,0.9692713946526141,51
23397,2025-06-30,2025,2,0.9821489733507949,44
23397,2025-12-31,2025,4,0.9846348687915166,45
23398,2025-06-30,2025,2,0.9821489733507949,44
23398,2025-12-31,2025,4,0.9846348687915166,45
23451,2025-06-30,2025,2,0.9723333333333201,52
23451,2025-12-31,2025,4,0.97133333333332,94
23452,2025-06-30,2025,2,0.9723333333333201,52
23452,2025-12-31,2025,4,0.97133333333332,94
2376,2020-06-30,2020,2,0.947126082466023,80
2376,2020-12-31,2020,4,0.9496230142837939,130
2376,2021-06-30,2021,2,0.9563582626574002,150
2376,2021-12-31,2021,4,0.9490557483229096,152
2376,2022-06-30,2022,2,0.9500997612373988,134
2376,2022-12-31,2022,4,0.9604896529289444,81
2376,2023-06-30,2023,2,0.9543333333333192,83
2376,2023-12-31,2023,4,0.9646666666666522,78
2376,2024-06-30,2024,2,0.962666666666653,59
2376,2024-12-31,2024,4,0.9543333333333202,67
2376,2025-06-30,2025,2,0.972999999999985,61
2376,2025-12-31,2025,4,0.9806666666666519,56
24052,2025-06-30,2025,2,0.9836666666666536,20
24052,2025-12-31,2025,4,0.9703539712320064,46
24053,2025-06-30,2025,2,0.9836666666666536,20
24053,2025-12-31,2025,4,0.9703539712320064,46
2420,2020-06-30,2020,2,0.9666538707613421,82
2420,2020-12-31,2020,4,0.9538354114713076,124
2420,2021-06-30,2021,2,0.954885586924207,124
2420,2021-12-31,2021,4,0.9610743099787553,135
2420,2022-06-30,2022,2,0.9704213229434028,181
2420,2022-12-31,2022,4,0.970843985132793,96
2420,2023-06-30,2023,2,0.9599235880398537,128
2420,2023-12-31,2023,4,0.9601161849242842,135
2420,2024-06-30,2024,2,0.9420052576235418,160
2420,2024-12-31,2024,4,0.925749317926485,169
2420,2025-06-30,2025,2,0.911502197968762,187
2420,2025-12-31,2025,4,0.9218122956180383,209
24459,2025-06-30,2025,2,0.9869999999999847,20
24459,2025-12-31,2025,4,0.9699999999999857,48
24460,2025-06-30,2025,2,0.9869999999999847,20
24460,2025-12-31,2025,4,0.9699999999999857,48
2450,2020-06-30,2020,2,0.9626666666666528,67
2450,2020-12-31,2020,4,0.9604113909688995,93
2450,2021-06-30,2021,2,0.9571863303498628,164
2450,2021-12-31,2021,4,0.964666666666652,156
2450,2022-06-30,2022,2,0.9783715426539453,109
2450,2022-12-31,2022,4,0.9806666666666521,81
2450,2023-06-30,2023,2,0.9763333333333191,73
2450,2023-12-31,2023,4,0.9838454882570936,111
2450,2024-06-30,2024,2,0.9618552456839171,129
2450,2024-12-31,2024,4,0.9720940034569729,92
2450,2025-06-30,2025,2,0.9688239954725392,98
2450,2025-12-31,2025,4,0.9581688055281207,123
2451,2020-06-30,2020,2,0.9626666666666528,67
2451,2020-12-31,2020,4,0.9604113909688995,93
2451,2021-06-30,2021,2,0.9571863303498628,164
2451,2021-12-31,2021,4,0.964666666666652,156
2451,2022-06-30,2022,2,0.9783715426539453,109
2451,2022-12-31,2022,4,0.9806666666666521,81
2451,2023-06-30,2023,2,0.9763333333333191,73
2451,2023-12-31,2023,4,0.9838454882570936,111
2451,2024-06-30,2024,2,0.9618552456839171,129
2451,2024-12-31,2024,4,0.9720940034569729,92
2451,2025-06-30,2025,2,0.9688239954725392,98
2451,2025-12-31,2025,4,0.9581688055281207,123
24592,2025-06-30,2025,2,0.9843333333333193,20
24592,2025-12-31,2025,4,0.9679999999999855,40
24593,2025-06-30,2025,2,0.9843333333333193,20
24593,2025-12-31,2025,4,0.9679999999999855,40
2910,2020-06-30,2020,2,0.9761721805885433,78
2910,2020-12-31,2020,4,0.9758784984383858,118
2910,2021-06-30,2021,2,0.9762177407820449,132
2910,2021-12-31,2021,4,0.9816191113888499,136
2910,2022-06-30,2022,2,0.9848970331587992,99
2910,2022-12-31,2022,4,0.986808024572841,121
2910,2023-06-30,2023,2,0.9856666666666529,133
2910,2023-12-31,2023,4,0.9858918918918783,134
2910,2024-06-30,2024,2,0.9825763895158,95
2910,2024-12-31,2024,4,0.9810898615601297,89
2910,2025-06-30,2025,2,0.9742014388489069,114
2910,2025-12-31,2025,4,0.9702186741577181,107
3857,2020-06-30,2020,2,0.9536666666666545,70
3857,2020-12-31,2020,4,0.9675698893512564,60
3857,2021-06-30,2021,2,0.9589999999999865,54
3857,2021-12-31,2021,4,0.9618880180500994,76
3857,2022-06-30,2022,2,0.958858868184941,107
3857,2022-12-31,2022,4,0.9718821319978399,103
3857,2023-06-30,2023,2,0.9621300309597374,129
3857,2023-12-31,2023,4,0.9722871140691287,143
3857,2024-06-30,2024,2,0.9629498470334374,68
3857,2024-12-31,2024,4,0.9668549393162664,64
3857,2025-06-30,2025,2,0.9679528235127478,81
3857,2025-12-31,2025,4,0.9728970345963622,81
3858,2020-06-30,2020,2,0.9536666666666545,70
3858,2020-12-31,2020,4,0.9675698893512564,60
3858,2021-06-30,2021,2,0.9589999999999865,54
3858,2021-12-31,2021,4,0.9618880180500994,76
3858,2022-06-30,2022,2,0.958858868184941,107
3858,2022-12-31,2022,4,0.9718821319978399,103
3858,2023-06-30,2023,2,0.9621300309597374,129
3858,2023-12-31,2023,4,0.9722871140691287,143
3858,2024-06-30,2024,2,0.9629498470334374,68
3858,2024-12-31,2024,4,0.9668549393162664,64
3858,2025-06-30,2025,2,0.9679528235127478,81
3858,2025-12-31,2025,4,0.9728970345963622,81
390,2020-06-30,2020,2,0.9374022555341406,122
390,2020-12-31,2020,4,0.95246495610691,161
390,2021-06-30,2021,2,0.9474833847207806,165
390,2021-12-31,2021,4,0.9440978938698535,178
390,2022-06-30,2022,2,0.9460219685175439,152
390,2022-12-31,2022,4,0.9314110003021928,188
390,2023-06-30,2023,2,0.8883634573734883,352
390,2023-12-31,2023,4,0.8933368035473185,414
390,2024-06-30,2024,2,0.8752876891907895,436
390,2024-12-31,2024,4,0.8784553784718406,256
390,2025-06-30,2025,2,0.9349999999999865,122
390,2025-12-31,2025,4,0.9529999999999869,76
3961,2020-06-30,2020,2,0.9647411302762443,78
3961,2020-12-31,2020,4,0.9679067707913864,125
3961,2021-06-30,2021,2,0.9618710935259909,143
3961,2021-12-31,2021,4,0.9642161844271797,186
3961,2022-06-30,2022,2,0.961436935264252,123
3961,2022-12-31,2022,4,0.9685997188190271,110
3961,2023-06-30,2023,2,0.9686973147757497,145
3961,2023-12-31,2023,4,0.9688203700377093,149
3961,2024-06-30,2024,2,0.9543333333333202,104
3961,2024-12-31,2024,4,0.9489223361292194,101
3961,2025-06-30,2025,2,0.9415981453565261,121
3961,2025-12-31,2025,4,0.9365986625864091,121
3962,2020-06-30,2020,2,0.9647411302762443,78
3962,2020-12-31,2020,4,0.9679067707913864,125
3962,2021-06-30,2021,2,0.9618710935259909,143
3962,2021-12-31,2021,4,0.9642161844271797,186
3962,2022-06-30,2022,2,0.961436935264252,123
3962,2022-12-31,2022,4,0.9685997188190271,110
3962,2023-06-30,2023,2,0.9686973147757497,145
3962,2023-12-31,2023,4,0.9688203700377093,149
3962,2024-06-30,2024,2,0.9543333333333202,104
3962,2024-12-31,2024,4,0.9489223361292194,101
3962,2025-06-30,2025,2,0.9415981453565261,121
3962,2025-12-31,2025,4,0.9365986625864091,121
404,2020-06-30,2020,2,0.9556925088447792,87
404,2020-12-31,2020,4,0.961248139944326,115
404,2021-06-30,2021,2,0.9715400602887367,123
404,2021-12-31,2021,4,0.9663769314417074,137
404,2022-06-30,2022,2,0.9640503077902642,96
404,2022-12-31,2022,4,0.9581414315870131,120
404,2023-06-30,2023,2,0.9493936603395213,164
404,2023-12-31,2023,4,0.9360246120920155,257
404,2024-06-30,2024,2,0.9362425645214831,145
404,2024-12-31,2024,4,0.917322851153026,161
404,2025-06-30,2025,2,0.9191745422563238,178
404,2025-12-31,2025,4,0.9267268339004379,162
4320,2020-06-30,2020,2,0.9585911413969201,56
4320,2020-12-31,2020,4,0.9536110616844469,66
4320,2021-06-30,2021,2,0.9666666666666524,56
4320,2021-12-31,2021,4,0.9619999999999861,54
4320,2022-06-30,2022,2,0.9796666666666524,51
4320,2022-12-31,2022,4,0.9726666666666529,53
4320,2023-06-30,2023,2,0.9769999999999865,48
4320,2023-12-31,2023,4,0.9749999999999864,51
4320,2024-06-30,2024,2,0.9649999999999865,49
4320,2024-12-31,2024,4,0.9579999999999865,53
4320,2025-06-30,2025,2,0.9706666666666526,51
4320,2025-12-31,2025,4,0.9723333333333194,42
501026,2020-06-30,2020,2,0.9466558775561273,92
501026,2020-12-31,2020,4,0.9457963111467379,117
501026,2021-06-30,2021,2,0.9509923587202821,126
501026,2021-12-31,2021,4,0.9574569282725804,135
501026,2022-06-30,2022,2,0.9537056672272367,103
501026,2022-12-31,2022,4,0.9571724709784275,90
501026,2023-06-30,2023,2,0.9656088006568959,93
501026,2023-12-31,2023,4,0.9635551782682372,82
501026,2024-06-30,2024,2,0.9603720316622558,75
501026,2024-12-31,2024,4,0.9622741528340724,81
501026,2025-06-30,2025,2,0.9611333333333208,84
501026,2025-12-31,2025,4,0.9683981033481589,91
501082,2020-06-30,2020,2,0.9625299055613721,92
501082,2020-12-31,2020,4,0.9496161655002561,134
501082,2021-06-30,2021,2,0.9247332703014897,199
501082,2021-12-31,2021,4,0.9085766062602844,212
501082,2022-06-30,2022,2,0.9290766961651791,173
501082,2022-12-31,2022,4,0.9399330879892814,167
501082,2023-06-30,2023,2,0.9445280648094432,178
501082,2023-12-31,2023,4,0.9217310972143143,256
501082,2024-06-30,2024,2,0.9342626569604312,108
501082,2024-12-31,2024,4,0.934941720960621,104
501082,2025-06-30,2025,2,0.949237124924757,117
501082,2025-12-31,2025,4,0.9480760689817965,122
5119,2020-06-30,2020,2,0.9690952380952245,68
5119,2020-12-31,2020,4,0.9510976013233947,114
5119,2021-06-30,2021,2,0.9622094192958263,122
5119,2021-12-31,2021,4,0.9638060197470508,110
5119,2022-06-30,2022,2,0.9789999999999862,65
5119,2022-12-31,2022,4,0.9604914648669973,86
5119,2023-06-30,2023,2,0.9633333333333197,65
5119,2023-12-31,2023,4,0.9579999999999864,70
5119,2024-06-30,2024,2,0.9451602860748705,90
5119,2024-12-31,2024,4,0.9372872416250754,100
5119,2025-06-30,2025,2,0.968020671834611,106
5119,2025-12-31,2025,4,0.9712790270766252,95
519172,2020-06-30,2020,2,0.9701174127920791,54
519172,2020-12-31,2020,4,0.9513333333333199,66
519172,2021-06-30,2021,2,0.9457300358231405,89
519172,2021-12-31,2021,4,0.9496698641087001,82
519172,2022-06-30,2022,2,0.9473333333333197,95
519172,2022-12-31,2022,4,0.9523333333333193,81
519172,2023-06-30,2023,2,0.9396980676328373,92
519172,2023-12-31,2023,4,0.94333333333332,83
519172,2024-06-30,2024,2,0.9386666666666534,62
519172,2024-12-31,2024,4,0.9466666666666529,60
519172,2025-06-30,2025,2,0.939666666666653,64
519172,2025-12-31,2025,4,0.9466666666666531,60
519173,2020-06-30,2020,2,0.9701174127920791,54
519173,2020-12-31,2020,4,0.9513333333333199,66
519173,2021-06-30,2021,2,0.9457300358231405,89
519173,2021-12-31,2021,4,0.9496698641087001,82
519173,2022-06-30,2022,2,0.9473333333333197,95
519173,2022-12-31,2022,4,0.9523333333333193,81
519173,2023-06-30,2023,2,0.9396980676328373,92
519173,2023-12-31,2023,4,0.94333333333332,83
519173,2024-06-30,2024,2,0.9386666666666534,62
519173,2024-12-31,2024,4,0.9466666666666529,60
519173,2025-06-30,2025,2,0.939666666666653,64
519173,2025-12-31,2025,4,0.9466666666666531,60
519770,2020-06-30,2020,2,0.9488272604588255,77
519770,2020-12-31,2020,4,0.9295346672870972,132
519770,2021-06-30,2021,2,0.9378620238678951,140
519770,2021-12-31,2021,4,0.9363333333333194,150
519770,2022-06-30,2022,2,0.9163333333333208,136
519770,2022-12-31,2022,4,0.9302328346758594,132
519770,2023-06-30,2023,2,0.9223333333333205,113
519770,2023-12-31,2023,4,0.9429999999999854,70
519770,2024-06-30,2024,2,0.9329941520467698,79
519770,2024-12-31,2024,4,0.9403943179034896,100
519770,2025-06-30,2025,2,0.953666666666654,83
519770,2025-12-31,2025,4,0.9358803080618818,106
519771,2020-06-30,2020,2,0.9488272604588255,77
519771,2020-12-31,2020,4,0.9295346672870972,132
519771,2021-06-30,2021,2,0.9378620238678951,140
519771,2021-12-31,2021,4,0.9363333333333194,150
519771,2022-06-30,2022,2,0.9163333333333208,136
519771,2022-12-31,2022,4,0.9302328346758594,132
519771,2023-06-30,2023,2,0.9223333333333205,113
519771,2023-12-31,2023,4,0.9429999999999854,70
519771,2024-06-30,2024,2,0.9329941520467698,79
519771,2024-12-31,2024,4,0.9403943179034896,100
519771,2025-06-30,2025,2,0.953666666666654,83
519771,2025-12-31,2025,4,0.9358803080618818,106
519773,2020-06-30,2020,2,0.9616666666666537,93
519773,2020-12-31,2020,4,0.9511100950157146,126
519773,2021-06-30,2021,2,0.9587289002557424,137
519773,2021-12-31,2021,4,0.9561950235373124,150
519773,2022-06-30,2022,2,0.9537510521549076,133
519773,2022-12-31,2022,4,0.9659163005998632,163
519773,2023-06-30,2023,2,0.9766666666666509,152
519773,2023-12-31,2023,4,0.9664596701855923,175
519773,2024-06-30,2024,2,0.9588612836438779,102
519773,2024-12-31,2024,4,0.9536469664988764,84
519773,2025-06-30,2025,2,0.9635581867986077,81
519773,2025-12-31,2025,4,0.9695966850828595,96
5550,2020-06-30,2020,2,0.938707607043877,106
5550,2020-12-31,2020,4,0.9258418079095906,175
5550,2021-06-30,2021,2,0.9186745463434144,213
5550,2021-12-31,2021,4,0.8473390839126709,239
5550,2022-06-30,2022,2,0.8383160066006495,241
5550,2022-12-31,2022,4,0.8108607403199738,239
5550,2023-06-30,2023,2,0.9654025054782955,58
5550,2023-12-31,2023,4,0.9589999999999861,60
5550,2024-06-30,2024,2,0.96233333333332,51
5550,2024-12-31,2024,4,0.9566666666666531,64
5550,2025-06-30,2025,2,0.9673333333333202,52
5550,2025-12-31,2025,4,0.9536666666666539,62
5551,2020-06-30,2020,2,0.938707607043877,106
5551,2020-12-31,2020,4,0.9258418079095906,175
5551,2021-06-30,2021,2,0.9186745463434144,213
5551,2021-12-31,2021,4,0.8473390839126709,239
5551,2022-06-30,2022,2,0.8383160066006495,241
5551,2022-12-31,2022,4,0.8108607403199738,239
5551,2023-06-30,2023,2,0.9654025054782955,58
5551,2023-12-31,2023,4,0.9589999999999861,60
5551,2024-06-30,2024,2,0.96233333333332,51
5551,2024-12-31,2024,4,0.9566666666666531,64
5551,2025-06-30,2025,2,0.9673333333333202,52
5551,2025-12-31,2025,4,0.9536666666666539,62
5775,2020-06-30,2020,2,0.9513932184850834,84
5775,2020-12-31,2020,4,0.9660489378496038,70
5775,2021-06-30,2021,2,0.979877024868796,75
5775,2021-12-31,2021,4,0.9694378170589383,94
5775,2022-06-30,2022,2,0.9602975554931006,101
5775,2022-12-31,2022,4,0.9729999999999847,81
5775,2023-06-30,2023,2,0.9576666666666527,55
5775,2023-12-31,2023,4,0.9589999999999846,56
5775,2024-06-30,2024,2,0.9453333333333196,63
5775,2024-12-31,2024,4,0.9486666666666536,66
5775,2025-06-30,2025,2,0.9616666666666527,56
5775,2025-12-31,2025,4,0.9639999999999855,54
5776,2020-06-30,2020,2,0.9513932184850834,84
5776,2020-12-31,2020,4,0.9660489378496038,70
5776,2021-06-30,2021,2,0.979877024868796,75
5776,2021-12-31,2021,4,0.9694378170589383,94
5776,2022-06-30,2022,2,0.9602975554931006,101
5776,2022-12-31,2022,4,0.9729999999999847,81
5776,2023-06-30,2023,2,0.9576666666666527,55
5776,2023-12-31,2023,4,0.9589999999999846,56
5776,2024-06-30,2024,2,0.9453333333333196,63
5776,2024-12-31,2024,4,0.9486666666666536,66
5776,2025-06-30,2025,2,0.9616666666666527,56
5776,2025-12-31,2025,4,0.9639999999999855,54
5903,2020-06-30,2020,2,0.9760963729293543,55
5903,2020-12-31,2020,4,0.9782816251154072,46
5903,2021-06-30,2021,2,0.9615964154610097,48
5903,2021-12-31,2021,4,0.9341542994910136,118
5903,2022-06-30,2022,2,0.9660706401765873,79
5903,2022-12-31,2022,4,0.9550192728865396,93
5903,2023-06-30,2023,2,0.9617192982455994,145
5903,2023-12-31,2023,4,0.9535056784219826,114
5903,2024-06-30,2024,2,0.9629999999999866,63
5903,2024-12-31,2024,4,0.9619999999999862,65
5903,2025-06-30,2025,2,0.964666666666653,76
5903,2025-12-31,2025,4,0.9733333333333195,52
720001,2020-06-30,2020,2,0.971925003749799,63
720001,2020-12-31,2020,4,0.9626005597055901,86
720001,2021-06-30,2021,2,0.969506641062557,130
720001,2021-12-31,2021,4,0.976891692840883,126
720001,2022-06-30,2022,2,0.98525847743093,79
720001,2022-12-31,2022,4,0.9849304202616044,104
720001,2023-06-30,2023,2,0.9833333333333194,140
720001,2023-12-31,2023,4,0.9849341455383465,158
720001,2024-06-30,2024,2,0.9724669509594753,86
720001,2024-12-31,2024,4,0.9724562262098838,72
720001,2025-06-30,2025,2,0.9716666666666536,80
720001,2025-12-31,2025,4,0.971666666666653,73
7305,2020-06-30,2020,2,0.9268894070619457,101
7305,2020-12-31,2020,4,0.9216835086271952,137
7305,2021-06-30,2021,2,0.9182801871513285,148
7305,2021-12-31,2021,4,0.9426666666666534,148
7305,2022-06-30,2022,2,0.9456706507303994,127
7305,2022-12-31,2022,4,0.9498534476441568,105
7305,2023-06-30,2023,2,0.9531866666666524,119
7305,2023-12-31,2023,4,0.9536666666666523,74
7305,2024-06-30,2024,2,0.9466666666666521,70
7305,2024-12-31,2024,4,0.9399999999999862,69
7305,2025-06-30,2025,2,0.9453333333333196,69
7305,2025-12-31,2025,4,0.9459999999999855,64
740001,2020-06-30,2020,2,0.9479999999999862,70
740001,2020-12-31,2020,4,0.95333333333332,52
740001,2021-06-30,2021,2,0.9473333333333199,54
740001,2021-12-31,2021,4,0.950666666666653,54
740001,2022-06-30,2022,2,0.9729999999999868,53
740001,2022-12-31,2022,4,0.973999999999987,47
740001,2023-06-30,2023,2,0.9653333333333195,56
740001,2023-12-31,2023,4,0.9679999999999855,50
740001,2024-06-30,2024,2,0.9433333333333199,52
740001,2024-12-31,2024,4,0.9519999999999865,52
740001,2025-06-30,2025,2,0.95233333333332,75
740001,2025-12-31,2025,4,0.9596666666666531,54
742,2020-06-30,2020,2,0.9415676855895059,115
742,2020-12-31,2020,4,0.9472434446462529,123
742,2021-06-30,2021,2,0.9407495172661415,170
742,2021-12-31,2021,4,0.9462037721174277,158
742,2022-06-30,2022,2,0.9542695162656167,117
742,2022-12-31,2022,4,0.964933532735113,104
742,2023-06-30,2023,2,0.9693152827918011,102
742,2023-12-31,2023,4,0.9738565920091722,105
742,2024-06-30,2024,2,0.9628477466504115,84
742,2024-12-31,2024,4,0.9662587601078021,81
742,2025-06-30,2025,2,0.9638530492284952,141
742,2025-12-31,2025,4,0.9691366571606375,87
7639,2020-06-30,2020,2,0.974606211696257,70
7639,2020-12-31,2020,4,0.9638297998811031,118
7639,2021-06-30,2021,2,0.9788949294003173,162
7639,2021-12-31,2021,4,0.964963053187156,290
7639,2022-06-30,2022,2,0.9729586902118226,325
7639,2022-12-31,2022,4,0.9724825160355751,371
7639,2023-06-30,2023,2,0.9820234799972308,127
7639,2023-12-31,2023,4,0.9769999999999853,50
7639,2024-06-30,2024,2,0.9793333333333184,47
7639,2024-12-31,2024,4,0.9786666666666519,44
7639,2025-06-30,2025,2,0.9696666666666516,49
7639,2025-12-31,2025,4,0.9746666666666516,46
8185,2020-06-30,2020,2,0.985999999999989,20
8185,2020-12-31,2020,4,0.9763289500719007,79
8185,2021-06-30,2021,2,0.9643720813262767,130
8185,2021-12-31,2021,4,0.9739082969432165,138
8185,2022-06-30,2022,2,0.9732087416394302,142
8185,2022-12-31,2022,4,0.9733966988685198,131
8185,2023-06-30,2023,2,0.976364094610301,182
8185,2023-12-31,2023,4,0.9771512367237866,179
8185,2024-06-30,2024,2,0.9792420729996202,137
8185,2024-12-31,2024,4,0.9779385250620858,103
8185,2025-06-30,2025,2,0.9729999999999859,62
8185,2025-12-31,2025,4,0.977933523898144,76
823,2020-06-30,2020,2,0.9571843393148314,74
823,2020-12-31,2020,4,0.9536478598877114,104
823,2021-06-30,2021,2,0.9568813413400354,107
823,2021-12-31,2021,4,0.952666666666653,107
823,2022-06-30,2022,2,0.95533333333332,59
823,2022-12-31,2022,4,0.9527809997238201,71
823,2023-06-30,2023,2,0.9566666666666529,58
823,2023-12-31,2023,4,0.947666666666654,79
823,2024-06-30,2024,2,0.9529999999999851,55
823,2024-12-31,2024,4,0.9606666666666516,54
823,2025-06-30,2025,2,0.9559999999999859,68
823,2025-12-31,2025,4,0.955439411155707,82
845,2020-06-30,2020,2,0.9650435342606776,72
845,2020-12-31,2020,4,0.9659061297287023,69
845,2021-06-30,2021,2,0.9533333333333192,67
845,2021-12-31,2021,4,0.9553333333333188,63
845,2022-06-30,2022,2,0.9719999999999867,62
845,2022-12-31,2022,4,0.970333333333319,63
845,2023-06-30,2023,2,0.9543333333333198,69
845,2023-12-31,2023,4,0.971999999999986,62
845,2024-06-30,2024,2,0.9749999999999863,51
845,2024-12-31,2024,4,0.9669999999999861,72
845,2025-06-30,2025,2,0.9599999999999865,67
845,2025-12-31,2025,4,0.9569999999999865,55
8528,2020-06-30,2020,2,0.971346538615432,64
8528,2020-12-31,2020,4,0.9666933848992552,92
8528,2021-06-30,2021,2,0.9617002683020177,131
8528,2021-12-31,2021,4,0.9532095094085878,228
8528,2022-06-30,2022,2,0.9617600262984741,210
8528,2022-12-31,2022,4,0.9740548757878985,115
8528,2023-06-30,2023,2,0.9588392521932202,156
8528,2023-12-31,2023,4,0.9595509015352905,143
8528,2024-06-30,2024,2,0.9499398279078023,75
8528,2024-12-31,2024,4,0.9430364627384502,104
8528,2025-06-30,2025,2,0.9665022512032161,101
8528,2025-12-31,2025,4,0.9656430558382391,104
8555,2020-06-30,2020,2,0.9786666666666531,20
8555,2020-12-31,2020,4,0.9680620309679729,202
8555,2021-06-30,2021,2,0.9516302706893666,217
8555,2021-12-31,2021,4,0.9651989185013375,283
8555,2022-06-30,2022,2,0.9583822121082698,294
8555,2022-12-31,2022,4,0.9543333333333198,64
8555,2023-06-30,2023,2,0.9678328458002373,94
8555,2023-12-31,2023,4,0.9623333333333205,93
8555,2024-06-30,2024,2,0.9483339163265736,101
8555,2024-12-31,2024,4,0.9513333333333196,70
8555,2025-06-30,2025,2,0.9599999999999868,72
8555,2025-12-31,2025,4,0.9616666666666532,59
8734,2020-06-30,2020,2,0.9621778606965036,93
8734,2020-12-31,2020,4,0.9499921894683667,126
8734,2021-06-30,2021,2,0.9573325393044175,137
8734,2021-12-31,2021,4,0.9547014458772823,128
8734,2022-06-30,2022,2,0.9519713717434416,118
8734,2022-12-31,2022,4,0.942765364518524,166
8734,2023-06-30,2023,2,0.9512441632775896,198
8734,2023-12-31,2023,4,0.951779160186611,226
8734,2024-06-30,2024,2,0.9413417935702052,194
8734,2024-12-31,2024,4,0.9536524761077186,93
8734,2025-06-30,2025,2,0.9628547269198644,86
8734,2025-12-31,2025,4,0.9691628448839117,93
8988,2020-06-30,2020,2,0.9668015267175436,72
8988,2020-12-31,2020,4,0.9677677076954335,182
8988,2021-06-30,2021,2,0.9551492124623374,383
8988,2021-12-31,2021,4,0.9503006040933926,523
8988,2022-06-30,2022,2,0.9619999999999853,126
8988,2022-12-31,2022,4,0.9640525580931334,161
8988,2023-06-30,2023,2,0.9624030231127387,162
8988,2023-12-31,2023,4,0.9631747290510054,191
8988,2024-06-30,2024,2,0.966937405044046,94
8988,2024-12-31,2024,4,0.9668861112692765,67
8988,2025-06-30,2025,2,0.9708879175072711,67
8988,2025-12-31,2025,4,0.9615617843970001,111
8989,2020-06-30,2020,2,0.9668015267175436,72
8989,2020-12-31,2020,4,0.9677677076954335,182
8989,2021-06-30,2021,2,0.9551492124623374,383
8989,2021-12-31,2021,4,0.9503006040933926,523
8989,2022-06-30,2022,2,0.9619999999999853,126
8989,2022-12-31,2022,4,0.9640525580931334,161
8989,2023-06-30,2023,2,0.9624030231127387,162
8989,2023-12-31,2023,4,0.9631747290510054,191
8989,2024-06-30,2024,2,0.966937405044046,94
8989,2024-12-31,2024,4,0.9668861112692765,67
8989,2025-06-30,2025,2,0.9708879175072711,67
8989,2025-12-31,2025,4,0.9615617843970001,111
9049,2020-06-30,2020,2,0.9679999999999863,59
9049,2020-12-31,2020,4,0.9674586090280702,131
9049,2021-06-30,2021,2,0.9632048920722955,140
