fund_code,report_date,year,quarter,AS_new,num_holdings
1437,2021-06-30,2021,2,0.9734357080576364,107
1437,2021-12-31,2021,4,0.973928356498051,117
1437,2022-06-30,2022,2,0.9616666666666528,97
1437,2022-12-31,2022,4,0.964310499030419,67
1437,2023-06-30,2023,2,0.9789101608121328,126
1437,2023-12-31,2023,4,0.9763333333333197,130
1437,2024-06-30,2024,2,0.966999999999986,77
1437,2024-12-31,2024,4,0.9619419886297578,75
1437,2025-06-30,2025,2,0.9763333333333198,84
1437,2025-12-31,2025,4,0.9589505407508656,126
1438,2020-06-30,2020,2,0.9800372833887482,61
1438,2020-12-31,2020,4,0.9785501967110889,97
1438,2021-06-30,2021,2,0.9734357080576364,107
1438,2021-12-31,2021,4,0.973928356498051,117
1438,2022-06-30,2022,2,0.9616666666666528,97
1438,2022-12-31,2022,4,0.964310499030419,67
1438,2023-06-30,2023,2,0.9789101608121328,126
1438,2023-12-31,2023,4,0.9763333333333197,130
1438,2024-06-30,2024,2,0.966999999999986,77
1438,2024-12-31,2024,4,0.9619419886297578,75
1438,2025-06-30,2025,2,0.9763333333333198,84
1438,2025-12-31,2025,4,0.9589505407508656,126
14497,2021-06-30,2021,2,0.9929999999999845,10
14497,2021-12-31,2021,4,0.985349172751952,108
14497,2022-06-30,2022,2,0.9732087416394302,142
14497,2022-12-31,2022,4,0.9733966988685198,131
14497,2023-06-30,2023,2,0.976364094610301,182
14497,2023-12-31,2023,4,0.9771512367237866,179
14497,2024-06-30,2024,2,0.9792420729996202,137
14497,2024-12-31,2024,4,0.9779385250620858,103
14497,2025-06-30,2025,2,0.9729999999999859,62
14497,2025-12-31,2025,4,0.977933523898144,76
14549,2021-06-30,2021,2,0.9879999999999877,10
14549,2021-12-31,2021,4,0.9585880693268715,120
14549,2022-06-30,2022,2,0.9537510521549076,133
14549,2022-12-31,2022,4,0.9659163005998632,163
14549,2023-06-30,2023,2,0.9766666666666509,152
14549,2023-12-31,2023,4,0.9664596701855923,175
14549,2024-06-30,2024,2,0.9588612836438779,102
14549,2024-12-31,2024,4,0.9536469664988764,84
14549,2025-06-30,2025,2,0.9635581867986077,81
14549,2025-12-31,2025,4,0.9695966850828595,96
14611,2022-06-30,2022,2,0.9559999999999866,92
14611,2022-12-31,2022,4,0.968333333333319,83
14611,2023-06-30,2023,2,0.9510628930817473,80
14611,2023-12-31,2023,4,0.9513072130361719,88
14611,2024-06-30,2024,2,0.9504099272571541,72
14611,2024-12-31,2024,4,0.9492829662599311,74
14611,2025-06-30,2025,2,0.9592603194685931,83
14611,2025-12-31,2025,4,0.9672153010701031,60
14612,2022-06-30,2022,2,0.9559999999999866,92
14612,2022-12-31,2022,4,0.968333333333319,83
14612,2023-06-30,2023,2,0.9510628930817473,80
14612,2023-12-31,2023,4,0.9513072130361719,88
14612,2024-06-30,2024,2,0.9504099272571541,72
14612,2024-12-31,2024,4,0.9492829662599311,74
14612,2025-06-30,2025,2,0.9592603194685931,83
14612,2025-12-31,2025,4,0.9672153010701031,60
1480,2020-06-30,2020,2,0.9650656852904961,69
1480,2020-12-31,2020,4,0.9575503334884308,87
1480,2021-06-30,2021,2,0.9699501915708681,133
1480,2021-12-31,2021,4,0.9753333333333195,128
1480,2022-06-30,2022,2,0.9825180340863898,85
1480,2022-12-31,2022,4,0.9833333333333177,112
1480,2023-06-30,2023,2,0.983825469777169,141
1480,2023-12-31,2023,4,0.9856666666666528,159
1480,2024-06-30,2024,2,0.9686666666666539,88
1480,2024-12-31,2024,4,0.9703333333333205,72
1480,2025-06-30,2025,2,0.9699999999999867,83
1480,2025-12-31,2025,4,0.9736666666666535,74
14833,2022-06-30,2022,2,0.9704213229434028,181
14833,2022-12-31,2022,4,0.970843985132793,96
14833,2023-06-30,2023,2,0.9597707443753463,127
14833,2023-12-31,2023,4,0.9601161849242842,135
14833,2024-06-30,2024,2,0.9420052576235418,160
14833,2024-12-31,2024,4,0.925749317926485,169
14833,2025-06-30,2025,2,0.911502197968762,187
14833,2025-12-31,2025,4,0.9218122956180383,209
14975,2022-06-30,2022,2,0.9467114845938247,120
14975,2022-12-31,2022,4,0.9475822987279937,184
14975,2023-06-30,2023,2,0.9469841283147356,218
14975,2023-12-31,2023,4,0.9437833908586838,220
14975,2024-06-30,2024,2,0.9390818050461129,161
14975,2024-12-31,2024,4,0.9386635041113085,158
14975,2025-06-30,2025,2,0.9426291145108814,109
14975,2025-12-31,2025,4,0.9458327479511489,104
14989,2022-06-30,2022,2,0.9542695162656167,117
14989,2022-12-31,2022,4,0.964933532735113,104
14989,2023-06-30,2023,2,0.9693152827918011,102
14989,2023-12-31,2023,4,0.9738565920091722,105
14989,2024-06-30,2024,2,0.9628477466504115,84
14989,2024-12-31,2024,4,0.9662587601078021,81
14989,2025-06-30,2025,2,0.9638530492284952,141
14989,2025-12-31,2025,4,0.9691366571606375,87
15389,2022-06-30,2022,2,0.9855312845832831,129
15389,2022-12-31,2022,4,0.9865183727033968,131
15389,2023-06-30,2023,2,0.9710335697731445,150
15389,2023-12-31,2023,4,0.970266083837691,195
15389,2024-06-30,2024,2,0.9733333333333192,81
15389,2024-12-31,2024,4,0.9719441228679334,88
15389,2025-06-30,2025,2,0.9711737164139262,92
15389,2025-12-31,2025,4,0.9712585446114583,92
15491,2022-06-30,2022,2,0.934734621133712,163
15491,2022-12-31,2022,4,0.9462547972459876,157
15491,2023-06-30,2023,2,0.9445280648094432,178
15491,2023-12-31,2023,4,0.9217310972143143,256
15491,2024-06-30,2024,2,0.9342626569604312,108
15491,2024-12-31,2024,4,0.934941720960621,104
15491,2025-06-30,2025,2,0.949237124924757,117
15491,2025-12-31,2025,4,0.9480760689817965,122
15576,2022-06-30,2022,2,0.9692805180270071,69
15576,2022-12-31,2022,4,0.9580624788922529,83
15576,2023-06-30,2023,2,0.9617192982455994,145
15576,2023-12-31,2023,4,0.9535056784219826,114
15576,2024-06-30,2024,2,0.9629999999999866,63
15576,2024-12-31,2024,4,0.9619999999999862,65
15576,2025-06-30,2025,2,0.964666666666653,76
15576,2025-12-31,2025,4,0.9733333333333195,52
15585,2022-06-30,2022,2,0.9547709748835652,102
15585,2022-12-31,2022,4,0.9691916501369456,97
15585,2023-06-30,2023,2,0.9690114794549782,85
15585,2023-12-31,2023,4,0.9756708019494743,85
15585,2024-06-30,2024,2,0.962771915152422,76
15585,2024-12-31,2024,4,0.9661301438608085,79
15585,2025-06-30,2025,2,0.9673027646662037,130
15585,2025-12-31,2025,4,0.9682404138016337,79
15967,2022-06-30,2022,2,0.9806666666666508,20
15967,2022-12-31,2022,4,0.9749999999999858,43
15967,2023-06-30,2023,2,0.9769999999999854,49
15967,2023-12-31,2023,4,0.9766666666666527,52
15967,2024-06-30,2024,2,0.9859999999999856,47
15967,2024-12-31,2024,4,0.9869999999999861,61
15967,2025-06-30,2025,2,0.9849999999999859,81
15967,2025-12-31,2025,4,0.9849999999999853,69
160220,2020-06-30,2020,2,0.9303006993006864,96
160220,2020-12-31,2020,4,0.9362615101289002,112
160220,2021-06-30,2021,2,0.9372514970059742,157
160220,2021-12-31,2021,4,0.9489999999999867,157
160220,2022-06-30,2022,2,0.937333333333321,114
160220,2022-12-31,2022,4,0.9538651685393121,103
160220,2023-06-30,2023,2,0.9608635653323572,110
160220,2023-12-31,2023,4,0.9576666666666525,68
160220,2024-06-30,2024,2,0.9499999999999859,72
160220,2024-12-31,2024,4,0.9412455677102846,75
160220,2025-06-30,2025,2,0.9396666666666535,92
160220,2025-12-31,2025,4,0.9397533990592046,81
160226,2020-06-30,2020,2,0.9303006993006864,96
160226,2020-12-31,2020,4,0.9362615101289002,112
160226,2021-06-30,2021,2,0.9372514970059742,157
160226,2021-12-31,2021,4,0.9489999999999867,157
160226,2022-06-30,2022,2,0.937333333333321,114
160226,2022-12-31,2022,4,0.9538651685393121,103
160226,2023-06-30,2023,2,0.9608635653323572,110
160226,2023-12-31,2023,4,0.9576666666666525,68
160226,2024-06-30,2024,2,0.9499999999999859,72
160226,2024-12-31,2024,4,0.9412455677102846,75
160226,2025-06-30,2025,2,0.9396666666666535,92
160226,2025-12-31,2025,4,0.9397533990592046,81
16262,2022-06-30,2022,2,0.9879999999999861,20
16262,2022-12-31,2022,4,0.9636666666666533,66
16262,2023-06-30,2023,2,0.9633333333333197,65
16262,2023-12-31,2023,4,0.9579999999999864,70
16262,2024-06-30,2024,2,0.9451602860748705,90
16262,2024-12-31,2024,4,0.9372872416250754,100
16262,2025-06-30,2025,2,0.968020671834611,106
16262,2025-12-31,2025,4,0.9712790270766252,95
16263,2022-06-30,2022,2,0.9816666666666548,20
16263,2022-12-31,2022,4,0.9674667822068035,51
16263,2023-06-30,2023,2,0.9566666666666529,58
16263,2023-12-31,2023,4,0.947666666666654,79
16263,2024-06-30,2024,2,0.9529999999999851,55
16263,2024-12-31,2024,4,0.9606666666666516,54
16263,2025-06-30,2025,2,0.9559999999999859,68
16263,2025-12-31,2025,4,0.955439411155707,82
16370,2022-06-30,2022,2,0.9939999999999836,10
16370,2022-12-31,2022,4,0.9913333333333169,17
16370,2023-06-30,2023,2,0.9603333333333194,58
16370,2023-12-31,2023,4,0.9706666666666521,59
16370,2024-06-30,2024,2,0.9686423187035305,52
16370,2024-12-31,2024,4,0.9719999999999864,48
16370,2025-06-30,2025,2,0.9796666666666535,48
16370,2025-12-31,2025,4,0.9767364780288423,88
16371,2022-06-30,2022,2,0.9939999999999836,10
16371,2022-12-31,2022,4,0.9913333333333169,17
16371,2023-06-30,2023,2,0.9603333333333194,58
16371,2023-12-31,2023,4,0.9706666666666521,59
16371,2024-06-30,2024,2,0.9686423187035305,52
16371,2024-12-31,2024,4,0.9719999999999864,48
16371,2025-06-30,2025,2,0.9796666666666535,48
16371,2025-12-31,2025,4,0.9767364780288423,88
16461,2022-06-30,2022,2,0.9849999999999853,20
16461,2022-12-31,2022,4,0.973333333333319,40
16461,2023-06-30,2023,2,0.9529999999999856,69
16461,2023-12-31,2023,4,0.9559999999999856,61
16461,2024-06-30,2024,2,0.9629999999999846,55
16461,2024-12-31,2024,4,0.9629999999999846,58
16461,2025-06-30,2025,2,0.9723333333333195,54
16461,2025-12-31,2025,4,0.9759999999999855,51
16500,2022-06-30,2022,2,0.9956666666666549,10
16500,2022-12-31,2022,4,0.9936666666666529,19
16500,2023-06-30,2023,2,0.9762547108001003,131
16500,2023-12-31,2023,4,0.9777862334330761,140
16500,2024-06-30,2024,2,0.9745906730501165,78
16500,2024-12-31,2024,4,0.9717694258704036,77
16500,2025-06-30,2025,2,0.9699999999999861,93
16500,2025-12-31,2025,4,0.9783983169705319,76
16501,2022-06-30,2022,2,0.9956666666666549,10
16501,2022-12-31,2022,4,0.9936666666666529,19
16501,2023-06-30,2023,2,0.9762547108001003,131
16501,2023-12-31,2023,4,0.9777862334330761,140
16501,2024-06-30,2024,2,0.9745906730501165,78
16501,2024-12-31,2024,4,0.9717694258704036,77
16501,2025-06-30,2025,2,0.9699999999999861,93
16501,2025-12-31,2025,4,0.9783983169705319,76
16579,2022-06-30,2022,2,0.9876666666666526,20
16579,2022-12-31,2022,4,0.9859999999999864,27
16579,2023-06-30,2023,2,0.9653333333333195,56
16579,2023-12-31,2023,4,0.9679999999999855,50
16579,2024-06-30,2024,2,0.9433333333333199,52
16579,2024-12-31,2024,4,0.9519999999999865,52
16579,2025-06-30,2025,2,0.95233333333332,75
16579,2025-12-31,2025,4,0.9596666666666531,54
16721,2024-06-30,2024,2,0.9913333333333162,10
16721,2024-12-31,2024,4,0.990333333333318,17
16721,2025-06-30,2025,2,0.988333333333318,46
16721,2025-12-31,2025,4,0.9873333333333182,45
16772,2023-06-30,2023,2,0.9543333333333194,73
16772,2023-12-31,2023,4,0.948333333333319,80
16772,2024-06-30,2024,2,0.941666666666653,82
16772,2024-12-31,2024,4,0.9413333333333201,82
16772,2025-06-30,2025,2,0.9728761792672994,70
16772,2025-12-31,2025,4,0.9653333333333203,60
16773,2023-06-30,2023,2,0.9543333333333194,73
16773,2023-12-31,2023,4,0.948333333333319,80
16773,2024-06-30,2024,2,0.941666666666653,82
16773,2024-12-31,2024,4,0.9413333333333201,82
16773,2025-06-30,2025,2,0.9728761792672994,70
16773,2025-12-31,2025,4,0.9653333333333203,60
16780,2022-06-30,2022,2,0.9909999999999868,10
16780,2022-12-31,2022,4,0.9672397660818581,106
16780,2023-06-30,2023,2,0.9692831137419511,142
16780,2023-12-31,2023,4,0.9678565397132419,186
16780,2024-06-30,2024,2,0.9658034398034269,103
16780,2024-12-31,2024,4,0.9559999999999869,66
16780,2025-12-31,2025,4,0.9584050919870825,90
168401,2020-06-30,2020,2,0.931999999999987,86
168401,2020-12-31,2020,4,0.9636666666666527,59
168401,2021-06-30,2021,2,0.9603350833563459,61
168401,2021-12-31,2021,4,0.9526666666666534,80
168401,2022-06-30,2022,2,0.9783333333333194,82
168401,2022-12-31,2022,4,0.9863333333333193,55
168401,2023-06-30,2023,2,0.9749999999999862,63
168401,2023-12-31,2023,4,0.9776666666666534,61
168401,2024-06-30,2024,2,0.9546666666666533,64
168401,2024-12-31,2024,4,0.954666666666653,69
168401,2025-06-30,2025,2,0.971666666666653,67
168401,2025-12-31,2025,4,0.9699999999999853,53
17102,2023-06-30,2023,2,0.9626666666666527,48
17102,2023-12-31,2023,4,0.9673333333333194,43
17102,2024-06-30,2024,2,0.9663333333333206,51
17102,2024-12-31,2024,4,0.9623333333333204,69
17102,2025-06-30,2025,2,0.9613333333333202,80
17102,2025-12-31,2025,4,0.9626666666666535,75
17103,2023-06-30,2023,2,0.9626666666666527,48
17103,2023-12-31,2023,4,0.9673333333333194,43
17103,2024-06-30,2024,2,0.9663333333333206,51
17103,2024-12-31,2024,4,0.9623333333333204,69
17103,2025-06-30,2025,2,0.9613333333333202,80
17103,2025-12-31,2025,4,0.9626666666666535,75
1715,2020-06-30,2020,2,0.9569216607912111,69
1715,2020-12-31,2020,4,0.9585060334485793,101
1715,2021-06-30,2021,2,0.9752327611009747,118
1715,2021-12-31,2021,4,0.97249153531814,186
1715,2022-06-30,2022,2,0.9836666666666494,165
1715,2022-12-31,2022,4,0.9843079710144754,152
1715,2023-06-30,2023,2,0.9573333333333187,66
1715,2023-12-31,2023,4,0.956666666666652,59
1715,2024-06-30,2024,2,0.9713333333333196,59
1715,2024-12-31,2024,4,0.9663333333333196,59
1715,2025-06-30,2025,2,0.9659999999999864,64
1715,2025-12-31,2025,4,0.9616666666666533,69
17234,2025-06-30,2025,2,0.9786666666666526,43
17234,2025-12-31,2025,4,0.9620385526599049,73
1753,2020-06-30,2020,2,0.9657269664813747,67
1753,2020-12-31,2020,4,0.9567211364884882,102
1753,2021-06-30,2021,2,0.9653159175693612,192
1753,2021-12-31,2021,4,0.9627413146536342,286
1753,2022-06-30,2022,2,0.9604391461682801,402
1753,2022-12-31,2022,4,0.9714307810422492,115
1753,2023-06-30,2023,2,0.9719999999999862,64
1753,2023-12-31,2023,4,0.9769999999999857,59
1753,2024-06-30,2024,2,0.9626666666666535,52
1753,2024-12-31,2024,4,0.9572785428698225,67
1753,2025-06-30,2025,2,0.9686666666666527,62
1753,2025-12-31,2025,4,0.967333333333319,63
1759,2020-06-30,2020,2,0.9600834097158429,95
1759,2020-12-31,2020,4,0.9667940824354232,105
1759,2021-06-30,2021,2,0.9735440931780219,130
1759,2021-12-31,2021,4,0.9703333333333196,143
1759,2022-06-30,2022,2,0.9836666666666523,110
1759,2022-12-31,2022,4,0.9812473192270063,158
1759,2023-06-30,2023,2,0.9776463385919332,244
1759,2023-12-31,2023,4,0.9806895374107283,206
1759,2024-06-30,2024,2,0.9698810084993796,82
1759,2024-12-31,2024,4,0.9710729166666529,77
1759,2025-06-30,2025,2,0.9636216707021655,94
1759,2025-12-31,2025,4,0.956832151977266,109
17612,2023-06-30,2023,2,0.9676054174246886,138
17612,2023-12-31,2023,4,0.9699590026655208,90
17612,2024-06-30,2024,2,0.9633333333333196,52
17612,2024-12-31,2024,4,0.962333333333319,65
17612,2025-06-30,2025,2,0.9619999999999862,78
17612,2025-12-31,2025,4,0.9689999999999866,55
17732,2023-06-30,2023,2,0.9804025774515526,267
17732,2023-12-31,2023,4,0.9723507898723082,354
17732,2024-06-30,2024,2,0.9602702139746119,87
17732,2024-12-31,2024,4,0.9690947410279206,80
17732,2025-06-30,2025,2,0.9773333333333201,76
17732,2025-12-31,2025,4,0.9726666666666535,65
17811,2023-06-30,2023,2,0.9883333333333167,95
17811,2023-12-31,2023,4,0.9883333333333167,62
17811,2024-06-30,2024,2,0.9881183951280514,48
17811,2024-12-31,2024,4,0.988117187218544,49
17811,2025-06-30,2025,2,0.98746351786015,57
17811,2025-12-31,2025,4,0.9826906625438687,85
17876,2023-06-30,2023,2,0.9844560129136252,55
17876,2023-12-31,2023,4,0.9808934304599879,69
17876,2024-06-30,2024,2,0.9622830665059815,133
17876,2024-12-31,2024,4,0.954345790864463,153
17876,2025-06-30,2025,2,0.9447986329774843,162
17876,2025-12-31,2025,4,0.950121654501202,202
17927,2023-06-30,2023,2,0.9448367911479802,106
17927,2023-12-31,2023,4,0.9313333333333198,107
17927,2024-06-30,2024,2,0.9344126078016007,94
17927,2024-12-31,2024,4,0.9373333333333196,80
17927,2025-06-30,2025,2,0.9536666666666531,99
17927,2025-12-31,2025,4,0.9529999999999861,82
18291,2023-06-30,2023,2,0.951666666666653,51
18291,2023-12-31,2023,4,0.9553333333333197,65
18291,2024-06-30,2024,2,0.9229999999999864,75
18291,2024-12-31,2024,4,0.9243333333333192,86
18291,2025-06-30,2025,2,0.9416666666666538,88
18291,2025-12-31,2025,4,0.9616666666666527,57
18325,2023-06-30,2023,2,0.9909999999999871,20
18325,2023-12-31,2023,4,0.9846666666666536,38
18325,2024-06-30,2024,2,0.9703177138800011,66
18325,2024-12-31,2024,4,0.9699999999999868,53
18325,2025-06-30,2025,2,0.9622726500394309,58
18325,2025-12-31,2025,4,0.9669999999999866,57
18326,2023-06-30,2023,2,0.9909999999999871,20
18326,2023-12-31,2023,4,0.9846666666666536,38
18326,2024-06-30,2024,2,0.9703177138800011,66
18326,2024-12-31,2024,4,0.9699999999999868,53
18326,2025-06-30,2025,2,0.9622726500394309,58
18326,2025-12-31,2025,4,0.9669999999999866,57
18358,2023-06-30,2023,2,0.9913333333333201,20
18358,2023-12-31,2023,4,0.9806666666666526,66
18358,2024-06-30,2024,2,0.9536521255131015,87
18358,2024-12-31,2024,4,0.9523333333333199,74
18358,2025-06-30,2025,2,0.9673215117223313,76
18358,2025-12-31,2025,4,0.9637205923442163,65
18359,2023-06-30,2023,2,0.9913333333333201,20
18359,2023-12-31,2023,4,0.9806666666666526,66
18359,2024-06-30,2024,2,0.9536521255131015,87
18359,2024-12-31,2024,4,0.9523333333333199,74
18359,2025-06-30,2025,2,0.9673215117223313,76
18359,2025-12-31,2025,4,0.9637205923442163,65
1856,2020-06-30,2020,2,0.9696623652529562,68
1856,2020-12-31,2020,4,0.9714512577487232,145
1856,2021-06-30,2021,2,0.964189635664164,134
1856,2021-12-31,2021,4,0.9659966050209817,141
1856,2022-06-30,2022,2,0.9714184202500654,108
1856,2022-12-31,2022,4,0.9672170205508545,139
1856,2023-06-30,2023,2,0.9717786548264972,145
1856,2023-12-31,2023,4,0.970335246293627,150
1856,2024-06-30,2024,2,0.9568275910071561,108
1856,2024-12-31,2024,4,0.962424405218713,101
1856,2025-06-30,2025,2,0.9453221476509936,110
1856,2025-12-31,2025,4,0.942269201992334,129
18956,2023-06-30,2023,2,0.9876666666666529,20
18956,2023-12-31,2023,4,0.9866666666666524,24
18956,2024-06-30,2024,2,0.9796666666666521,52
18956,2024-12-31,2024,4,0.9793277984863745,80
18956,2025-06-30,2025,2,0.9736666666666527,86
18956,2025-12-31,2025,4,0.9736666666666525,93
18957,2023-06-30,2023,2,0.9876666666666529,20
18957,2023-12-31,2023,4,0.9866666666666524,24
18957,2024-06-30,2024,2,0.9796666666666521,52
18957,2024-12-31,2024,4,0.9793277984863745,80
18957,2025-06-30,2025,2,0.9736666666666527,86
18957,2025-12-31,2025,4,0.9736666666666525,93
19018,2023-06-30,2023,2,0.9889999999999877,10
19018,2023-12-31,2023,4,0.908823830807794,213
19018,2024-06-30,2024,2,0.924626661323703,136
19018,2024-12-31,2024,4,0.8974840871021655,171
19018,2025-06-30,2025,2,0.9141982281284486,175
19018,2025-12-31,2025,4,0.9123861770413377,173
19032,2023-06-30,2023,2,0.9929999999999832,10
19032,2023-12-31,2023,4,0.9742444046553109,120
19032,2024-06-30,2024,2,0.9568275910071561,108
19032,2024-12-31,2024,4,0.962424405218713,101
19032,2025-06-30,2025,2,0.9453221476509936,110
19032,2025-12-31,2025,4,0.942269201992334,129
19034,2023-06-30,2023,2,0.9919999999999846,10
19034,2023-12-31,2023,4,0.962798217560004,131
19034,2024-06-30,2024,2,0.9557387548999928,109
19034,2024-12-31,2024,4,0.9576666666666535,112
19034,2025-06-30,2025,2,0.9526666666666538,115
19034,2025-12-31,2025,4,0.9472708528584689,132
19426,2024-06-30,2024,2,0.9833333333333193,10
19426,2024-12-31,2024,4,0.974666666666653,21
19426,2025-06-30,2025,2,0.9759999999999862,64
19426,2025-12-31,2025,4,0.9789999999999867,47
19427,2024-06-30,2024,2,0.9833333333333193,10
19427,2024-12-31,2024,4,0.974666666666653,21
19427,2025-06-30,2025,2,0.9759999999999862,64
19427,2025-12-31,2025,4,0.9789999999999867,47
19571,2023-06-30,2023,2,0.9846666666666527,20
19571,2023-12-31,2023,4,0.9826437914574283,155
19571,2024-06-30,2024,2,0.9869999999999853,68
19571,2024-12-31,2024,4,0.9854397310708997,102
19571,2025-06-30,2025,2,0.9801240875912248,141
19571,2025-12-31,2025,4,0.9801847885278475,181
19829,2024-06-30,2024,2,0.9549999999999859,56
19829,2024-12-31,2024,4,0.9559999999999861,43
19829,2025-06-30,2025,2,0.9589999999999872,57
19829,2025-12-31,2025,4,0.9679999999999863,50
19830,2024-06-30,2024,2,0.9549999999999859,56
19830,2024-12-31,2024,4,0.9559999999999861,43
19830,2025-06-30,2025,2,0.9589999999999872,57
19830,2025-12-31,2025,4,0.9679999999999863,50
19925,2023-06-30,2023,2,0.9963333333333203,10
19925,2023-12-31,2023,4,0.978224932249309,90
19925,2024-06-30,2024,2,0.9798525073746167,72
19925,2024-12-31,2024,4,0.9774403199034111,77
19925,2025-06-30,2025,2,0.9556666666666536,95
19925,2025-12-31,2025,4,0.9703333333333202,73
1998,2020-06-30,2020,2,0.9569216607912111,69
1998,2020-12-31,2020,4,0.9585060334485793,101
1998,2021-06-30,2021,2,0.9752327611009747,118
1998,2021-12-31,2021,4,0.97249153531814,186
1998,2022-06-30,2022,2,0.9836666666666494,165
1998,2022-12-31,2022,4,0.9843079710144754,152
1998,2023-06-30,2023,2,0.9573333333333187,66
1998,2023-12-31,2023,4,0.956666666666652,59
1998,2024-06-30,2024,2,0.9713333333333196,59
1998,2024-12-31,2024,4,0.9663333333333196,59
1998,2025-06-30,2025,2,0.9659999999999864,64
1998,2025-12-31,2025,4,0.9616666666666533,69
20469,2024-06-30,2024,2,0.9779999999999845,49
20469,2024-12-31,2024,4,0.9823333333333178,40
20469,2025-06-30,2025,2,0.9783333333333178,46
20469,2025-12-31,2025,4,0.978333333333318,65
20470,2024-06-30,2024,2,0.9779999999999845,49
20470,2024-12-31,2024,4,0.9823333333333178,40
20470,2025-06-30,2025,2,0.9783333333333178,46
20470,2025-12-31,2025,4,0.978333333333318,65
2051,2020-06-30,2020,2,0.9608831532612915,43
2051,2020-12-31,2020,4,0.683850648852023,348
2051,2021-06-30,2021,2,0.9638224326723728,81
2051,2021-12-31,2021,4,0.960991252504505,176
2051,2022-06-30,2022,2,0.9848493750805175,260
2051,2022-12-31,2022,4,0.9755191568398608,400
2051,2023-06-30,2023,2,0.9754538453194372,370
2051,2023-12-31,2023,4,0.9781553865490592,313
2051,2024-06-30,2024,2,0.978159752357796,311
2051,2024-12-31,2024,4,0.9742983032293253,343
2051,2025-06-30,2025,2,0.9781396616002186,355
2051,2025-12-31,2025,4,0.9797758726956788,385
2112,2020-06-30,2020,2,0.924197753710375,87
2112,2020-12-31,2020,4,0.9240476742687656,144
2112,2021-06-30,2021,2,0.931801318549582,128
2112,2021-12-31,2021,4,0.9503178717598775,97
2112,2022-06-30,2022,2,0.9582553302131946,89
2112,2022-12-31,2022,4,0.9655793724759109,89
2112,2023-06-30,2023,2,0.9809999999999864,65
2112,2023-12-31,2023,4,0.978666666666653,58
2112,2024-06-30,2024,2,0.9766666666666532,46
2112,2024-12-31,2024,4,0.9739999999999864,53
2112,2025-06-30,2025,2,0.9693333333333206,49
2112,2025-12-31,2025,4,0.9709999999999872,50
21179,2024-06-30,2024,2,0.9939999999999828,10
21179,2024-12-31,2024,4,0.9903333333333166,16
21179,2025-06-30,2025,2,0.9757676297411884,74
21179,2025-12-31,2025,4,0.9709025641025495,67
21180,2024-06-30,2024,2,0.9939999999999828,10
21180,2024-12-31,2024,4,0.9903333333333166,16
21180,2025-06-30,2025,2,0.9757676297411884,74
21180,2025-12-31,2025,4,0.9709025641025495,67
2125,2020-06-30,2020,2,0.9461863419798702,89
2125,2020-12-31,2020,4,0.9489139562897814,77
2125,2021-06-30,2021,2,0.9509999999999856,70
2125,2021-12-31,2021,4,0.9439999999999861,78
2125,2022-06-30,2022,2,0.9573333333333203,62
2125,2022-12-31,2022,4,0.9583333333333197,62
2125,2023-06-30,2023,2,0.9436666666666532,61
2125,2023-12-31,2023,4,0.9479999999999866,75
2125,2024-06-30,2024,2,0.9229999999999864,75
2125,2024-12-31,2024,4,0.9243333333333192,86
2125,2025-06-30,2025,2,0.9416666666666538,88
2125,2025-12-31,2025,4,0.9616666666666527,57
21382,2024-06-30,2024,2,0.9786666666666525,20
21382,2024-12-31,2024,4,0.9613870124842601,40
21382,2025-06-30,2025,2,0.9478985191823367,81
21382,2025-12-31,2025,4,0.9469999999999874,87
21383,2024-06-30,2024,2,0.9786666666666525,20
21383,2024-12-31,2024,4,0.9613870124842601,40
21383,2025-06-30,2025,2,0.9478985191823367,81
21383,2025-12-31,2025,4,0.9469999999999874,87
21510,2024-06-30,2024,2,0.9793333333333193,20
21510,2024-12-31,2024,4,0.9563333333333197,55
21510,2025-06-30,2025,2,0.9503333333333194,72
21510,2025-12-31,2025,4,0.9689999999999851,56
21511,2024-06-30,2024,2,0.9793333333333193,20
21511,2024-12-31,2024,4,0.9563333333333197,55
21511,2025-06-30,2025,2,0.9503333333333194,72
21511,2025-12-31,2025,4,0.9689999999999851,56
2152,2020-06-30,2020,2,0.9749999999999867,64
2152,2020-12-31,2020,4,0.9788660261542422,94
2152,2021-06-30,2021,2,0.9753333333333196,67
2152,2021-12-31,2021,4,0.9776666666666529,61
2152,2022-06-30,2022,2,0.9516666666666533,68
2152,2022-12-31,2022,4,0.9586666666666527,60
2152,2023-06-30,2023,2,0.9529999999999856,69
2152,2023-12-31,2023,4,0.9559999999999856,61
2152,2024-06-30,2024,2,0.9629999999999846,55
2152,2024-12-31,2024,4,0.9629999999999846,58
2152,2025-06-30,2025,2,0.9723333333333195,54
2152,2025-12-31,2025,4,0.9759999999999855,51
21523,2024-06-30,2024,2,0.9776467821089718,76
21523,2024-12-31,2024,4,0.9776288874973788,62
21523,2025-06-30,2025,2,0.9716666666666536,80
21523,2025-12-31,2025,4,0.971666666666653,73
21528,2024-06-30,2024,2,0.9746666666666542,78
21528,2024-12-31,2024,4,0.9773333333333206,62
21528,2025-06-30,2025,2,0.9699999999999867,83
21528,2025-12-31,2025,4,0.9736666666666535,74
21593,2024-06-30,2024,2,0.9839999999999856,10
21593,2024-12-31,2024,4,0.9569999999999856,35
21593,2025-06-30,2025,2,0.9233283043354701,86
