fund_code,report_date,quarter,stock_code,stock_name,hold_ratio
002910,2021-06-30,2021Q2,300925,法本信息,0.0
002910,2021-06-30,2021Q2,300932,三友联众,0.0
002910,2021-06-30,2021Q2,300982,苏文电能,0.0
002910,2021-06-30,2021Q2,300968,格林精密,0.0
002910,2021-06-30,2021Q2,001208,华菱线缆,0.0
002910,2021-06-30,2021Q2,300940,南极光,0.0
002910,2021-06-30,2021Q2,300614,百川畅银,0.0
002910,2021-06-30,2021Q2,300942,易瑞生物,0.0
002910,2021-06-30,2021Q2,603171,税友股份,0.0
002910,2021-06-30,2021Q2,300997,欢乐家,0.0
002910,2021-06-30,2021Q2,300933,中辰股份,0.0
002910,2021-06-30,2021Q2,301002,崧盛股份,0.0
002910,2021-06-30,2021Q2,300918,南山智尚,0.0
002910,2021-06-30,2021Q2,605287,德才股份,0.0
002910,2021-06-30,2021Q2,300955,嘉亨家化,0.0
002910,2021-06-30,2021Q2,300922,天秦装备,0.0
002910,2021-06-30,2021Q2,300956,英力股份,0.0
002910,2021-06-30,2021Q2,300962,中金辐照,0.0
002910,2021-06-30,2021Q2,300952,恒辉安防,0.0
002910,2021-06-30,2021Q2,300966,共同药业,0.0
002910,2021-06-30,2021Q2,300945,曼卡龙,0.0
002910,2021-06-30,2021Q2,300948,冠中生态,0.0
002910,2021-06-30,2021Q2,300931,通用电梯,0.0
002910,2021-06-30,2021Q2,300961,深水海纳,0.0
002910,2021-06-30,2021Q2,300950,德固特,0.0
002910,2021-06-30,2021Q2,300986,志特新材,0.0
002910,2021-06-30,2021Q2,300978,东箭科技,0.0
002910,2021-06-30,2021Q2,300926,博俊科技,0.0
002910,2021-06-30,2021Q2,300930,屹通新材,0.0
002910,2021-06-30,2021Q2,300985,致远新能,0.0
002910,2021-06-30,2021Q2,300991,创益通,0.0
002910,2021-06-30,2021Q2,300927,江天化学,0.0
002910,2021-06-30,2021Q2,300975,商络电子,0.0
002910,2021-06-30,2021Q2,300963,中洲特材,0.0
002910,2021-06-30,2021Q2,300943,春晖智控,0.0
002910,2021-06-30,2021Q2,600276,恒瑞医药,0.0
002910,2021-06-30,2021Q2,300972,万辰集团,0.0
002910,2021-06-30,2021Q2,300929,华骐环保,0.0
002910,2021-06-30,2021Q2,300960,通业科技,0.0
002910,2021-06-30,2021Q2,605011,杭州热电,0.0
002910,2021-06-30,2021Q2,300995,奇德新材,0.0
002910,2021-06-30,2021Q2,301007,德迈仕,0.0
002910,2021-06-30,2021Q2,300998,宁波方正,0.0
002910,2021-06-30,2021Q2,301012,扬电科技,0.0
002910,2021-06-30,2021Q2,300992,泰福泵业,0.0
002910,2021-06-30,2021Q2,301010,晶雪节能,0.0
002910,2021-06-30,2021Q2,300772,运达股份,0.0
002910,2021-06-30,2021Q2,600989,宝丰能源,7.42
002910,2021-06-30,2021Q2,002648,卫星化学,7.3
002910,2021-06-30,2021Q2,603378,亚士创能,5.7
002910,2021-06-30,2021Q2,000902,新洋丰,4.93
002910,2021-06-30,2021Q2,601808,中海油服,4.92
002910,2021-06-30,2021Q2,600583,海油工程,4.86
002910,2021-06-30,2021Q2,002206,海利得,4.57
002910,2021-06-30,2021Q2,600660,福耀玻璃,3.6
002910,2021-06-30,2021Q2,002734,利民股份,3.54
002910,2021-06-30,2021Q2,002475,立讯精密,3.51
002910,2021-12-31,2021Q4,603995,甬金股份,8.95
002910,2021-12-31,2021Q4,002648,卫星化学,7.98
002910,2021-12-31,2021Q4,002206,海利得,7.92
002910,2021-12-31,2021Q4,600989,宝丰能源,6.12
002910,2021-12-31,2021Q4,601702,华峰铝业,5.86
002910,2021-12-31,2021Q4,601808,中海油服,5.47
002910,2021-12-31,2021Q4,603348,文灿股份,5.05
002910,2021-12-31,2021Q4,600583,海油工程,4.84
002910,2021-12-31,2021Q4,002734,利民股份,4.66
002910,2021-12-31,2021Q4,603997,继峰股份,4.23
002910,2021-12-31,2021Q4,000933,神火股份,4.16
002910,2021-12-31,2021Q4,603916,苏博特,3.5
002910,2021-12-31,2021Q4,688559,海目星,2.86
002910,2021-12-31,2021Q4,601088,中国神华,2.66
002910,2021-12-31,2021Q4,300709,精研科技,1.81
002910,2021-12-31,2021Q4,605333,沪光股份,1.75
002910,2021-12-31,2021Q4,688390,固德威,1.67
002910,2021-12-31,2021Q4,000059,华锦股份,1.55
002910,2021-12-31,2021Q4,920185,贝特瑞,1.46
002910,2021-12-31,2021Q4,600486,扬农化工,1.14
002910,2021-12-31,2021Q4,920368,连城数控,1.11
002910,2021-12-31,2021Q4,688167,炬光科技,1.06
002910,2021-12-31,2021Q4,603806,福斯特,0.97
002910,2021-12-31,2021Q4,002409,雅克科技,0.9
002910,2021-12-31,2021Q4,002391,长青股份,0.8
002910,2021-12-31,2021Q4,603730,岱美股份,0.75
002910,2021-12-31,2021Q4,603297,永新光学,0.45
002910,2021-12-31,2021Q4,688138,清溢光电,0.26
002910,2021-12-31,2021Q4,688303,大全能源,0.08
002910,2021-12-31,2021Q4,688032,禾迈股份,0.03
002910,2021-12-31,2021Q4,688798,艾为电子,0.02
002910,2021-12-31,2021Q4,300782,卓胜微,0.01
002910,2021-12-31,2021Q4,688776,国光电气,0.01
002910,2021-12-31,2021Q4,688265,南模生物,0.0
002910,2021-12-31,2021Q4,688737,中自科技,0.0
002910,2021-12-31,2021Q4,688236,春立医疗,0.0
002910,2021-12-31,2021Q4,301155,海力风电,0.0
002910,2021-12-31,2021Q4,688210,统联精密,0.0
002910,2021-12-31,2021Q4,600927,永安期货,0.0
002910,2021-12-31,2021Q4,600941,中国移动,0.0
002910,2021-12-31,2021Q4,301050,雷电微力,0.0
002910,2021-12-31,2021Q4,301029,怡合达,0.0
002910,2021-12-31,2021Q4,603071,物产环能,0.0
002910,2021-12-31,2021Q4,301035,润丰股份,0.0
002910,2021-12-31,2021Q4,301090,华润材料,0.0
002910,2021-12-31,2021Q4,603230,内蒙新华,0.0
002910,2021-12-31,2021Q4,301039,中集车辆,0.0
002910,2021-12-31,2021Q4,301058,中粮科工,0.0
002910,2021-12-31,2021Q4,301069,凯盛新材,0.0
002910,2021-12-31,2021Q4,301096,百诚医药,0.0
002910,2021-12-31,2021Q4,301093,华兰股份,0.0
002910,2021-12-31,2021Q4,301082,久盛电气,0.0
002910,2021-12-31,2021Q4,603216,梦天家居,0.0
002910,2021-12-31,2021Q4,300994,久祺股份,0.0
002910,2021-12-31,2021Q4,001296,长江材料,0.0
002910,2021-12-31,2021Q4,301060,兰卫医学,0.0
002910,2021-12-31,2021Q4,301088,戎美股份,0.0
002910,2021-12-31,2021Q4,301091,深城交,0.0
002910,2021-12-31,2021Q4,301118,恒光股份,0.0
002910,2021-12-31,2021Q4,301179,泽宇智能,0.0
002910,2021-12-31,2021Q4,301089,拓新药业,0.0
002910,2021-12-31,2021Q4,301180,万祥科技,0.0
002910,2021-12-31,2021Q4,301046,能辉科技,0.0
002910,2021-12-31,2021Q4,301015,百洋医药,0.0
002910,2021-12-31,2021Q4,301111,粤万年青,0.0
002910,2021-12-31,2021Q4,301017,漱玉平民,0.0
002910,2021-12-31,2021Q4,301138,华研精机,0.0
002910,2021-12-31,2021Q4,301026,浩通科技,0.0
