fund_code,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha
3567,-0.0428348320320185,-0.44224373294005137,-0.5144883370718067,0.5904326181708988,-0.28048685481177826,-0.13792422773695123,0.0503623635101491
3857,-0.009012820740433705,-1.4583334628109745,0.07067317766790476,0.4619019461401836,-0.07271356556536857,-0.20149694506173765,0.029847331736130103
3858,-0.014919388509678853,-1.4590620812089983,0.06978732528223419,0.43812603239845666,-0.07271356556536857,-0.20775633552067094,0.0294571018394105
3961,-0.09704663028961102,-0.06403483466564647,0.11956319129625582,0.8350125223420771,0.7725523480418706,0.3132093193449892,0.0254938973250571
3962,-0.054667862728056175,-0.09606492925970403,0.13054129685631094,0.8252000152970221,0.7725523480418706,0.31551217364148865,0.0248627711471396
4148,-0.0988173324482732,-0.42002880153963573,-0.9649678221587047,0.08183167338393216,-0.07990408429202217,-0.2963772734109407,0.025793532719058
4232,-0.4492725472599944,-0.851489942608542,-1.0659066184255013,0.21102835132983336,0.3930416250845373,-0.3525198263759334,-0.0094053448255705
4320,-0.07131725365680375,-0.18203972146914177,0.22673725358699462,0.09782347094970617,-0.1540408127305355,-0.016567412663956043,0.0368000398299674
4374,-0.3004930887696678,-1.3172125073365424,-0.6192956789506954,-0.20373441846423926,-1.5385967391922348,-0.7958664865426759,9.507252347873168e-05
4375,-0.31089115573655335,-1.338253624228635,-0.6205909030281659,-0.22490263543517433,-1.542043110204523,-0.8073362857266103,-0.0004091353196684
5001,-0.47335792868847687,-0.5091109805491476,-0.712144233595239,-0.28264091778925143,-0.2193994811737605,-0.43933070835917504,0.0006030114535253
5094,0.26690991608127557,-0.4216966409788613,-0.3447323976160456,0.9992058999758934,0.2955598418700759,0.15904932386646758,0.0405594173372208
5119,0.15710915094662364,-0.1228295200444443,0.4241319692819972,-0.2709752119606786,0.765204445122773,0.19052816666925418,0.0225235291752134
5136,0.08025063334194954,-0.6701707444226106,-0.39725488273868614,0.1886944273315285,-0.900816693061407,-0.3398594519098451,0.0261705713285148
5207,-0.1172585412562964,0.15221765196223774,-0.6940835839352248,0.3238007702916263,-0.5968155271291504,-0.18642784601336154,0.0179153570906287
5449,-0.8372980889141687,-0.917897268548495,-0.7752449991059094,-0.5466304583937299,-0.3123580693251678,-0.6778857768574942,0.0067098275109251
5550,0.38419399141355026,-0.279356434917837,0.08944556190757999,-0.3935328555943292,0.006815737229667662,-0.03848679999227366,0.0180931787035083
5551,0.45477536128091317,-0.2789223304481992,0.08823087274517907,-0.4684576135502058,0.006815737229667662,-0.039511594548529025,0.0160125380194703
5729,0.4620114780755313,0.25112742522055015,-0.5338651315145064,0.23699545213196493,-0.5746038371437524,-0.0316669226460425,0.0327193003139594
5765,0.36014674249252,0.04577109301159342,-0.7071445836466924,-0.018838989467302485,-0.18284081606962244,-0.10058131073590078,0.0276215091452218
5774,-0.6790342817259196,1.4571694263605657,-0.7558319529923405,-0.13254729412431787,0.3734981069682167,0.052650800897240876,0.0226460265132667
5775,0.5477880666386825,-0.6537716528166462,-0.38365868516904633,1.4317402190346966,0.5884734770903846,0.3061142849556142,0.0533670321473608
5776,0.7648577626707096,-0.6543584470923324,-0.38590492443587177,1.2952067098517963,0.5884734770903846,0.32165491561693726,0.0513186242437676
5787,-0.6847722434811254,-0.6892781667472274,-0.7815342454369545,-0.16040497704293546,-0.367071896923573,-0.5366123059263631,0.0156673806682173
5819,0.2613670002123632,0.8002972489597153,-0.580591299286692,0.25797117306353384,-0.13339337386787742,0.1211301498162086,0.0417495132421089
5844,0.46358878230370654,1.6595846823263076,-0.45840479955316216,-0.5594016792153843,-0.1200616923082391,0.1970610587106457,0.0006174630752206
5875,-0.38379335699349626,-0.3844617837821674,-0.3712024405129607,-0.731494875044485,0.09184322427742908,-0.3558218464111361,0.0035421221600611
5903,0.4139642585750673,-0.3157353793005637,0.6352540927712708,0.14119247439119553,0.4015084038911565,0.25523677006562523,0.0346191411652569
5914,0.008775760526659796,-0.9066053604470934,-0.21885238900041135,0.16771070696665322,-0.3164903916119174,-0.2530923347132218,0.035179814544973
5939,0.3145567963367547,0.6917162802598206,-0.537704662126546,-0.015210267421702053,-0.05919847240040249,0.07883193492958494,0.042790873014152506
5940,0.3462758364176757,0.7153535028597915,-0.5383056418445538,-0.05113697830693667,-0.057077271761487525,0.08302188947289785,0.0417783629973911
