fund_code,composite_ew,composite_pc,alloc_ew,alloc_pc,active_ew,active_pc,discipl_ew,discipl_pc
2163,-0.22215432229843815,-0.3228292352214282,-0.6394778777161843,-0.7108744177526815,0.013512897698837179,-0.14127053027286796,-0.5904641028636152,-0.9683336123933532
2244,-0.4219046199610052,-0.11516595694177229,-0.46320505838407733,-0.5149210592786457,-0.1281924051396692,-0.18038995183110906,-1.3809174983449934,0.5634280273564123
2376,-0.32791082937657257,-0.324131842906156,-0.8527563176357145,-0.9479650069353245,-0.19732596678940245,-0.27221129113064463,0.2326279755114638,0.42539590797481514
2420,0.11509238151242022,0.16109920327530605,-0.029377603729849745,-0.03265755966572267,0.13033536544868404,0.22390140762231603,0.21118441670348304,0.39693926104303895
2450,0.013968607050606555,-0.04930450479986803,-0.4595344948322146,-0.5108406839933058,0.09811506895008788,0.1923415295054303,0.5289229936135975,0.10636405111649876
2451,0.05823312205131232,-0.0011146153366258342,-0.44747771764408995,-0.4974377895973471,0.10621148736358763,0.20974009875522118,0.5497860482374374,0.14013108447143202
2692,-0.03580057254201661,0.01695590235748647,0.8009564760770481,0.8903818074363715,-0.7681041082830841,-0.8575466882146139,0.14950673870952969,0.4660628366787546
2910,0.17427147851032898,0.30842243360749866,-0.08039282904365018,-0.08936854194549625,0.5898901799983101,0.8745073036825948,-0.26585988215835527,0.2634044376422239
3567,-0.01674124111498795,0.22926476176944435,-0.43922900445224616,-0.48826812260526486,-0.05063781019811836,0.4179992812859474,-0.45792637785367263,0.5985116661218743
3857,-0.22604518763194906,-0.261769495951165,-1.440062483462687,-1.600842836213581,-0.015166816106800318,-0.056593066424094875,0.14645317401207456,0.13431392716496712
3858,-0.23142771891528266,-0.2750274218128645,-1.4407849503872212,-1.6016459652540382,-0.017135181375864256,-0.06021258666089482,0.13553296059335188,0.07787316335970881
3961,0.16800522755532432,0.24986031254673158,-0.062326835315240456,-0.06928551293021146,0.3078839647934157,0.4378486879880283,-0.11781528872712255,0.2503091756416796
3962,0.17439718002969573,0.25714769470650733,-0.09385682984652124,-0.10433577390908662,0.30581522061820793,0.4419697537559113,-0.05406489100035379,0.3167626079853779
4148,-0.20441531115573383,-0.26662494880750714,-0.41429273884481643,-0.46054776837203326,-0.5744793387435404,-0.4369807593178298,-0.041030007355872644,-0.5055313831650066
4232,-0.3037867802799468,-0.1526927462537271,-0.8441930351105371,-0.9384456495169292,-0.44769182300349586,-0.2079359192962159,-0.39317467062047895,0.367886244235952
4320,-0.10376411270156556,-0.06177323424458434,-0.17529668217589534,-0.1948682373826748,0.09559605597964474,0.03277794125114286,-0.5377351525911148,-0.2034002119139462
4374,-0.44045100749797866,-0.22631302179313353,-1.3020117814210714,-1.4473790247918858,-0.33873373094565407,-0.2293497529409934,-0.6924647568291189,0.6283464227661057
4375,-0.4517504849558776,-0.24122529164634787,-1.3226376823610546,-1.4703077699952383,-0.34327026058837523,-0.23683528678984697,-0.7118554589378626,0.5925308147549714
5001,-0.2203750570353589,-0.014867478272346841,-0.5031550849639399,-0.5593314335445844,0.05097635146567142,0.5272135017743892,-0.5475055883932517,0.26547908245674745
5094,0.04308877462837992,0.1592879780522948,-0.4158285303455934,-0.4622550281959436,-0.39965354309377366,-0.23419902877516693,-0.1588860360126515,0.41928116806258114
5119,0.16941625991082998,0.08116442823260729,-0.11821385444270013,-0.13141221592743135,0.5727978143580025,0.6971710135274629,0.23001546325401262,-0.41067036450005284
5136,-0.017667004877773253,0.03243074852493006,-0.6632629920375206,-0.7373150967559124,-0.4779212898269123,-0.44830613229502764,0.834228858439908,1.179252326042635
5207,-0.03756429677074783,-0.03136388986474434,0.15189233624916826,0.16885083887162153,-0.5311596011145115,-0.45283976826849925,0.12216869717633193,0.06409280314388732
5449,-0.7002200519880284,-0.785068795925329,-0.9060885177674137,-1.0072516500503153,-0.7771581385797655,-0.8556474906333057,-1.1970002775246837,-1.526440256812045
5550,-0.2262771431933471,-0.13201084108805616,-0.2758585124231601,-0.30665761277197623,0.058705491054865305,-0.05372140467443337,-0.28594707143934434,0.42287673727051595
5551,-0.2217838179412177,-0.12360878783700092,-0.2754318126712632,-0.3061832727701482,0.04141177952605987,-0.0834138394823974,-0.15376255973118214,0.5908647000014605
5729,0.13509130039771836,-0.08066303096763058,0.24909963427297677,0.27691115462605564,-0.7966038154052417,-0.9768852414565498,0.8133931729051457,-0.3286629095887187
5765,0.03880329673203562,0.026248067286960348,0.047284348471442667,0.05256355983493459,-0.7727002773349673,-0.8442232449643936,0.44772800788672873,0.43864038748221146
5774,-0.042749628231231795,-0.04602968387454657,1.4510978428283137,1.6131102733479945,-0.656174200650488,-0.6554450301255699,-0.9337100863075961,-1.1161320212120838
5775,0.41857387597428786,0.48307480512363327,-0.6476091650138741,-0.7199135484634557,-0.21557608266840317,-0.29818148604819505,0.7398809820815146,1.28179634380696
5776,0.6601229131806147,0.892431064042626,-0.6481873901373865,-0.720556331368589,0.9909796937001474,1.7716393760027036,1.1470730526906567,1.8326312167913708
5787,-0.4036875879792862,-0.4474623628855689,-0.6844910023184521,-0.7609131757111981,-0.5197801486340005,-0.33852787481461444,-0.7543174917524327,-1.1217962416167684
5819,0.21009451176381802,0.1727550892556298,0.7986803878176483,0.8878515980694218,-0.5040415590325442,-0.4781467618907208,0.1450696974912717,-0.1940328449514546
5844,0.2452212312797901,0.3733257960667882,1.6489126677969916,1.8330107631423713,-0.5642974489829983,-0.4795127104468099,0.9280473353676059,1.4277918902080264
5875,-0.42025912142464156,-0.4920522880179614,-0.3801259670101701,-0.4225663387075927,-0.7161453144339871,-0.7990750508621056,-0.4284484808898537,-0.7338373723242313
5903,0.03496127591328716,-0.24529211036894258,-0.3100885420477667,-0.34470936284338205,0.06926951492512745,-0.13664091468996284,0.7485128567159228,-0.6924762105667497
5914,-0.2294228612101983,-0.19981858274451167,-0.8959458543137855,-0.9959765767001478,-0.5518080347035315,-0.5511442943972908,-0.11186383102707184,0.16512882184716987
5939,0.24646313252747168,0.26265109360668887,0.6869559628919863,0.7636533446420647,-0.3812463597551494,-0.1988054098940332,0.09681390961814708,-0.06519665551774466
5940,0.25323206337698473,0.2763179103919793,0.7104241879998012,0.789741754328398,-0.3887095888348904,-0.21242530178208194,0.15687113400178537,0.03978436271034702
6025,-0.05082159639181161,0.16447942406419971,0.2838406263811734,0.3155309152114651,-0.5049082841258064,-0.38198309896321503,-0.20453813399057208,0.9326525147526128
6154,-0.07679414601567137,0.006975647738659586,-0.12151093363188387,-0.13507740800141846,-0.21722528548007308,0.08102800081921185,-0.24560708954295993,-0.02767513894672445
6250,0.16335768062141062,-0.11170175795572718,0.6952605196143691,0.7728850899931337,-0.6682850336268695,-0.6725190484809422,0.5521631796670514,-1.1715840073204675
6271,-0.38156930995801924,-0.36858426716266574,-0.24685608228490413,-0.27441711414585196,-0.5263847885832743,-0.4407138659285442,-0.8392619984703411,-0.8194616324920023
6281,0.15138941485324545,0.01549857281329956,-0.040042092056628176,-0.04451271868545903,-0.5105690921050827,-0.5449209322874285,0.020156912676575267,-0.7563656727519235
6314,-0.21088354062015432,-0.2469158058097033,-0.8895873980896137,-0.9889082104224795,-0.09429777646139148,0.2538317672261849,0.5903413348245979,0.12533901233259348
6315,-0.20841382724845492,-0.24252145412968062,-0.8790531452689624,-0.9771978274658644,-0.08058260242741005,0.2604342187754563,0.6109828669230487,0.16346496662973042
6522,-0.45637857995477615,-0.7140041937403502,-0.8592561893646172,-0.9551905775011941,-0.7534037815319469,-0.9171127574933868,-0.6766992592939214,-1.962809577909349
6523,-0.47250466890562687,-0.7323578328545105,-0.8592561893646172,-0.9551905775011941,-0.7703363259998012,-0.9474106029410984,-0.6766992592939214,-1.962809577909349
6533,-0.09096917754535853,0.016228908249362666,-0.10600123053376082,-0.11783607480820274,-0.1998464455506504,0.06912891613085877,-0.5063417582086647,-0.12029376084740459
6615,-0.1550208497878855,-0.09851347275595128,-0.24507992592898026,-0.2724426531686178,-0.637039116861952,-0.7829954920816659,0.026275212107869067,0.5386385767588259
6616,-0.1641733879303838,-0.10872368716665996,-0.24770826674797625,-0.27536444345170347,-0.6450886248421712,-0.7970976082070574,0.026275212107869067,0.5386385767588259
6769,-0.35471947818286087,-0.38790472066818266,-0.8289365623082948,-0.9214858193207905,-0.6427531549321299,-0.7422595788490675,0.38322530175696323,0.37616952777446605
6887,0.1685151790943088,0.05316208534914748,0.20048350141691332,0.22286711910622226,-0.4928898715585686,-0.6516447261496353,1.2626575343211666,0.7069102087519563
6888,0.17283576939655376,0.06100323518148343,0.19657913768031926,0.21852684027146668,-0.4890696268036192,-0.6492595864376098,1.2898039376838124,0.7570509894362335
6904,-0.13294597587711873,-0.026541469836220983,-0.5648994039029752,-0.6279693932064245,-0.40545837521885536,-0.2731688689265605,-0.24421149645834417,0.32499602279819656
6905,-0.14174725977592542,-0.03490406537781668,-0.5442075153053636,-0.6049672929436867,-0.4195673715919298,-0.29479510645672696,-0.23495684317917098,0.34208983571260165
6969,0.00013750921440961136,-0.013455059954926858,-0.1635236389750572,-0.18178075535677213,-0.21108132510450203,0.10378429042495473,0.08246802535499312,-0.2956958888087675
6976,-0.20092824336720685,-0.045894906035575195,-0.5393294899382307,-0.5995446449311741,-0.48484503039215504,-0.48565976455455384,-0.5140459754870782,0.4771839376580537
7049,-0.20675759135023397,-0.15989485053687127,-1.136406133710571,-1.2632838082173938,-0.09591463175157151,0.0956313303420299,0.02963907660447583,0.24614723389787313
7113,-0.4686457886430926,-0.34501858732409457,-0.4874363162363403,-0.54185769292524,-0.8141728819589005,-0.9849637966006922,-0.5696912766361936,0.39728422260848545
7114,-0.4716780839525865,-0.3650156323270812,-0.49253424977035576,-0.5475248014508355,-0.8449541477450564,-1.0432380165820438,-0.52682920378433,0.36641992648616944
7305,0.22534955199317377,0.03733848250150629,0.4110799688571173,0.4569762984682806,0.18135960973379123,0.15980571192132526,0.6250374617461993,-0.527371387002503
7340,-0.10692543785934477,-0.10778178451676484,0.36856253762553287,0.409711873498592,-0.527844902067443,-0.5413155200326667,-0.4145697803032555,-0.44738657815561145
7341,-0.12543048670235732,-0.1317409340652316,0.3773808099617211,0.41951468987585305,-0.5401875477765511,-0.567143001916612,-0.4384459360386821,-0.4914870459899987
7343,-0.0038977535087618143,0.1022330388672308,0.2616842418205245,0.29090081067945783,-0.047545104474367106,0.28187880757873734,-0.985154628034485,-0.707010354690567
7346,0.014920883353053862,0.013312906266436676,0.09993191434780313,0.11108913052725516,-0.4586363078304366,-0.34315584336404836,0.4004401719031223,0.26415462873757894
7349,-0.22465531393341545,-0.223039935641094,0.2589384081928976,0.28784840972970777,-0.6634336607865436,-0.6894112002307711,-0.5684243941472537,-0.5616645864859076
7350,-0.47636790028522663,-0.5224551168870473,0.396483865750086,0.4407505670407516,-0.8516188299109961,-0.9666553051008165,-0.7121941458289804,-0.9179476715407489
7353,-0.5167391586982948,-0.5050398951391648,-0.3364115400854236,-0.37397127565630567,-0.7068581861341787,-0.9188054898693964,-0.521116736362417,-0.20141411570153755
7449,-0.08773504231817629,0.043165153140092914,-0.24136660589953698,-0.26831474772287,-0.2826086004506333,-0.03732481156464288,-0.6052248008426352,-0.03815927515567742
7450,-0.13518625815785432,-0.008747901749990919,-0.2471821037980258,-0.2747795353669627,-0.2735170990030815,-0.039984049210273306,-0.6221907358443193,-0.0694962156210101
7490,0.13278464530519546,0.3630042053461134,1.4375373740241884,1.598035802906557,-0.49160231244864505,-0.33612968857804315,-0.29211808164106856,0.7732282258514687
7491,0.13711403743052747,0.3682109012638126,1.5050715657069262,1.6731100640558556,-0.48320393453614996,-0.34439750086513193,-0.2751297890334471,0.8046064619463162
7639,0.01924260722030994,0.23696493554757367,-0.6338127479492934,-0.7045767865681368,1.0567725031453707,1.7502554547239293,0.06569530356154576,0.749310360565413
7731,0.026720488143115284,0.21708388859403252,0.37195873712331673,0.4134872524830555,-0.5838769667456436,-0.5624905796251735,-0.0562583507640696,1.0230071494612252
7895,-0.6086580623677819,-0.6139313755114025,-0.7427913601836127,-0.8257226623195261,-0.43130798786471236,-0.3166155583830657,-1.1712114073584794,-1.2346124135659358
8185,-0.04165877265868468,0.15359376584274945,-0.31124037781699754,-0.3459897989778157,0.18954580608906335,0.15357445916152165,0.013228448809576632,1.2554644479065413
8208,-0.3689569102796939,-0.24070056481538993,-0.41113407881269504,-0.45703644970182034,-0.6459349731382888,-0.6946251411761573,-1.125191658734993,-0.26106104702217575
8467,-0.4020616488171945,-0.30832158845097507,-0.4078488038052177,-0.4533843797249221,-0.7152427061221737,-0.8244868848274834,-0.9666620960400573,-0.24944197921772643
8528,-0.07819854610191825,0.061665874023369927,-1.2989254067511378,-1.4439480620128584,0.9594550472167044,1.4416703944420863,0.8430858504796226,1.3450796792676907
8555,-0.4010198645965202,-0.5452976986568703,-0.7150117368802583,-0.794841494683692,-0.23086774889610617,-0.5427396026204961,-0.6401352801094533,-1.11410067294373
8734,0.003072066288215052,0.02559947957077276,0.21356278313853716,0.23740667880403124,0.2354962144321896,0.2742971536297827,-0.07834642945576803,-0.005826784623508943
8988,0.24818831900532515,0.43896057026474766,-0.41356151935717156,-0.4597349095607396,1.5354607736422201,2.420940926806842,0.5280773181668951,0.8334040627623764
8989,0.030532489028428266,0.06972421878236591,-0.39226672411030117,-0.4360625892197377,0.24627535244496063,0.2198948514825417,0.5280773181668951,0.8334040627623764
9049,0.27340663123968745,0.3568132061755946,-0.22137921123977294,-0.24609579686268265,1.2073516390127306,1.915577094685058,-0.3419891038855163,-0.5250585243194913
9062,0.0676220994135263,0.33855629586392344,-0.6721266241324242,-0.7471683372263124,0.8756811780845123,1.2810194310409655,-0.22043224360161862,1.0748763952381994
9063,0.2560924763537659,0.6722927937160178,-0.6685893328401615,-0.7432361138055595,1.7187285299574557,2.727558677011132,0.1484740126513573,1.7114925507365903
9242,0.24949624642482535,0.5468746986102849,-0.25784703019525096,-0.28663518136691307,1.1415655903711626,1.8484595349508908,0.09421413738912043,1.2003790570938118
9243,-0.029392384454313154,0.09338552935070861,-0.2568771096754548,-0.2855569709880976,-0.2639512382173761,-0.5629239433046693,0.09854523762222422,1.1628652868522908
9707,0.11563973004053076,0.2911531461801538,-0.35149904330250803,-0.3907432711209349,0.19644491097984057,0.2204020929616639,0.3794900544850109,1.4478575971593526
9708,0.28744330662197665,0.5873423087497769,-0.3527843542741205,-0.39217208472092885,1.410577038299157,2.3016444063418784,0.23705090485217767,1.1847652800230657
9808,0.07446498859158089,0.27759444149859264,0.25627933284624665,0.28489245346494707,0.8736430904867263,1.3406306834838304,0.1894515743340911,0.9126275781603572
9855,0.11220444900924685,0.2890259664665287,-0.5768866461630614,-0.6412949892263091,1.5680870575215566,2.497600835776858,0.050409829732870295,0.2462334992845077
9856,0.1028656344382367,0.278636750674693,-0.5768866461630614,-0.6412949892263091,1.5592801787100643,2.4824915496404127,0.050409829732870295,0.2462334992845077
9913,0.3071673407584481,0.38070492547277945,0.48078936208009027,0.5344686184469666,0.8474642835243964,1.3347115259443205,0.2160045775741441,0.11630358707333163
9993,-0.032026305149744985,0.018273884089110463,0.28120535466427593,0.3126014202083541,1.1962339692792767,1.886289337347033,-0.6189490911788145,-1.0385993893575163
10115,0.08863312339745975,0.17199922291997993,-0.06478800306215358,-0.07202146557227465,0.16943960691373938,-0.013536350498640602,0.10536294319620321,0.7957689602538254
10237,-0.1686288828716208,-0.3558939898781865,1.5831551091718343,1.7599114928948347,-0.23035389480911206,-0.613772025750829,0.2177523210004019,-0.6991765738202751
10238,-0.22203230300043278,-0.4399887324880998,1.5828365640782107,1.7595573828218385,-0.24161727381403975,-0.6325057665626596,-0.04151019987341953,-1.1350811027944292
10335,-0.33477121824875783,-0.3700451728499112,0.46705702632289225,0.5192030924202553,0.17462206573382072,0.06372392684775241,-0.5859534849501568,-0.7388451397683714
10389,-0.3873207459992582,-0.329788869625533,-0.9862180187114925,-1.096327463793658,0.035407148207925225,,-0.11201346558851485,0.7084832555694596
10390,-0.4898881231539755,-0.3007758044159642,-0.9973948536250041,-1.1087521719631355,-0.20732612542698853,-0.30165888990809325,-0.34895363118884404,0.9914103640584594
10415,-0.5516260946990403,-0.530161939248205,-0.9992013159213932,-1.1107603224838758,-0.2896582039675125,-0.8321265620906408,1.0073329362146763,1.7901452336052999
10416,-0.5623942778086933,-0.5421519006787451,-0.9992013159213932,-1.1107603224838758,-0.29990195977551193,-0.8497009878239633,1.0073329362146763,1.7901452336052999
10912,0.2009095970396356,0.16260825541484916,1.263987427810839,1.4051093213744161,0.058559890798299596,-0.24162084553078547,0.6415141724085762,0.5707649654253656
10913,0.4051099668401779,0.511717555966762,1.2639282645501408,1.4050435526434457,1.2081478067063056,1.7302106891729498,0.7696299087179763,0.746097272917532
11120,-0.04456784365230356,-0.0009393937531056926,0.8682344625678273,0.9651712585507881,0.8286608436270341,1.2712229322534034,-0.14705165038880075,-0.4247798356029437
11300,-0.10131293983398264,-0.12086791258457859,-0.15441051141383283,-0.17165016370577132,-0.06920777035786224,-0.23043244609413913,-0.23000105876634108,-0.16886656724170143
11301,0.12147634189251057,0.2616217494000533,-0.24698716023018483,-0.27456282670492344,1.4906488494371433,2.4462759198101214,-0.3105474116754537,-0.39772637052843707
11369,-0.0615897611053661,-0.09740993086513977,-0.3216351795866045,-0.3575451614275913,0.621035318259645,,0.6424917504739517,1.1819259628810812
11370,0.059657136886403624,0.279086465650826,-0.30413786745787946,-0.33809430627656334,1.433924965690433,2.2804445526699397,0.6006744282495396,1.104687252675251
11399,-0.12549303209560275,-0.1836442509249349,0.3208813845503546,0.35670720654881927,0.9173361250708538,1.4781321900513347,-0.10348843403877217,-1.0490176339937107
11400,-0.3498286249689138,-0.5569455180896975,0.32627665314566534,0.36270484705361417,-0.5217682865790565,-0.9823143773205949,0.046379516827964706,-0.7722039450631476
11412,0.07087097030919481,0.1520529442697939,-0.11439065480056754,-0.12716216301041783,0.145695587824843,-0.07995464504050233,0.11647821922786314,0.8419918040666534
11452,-0.7277772754557649,-0.7744414199347996,-1.3615494461877529,-1.5135639613631449,-0.4585632358692641,-0.9981943118431837,-0.039604273739791335,0.37205645053531156
11488,0.019870056132761327,0.3575758544577951,-0.2388222193071557,-0.26548628500285154,1.6793796014428795,2.7669133487027406,-0.42354417214598017,0.5418209362400573
11822,0.0715099744198931,0.2781393496335414,-0.12247221923606787,-0.1361460193920249,1.5995517320596404,2.627417250155008,-0.3720974457175713,-0.14651291237509179
11823,-0.18168428187996397,-0.1427652560887312,-0.12455046062547281,-0.13845629264638515,-0.13825986116700464,-0.3498799947692429,-0.09648748054728354,0.36255263982326336
11891,0.08467847199902018,0.2193523402662029,-0.3403146278396886,-0.37831013604762964,0.31925834792140567,0.1504305957096549,0.00017577153797970757,1.0150422415607678
11892,0.10261942545579948,0.25704954427695015,-0.3384298627299676,-0.376214940347102,0.31259573826071746,0.13690812466346766,0.14796733648359317,1.2880207406248814
