fund_code,report_date,rc_mom,lead2,fut4q
19032,2026-04-01,,,
19032,2026-07-01,,,
19034,2024-01-01,,0.0261246336179423,0.10947816338481811
19034,2024-04-01,,0.0909090909090903,0.06589989406403211
19034,2024-07-01,,-0.0539617486338799,0.023215591639466005
19034,2024-10-01,,0.0028279181708794,0.5916317401910567
19034,2025-01-01,0.2781457706657355,-0.0165596688066238,0.6926557728164059
19034,2025-04-01,,0.659325239460681,0.7964715796262142
19034,2025-07-01,0.0084721833369946,0.0470622839914693,1.4186793525102606
19034,2025-10-01,,0.1066437249806877,
19034,2026-01-01,-0.1464285714285714,0.6056481040774226,
19034,2026-04-01,,,
19034,2026-07-01,,,
19426,2024-07-01,,0.0914932680538549,0.1475676473554764
19426,2024-10-01,,0.0259788804784599,0.6511300567840324
19426,2025-01-01,,0.0323344566900449,0.5069216970517567
19426,2025-04-01,,0.5013234515616727,0.5339237707267797
19426,2025-07-01,0.2307692307692307,-0.0527150916784208,1.5449523023122294
19426,2025-10-01,,0.0529809541534829,
19426,2026-01-01,0.3636363636363636,1.0433629882754945,
19426,2026-04-01,,,
19426,2026-07-01,,,
19427,2024-07-01,,0.0907324058919798,0.1439018638163061
19427,2024-10-01,,0.024946075213355,0.6469741558589753
19427,2025-01-01,,0.0313843901546342,0.502772772620334
19427,2025-04-01,,0.4999112845990063,0.5296919726678667
19427,2025-07-01,0.2307692307692307,-0.0534689773466614,1.5394173074582804
19427,2025-10-01,,0.0518652752608876,
19427,2026-01-01,0.3636363636363636,1.041109724945048,
19427,2026-04-01,,,
19427,2026-07-01,,,
19571,2023-10-01,,-0.1470010166045411,-0.031802387753040784
19571,2024-01-01,,-0.0560940727792789,0.24021139278912262
19571,2024-04-01,,0.1989057239057237,0.3801598253268612
19571,2024-07-01,,0.2444007582672189,0.4822224190448302
19571,2024-10-01,-0.7212121212121211,-0.0070525840668025,0.7416500284724391
19571,2025-01-01,0.4890109890109889,0.0459685209386901,0.4559007881787723
19571,2025-04-01,,0.4583333333333326,0.4174899955212685
19571,2025-07-01,-0.2505701261680128,-0.0413484820264479,1.2827366180794233
19571,2025-10-01,-0.3818181818181818,-0.0454633767243063,
19571,2026-01-01,-0.2122734086815239,0.9112151434968448,
19571,2026-04-01,0.006060606060606,,
19571,2026-07-01,0.7696969696969697,,
19829,2024-04-01,,0.1175993511759934,0.1561362660595028
19829,2024-07-01,,0.0213171262699554,0.278645450963862
19829,2024-10-01,,0.0308197886135539,0.9587150974568666
19829,2025-01-01,,0.1089091849043593,1.026177362611531
19829,2025-04-01,,0.7976689976689979,1.0643135088927762
19829,2025-07-01,,0.0887793914246197,2.003831553163595
19829,2025-10-01,,0.0689559348947994,
19829,2026-01-01,-0.0787878787878787,1.0484272291751782,
19829,2026-04-01,,,
19829,2026-07-01,,,
19830,2024-04-01,,0.1158610885458972,0.14747869953260762
19830,2024-07-01,,0.017381017381018,0.26963617075418345
19830,2024-10-01,,0.0293381037567077,0.9486730413919591
19830,2025-01-01,,0.1070559610705605,1.0185356501971483
19830,2025-04-01,,0.7948979591836729,1.0564889952378012
19830,2025-07-01,,0.0872436261862072,1.9948447545365653
