fund_code,risk_asym,de,oc_conf,rc_mom,anchor_high,ICI,ISDI,AS_improved,ARG,return_volatility,rsstab_lag,mppm8_lag,sortino8_lag,sharpe8_lag,SDI,lsv,TO_wind_clean,mgr_total_tenure_v2,log_fund_age,log_aum,timing,基金经理人,gender,education,CFA,school,male,has_CFA,master_up,top_school,ff3_alpha,ff5_alpha,ex_hs300
11,0.0302204668836479,-0.07328800205310493,1.3160132740341768,0.12317886758929704,0.7969766038924335,0.10810207692307693,0.2109512783699392,0.8018278522911279,0.03395437774558079,0.12090171635043136,-0.03147927514375254,-0.0045369484117129075,-0.22707270751479094,0.0833355781256144,0.3956820466571037,0.07584485224020544,93.97672504754325,1237.1153846153845,2.926790668910511,3.7420896945371993,0.2281404767180433,屠环宇,男,硕士,否,,1.0,0.0,1.0,,0.0171349148926868,-0.0084148888388725,0.026594093965147052
17,0.03178140283512475,-0.16266546313120106,4.7256892328335915,0.13261309915270672,0.8538253507454557,0.22078307692307692,0.3215269165632746,0.8163553295760058,0.061359046040650095,0.13557523092883214,-0.02946382550734615,0.006085928091890064,-0.07384382100176433,0.050249553144520884,0.3320591912030431,0.09334427864955,239.53703191419888,2562.346153846154,2.298679888451044,0.6158548893189912,1.5396708825156855,夏钦,男,硕士,否,上海交通大学,1.0,0.0,1.0,1.0,0.0408644027108173,0.0164847649949621,0.07101729257706052
20,0.00962946716115876,-0.15094901534981142,1.4657228794117274,0.10625571839672893,0.8375661555768746,0.1290165,0.3067625907885842,0.7621267365353526,0.055096656902021514,0.09420234631572943,-0.021747017622457968,0.01817743588719036,-0.13335601647087258,0.12338936902279203,0.30502705074862907,0.07161035076646523,194.1616188015861,2696.346153846154,2.300916257506832,2.0274158869145498,0.8372883324346727,詹成,男,博士,否,,1.0,0.0,1.0,,0.0209325431984867,0.0095254252166679,0.02926595272227722
21,0.04521151210828536,-0.12086744509447409,-3.697370608103495,0.1381853453855472,0.7825892480160217,0.1924663076923077,0.1894648544705433,0.700823665939304,0.05411956617681195,0.12888986647260048,-0.025288933989788983,0.005811665259136945,0.2959483253237934,0.046214503495421506,0.29574638580512025,0.07724463059677969,94.6197153479828,3587.5,2.7953535655369537,4.042944188044067,1.1460938239612124,郑晓辉,男,博士,否,,1.0,0.0,1.0,,0.0214635048579368,0.012186250420382,0.035736128384054495
31,0.03393648749799018,-0.09678171795853273,-4.116382256210556,0.1122013392771765,0.7649327630055439,0.12831615384615386,0.13711089892039163,0.8567801084825774,0.046163283732312724,0.15209243029279298,-0.03127873690090244,-0.07356927424067335,0.10088229189627411,-0.023568385104068598,0.43325410945829124,0.09792740054452796,72.71011272779687,956.5769230769231,2.7452789789746794,3.1710374526759355,0.9324956646351324,黄皓,男,硕士,否,西南财经大学,1.0,0.0,1.0,0.0,0.0120914723231022,-0.0132287624758803,0.008456668050404981
61,0.06138594720282492,-0.05237170560323565,-5.853474135127522,0.04958471532523615,0.789727355583305,0.15931054166666667,0.2163130959257258,0.764444559700995,0.06149264157787156,0.11688591419172745,-0.024053147436159165,0.08277339317997906,-0.1477607006811811,0.20086654331348672,0.5954584281046845,0.07672745450140858,132.33498798470197,355.7692307692308,2.5874972084291743,2.4213362156930023,0.918924948554342,连骁,男,硕士,否,,1.0,0.0,1.0,,0.0428692218998994,0.0345973353470991,0.05174746807737955
73,0.03258067208910077,-0.1390018089162295,-7.924567229156426,0.06643900729269263,0.8450343405659037,0.20177265384615384,0.3722399989893671,0.8095894097914452,0.06365882674413878,0.1407784344133919,-0.02870307370032367,-0.0011076083986799512,-0.27534007777925473,0.0798604753876208,0.5106246381765118,0.08810356063912023,199.15263633194073,1084.6538461538462,2.2848677241152484,1.0169562384427078,0.7556226397567494,叶敏,女,大学(推测),否,,0.0,0.0,0.0,,0.0279595949232439,0.0298618339942805,0.03467968312349839
263,0.027888900503659587,-0.15722417914671144,-4.270459832617587,0.007368580386779351,0.8232703719677712,0.12839076923076922,0.19482529130059828,0.7572788980457366,0.051698401591620695,0.1293615598748333,-0.02561474299882002,0.05091492221124739,0.10242964935667305,0.10015025388587208,0.27405243202218965,0.07595823527266234,94.95218592531637,2122.346153846154,2.2323558103490013,2.6619876282870436,1.2969831882058034,单文,男,硕士,否,,1.0,0.0,1.0,,0.0306341061019128,0.0289038419962925,0.05151601180823773
308,0.029346013101938417,-0.10528940400241173,-17.25026589111691,0.01998362866500256,0.8631418431429669,0.13616603846153846,0.32929334711689084,0.7868065080892374,0.09268712284884541,0.10892614345040384,-0.019907079001896873,0.07737495117351648,0.1493360378882869,0.20051656341558538,0.3513515062893628,0.07549950570237782,280.209396173209,2917.346153846154,2.246642008145888,1.4429617447235246,0.738402704522376,邵卓,男,硕士,否,,1.0,0.0,1.0,,0.0337918072807417,0.0201569034228364,0.05578336606030992
327,0.031808850462601436,-0.032077847534477504,-1.136207934044954,0.22716841395085144,0.7626859543926204,0.26704292307692307,0.37078952805706317,0.7738946191090363,0.06833865142699345,0.1095204524251225,-0.023591101353419273,0.041447667379773755,-0.02953150272989724,0.11925764204333598,0.6377097446710701,0.08088220258524295,187.40973976996017,828.4230769230769,2.046185273086074,1.605232809893351,1.171699077731902,钟贇,男,硕士,否,北京大学,1.0,0.0,1.0,1.0,0.0345092324165101,0.0113605716679312,0.04432003730137886
354,-0.003811716595231665,-0.19345220375599634,-1.1423805333446353,0.060977910977910964,0.8773790811182174,0.33722919230769227,0.22580959361068734,0.8479604071926838,0.10285082152384341,0.1760204843662734,-0.03584478410472943,-0.042643455558427704,0.11628926446519056,0.12455848526021289,0.313262504059054,0.08524539002253073,458.7395274771028,1807.3461538461538,2.2320559070977746,0.2006359477927249,0.19861173099388,代毅,男,硕士,否,,1.0,0.0,1.0,,0.0405153913485611,0.0011142615429632,0.06714847075309935
390,0.059691288025158724,-0.07987491297214204,0.3055522236978157,0.2414546793778038,0.7957597443359681,0.20380825,0.3014250562536673,0.7391677046647537,0.15290612387169147,0.10731308567535187,-0.029091459181942433,-0.016354379888596622,0.5033468365111892,0.010200748975489487,0.0,0.06382106593751057,279.0854390560402,1174.1568627450981,1.5146972992419396,2.887655734049859,0.4416362262467081,张明昕,男,硕士,是,北京航空航天大学,1.0,1.0,1.0,0.0,0.0206077962657596,0.0194793348007424,0.014200019668108643
404,0.08114290967764973,-0.137767734703766,6.4868265816789465,0.07688006670374771,0.8232152863200587,0.21676647222222223,0.21781265991830268,0.8069582184335954,0.1926333794220212,0.19754730049755406,-0.04491565597481963,0.007937281735634074,0.4534853958818601,0.2347903820674771,0.0,0.06677257686172744,184.55101116546862,788.0980392156863,1.5356244962892796,3.2940264767959624,0.3992768973126289,蔡荣成,男,硕士,否,,1.0,0.0,1.0,,0.0572202630454891,0.0334394588103164,0.053864707150656305
522,0.06636267653721573,-0.16165444526466446,-10.949240707288899,0.12789873907498484,0.814972395698969,0.5559519230769231,0.02600616814016233,0.8212817390866771,0.10250025961959228,0.14774508999499072,-0.03515652508296196,0.07573513099831987,0.2417799989475732,0.2909651624892629,0.2888359549652142,0.09090656716765852,200.79196214591485,1354.0384615384614,2.1894280280576917,0.7820015961272409,1.634869325120367,李武群,男,博士,否,,1.0,0.0,1.0,,0.0593764091034278,0.0574214690458094,0.07138484921571836
601,0.03833515743932034,-0.17249696907203022,14.444646846206773,0.14168924092035964,0.8744727050234709,0.22858526923076922,0.3381362949136718,0.7859384576281399,0.06412924283442129,0.14131615447568285,-0.027947385777690556,0.028058644564316292,-0.164719949998172,0.06703701844708575,0.3635183175975424,0.07692708330806776,286.21728979383397,928.3076923076923,2.1755283951915008,2.3459128237253286,1.330915203933085,张金涛,男,硕士,否,,1.0,0.0,1.0,,0.033700192721252,0.0247740204065876,0.04784283878534789
742,0.06847299401800319,-0.17608558355806408,-3.7283648108536784,0.024658507042273004,0.8724490555391367,0.301842641025641,0.3811846112402537,0.7280709249835787,0.21790977661157998,0.17648725526891934,-0.03861513838922495,-0.022135023888892245,0.5556568682531069,0.13735787082055428,0.0,0.0732700377794576,257.59677838120274,1831.3260869565217,1.440862607427772,2.1791547364074697,0.4856798329289721,彭凌志,男,硕士,否,上海交通大学,1.0,0.0,1.0,1.0,0.0281181015954057,0.0094496121602618,0.03915519686607216
800,0.019583595531185487,-0.05404411884524863,-13.69181777146886,0.11805669655088695,0.8409088932268065,0.1589516923076923,0.3331756314660045,0.7673891144019067,0.06920072922430905,0.10984462185423695,-0.02101057710063485,-0.011920633236681733,0.13890139239520682,0.07147121939484924,0.3848932146362084,0.09955441651359322,176.92559568380162,697.8076923076923,2.1255531598598023,1.8264369357766759,0.5455421623816795,王毅文,男,硕士,否,,1.0,0.0,1.0,,0.0182356454597942,0.0043489068422433,0.0251319682140541
