fund_code,alpha_2nd,sharpe_1st,ir_1st,log_aum,mgr_total_tenure_v2,log_fund_age
10390,0.0009322989007436999,-0.039874593526772334,1.6531249570472396e-14,-0.4638206825060649,432.59090909090907,0.7523089346639934
10415,-0.08176406471811079,-0.4418447402987249,-9.382929104572137e-16,0.48339241528675697,490.8,0.732517725953267
10416,-0.08316019861394698,-0.4532837121171373,-1.0178584072465294e-15,-2.246247901496587,490.8,0.732517725953267
10912,0.018988292946692062,-0.18128408975490873,3.5868197545429916e-16,0.8706964425575692,922.2857142857143,0.5359482976521119
10913,0.017715110517300514,-0.1912859133107135,1.5717566242815816e-16,-1.8910712583268743,922.2857142857143,0.5359482976521119
11120,0.016924029832585785,-0.2737836877502854,1.0339941992139919e-14,0.26412649483017014,735.3181818181819,0.5391654271889341
11300,0.036518307317294364,-0.05294187007679274,1.2575347578794581e-15,3.540116369596301,978.2857142857143,0.7209839250890248
11301,0.03547582490106905,-0.06209753411652115,1.5541724532499475e-15,2.449871586417819,978.2857142857143,0.7209839250890248
11369,-0.057183297621981516,-0.12573646377318248,-3.222935733598173e-16,0.4943898598118648,372.15,0.7165116688052988
11370,-0.05857745778010304,-0.13814468668204125,-2.0754003978758358e-16,0.04824777818231703,372.15,0.7165116688052988
11399,0.007713621855580888,-0.3418093332018105,2.330699358016115e-16,3.6980943312847203,562.7142857142857,0.6480000985969137
11400,0.006418175038284991,-0.3537616668808807,1.3246170953127542e-16,1.8299838959770545,562.7142857142857,0.6480000985969137
11412,-0.04576149037484379,0.09563999766761493,6.520606308768969e-16,1.2462335956513337,940.2857142857143,0.6194822769884466
11452,-0.049899775147115015,-0.43952644559220655,-7.109775032997866e-16,-2.8114233326825393,490.2857142857143,0.6622257164252032
11488,0.0072369017641101124,0.05965882799302373,1.1737905415574286e-16,2.1648739277287072,921.2857142857143,0.528535363151504
11822,0.007386015799798943,-0.4008810678055369,-9.375114471083709e-16,3.6716632080254556,891.6315789473684,0.6377224660963573
11823,0.006343915691451913,-0.4130940544122091,-7.866688115865561e-16,1.9846700784813645,891.6315789473684,0.6377224660963573
11891,-0.08808053846729541,0.10309720482080537,-5.018969355395768e-16,1.8852283118630326,829.6315789473684,0.4166426818974343
11892,-0.08896289278356917,0.09567199827304423,3.0126334224065954e-16,0.7823893980779505,829.6315789473684,0.4166426818974343
