fund_code,year,quarter,anchor_high,cgo
5914,2020,1,0.785971484263956,0.17044013228162241
5914,2020,2,0.86779109320738,0.3908980114770725
5914,2020,3,0.7906389608759317,0.221374427157481
5914,2020,4,0.8382967001254041,0.19257743792784002
5914,2021,1,0.7372387021970991,0.00033686864182053984
5914,2021,2,0.8841105578768579,0.224472948305147
5914,2021,3,0.811002106940065,0.11971286214065487
5914,2021,4,0.8321486302243579,0.16095463021833473
5914,2022,1,0.7140995777640881,-0.10659377308229305
5914,2022,2,0.792248959800428,0.03819719944726082
5914,2022,3,0.8889002266781723,0.15138717551399852
5914,2022,4,0.7296126075796444,0.10812012983159883
5914,2023,1,0.7080061015688897,0.1954122578479696
5914,2023,2,0.7623790464837471,0.14173479301126485
5914,2023,3,0.6595711261662696,0.005657092239376656
5914,2023,4,0.7284914013263686,0.010372338314810676
5914,2024,1,0.7389201900333813,0.004941586668469086
5914,2024,2,0.74105195635473,0.04683146625148039
5914,2024,3,0.9534626305423151,0.42060510942523266
5914,2024,4,0.8876513591855051,0.38507321890778157
5914,2025,1,0.8740775807913237,0.3297382916413124
5914,2025,2,0.9231049124402264,0.4731648667716748
5914,2025,3,0.9884102845637646,1.0755129229080127
5914,2025,4,0.9632256270411776,0.7779772543013416
5914,2026,1,0.9449360335292444,0.6865536399556453
5914,2026,2,0.9982823677988264,1.0879938515272451
5939,2019,2,0.7824423686020683,0.1488720823224099
5939,2019,4,0.8206387386039927,0.2979228694307726
5939,2020,1,0.6821874068316334,0.11480213186675688
5939,2020,2,0.9034556843148762,0.42758382449629545
5939,2020,3,0.8919498407895016,0.4493190951650907
5939,2020,4,0.976915888256231,0.6802993033184845
5939,2021,1,0.8103631410795371,0.28051762189965107
5939,2021,2,0.9794069113735901,0.6630696337532321
5939,2021,3,0.8766317523300587,0.5477909794886211
5939,2021,4,0.8181665059577118,0.25682089174956874
5939,2022,1,0.703339329548453,-0.0979822130611459
5939,2022,2,0.8180454549428732,0.03500699141983221
5939,2022,3,0.6854369397717066,-0.132024158370346
5939,2022,4,0.6399491167324678,-0.10547836069874177
5939,2023,1,0.6141230380878867,-0.07046598690886
5939,2023,2,0.6570216207243879,-0.028049424359032266
5939,2023,3,0.6037335893552813,-0.10915189659014242
5939,2023,4,0.5947171084147675,-0.10043845437733175
5939,2024,1,0.5526517758940782,-0.07770145904535926
5939,2024,2,0.6321722421868633,0.015961094308549
5939,2024,3,0.7543215566985235,0.26123730405070006
5939,2024,4,0.7377814168509554,0.16078828512760235
5939,2025,1,0.7764756878274498,0.10839218031999423
5939,2025,2,0.7548657917070123,0.11502577550706258
5939,2025,3,0.9998186071860091,0.7050624631739244
5939,2025,4,0.8833486177166971,0.38238325197443346
5939,2026,1,0.91877105261532,0.3780537011949929
5939,2026,2,0.9008170126487122,0.5957921098907556
5940,2019,2,0.7824423686020683,0.1488720823224099
5940,2019,4,0.8206387386039927,0.2979228694307726
5940,2020,1,0.6821874068316334,0.11480213186675688
5940,2020,2,0.9034556843148762,0.42758382449629545
5940,2020,3,0.8919498407895016,0.4493190951650907
5940,2020,4,0.976915888256231,0.6802993033184845
5940,2021,1,0.8119864908087447,0.28178972883603615
5940,2021,2,0.9794069113735901,0.6630696337532321
5940,2021,3,0.8828417253409423,0.5867572897446602
5940,2021,4,0.8181665059577118,0.25682089174956874
5940,2022,1,0.7122667102547477,-0.09069642532335155
5940,2022,2,0.8180454549428732,0.03500699141983221
5940,2022,3,0.6833006610747233,-0.134511601490325
5940,2022,4,0.6399491167324678,-0.10547836069874177
5940,2023,1,0.5999669024027877,-0.07688035910527886
5940,2023,2,0.6570216207243879,-0.028049424359032266
5940,2023,3,0.6002701586685951,-0.11031706363835661
5940,2023,4,0.5947171084147675,-0.10043845437733175
5940,2024,1,0.5515375373326582,-0.07416730728463794
5940,2024,2,0.6321722421868633,0.015961094308549
5940,2024,3,0.7592126309937824,0.2632931166367148
5940,2024,4,0.7377814168509554,0.16078828512760235
5940,2025,1,0.7764756878274498,0.10839218031999423
5940,2025,2,0.7548657917070123,0.11502577550706258
5940,2025,3,0.9998186071860091,0.7050624631739244
5940,2025,4,0.8833486177166971,0.38238325197443346
5940,2026,1,0.91877105261532,0.3780537011949929
5940,2026,2,0.9008170126487122,0.5957921098907556
6025,2019,2,0.8307439210443123,0.28076212386954297
6025,2019,4,0.9527153489550498,0.11211480257666444
6025,2020,1,0.8637396821349109,-0.04660711060519063
6025,2020,2,0.8735336721504381,0.03736621239370468
6025,2020,3,0.9055383680268951,0.12574157415298673
6025,2020,4,0.9144862101444516,0.18030329277791882
6025,2021,1,0.9070717286953823,0.11507057063263124
6025,2021,2,0.8451417758836909,0.02155926086506192
6025,2021,3,0.7776395409355515,-0.07512003250194106
6025,2021,4,0.8308459900237116,0.15430713537309285
6025,2022,1,0.719512072560101,0.2615904941365681
6025,2022,2,0.626032837698412,-0.04177460818515742
6025,2022,3,0.6487746603571808,-0.0202324891775346
6025,2022,4,0.5553395240804367,-0.10304882254853429
6025,2023,1,0.7420305252219914,0.14420997932021917
6025,2023,2,0.7711711449539089,0.1648943366601762
6025,2023,3,0.6779024280210124,0.0315485923411982
6025,2023,4,0.7881138316448703,-0.0035719020126817745
6025,2024,1,0.673789642849404,-0.13317955270509643
6025,2024,2,0.6189890447538657,-0.08294921773574385
6025,2024,3,0.79912902932599,0.08917746499034346
6025,2024,4,0.846499637322055,0.28128301960297264
6025,2025,1,0.8129916566927675,0.1957222428777184
6025,2025,2,0.8490187057460372,0.15025409455814503
6025,2025,3,0.9969402760022348,0.42916201095541134
6025,2025,4,0.8975911068320593,0.29370267791478677
6025,2026,1,0.8002899667377407,0.10648466609146941
6025,2026,2,0.9951010318026364,1.0753131207792508
6049,2018,3,0.8301596115165188,-0.008827507984731886
6049,2018,4,0.6861004330622938,-0.15152063711406233
6049,2019,1,0.8900530115339579,0.10967340196655126
6049,2019,2,0.7927330368096076,0.06253886907637474
6049,2019,3,0.7786656159816641,0.09390365390374542
6049,2019,4,0.8214796060045125,0.0875173558649836
6049,2020,1,0.8244452090120539,0.0176840567016419
6049,2020,2,0.9299204841123725,0.5815057458644809
6049,2020,3,0.9513793759459026,0.570968110237032
6049,2020,4,0.9568554296327013,0.6876589769466609
6049,2021,1,0.9046617474142681,0.4292413637388928
6049,2021,2,0.9808861513717941,0.7176129750864033
6049,2021,3,0.957887875205422,0.7271761880088753
6049,2021,4,0.9166128142497677,0.46793210007167146
6049,2022,1,0.8298387755698572,0.14282754191028882
6049,2022,2,0.8858241491227956,0.23466303376869196
6049,2022,3,0.9414863529695348,0.432129037725237
6049,2022,4,0.7798067079857923,0.18709100617902638
6049,2023,1,0.6932849545172348,0.019805324170556395
6049,2023,2,0.7424013115915203,0.10267318989621267
6049,2023,3,0.6218612511508104,-0.09344816381002385
6049,2023,4,0.6888873129379126,-0.04779929791205798
6049,2024,1,0.6937163014474089,-0.02797762029079133
6049,2024,2,0.7516447892309105,0.0949378003712235
6049,2024,3,0.8700468768143522,0.3026559389014171
6049,2024,4,0.6601940585630444,0.08530436953916538
6049,2025,1,0.8569373832954511,0.23703230020188176
6049,2025,2,0.7083975849166649,-0.04384166881373827
6049,2025,3,0.7418161660050132,0.07490932397735231
6049,2025,4,0.8163177566641937,0.0586337110389948
6049,2026,1,0.7348070341635408,-0.07276215539410773
6049,2026,2,0.5875585254364594,-0.24484773352146608
6154,2019,2,0.7633898121122213,0.15186731635944117
6154,2019,4,0.8155056850150013,0.15490517369379014
6154,2020,1,0.7474121699417656,0.14252113775778086
6154,2020,2,0.9791256729134057,0.42839689878519066
6154,2020,3,0.9342205603111782,0.2895496265225426
6154,2020,4,0.9079627377259721,0.3168284943181631
6154,2021,1,0.7407763117284861,0.05195667916248166
6154,2021,2,0.8613929439851589,0.3413779889710279
6154,2021,3,0.7889629470963111,0.45748807811074577
6154,2021,4,0.8183598290707613,0.23783091969790995
6154,2022,1,0.646084175435471,-0.08686101582495145
6154,2022,2,0.7373277880999765,0.010428773166947135
6154,2022,3,0.6319600199087095,-0.1365241572556099
6154,2022,4,0.5864568440251783,-0.11997923464175632
6154,2023,1,0.5796024994036232,-0.08622253768806959
6154,2023,2,0.5529478125437679,-0.09847372128150178
6154,2023,3,0.5229895554486274,-0.08496635084142799
6154,2023,4,0.5410986773456332,-0.08240145430196695
6154,2024,1,0.5500102684349198,-0.030856711608037168
6154,2024,2,0.5304634586040339,-0.07391943618414937
6154,2024,3,0.5975691472516829,0.11169574984728797
6154,2024,4,0.6225884968045622,0.0961587651722612
6154,2025,1,0.7710761923320274,0.2511667865048473
6154,2025,2,0.7667913464158602,0.14538540433492342
6154,2025,3,0.9171110337394559,0.43912313751464915
6154,2025,4,0.8621324438914069,0.1826647387468505
6154,2026,1,0.8182319140967348,0.23901973159627465
6154,2026,2,0.9941544770998122,1.2838118607522118
6250,2019,2,0.9358633267173134,0.2937737101244049
6250,2019,4,0.8365297601209128,0.2836664572668725
6250,2020,1,0.8248997919335557,0.1327170369366634
6250,2020,2,0.9919847602751286,0.5023384669097608
6250,2020,3,0.9674205953225186,0.5796277003743566
6250,2020,4,0.9764472380737934,0.6547017419501363
6250,2021,1,0.7555671125998321,0.2471600568330611
6250,2021,2,0.9795379692356301,0.5625668284157951
6250,2021,3,0.9376236600167978,0.6283089760351362
6250,2021,4,0.8286819793268793,0.2698802921160053
6250,2022,1,0.7234387330962645,-0.0447342069424244
6250,2022,2,0.8636328721317572,0.13444099635899
6250,2022,3,0.7040188579287618,-0.06462691015778912
6250,2022,4,0.6789570519441798,-0.00548763361611271
6250,2023,1,0.6909888417722632,-0.009574006630810808
6250,2023,2,0.7663805026012145,0.061760770957778315
6250,2023,3,0.7665306288520345,0.04835263239637328
6250,2023,4,0.7900093657841425,0.08504817684240834
6250,2024,1,0.6656572093034783,-0.05427784049509222
6250,2024,2,0.5796493772513323,-0.10131277162580439
6250,2024,3,0.7311004507963546,0.21576047056115155
6250,2024,4,0.7730148881782215,0.332627519618602
6250,2025,1,0.8972744848774378,0.5592766554577495
6250,2025,2,0.854028396577566,0.2627380210531803
6250,2025,3,1.0,0.886225195889079
6250,2025,4,0.9580372881937469,0.6359165809685369
6250,2026,1,0.9271774689571874,0.517454488229322
6250,2026,2,0.9136559007558736,0.797216880751663
6271,2019,2,0.9370260061419523,0.2957336847479936
6271,2019,4,0.897843429339942,0.20216797178335688
6271,2020,1,0.9313475309119212,0.15326404876772792
6271,2020,2,0.8853012365785994,0.23936594358973207
6271,2020,3,0.9578222856514577,0.5388880561721419
6271,2020,4,0.9531827334124001,0.4649008502297599
6271,2021,1,0.7909032663126275,0.14430229455308805
6271,2021,2,0.9273961748393299,0.2963574164040159
6271,2021,3,0.8783732993695988,0.26249828912819767
6271,2021,4,0.8901804321600257,0.20736062921695073
6271,2022,1,0.6986950258560095,-0.11678522944961266
6271,2022,2,0.7666182861258245,-0.02384356987458628
6271,2022,3,0.7027242527103076,-0.023876997170848874
6271,2022,4,0.7259841608177224,0.026775575719909687
6271,2023,1,0.8676295670495343,0.3807685168677439
6271,2023,2,0.854726623084268,0.3150525630967014
6271,2023,3,0.7348166994628118,-0.028467563844086028
6271,2023,4,0.6482211006041297,-0.07891884355590391
6271,2024,1,0.7189137213609831,-0.09290246002597416
6271,2024,2,0.6875269726879465,-0.04302489407036544
6271,2024,3,0.826838887107336,0.10845360690621789
6271,2024,4,0.8182016554175123,0.17820352451068583
6271,2025,1,0.8460002955114444,0.11274447575401218
6271,2025,2,0.8743508967590263,0.14945941565067178
6271,2025,3,0.9882769915812126,0.42090535858199374
6271,2025,4,0.908667419652883,0.3135012806575487
6271,2026,1,0.732796797784089,0.09901942511379717
6271,2026,2,1.0,0.6851258777632288
6281,2019,2,0.8649999925608796,0.14743296657843513
6281,2019,4,0.9692976830565779,0.2576691374709684
6281,2020,1,0.8665224110889377,0.11723126585996889
6281,2020,2,0.9697049280134631,0.5532492806638621
6281,2020,3,0.9667517150857128,0.5493914482786579
6281,2020,4,0.9882984643886863,0.7141594730886872
6281,2021,1,0.9161673505984992,0.2691636700570092
6281,2021,2,0.9651853104054938,0.5534212998011196
6281,2021,3,0.8552035376514658,0.32465563117810053
6281,2021,4,0.8686105445388501,0.33124231425477163
6281,2022,1,0.767070629097001,-0.018890870140049473
6281,2022,2,0.8843225841519133,0.2220376835434861
6281,2022,3,0.7729867513639158,0.12324941090514868
6281,2022,4,0.7049319976088942,0.0969253204928612
6281,2023,1,0.9763541597129488,0.9813662914413702
6281,2023,2,0.8985952895289174,0.6724266022923049
6281,2023,3,0.7942974142256649,0.20661613622691533
6281,2023,4,0.7572942041002828,0.08549153446392188
6281,2024,1,0.8699147678528106,0.19539240860542634
6281,2024,2,0.8246378394483354,0.2436465518651634
6281,2024,3,0.941453435390504,0.38201660844814356
6281,2024,4,0.862920630569376,0.5248069659929587
6281,2025,1,0.8783017358526528,0.4933458637922995
6281,2025,2,0.8755672037215783,0.3092927725296006
6281,2025,3,0.9638328468119066,0.9166849821229928
6281,2025,4,0.9589636092190248,0.5977912339450012
6281,2026,1,0.776997307956852,0.344466199267547
6281,2026,2,0.9925999233531742,1.0441257477738348
6299,2019,1,0.973749336086119,0.21057535528220178
6299,2019,2,0.7813986108144423,0.05600988378199388
6299,2019,3,0.779875484342052,0.07520882598789783
6299,2019,4,0.8602861640424174,0.10906820395749224
6299,2020,1,0.8776072062656071,0.11034063207971931
6299,2020,2,0.9215827985110564,0.6278579710806894
6299,2020,3,0.9146663132262776,0.5718800907727496
6299,2020,4,0.9777402777142015,0.7425246553760061
6299,2021,1,0.9161769245661213,0.4282858441973947
6299,2021,2,0.9738632458450611,0.7088680561469942
6299,2021,3,0.930618158970065,0.574599622112846
6299,2021,4,0.903750109743369,0.4257642307610321
6299,2022,1,0.7722828691399325,0.05376538165241787
6299,2022,2,0.9021396800588328,0.2136404453843894
6299,2022,3,0.9289709991707588,0.35889692165573917
6299,2022,4,0.7439422141304597,0.08479575206012584
6299,2023,1,0.8458209834653484,0.1775145632530284
6299,2023,2,0.9012039625445835,0.389744504925026
6299,2023,3,0.7844059029776027,0.08254501618737409
6299,2023,4,0.7520623706357177,0.019480109789642482
6299,2024,1,0.7745887825183394,0.04451182956741136
6299,2024,2,0.7919804636384699,0.07021700633411758
6299,2024,3,0.8874072711250047,0.15585202803762646
6299,2024,4,0.8026313220145024,0.16633939788620272
6299,2025,1,0.8749444001200934,0.18315672975054578
6299,2025,2,0.8910931481683638,0.21109858070198792
6299,2025,3,0.9965667751673712,0.6297594090951354
6299,2025,4,0.9615582479757014,0.5053666791794501
6299,2026,1,0.8838084794522162,0.35123182219702503
6299,2026,2,0.9714490209350978,1.143891883346541
6314,2019,4,0.8861872401505257,0.28369677712634106
6314,2020,1,0.9416290617352561,0.28038798062361525
6314,2020,2,0.9833558374077642,0.5646439966148163
6314,2020,3,0.911460953890311,0.37685951780861804
6314,2020,4,0.9534374016479569,0.4850562588317553
6314,2021,1,0.9224008538454863,0.2643938958313839
6314,2021,2,0.968544800576234,0.5404028172166929
6314,2021,3,0.8523368582363317,0.3895161591446779
6314,2021,4,0.8984220475633004,0.3888858328086914
6314,2022,1,0.7534478108007334,0.1884484550255061
6314,2022,2,0.9041835432076971,0.27559922883572213
6314,2022,3,0.8426024510732879,0.18848480012361138
6314,2022,4,0.7494238127089895,0.12366755906253243
6314,2023,1,0.879449721362828,0.2683750199499152
6314,2023,2,0.8773297474541072,0.4135210140663905
6314,2023,3,0.9045316169047439,0.20497637621951692
6314,2023,4,0.7801915904491935,0.08280748609257253
6314,2024,1,0.8554248319265982,0.17941561129688238
6314,2024,2,0.7920821338444867,0.15736151455908926
6314,2024,3,0.8015531252686738,0.2550185599356436
6314,2024,4,0.8582292334686408,0.34632199372927464
6314,2025,1,0.857959817687118,0.41040203860389673
6314,2025,2,0.89373217812727,0.43576266784331436
6314,2025,3,0.9680458320533343,0.8692343557871206
6314,2025,4,0.8714752873124586,0.38721203699948564
6314,2026,1,0.9331908135619329,0.5414966062178577
6314,2026,2,1.0,1.4170309055037715
6315,2019,4,0.8861872401505257,0.28369677712634106
6315,2020,1,0.9416290617352561,0.28038798062361525
6315,2020,2,0.9833558374077642,0.5646439966148163
6315,2020,3,0.9123908786756288,0.3850438212280532
6315,2020,4,0.9534374016479569,0.4850562588317553
6315,2021,1,0.9224008538454863,0.2643938958313839
6315,2021,2,0.968544800576234,0.5404028172166929
6315,2021,3,0.8565590239887915,0.41571280530992527
6315,2021,4,0.8984220475633004,0.3888858328086914
6315,2022,1,0.7534478108007334,0.1884484550255061
6315,2022,2,0.9041835432076971,0.27559922883572213
6315,2022,3,0.8426024510732879,0.19815356450925298
6315,2022,4,0.7494238127089895,0.12366755906253243
6315,2023,1,0.8799184164648549,0.27923428358791624
6315,2023,2,0.8773297474541072,0.4135210140663905
6315,2023,3,0.9045316169047439,0.20497637621951692
6315,2023,4,0.7801915904491935,0.08280748609257253
6315,2024,1,0.8554248319265982,0.17941561129688238
6315,2024,2,0.7920821338444867,0.15736151455908926
6315,2024,3,0.8015531252686738,0.2550185599356436
6315,2024,4,0.8582292334686408,0.34632199372927464
6315,2025,1,0.857959817687118,0.41040203860389673
6315,2025,2,0.89373217812727,0.43576266784331436
6315,2025,3,0.9680458320533343,0.8692343557871206
6315,2025,4,0.8714752873124586,0.38721203699948564
6315,2026,1,0.9944179653278369,0.6727878883407801
6315,2026,2,1.0,1.4170309055037715
6522,2019,2,0.9036118321174519,0.19591652958046182
6522,2019,4,0.987252958449716,0.13691747230789117
6522,2020,1,0.8833354755399463,0.2243375459332197
6522,2020,2,0.9811499257237796,0.4723525709286214
6522,2020,3,0.909021662711059,0.29418345926445955
6522,2020,4,0.9398339293114502,0.3563624329467008
6522,2021,1,0.8583344768042781,0.11143503161932357
6522,2021,2,0.9018554721137897,0.2877117018103575
6522,2021,3,0.8115106037796328,0.530567463404043
6522,2021,4,0.830101201223584,0.2141381006471283
6522,2022,1,0.8331621508631182,0.2535185414857275
6522,2022,2,0.8223842341897415,0.2603833762367316
6522,2022,3,0.70002542148743,0.041884433785483254
6522,2022,4,0.7137026576465489,0.10441122362829484
6522,2023,1,0.8585481823997193,0.3375451481458021
6522,2023,2,0.8617938152076263,0.4900494764716536
6522,2023,3,0.815988172135882,0.1527962635997661
6522,2023,4,0.7897584967221319,0.1832016983654212
6522,2024,1,0.964414325923921,0.30702089006077404
6522,2024,2,0.8583806091913224,0.32300972397745664
6522,2024,3,0.9176808742083777,0.44122218836172655
6522,2024,4,0.9272403801021993,0.7089671727470365
6522,2025,1,0.9513130139223921,0.47051185042057053
6522,2025,2,0.9372225311613365,0.6168854520450004
6522,2025,3,0.9845502901668639,1.014319246545453
6522,2025,4,0.9697835954827593,0.9239266866820354
6522,2026,1,0.9133135505574979,0.6461748097952618
6522,2026,2,1.0,1.4873173664422088
6523,2019,2,0.9036118321174519,0.19591652958046182
6523,2019,4,0.987252958449716,0.13691747230789117
6523,2020,1,0.8833354755399463,0.2243375459332197
6523,2020,2,0.9811499257237796,0.4723525709286214
6523,2020,3,0.909021662711059,0.29418345926445955
6523,2020,4,0.9398339293114502,0.3563624329467008
6523,2021,1,0.8583344768042781,0.11143503161932357
6523,2021,2,0.9018554721137897,0.2877117018103575
6523,2021,3,0.8115106037796328,0.530567463404043
6523,2021,4,0.830101201223584,0.2141381006471283
6523,2022,1,0.8331621508631182,0.2535185414857275
6523,2022,2,0.8223842341897415,0.2603833762367316
6523,2022,3,0.70002542148743,0.041884433785483254
6523,2022,4,0.7137026576465489,0.10441122362829484
6523,2023,1,0.8585481823997193,0.3375451481458021
6523,2023,2,0.8617938152076263,0.4900494764716536
6523,2023,3,0.815988172135882,0.1527962635997661
6523,2023,4,0.7897584967221319,0.1832016983654212
6523,2024,1,0.964414325923921,0.30702089006077404
6523,2024,2,0.8583806091913224,0.32300972397745664
6523,2024,3,0.9176808742083777,0.44122218836172655
6523,2024,4,0.9272403801021993,0.7089671727470365
6523,2025,1,0.9513130139223921,0.47051185042057053
6523,2025,2,0.9372225311613365,0.6168854520450004
6523,2025,3,0.9845502901668639,1.014319246545453
6523,2025,4,0.9697835954827593,0.9239266866820354
6523,2026,1,0.9133135505574979,0.6461748097952618
6523,2026,2,1.0,1.4873173664422088
6533,2019,2,0.8607654882893304,0.15548775994170774
6533,2019,4,0.9157001808623163,0.23510690156839184
6533,2020,1,0.7907304036301421,0.14600742259691551
6533,2020,2,0.9479949535102313,0.41793216911551534
6533,2020,3,0.853921035462382,0.29968127367735925
6533,2020,4,0.8765309492568343,0.32547459772541576
6533,2021,1,0.7461520573047563,0.09441044991484397
6533,2021,2,0.8967198775563674,0.30726783367972516
6533,2021,3,0.885058976171385,0.3205973755341839
6533,2021,4,0.851630628479562,0.23160672255999415
6533,2022,1,0.7201235491641386,-0.052689392713105514
6533,2022,2,0.8136851988394745,0.06106179025651584
6533,2022,3,0.7109244008012979,-0.09526426420655729
6533,2022,4,0.6173639546491115,-0.07909346810452153
6533,2023,1,0.6636623708276649,-0.039464062924483324
6533,2023,2,0.6561389361379084,-0.006131053857417069
6533,2023,3,0.6030942348855858,-0.022989207957218726
6533,2023,4,0.7028895195248971,0.02661218336492617
6533,2024,1,0.7713034387508396,0.14215483291202827
6533,2024,2,0.7799667144273849,0.17975859631535143
6533,2024,3,0.9205455601195903,0.4087321520405241
6533,2024,4,0.7790544863547573,0.16933576279231471
6533,2025,1,0.8182412236293667,0.16189502922091142
6533,2025,2,0.8397909227241213,0.1948958921384649
6533,2025,3,0.993079435451426,1.0211455458312442
6533,2025,4,0.9111686924117803,0.5059365790673077
6533,2026,1,0.9159554053005508,0.43173113206513103
6533,2026,2,0.9639247239400932,0.725436423752758
6615,2019,2,0.7680552250334908,0.15757844008501048
6615,2019,4,0.8846123563809485,0.24477910204961015
6615,2020,1,0.9774385798396846,0.34542544218848936
6615,2020,2,0.924185996945603,0.4761155260350344
6615,2020,3,0.94901961768517,0.5826143482522984
6615,2020,4,0.9272418338063179,0.41135287865125303
6615,2021,1,0.7462020623924789,-0.009336443533140023
6615,2021,2,0.9410727505926397,0.39682193341757965
6615,2021,3,0.8530516001464683,0.17000310662671703
6615,2021,4,0.8579996621315251,0.1406700150042243
6615,2022,1,0.7818171838396077,-0.021148476190376873
6615,2022,2,0.7623439768327498,-0.001632102772933166
6615,2022,3,0.8750428736601101,0.13614956387152224
6615,2022,4,0.7236316965254052,0.01185999068392294
6615,2023,1,0.6840694250531871,0.12290655388392588
6615,2023,2,0.7194731816248481,0.23153208806664205
6615,2023,3,0.6440164903593085,0.04334898025416357
6615,2023,4,0.6751541903516666,-0.04694124100207511
6615,2024,1,0.8192197056945696,0.11107953114908035
6615,2024,2,0.7591161035965337,0.0662932349147229
6615,2024,3,0.8969758072113679,0.267306463710121
6615,2024,4,0.8475855590435568,0.407386050222267
6615,2025,1,0.9476379817631866,0.4734639635729742
6615,2025,2,0.858199559663764,0.25976930073676285
6615,2025,3,0.984361825827505,1.0793675771966182
6615,2025,4,0.9397737605979954,0.6223360271632759
6615,2026,1,0.886317628833189,0.617948131922204
6615,2026,2,0.987442689643407,0.9939592075030426
6616,2019,2,0.7680552250334908,0.15757844008501048
6616,2019,4,0.8846123563809485,0.24477910204961015
6616,2020,1,0.9774385798396846,0.34542544218848936
6616,2020,2,0.924185996945603,0.4761155260350344
6616,2020,3,0.94901961768517,0.5826143482522984
6616,2020,4,0.9272418338063179,0.41135287865125303
6616,2021,1,0.750613722305541,-0.002790717482293243
6616,2021,2,0.9410727505926397,0.39682193341757965
6616,2021,3,0.8530516001464683,0.17000310662671703
6616,2021,4,0.8579996621315251,0.1406700150042243
6616,2022,1,0.7818171838396077,-0.021148476190376873
6616,2022,2,0.7623439768327498,-0.001632102772933166
6616,2022,3,0.8750428736601101,0.13614956387152224
6616,2022,4,0.7236316965254052,0.01185999068392294
6616,2023,1,0.6840694250531871,0.12290655388392588
6616,2023,2,0.7194731816248481,0.23153208806664205
6616,2023,3,0.6440164903593085,0.04334898025416357
6616,2023,4,0.6751541903516666,-0.04694124100207511
6616,2024,1,0.8192197056945696,0.11107953114908035
6616,2024,2,0.7591161035965337,0.0662932349147229
6616,2024,3,0.8969758072113679,0.267306463710121
6616,2024,4,0.8475855590435568,0.407386050222267
6616,2025,1,0.9476379817631866,0.4734639635729742
6616,2025,2,0.858199559663764,0.25976930073676285
6616,2025,3,0.984361825827505,1.0793675771966182
6616,2025,4,0.9397737605979954,0.6223360271632759
6616,2026,1,0.886317628833189,0.617948131922204
6616,2026,2,0.987442689643407,0.9939592075030426
6769,2019,4,0.9100491507107031,0.2759706449441336
6769,2020,1,0.9546641243115482,0.30359890924145577
6769,2020,2,0.9913965861047863,0.610455040507356
6769,2020,3,0.9327135420558398,0.5412286855097359
6769,2020,4,0.9504856880234657,0.5121158194681229
6769,2021,1,0.8877877267551378,0.22545929735239073
6769,2021,2,0.9761014752636824,0.5126885502185304
6769,2021,3,0.8741443729038592,0.31809886555511224
6769,2021,4,0.9159834799890682,0.2904102302972845
6769,2022,1,0.8689010834706987,0.08221957000450072
6769,2022,2,0.9563293381681883,0.2836687804803025
6769,2022,3,0.9217755873371991,0.13051042976393223
6769,2022,4,0.7077677955676497,0.060640782716156964
6769,2023,1,0.7094513446523261,0.06686475309697162
6769,2023,2,0.8195103130400516,0.26153048784726785
6769,2023,3,0.7266316929812642,0.04003177518446548
6769,2023,4,0.7838051959543941,0.0683432206417656
6769,2024,1,0.7187999934452911,-0.053027570213345906
6769,2024,2,0.7992893597387735,0.1282287199785517
6769,2024,3,0.797391574938632,0.24199525067847852
6769,2024,4,0.784808225348692,0.16096303015597577
6769,2025,1,0.8773718392285635,0.19508353792601557
6769,2025,2,0.864799788972004,0.16738413254789805
6769,2025,3,0.9737073705252173,0.5722829864895667
6769,2025,4,0.9656380346485774,0.5680279633400975
6769,2026,1,0.9023890948936092,0.29057875790228205
6769,2026,2,0.905523742745089,0.511464131109726
6887,2019,2,0.9568528683976708,0.25972838644371427
6887,2019,4,0.8948365986604399,0.12925517363361824
6887,2020,1,0.8771139928579155,0.23710432958031394
6887,2020,2,0.9842626901388178,0.502304011819407
6887,2020,3,0.9518752760622301,0.431621671954086
6887,2020,4,0.9869304730045961,0.6938195956108718
6887,2021,1,0.8963998208155417,0.24780334955533212
6887,2021,2,0.9872628509878302,0.4903741079050014
6887,2021,3,0.8907152302499853,0.6995223582016217
6887,2021,4,0.8054853768795248,0.22225174613449653
6887,2022,1,0.6898259756024095,-0.09607758713619344
6887,2022,2,0.8523277172539012,0.19323171509432754
6887,2022,3,0.7205307152774754,0.06984198732876272
6887,2022,4,0.7555339827045026,0.21103808335897709
6887,2023,1,0.9797710228146365,0.8020042153598035
6887,2023,2,0.9713447209145191,1.0452168433153657
6887,2023,3,0.8138940064889462,0.38822065359649643
6887,2023,4,0.7583338441518908,0.13849745443546962
6887,2024,1,0.935254590600565,0.31631211172029144
6887,2024,2,0.8991283344604201,0.3339597307616185
6887,2024,3,0.9612815460808656,0.39180814623736965
6887,2024,4,0.9336863278732358,0.51551337503969
6887,2025,1,0.8511805803625503,0.4392429545355942
6887,2025,2,0.9078732018587703,0.544597618732146
6887,2025,3,0.975493212037217,1.070039819733239
6887,2025,4,0.9887959030604874,0.781686553486049
6887,2026,1,0.943953040989075,0.6188239313944707
6887,2026,2,0.9946967785641515,1.4083466195654053
6888,2019,2,0.9568528683976708,0.25972838644371427
6888,2019,4,0.8948365986604399,0.12925517363361824
6888,2020,1,0.8771139928579155,0.23710432958031394
6888,2020,2,0.9842626901388178,0.502304011819407
6888,2020,3,0.9518752760622301,0.431621671954086
6888,2020,4,0.9869304730045961,0.6938195956108718
6888,2021,1,0.8963998208155417,0.24780334955533212
