fund_code,report_date,stock_code,stock_name,hold_ratio,source
001438,2019-03-31,300144,宋城演艺,10.03,ak-top10-2019
001438,2019-03-31,002153,石基信息,9.15,ak-top10-2019
001438,2019-03-31,600570,恒生电子,8.88,ak-top10-2019
001438,2019-03-31,600030,中信证券,7.05,ak-top10-2019
001438,2019-03-31,002410,广联达,5.96,ak-top10-2019
001438,2019-03-31,601688,华泰证券,5.32,ak-top10-2019
001438,2019-03-31,600837,海通证券,5.23,ak-top10-2019
001438,2019-03-31,600026,中远海能,5.21,ak-top10-2019
001438,2019-03-31,002415,海康威视,5.1,ak-top10-2019
001438,2019-03-31,601872,招商轮船,5.01,ak-top10-2019
001438,2019-06-30,300144,宋城演艺,9.93,ak-top10-2019
001438,2019-06-30,002153,石基信息,9.84,ak-top10-2019
001438,2019-06-30,002415,海康威视,9.69,ak-top10-2019
001438,2019-06-30,600570,恒生电子,9.07,ak-top10-2019
001438,2019-06-30,002410,广联达,6.64,ak-top10-2019
001438,2019-06-30,300661,圣邦股份,6.06,ak-top10-2019
001438,2019-06-30,601888,中国中免,5.43,ak-top10-2019
001438,2019-06-30,600588,用友网络,5.42,ak-top10-2019
001438,2019-06-30,300357,我武生物,5.2,ak-top10-2019
001438,2019-06-30,600967,内蒙一机,4.87,ak-top10-2019
001438,2019-06-30,603960,克来机电,2.69,ak-top10-2019
001438,2019-06-30,300699,光威复材,2.51,ak-top10-2019
001438,2019-06-30,002414,高德红外,2.42,ak-top10-2019
001438,2019-06-30,000568,泸州老窖,2.33,ak-top10-2019
001438,2019-06-30,002179,中航光电,2.14,ak-top10-2019
001438,2019-06-30,603039,泛微网络,2.13,ak-top10-2019
001438,2019-06-30,600195,中牧股份,2.11,ak-top10-2019
001438,2019-06-30,603678,火炬电子,1.98,ak-top10-2019
001438,2019-06-30,600760,中航沈飞,1.95,ak-top10-2019
001438,2019-06-30,600968,海油发展,0.06,ak-top10-2019
001438,2019-06-30,300782,卓胜微,0.05,ak-top10-2019
001438,2019-06-30,601698,中国卫通,0.02,ak-top10-2019
001438,2019-06-30,601236,红塔证券,0.02,ak-top10-2019
001438,2019-06-30,300594,朗进科技,0.02,ak-top10-2019
001438,2019-06-30,603863,松炀资源,0.02,ak-top10-2019
001438,2019-06-30,603867,新化股份,0.02,ak-top10-2019
001438,2019-09-30,300144,宋城演艺,10.01,ak-top10-2019
001438,2019-09-30,002153,石基信息,9.84,ak-top10-2019
001438,2019-09-30,002415,海康威视,9.61,ak-top10-2019
001438,2019-09-30,600967,内蒙一机,9.44,ak-top10-2019
001438,2019-09-30,600570,恒生电子,8.58,ak-top10-2019
001438,2019-09-30,002410,广联达,6.25,ak-top10-2019
001438,2019-09-30,300357,我武生物,6.01,ak-top10-2019
001438,2019-09-30,002405,四维图新,5.51,ak-top10-2019
001438,2019-09-30,600588,用友网络,5.43,ak-top10-2019
001438,2019-09-30,300113,顺网科技,5.24,ak-top10-2019
001438,2019-12-31,300144,宋城演艺,9.87,ak-top10-2019
001438,2019-12-31,002153,石基信息,9.81,ak-top10-2019
001438,2019-12-31,600570,恒生电子,9.66,ak-top10-2019
001438,2019-12-31,600967,内蒙一机,9.56,ak-top10-2019
001438,2019-12-31,002415,海康威视,9.42,ak-top10-2019
001438,2019-12-31,002410,广联达,9.41,ak-top10-2019
001438,2019-12-31,300113,顺网科技,6.14,ak-top10-2019
001438,2019-12-31,600588,用友网络,5.53,ak-top10-2019
001438,2019-12-31,600699,均胜电子,5.1,ak-top10-2019
001438,2019-12-31,600845,宝信软件,5.02,ak-top10-2019
001438,2019-12-31,601658,邮储银行,4.81,ak-top10-2019
001438,2019-12-31,002405,四维图新,3.99,ak-top10-2019
001438,2019-12-31,300699,光威复材,2.44,ak-top10-2019
001438,2019-12-31,603960,克来机电,2.05,ak-top10-2019
001438,2019-12-31,688116,天奈科技,0.34,ak-top10-2019
001438,2019-12-31,688030,山石网科,0.22,ak-top10-2019
001438,2019-12-31,688039,当虹科技,0.15,ak-top10-2019
001438,2019-12-31,688198,佰仁医疗,0.09,ak-top10-2019
001438,2019-12-31,688288,鸿泉物联,0.07,ak-top10-2019
001438,2019-12-31,688181,八亿时空,0.06,ak-top10-2019
001438,2019-12-31,688081,兴图新科,0.05,ak-top10-2019
001438,2019-12-31,002972,科安达,0.02,ak-top10-2019
001438,2019-12-31,603109,神驰机电,0.01,ak-top10-2019
001438,2019-12-31,002973,侨银股份,0.0,ak-top10-2019
001438,2020-03-31,600570,恒生电子,10.11,ak-top10-2020
001438,2020-03-31,002410,广联达,9.96,ak-top10-2020
001438,2020-03-31,002415,海康威视,9.78,ak-top10-2020
001438,2020-03-31,002153,石基信息,9.37,ak-top10-2020
001438,2020-03-31,600967,内蒙一机,9.28,ak-top10-2020
001438,2020-03-31,600588,用友网络,7.66,ak-top10-2020
001438,2020-03-31,600845,宝信软件,6.23,ak-top10-2020
001438,2020-03-31,300699,光威复材,5.78,ak-top10-2020
001438,2020-03-31,603960,克来机电,5.16,ak-top10-2020
001438,2020-03-31,300113,顺网科技,5.09,ak-top10-2020
001438,2020-06-30,600570,恒生电子,9.79,ak-top10-2020
001438,2020-06-30,002410,广联达,9.59,ak-top10-2020
001438,2020-06-30,002153,石基信息,9.33,ak-top10-2020
001438,2020-06-30,600967,内蒙一机,9.19,ak-top10-2020
001438,2020-06-30,600588,用友网络,7.6,ak-top10-2020
001438,2020-06-30,600845,宝信软件,6.48,ak-top10-2020
001438,2020-06-30,300113,顺网科技,5.53,ak-top10-2020
001438,2020-06-30,603786,科博达,5.48,ak-top10-2020
001438,2020-06-30,300454,深信服,5.22,ak-top10-2020
001438,2020-06-30,300699,光威复材,5.12,ak-top10-2020
001438,2020-06-30,603960,克来机电,4.98,ak-top10-2020
001438,2020-06-30,300747,锐科激光,4.86,ak-top10-2020
001438,2020-06-30,300251,光线传媒,4.75,ak-top10-2020
001438,2020-06-30,002050,三花智控,2.96,ak-top10-2020
001438,2020-06-30,300572,安车检测,0.76,ak-top10-2020
001438,2020-06-30,688520,神州细胞,0.12,ak-top10-2020
001438,2020-06-30,688277,天智航,0.05,ak-top10-2020
001438,2020-06-30,688568,中科星图,0.04,ak-top10-2020
001438,2020-06-30,688377,迪威尔,0.04,ak-top10-2020
001438,2020-06-30,688600,皖仪科技,0.04,ak-top10-2020
001438,2020-06-30,688027,国盾量子,0.04,ak-top10-2020
001438,2020-06-30,603087,甘李药业,0.03,ak-top10-2020
001438,2020-06-30,300824,北鼎股份,0.01,ak-top10-2020
001438,2020-06-30,300842,帝科股份,0.01,ak-top10-2020
001438,2020-06-30,600956,新天绿能,0.01,ak-top10-2020
001438,2020-06-30,300839,博汇股份,0.01,ak-top10-2020
001438,2020-06-30,300847,中船汉光,0.0,ak-top10-2020
001438,2020-06-30,300845,捷安高科,0.0,ak-top10-2020
001438,2020-06-30,300843,胜蓝股份,0.0,ak-top10-2020
001438,2020-06-30,300840,酷特智能,0.0,ak-top10-2020
001438,2020-06-30,300846,首都在线,0.0,ak-top10-2020
001438,2020-09-30,002410,广联达,10.51,ak-top10-2020
001438,2020-09-30,600845,宝信软件,10.47,ak-top10-2020
001438,2020-09-30,002153,石基信息,9.78,ak-top10-2020
001438,2020-09-30,600588,用友网络,9.44,ak-top10-2020
001438,2020-09-30,600570,恒生电子,7.27,ak-top10-2020
001438,2020-09-30,300251,光线传媒,6.4,ak-top10-2020
001438,2020-09-30,603960,克来机电,5.81,ak-top10-2020
001438,2020-09-30,300454,深信服,5.43,ak-top10-2020
001438,2020-09-30,300747,锐科激光,5.15,ak-top10-2020
001438,2020-09-30,300699,光威复材,5.14,ak-top10-2020
001438,2020-12-31,600570,恒生电子,10.35,ak-top10-2020
001438,2020-12-31,002410,广联达,10.08,ak-top10-2020
001438,2020-12-31,600845,宝信软件,10.05,ak-top10-2020
001438,2020-12-31,600588,用友网络,10.01,ak-top10-2020
001438,2020-12-31,002153,石基信息,9.52,ak-top10-2020
001438,2020-12-31,603960,克来机电,6.5,ak-top10-2020
001438,2020-12-31,002568,百润股份,6.01,ak-top10-2020
001438,2020-12-31,300454,深信服,5.57,ak-top10-2020
001438,2020-12-31,603737,三棵树,5.4,ak-top10-2020
001438,2020-12-31,300113,顺网科技,5.21,ak-top10-2020
001438,2020-12-31,603786,科博达,5.15,ak-top10-2020
001438,2020-12-31,300699,光威复材,4.99,ak-top10-2020
001438,2020-12-31,002050,三花智控,4.16,ak-top10-2020
001438,2020-12-31,601995,中金公司,0.68,ak-top10-2020
001438,2020-12-31,688180,君实生物,0.1,ak-top10-2020
001438,2020-12-31,688510,航亚科技,0.06,ak-top10-2020
001438,2020-12-31,688386,泛亚微透,0.06,ak-top10-2020
001438,2020-12-31,300999,金龙鱼,0.05,ak-top10-2020
001438,2020-12-31,300865,大宏立,0.05,ak-top10-2020
001438,2020-12-31,688095,福昕软件,0.05,ak-top10-2020
001438,2020-12-31,688335,复洁环保,0.04,ak-top10-2020
001438,2020-12-31,300869,康泰医学,0.04,ak-top10-2020
001438,2020-12-31,688377,迪威尔,0.03,ak-top10-2020
001438,2020-12-31,688617,惠泰医疗,0.03,ak-top10-2020
001438,2020-12-31,300896,爱美客,0.02,ak-top10-2020
001438,2020-12-31,688308,欧科亿,0.02,ak-top10-2020
001438,2020-12-31,300926,博俊科技,0.02,ak-top10-2020
001438,2020-12-31,300867,圣元环保,0.01,ak-top10-2020
001438,2020-12-31,300870,欧陆通,0.01,ak-top10-2020
001438,2020-12-31,300927,江天化学,0.01,ak-top10-2020
001438,2020-12-31,300900,广联航空,0.01,ak-top10-2020
001438,2020-12-31,300872,天阳科技,0.01,ak-top10-2020
001438,2020-12-31,003026,中晶科技,0.01,ak-top10-2020
001438,2020-12-31,300871,回盛生物,0.01,ak-top10-2020
001438,2020-12-31,300891,惠云钛业,0.01,ak-top10-2020
001438,2020-12-31,003029,吉大正元,0.01,ak-top10-2020
001438,2020-12-31,300861,美畅股份,0.01,ak-top10-2020
001438,2020-12-31,300919,中伟股份,0.01,ak-top10-2020
001438,2020-12-31,003028,振邦智能,0.01,ak-top10-2020
001438,2020-12-31,605179,一鸣食品,0.01,ak-top10-2020
001438,2020-12-31,300884,狄耐克,0.01,ak-top10-2020
001438,2020-12-31,300892,品渥食品,0.01,ak-top10-2020
001438,2020-12-31,300887,谱尼测试,0.01,ak-top10-2020
001438,2020-12-31,300873,海晨股份,0.01,ak-top10-2020
001438,2020-12-31,300910,瑞丰新材,0.01,ak-top10-2020
001438,2020-12-31,300860,锋尚文化,0.01,ak-top10-2020
001438,2020-12-31,300868,杰美特,0.01,ak-top10-2020
001438,2020-12-31,300890,翔丰华,0.01,ak-top10-2020
001438,2020-12-31,300864,南大环境,0.01,ak-top10-2020
001438,2020-12-31,300902,国安达,0.01,ak-top10-2020
001438,2020-12-31,300925,法本信息,0.01,ak-top10-2020
001438,2020-12-31,300908,仲景食品,0.01,ak-top10-2020
001438,2020-12-31,300895,铜牛信息,0.01,ak-top10-2020
001438,2020-12-31,300876,蒙泰高新,0.01,ak-top10-2020
001438,2020-12-31,300879,大叶股份,0.01,ak-top10-2020
001438,2020-12-31,300889,爱克股份,0.0,ak-top10-2020
001438,2020-12-31,300882,万胜智能,0.0,ak-top10-2020
001438,2020-12-31,300911,亿田智能,0.0,ak-top10-2020
001438,2020-12-31,300893,松原股份,0.0,ak-top10-2020
001438,2020-12-31,300918,南山智尚,0.0,ak-top10-2020
001438,2020-12-31,300881,盛德鑫泰,0.0,ak-top10-2020
001438,2020-12-31,300922,天秦装备,0.0,ak-top10-2020
001438,2020-12-31,300917,特发服务,0.0,ak-top10-2020
001438,2020-12-31,605277,新亚电子,0.0,ak-top10-2020
001438,2020-12-31,003030,祖名股份,0.0,ak-top10-2020
001438,2020-12-31,300886,华业香料,0.0,ak-top10-2020
001438,2020-12-31,003031,中瓷电子,0.0,ak-top10-2020
001438,2021-03-31,600588,用友网络,10.34,ak-top10-2021
001438,2021-03-31,002410,广联达,10.22,ak-top10-2021
001438,2021-03-31,600845,宝信软件,9.92,ak-top10-2021
001438,2021-03-31,600570,恒生电子,9.61,ak-top10-2021
001438,2021-03-31,002153,石基信息,9.46,ak-top10-2021
001438,2021-03-31,603737,三棵树,6.64,ak-top10-2021
001438,2021-03-31,002568,百润股份,6.18,ak-top10-2021
001438,2021-03-31,603317,天味食品,5.83,ak-top10-2021
001438,2021-03-31,603786,科博达,5.53,ak-top10-2021
001438,2021-03-31,600803,新奥股份,5.35,ak-top10-2021
001438,2021-06-30,600570,恒生电子,9.8,ak-top10-2021
001438,2021-06-30,600845,宝信软件,9.69,ak-top10-2021
001438,2021-06-30,002410,广联达,9.68,ak-top10-2021
001438,2021-06-30,002153,石基信息,9.46,ak-top10-2021
001438,2021-06-30,600588,用友网络,9.27,ak-top10-2021
001438,2021-06-30,002568,百润股份,6.8,ak-top10-2021
001438,2021-06-30,603317,天味食品,6.6,ak-top10-2021
001438,2021-06-30,603737,三棵树,6.24,ak-top10-2021
001438,2021-06-30,300699,光威复材,5.68,ak-top10-2021
001438,2021-06-30,300223,北京君正,5.47,ak-top10-2021
001438,2021-06-30,603786,科博达,5.17,ak-top10-2021
001438,2021-06-30,600803,新奥股份,3.85,ak-top10-2021
001438,2021-06-30,600905,三峡能源,2.12,ak-top10-2021
001438,2021-06-30,688099,晶晨股份,2.03,ak-top10-2021
001438,2021-06-30,300014,亿纬锂能,1.99,ak-top10-2021
001438,2021-06-30,688076,诺泰生物,0.09,ak-top10-2021
001438,2021-06-30,688425,铁建重工,0.06,ak-top10-2021
001438,2021-06-30,688315,诺禾致源,0.06,ak-top10-2021
001438,2021-06-30,688345,博力威,0.05,ak-top10-2021
001438,2021-06-30,688183,生益电子,0.05,ak-top10-2021
001438,2021-06-30,688217,睿昂基因,0.02,ak-top10-2021
001438,2021-06-30,688087,英科再生,0.02,ak-top10-2021
001438,2021-06-30,301017,漱玉平民,0.02,ak-top10-2021
001438,2021-06-30,300919,中伟股份,0.02,ak-top10-2021
001438,2021-06-30,300957,贝泰妮,0.02,ak-top10-2021
001438,2021-06-30,601528,瑞丰银行,0.01,ak-top10-2021
001438,2021-06-30,300979,华利集团,0.01,ak-top10-2021
001438,2021-06-30,301021,英诺激光,0.01,ak-top10-2021
001438,2021-06-30,300973,立高食品,0.01,ak-top10-2021
001438,2021-06-30,300953,震裕科技,0.01,ak-top10-2021
001438,2021-06-30,301009,可靠股份,0.01,ak-top10-2021
001438,2021-06-30,301015,百洋医药,0.01,ak-top10-2021
001438,2021-06-30,688226,威腾电气,0.01,ak-top10-2021
001438,2021-06-30,300932,三友联众,0.01,ak-top10-2021
001438,2021-06-30,300982,苏文电能,0.01,ak-top10-2021
001438,2021-06-30,001208,华菱线缆,0.01,ak-top10-2021
001438,2021-06-30,300940,南极光,0.01,ak-top10-2021
001438,2021-06-30,300614,百川畅银,0.01,ak-top10-2021
001438,2021-06-30,300968,格林精密,0.01,ak-top10-2021
001438,2021-06-30,300942,易瑞生物,0.01,ak-top10-2021
001438,2021-06-30,603171,税友股份,0.01,ak-top10-2021
001438,2021-06-30,300997,欢乐家,0.0,ak-top10-2021
001438,2021-06-30,300933,中辰股份,0.0,ak-top10-2021
001438,2021-06-30,301002,崧盛股份,0.0,ak-top10-2021
001438,2021-06-30,605287,德才股份,0.0,ak-top10-2021
001438,2021-06-30,300955,嘉亨家化,0.0,ak-top10-2021
001438,2021-06-30,300956,英力股份,0.0,ak-top10-2021
001438,2021-06-30,300962,中金辐照,0.0,ak-top10-2021
001438,2021-06-30,300952,恒辉安防,0.0,ak-top10-2021
001438,2021-06-30,301016,雷尔伟,0.0,ak-top10-2021
001438,2021-06-30,300966,共同药业,0.0,ak-top10-2021
001438,2021-06-30,300945,曼卡龙,0.0,ak-top10-2021
001438,2021-06-30,300948,冠中生态,0.0,ak-top10-2021
001438,2021-06-30,300931,通用电梯,0.0,ak-top10-2021
001438,2021-06-30,300961,深水海纳,0.0,ak-top10-2021
001438,2021-06-30,300950,德固特,0.0,ak-top10-2021
001438,2021-06-30,300986,志特新材,0.0,ak-top10-2021
001438,2021-06-30,300978,东箭科技,0.0,ak-top10-2021
001438,2021-06-30,300926,博俊科技,0.0,ak-top10-2021
001438,2021-06-30,300930,屹通新材,0.0,ak-top10-2021
001438,2021-06-30,301004,嘉益股份,0.0,ak-top10-2021
001438,2021-06-30,300985,致远新能,0.0,ak-top10-2021
001438,2021-06-30,300991,创益通,0.0,ak-top10-2021
001438,2021-06-30,300927,江天化学,0.0,ak-top10-2021
001438,2021-06-30,300975,商络电子,0.0,ak-top10-2021
001438,2021-06-30,300963,中洲特材,0.0,ak-top10-2021
001438,2021-06-30,300943,春晖智控,0.0,ak-top10-2021
001438,2021-06-30,300972,万辰集团,0.0,ak-top10-2021
001438,2021-06-30,300929,华骐环保,0.0,ak-top10-2021
001438,2021-06-30,300960,通业科技,0.0,ak-top10-2021
001438,2021-06-30,605011,杭州热电,0.0,ak-top10-2021
001438,2021-06-30,300995,奇德新材,0.0,ak-top10-2021
001438,2021-06-30,301007,德迈仕,0.0,ak-top10-2021
001438,2021-06-30,300998,宁波方正,0.0,ak-top10-2021
001438,2021-06-30,301012,扬电科技,0.0,ak-top10-2021
001438,2021-06-30,300992,泰福泵业,0.0,ak-top10-2021
001438,2021-06-30,301010,晶雪节能,0.0,ak-top10-2021
001438,2021-09-30,600570,恒生电子,9.9,ak-top10-2021
001438,2021-09-30,600588,用友网络,9.88,ak-top10-2021
001438,2021-09-30,600845,宝信软件,9.49,ak-top10-2021
001438,2021-09-30,002153,石基信息,9.46,ak-top10-2021
001438,2021-09-30,002568,百润股份,8.41,ak-top10-2021
001438,2021-09-30,002460,赣锋锂业,7.29,ak-top10-2021
001438,2021-09-30,300223,北京君正,6.78,ak-top10-2021
001438,2021-09-30,688363,华熙生物,5.45,ak-top10-2021
001438,2021-09-30,002466,天齐锂业,5.36,ak-top10-2021
001438,2021-09-30,603605,珀莱雅,5.01,ak-top10-2021
001438,2021-12-31,600570,恒生电子,9.71,ak-top10-2021
001438,2021-12-31,600845,宝信软件,9.67,ak-top10-2021
001438,2021-12-31,002153,石基信息,9.51,ak-top10-2021
001438,2021-12-31,002466,天齐锂业,7.98,ak-top10-2021
001438,2021-12-31,002460,赣锋锂业,7.39,ak-top10-2021
001438,2021-12-31,600803,新奥股份,7.11,ak-top10-2021
001438,2021-12-31,300223,北京君正,6.62,ak-top10-2021
001438,2021-12-31,300454,深信服,5.03,ak-top10-2021
001438,2021-12-31,603605,珀莱雅,4.98,ak-top10-2021
001438,2021-12-31,300604,长川科技,4.9,ak-top10-2021
001438,2021-12-31,603236,移远通信,4.13,ak-top10-2021
001438,2021-12-31,300253,卫宁健康,2.31,ak-top10-2021
001438,2021-12-31,300394,天孚通信,2.19,ak-top10-2021
001438,2021-12-31,300502,新易盛,2.1,ak-top10-2021
001438,2021-12-31,300638,广和通,2.06,ak-top10-2021
001438,2021-12-31,300308,中际旭创,2.0,ak-top10-2021
001438,2021-12-31,002568,百润股份,1.86,ak-top10-2021
001438,2021-12-31,920185,贝特瑞,1.23,ak-top10-2021
001438,2021-12-31,688262,国芯科技,0.04,ak-top10-2021
001438,2021-12-31,688553,汇宇制药,0.03,ak-top10-2021
001438,2021-12-31,301029,怡合达,0.02,ak-top10-2021
001438,2021-12-31,688501,青达环保,0.01,ak-top10-2021
001438,2021-12-31,300957,贝泰妮,0.01,ak-top10-2021
001438,2021-12-31,301050,雷电微力,0.01,ak-top10-2021
001438,2021-12-31,301058,中粮科工,0.01,ak-top10-2021
001438,2021-12-31,301069,凯盛新材,0.01,ak-top10-2021
001438,2021-12-31,301155,海力风电,0.01,ak-top10-2021
001438,2021-12-31,301082,久盛电气,0.01,ak-top10-2021
001438,2021-12-31,300994,久祺股份,0.01,ak-top10-2021
001438,2021-12-31,301127,天源环保,0.01,ak-top10-2021
001438,2021-12-31,301060,兰卫医学,0.01,ak-top10-2021
001438,2021-12-31,301035,润丰股份,0.01,ak-top10-2021
001438,2021-12-31,301211,亨迪药业,0.01,ak-top10-2021
001438,2021-12-31,301177,迪阿股份,0.01,ak-top10-2021
001438,2021-12-31,301118,恒光股份,0.01,ak-top10-2021
001438,2021-12-31,301089,拓新药业,0.01,ak-top10-2021
001438,2021-12-31,301180,万祥科技,0.01,ak-top10-2021
001438,2021-12-31,301039,中集车辆,0.01,ak-top10-2021
001438,2021-12-31,301046,能辉科技,0.01,ak-top10-2021
001438,2021-12-31,301101,明月镜片,0.01,ak-top10-2021
001438,2021-12-31,301111,粤万年青,0.01,ak-top10-2021
001438,2021-12-31,301017,漱玉平民,0.0,ak-top10-2021
001438,2021-12-31,301138,华研精机,0.0,ak-top10-2021
001438,2021-12-31,301026,浩通科技,0.0,ak-top10-2021
001438,2021-12-31,301021,英诺激光,0.0,ak-top10-2021
001438,2021-12-31,301090,华润材料,0.0,ak-top10-2021
001438,2021-12-31,301048,金鹰重工,0.0,ak-top10-2021
001438,2021-12-31,301166,优宁维,0.0,ak-top10-2021
001438,2021-12-31,301189,奥尼电子,0.0,ak-top10-2021
001438,2021-12-31,301100,风光股份,0.0,ak-top10-2021
001438,2021-12-31,301028,东亚机械,0.0,ak-top10-2021
001438,2021-12-31,300774,倍杰特,0.0,ak-top10-2021
001438,2021-12-31,301040,中环海陆,0.0,ak-top10-2021
001438,2021-12-31,301078,孩子王,0.0,ak-top10-2021
001438,2021-12-31,301091,深城交,0.0,ak-top10-2021
001438,2021-12-31,301182,凯旺科技,0.0,ak-top10-2021
001438,2021-12-31,301062,上海艾录,0.0,ak-top10-2021
001438,2021-12-31,301096,百诚医药,0.0,ak-top10-2021
001438,2021-12-31,301025,读客文化,0.0,ak-top10-2021
001438,2021-12-31,301190,善水科技,0.0,ak-top10-2021
001438,2021-12-31,301093,华兰股份,0.0,ak-top10-2021
001438,2021-12-31,301066,万事利,0.0,ak-top10-2021
001438,2021-12-31,300814,中富电路,0.0,ak-top10-2021
001438,2021-12-31,301055,张小泉,0.0,ak-top10-2021
001438,2021-12-31,301133,金钟股份,0.0,ak-top10-2021
001438,2021-12-31,301198,喜悦智行,0.0,ak-top10-2021
001438,2021-12-31,301030,仕净科技,0.0,ak-top10-2021
001438,2021-12-31,301193,家联科技,0.0,ak-top10-2021
001438,2021-12-31,301081,严牌股份,0.0,ak-top10-2021
001438,2021-12-31,301179,泽宇智能,0.0,ak-top10-2021
001438,2021-12-31,301098,金埔园林,0.0,ak-top10-2021
001438,2021-12-31,301088,戎美股份,0.0,ak-top10-2021
001438,2021-12-31,301049,超越科技,0.0,ak-top10-2021
001438,2021-12-31,301056,森赫股份,0.0,ak-top10-2021
001438,2021-12-31,301041,金百泽,0.0,ak-top10-2021
001438,2021-12-31,301072,中捷精工,0.0,ak-top10-2021
001438,2021-12-31,301083,百胜智能,0.0,ak-top10-2021
001438,2021-12-31,301063,海锅股份,0.0,ak-top10-2021
001438,2021-12-31,001234,泰慕士,0.0,ak-top10-2021
001438,2021-12-31,301038,深水规院,0.0,ak-top10-2021
001438,2021-12-31,301059,金三江,0.0,ak-top10-2021
001438,2021-12-31,301027,华蓝集团,0.0,ak-top10-2021
001438,2021-12-31,603176,汇通集团,0.0,ak-top10-2021
001438,2021-12-31,301073,君亭酒店,0.0,ak-top10-2021
001438,2021-12-31,301057,汇隆新材,0.0,ak-top10-2021
001438,2021-12-31,301068,大地海洋,0.0,ak-top10-2021
001438,2021-12-31,301079,邵阳液压,0.0,ak-top10-2021
001438,2022-03-31,600845,宝信软件,9.91,ak-top10-2022
001438,2022-03-31,600570,恒生电子,9.36,ak-top10-2022
001438,2022-03-31,600803,新奥股份,8.41,ak-top10-2022
001438,2022-03-31,002460,赣锋锂业,7.53,ak-top10-2022
001438,2022-03-31,002466,天齐锂业,7.28,ak-top10-2022
001438,2022-03-31,002192,融捷股份,6.4,ak-top10-2022
001438,2022-03-31,002756,永兴材料,5.35,ak-top10-2022
001438,2022-03-31,000792,盐湖股份,5.15,ak-top10-2022
001438,2022-03-31,600763,通策医疗,3.94,ak-top10-2022
001438,2022-03-31,300015,爱尔眼科,3.71,ak-top10-2022
001438,2022-06-30,600845,宝信软件,9.85,ak-top10-2022
001438,2022-06-30,002460,赣锋锂业,9.63,ak-top10-2022
001438,2022-06-30,002466,天齐锂业,9.54,ak-top10-2022
001438,2022-06-30,300014,亿纬锂能,7.07,ak-top10-2022
001438,2022-06-30,002594,比亚迪,6.96,ak-top10-2022
001438,2022-06-30,002192,融捷股份,5.12,ak-top10-2022
001438,2022-06-30,002240,盛新锂能,5.06,ak-top10-2022
001438,2022-06-30,000762,西藏矿业,5.04,ak-top10-2022
001438,2022-06-30,002756,永兴材料,5.0,ak-top10-2022
001438,2022-06-30,000792,盐湖股份,4.97,ak-top10-2022
001438,2022-06-30,603236,移远通信,3.06,ak-top10-2022
001438,2022-06-30,601111,中国国航,2.37,ak-top10-2022
001438,2022-06-30,600115,中国东航,2.26,ak-top10-2022
001438,2022-06-30,600029,南方航空,2.25,ak-top10-2022
001438,2022-06-30,603885,吉祥航空,2.2,ak-top10-2022
001438,2022-06-30,601021,春秋航空,2.04,ak-top10-2022
001438,2022-06-30,603596,伯特利,1.98,ak-top10-2022
001438,2022-06-30,601816,京沪高铁,1.97,ak-top10-2022
001438,2022-06-30,920185,贝特瑞,1.96,ak-top10-2022
001438,2022-06-30,688187,时代电气,1.53,ak-top10-2022
001438,2022-06-30,603290,斯达半导,1.52,ak-top10-2022
001438,2022-06-30,002497,雅化集团,1.5,ak-top10-2022
001438,2022-06-30,920368,连城数控,1.02,ak-top10-2022
001438,2022-06-30,600938,中国海油,0.3,ak-top10-2022
001438,2022-06-30,301175,中科环保,0.04,ak-top10-2022
001438,2022-06-30,688400,凌云光,0.04,ak-top10-2022
001438,2022-06-30,301239,普瑞眼科,0.03,ak-top10-2022
001438,2022-06-30,688237,超卓航科,0.03,ak-top10-2022
001438,2022-06-30,688209,英集芯,0.03,ak-top10-2022
001438,2022-06-30,301233,盛帮股份,0.01,ak-top10-2022
001438,2022-06-30,601089,福元医药,0.01,ak-top10-2022
001438,2022-06-30,301238,瑞泰新材,0.01,ak-top10-2022
001438,2022-06-30,301266,宇邦新材,0.01,ak-top10-2022
001438,2022-06-30,301112,信邦智能,0.0,ak-top10-2022
001438,2022-06-30,301286,侨源股份,0.0,ak-top10-2022
001438,2022-06-30,301160,翔楼新材,0.0,ak-top10-2022
001438,2022-06-30,301187,欧圣电气,0.0,ak-top10-2022
001438,2022-06-30,301298,东利机械,0.0,ak-top10-2022
001438,2022-06-30,301153,中科江南,0.0,ak-top10-2022
001438,2022-06-30,301122,采纳股份,0.0,ak-top10-2022
001438,2022-06-30,301256,华融化学,0.0,ak-top10-2022
001438,2022-06-30,301201,诚达药业,0.0,ak-top10-2022
001438,2022-06-30,301116,益客食品,0.0,ak-top10-2022
001438,2022-06-30,001268,联合精密,0.0,ak-top10-2022
001438,2022-06-30,301235,华康医疗,0.0,ak-top10-2022
001438,2022-06-30,301220,亚香股份,0.0,ak-top10-2022
001438,2022-06-30,301097,天益医疗,0.0,ak-top10-2022
001438,2022-06-30,301117,佳缘科技,0.0,ak-top10-2022
001438,2022-06-30,301248,杰创智能,0.0,ak-top10-2022
001438,2022-06-30,301137,哈焊华通,0.0,ak-top10-2022
001438,2022-06-30,301103,何氏眼科,0.0,ak-top10-2022
001438,2022-06-30,301288,清研环境,0.0,ak-top10-2022
001438,2022-06-30,301125,腾亚精工,0.0,ak-top10-2022
001438,2022-06-30,301163,宏德股份,0.0,ak-top10-2022
001438,2022-06-30,301130,西点药业,0.0,ak-top10-2022
001438,2022-06-30,301102,兆讯传媒,0.0,ak-top10-2022
001438,2022-06-30,301216,万凯新材,0.0,ak-top10-2022
