fund_code,report_date,RG_clean
21,2020-04-01,-0.6462351560082068
21,2020-07-01,1.2650375564918674
21,2020-10-01,0.11954008800372104
21,2021-01-01,1.1065464414879451
21,2021-04-01,-0.7817898385105989
21,2021-07-01,0.8389971688593875
21,2021-10-01,-0.18411713790097628
21,2022-01-01,0.4417442727074105
21,2022-04-01,-0.7760825020586428
21,2022-07-01,0.25611961563811775
21,2022-10-01,-0.25231614410958586
21,2023-01-01,-0.7797581707779111
21,2023-04-01,-0.1938773967345356
21,2023-07-01,0.08214062590086096
21,2023-10-01,-0.1892884861927659
21,2024-01-01,-0.16456396764723347
21,2024-04-01,-0.23748191539274796
21,2024-07-01,-0.3125670839224291
21,2024-10-01,0.2017039394000329
21,2025-01-01,0.034086434351103756
21,2025-04-01,-0.019984787775592216
21,2025-07-01,-0.7718252731233776
21,2025-10-01,0.8027538144383966
21,2026-01-01,-0.05485760466741338
21,2026-04-01,-1.4945138314951432
21,2026-07-01,1.3781887028541773
31,2020-04-01,-0.4380856271745276
31,2020-07-01,0.6289983891836259
31,2020-10-01,-0.09950285997069534
31,2021-01-01,0.3069751843864998
31,2021-04-01,-0.34361398184817415
31,2021-07-01,0.3060292970581334
31,2021-10-01,-0.27362153886369056
31,2022-01-01,0.3389830977543033
31,2022-04-01,-0.48768345490228987
31,2022-07-01,0.3371508067266544
31,2022-10-01,-0.42207276725771764
31,2023-01-01,0.00035596649519743274
31,2023-04-01,-0.05213897736464997
31,2023-07-01,-0.016786810842702376
31,2023-10-01,-0.13792768202135997
31,2024-01-01,-0.0384341384447103
31,2024-04-01,-0.3218543444816158
31,2024-07-01,-0.3025398957194929
31,2024-10-01,0.3324594717854733
31,2025-01-01,-0.07962718830719752
31,2025-04-01,0.024712057261582977
31,2025-07-01,-0.3086204643399493
31,2025-10-01,0.5528209787588311
31,2026-01-01,0.05635967384134057
31,2026-04-01,0.059173731517455364
31,2026-07-01,-0.030461867979213804
61,2020-04-01,-0.3172847962077772
61,2020-07-01,0.1943514648045983
61,2020-10-01,-0.1425519069093241
61,2021-01-01,0.26179409480587756
61,2021-04-01,-0.28568636536777997
61,2021-07-01,0.33548573286711425
61,2021-10-01,0.04516364215806386
61,2022-01-01,0.232548854849757
61,2022-04-01,-0.20888200555244762
61,2022-07-01,0.10962362297281474
61,2022-10-01,-0.12420240818280641
61,2023-01-01,-0.38390349529437906
61,2023-04-01,-0.2575671471605056
61,2023-07-01,0.13422893014661344
61,2023-10-01,-0.08813012659204661
61,2024-01-01,-0.16223163792178752
61,2024-04-01,-0.10472467097113042
61,2024-07-01,-0.2021531329026335
61,2024-10-01,0.05869035655457265
61,2025-01-01,-0.08579506909009178
61,2025-04-01,-0.08457769147069678
61,2025-07-01,-0.9410769552666046
61,2025-10-01,0.3420823871956073
61,2026-01-01,0.042824519494424194
61,2026-04-01,-0.4478919945397672
61,2026-07-01,0.5360901289808387
73,2020-04-01,-0.33875484549066626
73,2020-07-01,0.7946452319252806
73,2020-10-01,-0.08441969661701978
73,2021-01-01,0.47338584174002446
73,2021-04-01,-0.4168276071538419
73,2021-07-01,0.24847259518919446
73,2021-10-01,-0.28344847568221193
73,2022-01-01,0.22140060384648141
73,2022-04-01,-0.5549166331201865
73,2022-07-01,0.41810436223561853
73,2022-10-01,-0.22359120785402375
73,2023-01-01,-0.7262676048390948
73,2023-04-01,-0.2848166432627406
73,2023-07-01,0.055687885069403024
73,2023-10-01,-0.0812495472533418
73,2024-01-01,-0.3536137341786174
73,2024-04-01,-0.11642562261822212
73,2024-07-01,-0.327224650089741
73,2024-10-01,0.04986351820566379
73,2025-01-01,-0.0554270575596617
73,2025-04-01,-0.0728887846045409
73,2025-07-01,-0.9495814688010163
73,2025-10-01,0.3234983447093567
73,2026-01-01,-0.04309127310799172
73,2026-04-01,-0.8081916441397653
73,2026-07-01,0.6361013608410304
263,2020-04-01,-0.3523267547853618
263,2020-07-01,0.7706246563959868
263,2020-10-01,0.4804527639716718
263,2021-01-01,0.7981872118687917
263,2021-04-01,-0.2987122840275204
263,2021-07-01,0.4831324076330383
263,2021-10-01,-0.3636055961046699
263,2022-01-01,0.4158196552984738
263,2022-04-01,-0.5237377584082721
263,2022-07-01,0.3613592614157656
263,2022-10-01,-0.2484003622322627
263,2023-01-01,-0.525210912232197
263,2023-04-01,-0.3690944275025832
263,2023-07-01,-0.06744147311817414
263,2023-10-01,-0.2123193753117963
263,2024-01-01,-0.21696096507001675
263,2024-04-01,-0.3733300515533396
263,2024-07-01,-0.19503222402875944
263,2024-10-01,0.08192998783456018
263,2025-01-01,0.03443386762339099
263,2025-04-01,-0.22364217203649564
263,2025-07-01,-1.1301402521954427
263,2025-10-01,0.588546857860432
263,2026-01-01,0.006006674820878168
263,2026-04-01,-1.1796535939524049
263,2026-07-01,1.5268766750204479
308,2020-04-01,-0.2855950749276176
308,2020-07-01,0.5899398959961851
308,2020-10-01,0.07990158594639622
308,2021-01-01,0.751647506309001
308,2021-04-01,-0.4545978053265104
308,2021-07-01,0.4782706986951293
308,2021-10-01,0.16962210723702903
308,2022-01-01,0.37083790309146986
308,2022-04-01,-0.31183086622164147
308,2022-07-01,0.18936204666922846
308,2022-10-01,-0.11146463220451402
308,2023-01-01,-0.7641698840981195
308,2023-04-01,-0.24556298144093996
308,2023-07-01,0.05941099467883523
308,2023-10-01,-0.3073111818743675
308,2024-01-01,-0.12353638979473594
308,2024-04-01,-0.1910850818703603
308,2024-07-01,-0.26598831215012597
308,2024-10-01,0.02229364758677165
308,2025-01-01,-0.08329642449770026
308,2025-04-01,-0.11654486931171261
308,2025-07-01,-0.9749197318873333
308,2025-10-01,0.5274956496010379
308,2026-01-01,0.12048597127216415
308,2026-04-01,-1.283198258966613
308,2026-07-01,1.3349940756686087
327,2020-04-01,-0.497495104416669
327,2020-07-01,0.6115970337103548
327,2020-10-01,0.32590975761818086
327,2021-01-01,0.26654444811504746
327,2021-04-01,-0.09849138840148543
327,2021-07-01,0.35671590029544503
327,2021-10-01,-0.28776695491843074
327,2022-01-01,0.34548864975366467
327,2022-04-01,-0.455461629335721
327,2022-07-01,0.3730966088885301
327,2022-10-01,-0.1390675078905756
327,2023-01-01,-0.823686099986496
327,2023-04-01,-0.48299822614795646
327,2023-07-01,0.20223880440421263
327,2023-10-01,-0.25253542200697465
327,2024-01-01,-0.19914018766385347
327,2024-04-01,-0.23521367277697625
327,2024-07-01,-0.3590323277221848
327,2024-10-01,0.13884742768435554
327,2025-01-01,-0.004891318638853618
327,2025-04-01,-0.13477990585633648
327,2025-07-01,-1.0425455689600618
327,2025-10-01,0.8256008345836291
327,2026-01-01,-0.059592353479554286
327,2026-04-01,-1.120265130714128
327,2026-07-01,1.2679017312378413
354,2020-04-01,-0.41160694544491316
354,2020-07-01,0.5205384618230999
354,2020-10-01,-0.016548742376783884
354,2021-01-01,0.40053730048375574
354,2021-04-01,-0.3526167599345903
354,2021-07-01,0.3125654737458721
354,2021-10-01,-0.09746146244543231
354,2022-01-01,0.4733008038310761
354,2022-04-01,-0.37916080732072366
354,2022-07-01,0.07623982361030585
354,2022-10-01,-0.25158311559918006
354,2023-01-01,-0.7080402174340577
354,2023-04-01,-0.24147454716653402
354,2023-07-01,0.3149882834001027
354,2023-10-01,-0.5425838669333998
354,2024-01-01,-0.3381354419556101
354,2024-04-01,0.04290107866602221
354,2024-07-01,-0.11940037181369728
354,2024-10-01,0.05379258056327303
354,2025-01-01,0.38549336991390565
354,2025-04-01,-0.33803373500283806
354,2025-07-01,-1.0678220696631782
354,2025-10-01,0.959375898452573
354,2026-01-01,-0.04739098739152304
354,2026-04-01,-1.1701533854514423
354,2026-07-01,1.3412982171302021
390,2014-01-01,
390,2014-04-01,
390,2014-07-01,
390,2014-10-01,
390,2015-01-01,
390,2015-04-01,
390,2015-07-01,
390,2015-10-01,
390,2016-01-01,-0.3423424600127286
390,2016-04-01,-0.3362415331296624
390,2016-07-01,-0.16677542847746304
390,2016-10-01,-0.13251845195089962
390,2017-01-01,-0.10640059777362519
390,2017-04-01,0.14819799942772552
390,2017-07-01,-0.2938172791555367
390,2017-10-01,0.0590921765638873
390,2018-01-01,-0.07746498773296749
390,2018-04-01,0.2110966228949024
390,2018-07-01,-0.13023381173737114
390,2018-10-01,-0.06970124112634252
390,2019-01-01,-0.5674069582050143
390,2019-04-01,0.6684366794256791
390,2019-07-01,-0.3380992767934758
390,2019-10-01,0.05678291645008843
390,2020-01-01,-0.1640043745529409
390,2020-04-01,-0.1779713673335575
390,2020-07-01,-0.04041500941979941
390,2020-10-01,0.14356281898774476
390,2021-01-01,0.34147596691254856
390,2021-04-01,-0.10798379717756383
390,2021-07-01,-0.09570919891365813
390,2021-10-01,0.017946705889789732
390,2022-01-01,-0.036440285162695624
390,2022-04-01,-0.002781385929687516
390,2022-07-01,0.047993435977826744
390,2022-10-01,-0.06423554692910048
390,2023-01-01,-0.5602064863045185
390,2023-04-01,-0.32413396581723397
390,2023-07-01,0.05760547444025535
390,2023-10-01,0.018443525484638727
390,2024-01-01,-0.1370476806878282
390,2024-04-01,-0.08053880326549563
390,2024-07-01,-0.1742967728088545
390,2024-10-01,-0.016386267537884646
390,2025-01-01,-0.0833344728555201
390,2025-04-01,-0.36974570052284367
390,2025-07-01,-1.0839485194040044
390,2025-10-01,0.4441707689715056
390,2026-01-01,-0.12234407484717011
390,2026-04-01,-0.7713859818615518
390,2026-07-01,0.7914632053559966
404,2014-01-01,
404,2014-04-01,
404,2014-07-01,
404,2014-10-01,
404,2015-01-01,
404,2015-04-01,
404,2015-07-01,
404,2015-10-01,
404,2016-01-01,1.2601024213748766
404,2016-04-01,-0.8876991805245934
404,2016-07-01,0.03579039509013898
404,2016-10-01,-0.33405007299404366
404,2017-01-01,-0.2436759877101493
404,2017-04-01,0.0007452521113201866
404,2017-07-01,-0.20125967849257587
404,2017-10-01,0.44572781818673457
404,2018-01-01,-0.09639961722984075
404,2018-04-01,0.3764647288755168
404,2018-07-01,-0.2525240812960653
404,2018-10-01,-0.132039222455044
404,2019-01-01,-0.693624037178639
404,2019-04-01,0.5643416892565559
404,2019-07-01,-0.3616578869453584
404,2019-10-01,0.17939236382246995
404,2020-01-01,0.19145257154470116
404,2020-04-01,-0.2855761190671761
404,2020-07-01,0.5498852595641073
404,2020-10-01,0.02791951129267153
404,2021-01-01,0.31332875996459986
404,2021-04-01,-0.24407783158235485
404,2021-07-01,0.35201033126567427
404,2021-10-01,-0.22377406480732343
404,2022-01-01,0.3382472976775647
404,2022-04-01,-0.3161765089550821
404,2022-07-01,0.29501949061424576
404,2022-10-01,-0.22533043696934035
404,2023-01-01,-0.7629359016136678
404,2023-04-01,-0.030892651281101628
404,2023-07-01,0.14016834190445226
404,2023-10-01,-0.16573840236701484
404,2024-01-01,-0.15547042666959407
404,2024-04-01,-0.16384679946815228
404,2024-07-01,-0.16679306808666775
404,2024-10-01,-0.08040877350107793
404,2025-01-01,-0.027999533744923793
404,2025-04-01,-0.20461482850847357
404,2025-07-01,-0.9902466039023945
404,2025-10-01,0.675192205663165
404,2026-01-01,0.03857993182851662
404,2026-04-01,-0.822838445606142
404,2026-07-01,0.9200569041083528
522,2020-04-01,0.08762086702775791
522,2020-07-01,0.6565904815196781
522,2020-10-01,0.14570212648364522
522,2021-01-01,0.10575983944475703
522,2021-04-01,-0.427577199509381
522,2021-07-01,0.4058050059915037
522,2021-10-01,-0.5312923466329362
522,2022-01-01,0.2529095398879411
522,2022-04-01,-0.3220960066551307
522,2022-07-01,-0.0015031247633440295
522,2022-10-01,-0.03081460083683119
522,2023-01-01,-0.6346221345729458
522,2023-04-01,-0.24866033148400182
522,2023-07-01,0.5984648940222574
522,2023-10-01,-0.2134641567980451
522,2024-01-01,-0.17294485357666506
522,2024-04-01,-0.06623461801691419
522,2024-07-01,0.0062379152241099686
522,2024-10-01,0.16357976808404312
522,2025-01-01,-0.05688295551635819
522,2025-04-01,-0.21075194000036493
522,2025-07-01,-0.8634529924500148
522,2025-10-01,0.7146687421724531
522,2026-01-01,-0.03913255872883195
522,2026-04-01,-1.0308824366874667
522,2026-07-01,1.1744279128189923
601,2020-04-01,-0.21791218528720854
601,2020-07-01,1.1764125030537878
601,2020-10-01,0.3049342540464991
601,2021-01-01,0.5788267742344537
601,2021-04-01,-0.46950629035394864
601,2021-07-01,0.7088169828132854
601,2021-10-01,-0.13340070766326836
601,2022-01-01,0.43716431679238626
601,2022-04-01,-0.5227700791281308
601,2022-07-01,0.41608438981979856
601,2022-10-01,-0.38565210372867365
601,2023-01-01,-0.6772976366294804
601,2023-04-01,-0.46020905013065716
601,2023-07-01,-0.01844115626164948
601,2023-10-01,-0.17237385906444846
601,2024-01-01,-0.13628037385335642
601,2024-04-01,-0.430290806112149
601,2024-07-01,-0.24798653819642633
601,2024-10-01,0.1718287675637942
601,2025-01-01,0.011997546033649775
601,2025-04-01,-0.2730873874669341
601,2025-07-01,-1.0063501734579345
601,2025-10-01,0.5996886258982446
601,2026-01-01,-0.09319494927070056
601,2026-04-01,-1.30340128220185
601,2026-07-01,1.0795510112135274
742,2014-10-01,
742,2015-01-01,
742,2015-04-01,
742,2015-07-01,
742,2015-10-01,
742,2016-01-01,2.0277310451363277
742,2016-04-01,-1.266560674095849
742,2016-07-01,0.7426418552661227
742,2016-10-01,0.011186536422357023
742,2017-01-01,-0.742291587919247
742,2017-04-01,0.443305228197404
742,2017-07-01,0.10667962466742241
742,2017-10-01,0.5942756848504925
742,2018-01-01,0.2183542772947323
742,2018-04-01,-0.3690720716354208
742,2018-07-01,-0.07776493621612736
742,2018-10-01,-0.4678470813207059
742,2019-01-01,-1.1857205148641103
742,2019-04-01,1.1360331838127888
742,2019-07-01,-0.20889829464127466
742,2019-10-01,-0.49273207501896543
742,2020-01-01,-0.30563636142595063
742,2020-04-01,-0.5260503015985158
742,2020-07-01,0.9315603019403255
742,2020-10-01,0.3001398242808596
742,2021-01-01,0.3994972826843759
742,2021-04-01,-0.43466878984837426
742,2021-07-01,0.4845984636504232
742,2021-10-01,-0.2450502322686499
742,2022-01-01,0.2644608987074002
742,2022-04-01,-0.28116129274470336
742,2022-07-01,0.16494399021898185
742,2022-10-01,-0.048665302261455254
742,2023-01-01,-0.9749571926897442
742,2023-04-01,-0.21107064098974368
742,2023-07-01,0.19763046421618796
742,2023-10-01,-0.17731268853991908
742,2024-01-01,-0.03568580660517284
742,2024-04-01,-0.1221810355301364
742,2024-07-01,-0.21537633720741384
742,2024-10-01,-0.19088263740615996
742,2025-01-01,0.070440474133364
742,2025-04-01,-0.1515642550279505
742,2025-07-01,-0.9508088959603685
742,2025-10-01,0.4233031869706643
742,2026-01-01,0.07723316346745918
742,2026-04-01,-1.2897258222933916
742,2026-07-01,1.6492982887025338
800,2020-04-01,-0.34365566356124216
800,2020-07-01,0.5170223142762068
800,2020-10-01,-0.2564673432482565
800,2021-01-01,0.19414401449937085
800,2021-04-01,-0.6956242182728936
800,2021-07-01,0.3228536370095157
800,2021-10-01,0.23347218233470138
800,2022-01-01,0.26680699092517723
800,2022-04-01,-0.364864461449949
800,2022-07-01,0.34748702988113656
800,2022-10-01,-0.1804058082409895
800,2023-01-01,-0.3994183604330819
800,2023-04-01,0.060374688384164314
800,2023-07-01,0.04547614628962355
800,2023-10-01,-0.20392199240964015
800,2024-01-01,-0.1837249456637617
800,2024-04-01,-0.14078478068488554
800,2024-07-01,-0.39374584679580676
800,2024-10-01,0.15825546646902758
800,2025-01-01,-0.09098139341458493
800,2025-04-01,0.12079495309362749
800,2025-07-01,-0.5401108676457538
800,2025-10-01,0.7184039641058042
800,2026-01-01,0.0998723345578793
800,2026-04-01,-1.0277738765090754
800,2026-07-01,0.7386471176360185
823,2015-01-01,-0.38127585894980975
823,2015-04-01,1.2185210305299217
823,2015-07-01,
823,2015-10-01,
823,2016-01-01,0.45489276721898
823,2016-04-01,-0.8227806173782067
823,2016-07-01,0.08903274575321447
823,2016-10-01,-0.19252818163428412
823,2017-01-01,-0.16116087295678203
823,2017-04-01,0.05051260679242238
823,2017-07-01,-0.15247561957595387
823,2017-10-01,0.03637420052875661
823,2018-01-01,0.019310846573552445
823,2018-04-01,0.2171120297844312
823,2018-07-01,-0.10498141070732922
823,2018-10-01,-0.08414205381112162
823,2019-01-01,-0.5402772144785674
823,2019-04-01,0.41323217139910867
823,2019-07-01,-0.31576392394375086
823,2019-10-01,-0.10692472602019107
823,2020-01-01,0.0462473261449502
823,2020-04-01,-0.3226781610138345
823,2020-07-01,0.26323690022169993
823,2020-10-01,0.0028894656240207755
823,2021-01-01,0.3511259360065894
823,2021-04-01,-0.2988685304760255
823,2021-07-01,0.08527677738128017
823,2021-10-01,-0.15018595034430587
823,2022-01-01,0.2643187359921978
823,2022-04-01,-0.30281174079899165
823,2022-07-01,0.22754912743395497
823,2022-10-01,-0.18791812088784912
823,2023-01-01,-0.5608253953886134
823,2023-04-01,-0.24448106948935927
823,2023-07-01,0.13922867478172196
823,2023-10-01,-0.17680306236094837
823,2024-01-01,-0.1352341698427865
823,2024-04-01,-0.15086999251232996
823,2024-07-01,-0.13488354498248198
823,2024-10-01,0.029085227068620143
823,2025-01-01,-0.010952762849421049
823,2025-04-01,-0.2186514138231485
823,2025-07-01,-1.028250149410128
823,2025-10-01,0.5361001490271798
823,2026-01-01,-0.04153076107222758
823,2026-04-01,-0.8475510582949212
823,2026-07-01,1.181771403726382
845,2015-01-01,-0.27329853221268596
845,2015-04-01,3.6131935014116654
845,2015-07-01,
845,2015-10-01,
845,2016-01-01,0.5557535573246849
845,2016-04-01,-0.46897142280414006
845,2016-07-01,0.001395009975857341
845,2016-10-01,-0.004142947129769101
845,2017-01-01,-0.49644296959678896
845,2017-04-01,0.07715937092542957
845,2017-07-01,-0.13837466071871474
845,2017-10-01,0.07027926194435814
845,2018-01-01,-0.015038168502964092
845,2018-04-01,-0.04286539237962499
845,2018-07-01,-0.26856816080985435
845,2018-10-01,-0.10067501405236885
845,2019-01-01,-0.5790977731694734
845,2019-04-01,0.4684495439524912
845,2019-07-01,-0.3223957532060735
845,2019-10-01,-0.008068983506511378
845,2020-01-01,-0.1856463691833198
845,2020-04-01,-0.421702200971582
845,2020-07-01,0.36510414600504243
845,2020-10-01,0.13234230085920068
845,2021-01-01,-0.0435819549351831
845,2021-04-01,-0.061221553337909844
845,2021-07-01,-0.0079357400477473
845,2021-10-01,-0.2674904872975387
845,2022-01-01,0.32883541527198507
845,2022-04-01,-0.0929869346857021
845,2022-07-01,0.03345979650917854
845,2022-10-01,-0.1012409285359956
845,2023-01-01,-0.6992080549843231
845,2023-04-01,-0.2989826211650333
845,2023-07-01,0.017929769875258888
845,2023-10-01,-0.08504470870622458
845,2024-01-01,-0.21059787694829038
845,2024-04-01,-0.17746001459360403
845,2024-07-01,-0.1719306966631432
845,2024-10-01,-0.1969841679887477
845,2025-01-01,-0.09617735020353459
845,2025-04-01,-0.2743528325134546
845,2025-07-01,-1.0643023296628211
845,2025-10-01,0.4658386343218432
845,2026-01-01,0.07070843086750443
845,2026-04-01,-1.0731568863542333
845,2026-07-01,1.0526756707349059
940,2020-04-01,-0.07883334725247003
940,2020-07-01,0.6643689666137056
940,2020-10-01,0.33992867295995827
940,2021-01-01,0.4491536824102698
940,2021-04-01,-0.1892683031894633
940,2021-07-01,0.21345587024608273
940,2021-10-01,-0.22104874119152979
940,2022-01-01,0.23769887709618076
940,2022-04-01,-0.5078538650418123
940,2022-07-01,0.2998245814059635
940,2022-10-01,-0.16477360992131432
940,2023-01-01,-0.5713538830361585
940,2023-04-01,0.11554612045607034
940,2023-07-01,0.13728969169442443
940,2023-10-01,-0.28257611671197225
940,2024-01-01,-0.1892267963708871
940,2024-04-01,-0.39008113347384277
940,2024-07-01,0.025780448004649133
940,2024-10-01,0.04609050085328474
940,2025-01-01,0.08936737485128775
940,2025-04-01,-0.12314710858195921
940,2025-07-01,-0.902388680883064
940,2025-10-01,0.9151985734867089
940,2026-01-01,-0.022780137462123894
940,2026-04-01,-1.3867971011733096
940,2026-07-01,1.2726057326429303
1000,2020-04-01,-0.41042209942055713
1000,2020-07-01,0.7311532619497169
1000,2020-10-01,0.05210837851423679
1000,2021-01-01,0.6398463709798761
1000,2021-04-01,-0.5395723216154249
1000,2021-07-01,0.6559708092975152
1000,2021-10-01,-0.19357423915474292
1000,2022-01-01,0.13790382389375166
1000,2022-04-01,-0.3125154964789385
1000,2022-07-01,0.38223394354645546
1000,2022-10-01,-0.3349114300860975
1000,2023-01-01,-0.8409275944536684
1000,2023-04-01,-0.5300719932915355
1000,2023-07-01,0.12069332226895907
1000,2023-10-01,-0.31312648349717837
1000,2024-01-01,-0.25645237885336014
1000,2024-04-01,-0.34443975623424233
1000,2024-07-01,-0.13421017896033938
1000,2024-10-01,0.048345464192804395
1000,2025-01-01,-0.028942215243413488
1000,2025-04-01,-0.28859669836721397
1000,2025-07-01,-1.0538136996409078
1000,2025-10-01,0.858688072016799
1000,2026-01-01,-0.005476018015102739
1000,2026-04-01,-3.593858645126017
1000,2026-07-01,0.9266079951901744
1037,2015-07-01,
1037,2015-10-01,
1037,2016-01-01,0.7637567646503138
1037,2016-04-01,-0.6797497395961613
1037,2016-07-01,-0.059686023739807345
1037,2016-10-01,-0.0523329078137652
1037,2017-01-01,-0.17174174322928967
1037,2017-04-01,0.04075871284679293
1037,2017-07-01,-0.16960262206078458
1037,2017-10-01,0.13889923762837422
1037,2018-01-01,-0.1518518541662016
1037,2018-04-01,0.10268435960103278
1037,2018-07-01,-0.28977154783796266
1037,2018-10-01,-0.11774271519072028
1037,2019-01-01,-0.6882349171842963
1037,2019-04-01,0.5317857336978185
1037,2019-07-01,-0.4126036619189572
1037,2019-10-01,0.15638984508408874
1037,2020-01-01,0.015525716869294949
1037,2020-04-01,-0.2042532013521231
1037,2020-07-01,0.4690469119952004
1037,2020-10-01,0.14309549512037084
1037,2021-01-01,0.11572874980086044
1037,2021-04-01,-0.1122967853619919
1037,2021-07-01,0.2473670246550076
1037,2021-10-01,-0.1779479666562603
1037,2022-01-01,-0.01083207351663864
1037,2022-04-01,-0.24178651585946428
1037,2022-07-01,0.10697132990199296
1037,2022-10-01,-0.22382230977410122
1037,2023-01-01,-0.7687992620565226
1037,2023-04-01,-0.29172884780070873
1037,2023-07-01,0.18005457960315507
1037,2023-10-01,-0.10490936081565529
1037,2024-01-01,-0.18976210617054506
1037,2024-04-01,-0.14003228746807092
1037,2024-07-01,-0.1419489716826825
1037,2024-10-01,-0.1833492578861229
1037,2025-01-01,0.04916766540432516
1037,2025-04-01,-0.16223586944356394
1037,2025-07-01,-1.062369432513345
1037,2025-10-01,0.49568987597675884
1037,2026-01-01,0.09226045712386391
1037,2026-04-01,-1.1864397023021165
1037,2026-07-01,1.0697230199091126
1060,2015-07-01,
1060,2015-10-01,
1060,2016-01-01,0.08438558201035051
1060,2016-04-01,-0.2645196974718236
1060,2016-07-01,0.3824933194886432
1060,2016-10-01,0.12439684247716778
1060,2017-01-01,-0.30046534046142914
1060,2017-04-01,0.6003569059285431
1060,2017-07-01,0.1542067414488848
1060,2017-10-01,0.17684595358501715
1060,2018-01-01,0.6857398327623094
1060,2018-04-01,0.09827727138315849
1060,2018-07-01,-0.29736917427039056
1060,2018-10-01,-0.0009436479416281876
1060,2019-01-01,-1.2911883004449034
1060,2019-04-01,1.6647630701018803
1060,2019-07-01,0.02230275268345532
1060,2019-10-01,0.21863875095379504
1060,2020-01-01,0.40930391841529423
1060,2020-04-01,-0.25556635382511655
1060,2020-07-01,0.276069505215986
1060,2020-10-01,0.08238248012402316
1060,2021-01-01,0.1757667713883716
1060,2021-04-01,-0.47522254281505855
1060,2021-07-01,0.06651846830874356
1060,2021-10-01,-0.014073919742106056
1060,2022-01-01,0.4986249687010458
1060,2022-04-01,-0.7354708886297914
1060,2022-07-01,-0.02201340481970802
1060,2022-10-01,-0.0450941591183981
1060,2023-01-01,-0.2893114841838499
1060,2023-04-01,-0.1597339713085969
1060,2023-07-01,-0.0013233909446520222
1060,2023-10-01,-0.14403730524645492
1060,2024-01-01,0.10419867206522936
1060,2024-04-01,-0.04594539364041239
1060,2024-07-01,-0.28069465016245665
1060,2024-10-01,-0.10870311650873976
1060,2025-01-01,0.0162867497278466
1060,2025-04-01,-0.021941604564604335
1060,2025-07-01,-0.4434333089235786
1060,2025-10-01,0.45336266878146037
1060,2026-01-01,-0.032022892761921454
1060,2026-04-01,-1.0529249849146085
1060,2026-07-01,1.524737555339962
1075,2015-07-01,
1075,2015-10-01,
1075,2016-01-01,0.8621349970655209
1075,2016-04-01,-0.7459713845485757
1075,2016-07-01,0.027069422810138997
1075,2016-10-01,-0.019239003871529003
1075,2017-01-01,-0.10590468667451447
1075,2017-04-01,0.02055059632075893
1075,2017-07-01,-0.3220379760364837
1075,2017-10-01,0.09367406233760571
