fund_code,report_date,rc_mom,n_stk
519672,2023-07-01,0.4558823529411765,17
519672,2023-10-01,-0.01818181818181818,10
519672,2024-01-01,0.18796992481203004,20
519672,2024-04-01,-0.16363636363636364,10
519672,2024-07-01,0.18238283455674761,22
519672,2024-10-01,0.28484848484848485,10
519672,2025-01-01,0.22207792207792207,21
519672,2025-04-01,-0.01818181818181818,10
519672,2025-07-01,0.08074534161490683,22
519672,2026-01-01,0.2614035087719298,19
519674,2020-04-01,-0.406060606060606,10
519674,2020-07-01,0.5,11
519674,2020-10-01,-0.4100238428203847,11
519674,2021-01-01,-0.014705882352941175,16
519674,2021-10-01,-0.38181818181818183,10
519674,2022-01-01,0.17857142857142855,15
519674,2022-04-01,0.18131868131868134,13
519674,2022-07-01,0.18954495511175307,20
519674,2022-10-01,0.49090909090909085,10
519674,2023-01-01,-0.20909090909090908,21
519674,2023-04-01,0.15,16
519674,2023-07-01,-0.10687033578944513,22
519674,2023-10-01,0.6454545454545455,11
519674,2024-01-01,0.21850356241854185,25
519674,2024-04-01,0.7406593406593407,14
519674,2024-07-01,-0.07352941176470588,17
519674,2024-10-01,0.3916083916083916,12
519674,2025-01-01,0.32834284189752955,18
519674,2025-04-01,-0.46703296703296704,13
519674,2025-07-01,-0.002450980392156863,17
519674,2025-10-01,0.10303030303030303,10
519674,2026-01-01,0.5228070175438596,19
519674,2026-04-01,0.11515151515151514,10
519679,2019-01-01,0.5174825174825175,12
519679,2019-07-01,0.0934065934065934,13
519679,2020-01-01,-0.09090909090909088,10
519679,2020-07-01,-0.2796992481203007,20
519679,2020-10-01,0.5393939393939393,10
519679,2021-01-01,0.15565217391304348,24
519679,2021-07-01,0.31076923076923074,25
519679,2022-01-01,-0.47543859649122805,19
519679,2022-07-01,0.3475154454151247,21
519679,2023-01-01,-0.23384450385098915,28
519679,2023-07-01,-0.033314511575381144,22
519679,2024-01-01,0.12254901960784316,17
519679,2024-07-01,-0.16846153846153847,25
519679,2024-10-01,0.006060606060606061,10
519679,2025-01-01,-0.4275862068965517,29
519679,2025-07-01,0.02308136222731076,25
519679,2026-01-01,0.31789949181253535,22
519688,2019-01-01,0.286764705882353,17
519688,2019-07-01,0.3178571428571428,15
519688,2020-01-01,0.02097902097902098,12
519688,2020-07-01,0.2391876814505456,20
519688,2021-01-01,-0.3626373626373627,14
519688,2021-04-01,-0.34065934065934067,13
519688,2021-07-01,-0.5335397316821465,18
519688,2021-10-01,0.06363636363636364,11
519688,2022-01-01,0.0875706354448981,22
519688,2022-04-01,0.06373626373626373,14
519688,2022-07-01,0.325098814229249,23
519688,2022-10-01,0.4450549450549451,13
519688,2023-01-01,0.06560571960173382,21
519688,2023-04-01,0.6272727272727273,11
519688,2023-07-01,0.16086956521739126,24
519688,2023-10-01,-0.35757575757575755,10
519688,2024-01-01,0.15304347826086956,24
519688,2024-04-01,-0.018181818181818184,11
519688,2024-07-01,0.15974025974025974,21
519688,2025-01-01,0.4319593450028233,22
519688,2025-04-01,-0.01818181818181818,10
519688,2025-07-01,0.01751505199781062,28
519688,2025-10-01,0.6,10
519688,2026-01-01,0.20049261083743838,29
519688,2026-04-01,-0.41818181818181815,10
519692,2017-07-01,0.03670242800677584,22
519692,2018-01-01,0.5868131868131868,14
519692,2018-04-01,0.5244755244755246,12
519692,2018-07-01,-0.16842105263157894,19
519692,2018-10-01,0.6454545454545455,11
519692,2019-01-01,0.29870129870129875,22
519692,2019-07-01,0.11071428571428568,15
519692,2020-01-01,-0.3804511278195489,20
519692,2020-04-01,-0.4909090909090909,11
519692,2020-07-01,-0.30069930069930073,12
519692,2020-10-01,0.5878787878787878,10
519692,2021-01-01,0.45833333333333337,17
519692,2021-04-01,0.22377622377622378,12
519692,2021-07-01,-0.14460784313725492,17
519692,2022-01-01,-0.23826086956521736,24
519692,2022-04-01,0.4666666666666666,10
519692,2022-07-01,-0.33333333333333337,35
519692,2023-01-01,-0.08300395256916995,23
519692,2023-04-01,-0.6483516483516483,13
519692,2023-07-01,0.2766798418972332,23
519692,2023-10-01,-0.034965034965034975,12
519692,2024-01-01,-0.07074780058651026,32
519692,2024-04-01,0.7747252747252747,13
519692,2024-07-01,0.07076923076923076,25
519692,2025-01-01,0.07142857142857142,13
519692,2025-07-01,0.03609022556390977,20
519692,2026-01-01,0.22529644268774704,23
519692,2026-07-01,0.22424242424242422,10
519694,2017-07-01,-0.20350877192982456,19
519694,2017-10-01,-0.10909090909090911,11
519694,2018-01-01,0.0961038961038961,21
519694,2018-07-01,0.10695652173913042,24
519694,2018-10-01,0.6090909090909091,11
519694,2019-01-01,-0.31764705882352945,16
519694,2019-07-01,0.0017543859649122807,19
519694,2020-01-01,-0.27499999999999997,15
519694,2020-04-01,0.006060606060606061,10
519694,2020-07-01,-0.5090909090909091,11
519694,2020-10-01,0.5,11
519694,2021-01-01,0.3175438596491228,19
519694,2021-04-01,0.18181818181818182,11
519694,2021-07-01,0.11578947368421051,19
519694,2022-01-01,-0.17588932806324112,23
519694,2022-04-01,0.3696969696969697,10
519694,2022-07-01,-0.19915966386554623,35
519694,2023-01-01,0.02923076923076923,25
519694,2023-04-01,-0.5,11
519694,2023-07-01,0.5254700854700854,26
