fund_code,year,mkt2_mean,n_days
2112,2019,0.00015397045530891122,487
2112,2020,0.0001660678296102018,487
2112,2021,0.0001385099331417171,486
2112,2022,0.0001145390831437884,485
2112,2023,9.82096774663666e-05,484
2112,2024,0.00012074188131685313,484
2112,2025,0.00013718187835461877,485
2112,2026,9.07999055118287e-05,299
21179,2025,0.0001617001838866435,315
21179,2026,9.07999055118287e-05,299
21180,2025,0.0001617001838866435,315
21180,2026,9.07999055118287e-05,299
2125,2018,0.0001400605950136068,302
2125,2019,0.00015397045530891122,487
2125,2020,0.0001660678296102018,487
2125,2021,0.0001385099331417171,486
2125,2022,0.0001145390831437884,485
2125,2023,9.82096774663666e-05,484
2125,2024,0.00012074188131685313,484
2125,2025,0.00013718187835461877,485
2125,2026,9.07999055118287e-05,299
21382,2025,0.00014562811231350352,369
21382,2026,9.07999055118287e-05,299
21383,2025,0.00014562811231350352,369
21383,2026,9.07999055118287e-05,299
21510,2025,0.000151166244866373,345
21510,2026,9.07999055118287e-05,299
21511,2025,0.000151166244866373,345
21511,2026,9.07999055118287e-05,299
2152,2016,0.00016190938392517115,231
2152,2017,9.647807572816593e-05,475
2152,2018,9.94979535814225e-05,487
2152,2019,0.00015397045530891122,487
2152,2020,0.0001660678296102018,487
2152,2021,0.0001385099331417171,486
2152,2022,0.0001145390831437884,485
2152,2023,9.82096774663666e-05,484
2152,2024,0.00012074188131685313,484
2152,2025,0.00013718187835461877,485
2152,2026,9.07999055118287e-05,299
21523,2025,0.00013976904058289792,391
21523,2026,9.07999055118287e-05,299
21528,2025,0.00013976904058289792,391
21528,2026,9.07999055118287e-05,299
21593,2025,0.0001265317560136385,298
21593,2026,9.07999055118287e-05,299
21594,2025,0.0001265317560136385,298
21594,2026,9.07999055118287e-05,299
21626,2025,9.033519157111336e-05,264
21626,2026,9.07999055118287e-05,299
21627,2025,9.033519157111336e-05,264
21627,2026,9.07999055118287e-05,299
2163,2016,0.0002231824227621962,273
2163,2017,0.0001289702524081998,487
2163,2018,9.970258973303494e-05,486
2163,2019,0.00015397045530891122,487
2163,2020,0.0001660678296102018,487
2163,2021,0.0001385099331417171,486
2163,2022,0.0001145390831437884,485
2163,2023,9.82096774663666e-05,484
2163,2024,0.00012074188131685313,484
2163,2025,0.00013718187835461877,485
2163,2026,9.07999055118287e-05,299
21792,2025,0.00016064028968136156,307
21792,2026,9.07999055118287e-05,299
21793,2025,0.00016064028968136156,307
21793,2026,9.07999055118287e-05,299
22364,2025,9.372865924202147e-05,286
22364,2026,9.07999055118287e-05,299
22365,2025,9.372865924202147e-05,286
22365,2026,9.07999055118287e-05,299
22368,2025,8.639002867991748e-05,233
22368,2026,8.832748226259775e-05,284
2244,2017,5.768508030297461e-05,425
2244,2018,9.94979535814225e-05,487
2244,2019,0.00015397045530891122,487
2244,2020,0.0001660678296102018,487
2244,2021,0.0001385099331417171,486
2244,2022,0.0001145390831437884,485
2244,2023,9.82096774663666e-05,484
2244,2024,0.00012074188131685313,484
2244,2025,0.00013718187835461877,485
2244,2026,9.07999055118287e-05,299
22709,2025,8.727200029084187e-05,268
22709,2026,9.07999055118287e-05,299
22735,2025,8.714078047178401e-05,260
22735,2026,9.07999055118287e-05,299
22740,2025,8.714078047178401e-05,260
22740,2026,9.07999055118287e-05,299
23397,2025,8.563208822503266e-05,214
23397,2026,8.89012907496999e-05,270
23398,2025,8.563208822503266e-05,214
23398,2026,8.89012907496999e-05,270
23451,2025,8.83466120928193e-05,201
23451,2026,9.118969125649288e-05,257
23452,2025,8.83466120928193e-05,201
23452,2026,9.118969125649288e-05,257
2376,2016,9.326607312622914e-05,204
2376,2017,6.127744911141749e-05,448
2376,2018,9.94979535814225e-05,487
2376,2019,0.00015397045530891122,487
2376,2020,0.0001660678296102018,487
2376,2021,0.0001385099331417171,486
2376,2022,0.0001145390831437884,485
