fund_code,year,mkt2_mean,n_days
2376,2023,9.82096774663666e-05,484
2376,2024,0.00012074188131685313,484
2376,2025,0.00013718187835461877,485
2376,2026,9.07999055118287e-05,299
2420,2017,5.708921973332542e-05,425
2420,2018,9.94979535814225e-05,487
2420,2019,0.00015397045530891122,487
2420,2020,0.0001660678296102018,487
2420,2021,0.0001385099331417171,486
2420,2022,0.0001145390831437884,485
2420,2023,9.82096774663666e-05,484
2420,2024,0.00012074188131685313,484
2420,2025,0.00013718187835461877,485
2420,2026,9.07999055118287e-05,299
2450,2017,5.7571835105723683e-05,429
2450,2018,9.94979535814225e-05,487
2450,2019,0.00015397045530891122,487
2450,2020,0.0001660678296102018,487
2450,2021,0.0001385099331417171,486
2450,2022,0.0001145390831437884,485
2450,2023,9.82096774663666e-05,484
2450,2024,0.00012074188131685313,484
2450,2025,0.00013718187835461877,485
2450,2026,9.07999055118287e-05,299
2451,2017,5.7571835105723683e-05,429
2451,2018,9.94979535814225e-05,487
2451,2019,0.00015397045530891122,487
2451,2020,0.0001660678296102018,487
2451,2021,0.0001385099331417171,486
2451,2022,0.0001145390831437884,485
2451,2023,9.82096774663666e-05,484
2451,2024,0.00012074188131685313,484
2451,2025,0.00013718187835461877,485
2451,2026,9.07999055118287e-05,299
2910,2017,3.502828233362579e-05,212
2910,2018,0.00010429776036201565,455
2910,2019,0.00015397045530891122,487
2910,2020,0.0001660678296102018,487
2910,2021,0.0001385099331417171,486
2910,2022,0.0001145390831437884,485
2910,2023,9.82096774663666e-05,484
2910,2024,0.00012074188131685313,484
2910,2025,0.00013718187835461877,485
2910,2026,9.07999055118287e-05,299
3857,2017,3.48694459919932e-05,216
3857,2018,0.00010361935826635946,459
3857,2019,0.00015397045530891122,487
3857,2020,0.0001660678296102018,487
3857,2021,0.0001385099331417171,486
3857,2022,0.0001145390831437884,485
3857,2023,9.82096774663666e-05,484
3857,2024,0.00012074188131685313,484
3857,2025,0.00013718187835461877,485
3857,2026,9.07999055118287e-05,299
3858,2017,3.48694459919932e-05,216
3858,2018,0.00010361935826635946,459
3858,2019,0.00015397045530891122,487
3858,2020,0.0001660678296102018,487
3858,2021,0.0001385099331417171,486
3858,2022,0.0001145390831437884,485
3858,2023,9.82096774663666e-05,484
3858,2024,0.00012074188131685313,484
3858,2025,0.00013718187835461877,485
3858,2026,9.07999055118287e-05,299
390,2014,0.00011805503872662013,250
390,2015,0.00033909320908529183,489
390,2016,0.0003925624282460721,488
390,2017,0.00012870606087436696,488
390,2018,9.94979535814225e-05,487
390,2019,0.00015397045530891122,487
390,2020,0.0001660678296102018,487
390,2021,0.0001385099331417171,486
390,2022,0.0001145390831437884,485
390,2023,9.82096774663666e-05,484
390,2024,0.00012074188131685313,484
390,2025,0.00013718187835461877,485
390,2026,9.07999055118287e-05,299
3961,2017,3.5286047850838574e-05,214
3961,2018,0.00010476594238364084,453
3961,2019,0.00015397045530891122,487
3961,2020,0.0001660678296102018,487
3961,2021,0.0001385099331417171,486
3961,2022,0.0001145390831437884,485
3961,2023,9.82096774663666e-05,484
3961,2024,0.00012074188131685313,484
3961,2025,0.00013718187835461877,485
3961,2026,9.07999055118287e-05,299
3962,2017,3.5286047850838574e-05,214
3962,2018,0.00010476594238364084,453
3962,2019,0.00015397045530891122,487
3962,2020,0.0001660678296102018,487
3962,2021,0.0001385099331417171,486
3962,2022,0.0001145390831437884,485
3962,2023,9.82096774663666e-05,484
3962,2024,0.00012074188131685313,484
3962,2025,0.00013718187835461877,485
3962,2026,9.07999055118287e-05,299
404,2014,0.00011392903472681337,267
404,2015,0.00033909320908529183,489
404,2016,0.0003925624282460721,488
404,2017,0.00012870606087436696,488
404,2018,9.94979535814225e-05,487
404,2019,0.00015397045530891122,487
404,2020,0.0001660678296102018,487
404,2021,0.0001385099331417171,486
404,2022,0.0001145390831437884,485
404,2023,9.82096774663666e-05,484
404,2024,0.00012074188131685313,484
404,2025,0.00013718187835461877,485
404,2026,9.07999055118287e-05,299
4320,2018,0.00011572937318780874,390
4320,2019,0.00015397045530891122,487
4320,2020,0.0001660678296102018,487
4320,2021,0.0001385099331417171,486
4320,2022,0.0001145390831437884,485
4320,2023,9.82096774663666e-05,484
4320,2024,0.00012074188131685313,484
4320,2025,0.00013718187835461877,485
4320,2026,9.07999055118287e-05,299
501026,2017,3.348446015385128e-05,268
501026,2018,9.94979535814225e-05,487
501026,2019,0.00015397045530891122,487
501026,2020,0.0001660678296102018,487
501026,2021,0.0001385099331417171,486
501026,2022,0.0001145390831437884,485
501026,2023,9.82096774663666e-05,484
501026,2024,0.00012074188131685313,484
501026,2025,0.00013718187835461877,485
501026,2026,9.07999055118287e-05,299
501082,2020,0.00017280561367195263,276
501082,2021,0.0001385099331417171,486
501082,2022,0.0001145390831437884,485
501082,2023,9.82096774663666e-05,484
501082,2024,0.00012074188131685313,484
501082,2025,0.00013718187835461877,485
501082,2026,9.07999055118287e-05,299
5119,2018,0.00015495628589351428,261
5119,2019,0.00015397045530891122,487
5119,2020,0.0001660678296102018,487
5119,2021,0.0001385099331417171,486
5119,2022,0.0001145390831437884,485
5119,2023,9.82096774663666e-05,484
5119,2024,0.00012074188131685313,484
5119,2025,0.00013718187835461877,485
5119,2026,9.07999055118287e-05,299
519172,2017,5.7520924448975186e-05,436
519172,2018,9.94979535814225e-05,487
519172,2019,0.00015397045530891122,487
519172,2020,0.0001660678296102018,487
519172,2021,0.0001385099331417171,486
519172,2022,0.0001145390831437884,485
519172,2023,9.82096774663666e-05,484
519172,2024,0.00012074188131685313,484
519172,2025,0.00013718187835461877,485
519172,2026,9.07999055118287e-05,299
519173,2017,5.7520924448975186e-05,436
519173,2018,9.94979535814225e-05,487
519173,2019,0.00015397045530891122,487
519173,2020,0.0001660678296102018,487
519173,2021,0.0001385099331417171,486
519173,2022,0.0001145390831437884,485
519173,2023,9.82096774663666e-05,484
519173,2024,0.00012074188131685313,484
519173,2025,0.00013718187835461877,485
519173,2026,9.07999055118287e-05,299
519770,2017,4.326859183418459e-05,369
519770,2018,9.94979535814225e-05,487
519770,2019,0.00015397045530891122,487
519770,2020,0.0001660678296102018,487
519770,2021,0.0001385099331417171,486
519770,2022,0.0001145390831437884,485
519770,2023,9.82096774663666e-05,484
519770,2024,0.00012074188131685313,484
519770,2025,0.00013718187835461877,485
519770,2026,9.07999055118287e-05,299
519771,2017,4.326859183418459e-05,369
519771,2018,9.94979535814225e-05,487
519771,2019,0.00015397045530891122,487
519771,2020,0.0001660678296102018,487
519771,2021,0.0001385099331417171,486
519771,2022,0.0001145390831437884,485
519771,2023,9.82096774663666e-05,484
519771,2024,0.00012074188131685313,484
519771,2025,0.00013718187835461877,485
519771,2026,9.07999055118287e-05,299
519773,2017,3.6917864950138544e-05,320
519773,2018,9.94979535814225e-05,487
519773,2019,0.00015397045530891122,487
519773,2020,0.0001660678296102018,487
519773,2021,0.0001385099331417171,486
519773,2022,0.0001145390831437884,485
519773,2023,9.82096774663666e-05,484
519773,2024,0.00012074188131685313,484
519773,2025,0.00013718187835461877,485
519773,2026,9.07999055118287e-05,299
5550,2018,0.00017117582424334898,202
5550,2019,0.00015590054511795468,446
5550,2020,0.0001660678296102018,487
5550,2021,0.0001385099331417171,486
5550,2022,0.0001145390831437884,485
5550,2023,9.82096774663666e-05,484
5550,2024,0.00012074188131685313,484
5550,2025,0.00013718187835461877,485
5550,2026,9.07999055118287e-05,299
5551,2018,0.00017117582424334898,202
5551,2019,0.00015590054511795468,446
5551,2020,0.0001660678296102018,487
5551,2021,0.0001385099331417171,486
5551,2022,0.0001145390831437884,485
5551,2023,9.82096774663666e-05,484
5551,2024,0.00012074188131685313,484
5551,2025,0.00013718187835461877,485
5551,2026,9.07999055118287e-05,299
5775,2019,0.00016446731794111927,309
5775,2020,0.0001660678296102018,487
5775,2021,0.0001385099331417171,486
5775,2022,0.0001145390831437884,485
5775,2023,9.82096774663666e-05,484
5775,2024,0.00012074188131685313,484
5775,2025,0.00013718187835461877,485
5775,2026,9.07999055118287e-05,299
5776,2019,0.00016446731794111927,309
5776,2020,0.0001660678296102018,487
5776,2021,0.0001385099331417171,486
5776,2022,0.0001145390831437884,485
5776,2023,9.82096774663666e-05,484
5776,2024,0.00012074188131685313,484
5776,2025,0.00013718187835461877,485
5776,2026,9.07999055118287e-05,299
5903,2019,0.00016556553000067703,380
5903,2020,0.0001660678296102018,487
5903,2021,0.0001385099331417171,486
5903,2022,0.0001145390831437884,485
5903,2023,9.82096774663666e-05,484
5903,2024,0.00012074188131685313,484
5903,2025,0.00013718187835461877,485
5903,2026,9.07999055118287e-05,299
720001,2012,0.00012145318588397647,243
720001,2013,0.00012711889362165943,475
720001,2014,0.00012595635415082052,483
720001,2015,0.00033909320908529183,489
720001,2016,0.0003925624282460721,488
720001,2017,0.00012870606087436696,488
720001,2018,9.94979535814225e-05,487
720001,2019,0.00015397045530891122,487
720001,2020,0.0001660678296102018,487
720001,2021,0.0001385099331417171,486
720001,2022,0.0001145390831437884,485
720001,2023,9.82096774663666e-05,484
720001,2024,0.00012074188131685313,484
720001,2025,0.00013718187835461877,485
720001,2026,9.07999055118287e-05,299
7305,2020,0.00016348122877941017,298
7305,2021,0.0001385099331417171,486
7305,2022,0.0001145390831437884,485
7305,2023,9.82096774663666e-05,484
7305,2024,0.00012074188131685313,484
7305,2025,0.00013718187835461877,485
7305,2026,9.07999055118287e-05,299
740001,2013,0.00012266368375232824,426
740001,2014,0.00012595635415082052,483
740001,2015,0.00033909320908529183,489
740001,2016,0.0003925624282460721,488
740001,2017,0.00012870606087436696,488
740001,2018,9.94979535814225e-05,487
740001,2019,0.00015397045530891122,487
740001,2020,0.0001660678296102018,487
740001,2021,0.0001385099331417171,486
740001,2022,0.0001145390831437884,485
740001,2023,9.82096774663666e-05,484
740001,2024,0.00012074188131685313,484
740001,2025,0.00013718187835461877,485
740001,2026,9.07999055118287e-05,299
742,2015,0.0004940190671498196,307
742,2016,0.0003925624282460721,488
742,2017,0.00012870606087436696,488
742,2018,9.94979535814225e-05,487
742,2019,0.00015397045530891122,487
742,2020,0.0001660678296102018,487
742,2021,0.0001385099331417171,486
742,2022,0.0001145390831437884,485
742,2023,9.82096774663666e-05,484
742,2024,0.00012074188131685313,484
742,2025,0.00013718187835461877,485
742,2026,9.07999055118287e-05,299
7639,2023,7.125874896590615e-05,356
7639,2024,0.00012074188131685313,484
7639,2025,0.00013718187835461877,485
7639,2026,9.07999055118287e-05,299
8185,2021,0.00010675707833019474,372
8185,2022,0.0001145390831437884,485
8185,2023,9.82096774663666e-05,484
8185,2024,0.00012074188131685313,484
8185,2025,0.00013718187835461877,485
8185,2026,9.07999055118287e-05,299
823,2015,0.0005522915651966357,249
823,2016,0.00039265049129815654,484
823,2017,0.00012870606087436696,488
823,2018,9.94979535814225e-05,487
823,2019,0.00015397045530891122,487
823,2020,0.0001660678296102018,487
823,2021,0.0001385099331417171,486
823,2022,0.0001145390831437884,485
823,2023,9.82096774663666e-05,484
823,2024,0.00012074188131685313,484
823,2025,0.00013718187835461877,485
823,2026,9.07999055118287e-05,299
845,2015,0.0005476960634325116,238
845,2016,0.00038535849553328013,476
845,2017,0.00012870606087436696,488
845,2018,9.94979535814225e-05,487
845,2019,0.00015397045530891122,487
845,2020,0.0001660678296102018,487
845,2021,0.0001385099331417171,486
845,2022,0.0001145390831437884,485
845,2023,9.82096774663666e-05,484
845,2024,0.00012074188131685313,484
845,2025,0.00013718187835461877,485
845,2026,9.07999055118287e-05,299
8528,2021,0.00011296162186330128,405
8528,2022,0.0001145390831437884,485
8528,2023,9.82096774663666e-05,484
8528,2024,0.00012074188131685313,484
8528,2025,0.00013718187835461877,485
8528,2026,9.07999055118287e-05,299
8555,2021,9.722927204886903e-05,354
8555,2022,0.0001145390831437884,485
8555,2023,9.82096774663666e-05,484
8555,2024,0.00012074188131685313,484
8555,2025,0.00013718187835461877,485
8555,2026,9.07999055118287e-05,299
8734,2021,0.00011363954786236321,430
8734,2022,0.0001145390831437884,485
8734,2023,9.82096774663666e-05,484
8734,2024,0.00012074188131685313,484
8734,2025,0.00013718187835461877,485
8734,2026,9.07999055118287e-05,299
8988,2021,0.00011247566274912229,399
8988,2022,0.0001145390831437884,485
8988,2023,9.82096774663666e-05,484
8988,2024,0.00012074188131685313,484
8988,2025,0.00013718187835461877,485
8988,2026,9.07999055118287e-05,299
8989,2021,0.00011247566274912229,399
8989,2022,0.0001145390831437884,485
8989,2023,9.82096774663666e-05,484
8989,2024,0.00012074188131685313,484
8989,2025,0.00013718187835461877,485
8989,2026,9.07999055118287e-05,299
9049,2021,0.00011229224858520521,425
9049,2022,0.0001145390831437884,485
9049,2023,9.82096774663666e-05,484
9049,2024,0.00012074188131685313,484
9049,2025,0.00013718187835461877,485
9049,2026,9.07999055118287e-05,299
9062,2021,0.00011464610270636234,383
9062,2022,0.0001145390831437884,485
9062,2023,9.82096774663666e-05,484
9062,2024,0.00012074188131685313,484
9062,2025,0.00013718187835461877,485
9062,2026,9.07999055118287e-05,299
9063,2021,0.00011464610270636234,383
9063,2022,0.0001145390831437884,485
9063,2023,9.82096774663666e-05,484
9063,2024,0.00012074188131685313,484
9063,2025,0.00013718187835461877,485
9063,2026,9.07999055118287e-05,299
9242,2021,9.555232090146145e-05,335
9242,2022,0.0001145390831437884,485
9242,2023,9.82096774663666e-05,484
9242,2024,0.00012074188131685313,484
9242,2025,0.00013718187835461877,485
9242,2026,9.07999055118287e-05,299
9243,2021,9.555232090146145e-05,335
9243,2022,0.0001145390831437884,485
9243,2023,9.82096774663666e-05,484
9243,2024,0.00012074188131685313,484
9243,2025,0.00013718187835461877,485
9243,2026,9.07999055118287e-05,299
959991,2021,0.00011131860592359628,403
959991,2022,0.0001145390831437884,485
959991,2023,9.82096774663666e-05,484
959991,2024,0.00012074188131685313,484
959991,2025,0.00013718187835461877,485
959991,2026,9.07999055118287e-05,299
9707,2021,8.984880217381497e-05,317
9707,2022,0.0001145390831437884,485
9707,2023,9.82096774663666e-05,484
9707,2024,0.00012074188131685313,484
9707,2025,0.00013718187835461877,485
9707,2026,9.07999055118287e-05,299
9708,2021,8.984880217381497e-05,317
9708,2022,0.0001145390831437884,485
9708,2023,9.82096774663666e-05,484
9708,2024,0.00012074188131685313,484
9708,2025,0.00013718187835461877,485
9708,2026,9.07999055118287e-05,299
9808,2021,9.590096191215495e-05,338
9808,2022,0.0001145390831437884,485
9808,2023,9.82096774663666e-05,484
9808,2024,0.00012074188131685313,484
9808,2025,0.00013718187835461877,485
9808,2026,9.07999055118287e-05,299
9855,2021,8.679842003019887e-05,303
9855,2022,0.0001145390831437884,485
9855,2023,9.82096774663666e-05,484
9855,2024,0.00012074188131685313,484
9855,2025,0.00013718187835461877,485
9855,2026,9.07999055118287e-05,299
9856,2021,8.679842003019887e-05,303
9856,2022,0.0001145390831437884,485
9856,2023,9.82096774663666e-05,484
9856,2024,0.00012074188131685313,484
9856,2025,0.00013718187835461877,485
9856,2026,9.07999055118287e-05,299
9913,2021,9.095174323673988e-05,276
9913,2022,0.0001145390831437884,485
9913,2023,9.82096774663666e-05,484
9913,2024,0.00012074188131685313,484
9913,2025,0.00013718187835461877,485
9913,2026,9.07999055118287e-05,299
9993,2021,8.926391321818022e-05,272
9993,2022,0.0001145390831437884,485
9993,2023,9.82096774663666e-05,484
9993,2024,0.00012074188131685313,484
9993,2025,0.00013718187835461877,485
9993,2026,9.07999055118287e-05,299
