fund_code,hm_beta,hm_gamma,timing
17103,1.5112357491023858,2.493497124824851,-2.493497124824851
17612,1.8799738452332824,2.482002920763328,-2.482002920763328
17732,0.9285070659802079,-0.23946828245558802,0.23946828245558802
17811,1.859641046490279,-0.8578830371395157,0.8578830371395157
17876,1.7144935601143658,-1.6728420488028242,1.6728420488028242
17927,1.428005814953912,0.04443473809850039,-0.04443473809850039
18291,1.5419724351838282,0.6980462802818908,-0.6980462802818908
18325,2.5936005397399846,-0.6707109138778169,0.6707109138778169
18326,2.5914335567329165,-0.6711957166443017,0.6711957166443017
18358,1.1994451828968136,1.8332198653269116,-1.8332198653269116
18359,1.1980081196352566,1.8291542867850596,-1.8291542867850596
20018,1.7073872397378533,-1.05155508730076,1.05155508730076
40001,1.030651952921386,0.3877385913748294,-0.3877385913748294
40008,1.3516223367659645,-0.3091271019033598,0.3091271019033598
40011,2.181306878116057,-0.9188319015324169,0.9188319015324169
40016,1.8276307720514802,-1.2369831481005935,1.2369831481005935
40025,2.0770504204577525,-0.8047007495776004,0.8047007495776004
50004,1.3821066664143022,-0.6756468194207831,0.6756468194207831
50009,2.4744634035807254,-1.5523843971026872,1.5523843971026872
50010,2.4937545804127415,-1.5433350348215775,1.5433350348215775
70027,1.1999424062875954,-0.7611150279028166,0.7611150279028166
100022,1.8467653624392946,-1.2535436833786515,1.2535436833786515
100039,2.148405073411656,-1.414015173482607,1.414015173482607
100060,2.6367624557779576,-1.7709068155033385,1.7709068155033385
110002,1.8940279765316983,-1.231551912422571,1.231551912422571
110005,1.4998421467202798,-0.7791071341141717,0.7791071341141717
110009,1.4686798602812317,-0.25029887248000543,0.25029887248000543
110013,1.908499956495268,-1.1620605951775265,1.1620605951775265
110015,2.0813317926149923,-1.3093281466936224,1.3093281466936224
110025,1.0081371425324732,0.11460261704567877,-0.11460261704567877
110029,2.25053765395803,-1.2635387284990762,1.2635387284990762
112002,0.6799979199835724,0.26356075698255954,-0.26356075698255954
121003,1.4877178592843718,-0.8680130287346041,0.8680130287346041
150968,2.112661301276162,-1.5100393191166173,1.5100393191166173
151001,1.7594736189322755,-1.4845007448776681,1.4845007448776681
160220,0.4485825683180901,-0.2817257306191323,0.2817257306191323
160226,0.6593518732200184,-0.37046319955803375,0.37046319955803375
160605,1.666200601418312,-0.5425342305429016,0.5425342305429016
161606,1.8435289281854632,-1.4843332700751255,1.4843332700751255
161810,1.0363687243403552,-0.8699489372474821,0.8699489372474821
161903,2.259465360171019,-1.628499645372838,1.628499645372838
162006,1.6943289951741705,-1.0120666746550995,1.0120666746550995
162201,1.3844010609484894,-0.16232077493780128,0.16232077493780128
162204,1.8265925402379588,-1.1443440964690916,1.1443440964690916
162209,1.0712115421557795,-0.2988451022870841,0.2988451022870841
162214,2.320663122252386,-1.7716579245091741,1.7716579245091741
162703,1.9458528429225996,-1.763194149985333,1.763194149985333
163402,1.374914602197042,-0.7841401196196615,0.7841401196196615
163406,1.7759279095821587,-0.7010387505235576,0.7010387505235576
163411,1.4323082891556325,-0.2329808386095746,0.2329808386095746
163412,1.2703841917134457,-0.4528137434003514,0.4528137434003514
166001,1.8004834197440147,-1.2003738060311195,1.2003738060311195
166005,0.7403626978846856,0.13158812255636274,-0.13158812255636274
168002,1.1339425639251786,0.23765568373793208,-0.23765568373793208
168401,1.3410807076593256,-0.16322453305470816,0.16322453305470816
180031,2.42713334143635,-1.9583843454668564,1.9583843454668564
200012,1.7207234598108299,-1.3762604324937826,1.3762604324937826
202001,1.4671369697534802,-0.9699420576670268,0.9699420576670268
202002,1.4648140465286208,-0.9466400021752381,0.9466400021752381
202027,2.3112792024002577,-1.222947404684884,1.222947404684884
206009,1.6087253371303356,-1.383640940887904,1.383640940887904
210004,1.4562595606534974,-0.3148961730611439,0.3148961730611439
210008,1.7957075954090473,-1.0233749286452982,1.0233749286452982
213003,2.1740019079689565,-1.2871152424867653,1.2871152424867653
213008,1.9287897563507876,-0.8468326346254796,0.8468326346254796
240005,1.0176188619372817,-0.5156990350153039,0.5156990350153039
240011,3.101953736625888,-2.1616282376805027,2.1616282376805027
240017,2.4075368862565636,-1.5884759587830184,1.5884759587830184
240022,1.1205023384917192,-0.2931128403691245,0.2931128403691245
257020,1.56456704596094,-0.5051282308366908,0.5051282308366908
257030,1.8835292393268932,-1.3772962014667034,1.3772962014667034
257070,2.56539122625075,-2.584476381727812,2.584476381727812
