fund_code,基金简称,基金经理人,management_company,基本面优势,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha,quarter_return,grp
13369,汇添富自主核心科技一年持有混合A,马磊,汇添富基金,0.7958776096265168,0.2555281155895365,0.8472733797180014,1.226915120736421,-0.5844179751384083,0.9972902599180072,0.5897444184083457,0.045971767788349,0.1022091169463618,Q5最高
13370,汇添富自主核心科技一年持有混合C,马磊,汇添富基金,0.975611167615692,0.2554229520623558,0.8472733797180014,1.2283776404674551,-0.618706049686425,0.9972902599180072,0.6142115583491811,0.0449609987681617,0.1011477276180425,Q5最高
13840,银华集成电路混合A,方建,银华基金,0.044511979891298,-0.6044749868475552,2.27782411338833,1.2409254522237694,-0.4775080140707772,0.2159080409963589,0.449531097596904,0.0330038358324086,0.1090267427388155,Q5最高
13841,银华集成电路混合C,方建,银华基金,0.1348035290410287,-0.5980031147410221,2.246998919994619,1.253737672457225,-0.4952978953552061,0.2567540650722482,0.4664988627448154,0.0324965638259257,0.1084879547667013,Q5最高
13949,交银科锐科技创新混合C,高扬,交银施罗德基金,0.6609193029004438,-0.3398770427106334,0.4684204631203962,0.060727135449199,-1.0676952093964651,0.8545183671381495,0.1061688360835149,0.0139878867520665,0.0715373933183847,Q4
14282,中信保诚成长动力混合C,杨柳青,中信保诚基金,1.0124070680018231,-0.5670475924069837,0.6123883723020984,0.9010606860770172,-1.1620385337021764,0.3505491905120006,0.1912198651306299,0.0382923098518813,0.0650959836366356,Q5最高
14319,德邦半导体产业混合发起式A,江杨磊、袁之渿,德邦基金,0.6189525282035659,0.3841337433417797,2.4401843801754644,1.0601805257469814,-0.1712304257748829,0.6619699275912057,0.832365113214019,0.0724710293173273,0.0991367952121845,Q5最高
14320,德邦半导体产业混合发起式C,江杨磊、袁之渿,德邦基金,0.2176468551917925,0.3921283014452768,2.4967463219685184,1.079865934209458,-0.2304090970194105,0.6622820122492217,0.7697100546741429,0.0714133033259355,0.0980995371842218,Q5最高
14497,诺安研究优选混合C,邓心怡、周靖翔,诺安基金,0.8979844791076551,-0.5046633718874606,-0.1997193541611152,1.0975065685217698,-1.8717432272374523,0.8002574576360362,0.0366037586632388,0.0068940361256138,0.0572226101116337,Q4
14549,交银数据产业灵活配置混合C,高扬,交银施罗德基金,0.8084668588408611,0.064892380917971,0.4624237657685939,0.2523515326233763,-1.1307114275967012,1.0219073765201474,0.2465550811790414,0.0196562333993891,0.0696301135187198,Q5最高
14611,富国核心科技12个月持有混合A,许炎,富国基金,0.4738554998857964,0.6766938350937814,0.4062587144918641,1.4604468859171091,-0.2899896266643458,0.7811502840367606,0.5847359321268276,0.0644539309409654,0.0887757530357519,Q5最高
14612,富国核心科技12个月持有混合C,许炎,富国基金,0.7962244421172807,0.6763774064693753,0.4062587144918641,1.4597446205590243,-0.3479814603080953,0.7811502840367606,0.6286290012277016,0.0628694616125782,0.087156284936358,Q5最高
14833,汇添富盈鑫混合C,刘昇,汇添富基金,0.4800593133308897,-0.2434635145085948,0.4830689708873013,0.5670157759951087,-0.6622566753558826,0.8733820771654022,0.2496343245857041,0.0431729316478792,0.0522692926941658,Q5最高
14975,华安科技动力混合C,栾超,华安基金,0.8889963042104861,0.1642415699960837,0.9473814885622758,0.3305810659441788,0.1830442824834296,0.5940800685067299,0.5180541299505307,0.0479077632249828,0.0961719945874446,Q5最高
14989,国泰新经济灵活配置混合C,彭凌志,国泰基金,0.7963959038890094,-0.106109268073742,1.6596820478236616,1.4755186910352491,-0.724680647642618,0.8957450103736162,0.666091956234196,0.0305005333493226,0.0899606500540582,Q5最高
15389,宝盈转型动力混合C,容志能、叶秀贤,宝盈基金,0.7481165996755941,0.0318879455493321,0.5041640918705309,0.9042356432073698,1.0638259578227385,0.5941598193464588,0.6410650095786706,0.0602256995246679,0.1264706219697883,Q5最高
15491,博时科创主题灵活配置混合(LOF)C,齐宁,博时基金,0.9798613814583598,0.4227588582063055,0.4677496242743145,0.977455977984215,-0.9055007916881044,0.5813341385241702,0.42060986479321,0.0149065907466135,0.0893988153885433,Q5最高
15576,宏利绩优混合C,孙硕,宏利基金,0.734910225235445,0.7450416131474229,0.1590295068175834,0.9294000396498036,-0.6770149915873981,1.4019950705543245,0.5488935773028636,0.0211127498701492,0.1003311740915914,Q5最高
15585,国泰优势行业混合C,彭凌志,国泰基金,0.844192862520175,-0.0125934883953093,1.775501256528822,1.247746633376609,-0.5502892974115795,0.765878739869047,0.6784061177479607,0.0249578528084393,0.1006648143781814,Q5最高
15967,永赢半导体产业智选混合发起A,张海啸,永赢基金,0.8758163837910334,0.063782201116966,1.3125301039693502,1.2619755919007236,-0.0672853506270082,0.4140727958731124,0.6434819543373629,0.0565348921788293,0.1000492060603113,Q5最高
16262,银华智荟内在价值灵活配置混合发起C,方建,银华基金,0.8582597108956197,-0.8381586407265724,0.9264517958258144,0.3775168203246758,-1.4746552977841316,0.4162272871444433,0.0442736126133081,-0.0107972839898921,0.0889552178484397,Q4
16263,银华高端制造业混合C,薄官辉、王浩,银华基金,0.8741587737842647,0.9723958555480308,0.5340733021637711,0.8916592106314893,-1.1430650388395376,0.4482385795408184,0.4295767804714728,0.0294196069798011,0.0765061935007553,Q5最高
16370,信澳业绩驱动混合A,童昌希,信达澳亚基金,0.7932596353906393,0.2893338502566537,-0.0201287225819314,1.858871899115482,-1.841604383625757,0.3937004560540198,0.245572122434851,0.0681315774726532,0.1178716435734683,Q5最高
16371,信澳业绩驱动混合C,童昌希,信达澳亚基金,0.669571632291439,0.2917307056935787,-0.0098767360769269,1.865245424163783,-1.8632096416892712,0.429318749177753,0.2304633555933926,0.0667092488602562,0.1162559203454327,Q5最高
16461,华宝核心优势混合C,郑英亮,华宝基金,0.8424164032585107,0.1217038590505064,-0.2007737801992527,1.4308397304258478,0.4910268242718724,0.8880389131797537,0.5955419916645397,0.0877495305333372,0.0950641234302042,Q5最高
16500,华夏半导体龙头混合发起A,高翔,华夏基金,0.7001167545730871,-0.2745979133732836,2.753095235194284,1.3035649303212489,0.3266243618943322,1.1330892102491683,0.990315429809806,0.0801711827599117,0.1269535986749211,Q5最高
16501,华夏半导体龙头混合发起C,高翔,华夏基金,0.7161115486526354,-0.3063040660851008,2.753418940849204,1.3119666785245363,0.2889167958532579,1.0061196726793744,0.961704928412318,0.0791686359875081,0.1257857416443758,Q5最高
16579,长安宏观策略混合C,王浩聿、林忠晶,长安基金,1.035465556067743,0.8701337536412818,-0.0376866244367931,1.4868107791412222,0.229481719582189,0.9414476929343084,0.7542754794883252,0.1050024973879302,0.1232026178343046,Q5最高
16772,诺德兴新趋势混合A,Yi Xie、周建胜,诺德基金,1.1318405159415506,-1.1948168831460988,-0.7327234805229441,1.2982241462229724,-1.5334933083105764,0.2224126586646929,-0.1347593918584005,-0.0082806088335663,0.0852449348729828,Q3
16773,诺德兴新趋势混合C,Yi Xie、周建胜,诺德基金,1.1229289372047675,-1.196146277840041,-0.7327234805229441,1.2886979613264236,-1.6096541191942029,0.2224126586646929,-0.1507473867268839,-0.0097068160144725,0.0837060476234285,Q3
16780,国投瑞银锐意改革混合C,马柯,国投瑞银基金,0.8923810614771671,0.633428680937437,0.6315643420719762,1.0441641949589353,-0.521709143584685,0.7027217577225011,0.5637584822638887,0.0502213518879331,0.1091915457511897,Q5最高
17102,大摩数字经济混合A,雷志勇,摩根士丹利基金,0.3592931780426983,0.4340985002726523,1.022809010245555,-1.0313895980506382,1.024891449540338,1.505945789391788,0.5526080549070655,0.0514558376894871,0.1494209447198801,Q5最高
17103,大摩数字经济混合C,雷志勇,摩根士丹利基金,0.4308599601809165,0.4184316814415486,1.04315476209541,-1.0255006025167632,0.9713968003238412,1.4109596191663534,0.5415503701152177,0.0500000717303992,0.1477900919878939,Q5最高
17612,宏利复兴混合C,孙硕,宏利基金,0.6349571605659514,0.7796802736877853,0.8512985086522139,-1.1312533016033783,-0.0160365737288613,1.2355961842083274,0.3923737086303396,0.0271905523581855,0.1537890442076235,Q5最高
17732,鹏华核心优势混合C,黄奕松,鹏华基金,0.8915755506750805,0.047607609534236,-0.4388520727754397,0.0149784582069186,-1.02089774790912,1.6107398974366924,0.1841919491947279,-0.0046144111952952,0.093954541322505,Q5最高
17811,东方人工智能主题混合C,严凯,东方基金,0.0338092148203458,-0.3549186321315556,2.153129016103924,0.7776033814001271,0.0400590750455473,0.315019584154859,0.4941169398988747,0.0178963362904939,0.159146607336253,Q5最高
17876,汇添富新能源精选混合发起式A,刘昇,汇添富基金,0.85252107207697,-0.5908998286284822,0.5388234180997351,0.6101428857173017,-0.9981003147387671,0.6822189050880393,0.1824510229357994,-0.0309239218694993,0.0533310992327432,Q4
17927,华商新动力混合C,刘力,华商基金,0.9594511555603036,0.1246104343464284,0.9743907270367586,-0.2105723802354308,-0.2118825153225901,0.4261025394190914,0.3436833268007602,0.0144793789489508,0.1094856905217547,Q5最高
18291,广发新兴成长混合C,刘玉,广发基金,0.4918308619565282,0.2348514096053958,-0.4495927045567423,-0.7637108635083578,-1.435713047205794,0.7077969359619705,-0.2024229012911665,-0.0291127020353222,0.104193957358447,Q3
18325,国泰海通创新成长混合发起A,陈思靖,国泰海通资管,0.9612463974744696,-0.3556858581395839,1.4588314846145454,0.6021401235441362,-0.9083553563395436,-0.0135697634288034,0.2907678379542033,0.0255998446267078,0.109748563759159,Q5最高
18326,国泰海通创新成长混合发起C,陈思靖,国泰海通资管,0.9023289329277498,-0.3529722399117438,1.4564198418824756,0.601905208724035,-0.936303212117656,-0.1117195372083604,0.2599431657160834,0.0246578002272414,0.1086982026869857,Q5最高
