fund_code,report_date,RG_interp
73,2022-10-01,-0.14579316704093173
73,2023-01-01,-0.6788827850330589
73,2023-04-01,-0.3163197999393696
73,2023-07-01,0.10635749816009397
73,2023-10-01,-0.054222666778030226
73,2024-01-01,-0.28668202836575296
73,2024-04-01,-0.13891067160446371
73,2024-07-01,-0.3023975997179183
73,2024-10-01,0.0154984231919877
73,2025-01-01,-0.008573921542763999
73,2025-04-01,-0.12254775421724616
73,2025-07-01,-0.954490493269764
73,2025-10-01,0.10109991483509462
73,2026-01-01,-0.060213693583447844
73,2026-04-01,-0.8047489449152964
73,2026-07-01,0.40495558527140135
263,2020-04-01,-0.3706542376257501
263,2020-07-01,0.3834761334224669
263,2020-10-01,0.1740549257063759
263,2021-01-01,0.4651996435333345
263,2021-04-01,-0.21266197911760032
263,2021-07-01,0.26010241268872225
263,2021-10-01,-0.28466928935285507
263,2022-01-01,0.33857956501357334
263,2022-04-01,-0.2697668794306369
263,2022-07-01,0.2610440524179224
263,2022-10-01,-0.15669859404207992
263,2023-01-01,-0.5838297571403773
263,2023-04-01,-0.3459867606663754
263,2023-07-01,0.037518203202027894
263,2023-10-01,-0.10276870864403426
263,2024-01-01,-0.16768707497809981
263,2024-04-01,-0.30574242925697354
263,2024-07-01,-0.18615777328488822
263,2024-10-01,-0.008479430932723214
263,2025-01-01,0.037764848649162894
263,2025-04-01,-0.2328453223948781
263,2025-07-01,-1.100462912484625
263,2025-10-01,0.20475289904072655
263,2026-01-01,0.004871175247443854
263,2026-04-01,-1.1885661589354175
263,2026-07-01,0.729592454696494
308,2020-04-01,-0.3003325680769087
308,2020-07-01,0.31709918462998843
308,2020-10-01,-0.02297411018486678
308,2021-01-01,0.40905103871778353
308,2021-04-01,-0.3962335282669491
308,2021-07-01,0.28028743698819614
308,2021-10-01,-0.04791271049063173
308,2022-01-01,0.3177951067346121
308,2022-04-01,-0.15736736012971383
308,2022-07-01,0.14229414100427643
308,2022-10-01,-0.0673007754382184
308,2023-01-01,-0.7215257507914513
308,2023-04-01,-0.30686475318787687
308,2023-07-01,0.10763510050063824
308,2023-10-01,-0.19717873892502696
308,2024-01-01,-0.08788068139740929
308,2024-04-01,-0.15183641227590042
308,2024-07-01,-0.22914366363252076
308,2024-10-01,-0.05913702739134606
308,2025-01-01,-0.024990482421476598
308,2025-04-01,-0.16405981894261717
308,2025-07-01,-0.9921647550600098
308,2025-10-01,0.20980187530691416
308,2026-01-01,0.06332064371300786
308,2026-04-01,-1.3458557070248154
308,2026-07-01,0.7191477773606674
327,2020-04-01,-0.3590199178453949
327,2020-07-01,0.23287546186789573
327,2020-10-01,0.04968603623713963
327,2021-01-01,0.1982780360501179
327,2021-04-01,-0.0940186511040595
327,2021-07-01,0.14119561860509322
327,2021-10-01,-0.3087047810333314
327,2022-01-01,0.2680219166568483
327,2022-04-01,-0.2523628526022406
327,2022-07-01,0.17286361444865944
327,2022-10-01,-0.03461915879774572
327,2023-01-01,-0.7618172519860487
327,2023-04-01,-0.4448581618546297
327,2023-07-01,0.22367121210274563
327,2023-10-01,-0.11478944059645804
327,2024-01-01,-0.16872953468351856
327,2024-04-01,-0.2253765273687958
327,2024-07-01,-0.27343278416626393
327,2024-10-01,-0.026879191877072967
327,2025-01-01,0.03275438415565084
327,2025-04-01,-0.18724401621048423
327,2025-07-01,-1.0743094306332661
327,2025-10-01,0.2964780153597275
327,2026-01-01,-0.0968310215017766
327,2026-04-01,-1.1326043724091222
327,2026-07-01,0.6071955142444816
354,2020-04-01,-0.34928716542616073
354,2020-07-01,0.2614642634171785
354,2020-10-01,0.041340742158131216
354,2021-01-01,0.31666065571820856
354,2021-04-01,-0.22877873259017834
354,2021-07-01,0.20763962371858732
354,2021-10-01,-0.2154231330317404
354,2022-01-01,0.3583431603221031
354,2022-04-01,-0.2461847410079857
354,2022-07-01,0.08619375804011944
354,2022-10-01,-0.15678661470818878
354,2023-01-01,-0.6812913646125152
354,2023-04-01,-0.40326204231550355
354,2023-07-01,0.27213001089876654
354,2023-10-01,-0.34554753693900386
354,2024-01-01,-0.2511862468188316
354,2024-04-01,-0.0034853815718209336
354,2024-07-01,-0.11837794438570874
354,2024-10-01,0.011218673358993354
354,2025-01-01,0.2347821948441568
354,2025-04-01,-0.3651756104728228
354,2025-07-01,-1.0809234360787199
354,2025-10-01,0.4627077190268361
354,2026-01-01,-0.12384848906681871
354,2026-04-01,-1.176300980891451
354,2026-07-01,0.8214854843873335
390,2014-01-01,
390,2014-04-01,-0.016545289956870088
390,2014-07-01,
390,2014-10-01,
390,2015-01-01,
390,2015-04-01,
390,2015-07-01,
390,2015-10-01,
390,2016-01-01,-0.18779413608856785
390,2016-04-01,-0.28274502963315956
390,2016-07-01,-0.09269878407016835
390,2016-10-01,-0.1375916164339059
390,2017-01-01,-0.07843417539332206
390,2017-04-01,0.10107654398631921
390,2017-07-01,-0.25620987041548515
390,2017-10-01,0.03735506987984319
390,2018-01-01,-0.03830643542548498
390,2018-04-01,0.19487120423045912
390,2018-07-01,-0.07511745407687556
390,2018-10-01,-0.03198976765856118
390,2019-01-01,-0.4971040363658044
390,2019-04-01,0.4476745414319499
390,2019-07-01,-0.31433802128929006
390,2019-10-01,-0.0296211727868618
390,2020-01-01,-0.13476195313780182
390,2020-04-01,-0.2059256701553102
390,2020-07-01,-0.00483881591966015
390,2020-10-01,0.11574242317119732
390,2021-01-01,0.28756410844517
390,2021-04-01,-0.10555100911695521
390,2021-07-01,-0.06780995586288366
390,2021-10-01,-0.03816008519712952
390,2022-01-01,0.02405405289832538
390,2022-04-01,-0.010068254799849016
390,2022-07-01,0.06425972966122535
390,2022-10-01,-0.058134614926289255
390,2023-01-01,-0.5566925270927955
390,2023-04-01,-0.3471985922406196
390,2023-07-01,0.06916789685720463
390,2023-10-01,0.02416430112809248
390,2024-01-01,-0.13039124246957262
390,2024-04-01,-0.08454083532755219
390,2024-07-01,-0.17213136614293043
390,2024-10-01,-0.029716067004854907
390,2025-01-01,-0.07826855288903654
390,2025-04-01,-0.37641673411674825
390,2025-07-01,-1.0911670950216021
390,2025-10-01,0.362801611654209
390,2026-01-01,-0.12146800066515354
390,2026-04-01,-0.7929875350479683
390,2026-07-01,0.7007325125231577
404,2014-01-01,
404,2014-04-01,-0.43575723493388896
404,2014-07-01,
404,2014-10-01,
404,2015-01-01,
404,2015-04-01,
404,2015-07-01,
404,2015-10-01,
404,2016-01-01,0.46972454667622027
404,2016-04-01,-0.4909119815698296
404,2016-07-01,0.010379446633449873
404,2016-10-01,-0.23405787361567365
404,2017-01-01,-0.1798816194465072
404,2017-04-01,-0.0030654823466687324
404,2017-07-01,-0.18257656160661792
404,2017-10-01,0.2689174277918086
404,2018-01-01,-0.05922300435506782
404,2018-04-01,0.30271117021615446
404,2018-07-01,-0.1726715833572198
404,2018-10-01,-0.08137782161950932
404,2019-01-01,-0.6143130546895912
404,2019-04-01,0.421834025882302
404,2019-07-01,-0.33866715584841367
404,2019-10-01,0.08264054061843312
404,2020-01-01,0.11549622395080797
404,2020-04-01,-0.29196071231824633
404,2020-07-01,0.46534666636552896
404,2020-10-01,0.024828179024728073
404,2021-01-01,0.2871713270721474
404,2021-04-01,-0.22286215973761492
404,2021-07-01,0.3001765768622502
404,2021-10-01,-0.22593015697461222
404,2022-01-01,0.3211079005288942
404,2022-04-01,-0.2687179882368654
404,2022-07-01,0.26646813626820187
404,2022-10-01,-0.19796238997873938
404,2023-01-01,-0.7437872241623927
404,2023-04-01,-0.06548121741908308
404,2023-07-01,0.14267303836344758
404,2023-10-01,-0.14631328932706378
404,2024-01-01,-0.15134513531199095
404,2024-04-01,-0.16213497508261213
404,2024-07-01,-0.1675755080408864
404,2024-10-01,-0.08744185619469705
404,2025-01-01,-0.026557035993461042
404,2025-04-01,-0.2055874299744585
404,2025-07-01,-0.9925954596173505
404,2025-10-01,0.5843835352681319
404,2026-01-01,0.03412794587621735
404,2026-04-01,-0.8221365627709021
404,2026-07-01,0.8223844822371452
522,2020-04-01,-0.07038931511448795
522,2020-07-01,0.4075514798472014
522,2020-10-01,0.056909231276998644
522,2021-01-01,0.10439946728490228
522,2021-04-01,-0.3054321678898312
522,2021-07-01,0.1883584681332579
522,2021-10-01,-0.4210261958281303
522,2022-01-01,0.25619051039192464
522,2022-04-01,-0.20828685927199048
522,2022-07-01,-0.012466698257327918
522,2022-10-01,0.0028627445399588627
522,2023-01-01,-0.6245860922897495
522,2023-04-01,-0.3121430388876357
522,2023-07-01,0.4372632775571484
522,2023-10-01,-0.1281103328413524
522,2024-01-01,-0.15255624480283453
522,2024-04-01,-0.0998144748928158
522,2024-07-01,-0.0403414682738181
522,2024-10-01,0.10517267590453043
522,2025-01-01,-0.07128103533922531
522,2025-04-01,-0.2075085643597458
522,2025-07-01,-0.8782637220412493
522,2025-10-01,0.41725687253317456
522,2026-01-01,-0.09153944108984219
522,2026-04-01,-1.0253199798554706
522,2026-07-01,0.7127253077246468
601,2020-04-01,-0.2686204625785983
601,2020-07-01,0.5531102226778577
601,2020-10-01,0.10157733556477096
601,2021-01-01,0.3504612717942966
601,2021-04-01,-0.28634237482344105
601,2021-07-01,0.3208751719122876
601,2021-10-01,-0.1389386303159265
601,2022-01-01,0.28110002662843936
601,2022-04-01,-0.21446276104756093
601,2022-07-01,0.29890948941229545
601,2022-10-01,-0.23943439868081814
601,2023-01-01,-0.6197914550634692
601,2023-04-01,-0.50459126996371
601,2023-07-01,0.0264579512001559
601,2023-10-01,-0.06875243518241599
601,2024-01-01,-0.1288618335543826
601,2024-04-01,-0.3305239093934515
601,2024-07-01,-0.16042075798061534
601,2024-10-01,0.0855976351611367
601,2025-01-01,0.037261354256110435
601,2025-04-01,-0.32867074310691535
601,2025-07-01,-1.0841248071785157
601,2025-10-01,0.15758274451430532
601,2026-01-01,-0.08319532151865594
601,2026-04-01,-1.3042448206704167
601,2026-07-01,0.5348353692393328
742,2014-10-01,
742,2015-01-01,
742,2015-04-01,
742,2015-07-01,
742,2015-10-01,
742,2016-01-01,0.3265258673354047
742,2016-04-01,-0.5806204102129995
742,2016-07-01,0.1775889528864639
742,2016-10-01,-0.011367512901041274
742,2017-01-01,-0.3431049852249185
742,2017-04-01,0.1221874375570956
742,2017-07-01,-0.11219993253962218
742,2017-10-01,0.06539650901568315
742,2018-01-01,-0.0140967180039194
742,2018-04-01,0.006818287876064005
742,2018-07-01,0.005163016579587114
742,2018-10-01,-0.06749244567608167
742,2019-01-01,-0.6715698401641158
742,2019-04-01,0.3803445797042794
742,2019-07-01,-0.1532462732433957
742,2019-10-01,-0.30835353695596796
742,2020-01-01,-0.34334307517969753
742,2020-04-01,-0.42727396060234657
742,2020-07-01,0.6163609837293891
742,2020-10-01,0.15787650143150242
742,2021-01-01,0.282756108398849
742,2021-04-01,-0.3478630835608179
742,2021-07-01,0.26729984516129046
742,2021-10-01,-0.15975734763127827
742,2022-01-01,0.2363733783987699
742,2022-04-01,-0.19006836740986277
742,2022-07-01,0.1010096550102167
742,2022-10-01,-0.011529135444349622
742,2023-01-01,-0.9122412001596185
742,2023-04-01,-0.2122118697428971
742,2023-07-01,0.1923470468331727
742,2023-10-01,-0.16845789030288255
742,2024-01-01,-0.03503171813893282
742,2024-04-01,-0.11769671508286089
742,2024-07-01,-0.216716720670724
742,2024-10-01,-0.1991701199801606
742,2025-01-01,0.06543231214761605
742,2025-04-01,-0.1482640912179151
742,2025-07-01,-0.9487085453392661
742,2025-10-01,0.39358322382409955
742,2026-01-01,0.07711332162493305
742,2026-04-01,-1.283865234870155
742,2026-07-01,1.4054071230766156
800,2020-04-01,-0.3641869869470147
800,2020-07-01,0.24492198476769672
800,2020-10-01,-0.21496456381420528
800,2021-01-01,0.14856355379764058
800,2021-04-01,-0.5292007960560642
800,2021-07-01,0.10846815806771136
800,2021-10-01,0.10409790351680548
800,2022-01-01,0.2091624961643962
800,2022-04-01,-0.1595750651290986
800,2022-07-01,0.18459431943791269
800,2022-10-01,-0.04349068991176416
800,2023-01-01,-0.37628230963245346
800,2023-04-01,-0.0816447288095537
800,2023-07-01,0.055251409543130854
800,2023-10-01,-0.08959418238744106
800,2024-01-01,-0.12122583486661317
800,2024-04-01,-0.05330202335133105
800,2024-07-01,-0.30870937286089417
800,2024-10-01,0.04476913617566607
800,2025-01-01,-0.05435976949764577
800,2025-04-01,0.0343053050593816
800,2025-07-01,-0.5624218996424168
800,2025-10-01,0.30651510921564334
800,2026-01-01,0.04756478747668276
800,2026-04-01,-1.027604515983158
800,2026-07-01,0.34460589523634316
823,2015-01-01,-0.383505571444237
823,2015-04-01,
823,2015-07-01,
823,2015-10-01,
823,2016-01-01,0.1636227688386467
823,2016-04-01,-0.5112530746330878
823,2016-07-01,0.035960281352789655
823,2016-10-01,-0.1265535446856354
823,2017-01-01,-0.14236559788010034
823,2017-04-01,0.03829712977337252
823,2017-07-01,-0.17075557594114874
823,2017-10-01,0.003022553854153759
823,2018-01-01,0.009038136052086159
823,2018-04-01,0.21459054629279878
823,2018-07-01,-0.07739885559035611
823,2018-10-01,-0.05707622072906306
823,2019-01-01,-0.5211062820285022
823,2019-04-01,0.34477984932675226
823,2019-07-01,-0.299569519147395
823,2019-10-01,-0.11921362025352977
823,2020-01-01,0.014129347534914433
823,2020-04-01,-0.32002183537861606
823,2020-07-01,0.21790168455427242
823,2020-10-01,-0.021961544837469704
823,2021-01-01,0.31070064276619414
823,2021-04-01,-0.2927515837382025
823,2021-07-01,0.06355215080349838
823,2021-10-01,-0.1519666429103916
823,2022-01-01,0.2602512010770214
823,2022-04-01,-0.2870461391382724
823,2022-07-01,0.21417887057438484
823,2022-10-01,-0.17709753450068996
823,2023-01-01,-0.547193896907592
823,2023-04-01,-0.24567765771126385
823,2023-07-01,0.14139082992615554
823,2023-10-01,-0.16159405789635584
823,2024-01-01,-0.13316807962893604
823,2024-04-01,-0.15053086283913314
823,2024-07-01,-0.1390551572358858
823,2024-10-01,0.02179444225464111
823,2025-01-01,-0.010878376095490961
823,2025-04-01,-0.21716232625811152
823,2025-07-01,-1.0280226499210248
823,2025-10-01,0.4866468104248209
823,2026-01-01,-0.04283776266678947
823,2026-04-01,-0.8481941624886091
823,2026-07-01,1.0700134773148473
845,2015-01-01,-0.12197117494518107
845,2015-04-01,-0.10426225469588116
845,2015-07-01,
845,2015-10-01,
845,2016-01-01,0.11999834375483567
845,2016-04-01,-0.3280128358196598
845,2016-07-01,-0.04790127690282295
845,2016-10-01,-0.06303258656945464
845,2017-01-01,-0.33376925949267344
845,2017-04-01,0.05235039625395145
845,2017-07-01,-0.15739855646576528
845,2017-10-01,0.036794957406418576
845,2018-01-01,-0.02481794170061868
845,2018-04-01,0.04804361062820234
845,2018-07-01,-0.17409914425352005
845,2018-10-01,-0.04452621695191126
845,2019-01-01,-0.5151240761183367
845,2019-04-01,0.30665291067926526
845,2019-07-01,-0.3371122247507522
845,2019-10-01,-0.045766154950361744
845,2020-01-01,-0.19567992322357958
845,2020-04-01,-0.35965002248670397
845,2020-07-01,0.31359747858586995
845,2020-10-01,0.1009349548804358
845,2021-01-01,-0.010735934885474141
845,2021-04-01,-0.06417052260882326
845,2021-07-01,-0.0010892161643961604
845,2021-10-01,-0.25547563913000776
845,2022-01-01,0.3150011689128115
845,2022-04-01,-0.07856826537168347
845,2022-07-01,0.048706852136679066
845,2022-10-01,-0.09363305524728424
845,2023-01-01,-0.6966847570210766
845,2023-04-01,-0.3007491991282093
845,2023-07-01,0.024147572693358238
845,2023-10-01,-0.08096461213297096
845,2024-01-01,-0.20710543188575947
845,2024-04-01,-0.1770233324595901
845,2024-07-01,-0.1710948242110877
845,2024-10-01,-0.20224241587496422
845,2025-01-01,-0.0939371989487725
845,2025-04-01,-0.27022842002640707
845,2025-07-01,-1.0619518549945113
845,2025-10-01,0.4331505453590081
845,2026-01-01,0.06910165437393696
845,2026-04-01,-1.0702575496262998
845,2026-07-01,0.9960925925748514
940,2020-04-01,-0.19519268082454777
940,2020-07-01,0.39450273569751093
940,2020-10-01,0.1835469936831642
940,2021-01-01,0.32366111288737026
940,2021-04-01,-0.17791119330122637
940,2021-07-01,0.13106770457240832
940,2021-10-01,-0.24870680941990256
940,2022-01-01,0.24636411627600854
940,2022-04-01,-0.29029555270471974
940,2022-07-01,0.23730566230927508
940,2022-10-01,-0.1281509008066356
940,2023-01-01,-0.5439537302935995
940,2023-04-01,-0.09130037352264506
940,2023-07-01,0.15392985097677467
940,2023-10-01,-0.16650241376963565
940,2024-01-01,-0.14269753224837597
940,2024-04-01,-0.34751583900100586
940,2024-07-01,-0.023951691855743237
940,2024-10-01,0.001494981638150629
940,2025-01-01,0.060055940825318475
940,2025-04-01,-0.19633612192685862
940,2025-07-01,-0.9886567385426197
940,2025-10-01,0.44613657937486095
940,2026-01-01,-0.05194495785315643
940,2026-04-01,-1.392921047271891
940,2026-07-01,0.7285743438333498
1000,2020-04-01,-0.40760977675077575
1000,2020-07-01,0.4309702588017196
1000,2020-10-01,-0.008017790219545906
1000,2021-01-01,0.42586279626762635
1000,2021-04-01,-0.4377310085465336
1000,2021-07-01,0.35175104441634414
1000,2021-10-01,-0.16866705226191814
1000,2022-01-01,0.1699950061334998
1000,2022-04-01,-0.1678693099589734
1000,2022-07-01,0.2648198550272455
1000,2022-10-01,-0.17809668871415052
1000,2023-01-01,-0.7764064965156673
1000,2023-04-01,-0.4894116215484075
1000,2023-07-01,0.15481257114762012
1000,2023-10-01,-0.1887729291846743
1000,2024-01-01,-0.20461508165724268
1000,2024-04-01,-0.2993341007251229
1000,2024-07-01,-0.14984132945056639
1000,2024-10-01,-0.024247149380058772
1000,2025-01-01,-0.01453505081223351
1000,2025-04-01,-0.2612242909958495
1000,2025-07-01,-1.0335644406570232
1000,2025-10-01,0.4344644552173995
1000,2026-01-01,-0.011757150615661974
1000,2026-04-01,-3.556508768581733
1000,2026-07-01,0.6019826223610215
1037,2015-07-01,
1037,2015-10-01,
1037,2016-01-01,0.19202786923586812
1037,2016-04-01,-0.3957856279233457
1037,2016-07-01,-0.07984731406238821
1037,2016-10-01,-0.08651947840276576
1037,2017-01-01,-0.17174174322928945
1037,2017-04-01,0.032299669241158714
1037,2017-07-01,-0.17425525217241122
1037,2017-10-01,0.07319569702337429
1037,2018-01-01,-0.10529082540608643
1037,2018-04-01,0.13191046594292047
1037,2018-07-01,-0.1845165052411253
1037,2018-10-01,-0.054033045418911865
1037,2019-01-01,-0.580705888233128
1037,2019-04-01,0.3453250081497427
1037,2019-07-01,-0.3901241335001661
1037,2019-10-01,0.052783485564428176
1037,2020-01-01,-0.07406936077984069
1037,2020-04-01,-0.22887107379306076
1037,2020-07-01,0.39403223856903236
1037,2020-10-01,0.10932271582641857
1037,2021-01-01,0.11112492615205821
1037,2021-04-01,-0.10636510816272346
1037,2021-07-01,0.209279296245849
1037,2021-10-01,-0.18186763068505796
1037,2022-01-01,0.03563352009816867
1037,2022-04-01,-0.20158356838376784
1037,2022-07-01,0.10870034416292995
1037,2022-10-01,-0.19697476192019153
1037,2023-01-01,-0.755836581130089
1037,2023-04-01,-0.2940004287010872
1037,2023-07-01,0.17726562599452936
1037,2023-10-01,-0.09979663247789682
1037,2024-01-01,-0.18738185181139888
1037,2024-04-01,-0.14163341699217158
1037,2024-07-01,-0.14272810231455743
1037,2024-10-01,-0.18949996416892956
1037,2025-01-01,0.043417094898676956
1037,2025-04-01,-0.16409637951327274
1037,2025-07-01,-1.0601171107848295
1037,2025-10-01,0.46245539367813354
1037,2026-01-01,0.08969867399593123
1037,2026-04-01,-1.178037215512729
1037,2026-07-01,1.0162136327136686
1060,2015-07-01,
1060,2015-10-01,
1060,2016-01-01,-0.0863555579895341
1060,2016-04-01,-0.3412368507727242
1060,2016-07-01,0.1298566845406719
1060,2016-10-01,0.15475477467472873
1060,2017-01-01,-0.17234247559496624
1060,2017-04-01,0.2017524374550796
1060,2017-07-01,-0.15032409780463005
1060,2017-10-01,-0.1638651167760881
1060,2018-01-01,0.10297000860173469
1060,2018-04-01,0.08858148701488408
1060,2018-07-01,0.022098323785252262
1060,2018-10-01,0.16099920763553416
1060,2019-01-01,-0.6667577397046317
1060,2019-04-01,0.3719572535659509
1060,2019-07-01,0.09022556949554243
1060,2019-10-01,-0.026945328006278857
1060,2020-01-01,0.025991705847902724
1060,2020-04-01,-0.3395157347626578
1060,2020-07-01,0.17092002154562908
1060,2020-10-01,0.056834666330224895
1060,2021-01-01,0.1198215623198659
1060,2021-04-01,-0.45600690334789395
1060,2021-07-01,-0.012156575527244882
1060,2021-10-01,-0.060762225758314914
1060,2022-01-01,0.276518360690298
1060,2022-04-01,-0.33532097568366986
1060,2022-07-01,-0.06812923792838194
1060,2022-10-01,0.025066177800138784
1060,2023-01-01,-0.3067640898322694
1060,2023-04-01,-0.15229510469863256
1060,2023-07-01,0.02043437419716093
1060,2023-10-01,-0.11477908260704382
1060,2024-01-01,0.11723310286857257
1060,2024-04-01,-0.011638933684407882
1060,2024-07-01,-0.2730629735956118
1060,2024-10-01,-0.12012891416757154
1060,2025-01-01,0.00555020960310941
1060,2025-04-01,-0.026963762388164156
1060,2025-07-01,-0.44470238328415274
1060,2025-10-01,0.4165488300471081
1060,2026-01-01,-0.031039167278557253
1060,2026-04-01,-1.0518426878691314
1060,2026-07-01,1.3311105481711245
1075,2015-07-01,
1075,2015-10-01,
1075,2016-01-01,0.30939297607172783
1075,2016-04-01,-0.48060697748530445
1075,2016-07-01,0.0270694228101391
1075,2016-10-01,-0.05650478105911951
1075,2017-01-01,-0.0895374134340083
1075,2017-04-01,0.004960581718158448
1075,2017-07-01,-0.25866612328359273
