fund_code,report_date,sharpe8,sortino8,mppm8,rsstab,sharpe8_lag,sortino8_lag,mppm8_lag,rsstab_lag,oc_conf
11,2025-07-01,-0.059747903228050354,-0.10881546736551033,-0.04179860186400861,-0.0030212756883773173,-0.12032833676695766,-0.24711681159341164,-0.05982002783584231,-0.006598895616366174,9.991177650031005
11,2025-10-01,0.32470888058531194,0.9365274817222771,0.09396242344951186,-0.07860147980114364,-0.059747903228050354,-0.10881546736551033,-0.04179860186400861,-0.0030212756883773173,0.0
11,2026-01-01,0.4540543361471876,,0.1510795095531428,-0.0010040299270653308,0.32470888058531194,0.9365274817222771,0.09396242344951186,-0.07860147980114364,
11,2026-04-01,0.47175680176673046,,0.1580171097651574,-0.0050935135630315875,0.4540543361471876,,0.1510795095531428,-0.0010040299270653308,
11,2026-07-01,0.6444359551202501,,0.30675546213771654,-0.06412618637118866,0.47175680176673046,,0.1580171097651574,-0.0050935135630315875,
17,2020-04-01,,,,,,,,,
17,2020-07-01,,,,,,,,,0.0
17,2020-10-01,,,,,,,,,0.0
17,2021-01-01,0.8753777911180525,,0.4647235119280601,-0.03904831888850016,,,,,-98.13931141955098
17,2021-04-01,0.600136391326394,,0.29097870186438324,-0.00784334553712085,0.8753777911180525,,0.4647235119280601,-0.03904831888850016,0.0
17,2021-07-01,0.681416444855421,,0.31614645348608017,-0.08032782682428215,0.600136391326394,,0.29097870186438324,-0.00784334553712085,0.0
17,2021-10-01,0.4373955684079496,1.7819349001747808,0.1658517865631936,-0.034684886501684956,0.681416444855421,,0.31614645348608017,-0.08032782682428215,0.0
17,2022-01-01,0.35495777558219493,1.5959817995845813,0.11187267287781445,-0.02957680825245715,0.4373955684079496,1.7819349001747808,0.1658517865631936,-0.034684886501684956,-0.0
17,2022-04-01,0.2709326498021689,1.1564076538570758,0.04991713440903096,-0.012225535217324071,0.35495777558219493,1.5959817995845813,0.11187267287781445,-0.02957680825245715,0.0
17,2022-07-01,0.11948873348532743,0.35641800047504923,-0.021342382543345993,-0.0038714530776456507,0.2709326498021689,1.1564076538570758,0.04991713440903096,-0.012225535217324071,0.0
17,2022-10-01,-0.18410522105070853,-0.48445726833340685,-0.18330729008824959,-0.010757927669224815,0.11948873348532743,0.35641800047504923,-0.021342382543345993,-0.0038714530776456507,0.0
17,2023-01-01,-0.3984698412682586,-0.7378539908897415,-0.24342900292770778,-0.00249758056497959,-0.18410522105070853,-0.48445726833340685,-0.18330729008824959,-0.010757927669224815,-0.0
17,2023-04-01,-0.3210477098696062,-0.49971256806867365,-0.21015175142701234,-0.0121815895283265,-0.3984698412682586,-0.7378539908897415,-0.24342900292770778,-0.00249758056497959,0.0
17,2023-07-01,-0.6583172126086,-0.9291802251992891,-0.29365384276597334,-0.03832766688397793,-0.3210477098696062,-0.49971256806867365,-0.21015175142701234,-0.0121815895283265,97.835000069389
17,2023-10-01,-0.6625917849525385,-0.9302062912275365,-0.2988958360886179,-0.01490890253807356,-0.6583172126086,-0.9291802251992891,-0.29365384276597334,-0.03832766688397793,0.0
17,2024-01-01,-0.4928298198351614,-0.6931391617778951,-0.25535864060894037,-0.01706096830534054,-0.6625917849525385,-0.9302062912275365,-0.2988958360886179,-0.01490890253807356,-0.0
17,2024-04-01,-0.329619242386501,-0.414438925323777,-0.17564023359786315,-0.0015332708105751935,-0.4928298198351614,-0.6931391617778951,-0.25535864060894037,-0.01706096830534054,0.0
17,2024-07-01,-0.5035177345669534,-0.5419363566703091,-0.20367638261750004,-0.0025966158498666875,-0.329619242386501,-0.414438925323777,-0.17564023359786315,-0.0015332708105751935,72.74730677723002
17,2024-10-01,-0.19149414424368946,-0.1986677032311426,-0.07507344665301999,-0.06492342204840233,-0.5035177345669534,-0.5419363566703091,-0.20367638261750004,-0.0025966158498666875,0.0
17,2025-01-01,-0.07138445671564965,-0.07144681264516137,-0.046892894155362935,-0.0007426869505412839,-0.19149414424368946,-0.1986677032311426,-0.07507344665301999,-0.06492342204840233,31.52216769527098
17,2025-04-01,-0.21132366526545496,-0.49736036575101955,-0.09503850882241399,-0.04656422358114891,-0.07138445671564965,-0.07144681264516137,-0.046892894155362935,-0.0007426869505412839,0.0
17,2025-07-01,0.16014106014556456,,0.01320594481441947,-0.03738462259854429,-0.21132366526545496,-0.49736036575101955,-0.09503850882241399,-0.04656422358114891,-0.0
17,2025-10-01,0.5209310436166962,,0.2603040625181043,-0.1676055523666205,0.16014106014556456,,0.01320594481441947,-0.03738462259854429,0.0
17,2026-01-01,0.5781348850500619,,0.29724183433750223,-0.00880262199593268,0.5209310436166962,,0.2603040625181043,-0.1676055523666205,
17,2026-04-01,0.5312786585527499,,0.266108527519,-0.01473833517104664,0.5781348850500619,,0.29724183433750223,-0.00880262199593268,
17,2026-07-01,0.5864226680809381,,0.4826899205051315,-0.2863205638574112,0.5312786585527499,,0.266108527519,-0.01473833517104664,
20,2020-04-01,,,,,,,,,
20,2020-07-01,,,,,,,,,-42.81258349546701
20,2020-10-01,,,,,,,,,0.0
20,2021-01-01,1.6776653860771051,,0.4444332148001053,-0.016481783083356294,,,,,-23.09163312831899
20,2021-04-01,0.7765677681163015,,0.27151223409946096,-0.04689929409298138,1.6776653860771051,,0.4444332148001053,-0.016481783083356294,0.0
20,2021-07-01,0.9324752480522284,,0.3073816934122984,-0.0201682879597731,0.7765677681163015,,0.27151223409946096,-0.04689929409298138,0.0
20,2021-10-01,0.6391628661796893,,0.21243121962239764,-0.013413936084803943,0.9324752480522284,,0.3073816934122984,-0.0201682879597731,0.0
20,2022-01-01,0.6289469781621361,,0.19828211819201574,-0.017004083212361465,0.6391628661796893,,0.21243121962239764,-0.013413936084803943,-0.0
20,2022-04-01,0.25731845021926136,0.4849049637928627,0.0373056353334154,-0.04318318746940811,0.6289469781621361,,0.19828211819201574,-0.017004083212361465,0.0
20,2022-07-01,0.1407328620460546,0.2298150352834294,-0.014058428909005096,-0.024344291442291832,0.25731845021926136,0.4849049637928627,0.0373056353334154,-0.04318318746940811,0.0
20,2022-10-01,-0.10242120032383127,-0.1978425304054787,-0.12247305592668493,-0.0032781365046108263,0.1407328620460546,0.2298150352834294,-0.014058428909005096,-0.024344291442291832,0.0
20,2023-01-01,-0.24712988821405868,-0.42766904399988903,-0.16503933616005237,-0.003213671903909615,-0.10242120032383127,-0.1978425304054787,-0.12247305592668493,-0.0032781365046108263,0.0
20,2023-04-01,-0.167370218135644,-0.213284451147727,-0.12932560161861512,-0.04790563101727467,-0.24712988821405868,-0.42766904399988903,-0.16503933616005237,-0.003213671903909615,0.0
20,2023-07-01,-0.45027741066619703,-0.49334923075231896,-0.19318891255924872,-0.01879597905734736,-0.167370218135644,-0.213284451147727,-0.12932560161861512,-0.04790563101727467,-0.0
20,2023-10-01,-0.42608289780355535,-0.4558244835852176,-0.1832047445921699,-0.02277286396049643,-0.45027741066619703,-0.49334923075231896,-0.19318891255924872,-0.01879597905734736,0.0
20,2024-01-01,-0.5128039009529791,-0.5567535305637883,-0.20263871425583618,-0.007162709520693009,-0.42608289780355535,-0.4558244835852176,-0.1832047445921699,-0.02277286396049643,-0.0
20,2024-04-01,-0.5131133267831458,-0.6783120412237587,-0.1303450343294925,-0.017674381090475647,-0.5128039009529791,-0.5567535305637883,-0.20263871425583618,-0.007162709520693009,0.0
20,2024-07-01,-0.8603111258636843,-0.889037104251863,-0.1596363270523524,-0.005240861958617053,-0.5131133267831458,-0.6783120412237587,-0.1303450343294925,-0.017674381090475647,0.0
20,2024-10-01,-0.14987969318784258,-0.25829574298140523,-0.05680861915406153,-0.048433624768752535,-0.8603111258636843,-0.889037104251863,-0.1596363270523524,-0.005240861958617053,0.0
20,2025-01-01,-0.19930289710391713,-0.36339242759236307,-0.06835642318828193,-0.00022023754750345736,-0.14987969318784258,-0.25829574298140523,-0.05680861915406153,-0.048433624768752535,75.75378879860801
20,2025-04-01,-0.09338158330869877,-0.1748943025671907,-0.04565852710885537,-0.028844126999287074,-0.19930289710391713,-0.36339242759236307,-0.06835642318828193,-0.00022023754750345736,0.0
20,2025-07-01,0.020326535033122487,0.03459532801593388,-0.016742187480715976,-0.0061119893541625656,-0.09338158330869877,-0.1748943025671907,-0.04565852710885537,-0.028844126999287074,22.39633117223599
20,2025-10-01,0.37041837740599093,0.9555868099481006,0.10855159640514382,-0.07440732073170601,0.020326535033122487,0.03459532801593388,-0.016742187480715976,-0.0061119893541625656,0.0
20,2026-01-01,0.4053608952660047,0.8700564884967121,0.12267878140456392,-0.005297844171002528,0.37041837740599093,0.9555868099481006,0.10855159640514382,-0.07440732073170601,
20,2026-04-01,0.5876648942870841,,0.18480300858415855,-0.0075801457632613395,0.4053608952660047,0.8700564884967121,0.12267878140456392,-0.005297844171002528,
20,2026-07-01,0.6985086297870806,,0.33509503439692545,-0.08259703126122292,0.5876648942870841,,0.18480300858415855,-0.0075801457632613395,
21,2020-04-01,,,,,,,,,
21,2020-07-01,,,,,,,,,-0.0
21,2020-10-01,,,,,,,,,0.0
21,2021-01-01,0.8426464116088035,,0.4113419135129036,-0.01395021479921063,,,,,-36.15989685757998
21,2021-04-01,0.5070597475095703,,0.21610898204794027,-0.01789880210599426,0.8426464116088035,,0.4113419135129036,-0.01395021479921063,0.0
21,2021-07-01,0.6619002494823775,,0.2950492717739412,-0.02168891037664991,0.5070597475095703,,0.21610898204794027,-0.01789880210599426,0.0
21,2021-10-01,0.5571424246350998,2.557272889687957,0.22886634970346117,-0.014578013180414046,0.6619002494823775,,0.2950492717739412,-0.02168891037664991,0.0
21,2022-01-01,0.5788005279079792,2.464314126440735,0.23034605726046364,-0.039039276310612964,0.5571424246350998,2.557272889687957,0.22886634970346117,-0.014578013180414046,-0.0
21,2022-04-01,0.3750344707395151,0.7323157029821256,0.10166425394152398,-0.04159931334974876,0.5788005279079792,2.464314126440735,0.23034605726046364,-0.039039276310612964,0.0
21,2022-07-01,0.25679990384190116,0.4318621756221902,0.033109888550660334,-0.04323391319305245,0.3750344707395151,0.7323157029821256,0.10166425394152398,-0.04159931334974876,0.0
21,2022-10-01,0.09790568228344156,0.21418768308816066,-0.06779073485106991,-0.008645773298220277,0.25679990384190116,0.4318621756221902,0.033109888550660334,-0.04323391319305245,0.0
21,2023-01-01,-0.16286099157936143,-0.30483243810290483,-0.1762748449547052,-0.01994411568980002,0.09790568228344156,0.21418768308816066,-0.06779073485106991,-0.008645773298220277,-0.0
21,2023-04-01,-0.03649182813907453,-0.057843613544918196,-0.10753450234628921,-0.03221953932046566,-0.16286099157936143,-0.30483243810290483,-0.1762748449547052,-0.01994411568980002,0.0
21,2023-07-01,-0.3638630245410532,-0.4560282783130941,-0.19652604272022844,-0.023149411397738143,-0.03649182813907453,-0.057843613544918196,-0.10753450234628921,-0.03221953932046566,-33.516622152265406
21,2023-10-01,-0.43191123303198214,-0.607594738992793,-0.22830976058586885,-0.011981787221046591,-0.3638630245410532,-0.4560282783130941,-0.19652604272022844,-0.023149411397738143,0.0
21,2024-01-01,-0.6489502088739256,-0.8832968064705368,-0.28049278924815596,-0.0007884189497074229,-0.43191123303198214,-0.607594738992793,-0.22830976058586885,-0.011981787221046591,0.0
21,2024-04-01,-0.6094652339059159,-1.2323912846158653,-0.17888203329187927,-0.029497409686935958,-0.6489502088739256,-0.8832968064705368,-0.28049278924815596,-0.0007884189497074229,0.0
21,2024-07-01,-1.1928347662154335,-1.781726248597493,-0.23035454810181893,-0.0038164440756662046,-0.6094652339059159,-1.2323912846158653,-0.17888203329187927,-0.029497409686935958,0.0
21,2024-10-01,-0.2065191267944152,-0.9015674889358273,-0.10118860829854302,-0.09314088182474611,-1.1928347662154335,-1.781726248597493,-0.23035454810181893,-0.0038164440756662046,0.0
21,2025-01-01,-0.13563613384256618,-0.37471107765004164,-0.07635795489580034,-0.006256131420408137,-0.2065191267944152,-0.9015674889358273,-0.10118860829854302,-0.09314088182474611,-31.958779011897605
21,2025-04-01,-0.13661141312622654,-0.3771954816704718,-0.07661505752521554,-0.013361541493895776,-0.13563613384256618,-0.37471107765004164,-0.07635795489580034,-0.006256131420408137,0.0
21,2025-07-01,-0.06726917644581762,-0.1699615630542211,-0.053730723759009946,-0.013866696816279472,-0.13661141312622654,-0.3771954816704718,-0.07661505752521554,-0.013361541493895776,20.2931446434661
21,2025-10-01,0.34775409823757686,1.7815699924842499,0.11290281705031356,-0.08925071996196106,-0.06726917644581762,-0.1699615630542211,-0.053730723759009946,-0.013866696816279472,0.0
21,2026-01-01,0.38276389248667897,2.0205685094530144,0.13147067878446295,-0.005188298529162388,0.34775409823757686,1.7815699924842499,0.11290281705031356,-0.08925071996196106,
21,2026-04-01,0.40132480466210113,2.568076121341808,0.14105402365392677,-0.013260934773642485,0.38276389248667897,2.0205685094530144,0.13147067878446295,-0.005188298529162388,
21,2026-07-01,0.6022568629156265,5.656785566492807,0.333548034019351,-0.10884792095734505,0.40132480466210113,2.568076121341808,0.14105402365392677,-0.013260934773642485,
31,2020-04-01,,,,,,,,,
31,2020-07-01,,,,,,,,,-0.0
31,2020-10-01,,,,,,,,,0.0
31,2021-01-01,0.6545148686924555,,0.38309763496057025,-0.046950886388017615,,,,,20.476220568595792
31,2021-04-01,0.433423735800411,,0.199562588661423,-0.01815740947364325,0.6545148686924555,,0.38309763496057025,-0.046950886388017615,0.0
31,2021-07-01,0.5640809290708328,,0.27733183312530263,-0.10213025283420982,0.433423735800411,,0.199562588661423,-0.01815740947364325,0.0
31,2021-10-01,0.460814989537989,2.7199712423775426,0.19949937819328614,-0.012793558423128792,0.5640809290708328,,0.27733183312530263,-0.10213025283420982,0.0
31,2022-01-01,0.5062661563793727,2.7674138537515494,0.22031226158709752,-0.00393070328987874,0.460814989537989,2.7199712423775426,0.19949937819328614,-0.012793558423128792,-0.0
31,2022-04-01,0.2992223186434948,0.621742391578586,0.043945733017917724,-0.055522838519386636,0.5062661563793727,2.7674138537515494,0.22031226158709752,-0.00393070328987874,0.0
31,2022-07-01,0.157090732074901,0.22936216871499818,-0.03190066825565931,-0.022004861273748566,0.2992223186434948,0.621742391578586,0.043945733017917724,-0.055522838519386636,0.0
31,2022-10-01,-0.03805180433518963,-0.07046258136052966,-0.18206451430530426,-0.026191321131199513,0.157090732074901,0.22936216871499818,-0.03190066825565931,-0.022004861273748566,0.0
31,2023-01-01,-0.10401291466674048,-0.18492331363236122,-0.21151168577345744,-0.013595441539476033,-0.03805180433518963,-0.07046258136052966,-0.18206451430530426,-0.026191321131199513,-0.0
31,2023-04-01,-0.05179842229758394,-0.07522306614828045,-0.17432643020315447,-0.04010534317413253,-0.10401291466674048,-0.18492331363236122,-0.21151168577345744,-0.013595441539476033,0.0
31,2023-07-01,-0.32386137686030947,-0.44998996875159036,-0.2831291440122108,-0.037650743926858604,-0.05179842229758394,-0.07522306614828045,-0.17432643020315447,-0.04010534317413253,-0.0
31,2023-10-01,-0.3735855004716605,-0.5724037580020427,-0.316134767601812,-0.03754320677907552,-0.32386137686030947,-0.44998996875159036,-0.2831291440122108,-0.037650743926858604,0.0
31,2024-01-01,-0.5493814573339689,-0.7534100466552422,-0.3668459606858671,-0.0263313992611606,-0.3735855004716605,-0.5724037580020427,-0.316134767601812,-0.03754320677907552,0.0
31,2024-04-01,-0.5346436333690439,-0.8017497197933129,-0.3131450331555117,-0.02050745500911317,-0.5493814573339689,-0.7534100466552422,-0.3668459606858671,-0.0263313992611606,0.0
31,2024-07-01,-1.0456704934751992,-1.2331519222830494,-0.39255564044559726,-0.0009897229570231467,-0.5346436333690439,-0.8017497197933129,-0.3131450331555117,-0.02050745500911317,0.0
31,2024-10-01,-0.3336154261787351,-0.6501390117770557,-0.20652320436662266,-0.08889856115474914,-1.0456704934751992,-1.2331519222830494,-0.39255564044559726,-0.0009897229570231467,0.0
31,2025-01-01,-0.45785468179834793,-0.9116976539542346,-0.24817382963686171,-0.0005766005898139859,-0.3336154261787351,-0.6501390117770557,-0.20652320436662266,-0.08889856115474914,-121.27267114995159
31,2025-04-01,-0.38664237515852884,-0.8032060824998316,-0.22565595090334617,-0.036122108720767265,-0.45785468179834793,-0.9116976539542346,-0.24817382963686171,-0.0005766005898139859,0.0
31,2025-07-01,-0.23842352787188023,-0.4525119561134338,-0.16630914099969765,-0.01799039124954506,-0.38664237515852884,-0.8032060824998316,-0.22565595090334617,-0.036122108720767265,10.236040944723602
31,2025-10-01,0.17691130729782936,0.4256816200636248,-0.0016521620910553735,-0.06427617325817485,-0.23842352787188023,-0.4525119561134338,-0.16630914099969765,-0.01799039124954506,0.0
31,2026-01-01,0.2020902968002992,0.4248596051390996,0.013816762086044463,-0.011846604979017794,0.17691130729782936,0.4256816200636248,-0.0016521620910553735,-0.06427617325817485,
31,2026-04-01,0.46462180723009333,1.6866017453747721,0.16383790750970223,-0.004016627887733909,0.2020902968002992,0.4248596051390996,0.013816762086044463,-0.011846604979017794,
31,2026-07-01,0.5492590437610053,2.715526472868971,0.19931943919794276,-0.0105127269542796,0.46462180723009333,1.6866017453747721,0.16383790750970223,-0.004016627887733909,
61,2020-04-01,,,,,,,,,
61,2020-07-01,,,,,,,,,-76.062429829054
61,2020-10-01,,,,,,,,,0.0
61,2021-01-01,1.096186643671104,,0.3665360451398322,-0.017505702081797178,,,,,-92.248472024735
61,2021-04-01,0.6936266441575185,,0.2409612205074104,-0.024245042378631856,1.096186643671104,,0.3665360451398322,-0.017505702081797178,0.0
61,2021-07-01,0.8169999228012736,,0.3705386548640526,-0.0509777572918846,0.6936266441575185,,0.2409612205074104,-0.024245042378631856,-0.0
61,2021-10-01,0.9115508660777089,,0.3898787303757964,-0.010496402899350443,0.8169999228012736,,0.3705386548640526,-0.0509777572918846,0.0
61,2022-01-01,0.8633657579788944,,0.35410528671337616,-0.009848391195121209,0.9115508660777089,,0.3898787303757964,-0.010496402899350443,67.10917060194079
61,2022-04-01,0.593100458226473,,0.2439197769612251,-0.030093614876239627,0.8633657579788944,,0.35410528671337616,-0.009848391195121209,0.0
61,2022-07-01,0.49201544591753343,,0.1830209529585454,-0.08698153756960864,0.593100458226473,,0.2439197769612251,-0.030093614876239627,-0.0
61,2022-10-01,0.3227158824687002,1.0894470637547293,0.08677931327787686,-0.011642825619540914,0.49201544591753343,,0.1830209529585454,-0.08698153756960864,0.0
61,2023-01-01,0.19788139753880465,0.5536892774198421,0.015723612998451507,-0.009293497215069307,0.3227158824687002,1.0894470637547293,0.08677931327787686,-0.011642825619540914,-0.0
61,2023-04-01,0.23072950228616063,0.5419687725271198,0.0362587230592333,-0.015808191134484284,0.19788139753880465,0.5536892774198421,0.015723612998451507,-0.009293497215069307,0.0
61,2023-07-01,-0.07008127574945246,-0.09629895434566137,-0.06955938086979606,-0.01652294213394012,0.23072950228616063,0.5419687725271198,0.0362587230592333,-0.015808191134484284,0.0
61,2023-10-01,-0.4808476167035017,-0.6122903962482005,-0.1754658683451343,-0.013680315474711047,-0.07008127574945246,-0.09629895434566137,-0.06955938086979606,-0.01652294213394012,0.0
61,2024-01-01,-0.6042228038885917,-0.7380405263689258,-0.19843071904210421,-1.7433284265067073e-05,-0.4808476167035017,-0.6122903962482005,-0.1754658683451343,-0.013680315474711047,-0.0
61,2024-04-01,-0.48895354443000694,-0.5958149123980423,-0.13583070656177776,-0.0015580706346657591,-0.6042228038885917,-0.7380405263689258,-0.19843071904210421,-1.7433284265067073e-05,0.0
61,2024-07-01,-0.8440823720899807,-0.8660950737703642,-0.17247526870389857,-0.00840713711525843,-0.48895354443000694,-0.5958149123980423,-0.13583070656177776,-0.0015580706346657591,-0.0
61,2024-10-01,-0.13569074067795425,-0.26111859174400565,-0.05175416332602074,-0.03603958562816776,-0.8440823720899807,-0.8660950737703642,-0.17247526870389857,-0.00840713711525843,0.0
61,2025-01-01,-0.1665468387374123,-0.3301773405732374,-0.060253799333083856,-0.0029093035949202956,-0.13569074067795425,-0.26111859174400565,-0.05175416332602074,-0.03603958562816776,-16.4070066418886
61,2025-04-01,-0.08153125379064767,-0.16183074526539076,-0.040915892844039965,-0.003861278708973584,-0.1665468387374123,-0.3301773405732374,-0.060253799333083856,-0.0029093035949202956,0.0
61,2025-07-01,-0.14023763612037154,-0.2965669811620365,-0.05552647376154628,-0.0005851324780704603,-0.08153125379064767,-0.16183074526539076,-0.040915892844039965,-0.003861278708973584,-11.167693079068698
61,2025-10-01,0.3579872216877986,,0.13635530816639108,-0.16239266988566214,-0.14023763612037154,-0.2965669811620365,-0.05552647376154628,-0.0005851324780704603,0.0
61,2026-01-01,0.4099889167581038,,0.1681255503761747,-0.013046785334750677,0.3579872216877986,,0.13635530816639108,-0.16239266988566214,
61,2026-04-01,0.44510937551455354,,0.18902374734857513,-0.0032556270603892046,0.4099889167581038,,0.1681255503761747,-0.013046785334750677,
61,2026-07-01,0.6424872558186736,,0.3557011748657026,-0.029242358632280946,0.44510937551455354,,0.18902374734857513,-0.0032556270603892046,
73,2020-04-01,,,,,,,,,
73,2020-07-01,,,,,,,,,39.72559922062601
73,2020-10-01,,,,,,,,,0.0
73,2021-01-01,1.0181378425084782,,0.5531435960075569,-0.03746438211719064,,,,,-100.096462362822
73,2021-04-01,0.7520483324892491,,0.39177223951910056,-0.01884078619661478,1.0181378425084782,,0.5531435960075569,-0.03746438211719064,0.0
73,2021-07-01,0.9199100529923395,,0.46246529540144965,-0.06392764014665422,0.7520483324892491,,0.39177223951910056,-0.01884078619661478,0.0
73,2021-10-01,0.6749150337674275,,0.3250391015633365,-0.03727421866727418,0.9199100529923395,,0.46246529540144965,-0.06392764014665422,0.0
73,2022-01-01,0.6301899405611696,,0.2879716857768799,-0.019915226386200024,0.6749150337674275,,0.3250391015633365,-0.03727421866727418,-0.0
73,2022-04-01,0.3168799287694754,0.538401022846355,0.037874358013748104,-0.06932230946504575,0.6301899405611696,,0.2879716857768799,-0.019915226386200024,0.0
73,2022-07-01,0.22425246413037897,0.3073020489624732,-0.016759245170981204,-0.02621053875131582,0.3168799287694754,0.538401022846355,0.037874358013748104,-0.06932230946504575,0.0
73,2022-10-01,0.0742764540624112,0.13118494414642712,-0.12374198826368199,-0.004697048287596928,0.22425246413037897,0.3073020489624732,-0.016759245170981204,-0.02621053875131582,0.0
73,2023-01-01,-0.1305888803464767,-0.23665743977386164,-0.234203842543386,-0.004952462106156352,0.0742764540624112,0.13118494414642712,-0.12374198826368199,-0.004697048287596928,-0.0
73,2023-04-01,-0.06529204186890743,-0.12053528641832258,-0.19664093948411596,-0.049793396185640465,-0.1305888803464767,-0.23665743977386164,-0.234203842543386,-0.004952462106156352,0.0
73,2023-07-01,-0.3889054594040071,-0.6285404753430343,-0.3158810876929885,-0.06008269938488113,-0.06529204186890743,-0.12053528641832258,-0.19664093948411596,-0.049793396185640465,-77.773084041219
73,2023-10-01,-0.35592704175144546,-0.5300098240738329,-0.29670484094571853,-0.014618570233968745,-0.3889054594040071,-0.6285404753430343,-0.3158810876929885,-0.06008269938488113,0.0
73,2024-01-01,-0.47468929696193024,-0.7851571586058276,-0.3577257891000808,-0.00815688650702319,-0.35592704175144546,-0.5300098240738329,-0.29670484094571853,-0.014618570233968745,-0.0
73,2024-04-01,-0.23372869701235033,-0.7615347753897307,-0.149830181043912,-0.006702917196178007,-0.47468929696193024,-0.7851571586058276,-0.3577257891000808,-0.00815688650702319,0.0
73,2024-07-01,-0.7995052697426696,-1.4996117585801054,-0.23308183422536716,-0.0038630545591179094,-0.23372869701235033,-0.7615347753897307,-0.149830181043912,-0.006702917196178007,53.343545649928984
73,2024-10-01,-0.4389831434889405,-1.001560245171043,-0.13865608466085985,-0.016042761006872172,-0.7995052697426696,-1.4996117585801054,-0.23308183422536716,-0.0038630545591179094,0.0
73,2025-01-01,-0.4379694333729047,-0.9994161270257371,-0.13814281042462362,-0.012950426237653433,-0.4389831434889405,-1.001560245171043,-0.13865608466085985,-0.016042761006872172,-132.19563286342648
73,2025-04-01,-0.35109335760999744,-0.8700718434411564,-0.12669971983670678,-0.012614367215647966,-0.4379694333729047,-0.9994161270257371,-0.13814281042462362,-0.012950426237653433,0.0
73,2025-07-01,-0.2023514082378262,-0.42253950076467933,-0.07828419493563529,-0.006070544877410808,-0.35109335760999744,-0.8700718434411564,-0.12669971983670678,-0.012614367215647966,42.6555553554711
73,2025-10-01,0.2551955531670358,1.0854407335589196,0.060177919820603665,-0.12043521176606506,-0.2023514082378262,-0.42253950076467933,-0.07828419493563529,-0.006070544877410808,0.0
73,2026-01-01,0.4072209645818944,,0.14255798558955832,-0.02553220713262999,0.2551955531670358,1.0854407335589196,0.060177919820603665,-0.12043521176606506,
