fund_code,ICI,ISDI,risk_asym,sharpe8_lag,ARG,RG,de,rc_mom,TO_wind,ff5_adj_return,quarter_return,alloc,risk_rsp,risk_cnv,active,discipl,cost,composite
1664,0.16073792307692306,0.4427497574114222,0.028872569845944912,0.18714604704997695,0.11530540754823274,-0.03570663300700597,-0.11707871554739856,-0.09378860592014698,522.5873609652042,0.0106987988722928,0.04870293788573624,-1.1953069922653339,-0.30138340276198494,0.2494267795048126,-0.09208649390422924,0.6781993158891226,0.05970461738279481,-0.10024102935913633
1665,0.16022965384615384,0.4427497574114222,0.028805701626117362,0.15415381388279767,0.11555511162913636,-0.036835206839533674,-0.11707871554739856,-0.09378860592014698,522.5873609652042,0.0095692848150145,0.04757436405320851,-1.1969219463101894,-0.3026516362333515,0.09754477914942819,-0.10009052580166984,0.6781993158891226,0.05970461738279481,-0.1273692326539775
1702,0.3385008461538461,0.11469045438809868,0.001143130337907359,0.2727724851439218,0.06887500107901566,-0.0059091074229625585,-0.10308122857703637,-0.02698743263644152,296.05457598431155,0.0215979835834719,0.08341379340401091,0.6416689936045152,-0.8273044369546529,0.6436139397105163,-0.05844846054921771,0.2899196763591205,0.06932760577685351,0.1264628863245225
1715,0.21279617391304348,0.40849845669276463,0.010039254986972616,0.27475466574702423,0.18542197928013282,-0.07587662259888428,-0.15180946299577136,0.14514536031563893,331068.20970371645,0.0355899850324437,0.04938905528331854,-0.8970783831968606,-0.6585790981540925,0.652739043596007,-0.10387465221906104,-0.14360376911568085,-13.981692029815525,-2.522014814817535
1723,0.3680123846153846,0.21504983731594193,0.02029856300406999,0.1494810763531157,0.07179094343265167,-0.04217750627428273,-0.15441650056155673,0.18620006805068537,616.3032853176112,0.027173834256919795,0.06843566584931868,0.3462608045763177,-0.46399940313757265,0.07603351255684751,-0.3384566009064668,-0.30727996658670165,0.05572361634377187,-0.105286339525634
1753,0.2048471111111111,0.4637356911465353,0.027007246416683624,-0.007797718298674502,0.2114679263590734,-0.06628584569058277,-0.15856797661173275,0.27985434603834364,665.1156356494657,0.05315957277952979,0.06068986837013128,-1.1365361988930236,-0.3367614285867247,-0.648010168395349,0.08978489446306577,-0.692666242826964,0.05365009448789664,-0.4450898416251831
1759,0.15619238461538462,0.27643019628926574,0.05902053960173432,0.17151596888020523,0.1856588083868295,-0.038094118604225624,-0.11520259317870696,0.0768055898215464,134.1834284417113,0.0059405694618421,0.052143011390848495,-0.5647902732218089,0.2704078672410831,0.17747264635757415,0.20242862326487038,-0.08690197519668029,0.0762038032961962,0.012470115290205782
1811,0.2761719615384615,0.21406411781964996,0.06201773059974366,0.17078250608587375,0.056735053846970945,-0.08604965394126668,-0.1561650672115489,0.07039860699412452,133.8030076412258,0.0295950408943053,0.06213673766953271,0.05827322404509719,0.3272530764235165,0.17409610025277347,-0.7600572604906053,0.21525659221727558,0.07621996336304145,0.015173615968516478
1856,0.42384449999999996,0.35100113166554747,0.06130533925271144,0.28784904160961294,0.24585594094309546,0.04235453386423246,0.021428571428571505,,160.6267411882131,0.0381132262994896,0.07480388560870063,-0.003536949050413074,0.313741746925764,0.7130198978606311,1.1208805118046543,-2.0744430643041447,0.0750805058817336,0.024123774853037544
1881,0.09683846153846153,0.25866563176816065,0.012234330846166095,0.17512853713498747,0.038686900918868915,-0.044313195308935044,-0.11772648500497161,0.2319250181166407,100.20006563840622,0.0176115317554051,0.0364531602267963,-0.6844910023184521,-0.616946934414765,0.19410335123215408,-0.5033679554424015,-0.7543174917524327,0.07764739789940066,-0.3812287724660827
1985,0.13783970833333334,0.2286286962960401,0.005396365079760194,0.16455827567963874,0.05227053924046592,-0.06456064734000017,-0.17502283375708982,0.059977267977410625,126.29429824570789,0.0164904967550533,0.06143335844346925,-0.4377370753500588,-0.7466368989955443,0.14544243016074057,-0.6063598810726494,0.3873212703247947,0.07653892921769036,-0.1969052042858378
1998,0.2068935925925926,0.39946908400179265,0.0012393523629491458,0.24212200125168942,0.1976574683257064,-0.0798850051072737,-0.15328483947114785,0.05727453844990332,331068.20970371645,0.0340359479893788,0.04781272552214588,-0.880818603863814,-0.8254794744664129,0.5025123421974448,-0.08168351751504524,0.25389331291201517,-13.981692029815525,-2.502211328425223
2051,0.2472928888888889,0.3891856456894468,0.029824505337199474,0.07070162422744608,0.1952538011085431,-0.013869694465107716,-0.09855071328090205,0.013191173083493097,522.498675386568,0.019168136020958,0.04180935824774881,-0.7125780586142038,-0.28332884028515626,-0.28663307976255087,0.44093650484676505,0.08238317346200352,0.059708384697508256,-0.11658531927593901
2112,0.20172381481481483,0.3582037074932204,0.03911758118309265,0.2993119890912635,0.20283698542571119,-0.07447060913234518,-0.06258612155789885,0.0666141464471904,272.48330356048706,0.0410840981359171,0.056625587611450846,-0.7372245959643856,-0.10707486088948936,0.7657903600678929,-0.014837638566677414,-0.39376275973282243,0.07032890049446708,-0.0694634324318358
2125,0.16379261904761905,0.40875461133614976,0.050711447283628315,-0.12026042743305831,0.19381250821784543,-0.1131076894804483,-0.19282015928105825,0.07397628538303842,335.2561196382623,0.001950677708882,0.04823147683666847,-1.0537736164600464,0.11281627856602129,-1.1657399365550938,-0.367241438403924,0.4445677397658147,0.06766234571463792,-0.32695143789543174
2152,0.1478809285714286,0.2601007737352985,0.04860492158826963,0.21512614895303217,0.16889914080155255,-0.06087963087826691,-0.14777898274437776,0.1316822511576537,227.07712100475538,0.0420819081333534,0.05635020486664758,-0.5278759784832899,0.07286357155456702,0.3782350910140531,-0.056411468588768485,-0.11116255411479659,0.0722577302123782,-0.02868226806764278
2163,0.3854974074074074,0.4835747610324243,0.08416291849664874,-0.04922481673975218,0.22927978251364337,-0.08556035966679577,-0.12641754084252874,0.20795504154787592,2517.4604048931315,0.0333941350822328,0.05935936417356669,-0.6394778777161843,0.7472622914585132,-0.8387226475496738,0.013512897698837179,-0.5904641028636152,-0.02503649481850605,-0.22215432229843815
2244,0.20844525925925927,0.2930479685719573,0.035807538888037435,0.032133159869173,0.17510094039481974,-0.07318842128119457,0.047876141164010746,0.12295714795380085,164.25117310432026,0.014968761854289,0.041499874485500375,-0.46320505838407733,-0.16985365836688965,-0.4641856415332789,-0.1281924051396692,-1.3809174983449934,0.07492654200287739,-0.4219046199610052
2376,0.18652053658536585,0.37553953322014205,0.021415878276310515,-0.036674035797605364,0.16798687023592546,-0.07781792566951531,-0.13379082584167792,0.03254736838185512,192.14039177267387,-0.0051890261597323,0.029723958164317128,-0.8527563176357145,-0.44280822098887923,-0.7809442696552116,-0.19732596678940245,0.2326279755114638,0.07374182329830857,-0.32791082937657257
2420,0.283697,0.2428329100572943,0.02558775534147968,0.2778743009958781,0.18552403312695442,-0.0469431867223595,-0.13314121185025404,0.03642368539076304,162.63164074436568,0.028484011467578403,0.03906755272355144,-0.029377603729849745,-0.36368372588314607,0.6671004976865549,0.13033536544868404,0.21118441670348304,0.07499533884879513,0.11509238151242022
2450,0.18704151219512194,0.2745639450212393,0.028520719705107677,0.16867573124999763,0.17922474183819198,-0.04745351722926626,-0.18425971800465832,0.04187876709495984,516.4034693158487,0.0186145566771846,0.05260854994829756,-0.4595344948322146,-0.30805664943530187,0.1643974183008779,0.09811506895008788,0.5289229936135975,0.059967305706592554,0.013968607050606555
2451,0.18980319512195123,0.2737176172909071,0.037064041027117786,0.18226015559238987,0.17829300454254365,-0.04593696212621477,-0.1845374957824361,0.03757043778387843,516.4034693158487,0.0233036862837639,0.05539475152168175,-0.44747771764408995,-0.1460226355920191,0.22693424423636546,0.10621148736358763,0.5497860482374374,0.059967305706592554,0.05823312205131232
2692,0.34769780769230774,0.08114970610905033,0.051796480306983174,0.001975212140365039,0.06336927221099638,-0.09070837485636181,-0.12247740374530244,0.034241672690464874,222.26649331548305,0.013175884085027099,0.08159781061313451,0.8009564760770481,0.13339519036157274,-0.6030198151539089,-0.7681041082830841,0.14950673870952969,0.07246208303674272,-0.03580057254201661
2910,0.3112371578947368,0.2785539419976816,0.012429209281211823,0.4251720301893844,0.22212700117795375,-0.010269190503458791,-0.08958830557550602,0.07854844370312111,279.12937199246704,0.0281094749503532,0.07355848803897073,-0.08039282904365018,-0.6132508384993972,1.3451956616104994,0.5898901799983101,-0.26585988215835527,0.07004657915456718,0.17427147851032898
3567,0.13998430769230769,0.23077063782765822,0.04461652745624471,0.30124070626381666,0.05151219953389357,0.004643556451314279,-0.04939840679616939,0.06117009231777481,151.75527292678177,0.0503623635101491,0.07931610137101962,-0.43922900445224616,-0.002780956567774463,0.7746693413967037,-0.05063781019811836,-0.45792637785367263,0.07545736098518016,-0.01674124111498795
3857,0.1812318947368421,0.5226583516399564,0.02823449358713996,0.17656093855762203,0.19372217679624892,-0.06947912905124284,-0.14147576424906816,0.0637303240178162,391.0382610147328,0.029847331736130103,0.06814443967681809,-1.440062483462687,-0.3134852602779733,0.2006975090837681,-0.015166816106800318,0.14645317401207456,0.06529275095992373,-0.22604518763194906
3858,0.18112999999999999,0.5227611695516188,0.02828109613752232,0.17231031988238849,0.19378659510358104,-0.0697583320263468,-0.14358880582830538,0.06940859338723836,391.0382610147328,0.0294571018394105,0.06775127189722144,-1.4407849503872212,-0.3126013887707255,0.1811294954888393,-0.017135181375864256,0.13553296059335188,0.06529275095992373,-0.23142771891528266
3961,0.24466726315789475,0.2193501388262211,0.04956519672600053,0.28817808134859396,0.2096023106571048,-0.038260235041914815,-0.10628154138671067,0.07029127455896254,170.08875617864535,0.0254938973250571,0.06547415295233446,-0.062326835315240456,0.09107630511517706,0.7145346547884092,0.3078839647934157,-0.11781528872712255,0.07467856467730696,0.16800522755532432
3962,0.24649407894736844,0.22897779486162156,0.05127966312689137,0.28289591991190843,0.20756516067207081,-0.037391600859339645,-0.10926997537505155,0.06036960908245332,170.08875617864535,0.0248627711471396,0.06546791414036518,-0.09385682984652124,0.12359315214281841,0.6902178635867161,0.30581522061820793,-0.05406489100035379,0.07467856467730696,0.17439718002969573
4148,0.22295726923076925,0.2923252847224628,0.03924607869516224,0.09663307542825227,0.03989666330787518,-0.05378304029656685,-0.158577577254899,0.13215196212752392,157.72321483741297,0.025793532719058,0.053230448826177584,-0.41429273884481643,-0.10463775629459723,-0.1672558717833552,-0.5744793387435404,-0.041030007355872644,0.07520384608777904,-0.20441531115573383
4232,0.10546023076923078,0.3069133204691341,0.014742954245490571,0.20960593090855362,0.03683566585494008,-0.03639972435441109,-0.069801727135341,0.07741776945190024,71.07924384702429,-0.0094053448255705,0.025557022478927563,-0.8441930351105371,-0.5693679773215199,0.3528223899475683,-0.44769182300349586,-0.39317467062047895,0.07888443442878228,-0.3037867802799468
4320,0.3390528611111111,0.32581856830113787,0.019069325790306003,0.22371505835239106,0.22045560122689947,-0.07052859334624868,-0.0875281529615895,0.13705617088245717,412.29691429952067,0.0368000398299674,0.07699133360639529,-0.17529668217589534,-0.48731331492953234,0.41777472247323877,0.09559605597964474,-0.5377351525911148,0.06438969503426561,-0.10376411270156556
4374,0.14938242307692307,0.4609620628039216,0.019583370693598483,0.15663646378693227,0.09217019513151722,-0.05346305658156568,-0.022422803904218393,0.07344888056658852,536.9558300638959,9.507252347873168e-05,0.04849095065150414,-1.3020117814210714,-0.4775638561608944,0.10897382766855591,-0.33873373094565407,-0.6924647568291189,0.05909425270031072,-0.44045100749797866
4375,0.1529626923076923,0.4692145329185419,0.019590139230575326,0.15155950968232024,0.09209119722347367,-0.053980959733418245,-0.022422803904218393,0.07784448496219291,536.9558300638959,-0.0004091353196684,0.04797304749965156,-1.3226376823610546,-0.4774354829939647,0.08560172244568046,-0.34327026058837523,-0.7118554589378626,0.05909425270031072,-0.4517504849558776
5001,0.19588580769230768,0.2930593497791584,0.022711861955526026,0.1376430842335735,0.06880679669681601,0.007672806719554146,-0.05916096084136267,0.09627389197452464,183.0999125933794,0.0006030114535253,0.03415583489537603,-0.5031550849639399,-0.4182283849387391,0.021536506725306003,0.05097635146567142,-0.5475055883932517,0.07412585789279967,-0.2203750570353589
5094,0.22596292307692306,0.29518405490928223,0.05653033614279093,0.3355779081998661,0.06569975393074834,-0.046389366417991455,-0.09201819928266142,0.05798202117308706,115.92305121915054,0.0405594173372208,0.0797374653750349,-0.4158285303455934,0.2231782657160305,0.9327429974062054,-0.39965354309377366,-0.1588860360126515,0.07697949410006222,0.04308877462837992
5119,0.3026491142857143,0.2812703362074346,0.06952487575721471,0.08684115581427512,0.261437722149879,-0.034088014836725876,-0.18221703187913807,0.10654080884312178,172.00947187937646,0.0225235291752134,0.07395531207826266,-0.11821385444270013,0.46963480555681736,-0.21233364298950247,0.5727978143580025,0.23001546325401262,0.07459697372835014,0.16941625991082998
5136,0.16216246153846156,0.30671561363140565,0.009984589725853022,0.3050566770943262,0.08690165675372914,-0.06778253004894291,-0.154608111263659,-0.07227378837078256,319.4717149470867,0.0261705713285148,0.06798581017317502,-0.6632629920375206,-0.659615888337107,0.7922364239309091,-0.4779212898269123,0.834228858439908,0.06833285856408318,-0.017667004877773253
5207,0.2692103846153846,0.18421792893138106,0.030725684954026666,0.18279469134525952,0.06384749220110936,-0.06164415127449867,-0.14295355706954863,0.07147521956417677,314.2495589249743,0.0179153570906287,0.07282647465958882,0.15189233624916826,-0.26623692193110043,0.22939501610942797,-0.5311596011145115,0.12216869717633193,0.06855469288619681,-0.03756429677074783
5449,0.2046570769230769,0.4041530655980447,-0.0005012052472662948,0.016026755510557614,0.05873935586340692,-0.08927290851374817,-0.09366525547494307,0.2958046822232799,144.85764627083176,0.0067098275109251,0.04072508944291137,-0.9060885177674137,-0.8584911715896487,-0.5383325748470488,-0.7771581385797655,-1.1970002775246837,0.07575036838038944,-0.7002200519880284
5550,0.21378754545454545,0.24911307754528025,0.013697602977770668,0.06094587668135585,0.22661971270126732,-0.07849795596329508,-0.07813632937702465,0.06574378880995779,370.2495839964762,0.0180931787035083,0.06576901243755626,-0.2758585124231601,-0.5891942785222533,-0.33154433038187353,0.058705491054865305,-0.28594707143934434,0.06617584255168338,-0.2262771431933471
5551,0.21374557575757575,0.2489686534493063,0.013701823233277241,0.041735215782755714,0.22662580564067406,-0.08064188103813982,-0.0825734433179872,0.04250486737499785,370.2495839964762,0.0160125380194703,0.063613820087087,-0.2754318126712632,-0.589114236473804,-0.4199819208488001,0.04141177952605987,-0.15376255973118214,0.06617584255168338,-0.2217838179412177
