fund_code,ICI,ISDI,risk_asym,sharpe8_lag,ARG,RG,de,rc_mom,TO_wind,ff5_adj_return,quarter_return,alloc,risk_rsp,risk_cnv,active,discipl,cost,composite
11,0.10810207692307693,0.2109512783699392,0.0302204668836479,0.0833355781256144,0.03395437774558079,-0.050121660629059324,-0.07328800205310493,0.12317886758929704,93.97672504754325,-0.0084148888388725,0.03782543193051595,-0.4636741401343963,-0.2758189695591965,-0.22847180948029527,-0.571403774150326,-0.5717335609168241,0.07791176199258566,-0.33886508204140875
17,0.22078307692307692,0.3215269165632746,0.03178140283512475,0.050249553144520884,0.061359046040650095,-0.0855298188373203,-0.16266546313120106,0.13261309915270672,239.53703191419888,0.0164847649949621,0.08224863054242942,-0.5344399890039471,-0.24621400586451855,-0.38078558686156544,-0.7352326664680131,-0.015730679277615928,0.07172844003443467,-0.30677908124020425
20,0.1290165,0.3067625907885842,0.00962946716115876,0.12338936902279203,0.055096656902021514,-0.0517792336647782,-0.15094901534981142,0.10625571839672893,194.1616188015861,0.0095254252166679,0.04049729068764611,-0.7687617958309414,-0.666351200330522,-0.04408144546785098,-0.49049254548388865,0.02220003451935397,0.07365596268328711,-0.3123051649850936
21,0.1924663076923077,0.1894648544705433,0.04521151210828536,0.046214503495421506,0.05411956617681195,-0.05398669423727957,-0.12086744509447409,0.1381853453855472,94.6197153479828,0.012186250420382,0.04696746634942339,-0.11229788444894431,0.008503618565425877,-0.399361213710862,-0.51268494831418,-0.3197937535074923,0.07788444811746978,-0.2096249555497638
31,0.12831615384615386,0.13711089892039163,0.03393648749799018,-0.023568385104068598,0.046163283732312724,-0.03551455816469635,-0.09678171795853273,0.1122013392771765,72.71011272779687,-0.0132287624758803,0.01968800601577388,-0.11310607117305688,-0.20534032162223806,-0.7206115109357001,-0.3989356848270246,-0.3662171195693444,0.07881515601368122,-0.2875659253522805
61,0.15931054166666667,0.2163130959257258,0.06138594720282492,0.20086654331348672,0.06149264157787156,-0.07129159529003541,-0.05237170560323565,0.04958471532523615,132.33498798470197,0.0345973353470991,0.06297880604274846,-0.3217586751677012,0.31527057034376144,0.312590021829479,-0.6196053879857255,-0.3869379096882176,0.07628232403246142,-0.10402650943932375
73,0.20177265384615384,0.3722399989893671,0.03258067208910077,0.0798604753876208,0.06365882674413878,-0.08267502482098851,-0.1390018089162295,0.06643900729269263,199.15263633194073,0.0298618339942805,0.045911021088867285,-0.791499815047998,-0.23105493593352944,-0.24446968245277426,-0.7019107054296232,0.11796206879707641,0.073443946997464,-0.29625485384489747
263,0.12839076923076922,0.19482529130059828,0.027888900503659587,0.10015025388587208,0.051698401591620695,-0.04965821544538684,-0.15722417914671144,0.007368580386779351,94.95218592531637,0.0289038419962925,0.06274734977360663,-0.33667578257660813,-0.320039834589551,-0.15106430035976381,-0.4885142735119112,0.5003880234439954,0.0778703249497909,-0.11967264044067465
308,0.13616603846153846,0.32929334711689084,0.029346013101938417,0.20051656341558538,0.09268712284884541,-0.07821614874616009,-0.10528940400241173,0.01998362866500256,280.209396173209,0.0201569034228364,0.06701470402567883,-0.8334156588515198,-0.2924040014022324,0.3109788654488825,-0.5364096217740953,0.09747718204281872,0.07000070032004237,-0.19729542236935063
327,0.26704292307692307,0.37078952805706317,0.031808850462601436,0.11925764204333598,0.06833865142699345,-0.06176971694126751,-0.032077847534477504,0.22716841395085144,187.40973976996017,0.0113605716679312,0.055551375266747756,-0.5784880236854183,-0.24569342972288788,-0.06310213301519674,-0.5121417224681941,-1.3060224704420706,0.07394277879939545,-0.4385841667557287
354,0.33722919230769227,0.22580959361068734,-0.003811716595231665,0.12455848526021289,0.10285082152384341,-0.10507059111297173,-0.19345220375599634,0.060977910977910964,458.7395274771028,0.0011142615429632,0.07837980871846824,0.20672699650986665,-0.9212788652003996,-0.03869933896152072,-0.7080340565420755,0.5061347249955715,0.062416838312289044,-0.14878895014771143
390,0.20380825,0.3014250562536673,0.059691288025158724,0.010200748975489487,0.15290612387169147,-0.09642971514667131,-0.07987491297214204,0.2414546793778038,279.0854390560402,0.0194793348007424,0.03490323585226159,-0.5104234529575706,0.2831293903150787,-0.5651529941301531,-0.41495767620165436,-1.0494504006519927,0.07004844540159799,-0.36446778137078234
404,0.21676647222222223,0.21781265991830268,0.08114290967764973,0.2347903820674771,0.1926333794220212,-0.060623584283290746,-0.137767734703766,0.07688006670374771,184.55101116546862,0.0334394588103164,0.07456792333480927,-0.14501559025905522,0.6899843157930272,0.46876073217761044,0.05152115336241042,0.06365092205617023,0.07406421602176089,0.2004942915253207
522,0.5559519230769231,0.02600616814016233,0.06636267653721573,0.2909651624892629,0.10250025961959228,-0.07261681308502656,-0.16165444526466446,0.12789873907498484,200.79196214591485,0.0574214690458094,0.08261618718108725,1.6764921046553978,0.409660023750533,0.7273651733123468,-0.4474018449545409,-0.0016939773664657043,0.07337430933648136,0.4062992981222921
601,0.22858526923076922,0.3381362949136718,0.03833515743932034,0.06703701844708575,0.06412924283442129,-0.07457721556164189,-0.17249696907203022,0.14168924092035964,286.21728979383397,0.0247740204065876,0.05907417675071679,-0.5740580195920819,-0.12191443614965139,-0.30350334294281733,-0.634389819527653,0.0099691684487902,0.06974548829592457,-0.2590251602445815
742,0.301842641025641,0.3811846112402537,0.06847299401800319,0.13735787082055428,0.21790977661157998,-0.0825061104690703,-0.17608558355806408,0.024658507042273004,257.59677838120274,0.0094496121602618,0.06329573470518761,-0.5082272103919762,0.44968464637764777,0.020223507284557705,-0.012526338357471495,0.5502319718526257,0.07096127191496676,0.0950579747800584
800,0.1589516923076923,0.3331756314660045,0.019583595531185487,0.07147121939484924,0.06920072922430905,-0.050448576996179245,-0.05404411884524863,0.11805669655088695,176.92559568380162,0.0043489068422433,0.036363306179423,-0.7760722976571154,-0.47755959185485797,-0.2830901958087205,-0.4168324061920805,-0.6778115987601006,0.07438813948690588,-0.4261629917976615
823,0.19624025,0.22132265781983948,0.01700849267025711,0.0786938273071225,0.18359161804240565,-0.08059928335792531,-0.21186099698488992,0.07312883930315128,427.4021259340054,0.0094689412426303,0.045963712643709145,-0.22384596312600347,-0.5263994091681288,-0.2498404266300166,-0.15019341644002965,0.5756223950221606,0.06374803393315522,-0.08515146440147713
845,0.1514728611111111,0.4605883000377105,0.05474480617027988,-0.14906479707462944,0.1566064581087876,-0.11538673015012772,-0.11435513112899513,0.05342645730610871,267.86122834750495,-0.0096163974742206,0.029289809611554425,-1.2939203186807429,0.1893136154964388,-1.2983428209360715,-0.5516075004268993,0.010565832078696547,0.07052524371310868,-0.47891099145924493
940,0.2114126153846154,0.35811033661252545,0.007965897699536149,0.3901529003327189,0.08398495796802406,-0.05983857503059438,-0.14803363006245956,0.1287527604607435,318.773122360923,0.04073026627286601,0.08203588514287966,-0.7060777171812669,-0.6979027277768053,1.1839827038096784,-0.42675126079517217,-0.09653674853226582,0.06836253439378435,-0.11248720268034124
1000,0.33049392307692305,0.29393441340790427,0.083804445505575,-0.04425942326665981,0.05887799119567402,-0.09028119652456051,-0.27765338365851516,0.14500056059386668,149.20091590761353,0.0275394459193409,0.05025244566005076,-0.07885006800715041,0.7404634347365447,-0.8158641193190032,-0.7846857848722762,0.6984882802498794,0.07556586866962774,-0.02748039809039633
1037,0.16409255172413792,0.2713993541931527,0.011364624478182282,0.025982434907417543,0.19126189520584855,-0.09646951161212788,-0.06266384724930715,0.17018413039801483,182.47089928158624,0.0044610465246065,0.037869040045286614,-0.5201798356928171,-0.6334419260413148,-0.4925009242876619,-0.24419741942241613,-0.8501300938501978,0.07415257803310786,-0.4443829368768833
1060,0.30308562162162167,0.23185782622852816,0.017793986590956164,0.15831684759001138,0.19773206978558422,-0.039137410072265615,-0.20931545832665327,0.03681641054448953,204.64013554409328,0.0193381303205619,0.050195422960762195,0.074786561735539,-0.5115016044358566,0.11670958935777484,0.24785129243673087,0.7187897868548784,0.07321084104224694,0.11997441116521891
1075,0.14595566666666668,0.26742607620626685,0.017510511067497368,0.1271245446380452,0.20322686140866197,-0.06260818469420153,-0.07134544114052349,0.02248687411360719,174.70925756296106,0.0193667332588229,0.05289960225350897,-0.562399529277005,-0.5168780470582378,-0.026886309229311577,0.08273853967405544,-0.1405313397184289,0.07448228831404347,-0.1815790662158141
1076,0.23405507692307692,0.24842707672223285,0.04743707612078009,0.13874562406978821,0.05846713941793908,-0.02008539144815971,-0.16321489365672134,0.30156986254883605,124.72863195168287,0.0359882904287955,0.06916001417415465,-0.20880108291127433,0.050714025550894964,0.02661212421828539,-0.2194025803867038,-0.7573902072404065,0.07660543786268689,-0.1719437138177529
1088,0.12406465384615384,0.3284985420917683,0.010434636107724972,0.10248949070326875,0.05397534172305414,-0.0803936921084009,-0.07830396605922905,0.07568223905339475,218.14754027336707,0.0099084712319878,0.03721540944293178,-0.8687839862741848,-0.6510802358757524,-0.14029546378750624,-0.7266718320177101,-0.3286684991936098,0.07263705390165881,-0.4404771605411841
1170,0.19606951612903226,0.3799828226867054,0.02193496276756672,0.15555295819467016,0.1898510341859709,-0.0834559938505183,-0.22090717233158289,0.10728185155028382,218.29906216145844,0.0230825530010874,0.058539167300752606,-0.8396461129701365,-0.4329631805799049,0.10398583561857475,-0.14535348787626878,0.48544741929211116,0.0726306173350017,-0.12598315153010373
1184,0.1386794193548387,0.2855148325678652,0.043225502339813426,-0.041398392431396376,0.17774204860629883,-0.06825507170642126,-0.1452318770853384,0.20257162253736338,92.88150866050572,0.0055573141940628,0.04026706389307427,-0.6556639638010946,-0.029163363886518433,-0.8026931683216475,-0.07655522511055637,-0.440914024137845,0.07795828618369705,-0.32117190984566085
1194,0.25536257142857144,0.5350370181053482,0.03030715029661158,0.768147364143068,0.16245361120458462,-0.05464641994060632,-0.13901806744145848,0.1106909600202086,226.90146936560456,0.0471055233046176,0.05804224671654191,-1.252525081885219,-0.2741749179302411,2.9241060533224013,-0.034802603568800466,-0.07714160736774767,0.0722651917976189,0.22628783906133534
1198,0.3401813448275862,0.4307019608332093,0.00367987763648101,0.07059474775372289,0.21742408865177218,-0.06740024841556903,-0.09950827522337818,0.15072471388260864,2425.371110782921,0.0216410769014476,0.04924944870532053,-0.5784313934784554,-0.7791920774399717,-0.28712509291418425,0.10734839212869546,-0.5179274662469597,-0.02112459213954344,-0.34607537168173647
1267,0.14935546666666666,0.446591781855891,0.017938839703874544,-0.03832384060905255,0.1904292609612881,-0.0729694347170669,-0.22676232676960723,0.14756463531269964,256.68722499939605,0.0147682793306558,0.036186587884820993,-1.2463718779740207,-0.5087542968701922,-0.7885392588664243,-0.05805288263392437,0.34689495487991934,0.0709999092435002,-0.36397057537019034
1407,0.3625048421052631,0.6812753754452137,0.024252903357359502,0.6768091499515475,0.19028451621971482,0.08814206137207828,0.08541666666666665,,226.90146936560456,0.0456990060087916,0.05686080883466666,-1.479183543760188,-0.38900074449000005,2.5036243414600716,1.242930124440228,-2.9301537330252767,0.0722651917976189,-0.1632530605962577
1411,0.24385435714285714,0.3983285240133045,0.02858166808322384,0.08729928408113001,0.1907130150362514,-0.013562510379411481,-0.09855071328090205,0.013116623144345191,522.498675386568,0.0207264845833167,0.04048633982025569,-0.7589580677672056,-0.306900692639207,-0.21022461820064745,0.42316457619427905,0.08271204192516357,0.059708384697508256,-0.11841639596501823
1412,0.19902020689655173,0.35820726316954715,0.036208528967719644,0.2593472482755122,0.19361712245181523,-0.07363155500781172,-0.06258612155789885,0.06773045615130409,272.48330356048706,0.0435415798796138,0.054766589858850946,-0.7458287184596106,-0.1622484156663893,0.5818099441917359,-0.04918307702129934,-0.3986872313152092,0.07032890049446708,-0.11730143296271757
1437,0.21204430303030303,0.36179627166230244,0.04653219936156134,0.28978797220042796,0.19682145837419793,-0.04275644821858382,-0.07973410282266366,0.20483838337105653,339.53465499357986,0.0593786015805047,0.07610539002532694,-0.7183640600599461,0.033551986596328506,0.7219458973584824,0.2145512006596955,-0.8888633563103121,0.06748059588062928,-0.09494962264585377
1438,0.21361025806451614,0.36585301525664005,0.04127923284828673,0.26388166016304293,0.19585561122712497,-0.04315164863866657,-0.07619179286186846,0.2260542943773494,339.53465499357986,0.0502021692969099,0.07088929991178981,-0.729119833333712,-0.06607662581900954,0.6026844192363205,0.2070502978981634,-1.006140498777122,0.06748059588062928,-0.15402027415245506
1475,0.5349997692307692,0.033186216278732465,0.0003540669961433892,0.1529138087687733,0.031313129531282145,-0.013801408479411645,-0.07947792131056808,0.2505896973743836,64.13464195284888,0.0013426567563733,0.051814653868368366,1.5820765509816304,-0.8422699399040994,0.09183633085450398,-0.28975146461367685,-1.092402957689112,0.0791794373063333,-0.07855534051073679
1480,0.255472,0.40566540342972357,0.03317354358172633,0.14082912972663333,0.23963623177650598,-0.055355298290812795,-0.07631300666378912,0.12018981018981019,270.1692490522236,0.0399517113148676,0.07575910339873136,-0.7504958355641926,-0.2198104393235419,0.03620368491409782,0.3037350706263323,-0.5383210357403563,0.07042720026011962,-0.1830435591379235
1513,0.3010124615384615,0.10216682402255992,0.036775580989689194,0.1949547708147115,0.06692088548693748,-0.057222883143947405,-0.25354188381812465,-0.035924704981449854,269.38431258423077,0.0467116104318334,0.09898568647874012,0.5711194709569931,-0.15149361531246125,0.28537477307047243,-0.4817313943214121,1.3353980914475048,0.07046054393053892,0.271521311628606
