fund_code,report_date,TO_wind,TO_wind_clean
3567,2017-10-01,481.840068203396,481.840068203396
3567,2018-01-01,648.179727397864,648.179727397864
3567,2018-04-01,648.179727397864,648.179727397864
3567,2018-07-01,460.804748082032,460.804748082032
3567,2018-10-01,460.804748082032,460.804748082032
3567,2019-01-01,466.225078290398,466.225078290398
3567,2019-04-01,466.225078290398,466.225078290398
3567,2019-07-01,424.254844886629,424.254844886629
3567,2019-10-01,424.254844886629,424.254844886629
3567,2020-01-01,420.38202459518,420.38202459518
3567,2020-04-01,420.38202459518,420.38202459518
3567,2020-07-01,372.965507891166,372.965507891166
3567,2020-10-01,372.965507891166,372.965507891166
3567,2021-01-01,212.98259994602,212.98259994602
3567,2021-04-01,212.98259994602,212.98259994602
3567,2021-07-01,205.791061260585,205.791061260585
3567,2021-10-01,205.791061260585,205.791061260585
3567,2022-01-01,67.1840345578732,67.1840345578732
3567,2022-04-01,67.1840345578732,67.1840345578732
3567,2022-07-01,68.4898762043101,68.4898762043101
3567,2022-10-01,68.4898762043101,68.4898762043101
3567,2023-01-01,119.52584771139,119.52584771139
3567,2023-04-01,119.52584771139,119.52584771139
3567,2023-07-01,51.4321671399734,51.4321671399734
3567,2023-10-01,51.4321671399734,51.4321671399734
3567,2024-01-01,42.5481464762996,42.5481464762996
3567,2024-04-01,42.5481464762996,42.5481464762996
3567,2024-07-01,134.262954296517,134.262954296517
3567,2024-10-01,134.262954296517,134.262954296517
3567,2025-01-01,102.809445298536,102.809445298536
3567,2025-04-01,102.809445298536,102.809445298536
3567,2025-07-01,157.00298557773,157.00298557773
3567,2025-10-01,157.00298557773,157.00298557773
3857,2017-01-01,287.057425719303,287.057425719303
3857,2017-04-01,287.057425719303,287.057425719303
3857,2017-07-01,644.861908923357,644.861908923357
3857,2017-10-01,644.861908923357,644.861908923357
3857,2018-01-01,196.355631604229,196.355631604229
3857,2018-04-01,196.355631604229,196.355631604229
3857,2018-07-01,184.434399389024,184.434399389024
3857,2018-10-01,184.434399389024,184.434399389024
3857,2019-01-01,137.099852484675,137.099852484675
3857,2019-04-01,137.099852484675,137.099852484675
3857,2019-07-01,146.697557823033,146.697557823033
3857,2019-10-01,146.697557823033,146.697557823033
3857,2020-01-01,253.358529474982,253.358529474982
3857,2020-04-01,253.358529474982,253.358529474982
3857,2020-07-01,117.401022549729,117.401022549729
3857,2020-10-01,117.401022549729,117.401022549729
3857,2021-01-01,177.646533689961,177.646533689961
3857,2021-04-01,177.646533689961,177.646533689961
3857,2021-07-01,490.058899009126,490.058899009126
3857,2021-10-01,490.058899009126,490.058899009126
3857,2022-01-01,495.933115078997,495.933115078997
3857,2022-04-01,495.933115078997,495.933115078997
3857,2022-07-01,441.512500670694,441.512500670694
3857,2022-10-01,441.512500670694,441.512500670694
3857,2023-01-01,553.591933601755,553.591933601755
3857,2023-04-01,553.591933601755,553.591933601755
3857,2023-07-01,423.469513348468,423.469513348468
3857,2023-10-01,423.469513348468,423.469513348468
3857,2024-01-01,378.596490559832,378.596490559832
3857,2024-04-01,378.596490559832,378.596490559832
3857,2024-07-01,665.582041539457,665.582041539457
3857,2024-10-01,665.582041539457,665.582041539457
3857,2025-01-01,713.332005738868,713.332005738868
3857,2025-04-01,713.332005738868,713.332005738868
3857,2025-07-01,679.708919411986,679.708919411986
3857,2025-10-01,679.708919411986,679.708919411986
3858,2017-01-01,287.057425719303,287.057425719303
3858,2017-04-01,287.057425719303,287.057425719303
3858,2017-07-01,644.861908923357,644.861908923357
3858,2017-10-01,644.861908923357,644.861908923357
3858,2018-01-01,196.355631604229,196.355631604229
3858,2018-04-01,196.355631604229,196.355631604229
3858,2018-07-01,184.434399389024,184.434399389024
3858,2018-10-01,184.434399389024,184.434399389024
3858,2019-01-01,137.099852484675,137.099852484675
3858,2019-04-01,137.099852484675,137.099852484675
3858,2019-07-01,146.697557823033,146.697557823033
3858,2019-10-01,146.697557823033,146.697557823033
3858,2020-01-01,253.358529474982,253.358529474982
3858,2020-04-01,253.358529474982,253.358529474982
3858,2020-07-01,117.401022549729,117.401022549729
3858,2020-10-01,117.401022549729,117.401022549729
3858,2021-01-01,177.646533689961,177.646533689961
3858,2021-04-01,177.646533689961,177.646533689961
3858,2021-07-01,490.058899009126,490.058899009126
3858,2021-10-01,490.058899009126,490.058899009126
3858,2022-01-01,495.933115078997,495.933115078997
3858,2022-04-01,495.933115078997,495.933115078997
3858,2022-07-01,441.512500670694,441.512500670694
3858,2022-10-01,441.512500670694,441.512500670694
3858,2023-01-01,553.591933601755,553.591933601755
3858,2023-04-01,553.591933601755,553.591933601755
3858,2023-07-01,423.469513348468,423.469513348468
3858,2023-10-01,423.469513348468,423.469513348468
3858,2024-01-01,378.596490559832,378.596490559832
3858,2024-04-01,378.596490559832,378.596490559832
3858,2024-07-01,665.582041539457,665.582041539457
3858,2024-10-01,665.582041539457,665.582041539457
3858,2025-01-01,713.332005738868,713.332005738868
3858,2025-04-01,713.332005738868,713.332005738868
3858,2025-07-01,679.708919411986,679.708919411986
3858,2025-10-01,679.708919411986,679.708919411986
3961,2017-01-01,99.6465918117266,99.6465918117266
3961,2017-04-01,99.6465918117266,99.6465918117266
3961,2017-07-01,199.713145552763,199.713145552763
3961,2017-10-01,199.713145552763,199.713145552763
3961,2018-01-01,248.646619971379,248.646619971379
3961,2018-04-01,248.646619971379,248.646619971379
3961,2018-07-01,36.3449578547095,36.3449578547095
3961,2018-10-01,36.3449578547095,36.3449578547095
3961,2019-01-01,79.8878479832577,79.8878479832577
3961,2019-04-01,79.8878479832577,79.8878479832577
3961,2019-07-01,55.7133741527355,55.7133741527355
3961,2019-10-01,55.7133741527355,55.7133741527355
3961,2020-01-01,80.1201775391162,80.1201775391162
3961,2020-04-01,80.1201775391162,80.1201775391162
3961,2020-07-01,113.740667349525,113.740667349525
3961,2020-10-01,113.740667349525,113.740667349525
3961,2021-01-01,121.071185262672,121.071185262672
3961,2021-04-01,121.071185262672,121.071185262672
3961,2021-07-01,111.99434500353,111.99434500353
3961,2021-10-01,111.99434500353,111.99434500353
3961,2022-01-01,238.080322072871,238.080322072871
3961,2022-04-01,238.080322072871,238.080322072871
3961,2022-07-01,207.569377479017,207.569377479017
3961,2022-10-01,207.569377479017,207.569377479017
3961,2023-01-01,151.256482733572,151.256482733572
3961,2023-04-01,151.256482733572,151.256482733572
3961,2023-07-01,172.90110906711,172.90110906711
3961,2023-10-01,172.90110906711,172.90110906711
3961,2024-01-01,216.065539032668,216.065539032668
3961,2024-04-01,216.065539032668,216.065539032668
3961,2024-07-01,244.354049536994,244.354049536994
3961,2024-10-01,244.354049536994,244.354049536994
3961,2025-01-01,323.495630996562,323.495630996562
3961,2025-04-01,323.495630996562,323.495630996562
3961,2025-07-01,360.996187815408,360.996187815408
3961,2025-10-01,360.996187815408,360.996187815408
3962,2017-01-01,99.6465918117266,99.6465918117266
3962,2017-04-01,99.6465918117266,99.6465918117266
3962,2017-07-01,199.713145552763,199.713145552763
3962,2017-10-01,199.713145552763,199.713145552763
3962,2018-01-01,248.646619971379,248.646619971379
3962,2018-04-01,248.646619971379,248.646619971379
3962,2018-07-01,36.3449578547095,36.3449578547095
3962,2018-10-01,36.3449578547095,36.3449578547095
3962,2019-01-01,79.8878479832577,79.8878479832577
3962,2019-04-01,79.8878479832577,79.8878479832577
3962,2019-07-01,55.7133741527355,55.7133741527355
3962,2019-10-01,55.7133741527355,55.7133741527355
3962,2020-01-01,80.1201775391162,80.1201775391162
3962,2020-04-01,80.1201775391162,80.1201775391162
3962,2020-07-01,113.740667349525,113.740667349525
3962,2020-10-01,113.740667349525,113.740667349525
3962,2021-01-01,121.071185262672,121.071185262672
3962,2021-04-01,121.071185262672,121.071185262672
3962,2021-07-01,111.99434500353,111.99434500353
3962,2021-10-01,111.99434500353,111.99434500353
3962,2022-01-01,238.080322072871,238.080322072871
3962,2022-04-01,238.080322072871,238.080322072871
3962,2022-07-01,207.569377479017,207.569377479017
3962,2022-10-01,207.569377479017,207.569377479017
3962,2023-01-01,151.256482733572,151.256482733572
3962,2023-04-01,151.256482733572,151.256482733572
3962,2023-07-01,172.90110906711,172.90110906711
3962,2023-10-01,172.90110906711,172.90110906711
3962,2024-01-01,216.065539032668,216.065539032668
3962,2024-04-01,216.065539032668,216.065539032668
3962,2024-07-01,244.354049536994,244.354049536994
3962,2024-10-01,244.354049536994,244.354049536994
3962,2025-01-01,323.495630996562,323.495630996562
3962,2025-04-01,323.495630996562,323.495630996562
3962,2025-07-01,360.996187815408,360.996187815408
3962,2025-10-01,360.996187815408,360.996187815408
4148,2017-07-01,204.164077045614,204.164077045614
4148,2017-10-01,204.164077045614,204.164077045614
4148,2018-01-01,173.265344181113,173.265344181113
4148,2018-04-01,173.265344181113,173.265344181113
4148,2018-07-01,225.390379072501,225.390379072501
4148,2018-10-01,225.390379072501,225.390379072501
4148,2019-01-01,162.030782615606,162.030782615606
4148,2019-04-01,162.030782615606,162.030782615606
4148,2019-07-01,173.233872289757,173.233872289757
4148,2019-10-01,173.233872289757,173.233872289757
4148,2020-01-01,183.574945568921,183.574945568921
4148,2020-04-01,183.574945568921,183.574945568921
4148,2020-07-01,174.667547497763,174.667547497763
4148,2020-10-01,174.667547497763,174.667547497763
4148,2021-01-01,139.659860072263,139.659860072263
4148,2021-04-01,139.659860072263,139.659860072263
4148,2021-07-01,200.993695229026,200.993695229026
4148,2021-10-01,200.993695229026,200.993695229026
4148,2022-01-01,92.1195856122057,92.1195856122057
4148,2022-04-01,92.1195856122057,92.1195856122057
4148,2022-07-01,151.070630779559,151.070630779559
4148,2022-10-01,151.070630779559,151.070630779559
4148,2023-01-01,177.07540458319,177.07540458319
4148,2023-04-01,177.07540458319,177.07540458319
4148,2023-07-01,146.55582247973,146.55582247973
4148,2023-10-01,146.55582247973,146.55582247973
4148,2024-01-01,108.419696163739,108.419696163739
4148,2024-04-01,108.419696163739,108.419696163739
4148,2024-07-01,163.742899327715,163.742899327715
4148,2024-10-01,163.742899327715,163.742899327715
4148,2025-01-01,171.012284319581,171.012284319581
4148,2025-04-01,171.012284319581,171.012284319581
4148,2025-07-01,196.712071781017,196.712071781017
4148,2025-10-01,196.712071781017,196.712071781017
4232,2017-01-01,83.8158854602553,83.8158854602553
4232,2017-04-01,83.8158854602553,83.8158854602553
4232,2017-07-01,49.4506031141719,49.4506031141719
4232,2017-10-01,49.4506031141719,49.4506031141719
4232,2018-01-01,40.204470850522,40.204470850522
