fund_code,year,quarter,report_date,mgr_total_tenure_v2,log_fund_age,gender,education,CFA,school,AS_improved,ICI,industry_hhi,ICI_raw,industry_hhi_raw,ISDI,SDI,TO_two_sided,OCI_two_sided,total_buy,total_sell,ARG,return_volatility,de,pgr,plr,lsv,risk_asym,n_gain,n_loss,quarter_return,future_return,excess_return,RG,abs_return,ff3_adj_return,ff4_adj_return,ff5_adj_return,MKT_excess,SMB,HML,MOM,rf,ff5_MKT_excess,ff5_SMB,ff5_HML,ff5_RMW,ff5_CMA,ff5_RF,avg_aum,TO_wind,TO_wind_clean,sharpe8,sortino8,mppm8,rsstab,log_aum,ex,sharpe8_lag,sortino8_lag,mppm8_lag,rsstab_lag,oc_conf,alpha_q
11,2022,3,2022-10-01,1978.0,2.8979414680729376,男,硕士,否,厦门大学,0.8431064451074184,0.121665,0.069731,0.061816,0.035429,0.2345907554445337,0.6453788060637065,,,,,0.0087644701980329,0.1188727174635162,,,,0.0488396402663459,-0.0133939490369945,5.0,3.0,-0.1556843125105964,0.0053898298796251,-0.1581843125105964,-0.0110809506524784,0.1556843125105964,0.0171349148926868,0.0002468754957617,-0.0084148888388725,-0.0696649292445891,-0.0045864068241829,0.0340852751551003,-0.2283976473595557,0.0025,-0.1147221928791246,0.0267380326141288,0.069840742132521,-0.008302130802581,0.0290374343797166,0.0030844405723215,40.09,48.8412287739194,48.8412287739194,0.0012231227539675,0.002017138220843,-0.0995041127129795,-0.0177384478571139,3.6911269266544156,-0.1581843125105964,0.3547466394677766,,0.0889898727708769,-0.0407413034080356,0.0,0.03420847711676944
11,2022,4,2023-01-01,2070.0,2.911732722485379,男,硕士,否,厦门大学,0.9311429548825814,0.095734,0.046603,0.079504,0.038702,0.2485706954323216,0.8208931780303503,0.6076909457475912,-0.8473901547560319,1864.53,263.47,0.03774016592345,0.1152921279711132,0.0117021276595744,0.65,0.6382978723404256,0.0768749655131175,-0.0080184681310029,5.0,3.0,0.0053898298796251,0.0238624326433745,0.0028898298796251,-0.0761161307274105,0.0053898298796251,0.0171349148926868,0.0002468754957617,-0.0084148888388725,0.0023265822518704,-0.0522068673555238,0.0145194823894837,-0.2187753019475843,0.0025,0.031875856290314,0.0411568099658241,0.0114241300601695,-0.0250163325824797,0.025444460514251,0.0033584708982553,40.1,40.7992248893431,40.7992248893431,-0.1733755937309048,-0.2485294834520069,-0.1598532150258941,-0.0065779907528112,3.6913763343125234,0.0028898298796250998,0.0012231227539675,0.002017138220843,-0.0995041127129795,-0.0177384478571139,-0.0,-0.023859021414688965
11,2023,1,2023-04-01,2160.0,2.925042590666466,男,硕士,否,厦门大学,0.7599131402190036,0.102021,0.083871,0.030081,0.024729,0.1222308648180133,0.0852594934014615,,,,,0.019602581386736,0.1156099051744327,,,,0.0451632010031665,-0.0086716372601019,5.0,3.0,0.0238624326433745,-0.0321558184410551,0.0213624326433745,-0.2608290449496345,0.0238624326433745,0.0171349148926868,0.0002468754957617,-0.0084148888388725,-0.0070541680110304,0.0017673960939273,0.0139754585648396,-0.0200049569414382,0.0025,0.064822231655626,0.0352323050698922,-0.0431580353105354,-0.0040074897314555,0.0150780998732215,0.0039049176628368,41.12,40.7992248893431,40.7992248893431,-0.1655385433864969,-0.2379429664061038,-0.156851023264813,-0.0356184568480913,3.7164946211469094,0.0213624326433745,-0.1733755937309048,-0.2485294834520069,-0.1598532150258941,-0.0065779907528112,0.0,-0.06342768679640454
11,2023,2,2023-07-01,2251.0,2.938322610715301,男,硕士,否,厦门大学,0.9253695078251304,0.066151,0.041026,0.057534,0.035682,0.141110872828651,0.5588599131942655,0.6110214472304953,-0.8323132979643225,353.3,1850.08,0.0214500323590955,0.1143407616447239,0.2398921832884097,0.8113207547169812,0.5714285714285714,0.0749917790280227,-0.0098148564713714,4.0,4.0,-0.0321558184410551,-0.0551116672769317,-0.0346558184410552,-0.1418593508363094,0.0321558184410551,0.0171349148926868,0.0002468754957617,-0.0084148888388725,0.009059432129635,-0.0196736197303534,-0.0267124899904391,-0.1371031212784367,0.0025,-0.0147989903718434,0.0312092588362037,0.078871223296706,0.009360117439253,0.0350043368337153,0.0037043900630432,39.82,70.3476709506824,70.3476709506824,-0.2274860419452177,-0.3143542767264808,-0.1829745013350936,-0.0494601170471457,3.6843692986360503,-0.0346558184410551,-0.1655385433864969,-0.2379429664061038,-0.156851023264813,-0.0356184568480913,29.5484460613393,0.0024651181038528383
11,2023,3,2023-10-01,2343.0,2.95157165244637,男,硕士,否,厦门大学,0.765843110718512,0.096952,0.078427,0.030231,0.024454,0.143358417512245,0.3111586733502471,,,,,0.0112868106909669,0.1146391806041216,,,,0.148388074427311,-0.0076428997611259,4.0,4.0,-0.0551116672769317,-0.0971076311428246,-0.0576116672769317,0.0295232048439658,0.0551116672769317,0.0171349148926868,0.0002468754957617,-0.0084148888388725,-0.0226183554530515,0.0116456898529311,-0.0249201408507542,-0.0152619718178951,0.0025,-0.0245402605791494,-0.0072049426410403,0.0844622241433795,-0.0105076546863589,0.0426565043259974,0.003698365606623,37.46,70.3476709506824,70.3476709506824,-0.2383842841770139,-0.3410267388498462,-0.1886903316209823,-0.0450704062736791,3.6232736970159425,-0.057611667276931705,-0.2274860419452177,-0.3143542767264808,-0.1829745013350936,-0.0494601170471457,0.0,-0.0034945014141485875
11,2023,4,2024-01-01,2435.0,2.9646474498903634,男,硕士,否,厦门大学,0.8734192353205885,0.057316,0.033532,0.042263,0.024725,0.6339999526171199,0.6833875227363793,0.992390593405466,0.8941077924243563,3605.98,1036.84,0.007879065082038,0.1135421141158326,0.3546218487394957,0.9428571428571428,0.5882352941176471,0.0648672674636498,0.0086041568088954,3.0,5.0,-0.0971076311428246,-0.0224942385346696,-0.0996076311428246,-0.1103525064967082,0.0971076311428246,0.0171349148926868,0.0002468754957617,-0.0084148888388725,-0.0211181980851798,-0.0022690797572201,-0.0068950428411706,-0.1120741530856215,0.0025,-0.0395312051236031,0.0737969256800426,-0.0072511243536598,-0.0131911223777287,0.0110515122547737,0.004054132399902,33.49,106.589410091081,106.589410091081,-0.4080017342767535,-0.6579955431632247,-0.2614686637049944,-0.0147072636380968,3.5112468868061133,-0.0996076311428246,-0.2383842841770139,-0.3410267388498462,-0.1886903316209823,-0.0450704062736791,0.0,-0.01948410305050803
11,2024,1,2024-04-01,6.0,2.977415073344949,男,硕士,否,,0.6695495499924999,0.109946,0.088422,0.01699,0.013664,0.0935860609606784,0.4202026992222287,,,,,0.0192632342451159,0.094121047301286,,,,0.0873385610474124,0.0220043000267009,3.0,5.0,-0.0224942385346696,-0.0113563173107833,-0.0249942385346696,-0.0916033389732682,0.0224942385346696,0.0171349148926868,0.0002468754957617,-0.0084148888388725,0.0035866026200177,-0.0174264843023643,-0.0149487416293881,-0.1234314426459245,0.0025,0.0140088967130217,-0.1272687861665073,0.0736513303883448,0.0494384727851756,-0.0080488380256468,0.0036303090571109,32.63,106.589410091081,106.589410091081,-0.2543703939279423,-0.4363926589118725,-0.1422419341406938,-0.0172212373236426,3.4852321106052293,-0.0249942385346696,-0.4080017342767535,-0.6579955431632247,-0.2614686637049944,-0.0147072636380968,0.0,-0.08360617897104129
11,2024,2,2024-07-01,97.0,2.990021737499644,男,硕士,否,,0.8335781554692578,0.08877,0.020515,0.070236,0.016232,0.1181832364327369,0.224080335064806,0.9669047885741606,0.7787360288519866,2258.77,3524.8,0.0551887176756318,0.0588136324228326,-0.308695652173913,0.5,0.808695652173913,0.0802199508963098,-0.0390656429850272,2.0,6.0,-0.0113563173107833,0.1476384871995588,-0.0138563173107833,-0.0519932285060322,0.0113563173107833,0.0171349148926868,0.0002468754957617,-0.0084148888388725,-0.0355364462942659,-0.0358634772251951,0.0270585560945469,-0.0932903693776366,0.0025,-0.0226695621210697,-0.1172419559758387,0.0524885515558724,0.0787370207848553,-0.0401720005859377,0.003220739550435,31.9,135.694004887786,135.694004887786,-0.776467784588372,-0.8302151650079364,-0.2074044407526838,-0.0052909065182867,3.462606009790799,-0.0138563173107833,-0.2543703939279423,-0.4363926589118725,-0.1422419341406938,-0.0172212373236426,0.0,-0.03434493452232172
11,2024,3,2024-10-01,189.0,3.0026074029427265,男,硕士,否,,0.6373793354889248,0.141893,0.091732,0.017832,0.011528,0.2387151146703706,0.4233211583921962,,,,,0.0545023466372373,0.0727683220352444,,,,0.1157106412488368,0.0324981584491211,3.0,5.0,0.1476384871995588,-0.0010947704719257,0.1451384871995588,-0.0521583702317998,0.1476384871995588,0.0171349148926868,0.0002468754957617,-0.0084148888388725,0.2071755254962319,0.0283231526996476,-0.0060057785014159,0.113101174535689,0.0025,0.1602719429428216,0.0400046155656493,-0.024144018051936,-0.0830407324692986,0.0439042430745423,0.0032688470216214,36.24,135.694004887786,135.694004887786,-0.1064400205184209,-0.2257977184804744,-0.0560607718700501,-0.0644444657845746,3.5901634811747787,0.1451384871995588,-0.776467784588372,-0.8302151650079364,-0.2074044407526838,-0.0052909065182867,0.0,-0.057048815671687236
11,2024,4,2025-01-01,281.0,3.015036636175417,男,硕士,否,,0.8015052067534457,0.064463,0.024632,0.03926,0.015002,0.4287972823599919,0.0738128713117022,0.935600818315932,0.6370259953876886,3579.2700000000004,2160.2200000000003,0.01873043781553,0.0727190958575297,-0.2199582027168234,0.6436781609195402,0.8636363636363636,0.0555952745860643,0.0295433261512303,2.0,6.0,-0.0010947704719257,0.0225150648438494,-0.0035947704719257,-0.0481280633813535,0.0010947704719257,0.0171349148926868,0.0002468754957617,-0.0084148888388725,0.0021795893256954,-0.0262462871330376,0.0107408032032952,0.1644735154670465,0.0025,0.0140724889825488,0.0787937515869859,-2.4377896873595265e-05,-0.060914826006867,0.0139835625318989,0.0030338258126092,35.89,114.728918042395,114.728918042395,-0.1178558905494371,-0.2423029876785351,-0.0592064991161102,-0.0228225680583216,3.580458705159516,-0.0035947704719257,-0.1064400205184209,-0.2257977184804744,-0.0560607718700501,-0.0644444657845746,-20.965086845391014,0.005732780092224433
