fund_code,基本面优势,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha_in,quarter_return,excess_return,abnormal_alpha,grp,score_pct
11300,0.06379588866569656,-0.24370523893153556,0.19620070538830342,-0.059184033711870754,-0.5202592755225255,1.7536497365834578,0.19841629707858766,0.008831285972253532,0.23061826548514255,0.22811826548514258,0.12279921796728005,Q4,0.7300613496932515
11301,0.38069265936589386,-0.21269535817236224,0.07525746481732042,-0.06103585900004027,-0.5670504174707266,1.8154392238496644,0.23843461889829162,0.007832210635373588,0.22935432280831036,0.2268543228083104,0.12163597610769518,Q4,0.7607361963190185
11369,1.082329539432725,0.002912646537977903,-0.25210598389754074,-0.15492583739683097,-1.2302563872166388,0.9556841366135308,0.06727301901220385,-0.023053838442009107,0.39012843803341407,0.3876284380334141,0.292592212981087,Q3,0.5828220858895705
11370,1.1528737906536888,0.0025925519011817943,-0.25210598389754074,-0.1542822426613477,-1.292860159143716,0.9556841366135308,0.06865034891096612,-0.02450831900636649,0.3880868118017118,0.3855868118017118,0.29070265660402456,Q3,0.5858895705521472
11399,0.12593186858123614,-0.6511419566360597,0.40689081719528947,-0.04458479605103993,-1.9750703422485196,0.6574970331034182,-0.24674622934261256,-0.018955741463187945,0.2782440372100435,0.2757440372100435,0.2349854328742158,Q2,0.2607361963190184
11400,0.6450410248755855,-0.6516980151136389,0.41244165785473286,-0.05446889747752143,-2.0301992448881827,0.6656360325580558,-0.16887457369849482,-0.02017289474743226,0.2765476440162056,0.27404764401620557,0.2334497983700592,Q2,0.32515337423312884
11412,0.7891441888138134,-0.24397864131701424,-0.01861472182196497,0.47809957722034213,-0.40101007673086353,1.2695040941364342,0.31219073671679115,0.004396998386900171,0.32849548191378675,0.32599548191378674,0.24557708772723882,Q5最高,0.8251533742331288
11452,1.157830881508499,-0.10599424174832356,-1.4979893123046042,-0.28705990584666774,-2.619388882413957,0.7832486503177867,-0.4282254684145444,-0.045389500096330866,0.3594564186866716,0.3569564186866716,0.29014766274263737,Q1最低,0.09202453987730061
11488,0.5389920738394941,-1.3408411321474172,-0.07615164342949476,0.15809190312754534,-0.462093218552595,0.5170171495515541,-0.11083081126848555,-0.008131640905317417,0.25517916717336864,0.25267916717336864,0.14268511402386344,Q3,0.4049079754601227
11822,0.09894961567294443,-0.45536670770822824,0.24165768711294,0.10638317602112213,-1.2431276562745737,1.9611246526555228,0.1182701279132879,-0.005468004459356042,0.2339932105981355,0.23149321059813546,0.16358679716453658,Q4,0.6380368098159509
11823,0.5762432280828841,-0.4554371925912005,0.24910996638113492,0.09305437393297095,-1.2931570947539337,1.9471326033120047,0.18615764739397675,-0.006495252007448254,0.23276000901923857,0.2302600090192386,0.16237122027679965,Q4,0.7147239263803681
11891,0.7701964757758898,-0.34455015296201436,-0.40418630975086095,1.0266523408184796,0.18511993835870957,1.3974529339278567,0.43844753769467676,0.04060062628782616,0.33446297222523363,0.3319629722252336,0.26269093968986823,Q5最高,0.9049079754601227
11892,1.0531340484718135,-0.34543740970598524,-0.4017611505834896,1.023595748542732,0.13496028052034179,1.3334254248396946,0.46631949034751785,0.039589363019646724,0.33310594994476533,0.3306059499447654,0.2611004146976,Q5最高,0.9202453987730062
12301,0.5028973128543246,-0.2058978858854399,0.27159603466662935,0.301484029491806,-1.0747711909854247,1.9611246526555228,0.29273882546623636,-0.0021460858539964467,0.24357751199196329,0.24107751199196328,0.17538745941251344,Q5最高,0.803680981595092
12456,0.931271683366314,0.1873885850734781,0.4435211093194113,0.22325146567268178,-2.761195775234915,0.714730811113642,-0.04350535344823131,-0.02437316378390896,0.274088054350953,0.27158805435095296,0.14129835578146246,Q3,0.48773006134969327
12457,1.322375405907442,0.18545956428358928,0.44283891724408286,0.2220812563402042,-2.7770499556791,0.7638344942182876,0.02658994705241763,-0.02636520870769423,0.2715772145417132,0.26907721454171324,0.13872886584466304,Q3,0.549079754601227
13107,1.1425737989232343,-1.0835379195978145,2.1034258016971297,0.011715937263305942,-0.7015175607508467,1.2881092341948124,0.4601282152883035,0.02871762514449151,0.3146500080443921,0.31215000804439214,0.2187780748396163,Q5最高,0.9171779141104295
13108,1.1336401313564035,-1.0836707815192665,2.1034258016971297,0.012064468147249985,-0.7688324332757669,1.2881092341948124,0.44745607010009364,0.027149256203218522,0.31269415685357704,0.31019415685357704,0.21678399352546748,Q5最高,0.9079754601226994
13238,1.1418614774982998,-1.015505834872859,-0.6331446199792287,-0.3044313577874437,-1.8158565814330394,0.9196811754606262,-0.2845659568522741,0.005131196747785064,0.27473676940485847,0.27223676940485847,0.14182172032125032,Q1最低,0.19938650306748465
13239,1.2385452209771548,-1.307445379206454,-0.6355447830203763,-0.3031825203612395,-1.899545440262792,1.285014377061208,-0.2703597541354166,0.003112774384326872,0.27224596843934085,0.26974596843934084,0.1391281251390697,Q2,0.22392638036809817
