fund_code,risk_asym,de,oc_conf,rc_mom,anchor_high,ICI,ISDI,AS_improved,ARG,return_volatility,rsstab_lag,mppm8_lag,sortino8_lag,sharpe8_lag,SDI,lsv,TO_wind_clean,mgr_total_tenure_v2,log_fund_age,log_aum,timing,基金经理人,gender,education,CFA,school,male,has_CFA,master_up,top_school,ff3_alpha,ff5_alpha,ex_hs300
1475,0.0003540669961433892,-0.07102755200801737,0.08154814811155928,0.2505896973743836,0.7738353256108517,0.53938272,0.030317447435791935,0.9130441600693345,0.025762532105995616,0.13301842066852534,-0.021591050698783285,0.039599799934680296,-0.28937843771756655,0.1082475069404654,0.25167683499707294,0.06914993431683655,64.13464195284888,1220.72,2.0239990998310526,4.602941117382535,0.2729848188547709,何崇恺,男,硕士,否,,1.0,0.0,1.0,,0.0286897127503684,0.0013426567563733,0.03491067145391816
1480,0.023359334526742073,-0.07631300666378912,6.465083732337334,0.12018981018981019,0.8754292894821226,0.255472,0.40566540342972357,0.8240947326922116,0.22629430475914863,0.13947421895266793,-0.03640673835006859,6.878424181522013e-05,0.20221911628702827,0.13220696563691864,0.0,0.10540017611616838,270.1692490522236,1966.2045454545455,1.2921226167160098,2.562542081683487,0.8809008475677275,金梓才,男,硕士,否,上海交通大学,1.0,0.0,1.0,1.0,0.0472893746220317,0.0399517113148676,0.039941902602374076
1513,0.036775580989689194,-0.26553795404497754,3.2221392975700454,-0.004224312783636977,0.8976760554986625,0.29459412,0.1062534969834623,0.7506978266304438,0.06500757494581536,0.15565676293690908,-0.038078469709886216,0.034797814368987746,0.026382441912203004,0.17842466917066277,0.3055595155889405,0.07504953817439454,269.38431258423077,2377.72,1.8319173743994315,3.7104675659454984,1.885873120714704,郑希,男,硕士,否,,1.0,0.0,1.0,,0.0633215917795119,0.0467116104318334,0.0576159714216808
1664,0.028872569845944912,-0.10119424953532279,0.6499028215135897,-0.09378860592014698,0.8603568963175107,0.15891856,0.45192338289713113,0.6690057574292905,0.10983503839280924,0.046939360221955544,-0.014903029989679614,0.031095148782511923,0.41560009206477416,0.16500197311517065,0.7934158277071394,0.10878323189572874,522.5873609652042,385.96,1.9564283175732717,0.03977745025671773,0.3142890527133512,林清源,男,硕士,否,美国宾夕法尼亚大学,1.0,0.0,1.0,0.0,0.0313372270973713,0.0106987988722928,0.03130378771087137
1665,0.028805701626117362,-0.10119424953532279,0.6499028215135897,-0.09378860592014698,0.8607818418954072,0.15838996,0.45144597059698016,0.6681857574292904,0.10983625849973187,0.046887543003626506,-0.014833751103927923,0.026785890566870318,0.346201741202366,0.13077857642673857,0.7748031244046214,0.10878323189572874,522.5873609652042,385.96,1.9564283175732717,0.10038397049513488,0.31255204752588,林清源,男,硕士,否,美国宾夕法尼亚大学,1.0,0.0,1.0,0.0,0.0302164744604591,0.0095692848150145,0.030176764736970677
1702,0.001143130337907359,-0.10280608273150571,-7.775569384978909,-0.02698743263644152,0.8221177267171033,0.33516812,0.11927807256362262,0.8396872068534474,0.06903391355159258,0.13910670762822128,-0.03059735527040087,0.046265606022408944,0.04676708841796465,0.25700651553648046,0.23862213332355223,0.07841356174997886,296.05457598431155,696.92,1.9933273997267276,1.9666768513179675,0.7366778540300254,严凯,男,硕士,否,北京大学微电子学,1.0,0.0,1.0,1.0,0.0406201277207985,0.0215979835834719,0.04473424442478438
1715,0.010039254986972616,-0.15180946299577136,-6.280268345858712,0.14514536031563893,0.8684705475399387,0.21279617391304348,0.40849845669276463,0.698632966327772,0.1688990455652045,0.08574133857775358,-0.022503854011695273,0.05329420055137682,0.19927269150081678,0.26415740690441303,0.0,0.09116967020384834,195.64191423503155,761.5263157894736,1.311851820018606,0.19508047423161953,0.0256638199290032,董明斌,男,硕士,否,,1.0,0.0,1.0,,0.0313962761422668,0.0355899850324437,0.024433141167696612
1723,0.02029856300406999,-0.14645120894168648,-69.6417501457079,0.19670120866748958,0.8104245950656457,0.3440232,0.2121042545069638,0.7916976723278721,0.06480680019187196,0.11038832517113795,-0.029889148659063062,-0.018111171554043883,0.43685363356349666,0.1224725693993548,0.46902947374377535,0.0679003500411107,616.3032853176112,824.24,1.989856780977962,0.03421253046296059,0.9261751311777624,刘力,男,硕士,否,,1.0,0.0,1.0,,0.0321938001784961,0.0271738342569198,0.02204737384276446
1753,0.027007246416683624,-0.15856797661173275,-8.370801797441718,0.27985434603834364,0.8475719207899729,0.2048471111111111,0.4637356911465353,0.8389005262726601,0.19794632999544834,0.13212238068962717,-0.03213569150334472,-0.038707039691799845,0.15121032066303347,-0.024217358613444828,0.0,0.04275735805876783,665.1156356494657,699.7441860465116,1.3050155395401515,0.6039356732487302,0.9129817372275596,廖星昊,男,硕士,否,武汉大学,1.0,0.0,1.0,1.0,0.0335019307160338,0.0531595727795298,0.035551092290553095
1759,0.04965649558297619,-0.11520259317870696,1.464739242641575,0.0768055898215464,0.8419437270976604,0.15619238461538462,0.27643019628926574,0.7800705807029475,0.17558335530996344,0.11476537054916018,-0.03644285539047759,-0.0027665806088525377,0.3792930880883642,0.1590915871231022,0.0,0.0737557486019,134.1834284417113,882.7631578947369,1.2690105330457537,1.9045617082097965,0.2714081132164199,陈涛,男,硕士,是,,1.0,1.0,1.0,,0.0271230948179919,0.0059405694618421,0.014406384706541703
1811,0.05513638653301808,-0.16107697096065945,-4.322728259964224,0.07039860699412452,0.8307068341867102,0.2760034,0.22262668253243598,0.8096005683094718,0.052470511512222796,0.15240526583137753,-0.02612117264222289,0.02983261658675642,-0.0530910218338504,0.16031125032384452,0.45769158106574415,0.10728041875898525,133.8030076412258,915.2,1.9225886995318735,3.700819227630907,1.1728938272852971,刘伟伟,男,硕士,否,,1.0,0.0,1.0,,0.0416963719966115,0.0295950408943053,0.03889572983550731
1856,0.057392425153327854,0.021428571428571505,-1.0738222928469228,,0.7386800875446539,0.42384449999999996,0.35100113166554747,0.5696246214339683,0.24668314107856956,0.12355759092663358,-0.029629078001542186,0.10145251321327689,1.3639781645361528,0.28164816640538404,0.0,-0.0030010708442085184,160.6267411882131,1431.0,1.1763224719146528,2.676785613743074,0.5918512968266106,祁禾,男,硕士,否,,1.0,0.0,1.0,,0.0514363448847355,0.0381132262994896,0.04852222885082162
1881,0.005624487200371954,-0.12252347528655123,4.862498582536242,0.2319250181166407,0.8209738616822589,0.09490396000000001,0.25840629595873116,0.7781904201403356,0.03787918272618235,0.11090332057393425,-0.02652265508898488,0.03972867588021055,-0.22061287861527878,0.16355610549159433,0.558311945182683,0.10593977360717903,100.20006563840622,2732.72,1.9817083578136154,1.0961893948689623,1.1971934244836189,周蔚文,男,硕士,否,北京大学管理科学,1.0,0.0,1.0,1.0,0.0293018762688907,0.0176115317554051,0.02798240556909306
1985,0.005396365079760194,-0.18253961752256156,-8.10676569002188,0.059977267977410625,0.8397698904277031,0.13647778260869564,0.2291897106469663,0.8288049979093853,0.04808465527355533,0.13812833884539472,-0.029775571376386808,0.03604819686296454,-0.15175250092394388,0.14935893191805447,0.3073685511034795,0.06255275337006458,126.29429824570789,2661.72,1.9536213575202808,3.0390290230447463,0.9371461465643196,杨栋,男,硕士,否,,1.0,0.0,1.0,,0.0374285783405883,0.0164904967550533,0.040350283889460214
1998,0.0012393523629491458,-0.15328483947114785,-6.280268345858712,0.05727453844990332,0.8702355100933178,0.2068935925925926,0.39946908400179265,0.6549988166225185,0.1814841200120802,0.08559740242454132,-0.02250163167695175,0.047168681501650475,0.15413948169838057,0.23088064014621518,0.0,0.084375903501562,195.64191423503155,761.5263157894736,1.311851820018606,0.11784810795337324,0.0242555054388391,董明斌,男,硕士,否,,1.0,0.0,1.0,,0.0298359510160662,0.0340359479893788,0.022876190409322844
2051,0.017536563655172727,-0.09855071328090205,3.9821598041589548,0.013191173083493097,0.796996840281169,0.2472928888888889,0.3891856456894468,0.6728595097683727,0.18858474066583167,0.0771846339574898,-0.024243287026391436,-0.036842626372432685,0.12881687269269526,0.05751981146788176,0.0,0.1351309052641429,522.498675386568,749.452380952381,1.356722533557523,1.3172188533748623,-0.518307558236,左少逸,男,硕士,否,,1.0,0.0,1.0,,0.0105619329037125,0.019168136020958,0.000546110807846057
2112,0.03911758118309265,-0.06258612155789885,0.33424810205257655,0.0666141464471904,0.8548878462987053,0.20172381481481483,0.3582037074932204,0.6448059765261519,0.18968418036970452,0.07413849487970477,-0.01760747478838096,0.024775639213228902,0.289957006292372,0.29132052574202166,0.0,0.07930465599508033,272.48330356048706,345.9047619047619,1.3597161177496164,1.0112072261818355,0.0281774686515839,陆阳,男,硕士,否,浙江大学,1.0,0.0,1.0,1.0,0.0353450691622642,0.0410840981359171,0.029161327028454215
2125,0.04154198723058521,-0.19282015928105825,3.737533762009064,0.07397628538303842,0.8370976615523847,0.16379261904761905,0.40875461133614976,0.7465350424332469,0.17691003242419812,0.10422354676307262,-0.031480330063285614,-0.04409654784633611,-0.21682579894906176,-0.14087707339606015,0.0,0.08212356053078028,335.2561196382623,1227.8285714285714,1.1145465858874075,0.33827332817814093,0.3599516468232221,刘玉,女,硕士,否,,0.0,0.0,1.0,,0.0228918000156332,0.001950677708882,0.0159941241636249
2152,0.042746508547374246,-0.14777898274437776,-3.80139644793958,0.1316822511576537,0.7999157474895668,0.1478809285714286,0.2601007737352985,0.7751153961872578,0.16169116298436553,0.1106596712849942,-0.027352554835763754,0.0498446469257451,0.587879496128793,0.20703075872797508,0.0,0.05480386306508067,227.07712100475538,944.0731707317074,1.37048004623095,0.2671900386827292,1.3554031367611752,郑英亮,男,硕士,否,,1.0,0.0,1.0,,0.0397933050229728,0.0420819081333534,0.040505370770999874
2163,0.08416291849664874,-0.12641754084252874,-248.93072190705922,0.20795504154787592,0.8147171110487309,0.3854974074074074,0.4835747610324243,0.6843361607946551,0.21203920075513588,0.14462603921183553,-0.047358809678616526,-0.08096919316678809,-0.547277057349373,-0.07279127264419437,0.0,0.10481236024843822,679.8287918584109,692.9047619047619,1.3536690903174917,0.6161321890304303,-1.3465785904450298,严凯,男,硕士,否,北京大学微电子学,1.0,0.0,1.0,1.0,0.0294362175641885,0.0333941350822328,0.013504314038777433
2244,0.02881808426832963,0.047876141164010746,1.0608631757978266,0.12295714795380085,0.7728787935947303,0.20844525925925927,0.2930479685719573,0.804066144097342,0.1651966120596772,0.08972116444426646,-0.023374027758352286,0.006452644232572772,-0.0037858077825372633,0.024217629713152673,0.0,0.09636006589373898,164.25117310432026,794.3414634146342,1.291560991713201,0.28940401492758094,1.1139314336382016,孟棋,男,硕士,否,,1.0,0.0,1.0,,0.0179931625582983,0.014968761854289,0.017539685526426364
2376,0.013689627824746949,-0.1312630702639672,-12.385287975512153,0.03254736838185512,0.8504028301534969,0.18046294999999998,0.38516875202065853,0.7703637543794479,0.15042272237309434,0.08650262934577603,-0.02019093505275928,-0.06717905012502075,-0.19416869080525792,-0.051294573156583756,0.0,0.06405677082047946,192.14039177267387,1171.8048780487804,1.3533742550313292,0.8895373837800489,0.5301310355094614,孟亦佳,男,硕士,否,,1.0,0.0,1.0,,0.0049678165325946,-0.0051890261597323,0.002307260493511753
