fund_code,report_date,ISDI
31,2023-01-01,0.06556669901865622
31,2023-04-01,0.06556669901865636
31,2023-07-01,0.12038277344399792
31,2023-10-01,0.13369279470974393
31,2024-01-01,0.048634557492893166
31,2024-04-01,0.07353219401082178
31,2024-07-01,0.14241867359296892
31,2024-10-01,0.06242549040858371
31,2025-01-01,0.3419839719460857
31,2025-04-01,0.2717198649097824
31,2025-07-01,0.13970928916108907
31,2025-10-01,0.18761907863925675
31,2026-01-01,0.17207200122267344
31,2026-04-01,0.0894511663227485
31,2026-07-01,0.12972136498692546
61,2019-01-01,0.1142722355130596
61,2019-07-01,0.3693137420001774
61,2020-01-01,0.263387711052828
61,2020-04-01,0.48044443305915563
61,2020-07-01,0.32242983204294406
61,2020-10-01,0.03563961794959222
61,2021-01-01,0.13070496761027978
61,2021-04-01,0.36024444121407195
61,2021-07-01,0.2164427036849161
61,2021-10-01,0.08956549997678766
61,2022-01-01,0.07595573819390751
61,2022-04-01,0.21742272905562782
61,2022-07-01,0.2204200220158442
61,2022-10-01,0.23096942094990242
61,2023-01-01,0.22595078299776283
61,2023-04-01,0.22595078299776294
61,2023-07-01,0.27968851395197936
61,2023-10-01,0.3194281237759498
61,2024-01-01,0.23416857868030788
61,2024-04-01,0.1896014028087842
61,2024-07-01,0.18283716201524414
61,2024-10-01,0.35725157642965855
61,2025-01-01,0.2734614947104994
61,2025-04-01,0.14765100671140935
61,2025-07-01,0.1579940086541662
61,2025-10-01,0.15799400865416627
61,2026-01-01,0.05929745407669984
73,2019-01-01,0.36106830074970825
73,2019-07-01,0.4086117432832757
73,2020-01-01,0.6902968631786623
73,2020-04-01,0.4606713850665465
73,2020-07-01,0.419057931781267
73,2020-10-01,0.17346025771043477
73,2021-01-01,0.27429763350008307
73,2021-04-01,0.15229917371534743
73,2021-07-01,0.2733381408527479
73,2021-10-01,0.3501256821019034
73,2022-01-01,0.15246599080132156
73,2022-04-01,0.47496224137300286
73,2022-07-01,0.347696399691395
73,2022-10-01,1.2744537140088976
73,2023-01-01,0.707646774239449
73,2023-04-01,0.8102108768035516
73,2023-07-01,0.6984431137724549
73,2023-10-01,0.14646333281205057
73,2024-01-01,0.20614868850827123
73,2024-04-01,0.3382866290660876
73,2024-07-01,0.7272771298849134
73,2024-10-01,0.3482041187733961
73,2025-01-01,0.13782240940222218
73,2025-04-01,0.10489424814625042
73,2025-07-01,0.20587885975062228
73,2025-10-01,0.3040710310792743
73,2026-01-01,0.2067051290016751
73,2026-04-01,0.2554683477503159
73,2026-07-01,0.12789073413006366
220,2014-01-01,0.24576195840159318
220,2014-04-01,0.46519995712007634
220,2014-07-01,0.5364289722142963
220,2014-10-01,0.18673775816330723
220,2015-01-01,0.31234554728724884
220,2015-04-01,0.9377130265396147
220,2015-07-01,0.936228980039491
220,2015-10-01,0.23613419108166112
220,2016-01-01,1.023244595090612
220,2016-04-01,0.4278215050976345
220,2016-07-01,0.5712578844473054
220,2016-10-01,0.08348846903376428
220,2017-01-01,0.02813606555879522
220,2017-04-01,0.0066073115267330645
220,2017-07-01,0.051634251830107086
220,2017-10-01,0.36331644489630727
220,2018-01-01,0.29656732044740985
220,2018-04-01,0.346801604427405
220,2018-07-01,0.05482486872286521
220,2018-10-01,0.07644611149134692
220,2019-01-01,8.440861859694585e-05
220,2019-04-01,8.440861859694585e-05
220,2019-07-01,0.1858328336203063
220,2019-10-01,0.1858328336203063
220,2020-01-01,0.025366453651505992
220,2020-04-01,0.025366453651505992
220,2020-07-01,0.001229119436532805
220,2020-10-01,0.001229119436532805
220,2021-01-01,0.03725442410651897
220,2021-04-01,0.03725442410651897
220,2021-07-01,0.09178336697927214
220,2021-10-01,0.09178336697927214
220,2022-01-01,0.09620096097032008
220,2022-04-01,0.09620096097032008
220,2022-07-01,0.11372867422551372
220,2022-10-01,0.11372867422551372
220,2023-01-01,0.14153780463514593
220,2023-04-01,0.00041026324044384746
220,2023-07-01,0.1485480650740282
220,2023-10-01,0.17503550337271956
220,2024-01-01,0.0014313066158011948
220,2024-04-01,0.0014313066158011948
220,2024-07-01,0.0003511051220474687
220,2024-10-01,0.0003511051220474687
220,2025-01-01,0.0012192453999202667
220,2025-04-01,0.0012192453999202667
220,2025-07-01,0.0017089850938158738
220,2025-10-01,0.0017089850938158738
220,2026-01-01,0.010118868687000019
220,2026-04-01,0.010118868687000019
220,2026-07-01,0.21195184534861178
263,2019-01-01,0.03843070826208311
263,2019-07-01,0.20947033499618117
263,2020-01-01,0.17171478423265102
263,2020-04-01,0.2613444030370983
263,2020-07-01,0.13880773176410863
263,2020-10-01,0.17740031350066524
263,2021-01-01,0.2051948051948052
263,2021-04-01,0.1996389404467399
263,2021-07-01,0.18007046197271748
263,2021-10-01,0.1727818903605065
263,2022-01-01,0.20623889872038093
263,2022-04-01,0.2141347300394954
263,2022-07-01,0.04019507943028024
263,2022-10-01,0.25583590105672277
263,2023-01-01,0.3070473270319581
263,2023-04-01,0.3172114657874912
263,2023-07-01,0.12370742244467693
263,2023-10-01,0.17074153547453408
263,2024-01-01,0.2018634192357378
263,2024-04-01,0.3607212163717205
263,2024-07-01,0.29431251085420584
263,2024-10-01,0.0752624244714657
263,2025-01-01,0.21396054163366984
263,2025-04-01,0.22003900582081098
263,2025-07-01,0.0801912583016894
263,2025-10-01,0.23277967757694185
263,2026-01-01,0.20075088339222621
263,2026-04-01,0.09087613849169385
263,2026-07-01,0.12434959140321304
308,2019-01-01,0.8029347509830626
308,2019-07-01,1.0870098697443764
308,2020-01-01,0.6446276041693982
308,2020-04-01,0.6638226168661665
308,2020-07-01,0.52614962851315
308,2020-10-01,0.6850348128768771
308,2021-01-01,0.24037956419526835
308,2021-04-01,0.011889446740363754
308,2021-07-01,0.23133480349352142
308,2021-10-01,0.14770805924499336
308,2022-01-01,0.1487957345100201
308,2022-04-01,0.19408920435173418
308,2022-07-01,0.25181405277340857
308,2022-10-01,0.7080416054767174
308,2023-01-01,0.45712458646740306
308,2023-04-01,0.08206459698695076
308,2023-07-01,0.32359449833441467
308,2023-10-01,0.3570278981288133
308,2024-01-01,0.30149048587816524
308,2024-04-01,0.38677208419434106
308,2024-07-01,0.04149163977765817
308,2024-10-01,0.3075046574020815
308,2025-01-01,0.6956263556263556
308,2025-04-01,0.2521150841550271
308,2025-07-01,0.20774734764372071
308,2025-10-01,0.2894067400052749
308,2026-01-01,0.12566951912098884
308,2026-04-01,0.33066572433599983
308,2026-07-01,0.5942662779397473
327,2019-01-01,0.2474268229742683
327,2019-07-01,0.047693025871300254
327,2020-01-01,0.23556272609248308
327,2020-04-01,0.5662180857753742
327,2020-07-01,0.7421150278293136
327,2020-10-01,0.7421150278293136
327,2021-01-01,0.790974982464344
327,2021-04-01,0.12184164018228322
327,2021-07-01,0.12139607098958444
327,2021-10-01,0.23743843192630332
327,2022-01-01,0.3614299351924456
327,2022-04-01,1.0595528005313262
327,2022-07-01,0.32861618234849305
327,2022-10-01,0.28982502312431624
327,2023-01-01,0.3330834995813696
327,2023-04-01,0.27291057203192215
327,2023-07-01,0.8966184939551891
327,2023-10-01,0.17708202523592836
327,2024-01-01,0.19127701515005488
327,2024-04-01,0.21425365395210164
327,2024-07-01,0.17780642585628892
327,2024-10-01,0.5644472372458701
327,2025-01-01,0.1681811796582405
327,2025-04-01,0.20096618357487928
327,2025-07-01,0.053908562447461825
327,2025-10-01,0.0481478087324861
327,2026-01-01,0.40019117386986025
327,2026-04-01,0.4316535326384863
327,2026-07-01,0.14847715736040618
354,2019-01-01,0.3030493999301763
354,2019-07-01,0.8639863752271363
354,2020-01-01,0.3952148527038153
354,2020-04-01,0.18596301027927037
354,2020-07-01,0.1452191141031382
354,2020-10-01,0.05838392179945599
354,2021-01-01,0.26547995848122635
354,2021-04-01,0.197951434142713
354,2021-07-01,0.18585191011443009
354,2021-10-01,0.17983352734044106
354,2022-01-01,0.12475359053787652
354,2022-04-01,0.9718633900156115
354,2022-07-01,0.437578358916016
354,2022-10-01,0.4934171678512848
354,2023-01-01,0.17517443008968425
354,2023-04-01,1.0766899766899767
354,2023-07-01,0.17614914818386374
354,2023-10-01,0.17614914818386374
354,2024-01-01,0.18051762257770823
354,2024-04-01,0.18051762257770823
354,2024-07-01,0.02391281345889326
354,2024-10-01,0.02391281345889326
354,2025-01-01,0.0004312203536006188
354,2025-04-01,0.17595917740773231
354,2025-07-01,0.1757521779701639
354,2025-10-01,0.10465058978655911
354,2026-01-01,0.0625847579130472
354,2026-04-01,0.07441474622489977
354,2026-07-01,0.01793780541981338
390,2014-07-01,0.49085193294675705
390,2014-10-01,0.336654573156373
390,2015-01-01,0.4733413293270525
390,2015-04-01,0.08699721098136227
390,2015-07-01,0.1250239094647634
390,2015-10-01,0.23573622754997708
390,2016-01-01,0.5740842490842493
390,2016-04-01,0.9489471511147812
390,2016-07-01,0.10523305068861852
390,2016-10-01,0.2941013352424008
390,2017-01-01,0.33466133011325994
390,2017-04-01,0.29898403645859956
390,2017-07-01,0.32653982701822726
390,2017-10-01,0.31059226487797925
390,2018-01-01,0.4421309028050602
390,2018-04-01,0.08374692870056208
390,2018-07-01,0.6060913377483792
390,2018-10-01,0.8217588733617909
390,2019-01-01,0.5043186975301288
390,2019-07-01,0.2731123098825675
390,2020-01-01,0.30657590416758507
390,2020-04-01,0.18101390722168115
390,2020-07-01,0.13076223910905987
390,2020-10-01,0.0982856592781171
390,2021-01-01,0.26254310506774203
390,2021-07-01,0.08867342795287508
390,2022-01-01,0.29635160774133945
390,2022-07-01,0.2756008445266926
390,2023-01-01,0.3336819996203211
390,2023-07-01,0.15287062667081328
390,2024-01-01,0.07956398071749221
390,2024-07-01,0.0862552296358365
390,2025-01-01,0.10191786669973055
390,2025-07-01,0.4027229739110362
390,2026-01-01,0.0801501185051448
404,2014-07-01,0.2506892332668288
404,2014-10-01,0.2642385066937204
404,2015-01-01,0.29773020504129155
404,2015-04-01,0.27845513163346514
404,2015-07-01,0.41804696657203605
404,2015-10-01,0.2733060885890343
404,2016-01-01,0.6835077059012957
404,2016-04-01,0.2657423454650491
404,2016-07-01,0.28958613111952153
404,2016-10-01,0.19696194790810834
404,2017-01-01,0.47196632766253005
404,2017-04-01,0.19617023321552682
404,2017-07-01,0.07331750739273975
404,2017-10-01,0.09255398968139822
404,2018-01-01,0.025417518084546967
404,2018-04-01,0.22672390395627212
404,2018-07-01,0.14890260385449183
404,2018-10-01,0.3282710975361299
404,2019-01-01,0.27565373522971304
404,2019-04-01,0.2081100437800795
404,2019-07-01,0.3082211075016217
404,2019-10-01,0.3082211075016217
404,2020-01-01,0.2001674768084855
404,2020-07-01,0.19974725352619793
404,2021-01-01,0.15941300075775353
404,2021-07-01,0.18894146499801634
404,2022-01-01,0.14476823667823624
404,2022-07-01,0.23577711265572424
404,2023-01-01,0.1021818967379564
404,2023-07-01,0.07822097858001464
404,2024-01-01,0.11922252352769346
404,2024-07-01,0.040421817420944625
404,2025-01-01,0.01826297010956104
404,2025-07-01,0.13866029923389986
404,2026-01-01,0.11586462851908823
471,2014-07-01,0.20150800140461422
471,2014-10-01,0.1133540038687307
471,2015-01-01,0.39012456982424165
471,2015-04-01,0.39655205737673527
471,2015-07-01,0.19995893474947093
471,2015-10-01,0.1481200994575933
471,2016-01-01,0.12602610355604796
471,2016-04-01,0.1513760755216564
471,2016-07-01,0.17761836182179616
471,2016-10-01,0.353261803174687
471,2017-01-01,0.19490016995970777
471,2017-04-01,0.10767197186632482
471,2017-07-01,0.22297608663668408
471,2017-10-01,0.2633150574090263
471,2018-01-01,0.31655092502745225
471,2018-04-01,0.6051800119675077
471,2018-07-01,0.3873541524293937
471,2018-10-01,0.419331787110938
471,2019-01-01,0.7172050359773076
471,2019-04-01,0.5166899397827822
471,2019-07-01,0.3581930538920137
471,2019-10-01,0.26812867679665375
471,2020-01-01,0.387478594504881
471,2020-04-01,0.3906552643889129
471,2020-07-01,0.29829096240109154
471,2020-10-01,0.19857493638177065
471,2021-01-01,0.1113212157796305
471,2021-04-01,0.3003201871761377
471,2021-07-01,0.2552121878718912
471,2021-10-01,0.2017740381555332
471,2022-01-01,0.1130487982032437
471,2022-04-01,0.509452235908038
471,2022-07-01,0.4181691220367428
471,2022-10-01,0.24381019997714065
471,2023-01-01,0.3005705790946444
471,2023-04-01,0.4302180535650623
471,2023-07-01,0.4995434284965226
471,2023-10-01,0.3081051197296395
471,2024-01-01,0.29491952129872656
471,2024-04-01,0.15353598783375066
471,2024-07-01,0.08234806429912098
471,2024-10-01,0.25175506006107023
471,2025-01-01,0.15511786721733684
471,2025-04-01,0.24857517840129673
471,2025-07-01,0.14187293521212913
471,2025-10-01,0.9166287064256161
471,2026-01-01,0.4411784456671069
471,2026-04-01,0.19016706904734568
471,2026-07-01,0.07733862215642184
513,2015-01-01,0.1447125690681295
513,2015-04-01,0.32033893968875815
513,2015-07-01,0.6078194207836456
513,2015-10-01,0.20103093942224276
513,2016-01-01,0.251619250896143
513,2016-04-01,0.21595915108111133
513,2016-07-01,0.3081398915253059
513,2016-10-01,0.5276627240649567
513,2017-01-01,0.19462742038945852
513,2017-04-01,0.35494597106842657
513,2017-07-01,0.24367889845291313
513,2017-10-01,0.24204739951659116
513,2018-01-01,0.11512684909377266
513,2018-04-01,0.2856471283623603
513,2018-07-01,0.5154035624273203
513,2018-10-01,0.5154035624273202
513,2019-01-01,0.6616445887563561
513,2019-04-01,0.2715755717644148
513,2019-07-01,0.05282357903831722
513,2019-10-01,0.13068173767443791
513,2020-01-01,0.25939734312139073
513,2020-04-01,0.2267139651118059
513,2020-07-01,0.3311204531465186
513,2020-10-01,0.39820877020711687
513,2021-01-01,0.34855051161163497
513,2021-04-01,0.41226207710587703
513,2021-07-01,0.46011651662430564
513,2021-10-01,0.2230318528131237
513,2022-01-01,0.0517965284601494
513,2022-04-01,0.4547647247123879
513,2022-07-01,0.36424331288848966
513,2022-10-01,0.1341393939458616
513,2023-01-01,0.22293628082177014
513,2023-04-01,0.13433112336272435
513,2023-07-01,0.25328827047144087
513,2023-10-01,0.1916638913893745
513,2024-01-01,0.19547450153038343
513,2024-04-01,0.2869108750917834
513,2024-07-01,0.4146379918044311
513,2024-10-01,0.336142301058412
513,2025-01-01,0.2924348079885809
513,2025-04-01,0.05782865708089223
513,2025-07-01,0.10738990674406897
513,2025-10-01,0.14901281836164423
513,2026-01-01,0.07023461879870305
513,2026-04-01,0.07660148395912089
513,2026-07-01,0.2043830492000761
522,2019-01-01,0.04990089774979593
522,2019-07-01,0.10109063651902
522,2020-01-01,0.15077397743209237
522,2020-04-01,0.1349850491243059
522,2020-07-01,0.09451812305426693
522,2020-10-01,0.10516953863257368
522,2021-01-01,0.015403726708074487
522,2021-04-01,0.015403726708074487
522,2021-07-01,0.05664131070801637
522,2021-10-01,0.05664131070801637
522,2022-01-01,0.00027781636338383405
522,2022-04-01,0.00027781636338383405
522,2022-07-01,0.06337135614702152
522,2022-10-01,0.06337135614702152
522,2023-01-01,0.0003224766204450312
522,2023-04-01,0.0003224766204450312
522,2023-07-01,0.0
522,2023-10-01,0.0
522,2024-01-01,0.0
522,2024-04-01,0.0
522,2024-07-01,0.0
522,2024-10-01,0.0
522,2025-01-01,0.0
522,2025-04-01,0.0
522,2025-07-01,0.0
522,2025-10-01,0.0
522,2026-01-01,0.034727143869596105
522,2026-04-01,0.034727143869596105
522,2026-07-01,0.0
601,2019-01-01,0.1420653478909579
601,2019-07-01,0.09627577079036143
601,2020-01-01,0.09657171625852784
601,2020-04-01,0.18861644291578825
601,2020-07-01,0.14383638611079896
601,2020-10-01,0.08281715369662535
601,2021-01-01,0.04741821497777274
601,2021-04-01,0.10502300842202274
601,2021-07-01,0.08991240300387501
601,2021-10-01,0.02931880820493539
601,2022-01-01,0.27417038243999825
601,2022-04-01,0.14174604346378156
601,2022-07-01,0.2861674576107374
601,2022-10-01,0.19812164579606434
601,2023-01-01,0.8274837087001257
601,2023-04-01,0.5678015663254978
601,2023-07-01,0.24830707604526125
601,2023-10-01,0.22692185242601445
601,2024-01-01,0.5741230076273307
601,2024-04-01,0.9211741168897045
601,2024-07-01,0.7128046486720323
601,2024-10-01,0.32966432087769104
601,2025-01-01,0.13268568068010647
601,2025-04-01,0.6639824981358544
601,2025-07-01,0.7108230316556228
601,2025-10-01,0.5038711211799879
601,2026-01-01,0.11429186396900559
601,2026-04-01,0.2618201406025476
601,2026-07-01,0.40864108732628573
742,2015-04-01,0.45442875481386386
742,2015-07-01,0.2120674356699202
742,2015-10-01,0.2120674356699201
742,2016-01-01,0.5234949874994982
742,2016-04-01,0.3702737940026075
742,2016-07-01,0.9640427218635931
742,2016-10-01,0.8274918577084964
742,2017-01-01,0.60881923840467
742,2017-04-01,0.7581783848690361
742,2017-07-01,0.34953963969913276
742,2017-10-01,1.2276290889429577
742,2018-01-01,0.5258210835486039
742,2018-04-01,0.5887616790936112
742,2018-07-01,0.30328195345649295
742,2018-10-01,1.2449673953117115
742,2019-01-01,0.034470466801367616
742,2019-04-01,0.2319154959921373
742,2019-07-01,0.5357321004283321
742,2019-10-01,0.43223950804228106
742,2020-01-01,0.24338590143093608
742,2020-07-01,0.7736128716534452
742,2021-01-01,0.53669286910829
742,2021-04-01,0.5988127249813748
742,2021-07-01,0.24769310240586268
742,2021-10-01,0.8817482395382058
742,2022-01-01,0.15723620860981177
742,2022-07-01,0.11036531552032275
742,2023-01-01,0.2402613715139703
742,2023-04-01,0.08128763316350168
742,2023-07-01,0.009202356953674877
742,2023-10-01,0.009202356953674877
742,2024-01-01,0.05198323357677588
742,2024-04-01,0.026972724959710093
742,2024-07-01,0.0232544024897188
742,2024-10-01,0.0017561061273469818
742,2025-01-01,0.0034519275933529775
742,2025-07-01,0.04013781599639053
742,2026-01-01,0.042735042735042694
800,2019-01-01,0.3154286952893839
800,2019-07-01,0.2051842069619397
800,2020-01-01,0.38395469558933076
800,2020-04-01,0.24430416048735
800,2020-07-01,0.1630814161468225
800,2020-10-01,0.5975378283645041
800,2021-01-01,0.5251699260540806
800,2021-04-01,0.5764159727565142
800,2021-07-01,0.12598826829890336
800,2021-10-01,0.3139165688442631
800,2022-01-01,0.4499845004723666
800,2022-04-01,0.15957474768713215
800,2022-07-01,0.16221564076852463
800,2022-10-01,0.27046404216004605
800,2023-01-01,0.24443609500213284
800,2023-04-01,0.5249831649831649
800,2023-07-01,0.4368219178082191
800,2023-10-01,0.4368219178082191
800,2024-01-01,0.3682958477508651
800,2024-04-01,0.2425815620365793
800,2024-07-01,0.20441251795864812
800,2024-10-01,0.33012680367293396
800,2025-01-01,0.39477795135014504
800,2025-04-01,0.39477795135014504
800,2025-07-01,0.4485517863180436
800,2025-10-01,0.4485517863180436
800,2026-01-01,0.36783124588002636
800,2026-04-01,0.22341836709214766
800,2026-07-01,0.0075244307462962595
823,2015-07-01,0.17211725782724793
823,2015-10-01,0.3669659532341056
823,2016-01-01,0.27381060360498244
823,2016-04-01,0.17578746204325457
823,2016-07-01,0.5654320893702031
823,2016-10-01,0.1901446170326727
823,2017-01-01,0.8128562655798605
823,2017-04-01,0.42153574580759057
823,2017-07-01,0.03882982242047206
823,2017-10-01,0.21185422651913713
823,2018-01-01,0.5330170616517041
823,2018-04-01,0.20655181842097647
823,2018-07-01,0.12363383767505975
823,2018-10-01,0.09228944687690813
823,2019-01-01,0.07946906277092361
823,2019-04-01,0.08940612742921694
823,2019-07-01,0.12189177919668628
823,2019-10-01,0.24832909338742884
823,2020-01-01,0.16211549523170116
823,2020-07-01,0.40187576787799734
823,2021-01-01,0.21070878925117437
823,2021-07-01,0.49418225525508663
823,2022-01-01,0.11113091712169114
823,2022-07-01,0.25970482450700727
823,2023-01-01,0.06886199955550235
823,2023-07-01,0.0006596306068600936
823,2024-01-01,0.12522620340209908
823,2024-07-01,0.06394016166003122
823,2025-01-01,0.06239813736903382
823,2025-07-01,0.11991488296407554
823,2026-01-01,0.05636105676433495
845,2015-07-01,0.7548304059122732
845,2015-10-01,0.5323226226047124
845,2016-01-01,0.3969954150814555
845,2016-04-01,0.1794940149986934
845,2016-07-01,0.2560232846794058
845,2016-10-01,0.5334192251316079
845,2017-01-01,0.35778373113209805
845,2017-04-01,0.8728097334293891
845,2017-07-01,0.7415366141669462
845,2017-10-01,0.18939095668860687
845,2018-01-01,0.12436184441717993
845,2018-04-01,0.485947411728105
845,2018-07-01,0.42248312756489104
845,2018-10-01,0.8187628323703036
845,2019-01-01,0.23513836342488714
845,2019-04-01,0.3715844602253231
845,2019-07-01,0.3053253984003652
845,2019-10-01,0.3576130436767727
845,2020-01-01,0.2614738106583476
845,2020-04-01,0.10707191232728641
845,2020-07-01,0.5630141297114215
845,2020-10-01,0.8393211196242341
845,2021-01-01,0.40308426917680246
845,2021-04-01,0.40495392521139323
845,2021-07-01,0.32333618440482925
845,2021-10-01,0.5439856851220961
845,2022-01-01,0.207110817259896
845,2022-07-01,0.30025049515943003
845,2023-01-01,0.6447691008592092
845,2023-07-01,0.31835133719272424
845,2024-01-01,0.7959907960005299
845,2024-07-01,0.24470522278162438
845,2025-01-01,0.7805522270256227
845,2025-07-01,1.3683572671259117
845,2026-01-01,0.07843971604549488
940,2019-01-01,0.7550247637835853
940,2019-07-01,0.2785041939282312
940,2020-01-01,0.26976279277768067
940,2020-04-01,0.4803923001354711
940,2020-07-01,0.4209787563054345
940,2020-10-01,0.3686615886833515
940,2021-01-01,0.703485633537447
940,2021-04-01,0.2251024153230698
940,2021-07-01,0.32578650951593724
940,2021-10-01,0.8651429140831292
940,2022-01-01,0.675953978864025
940,2022-04-01,0.10765503770089918
940,2022-07-01,0.2611977943784949
940,2022-10-01,0.4981972192295069
940,2023-01-01,0.24682747383502307
940,2023-04-01,0.7070199414040753
940,2023-07-01,0.07323498419388835
940,2023-10-01,0.4477672552652947
940,2024-01-01,0.11712496264852817
940,2024-04-01,0.23197002836798064
940,2024-07-01,0.5815614198681579
940,2024-10-01,0.16499977087343054
940,2025-01-01,0.5540400202634244
940,2025-04-01,0.8117256801717598
940,2025-07-01,0.08880750743877328
940,2025-10-01,0.10574502174410624
940,2026-01-01,0.0
940,2026-04-01,0.12374526904722721
940,2026-07-01,0.12374526904722721
1000,2019-01-01,0.5914116727885419
1000,2019-07-01,0.17984587969627613
1000,2020-01-01,0.6572526043674596
1000,2020-04-01,0.23364288729421706
1000,2020-07-01,0.4002603570466959
1000,2020-10-01,0.17674532655711567
1000,2021-01-01,0.17727319709513303
1000,2021-04-01,0.17154651355967973
1000,2021-07-01,0.13072308385666162
1000,2021-10-01,0.3904944928302998
1000,2022-01-01,0.08198145270944349
1000,2022-04-01,0.12074791393852315
1000,2022-07-01,0.06494308213531373
1000,2022-10-01,0.05624012638230659
1000,2023-01-01,0.015528610933843796
1000,2023-04-01,0.14117427178588243
1000,2023-07-01,0.28898160309349685
1000,2023-10-01,1.4836676275261398
1000,2024-01-01,0.5119501126722865
1000,2024-04-01,0.5716881795387851
1000,2024-07-01,0.32652681552325835
1000,2024-10-01,0.4451813028131351
1000,2025-01-01,0.0002142015636714413
1000,2025-04-01,0.0002142015636714413
