证券代码,证券简称,日期,月涨跌幅
870614.NQ,精通电力,20260831,0.0
870614.NQ,精通电力,20260830,0.0
870614.NQ,精通电力,20260829,0.0
870614.NQ,精通电力,20260828,0.0
870614.NQ,精通电力,20260827,0.0
870614.NQ,精通电力,20260826,0.0
870614.NQ,精通电力,20260825,0.0
870614.NQ,精通电力,20260824,0.0
870614.NQ,精通电力,20260823,0.0
870614.NQ,精通电力,20260822,0.0
870614.NQ,精通电力,20260821,0.0
870614.NQ,精通电力,20260820,0.0
870614.NQ,精通电力,20260819,0.0
870614.NQ,精通电力,20260818,0.0
870614.NQ,精通电力,20260817,0.0
870614.NQ,精通电力,20260816,0.0
870614.NQ,精通电力,20260815,0.0
870614.NQ,精通电力,20260814,0.0
870614.NQ,精通电力,20260813,0.0
870614.NQ,精通电力,20260812,0.0
870614.NQ,精通电力,20260811,0.0
870614.NQ,精通电力,20260810,0.0
870614.NQ,精通电力,20260809,0.0
870614.NQ,精通电力,20260808,0.0
870614.NQ,精通电力,20260807,0.0
870614.NQ,精通电力,20260806,0.0
870614.NQ,精通电力,20260805,0.0
870614.NQ,精通电力,20260804,0.0
870614.NQ,精通电力,20260803,0.0
870614.NQ,精通电力,20260802,0.0
870614.NQ,精通电力,20260801,0.0
870614.NQ,精通电力,20260731,0.0
870614.NQ,精通电力,20260730,0.0
870614.NQ,精通电力,20260729,0.0
870614.NQ,精通电力,20260728,0.0
870614.NQ,精通电力,20260727,0.0
870614.NQ,精通电力,20260726,0.0
870614.NQ,精通电力,20260725,0.0
870614.NQ,精通电力,20260724,0.0
870614.NQ,精通电力,20260723,0.0
870614.NQ,精通电力,20260722,0.0
870614.NQ,精通电力,20260721,0.0
870614.NQ,精通电力,20260720,0.0
870614.NQ,精通电力,20260719,0.0
870614.NQ,精通电力,20260718,0.0
870614.NQ,精通电力,20260717,0.0
870614.NQ,精通电力,20260716,0.0
870614.NQ,精通电力,20260715,0.0
870614.NQ,精通电力,20260714,0.0
870614.NQ,精通电力,20260713,0.0
870614.NQ,精通电力,20260712,0.0
870614.NQ,精通电力,20260711,0.0
870614.NQ,精通电力,20260710,0.0
870614.NQ,精通电力,20260709,0.0
870614.NQ,精通电力,20260708,0.0
870614.NQ,精通电力,20260707,0.0
870614.NQ,精通电力,20260706,0.0
870614.NQ,精通电力,20260705,0.0
870614.NQ,精通电力,20260704,0.0
870614.NQ,精通电力,20260703,0.0
870614.NQ,精通电力,20260702,0.0
870614.NQ,精通电力,20260701,0.0
870614.NQ,精通电力,20260630,-47.265625
870614.NQ,精通电力,20260629,-47.265625
870614.NQ,精通电力,20260628,-47.265625
870614.NQ,精通电力,20260627,-47.265625
870614.NQ,精通电力,20260626,-47.265625
870614.NQ,精通电力,20260625,-47.265625
870614.NQ,精通电力,20260624,-47.265625
870614.NQ,精通电力,20260623,-47.265625
870614.NQ,精通电力,20260622,-47.265625
870614.NQ,精通电力,20260621,-47.265625
870614.NQ,精通电力,20260620,-47.265625
870614.NQ,精通电力,20260619,-47.265625
870614.NQ,精通电力,20260618,-47.265625
870614.NQ,精通电力,20260617,-47.265625
870614.NQ,精通电力,20260616,-47.265625
870614.NQ,精通电力,20260615,-47.265625
870614.NQ,精通电力,20260614,-47.265625
870614.NQ,精通电力,20260613,-47.265625
870614.NQ,精通电力,20260612,-47.265625
870614.NQ,精通电力,20260611,-47.265625
870614.NQ,精通电力,20260610,-47.265625
870614.NQ,精通电力,20260609,-47.265625
870614.NQ,精通电力,20260608,-47.265625
870614.NQ,精通电力,20260607,-47.265625
870614.NQ,精通电力,20260606,-47.265625
870614.NQ,精通电力,20260605,-47.265625
870614.NQ,精通电力,20260604,-47.265625
870614.NQ,精通电力,20260603,-47.265625
870614.NQ,精通电力,20260602,-47.265625
870614.NQ,精通电力,20260601,-47.265625
870614.NQ,精通电力,20260531,0.0
870614.NQ,精通电力,20260530,0.0
870614.NQ,精通电力,20260529,0.0
870614.NQ,精通电力,20260528,0.0
870614.NQ,精通电力,20260527,0.0
870614.NQ,精通电力,20260526,0.0
870614.NQ,精通电力,20260525,0.0
870614.NQ,精通电力,20260524,0.0
870614.NQ,精通电力,20260523,0.0
870614.NQ,精通电力,20260522,0.0
870614.NQ,精通电力,20260521,0.0
870614.NQ,精通电力,20260520,0.0
870614.NQ,精通电力,20260519,0.0
870614.NQ,精通电力,20260518,0.0
870614.NQ,精通电力,20260517,0.0
870614.NQ,精通电力,20260516,0.0
870614.NQ,精通电力,20260515,0.0
870614.NQ,精通电力,20260514,0.0
870614.NQ,精通电力,20260513,0.0
870614.NQ,精通电力,20260512,0.0
870614.NQ,精通电力,20260511,0.0
870614.NQ,精通电力,20260510,0.0
870614.NQ,精通电力,20260509,0.0
870614.NQ,精通电力,20260508,0.0
870614.NQ,精通电力,20260507,0.0
870614.NQ,精通电力,20260506,0.0
870614.NQ,精通电力,20260505,0.0
870614.NQ,精通电力,20260504,0.0
870614.NQ,精通电力,20260503,0.0
870614.NQ,精通电力,20260502,0.0
870614.NQ,精通电力,20260501,0.0
870614.NQ,精通电力,20260430,0.0
870614.NQ,精通电力,20260429,0.0
870614.NQ,精通电力,20260428,0.0
870614.NQ,精通电力,20260427,0.0
870614.NQ,精通电力,20260426,0.0
870614.NQ,精通电力,20260425,0.0
870614.NQ,精通电力,20260424,0.0
870614.NQ,精通电力,20260423,0.0
870614.NQ,精通电力,20260422,0.0
870614.NQ,精通电力,20260421,0.0
870614.NQ,精通电力,20260420,0.0
870614.NQ,精通电力,20260419,0.0
870614.NQ,精通电力,20260418,0.0
870614.NQ,精通电力,20260417,0.0
870614.NQ,精通电力,20260416,0.0
870614.NQ,精通电力,20260415,0.0
870614.NQ,精通电力,20260414,0.0
870614.NQ,精通电力,20260413,0.0
870614.NQ,精通电力,20260412,0.0
870614.NQ,精通电力,20260411,0.0
870614.NQ,精通电力,20260410,0.0
870614.NQ,精通电力,20260409,0.0
870614.NQ,精通电力,20260408,0.0
870614.NQ,精通电力,20260407,0.0
870614.NQ,精通电力,20260406,0.0
870614.NQ,精通电力,20260405,0.0
870614.NQ,精通电力,20260404,0.0
870614.NQ,精通电力,20260403,0.0
870614.NQ,精通电力,20260402,0.0
870614.NQ,精通电力,20260401,0.0
870614.NQ,精通电力,20260331,0.0
870614.NQ,精通电力,20260330,0.0
870614.NQ,精通电力,20260329,0.0
870614.NQ,精通电力,20260328,0.0
870614.NQ,精通电力,20260327,0.0
870614.NQ,精通电力,20260326,0.0
870614.NQ,精通电力,20260325,0.0
870614.NQ,精通电力,20260324,0.0
870614.NQ,精通电力,20260323,0.0
870614.NQ,精通电力,20260322,0.0
870614.NQ,精通电力,20260321,0.0
870614.NQ,精通电力,20260320,0.0
870614.NQ,精通电力,20260319,0.0
870614.NQ,精通电力,20260318,0.0
870614.NQ,精通电力,20260317,0.0
870614.NQ,精通电力,20260316,0.0
870614.NQ,精通电力,20260315,0.0
870614.NQ,精通电力,20260314,0.0
870614.NQ,精通电力,20260313,0.0
870614.NQ,精通电力,20260312,0.0
870614.NQ,精通电力,20260311,0.0
870614.NQ,精通电力,20260310,0.0
870614.NQ,精通电力,20260309,0.0
870614.NQ,精通电力,20260308,0.0
870614.NQ,精通电力,20260307,0.0
870614.NQ,精通电力,20260306,0.0
870614.NQ,精通电力,20260305,0.0
870614.NQ,精通电力,20260304,0.0
870614.NQ,精通电力,20260303,0.0
870614.NQ,精通电力,20260302,0.0
870614.NQ,精通电力,20260301,0.0
870614.NQ,精通电力,20260228,0.0
870614.NQ,精通电力,20260227,0.0
870614.NQ,精通电力,20260226,0.0
870614.NQ,精通电力,20260225,0.0
870614.NQ,精通电力,20260224,0.0
870614.NQ,精通电力,20260223,0.0
870614.NQ,精通电力,20260222,0.0
870614.NQ,精通电力,20260221,0.0
870614.NQ,精通电力,20260220,0.0
870614.NQ,精通电力,20260219,0.0
870614.NQ,精通电力,20260218,0.0
870614.NQ,精通电力,20260217,0.0
870614.NQ,精通电力,20260216,0.0
870614.NQ,精通电力,20260215,0.0
870614.NQ,精通电力,20260214,0.0
870614.NQ,精通电力,20260213,0.0
870614.NQ,精通电力,20260212,0.0
870614.NQ,精通电力,20260211,0.0
870614.NQ,精通电力,20260210,0.0
870614.NQ,精通电力,20260209,0.0
870614.NQ,精通电力,20260208,0.0
870614.NQ,精通电力,20260207,0.0
