证券代码,证券简称,日期,月涨跌幅
002181.SZ,粤传媒,20260815,5.1282051282051
002181.SZ,粤传媒,20260814,5.1282051282051
002181.SZ,粤传媒,20260813,5.1282051282051
002181.SZ,粤传媒,20260812,5.1282051282051
002181.SZ,粤传媒,20260811,5.1282051282051
002181.SZ,粤传媒,20260810,5.1282051282051
002181.SZ,粤传媒,20260809,5.1282051282051
002181.SZ,粤传媒,20260808,5.1282051282051
002181.SZ,粤传媒,20260807,5.1282051282051
002181.SZ,粤传媒,20260806,5.1282051282051
002181.SZ,粤传媒,20260805,5.1282051282051
002181.SZ,粤传媒,20260804,5.1282051282051
002181.SZ,粤传媒,20260803,5.1282051282051
002181.SZ,粤传媒,20260802,5.1282051282051
002181.SZ,粤传媒,20260801,5.1282051282051
002181.SZ,粤传媒,20260731,-13.768844221106
002181.SZ,粤传媒,20260730,-13.768844221106
002181.SZ,粤传媒,20260729,-13.768844221106
002181.SZ,粤传媒,20260728,-13.768844221106
002181.SZ,粤传媒,20260727,-13.768844221106
002181.SZ,粤传媒,20260726,-13.768844221106
002181.SZ,粤传媒,20260725,-13.768844221106
002181.SZ,粤传媒,20260724,-13.768844221106
002181.SZ,粤传媒,20260723,-13.768844221106
002181.SZ,粤传媒,20260722,-13.768844221106
002181.SZ,粤传媒,20260721,-13.768844221106
002181.SZ,粤传媒,20260720,-13.768844221106
002181.SZ,粤传媒,20260719,-13.768844221106
002181.SZ,粤传媒,20260718,-13.768844221106
002181.SZ,粤传媒,20260717,-13.768844221106
002181.SZ,粤传媒,20260716,-13.768844221106
002181.SZ,粤传媒,20260715,-13.768844221106
002181.SZ,粤传媒,20260714,-13.768844221106
002181.SZ,粤传媒,20260713,-13.768844221106
002181.SZ,粤传媒,20260712,-13.768844221106
002181.SZ,粤传媒,20260711,-13.768844221106
002181.SZ,粤传媒,20260710,-13.768844221106
002181.SZ,粤传媒,20260709,-13.768844221106
002181.SZ,粤传媒,20260708,-13.768844221106
002181.SZ,粤传媒,20260707,-13.768844221106
002181.SZ,粤传媒,20260706,-13.768844221106
002181.SZ,粤传媒,20260705,-13.768844221106
002181.SZ,粤传媒,20260704,-13.768844221106
002181.SZ,粤传媒,20260703,-13.768844221106
002181.SZ,粤传媒,20260702,-13.768844221106
002181.SZ,粤传媒,20260701,-13.768844221106
002181.SZ,粤传媒,20260630,-39.733494851605
002181.SZ,粤传媒,20260629,-39.733494851605
002181.SZ,粤传媒,20260628,-39.733494851605
002181.SZ,粤传媒,20260627,-39.733494851605
002181.SZ,粤传媒,20260626,-39.733494851605
002181.SZ,粤传媒,20260625,-39.733494851605
002181.SZ,粤传媒,20260624,-39.733494851605
002181.SZ,粤传媒,20260623,-39.733494851605
002181.SZ,粤传媒,20260622,-39.733494851605
002181.SZ,粤传媒,20260621,-39.733494851605
002181.SZ,粤传媒,20260620,-39.733494851605
002181.SZ,粤传媒,20260619,-39.733494851605
002181.SZ,粤传媒,20260618,-39.733494851605
002181.SZ,粤传媒,20260617,-39.733494851605
002181.SZ,粤传媒,20260616,-39.733494851605
002181.SZ,粤传媒,20260615,-39.733494851605
002181.SZ,粤传媒,20260614,-39.733494851605
002181.SZ,粤传媒,20260613,-39.733494851605
002181.SZ,粤传媒,20260612,-39.733494851605
002181.SZ,粤传媒,20260611,-39.733494851605
002181.SZ,粤传媒,20260610,-39.733494851605
002181.SZ,粤传媒,20260609,-39.733494851605
002181.SZ,粤传媒,20260608,-39.733494851605
002181.SZ,粤传媒,20260607,-39.733494851605
002181.SZ,粤传媒,20260606,-39.733494851605
002181.SZ,粤传媒,20260605,-39.733494851605
002181.SZ,粤传媒,20260604,-39.733494851605
002181.SZ,粤传媒,20260603,-39.733494851605
002181.SZ,粤传媒,20260602,-39.733494851605
002181.SZ,粤传媒,20260601,-39.733494851605
002181.SZ,粤传媒,20260531,0.12128562765314
002181.SZ,粤传媒,20260530,0.12128562765314
002181.SZ,粤传媒,20260529,0.12128562765314
002181.SZ,粤传媒,20260528,0.12128562765314
002181.SZ,粤传媒,20260527,0.12128562765314
002181.SZ,粤传媒,20260526,0.12128562765314
002181.SZ,粤传媒,20260525,0.12128562765314
002181.SZ,粤传媒,20260524,0.12128562765314
002181.SZ,粤传媒,20260523,0.12128562765314
002181.SZ,粤传媒,20260522,0.12128562765314
002181.SZ,粤传媒,20260521,0.12128562765314
002181.SZ,粤传媒,20260520,0.12128562765314
002181.SZ,粤传媒,20260519,0.12128562765314
002181.SZ,粤传媒,20260518,0.12128562765314
002181.SZ,粤传媒,20260517,0.12128562765314
002181.SZ,粤传媒,20260516,0.12128562765314
002181.SZ,粤传媒,20260515,0.12128562765314
002181.SZ,粤传媒,20260514,0.12128562765314
002181.SZ,粤传媒,20260513,0.12128562765314
002181.SZ,粤传媒,20260512,0.12128562765314
002181.SZ,粤传媒,20260511,0.12128562765314
002181.SZ,粤传媒,20260510,0.12128562765314
002181.SZ,粤传媒,20260509,0.12128562765314
002181.SZ,粤传媒,20260508,0.12128562765314
002181.SZ,粤传媒,20260507,0.12128562765314
002181.SZ,粤传媒,20260506,0.12128562765314
002181.SZ,粤传媒,20260505,0.12128562765314
002181.SZ,粤传媒,20260504,0.12128562765314
002181.SZ,粤传媒,20260503,0.12128562765314
002181.SZ,粤传媒,20260502,0.12128562765314
002181.SZ,粤传媒,20260501,0.12128562765314
002181.SZ,粤传媒,20260430,34.065040650406
002181.SZ,粤传媒,20260429,34.065040650406
002181.SZ,粤传媒,20260428,34.065040650406
002181.SZ,粤传媒,20260427,34.065040650406
002181.SZ,粤传媒,20260426,34.065040650406
002181.SZ,粤传媒,20260425,34.065040650406
002181.SZ,粤传媒,20260424,34.065040650406
002181.SZ,粤传媒,20260423,34.065040650406
002181.SZ,粤传媒,20260422,34.065040650406
002181.SZ,粤传媒,20260421,34.065040650406
002181.SZ,粤传媒,20260420,34.065040650406
002181.SZ,粤传媒,20260419,34.065040650406
002181.SZ,粤传媒,20260418,34.065040650406
002181.SZ,粤传媒,20260417,34.065040650406
002181.SZ,粤传媒,20260416,34.065040650406
002181.SZ,粤传媒,20260415,34.065040650406
002181.SZ,粤传媒,20260414,34.065040650406
002181.SZ,粤传媒,20260413,34.065040650406
002181.SZ,粤传媒,20260412,34.065040650406
002181.SZ,粤传媒,20260411,34.065040650406
002181.SZ,粤传媒,20260410,34.065040650406
002181.SZ,粤传媒,20260409,34.065040650406
002181.SZ,粤传媒,20260408,34.065040650406
002181.SZ,粤传媒,20260407,34.065040650406
002181.SZ,粤传媒,20260406,34.065040650406
002181.SZ,粤传媒,20260405,34.065040650406
002181.SZ,粤传媒,20260404,34.065040650406
002181.SZ,粤传媒,20260403,34.065040650406
002181.SZ,粤传媒,20260402,34.065040650406
002181.SZ,粤传媒,20260401,34.065040650406
002181.SZ,粤传媒,20260331,15.492957746479
002181.SZ,粤传媒,20260330,15.492957746479
002181.SZ,粤传媒,20260329,15.492957746479
002181.SZ,粤传媒,20260328,15.492957746479
002181.SZ,粤传媒,20260327,15.492957746479
