序号,行业类别,占净值比例,市值,截止时间,fund_code
1,制造业,68.85,231485.436211,2023-12-31,11
2,信息传输、软件和信息技术服务业,7.25,24369.370975,2023-12-31,11
3,建筑业,3.28,11033.06802,2023-12-31,11
4,交通运输、仓储和邮政业,3.25,10938.848641,2023-12-31,11
5,住宿和餐饮业,2.7,9075.99849,2023-12-31,11
6,金融业,0.51,1727.9028,2023-12-31,11
7,批发和零售业,0.4,1344.761945,2023-12-31,11
8,文化、体育和娱乐业,0.2,676.0803,2023-12-31,11
9,水利、环境和公共设施管理业,0.0,1.900211,2023-12-31,11
10,科学研究和技术服务业,0.0,1.812606,2023-12-31,11
11,租赁和商务服务业,0.0,0.3058,2023-12-31,11
12,制造业,74.12,278717.738232,2023-09-30,11
13,建筑业,8.15,30641.000024,2023-09-30,11
14,住宿和餐饮业,4.37,16434.08392,2023-09-30,11
15,交通运输、仓储和邮政业,2.44,9184.578025,2023-09-30,11
16,采矿业,1.94,7277.879913,2023-09-30,11
17,批发和零售业,0.7,2634.830057,2023-09-30,11
18,文化、体育和娱乐业,0.33,1233.23592,2023-09-30,11
19,信息传输、软件和信息技术服务业,0.01,27.066692,2023-09-30,11
20,水利、环境和公共设施管理业,0.0,4.560998,2023-09-30,11
21,电力、热力、燃气及水生产和供应业,0.0,3.356397,2023-09-30,11
22,卫生和社会工作,0.0,2.118546,2023-09-30,11
23,科学研究和技术服务业,0.0,0.710428,2023-09-30,11
24,制造业,75.33,301191.447075,2023-06-30,11
25,建筑业,8.67,34645.782304,2023-06-30,11
26,住宿和餐饮业,4.95,19776.027478,2023-06-30,11
27,交通运输、仓储和邮政业,1.98,7923.819925,2023-06-30,11
28,采矿业,1.71,6821.887437,2023-06-30,11
29,批发和零售业,0.68,2709.543462,2023-06-30,11
30,信息传输、软件和信息技术服务业,0.0,14.777419,2023-06-30,11
31,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,11
32,卫生和社会工作,0.0,2.378286,2023-06-30,11
33,水利、环境和公共设施管理业,0.0,2.256657,2023-06-30,11
34,制造业,69.39,286502.901741,2023-03-31,11
35,建筑业,8.37,34557.701712,2023-03-31,11
36,住宿和餐饮业,6.3,25995.462597,2023-03-31,11
37,文化、体育和娱乐业,3.09,12751.373244,2023-03-31,11
38,采矿业,1.8,7433.877339,2023-03-31,11
39,交通运输、仓储和邮政业,1.63,6748.8164,2023-03-31,11
40,金融业,1.58,6510.0,2023-03-31,11
41,批发和零售业,0.7,2907.15443,2023-03-31,11
42,信息传输、软件和信息技术服务业,0.06,251.478224,2023-03-31,11
43,电力、热力、燃气及水生产和供应业,0.01,36.16032,2023-03-31,11
44,水利、环境和公共设施管理业,0.0,10.346959,2023-03-31,11
45,卫生和社会工作,0.0,7.352854,2023-03-31,11
46,科学研究和技术服务业,0.0,3.044985,2023-03-31,11
1,制造业,51.37,4972.201445,2023-12-31,17
2,信息传输、软件和信息技术服务业,16.95,1640.757115,2023-12-31,17
3,科学研究和技术服务业,7.14,691.02847,2023-12-31,17
4,金融业,5.88,568.8544,2023-12-31,17
5,卫生和社会工作,3.56,344.1869,2023-12-31,17
6,批发和零售业,2.0,193.9621,2023-12-31,17
7,电力、热力、燃气及水生产和供应业,0.07,7.1329,2023-12-31,17
8,水利、环境和公共设施管理业,0.01,0.7144,2023-12-31,17
9,金融业,33.05,3116.0972,2023-09-30,17
10,制造业,31.75,2992.905909,2023-09-30,17
11,信息传输、软件和信息技术服务业,16.92,1594.980279,2023-09-30,17
12,卫生和社会工作,4.55,429.2322,2023-09-30,17
13,租赁和商务服务业,3.28,309.2661,2023-09-30,17
14,文化、体育和娱乐业,2.91,274.326,2023-09-30,17
15,批发和零售业,0.16,14.784,2023-09-30,17
16,电力、热力、燃气及水生产和供应业,0.08,7.3001,2023-09-30,17
17,水利、环境和公共设施管理业,0.01,0.8352,2023-09-30,17
18,科学研究和技术服务业,0.0,0.335356,2023-09-30,17
19,建筑业,0.0,0.291919,2023-09-30,17
20,制造业,34.83,3854.706757,2023-06-30,17
21,信息传输、软件和信息技术服务业,24.99,2765.965702,2023-06-30,17
22,电力、热力、燃气及水生产和供应业,10.73,1187.2076,2023-06-30,17
23,建筑业,3.13,346.059807,2023-06-30,17
24,交通运输、仓储和邮政业,2.84,313.9026,2023-06-30,17
25,租赁和商务服务业,2.83,313.3712,2023-06-30,17
26,文化、体育和娱乐业,2.75,304.0982,2023-06-30,17
27,卫生和社会工作,2.51,278.2869,2023-06-30,17
28,批发和零售业,2.09,231.1621,2023-06-30,17
29,金融业,1.93,213.8416,2023-06-30,17
30,科学研究和技术服务业,0.99,109.371563,2023-06-30,17
31,水利、环境和公共设施管理业,0.01,0.9168,2023-06-30,17
32,制造业,45.95,5687.281327,2023-03-31,17
33,电力、热力、燃气及水生产和供应业,17.82,2205.76586,2023-03-31,17
34,信息传输、软件和信息技术服务业,13.77,1704.04152,2023-03-31,17
35,卫生和社会工作,4.58,566.7053,2023-03-31,17
36,交通运输、仓储和邮政业,3.63,449.3625,2023-03-31,17
37,科学研究和技术服务业,3.07,380.01,2023-03-31,17
38,批发和零售业,2.96,366.5494,2023-03-31,17
39,建筑业,1.95,241.576314,2023-03-31,17
40,住宿和餐饮业,0.01,1.44072,2023-03-31,17
41,水利、环境和公共设施管理业,0.01,0.7264,2023-03-31,17
1,制造业,81.11,36001.772347,2023-12-31,20
2,信息传输、软件和信息技术服务业,4.66,2068.964349,2023-12-31,20
3,卫生和社会工作,2.41,1070.2007,2023-12-31,20
4,批发和零售业,0.01,3.649019,2023-12-31,20
5,科学研究和技术服务业,0.01,2.656446,2023-12-31,20
6,水利、环境和公共设施管理业,0.0,0.893282,2023-12-31,20
7,交通运输、仓储和邮政业,0.0,0.881172,2023-12-31,20
8,租赁和商务服务业,0.0,0.3058,2023-12-31,20
9,制造业,75.05,33143.280503,2023-09-30,20
10,信息传输、软件和信息技术服务业,4.3,1900.267926,2023-09-30,20
11,卫生和社会工作,3.22,1421.142546,2023-09-30,20
12,科学研究和技术服务业,2.87,1266.317768,2023-09-30,20
13,批发和零售业,0.02,7.317382,2023-09-30,20
14,电力、热力、燃气及水生产和供应业,0.01,3.356397,2023-09-30,20
15,水利、环境和公共设施管理业,0.0,1.965989,2023-09-30,20
16,建筑业,0.0,1.121311,2023-09-30,20
17,制造业,72.97,38406.574689,2023-06-30,20
18,卫生和社会工作,5.79,3047.402886,2023-06-30,20
19,信息传输、软件和信息技术服务业,3.54,1862.702643,2023-06-30,20
20,批发和零售业,2.11,1112.056653,2023-06-30,20
21,金融业,1.97,1037.6576,2023-06-30,20
22,农、林、牧、渔业,1.11,586.6265,2023-06-30,20
23,科学研究和技术服务业,0.84,440.351849,2023-06-30,20
24,电力、热力、燃气及水生产和供应业,0.01,3.544747,2023-06-30,20
25,建筑业,0.0,1.036903,2023-06-30,20
26,水利、环境和公共设施管理业,0.0,0.774,2023-06-30,20
27,制造业,67.67,39730.664784,2023-03-31,20
28,信息传输、软件和信息技术服务业,5.49,3220.709949,2023-03-31,20
29,卫生和社会工作,4.76,2794.217911,2023-03-31,20
30,农、林、牧、渔业,4.75,2787.3999,2023-03-31,20
31,电力、热力、燃气及水生产和供应业,1.0,587.25128,2023-03-31,20
32,批发和零售业,0.67,392.1428,2023-03-31,20
33,水利、环境和公共设施管理业,0.02,10.346959,2023-03-31,20
34,建筑业,0.01,7.59649,2023-03-31,20
35,科学研究和技术服务业,0.0,2.01376,2023-03-31,20
1,制造业,76.57,344837.164375,2023-12-31,21
2,信息传输、软件和信息技术服务业,5.54,24935.449714,2023-12-31,21
3,金融业,2.41,10843.751311,2023-12-31,21
4,采矿业,1.12,5055.6899,2023-12-31,21
5,房地产业,1.05,4725.076064,2023-12-31,21
6,交通运输、仓储和邮政业,0.93,4169.675095,2023-12-31,21
7,批发和零售业,0.79,3540.838039,2023-12-31,21
8,科学研究和技术服务业,0.74,3337.494806,2023-12-31,21
9,卫生和社会工作,0.5,2234.573418,2023-12-31,21
10,农、林、牧、渔业,0.42,1908.693,2023-12-31,21
11,住宿和餐饮业,0.38,1732.06215,2023-12-31,21
12,水利、环境和公共设施管理业,0.0,3.259376,2023-12-31,21
13,租赁和商务服务业,0.0,0.3058,2023-12-31,21
14,制造业,71.81,344542.897149,2023-09-30,21
15,信息传输、软件和信息技术服务业,4.93,23646.162458,2023-09-30,21
16,金融业,2.28,10955.969565,2023-09-30,21
17,房地产业,1.49,7130.32144,2023-09-30,21
18,科学研究和技术服务业,1.17,5592.931974,2023-09-30,21
19,采矿业,1.16,5558.1677,2023-09-30,21
20,建筑业,1.01,4849.617284,2023-09-30,21
21,交通运输、仓储和邮政业,0.98,4687.780148,2023-09-30,21
22,批发和零售业,0.73,3500.582121,2023-09-30,21
23,住宿和餐饮业,0.55,2621.9564,2023-09-30,21
24,卫生和社会工作,0.53,2540.379249,2023-09-30,21
25,农、林、牧、渔业,0.47,2273.4,2023-09-30,21
26,文化、体育和娱乐业,0.34,1631.1247,2023-09-30,21
27,租赁和商务服务业,0.1,486.4587,2023-09-30,21
28,水利、环境和公共设施管理业,0.0,4.560998,2023-09-30,21
29,电力、热力、燃气及水生产和供应业,0.0,3.356397,2023-09-30,21
30,制造业,71.02,376186.105582,2023-06-30,21
31,信息传输、软件和信息技术服务业,6.67,35318.086224,2023-06-30,21
32,金融业,2.96,15652.615705,2023-06-30,21
33,房地产业,1.81,9563.779676,2023-06-30,21
34,采矿业,1.08,5735.2403,2023-06-30,21
35,交通运输、仓储和邮政业,0.88,4657.457744,2023-06-30,21
36,科学研究和技术服务业,0.83,4378.21215,2023-06-30,21
37,文化、体育和娱乐业,0.61,3206.6299,2023-06-30,21
38,建筑业,0.57,3012.419764,2023-06-30,21
39,批发和零售业,0.51,2716.652292,2023-06-30,21
40,卫生和社会工作,0.5,2622.563931,2023-06-30,21
41,农、林、牧、渔业,0.48,2529.0,2023-06-30,21
42,住宿和餐饮业,0.27,1420.44349,2023-06-30,21
43,水利、环境和公共设施管理业,0.18,963.359857,2023-06-30,21
44,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,21
45,制造业,71.29,392657.790491,2023-03-31,21
46,信息传输、软件和信息技术服务业,7.07,38966.543237,2023-03-31,21
47,房地产业,1.76,9719.130596,2023-03-31,21
48,采矿业,1.14,6251.928,2023-03-31,21
49,交通运输、仓储和邮政业,1.07,5869.20287,2023-03-31,21
50,金融业,0.94,5154.50017,2023-03-31,21
51,科学研究和技术服务业,0.91,4993.657485,2023-03-31,21
52,卫生和社会工作,0.61,3383.108354,2023-03-31,21
53,文化、体育和娱乐业,0.54,2979.2,2023-03-31,21
54,农、林、牧、渔业,0.53,2940.0,2023-03-31,21
55,批发和零售业,0.49,2717.62428,2023-03-31,21
56,租赁和商务服务业,0.45,2461.499568,2023-03-31,21
57,建筑业,0.41,2239.995952,2023-03-31,21
58,住宿和餐饮业,0.31,1684.006335,2023-03-31,21
59,电力、热力、燃气及水生产和供应业,0.01,36.16032,2023-03-31,21
60,水利、环境和公共设施管理业,0.0,10.346959,2023-03-31,21
1,制造业,83.17,157716.87772,2023-12-31,31
2,租赁和商务服务业,5.74,10884.038612,2023-12-31,31
3,信息传输、软件和信息技术服务业,4.07,7725.871513,2023-12-31,31
4,科学研究和技术服务业,0.13,247.249289,2023-12-31,31
5,批发和零售业,0.0,3.680539,2023-12-31,31
6,水利、环境和公共设施管理业,0.0,3.259376,2023-12-31,31
7,交通运输、仓储和邮政业,0.0,1.398141,2023-12-31,31
8,制造业,81.96,162032.403377,2023-09-30,31
9,租赁和商务服务业,6.3,12456.002686,2023-09-30,31
10,信息传输、软件和信息技术服务业,3.44,6803.819099,2023-09-30,31
11,科学研究和技术服务业,0.74,1465.769186,2023-09-30,31
12,批发和零售业,0.0,7.772121,2023-09-30,31
13,水利、环境和公共设施管理业,0.0,4.560998,2023-09-30,31
14,电力、热力、燃气及水生产和供应业,0.0,3.356397,2023-09-30,31
15,卫生和社会工作,0.0,2.118546,2023-09-30,31
16,建筑业,0.0,0.867184,2023-09-30,31
17,制造业,81.29,182564.863864,2023-06-30,31
18,租赁和商务服务业,6.08,13651.850862,2023-06-30,31
19,信息传输、软件和信息技术服务业,5.71,12821.653157,2023-06-30,31
20,科学研究和技术服务业,0.22,498.275118,2023-06-30,31
21,批发和零售业,0.0,3.858792,2023-06-30,31
22,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,31
23,卫生和社会工作,0.0,2.378286,2023-06-30,31
24,水利、环境和公共设施管理业,0.0,2.256657,2023-06-30,31
25,建筑业,0.0,0.814064,2023-06-30,31
26,制造业,79.66,196598.350966,2023-03-31,31
27,信息传输、软件和信息技术服务业,7.04,17372.83949,2023-03-31,31
28,租赁和商务服务业,6.16,15206.01607,2023-03-31,31
29,科学研究和技术服务业,0.66,1618.033755,2023-03-31,31
30,电力、热力、燃气及水生产和供应业,0.01,36.16032,2023-03-31,31
31,批发和零售业,0.01,16.46568,2023-03-31,31
32,水利、环境和公共设施管理业,0.0,10.346959,2023-03-31,31
33,建筑业,0.0,7.732912,2023-03-31,31
34,卫生和社会工作,0.0,7.352854,2023-03-31,31
1,制造业,77.71,67682.261404,2023-12-31,61
2,信息传输、软件和信息技术服务业,3.75,3267.504013,2023-12-31,61
3,科学研究和技术服务业,3.45,3008.840446,2023-12-31,61
4,批发和零售业,2.42,2109.882139,2023-12-31,61
5,交通运输、仓储和邮政业,1.38,1203.097441,2023-12-31,61
6,水利、环境和公共设施管理业,0.91,792.614388,2023-12-31,61
7,金融业,0.62,542.7702,2023-12-31,61
8,房地产业,0.54,467.1513,2023-12-31,61
9,采矿业,0.37,322.8708,2023-12-31,61
10,租赁和商务服务业,0.0,0.3058,2023-12-31,61
11,制造业,77.23,69821.013645,2023-09-30,61
12,信息传输、软件和信息技术服务业,3.9,3522.882421,2023-09-30,61
13,采矿业,3.16,2857.3,2023-09-30,61
14,批发和零售业,2.4,2172.930521,2023-09-30,61
15,房地产业,1.92,1735.0,2023-09-30,61
16,交通运输、仓储和邮政业,1.41,1273.6553,2023-09-30,61
17,租赁和商务服务业,1.13,1019.430225,2023-09-30,61
18,水利、环境和公共设施管理业,0.92,834.038827,2023-09-30,61
19,科学研究和技术服务业,0.67,605.925148,2023-09-30,61
20,电力、热力、燃气及水生产和供应业,0.0,3.356397,2023-09-30,61
21,卫生和社会工作,0.0,2.118546,2023-09-30,61
22,建筑业,0.0,0.867184,2023-09-30,61
23,制造业,80.66,109528.852786,2023-06-30,61
24,房地产业,3.74,5076.897544,2023-06-30,61
25,科学研究和技术服务业,2.52,3423.0804,2023-06-30,61
26,批发和零售业,1.73,2355.660992,2023-06-30,61
27,水利、环境和公共设施管理业,0.86,1173.190107,2023-06-30,61
28,租赁和商务服务业,0.85,1155.1842,2023-06-30,61
29,信息传输、软件和信息技术服务业,0.71,965.529883,2023-06-30,61
30,金融业,0.63,852.0,2023-06-30,61
31,采矿业,0.51,686.0,2023-06-30,61
32,住宿和餐饮业,0.29,388.380586,2023-06-30,61
33,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,61
34,卫生和社会工作,0.0,2.378286,2023-06-30,61
35,建筑业,0.0,0.814064,2023-06-30,61
36,制造业,72.85,98656.654086,2023-03-31,61
37,房地产业,3.47,4692.609956,2023-03-31,61
38,租赁和商务服务业,2.84,3846.6838,2023-03-31,61
39,信息传输、软件和信息技术服务业,2.7,3660.616395,2023-03-31,61
40,科学研究和技术服务业,2.57,3480.346707,2023-03-31,61
41,水利、环境和公共设施管理业,2.23,3014.062302,2023-03-31,61
42,电力、热力、燃气及水生产和供应业,1.72,2332.37616,2023-03-31,61
43,批发和零售业,1.01,1365.40888,2023-03-31,61
44,金融业,0.74,1001.5,2023-03-31,61
45,采矿业,0.68,925.0,2023-03-31,61
46,建筑业,0.01,7.732912,2023-03-31,61
47,卫生和社会工作,0.01,7.352854,2023-03-31,61
1,制造业,82.91,17207.465436,2023-12-31,73
2,农、林、牧、渔业,2.78,576.8642,2023-12-31,73
3,采矿业,1.85,383.6416,2023-12-31,73
4,金融业,0.74,153.111507,2023-12-31,73
5,水利、环境和公共设施管理业,0.0,0.8037,2023-12-31,73
6,租赁和商务服务业,0.0,0.3058,2023-12-31,73
7,制造业,78.84,18840.07227,2023-09-30,73
8,金融业,4.14,988.837496,2023-09-30,73
9,信息传输、软件和信息技术服务业,3.6,859.579266,2023-09-30,73
10,建筑业,1.81,432.256364,2023-09-30,73
11,采矿业,0.49,116.5277,2023-09-30,73
12,农、林、牧、渔业,0.11,25.132303,2023-09-30,73
13,水利、环境和公共设施管理业,0.0,0.9396,2023-09-30,73
14,制造业,74.33,19181.380285,2023-06-30,73
15,信息传输、软件和信息技术服务业,2.58,664.520941,2023-06-30,73
16,金融业,2.57,663.45034,2023-06-30,73
17,建筑业,1.56,403.635874,2023-06-30,73
18,农、林、牧、渔业,1.47,379.546345,2023-06-30,73
19,卫生和社会工作,0.58,148.416001,2023-06-30,73
20,交通运输、仓储和邮政业,0.41,105.0324,2023-06-30,73
21,水利、环境和公共设施管理业,0.0,0.6876,2023-06-30,73
22,制造业,75.86,23280.2406,2023-03-31,73
23,信息传输、软件和信息技术服务业,5.84,1791.965115,2023-03-31,73
24,租赁和商务服务业,4.23,1298.145456,2023-03-31,73
25,住宿和餐饮业,2.24,687.153348,2023-03-31,73
26,金融业,1.27,388.996839,2023-03-31,73
27,建筑业,1.01,309.667396,2023-03-31,73
28,采矿业,0.71,217.0416,2023-03-31,73
29,教育,0.48,145.8324,2023-03-31,73
30,批发和零售业,0.26,78.4686,2023-03-31,73
31,农、林、牧、渔业,0.08,25.7922,2023-03-31,73
32,电力、热力、燃气及水生产和供应业,0.0,0.66196,2023-03-31,73
33,水利、环境和公共设施管理业,0.0,0.5448,2023-03-31,73
1,制造业,68.88,75613.508508,2023-12-31,263
2,信息传输、软件和信息技术服务业,9.89,10859.661179,2023-12-31,263
3,科学研究和技术服务业,6.76,7422.68835,2023-12-31,263
4,卫生和社会工作,1.81,1989.8751,2023-12-31,263
5,金融业,1.55,1706.1597,2023-12-31,263
6,文化、体育和娱乐业,1.31,1436.356,2023-12-31,263
7,交通运输、仓储和邮政业,0.01,15.595524,2023-12-31,263
8,批发和零售业,0.0,4.9436,2023-12-31,263
9,租赁和商务服务业,0.0,3.69814,2023-12-31,263
10,水利、环境和公共设施管理业,0.0,1.900211,2023-12-31,263
11,制造业,62.89,77857.832743,2023-09-30,263
12,信息传输、软件和信息技术服务业,11.43,14145.033954,2023-09-30,263
13,科学研究和技术服务业,5.94,7355.592224,2023-09-30,263
14,金融业,2.77,3435.504,2023-09-30,263
15,建筑业,2.05,2543.830983,2023-09-30,263
16,卫生和社会工作,1.38,1714.224589,2023-09-30,263
17,文化、体育和娱乐业,0.57,708.296,2023-09-30,263
18,房地产业,0.48,590.7538,2023-09-30,263
19,批发和零售业,0.01,11.527012,2023-09-30,263
20,水利、环境和公共设施管理业,0.0,4.560998,2023-09-30,263
21,电力、热力、燃气及水生产和供应业,0.0,3.356397,2023-09-30,263
22,制造业,62.41,100566.0117,2023-06-30,263
23,信息传输、软件和信息技术服务业,13.09,21086.951069,2023-06-30,263
24,科学研究和技术服务业,4.73,7613.249213,2023-06-30,263
25,建筑业,2.05,3300.116615,2023-06-30,263
26,金融业,1.91,3072.176,2023-06-30,263
27,交通运输、仓储和邮政业,1.87,3006.57459,2023-06-30,263
28,文化、体育和娱乐业,0.61,990.216,2023-06-30,263
29,批发和零售业,0.01,8.392825,2023-06-30,263
30,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,263
31,卫生和社会工作,0.0,2.378286,2023-06-30,263
32,水利、环境和公共设施管理业,0.0,2.256657,2023-06-30,263
33,制造业,61.99,115241.029814,2023-03-31,263
34,信息传输、软件和信息技术服务业,8.05,14966.612471,2023-03-31,263
35,科学研究和技术服务业,7.38,13720.90722,2023-03-31,263
36,交通运输、仓储和邮政业,4.57,8499.952891,2023-03-31,263
37,卫生和社会工作,3.23,5997.132758,2023-03-31,263
38,金融业,0.29,540.2091,2023-03-31,263
39,批发和零售业,0.02,44.483276,2023-03-31,263
40,电力、热力、燃气及水生产和供应业,0.02,36.82228,2023-03-31,263
41,水利、环境和公共设施管理业,0.01,10.346959,2023-03-31,263
42,采矿业,0.0,8.275776,2023-03-31,263
43,建筑业,0.0,7.732912,2023-03-31,263
1,制造业,57.9,54773.806608,2023-12-31,308
2,租赁和商务服务业,10.61,10038.446464,2023-12-31,308
3,信息传输、软件和信息技术服务业,7.72,7304.544765,2023-12-31,308
4,农、林、牧、渔业,3.87,3658.41867,2023-12-31,308
5,金融业,1.91,1809.5912,2023-12-31,308
6,建筑业,1.5,1420.416,2023-12-31,308
7,科学研究和技术服务业,1.05,994.401825,2023-12-31,308
8,文化、体育和娱乐业,1.03,970.339815,2023-12-31,308
9,制造业,49.81,51494.946926,2023-09-30,308
10,信息传输、软件和信息技术服务业,14.59,15081.496678,2023-09-30,308
11,金融业,10.39,10741.3887,2023-09-30,308
12,租赁和商务服务业,7.64,7901.12699,2023-09-30,308
13,文化、体育和娱乐业,3.38,3497.7256,2023-09-30,308
14,批发和零售业,1.87,1932.80415,2023-09-30,308
15,科学研究和技术服务业,1.0,1037.61,2023-09-30,308
16,制造业,73.17,91867.601351,2023-06-30,308
17,信息传输、软件和信息技术服务业,6.56,8233.083336,2023-06-30,308
18,租赁和商务服务业,5.59,7013.215325,2023-06-30,308
19,文化、体育和娱乐业,1.38,1726.452,2023-06-30,308
20,交通运输、仓储和邮政业,0.45,564.36604,2023-06-30,308
21,制造业,69.38,109499.177721,2023-03-31,308
22,租赁和商务服务业,7.63,12044.604744,2023-03-31,308
23,采矿业,7.12,11243.104323,2023-03-31,308
24,科学研究和技术服务业,1.9,3000.7512,2023-03-31,308
25,信息传输、软件和信息技术服务业,1.6,2526.837986,2023-03-31,308
26,批发和零售业,0.22,347.05129,2023-03-31,308
1,制造业,76.72,113970.898068,2023-12-31,327
2,批发和零售业,5.13,7618.824088,2023-12-31,327
3,科学研究和技术服务业,5.0,7432.178881,2023-12-31,327
4,信息传输、软件和信息技术服务业,2.95,4382.383772,2023-12-31,327
5,建筑业,2.46,3658.31032,2023-12-31,327
6,交通运输、仓储和邮政业,1.86,2767.951741,2023-12-31,327
7,水利、环境和公共设施管理业,0.28,417.900211,2023-12-31,327
8,租赁和商务服务业,0.0,0.3058,2023-12-31,327
9,制造业,67.96,113076.697168,2023-09-30,327
10,建筑业,8.13,13519.537994,2023-09-30,327
11,交通运输、仓储和邮政业,5.42,9014.48629,2023-09-30,327
12,批发和零售业,4.82,8012.161007,2023-09-30,327
13,信息传输、软件和信息技术服务业,3.52,5851.827494,2023-09-30,327
14,采矿业,1.89,3142.743,2023-09-30,327
15,科学研究和技术服务业,0.5,833.350924,2023-09-30,327
16,电力、热力、燃气及水生产和供应业,0.0,3.356397,2023-09-30,327
17,水利、环境和公共设施管理业,0.0,3.068552,2023-09-30,327
18,卫生和社会工作,0.0,2.118546,2023-09-30,327
19,制造业,74.29,155669.837671,2023-06-30,327
20,建筑业,6.27,13129.098306,2023-06-30,327
21,电力、热力、燃气及水生产和供应业,4.22,8844.72111,2023-06-30,327
22,批发和零售业,4.15,8703.935197,2023-06-30,327
23,采矿业,1.98,4156.634,2023-06-30,327
24,交通运输、仓储和邮政业,1.7,3553.587809,2023-06-30,327
25,信息传输、软件和信息技术服务业,0.0,10.213756,2023-06-30,327
26,水利、环境和公共设施管理业,0.0,6.20486,2023-06-30,327
27,卫生和社会工作,0.0,2.378286,2023-06-30,327
28,科学研究和技术服务业,0.0,1.439448,2023-06-30,327
29,制造业,84.37,219861.693586,2023-03-31,327
30,科学研究和技术服务业,3.09,8055.359982,2023-03-31,327
31,采矿业,2.55,6641.740358,2023-03-31,327
32,交通运输、仓储和邮政业,1.52,3962.697599,2023-03-31,327
33,批发和零售业,1.21,3161.027684,2023-03-31,327
34,电力、热力、燃气及水生产和供应业,0.01,36.82228,2023-03-31,327
35,水利、环境和公共设施管理业,0.01,16.243219,2023-03-31,327
36,建筑业,0.0,7.732912,2023-03-31,327
37,卫生和社会工作,0.0,7.352854,2023-03-31,327
38,信息传输、软件和信息技术服务业,0.0,1.000174,2023-03-31,327
1,制造业,54.51,2853.021228,2023-12-31,354
2,信息传输、软件和信息技术服务业,17.58,920.07,2023-12-31,354
3,文化、体育和娱乐业,2.16,112.8,2023-12-31,354
4,租赁和商务服务业,1.78,93.1964,2023-12-31,354
5,批发和零售业,0.84,43.962,2023-12-31,354
6,制造业,68.76,3737.793914,2023-09-30,354
7,信息传输、软件和信息技术服务业,20.0,1087.06,2023-09-30,354
8,批发和零售业,1.94,105.21,2023-09-30,354
9,制造业,64.76,3323.545652,2023-06-30,354
10,信息传输、软件和信息技术服务业,20.36,1044.886,2023-06-30,354
11,建筑业,8.22,421.85,2023-06-30,354
12,信息传输、软件和信息技术服务业,55.41,2195.6894,2023-03-31,354
13,制造业,25.95,1028.46276,2023-03-31,354
14,建筑业,4.91,194.7234,2023-03-31,354
15,科学研究和技术服务业,4.64,184.03,2023-03-31,354
16,电力、热力、燃气及水生产和供应业,2.68,106.1355,2023-03-31,354
1,制造业,45.4,348552.197357,2023-12-31,390
2,采矿业,18.02,138323.03338,2023-12-31,390
3,交通运输、仓储和邮政业,6.26,48026.176691,2023-12-31,390
4,信息传输、软件和信息技术服务业,5.69,43713.802421,2023-12-31,390
5,租赁和商务服务业,1.71,13130.10414,2023-12-31,390
6,金融业,1.47,11270.9276,2023-12-31,390
7,科学研究和技术服务业,0.97,7479.325634,2023-12-31,390
8,电力、热力、燃气及水生产和供应业,0.79,6057.958873,2023-12-31,390
9,批发和零售业,0.66,5035.432445,2023-12-31,390
10,文化、体育和娱乐业,0.32,2481.130875,2023-12-31,390
11,住宿和餐饮业,0.22,1690.7836,2023-12-31,390
12,卫生和社会工作,0.19,1495.657867,2023-12-31,390
13,水利、环境和公共设施管理业,0.14,1075.597812,2023-12-31,390
14,建筑业,0.07,529.031128,2023-12-31,390
15,农、林、牧、渔业,0.03,234.9369,2023-12-31,390
16,房地产业,0.0,0.687447,2023-12-31,390
17,制造业,50.82,390349.139406,2023-09-30,390
18,采矿业,16.99,130500.981821,2023-09-30,390
19,信息传输、软件和信息技术服务业,7.44,57150.699815,2023-09-30,390
20,交通运输、仓储和邮政业,7.29,55989.454912,2023-09-30,390
21,租赁和商务服务业,1.81,13933.4444,2023-09-30,390
22,金融业,1.71,13104.8948,2023-09-30,390
23,科学研究和技术服务业,1.22,9384.395412,2023-09-30,390
24,批发和零售业,0.71,5439.601081,2023-09-30,390
25,电力、热力、燃气及水生产和供应业,0.48,3701.547473,2023-09-30,390
26,住宿和餐饮业,0.25,1923.4769,2023-09-30,390
27,房地产业,0.25,1895.843857,2023-09-30,390
28,建筑业,0.2,1538.539314,2023-09-30,390
29,文化、体育和娱乐业,0.17,1305.585975,2023-09-30,390
30,水利、环境和公共设施管理业,0.15,1145.666719,2023-09-30,390
31,农、林、牧、渔业,0.02,172.2369,2023-09-30,390
32,卫生和社会工作,0.0,2.158353,2023-09-30,390
33,制造业,44.66,350459.831741,2023-06-30,390
34,采矿业,13.84,108579.874227,2023-06-30,390
35,信息传输、软件和信息技术服务业,12.02,94340.006452,2023-06-30,390
36,交通运输、仓储和邮政业,6.02,47237.621354,2023-06-30,390
37,科学研究和技术服务业,1.4,10956.012293,2023-06-30,390
38,批发和零售业,1.06,8329.841705,2023-06-30,390
39,电力、热力、燃气及水生产和供应业,0.68,5306.071203,2023-06-30,390
40,金融业,0.47,3685.687,2023-06-30,390
41,房地产业,0.44,3443.819819,2023-06-30,390
