fund_code,year,quarter,industry_hhi,hhi_normalized,ICI,ICI_normalized,industry_count,industry_max_pct,total_weight_pct
4232,2020,3,0.015172,0.116812,0.022083,0.170015,6,9.9,36.04
4232,2020,4,0.027091,0.035678,0.046951,0.061831,28,14.55,87.14
4232,2021,1,0.016835,0.119908,0.022274,0.158643,7,11.99,37.47
4232,2021,2,0.026555,0.036754,0.038683,0.05354,29,15.26,85.0
4232,2021,3,0.024532,0.124216,0.023114,0.117038,7,8.72,44.44
4232,2021,4,0.033899,0.039636,0.06277,0.073393,27,17.21,92.48
4232,2022,1,0.02412,0.116865,0.026746,0.12959,7,10.72,45.43
4232,2022,2,0.033839,0.038256,0.069391,0.078449,27,18.18,94.05
4232,2022,3,0.031026,0.111081,0.037045,0.13263,7,12.63,52.85
4232,2022,4,0.036682,0.041638,0.054655,0.062039,26,16.66,93.86
4232,2023,1,0.02887,0.117588,0.027058,0.110206,8,9.6,49.55
4232,2023,2,0.031038,0.036433,0.047232,0.055442,29,13.15,92.3
4232,2023,3,0.019003,0.128875,0.031369,0.212733,5,12.43,38.4
4232,2023,4,0.025817,0.031183,0.056482,0.068222,29,17.25,90.99
4232,2024,1,0.020861,0.119855,0.035108,0.201704,7,16.36,41.72
4232,2024,2,0.027705,0.031678,0.069812,0.079822,27,18.67,93.52
4232,2024,3,0.025104,0.115605,0.040654,0.187211,6,14.28,46.6
4232,2024,4,0.031524,0.036052,0.090234,0.103194,27,22.28,93.51
4232,2025,1,0.012961,0.100848,0.008815,0.06859,10,4.14,35.85
4232,2025,2,0.027055,0.03707,0.042203,0.057826,18,11.8,85.43
4232,2025,3,0.012496,0.10102,0.010586,0.085579,9,6.45,35.17
4232,2025,4,0.023457,0.030877,0.040789,0.053692,20,14.82,87.16
4232,2026,1,0.010939,0.100698,0.011576,0.106562,8,6.54,32.96
4232,2026,2,0.013697,0.108623,0.012053,0.095584,9,7.05,35.51
4320,2017,3,0.005243,0.127222,0.009248,0.224417,5,7.82,20.3
4320,2017,4,0.01522,0.029221,0.026303,0.0505,21,14.52,72.17
4320,2018,1,0.009491,0.149448,0.007442,0.11719,7,4.88,25.2
4320,2018,2,0.000412,1.0,0.000399,0.967742,1,2.03,2.03
4320,2018,3,2.3e-05,0.58453,2.1e-05,0.555722,5,0.47,0.6218
4320,2018,4,0.006713,0.175819,0.006815,0.178495,6,5.61,19.54
4320,2019,1,0.042192,0.10526,0.137792,0.343759,4,32.3518,63.3118
4320,2019,2,0.003215,0.07592,0.0138,0.325848,16,10.0898,20.5793
4320,2019,3,0.01622,0.106855,0.041354,0.272437,10,19.67,38.9605
4320,2019,4,0.0428,0.052199,0.067195,0.081952,14,14.82,90.55
4320,2020,1,0.057336,0.102779,0.064845,0.116239,8,16.44,74.69
4320,2020,2,0.057743,0.078419,0.109132,0.14821,13,22.75,85.81
4320,2020,3,0.019935,0.103532,0.053109,0.275828,4,17.0,43.88
4320,2020,4,0.039034,0.045444,0.174693,0.203378,13,38.49,92.68
4320,2021,1,0.033404,0.108369,0.098117,0.318305,4,26.27,55.52
4320,2021,2,0.046458,0.056861,0.244149,0.298823,11,45.45,90.39
4320,2021,3,0.019405,0.100646,0.04127,0.214046,6,18.08,43.91
4320,2021,4,0.04112,0.046695,0.160905,0.182724,6,27.23,93.84
4320,2022,1,0.032306,0.105107,0.073992,0.240733,5,23.69,55.44
4320,2022,2,0.044199,0.056039,0.152859,0.193806,6,29.14,88.81
4320,2022,3,0.019787,0.108222,0.040848,0.223405,5,15.91,42.76
4320,2022,4,0.028711,0.053641,0.133622,0.24965,6,31.52,73.16
4320,2023,1,0.023132,0.109672,0.077131,0.365684,5,26.4382,45.9264
4320,2023,2,0.050857,0.059995,0.256222,0.30226,5,47.06,92.07
4320,2023,3,0.044105,0.105073,0.224629,0.535144,5,47.26,64.7885
4320,2023,4,0.029938,0.058251,0.393175,0.765013,4,63.79,71.69
4320,2024,1,0.032685,0.106878,0.249974,0.817411,4,50.7875,55.3003
4320,2024,2,0.042904,0.076229,0.220326,0.391462,4,45.2036,75.0219
4320,2024,3,0.022929,0.133572,0.09368,0.545744,5,30.5091,41.4314
4320,2024,4,0.038318,0.075226,0.161721,0.317493,6,34.87,71.37
4320,2025,1,0.031236,0.104357,0.141969,0.474309,2,30.49,54.71
4320,2025,2,0.050395,0.069768,0.253524,0.350981,5,45.57,84.99
4320,2025,3,0.05436,0.11421,0.235572,0.494938,2,42.54,68.99
4320,2025,4,0.076673,0.085876,0.333193,0.373185,4,54.12,94.49
4320,2026,1,0.060301,0.093821,0.211334,0.328811,4,39.6,80.17
4320,2026,2,0.067916,0.1025,0.238706,0.360259,4,45.92,81.4
4374,2018,2,0.041385,0.056152,0.068548,0.093007,15,16.24,85.85
4374,2018,4,0.033312,0.050115,0.096897,0.145773,12,24.82,81.53
4374,2019,2,0.04054,0.046712,0.087947,0.101335,15,21.31,93.16
4374,2019,4,0.035691,0.039873,0.086144,0.096239,16,17.32,94.61
4374,2020,1,0.023891,0.101026,0.038832,0.164205,7,16.19,48.63
4374,2020,2,0.044431,0.049933,0.08651,0.097222,16,20.35,94.33
4374,2020,3,0.025845,0.091834,0.031702,0.112648,8,10.46,53.05
4374,2020,4,0.035002,0.042964,0.061874,0.075948,22,18.06,90.26
4374,2021,1,0.021435,0.10051,0.018641,0.08741,9,9.04,46.18
4374,2021,2,0.03753,0.044245,0.077055,0.090841,22,20.99,92.1
4374,2021,3,0.02637,0.092893,0.092985,0.327555,3,21.84,53.28
4374,2021,4,0.037139,0.042147,0.128241,0.145537,20,29.62,93.87
4374,2022,1,0.034901,0.085986,0.066452,0.163717,7,20.56,63.71
4374,2022,2,0.037772,0.042172,0.043329,0.048376,25,12.68,94.64
4374,2022,3,0.034227,0.086979,0.050289,0.127798,8,16.78,62.73
4374,2022,4,0.036942,0.041184,0.057353,0.063939,23,19.78,94.71
4374,2023,1,0.023617,0.092865,0.034784,0.136772,8,15.04,50.43
4374,2023,2,0.040308,0.048568,0.063519,0.076536,20,15.48,91.1
4374,2023,3,0.026815,0.092746,0.079077,0.273508,5,25.49,53.77
4374,2023,4,0.039306,0.043709,0.107204,0.119212,21,22.83,94.83
4374,2024,1,0.027457,0.073862,0.0366,0.098457,9,13.35,60.97
4374,2024,2,0.03765,0.045656,0.08934,0.108338,15,21.91,90.81
4374,2024,3,0.039322,0.103224,0.084339,0.221399,5,21.95,61.72
4374,2024,4,0.054781,0.061175,0.271236,0.302893,6,48.69,94.63
4374,2025,1,0.025642,0.087,0.0415,0.140801,7,13.27,54.29
4374,2025,2,0.045152,0.050454,0.09883,0.110435,13,22.04,94.6
4374,2025,3,0.035025,0.103013,0.07081,0.20826,6,18.94,58.31
4374,2025,4,0.039978,0.044795,0.134241,0.150417,14,26.27,94.47
4374,2026,1,0.025713,0.101184,0.030656,0.120639,8,14.05,50.41
4374,2026,2,0.023853,0.102417,0.072451,0.31108,6,26.56,48.26
4375,2018,2,0.041385,0.056152,0.068548,0.093007,15,16.24,85.85
4375,2018,4,0.033312,0.050115,0.096897,0.145773,12,24.82,81.53
4375,2019,2,0.04054,0.046712,0.087947,0.101335,15,21.31,93.16
4375,2019,4,0.035691,0.039873,0.086144,0.096239,16,17.32,94.61
4375,2020,1,0.023891,0.101026,0.038832,0.164205,7,16.19,48.63
4375,2020,2,0.044431,0.049933,0.08651,0.097222,16,20.35,94.33
4375,2020,3,0.024431,0.10056,0.03153,0.12978,7,10.46,49.29
4375,2020,4,0.035002,0.042964,0.061874,0.075948,22,18.06,90.26
4375,2021,1,0.021435,0.10051,0.018641,0.08741,9,9.04,46.18
4375,2021,2,0.03753,0.044245,0.077055,0.090841,22,20.99,92.1
4375,2021,3,0.025103,0.101546,0.079885,0.32315,3,20.73,49.72
4375,2021,4,0.037139,0.042147,0.128241,0.145537,20,29.62,93.87
4375,2022,1,0.032568,0.100591,0.054344,0.167852,6,16.88,56.9
4375,2022,2,0.037772,0.042172,0.043329,0.048376,25,12.68,94.64
4375,2022,3,0.032551,0.100364,0.047968,0.147898,7,16.78,56.95
4375,2022,4,0.036942,0.041184,0.057353,0.063939,23,19.78,94.71
4375,2023,1,0.022904,0.100413,0.034916,0.153074,7,15.04,47.76
4375,2023,2,0.040308,0.048568,0.063519,0.076536,20,15.48,91.1
4375,2023,3,0.025512,0.101397,0.078984,0.313924,4,25.49,50.16
4375,2023,4,0.039306,0.043709,0.107204,0.119212,21,22.83,94.83
4375,2024,1,0.022462,0.101639,0.024721,0.111865,8,10.68,47.01
4375,2024,2,0.03765,0.045656,0.08934,0.108338,15,21.91,90.81
4375,2024,3,0.039322,0.103224,0.084339,0.221399,5,21.95,61.72
4375,2024,4,0.054781,0.061175,0.271236,0.302893,6,48.69,94.63
4375,2025,1,0.023438,0.103226,0.02879,0.1268,7,9.91,47.65
4375,2025,2,0.045152,0.050454,0.09883,0.110435,13,22.04,94.6
4375,2025,3,0.035025,0.103013,0.07081,0.20826,6,18.94,58.31
4375,2025,4,0.039978,0.044795,0.134241,0.150417,14,26.27,94.47
4375,2026,1,0.025713,0.101184,0.030656,0.120639,8,14.05,50.41
4375,2026,2,0.023853,0.102417,0.072451,0.31108,6,26.56,48.26
5001,2018,2,0.028779,0.050688,0.098632,0.173721,16,27.16,75.35
5001,2018,4,0.035788,0.058597,0.184445,0.302002,10,38.43,78.15
5001,2019,2,0.035207,0.054127,0.289497,0.445078,14,54.28,80.65
5001,2019,4,0.020605,0.041528,0.091654,0.184719,18,29.93,70.44
5001,2020,1,0.02397,0.102281,0.049717,0.212146,8,19.79,48.41
5001,2020,2,0.03282,0.055774,0.062171,0.105653,22,22.21,76.71
5001,2020,3,0.034235,0.111263,0.057262,0.186102,8,21.29,55.47
5001,2020,4,0.03457,0.054232,0.051179,0.080288,25,17.13,79.84
5001,2021,1,0.033938,0.102009,0.043459,0.130626,10,17.04,57.68
5001,2021,2,0.027673,0.049832,0.048179,0.086758,27,15.81,74.52
5001,2021,3,0.022786,0.076798,0.034372,0.115848,10,12.73,54.47
5001,2021,4,0.024923,0.042822,0.066879,0.114909,19,18.4,76.29
5001,2022,1,0.034933,0.083943,0.060533,0.145458,7,16.85,64.51
5001,2022,2,0.035133,0.062642,0.107686,0.192005,16,29.72,74.89
5001,2022,3,0.047025,0.092631,0.136418,0.268721,7,34.83,71.25
5001,2022,4,0.0486,0.078487,0.173636,0.280415,20,39.39,78.69
5001,2023,1,0.048919,0.110554,0.15753,0.356008,4,36.42,66.52
5001,2023,2,0.046766,0.073994,0.139258,0.220337,23,34.01,79.5
5001,2023,3,0.049457,0.12135,0.111846,0.274432,6,31.88,63.84
5001,2023,4,0.053754,0.084667,0.150665,0.237309,21,37.35,79.68
5001,2024,1,0.036132,0.13419,0.062727,0.232964,5,18.22,51.89
5001,2024,2,0.035797,0.07293,0.122187,0.248934,15,30.99,70.06
5001,2024,3,0.041938,0.129671,0.108969,0.336929,4,26.14,56.87
5001,2024,4,0.042926,0.068919,0.130776,0.209968,17,28.43,78.92
5001,2025,1,0.03057,0.166647,0.036405,0.198455,6,15.8,42.83
5001,2025,2,0.026604,0.084743,0.036226,0.115392,15,10.92,56.03
5001,2025,3,0.037419,0.136958,0.046768,0.171178,6,17.15,52.27
5001,2025,4,0.041719,0.114509,0.094555,0.259529,12,25.18,60.36
5001,2026,1,0.04598,0.136918,0.054991,0.163752,6,17.51,57.95
5001,2026,2,0.027102,0.159508,0.025302,0.148915,7,10.43,41.22
5094,2018,2,0.036106,0.044046,0.11895,0.145106,16,22.83,90.54
5094,2018,4,0.042192,0.056311,0.146136,0.195039,18,27.72,86.56
5094,2019,2,0.055105,0.076198,0.102731,0.142055,18,21.46,85.04
5094,2019,4,0.067039,0.07534,0.220083,0.247335,18,37.12,94.33
5094,2020,1,0.036056,0.121347,0.09292,0.312721,5,29.15,54.51
5094,2020,2,0.049677,0.060721,0.114312,0.139725,17,27.83,90.45
5094,2020,3,0.028821,0.118823,0.03105,0.128013,7,10.49,49.25
5094,2020,4,0.024275,0.058187,0.050827,0.121832,24,16.03,64.59
5094,2021,1,0.05237,0.097099,0.090303,0.167432,7,24.52,73.44
5094,2021,2,0.058109,0.074952,0.100137,0.129162,27,21.46,88.05
5094,2021,3,0.063537,0.1043,0.19835,0.325602,3,33.0,78.05
5094,2021,4,0.062339,0.077755,0.222968,0.278105,22,31.69,89.54
5094,2022,1,0.041618,0.105762,0.130933,0.332735,3,26.79,62.73
5094,2022,2,0.0592,0.082093,0.203375,0.282019,23,30.28,84.92
5094,2022,3,0.036796,0.103346,0.109628,0.307901,3,23.86,59.67
5094,2022,4,0.050418,0.064737,0.161637,0.207545,19,30.21,88.25
5094,2023,1,0.032681,0.093663,0.116622,0.334231,4,28.04,59.07
5094,2023,2,0.050372,0.057239,0.199244,0.226405,15,33.15,93.81
5094,2023,3,0.04086,0.085948,0.118952,0.250208,4,24.93,68.95
5094,2023,4,0.056738,0.073001,0.158928,0.204482,12,25.8,88.16
5094,2024,1,0.057749,0.107189,0.12618,0.234207,4,22.33,73.4
5094,2024,2,0.068038,0.087381,0.166269,0.21354,11,28.47,88.24
5094,2024,3,0.05234,0.10987,0.128477,0.269697,5,26.63,69.02
5094,2024,4,0.052782,0.060132,0.13715,0.156246,13,21.71,93.69
5094,2025,1,0.053216,0.092304,0.123917,0.214934,5,23.84,75.93
5094,2025,2,0.056848,0.065097,0.175196,0.200615,17,31.14,93.45
5094,2025,3,0.06359,0.104978,0.210755,0.347924,4,34.57,77.83
5094,2025,4,0.039688,0.076537,0.078773,0.151912,17,22.06,72.01
5094,2026,1,0.040957,0.106996,0.058457,0.152714,7,17.27,61.87
5094,2026,2,0.051119,0.112363,0.084224,0.185129,6,18.87,67.45
5119,2017,4,0.013965,0.084932,0.019229,0.116944,9,10.59,40.55
5119,2018,1,0.025165,0.105572,0.059657,0.250266,9,17.18,48.8234
5119,2018,2,0.019867,0.032328,0.038996,0.063455,16,13.14,78.3925
5119,2018,3,0.018008,0.104128,0.059295,0.342863,9,21.8298,41.5862
5119,2018,4,0.022724,0.040248,0.029385,0.052046,22,12.44,75.14
5119,2019,1,0.034293,0.111481,0.042922,0.139536,7,13.41,55.4625
5119,2019,2,0.053085,0.058903,0.113466,0.1259,14,22.32,94.9335
5119,2019,3,0.039217,0.10584,0.052022,0.140398,9,14.2845,60.8716
5119,2019,4,0.043958,0.049141,0.065776,0.07353,17,14.33,94.58
5119,2020,1,0.038655,0.109568,0.048282,0.136857,9,15.2,59.3962
5119,2020,2,0.037293,0.053462,0.063855,0.09154,18,17.18,83.52
5119,2020,3,0.038438,0.114499,0.055131,0.164225,8,17.3,57.9398
5119,2020,4,0.044905,0.05005,0.105353,0.117426,24,23.33,94.72
5119,2021,1,0.049813,0.106285,0.081639,0.17419,6,22.62,68.46
5119,2021,2,0.0431,0.049576,0.123054,0.141544,22,22.91,93.24
5119,2021,3,0.048512,0.10482,0.15955,0.344744,4,29.67,68.03
5119,2021,4,0.04791,0.055382,0.244455,0.282579,21,39.55,93.01
5119,2022,1,0.047408,0.104113,0.168753,0.370596,4,37.22,67.48
5119,2022,2,0.056737,0.064048,0.266862,0.301247,12,44.35,94.12
5119,2022,3,0.038851,0.104,0.176532,0.47256,2,33.56,61.12
5119,2022,4,0.037165,0.041319,0.262247,0.29156,16,48.11,94.84
5119,2023,1,0.015891,0.100773,0.053228,0.337551,4,20.7,39.71
5119,2023,2,0.038633,0.043215,0.252485,0.282431,8,42.93,94.55
5119,2023,3,0.039988,0.109178,0.159574,0.435677,4,38.24,60.52
5119,2023,4,0.038272,0.042893,0.161634,0.181149,12,27.24,94.46
5119,2024,1,0.022403,0.100305,0.083984,0.37602,5,28.74,47.26
5119,2024,2,0.037244,0.042429,0.21801,0.248365,16,46.7,93.69
5119,2024,3,0.034206,0.100674,0.182884,0.538254,3,42.42,58.29
5119,2024,4,0.038193,0.044254,0.273251,0.316614,16,52.43,92.9
5119,2025,1,0.03738,0.101587,0.197853,0.537698,4,44.88,60.66
5119,2025,2,0.049163,0.062094,0.301672,0.381022,15,55.3,88.98
5119,2025,3,0.053564,0.105779,0.348516,0.688258,3,59.82,71.16
5119,2025,4,0.055829,0.074702,0.435277,0.582419,14,66.88,86.45
5119,2026,1,0.046685,0.106591,0.301209,0.687725,3,55.66,66.18
5119,2026,2,0.062395,0.109199,0.460267,0.80553,2,68.86,75.59
5136,2018,2,0.02786,0.062566,0.047421,0.106495,20,15.63,66.73
5136,2018,4,0.021343,0.04628,0.041106,0.089133,20,15.19,67.91
5136,2019,2,0.028764,0.058086,0.046046,0.092985,19,15.22,70.37
5136,2019,4,0.030477,0.050834,0.067867,0.113198,20,22.43,77.43
5136,2020,1,0.02386,0.11011,0.037149,0.17144,6,13.9,46.55
5136,2020,2,0.031343,0.042437,0.10103,0.136792,20,28.78,85.94
5136,2020,3,0.016661,0.130435,0.025186,0.197174,8,14.98,35.74
5136,2020,4,0.027731,0.034122,0.045855,0.056423,25,14.26,90.15
5136,2021,1,0.007735,0.102952,0.008441,0.112356,8,5.99,27.41
5136,2021,2,0.015969,0.021973,0.086704,0.119303,28,27.56,85.25
5136,2021,3,0.008486,0.076387,0.028973,0.260807,6,16.31,33.33
5136,2021,4,0.015547,0.0191,0.052355,0.064321,25,15.54,90.22
5136,2022,1,0.013656,0.094424,0.024368,0.168485,7,13.25,38.03
5136,2022,2,0.022628,0.025511,0.11153,0.125741,19,31.6,94.18
5136,2022,3,0.013461,0.102212,0.03759,0.28543,6,18.87,36.29
5136,2022,4,0.014815,0.023745,0.037881,0.060712,22,17.36,78.99
5136,2023,1,0.01073,0.102218,0.020413,0.19445,5,9.79,32.4
5136,2023,2,0.022314,0.026018,0.077018,0.089799,24,16.48,92.61
5136,2023,3,0.011694,0.101873,0.012542,0.109263,8,7.2,33.88
5136,2023,4,0.022986,0.028498,0.073448,0.09106,22,19.73,89.81
5136,2024,1,0.014341,0.120212,0.020607,0.172728,7,10.42,34.54
5136,2024,2,0.026749,0.031604,0.058147,0.068699,21,19.42,92.0
5136,2024,3,0.017317,0.108232,0.023461,0.146634,7,12.1,40.0
5136,2024,4,0.024041,0.033141,0.051576,0.071101,26,14.35,85.17
5136,2025,1,0.013902,0.096075,0.030323,0.209555,6,14.52,38.04
5136,2025,2,0.022834,0.028184,0.055866,0.068955,23,17.17,90.01
5136,2025,3,0.032887,0.109554,0.053372,0.177792,5,15.25,54.79
5136,2025,4,0.041421,0.050052,0.104921,0.126784,27,24.92,90.97
5136,2026,1,0.040627,0.108048,0.113323,0.30138,3,21.07,61.32
5136,2026,2,0.037309,0.109657,0.214024,0.62904,2,45.73,58.33
5207,2018,2,0.024545,0.044473,0.076446,0.138513,21,17.24,74.29
5207,2018,4,0.022605,0.041036,0.079665,0.144619,18,23.41,74.22
5207,2019,2,0.025815,0.043608,0.107623,0.181803,17,25.64,76.94
5207,2019,4,0.022529,0.035228,0.112571,0.176025,18,26.11,79.97
5207,2020,1,0.016051,0.120743,0.039589,0.297808,5,18.95,36.46
5207,2020,2,0.034439,0.039606,0.130225,0.14976,16,29.58,93.25
5207,2020,3,0.034373,0.117224,0.076867,0.262146,4,21.05,54.15
5207,2020,4,0.045792,0.052414,0.181324,0.207544,18,34.89,93.47
5207,2021,1,0.035372,0.119525,0.070853,0.239419,5,17.7,54.4
5207,2021,2,0.0369,0.043578,0.215932,0.255008,23,44.89,92.02
5207,2021,3,0.024121,0.115193,0.092305,0.440812,3,27.28,45.76
5207,2021,4,0.025546,0.031764,0.154819,0.192502,22,36.53,89.68
5207,2022,1,0.017282,0.107852,0.133536,0.833347,2,37.13,40.03
5207,2022,2,0.029065,0.033497,0.240412,0.27707,13,48.13,93.15
5207,2022,3,0.021455,0.108395,0.087422,0.441667,3,27.05,44.49
5207,2022,4,0.043795,0.050527,0.235138,0.271283,9,43.97,93.1
5207,2023,1,0.024081,0.107135,0.065657,0.292106,4,21.76,47.41
5207,2023,2,0.036923,0.042902,0.222179,0.25816,16,35.46,92.77
5207,2023,3,0.01699,0.107313,0.025501,0.161067,6,10.78,39.79
5207,2023,4,0.025388,0.030271,0.130446,0.155535,16,25.95,91.58
5207,2024,1,0.027143,0.112912,0.036575,0.152148,7,15.51,49.03
5207,2024,2,0.027984,0.033637,0.116454,0.139981,15,28.32,91.21
5207,2024,3,0.028749,0.118864,0.086621,0.358133,3,25.24,49.18
5207,2024,4,0.037057,0.041912,0.16481,0.186402,12,34.17,94.03
5207,2025,1,0.028716,0.119847,0.057039,0.238047,5,19.17,48.95
5207,2025,2,0.035297,0.045311,0.185376,0.237972,13,40.67,88.26
5207,2025,3,0.03589,0.100801,0.096345,0.270593,5,28.09,59.67
5207,2025,4,0.035256,0.054771,0.162194,0.251977,12,37.54,80.23
5207,2026,1,0.018795,0.120954,0.026909,0.173168,6,10.45,39.42
5207,2026,2,0.017416,0.106179,0.04196,0.255815,5,18.72,40.5
5449,2018,2,0.022901,0.044734,0.051427,0.100454,16,17.59,71.55
5449,2018,4,0.019815,0.036009,0.039817,0.072359,23,16.74,74.18
5449,2019,2,0.025592,0.032222,0.048888,0.061553,23,16.6,89.12
5449,2019,4,0.029263,0.038353,0.048944,0.064146,23,13.77,87.35
5449,2020,1,0.008957,0.102929,0.008163,0.0938,9,6.42,29.5
5449,2020,2,0.029358,0.033886,0.046927,0.054164,23,17.01,93.08
5449,2020,3,0.036823,0.108897,0.064983,0.192178,6,18.74,58.15
5449,2020,4,0.049242,0.057477,0.139756,0.163126,22,33.36,92.56
5449,2021,1,0.040926,0.108594,0.107618,0.285554,6,31.75,61.39
5449,2021,2,0.043301,0.051215,0.167427,0.198026,25,39.5,91.95
5449,2021,3,0.025814,0.111994,0.045009,0.195272,6,16.96,48.01
5449,2021,4,0.035077,0.041925,0.116858,0.139669,25,27.24,91.47
5449,2022,1,0.025676,0.11718,0.047421,0.216417,7,20.16,46.81
5449,2022,2,0.034821,0.04518,0.118886,0.154256,25,32.0,87.79
5449,2022,3,0.029725,0.122898,0.078397,0.324132,6,27.25,49.18
5449,2022,4,0.029011,0.036128,0.08478,0.10558,27,27.79,89.61
5449,2023,1,0.024663,0.116556,0.098003,0.463153,4,31.03,46.0
5449,2023,2,0.029032,0.03581,0.097025,0.119677,28,28.73,90.04
5449,2023,3,0.026712,0.119598,0.060236,0.269694,6,21.65,47.26
5449,2023,4,0.028269,0.035689,0.089151,0.11255,25,27.08,89.0
5449,2024,1,0.024955,0.120434,0.056835,0.274289,5,18.83,45.52
5449,2024,2,0.025344,0.04013,0.073296,0.116058,25,20.16,79.47
5449,2024,3,0.022179,0.11835,0.062673,0.33443,6,24.21,43.29
5449,2024,4,0.024984,0.036223,0.069679,0.101024,28,24.69,83.05
5449,2025,1,0.014741,0.116707,0.033575,0.265819,5,13.65,35.54
5449,2025,2,0.018076,0.029111,0.032103,0.0517,22,15.56,78.8
5449,2025,3,0.011301,0.105688,0.016258,0.152048,7,9.47,32.7
5449,2025,4,0.040681,0.049648,0.240625,0.293664,16,40.6,90.52
5449,2026,1,0.03121,0.103965,0.084719,0.282215,4,22.12,54.79
5449,2026,2,0.02459,0.103341,0.086278,0.362589,5,28.91,48.78
5550,2018,2,0.00413,0.011518,0.013337,0.037196,24,8.1667,59.8802
5550,2018,3,0.003014,0.101131,0.005292,0.177571,9,6.57,17.2637
5550,2018,4,0.008093,0.020705,0.020549,0.052572,24,12.27,62.52
5550,2019,1,0.00199,0.108122,0.003171,0.172264,8,4.9517,13.5674
5550,2019,2,0.016394,0.019795,0.048959,0.059114,28,15.37,91.0065
5550,2019,3,0.016704,0.112206,0.018889,0.126885,8,9.02,38.5831
5550,2019,4,0.028144,0.032652,0.066237,0.076847,21,20.04,92.84
5550,2020,1,0.034616,0.113825,0.04609,0.151554,7,16.33,55.1466
5550,2020,2,0.018486,0.026737,0.053714,0.07769,22,15.7,83.15
5550,2020,3,0.011534,0.117137,0.017137,0.174044,6,8.3492,31.3792
5550,2020,4,0.017338,0.021113,0.044561,0.054263,24,14.6,90.62
5550,2021,1,0.011758,0.125986,0.021802,0.233599,4,10.79,30.55
5550,2021,2,0.017688,0.020939,0.043674,0.051701,24,14.44,91.91
5550,2021,3,0.007191,0.110413,0.007648,0.117438,8,5.4,25.52
5550,2021,4,0.013082,0.017996,0.036267,0.049891,24,12.28,85.26
5550,2022,1,0.008472,0.122017,0.010773,0.155164,6,6.72,26.35
5550,2022,2,0.012617,0.019803,0.041162,0.064606,24,16.54,79.82
5550,2022,3,0.007997,0.130029,0.014601,0.237392,6,10.53,24.8
5550,2022,4,0.012238,0.020054,0.029253,0.047934,23,12.48,78.12
5550,2023,1,0.002164,0.10002,0.003204,0.14805,7,4.42,14.71
5550,2023,2,0.047656,0.054142,0.395633,0.44947,6,63.22,93.82
5550,2023,3,0.030768,0.105515,0.095013,0.325834,3,24.26,54.0
5550,2023,4,0.043757,0.05056,0.260394,0.300874,9,45.17,93.03
5550,2024,1,0.040309,0.109546,0.108963,0.296124,4,26.11,60.66
5550,2024,2,0.057673,0.064911,0.35066,0.394667,5,54.97,94.26
5550,2024,3,0.061679,0.105532,0.187829,0.321372,4,34.27,76.45
5550,2024,4,0.031282,0.037577,0.159622,0.191744,8,29.97,91.24
5550,2025,1,0.045811,0.108462,0.202276,0.478907,3,43.94,64.99
5550,2025,2,0.058374,0.065187,0.335876,0.375078,6,48.09,94.63
5550,2025,3,0.044559,0.11216,0.159933,0.402572,3,35.4,63.03
5550,2025,4,0.041896,0.049114,0.288108,0.337744,6,50.66,92.36
5550,2026,1,0.039184,0.116041,0.145692,0.431452,3,32.91,58.11
5550,2026,2,0.03322,0.110703,0.145054,0.483376,3,36.53,54.78
5551,2018,2,0.00413,0.011518,0.013337,0.037196,24,8.1667,59.8802
5551,2018,3,0.003014,0.101131,0.005292,0.177571,9,6.57,17.2637
5551,2018,4,0.008093,0.020705,0.020549,0.052572,24,12.27,62.52
5551,2019,1,0.00199,0.108122,0.003171,0.172264,8,4.9517,13.5674
5551,2019,2,0.016394,0.019795,0.048959,0.059114,28,15.37,91.0065
5551,2019,3,0.016704,0.112206,0.018889,0.126885,8,9.02,38.5831
5551,2019,4,0.028144,0.032652,0.066237,0.076847,21,20.04,92.84
5551,2020,1,0.034616,0.114307,0.045928,0.151661,7,16.33,55.03
5551,2020,2,0.018486,0.026737,0.053714,0.07769,22,15.7,83.15
5551,2020,3,0.011534,0.11728,0.017109,0.173971,6,8.33,31.36
5551,2020,4,0.017338,0.021113,0.044561,0.054263,24,14.6,90.62
5551,2021,1,0.011759,0.125392,0.021821,0.232693,6,10.79,30.6226
5551,2021,2,0.017689,0.020881,0.043699,0.051586,25,14.4599,92.0384
5551,2021,3,0.007191,0.109877,0.00766,0.11704,9,5.4,25.5824
5551,2021,4,0.013082,0.017996,0.036267,0.049891,24,12.28,85.26
5551,2022,1,0.008472,0.122017,0.010773,0.155164,6,6.72,26.35
5551,2022,2,0.012617,0.019803,0.041162,0.064606,24,16.54,79.82
5551,2022,3,0.007997,0.130029,0.014601,0.237392,6,10.53,24.8
5551,2022,4,0.012238,0.020054,0.029253,0.047934,23,12.48,78.12
5551,2023,1,0.002164,0.10002,0.003204,0.14805,7,4.42,14.71
5551,2023,2,0.047656,0.054142,0.395633,0.44947,6,63.22,93.82
5551,2023,3,0.030768,0.105515,0.095013,0.325834,3,24.26,54.0
5551,2023,4,0.043757,0.05056,0.260394,0.300874,9,45.17,93.03
5551,2024,1,0.040309,0.109546,0.108963,0.296124,4,26.11,60.66
5551,2024,2,0.057673,0.064911,0.35066,0.394667,5,54.97,94.26
5551,2024,3,0.061679,0.105532,0.187829,0.321372,4,34.27,76.45
5551,2024,4,0.031282,0.037577,0.159622,0.191744,8,29.97,91.24
