fund_code,report_date,stock_code,stock_name,hold_ratio,hold_shares,hold_value,year,quarter
001088,2020-06-30,600104,上汽集团,1.88,66.08,"1,122.64",2020,2
001088,2020-06-30,600176,中国巨石,7.21,469.28,"4,293.93",2020,2
001088,2020-06-30,600376,首开股份,0.84,85.26,499.63,2020,2
001088,2020-06-30,600383,金地集团,4.76,207.16,"2,838.09",2020,2
001088,2020-06-30,600585,海螺水泥,1.96,22.12,"1,170.44",2020,2
001088,2020-06-30,600690,海尔智家,1.62,54.47,964.12,2020,2
001088,2020-06-30,600741,华域汽车,1.98,56.66,"1,177.96",2020,2
001088,2020-06-30,600835,上海机电,1.55,54.64,925.06,2020,2
001088,2020-06-30,600956,新天绿能,0.00,0.25,1.28,2020,2
001088,2020-06-30,600966,博汇纸业,5.54,325.40,"3,302.81",2020,2
001088,2020-06-30,601012,隆基绿能,1.49,21.76,886.28,2020,2
001088,2020-06-30,601088,中国神华,0.87,36.20,519.83,2020,2
001088,2020-06-30,601225,陕西煤业,1.98,163.50,"1,178.85",2020,2
001088,2020-06-30,601233,桐昆股份,0.50,23.52,300.12,2020,2
001088,2020-06-30,601398,工商银行,4.82,576.80,"2,872.49",2020,2
001088,2020-06-30,601668,中国建筑,1.01,125.81,600.11,2020,2
001088,2020-06-30,603087,甘李药业,0.02,0.11,10.79,2020,2
001088,2020-06-30,603214,爱婴室,2.58,50.08,"1,535.81",2020,2
001088,2020-06-30,603486,科沃斯,8.33,164.31,"4,963.92",2020,2
001088,2020-06-30,603816,顾家家居,0.52,6.83,307.29,2020,2
001088,2020-06-30,651,格力电器,0.00,0.01,0.46,2020,2
001088,2020-06-30,688027,国盾量子,0.02,0.28,10.24,2020,2
001088,2020-06-30,688189,南新制药,0.06,0.68,34.31,2020,2
001088,2020-06-30,688277,天智航,0.02,0.88,10.61,2020,2
001088,2020-06-30,688377,迪威尔,0.02,0.79,12.96,2020,2
001088,2020-06-30,688528,秦川物联,0.02,0.83,9.45,2020,2
001088,2020-06-30,688600,皖仪科技,0.01,0.55,8.48,2020,2
001088,2020-12-31,2126,银轮股份,0.55,24.00,330.48,2020,4
001088,2020-12-31,2127,南极电商,2.29,100.00,"1,368.00",2020,4
001088,2020-12-31,2304,洋河股份,1.38,3.50,825.97,2020,4
001088,2020-12-31,2353,杰瑞股份,1.17,20.00,700.02,2020,4
001088,2020-12-31,2384,东山精密,0.52,12.00,312.00,2020,4
001088,2020-12-31,2460,赣锋锂业,3.39,20.00,"2,024.00",2020,4
001088,2020-12-31,2475,立讯精密,6.48,69.00,"3,872.28",2020,4
001088,2020-12-31,2555,三七互娱,1.57,30.00,936.90,2020,4
001088,2020-12-31,2595,豪迈科技,0.50,10.00,296.50,2020,4
001088,2020-12-31,2928,华夏航空,2.33,110.00,"1,391.50",2020,4
001088,2020-12-31,2930,宏川智慧,1.96,60.00,"1,170.60",2020,4
001088,2020-12-31,2946,新乳业,2.36,80.00,"1,408.80",2020,4
001088,2020-12-31,2959,小熊电器,3.79,20.01,"2,267.57",2020,4
001088,2020-12-31,300014,亿纬锂能,6.82,50.00,"4,075.00",2020,4
001088,2020-12-31,300034,钢研高纳,0.90,15.00,539.28,2020,4
001088,2020-12-31,300132,青松股份,2.59,82.40,"1,548.30",2020,4
001088,2020-12-31,300740,水羊股份,1.51,50.00,905.00,2020,4
001088,2020-12-31,300750,宁德时代,5.87,10.00,"3,511.10",2020,4
001088,2020-12-31,300767,震安科技,1.83,15.00,"1,095.00",2020,4
001088,2020-12-31,300860,锋尚文化,1.31,6.00,784.20,2020,4
001088,2020-12-31,300864,南大环境,0.00,0.02,1.51,2020,4
001088,2020-12-31,300865,大宏立,0.02,0.33,12.32,2020,4
001088,2020-12-31,300868,杰美特,0.00,0.06,2.57,2020,4
001088,2020-12-31,300871,回盛生物,0.00,0.06,2.39,2020,4
001088,2020-12-31,300872,天阳科技,0.01,0.09,3.30,2020,4
001088,2020-12-31,300873,海晨股份,0.00,0.05,2.00,2020,4
001088,2020-12-31,300876,蒙泰高新,0.00,0.04,1.28,2020,4
001088,2020-12-31,300877,金春股份,0.00,0.06,2.89,2020,4
001088,2020-12-31,300878,维康药业,0.00,0.04,1.95,2020,4
001088,2020-12-31,300879,大叶股份,0.00,0.05,1.26,2020,4
001088,2020-12-31,300881,盛德鑫泰,0.00,0.03,0.94,2020,4
001088,2020-12-31,300882,万胜智能,0.00,0.04,1.13,2020,4
001088,2020-12-31,300886,华业香料,0.00,0.01,0.67,2020,4
001088,2020-12-31,300887,谱尼测试,0.00,0.02,1.56,2020,4
001088,2020-12-31,300889,爱克股份,0.00,0.05,1.44,2020,4
001088,2020-12-31,300890,翔丰华,0.00,0.03,1.40,2020,4
001088,2020-12-31,300891,惠云钛业,0.00,0.11,1.87,2020,4
001088,2020-12-31,300892,品渥食品,0.00,0.03,1.63,2020,4
001088,2020-12-31,300893,松原股份,0.00,0.03,0.97,2020,4
001088,2020-12-31,300894,火星人,0.00,0.06,2.32,2020,4
001088,2020-12-31,300895,铜牛信息,0.00,0.03,1.28,2020,4
001088,2020-12-31,300896,爱美客,0.02,0.02,13.15,2020,4
001088,2020-12-31,300898,熊猫乳品,0.00,0.05,1.64,2020,4
001088,2020-12-31,300900,广联航空,0.00,0.09,2.91,2020,4
001088,2020-12-31,300902,国安达,0.00,0.06,1.34,2020,4
001088,2020-12-31,300908,仲景食品,0.00,0.03,1.72,2020,4
001088,2020-12-31,300909,汇创达,0.00,0.04,1.57,2020,4
001088,2020-12-31,300910,瑞丰新材,0.00,0.05,2.27,2020,4
001088,2020-12-31,300911,亿田智能,0.00,0.03,1.02,2020,4
001088,2020-12-31,300917,特发服务,0.00,0.03,0.90,2020,4
001088,2020-12-31,300918,南山智尚,0.00,0.11,0.95,2020,4
001088,2020-12-31,300919,中伟股份,0.01,0.06,3.75,2020,4
001088,2020-12-31,300922,天秦装备,0.00,0.03,0.91,2020,4
001088,2020-12-31,300925,法本信息,0.00,0.04,1.32,2020,4
001088,2020-12-31,300926,博俊科技,0.01,0.36,3.86,2020,4
001088,2020-12-31,300927,江天化学,0.00,0.22,2.90,2020,4
001088,2020-12-31,300999,金龙鱼,0.04,0.30,26.47,2020,4
001088,2020-12-31,3026,中晶科技,0.00,0.05,2.17,2020,4
001088,2020-12-31,3028,振邦智能,0.00,0.04,1.80,2020,4
001088,2020-12-31,3029,吉大正元,0.00,0.07,1.87,2020,4
001088,2020-12-31,3030,祖名股份,0.00,0.05,0.73,2020,4
001088,2020-12-31,3031,中瓷电子,0.00,0.04,0.59,2020,4
001088,2020-12-31,600116,三峡水利,2.11,150.00,"1,263.00",2020,4
001088,2020-12-31,600176,中国巨石,3.01,90.00,"1,796.40",2020,4
001088,2020-12-31,600219,南山铝业,0.95,180.00,568.80,2020,4
001088,2020-12-31,600352,浙江龙盛,1.14,50.00,681.00,2020,4
001088,2020-12-31,600426,华鲁恒升,1.87,30.00,"1,119.00",2020,4
001088,2020-12-31,600438,通威股份,2.09,32.50,"1,249.30",2020,4
001088,2020-12-31,600600,青岛啤酒,1.25,7.50,745.50,2020,4
001088,2020-12-31,600741,华域汽车,1.69,35.00,"1,008.70",2020,4
001088,2020-12-31,600761,安徽合力,0.95,40.00,568.01,2020,4
001088,2020-12-31,601012,隆基绿能,3.39,22.00,"2,028.40",2020,4
001088,2020-12-31,601021,春秋航空,0.93,10.00,554.30,2020,4
001088,2020-12-31,601689,拓普集团,0.50,7.70,295.91,2020,4
001088,2020-12-31,601888,中国中免,6.62,14.00,"3,954.30",2020,4
001088,2020-12-31,603348,文灿股份,0.92,20.00,548.00,2020,4
001088,2020-12-31,603520,司太立,1.49,13.50,888.71,2020,4
001088,2020-12-31,603596,伯特利,1.43,25.00,855.50,2020,4
001088,2020-12-31,605179,一鸣食品,0.00,0.09,1.66,2020,4
001088,2020-12-31,605277,新亚电子,0.00,0.05,0.86,2020,4
001088,2020-12-31,688013,天臣医疗,0.01,0.30,8.67,2020,4
001088,2020-12-31,688050,爱博医疗,0.10,0.35,59.36,2020,4
001088,2020-12-31,688093,世华科技,0.02,0.46,10.86,2020,4
001088,2020-12-31,688169,石头科技,3.47,2.00,"2,072.00",2020,4
001088,2020-12-31,688221,前沿生物,0.03,1.04,17.92,2020,4
001088,2020-12-31,688335,复洁环保,0.03,0.41,14.95,2020,4
001088,2020-12-31,688356,键凯科技,0.04,0.24,25.56,2020,4
001088,2020-12-31,688526,科前生物,0.10,1.46,57.37,2020,4
001088,2020-12-31,688550,瑞联新材,0.04,0.25,21.35,2020,4
001088,2020-12-31,688617,惠泰医疗,0.02,0.17,12.46,2020,4
001088,2020-12-31,688678,福立旺,0.02,0.42,9.15,2020,4
001088,2020-12-31,688686,奥普特,0.07,0.23,39.73,2020,4
001088,2020-12-31,830,鲁西化工,0.64,30.00,383.40,2020,4
001088,2020-12-31,858,五粮液,1.10,2.25,656.66,2020,4
001088,2020-12-31,983,山西焦煤,1.70,180.00,"1,015.18",2020,4
001088,2021-06-30,1208,华菱线缆,0.00,0.18,1.36,2021,2
001088,2021-06-30,2149,西部材料,0.94,22.00,354.20,2021,2
001088,2021-06-30,2203,海亮股份,1.07,38.00,404.32,2021,2
001088,2021-06-30,2353,杰瑞股份,1.57,13.30,594.51,2021,2
001088,2021-06-30,2460,赣锋锂业,2.56,8.00,968.72,2021,2
001088,2021-06-30,2475,立讯精密,8.74,72.00,"3,312.00",2021,2
001088,2021-06-30,2539,云图控股,0.51,22.00,192.06,2021,2
001088,2021-06-30,2595,豪迈科技,0.97,13.80,368.46,2021,2
001088,2021-06-30,2597,金禾实业,1.65,18.00,624.60,2021,2
001088,2021-06-30,2651,利君股份,1.02,32.00,386.88,2021,2
001088,2021-06-30,2946,新乳业,3.80,95.00,"1,439.25",2021,2
001088,2021-06-30,2959,小熊电器,1.75,10.00,664.40,2021,2
001088,2021-06-30,300014,亿纬锂能,3.29,12.00,"1,247.16",2021,2
001088,2021-06-30,300034,钢研高纳,1.02,12.00,386.52,2021,2
001088,2021-06-30,300115,长盈精密,1.63,30.00,618.00,2021,2
001088,2021-06-30,300132,青松股份,1.95,35.00,738.50,2021,2
001088,2021-06-30,300592,华凯易佰,1.02,14.50,385.70,2021,2
001088,2021-06-30,300614,百川畅银,0.00,0.03,1.33,2021,2
001088,2021-06-30,300740,水羊股份,0.83,15.00,313.20,2021,2
001088,2021-06-30,300750,宁德时代,5.37,3.80,"2,032.24",2021,2
001088,2021-06-30,300825,阿尔特,0.70,10.00,264.80,2021,2
001088,2021-06-30,300866,安克创新,1.11,2.50,418.68,2021,2
001088,2021-06-30,300919,中伟股份,0.03,0.06,9.94,2021,2
001088,2021-06-30,300926,博俊科技,0.00,0.04,0.80,2021,2
001088,2021-06-30,300927,江天化学,0.00,0.02,0.65,2021,2
001088,2021-06-30,300929,华骐环保,0.00,0.02,0.54,2021,2
001088,2021-06-30,300930,屹通新材,0.00,0.03,0.79,2021,2
001088,2021-06-30,300931,通用电梯,0.00,0.07,0.88,2021,2
001088,2021-06-30,300933,中辰股份,0.00,0.11,1.16,2021,2
001088,2021-06-30,300937,药易购,0.00,0.02,1.31,2021,2
001088,2021-06-30,300940,南极光,0.00,0.03,1.33,2021,2
001088,2021-06-30,300942,易瑞生物,0.00,0.04,1.26,2021,2
001088,2021-06-30,300943,春晖智控,0.00,0.03,0.59,2021,2
001088,2021-06-30,300945,曼卡龙,0.00,0.05,0.89,2021,2
001088,2021-06-30,300948,冠中生态,0.00,0.03,0.89,2021,2
001088,2021-06-30,300950,德固特,0.00,0.02,0.86,2021,2
001088,2021-06-30,300952,恒辉安防,0.00,0.03,0.92,2021,2
001088,2021-06-30,300953,震裕科技,0.01,0.02,2.40,2021,2
001088,2021-06-30,300955,嘉亨家化,0.00,0.02,1.07,2021,2
001088,2021-06-30,300956,英力股份,0.00,0.04,0.96,2021,2
001088,2021-06-30,300957,贝泰妮,0.02,0.03,7.63,2021,2
001088,2021-06-30,300958,建工修复,0.00,0.03,0.82,2021,2
001088,2021-06-30,300960,通业科技,0.00,0.02,0.54,2021,2
001088,2021-06-30,300961,深水海纳,0.00,0.04,0.87,2021,2
001088,2021-06-30,300962,中金辐照,0.00,0.06,0.94,2021,2
001088,2021-06-30,300963,中洲特材,0.00,0.03,0.64,2021,2
001088,2021-06-30,300966,共同药业,0.00,0.03,0.90,2021,2
001088,2021-06-30,300967,晓鸣股份,0.00,0.05,0.59,2021,2
001088,2021-06-30,300968,格林精密,0.00,0.12,1.40,2021,2
001088,2021-06-30,300971,博亚精工,0.00,0.02,0.69,2021,2
001088,2021-06-30,300972,万辰集团,0.00,0.04,0.54,2021,2
001088,2021-06-30,300973,立高食品,0.01,0.03,4.03,2021,2
001088,2021-06-30,300975,商络电子,0.00,0.05,0.64,2021,2
001088,2021-06-30,300978,东箭科技,0.00,0.06,0.81,2021,2
001088,2021-06-30,300979,华利集团,0.01,0.05,4.38,2021,2
001088,2021-06-30,300981,中红医疗,0.01,0.03,2.76,2021,2
001088,2021-06-30,300982,苏文电能,0.00,0.03,1.44,2021,2
001088,2021-06-30,300985,致远新能,0.00,0.03,0.73,2021,2
001088,2021-06-30,300986,志特新材,0.00,0.03,0.81,2021,2
001088,2021-06-30,300987,川网传媒,0.00,0.03,0.81,2021,2
001088,2021-06-30,300991,创益通,0.00,0.03,0.67,2021,2
001088,2021-06-30,300992,泰福泵业,0.00,0.02,0.41,2021,2
001088,2021-06-30,300993,玉马遮阳,0.00,0.04,0.79,2021,2
001088,2021-06-30,300995,奇德新材,0.00,0.02,0.45,2021,2
001088,2021-06-30,300996,普联软件,0.00,0.02,1.02,2021,2
001088,2021-06-30,300997,欢乐家,0.00,0.09,1.21,2021,2
001088,2021-06-30,300998,宁波方正,0.00,0.02,0.43,2021,2
001088,2021-06-30,301002,崧盛股份,0.00,0.02,1.16,2021,2
001088,2021-06-30,301004,嘉益股份,0.00,0.03,0.68,2021,2
001088,2021-06-30,301007,德迈仕,0.00,0.03,0.44,2021,2
001088,2021-06-30,301010,晶雪节能,0.00,0.02,0.38,2021,2
001088,2021-06-30,301011,华立科技,0.00,0.02,0.59,2021,2
001088,2021-06-30,301012,扬电科技,0.00,0.02,0.41,2021,2
001088,2021-06-30,301015,百洋医药,0.00,0.05,1.79,2021,2
001088,2021-06-30,301016,雷尔伟,0.00,0.03,0.91,2021,2
001088,2021-06-30,301017,漱玉平民,0.01,0.56,4.92,2021,2
001088,2021-06-30,301018,申菱环境,0.02,0.78,6.48,2021,2
001088,2021-06-30,301021,英诺激光,0.01,0.29,2.74,2021,2
001088,2021-06-30,333,美的集团,1.13,6.00,428.22,2021,2
001088,2021-06-30,600104,上汽集团,1.04,18.00,395.46,2021,2
001088,2021-06-30,600141,兴发集团,0.75,15.00,282.45,2021,2
001088,2021-06-30,600219,南山铝业,0.95,100.00,360.00,2021,2
001088,2021-06-30,600519,贵州茅台,0.49,0.09,185.10,2021,2
001088,2021-06-30,600600,青岛啤酒,0.52,1.70,196.61,2021,2
001088,2021-06-30,601012,隆基绿能,4.22,18.00,"1,599.12",2021,2
001088,2021-06-30,601058,赛轮轮胎,1.58,60.00,599.40,2021,2
001088,2021-06-30,601528,瑞丰银行,0.01,0.22,3.47,2021,2
001088,2021-06-30,601699,潞安环能,0.84,27.00,318.87,2021,2
001088,2021-06-30,601888,中国中免,4.44,5.60,"1,680.56",2021,2
001088,2021-06-30,603171,税友股份,0.00,0.06,1.22,2021,2
001088,2021-06-30,603520,司太立,0.81,5.00,308.25,2021,2
001088,2021-06-30,603605,珀莱雅,2.23,4.30,846.50,2021,2
001088,2021-06-30,603678,火炬电子,1.19,6.66,449.55,2021,2
001088,2021-06-30,603799,华友钴业,4.67,15.50,"1,770.10",2021,2
001088,2021-06-30,603877,太平鸟,4.93,35.00,"1,868.30",2021,2
001088,2021-06-30,605011,杭州热电,0.00,0.05,0.47,2021,2
001088,2021-06-30,605080,浙江自然,0.38,2.30,144.44,2021,2
001088,2021-06-30,605089,味知香,0.01,0.04,3.22,2021,2
001088,2021-06-30,605162,新中港,0.00,0.14,0.84,2021,2
001088,2021-06-30,605287,德才股份,0.00,0.03,1.10,2021,2
001088,2021-06-30,605300,佳禾食品,1.47,20.00,556.00,2021,2
001088,2021-06-30,630,铜陵有色,1.44,200.00,544.00,2021,2
001088,2021-06-30,688023,安恒信息,1.73,2.60,655.20,2021,2
001088,2021-06-30,688067,爱威科技,0.01,0.13,3.13,2021,2
001088,2021-06-30,688087,英科再生,0.01,0.25,5.42,2021,2
001088,2021-06-30,688116,天奈科技,0.54,1.73,204.14,2021,2
001088,2021-06-30,688122,西部超导,1.03,6.00,389.22,2021,2
001088,2021-06-30,688169,石头科技,0.67,0.20,252.20,2021,2
001088,2021-06-30,688191,智洋创新,0.02,0.32,5.68,2021,2
001088,2021-06-30,688201,信安世纪,0.03,0.21,9.67,2021,2
001088,2021-06-30,688226,威腾电气,0.00,0.27,1.73,2021,2
001088,2021-06-30,688239,航宇科技,0.01,0.49,5.66,2021,2
001088,2021-06-30,688311,盟升电子,0.39,2.00,146.00,2021,2
001088,2021-06-30,688350,富淼科技,0.02,0.26,5.73,2021,2
001088,2021-06-30,688565,力源科技,0.01,0.25,3.45,2021,2
001088,2021-06-30,688575,亚辉龙,0.03,0.34,11.02,2021,2
001088,2021-06-30,688611,杭州柯林,0.02,0.14,5.93,2021,2
001088,2021-06-30,688613,奥精医疗,0.04,0.26,16.62,2021,2
001088,2021-06-30,688621,阳光诺和,0.03,0.15,9.50,2021,2
001088,2021-06-30,688639,华恒生物,2.53,20.00,959.80,2021,2
001088,2021-06-30,688686,奥普特,0.28,0.23,105.08,2021,2
001088,2021-06-30,688700,东威科技,0.03,0.30,11.73,2021,2
001088,2021-06-30,689009,九号公司,2.13,9.50,808.64,2021,2
001088,2021-06-30,739,普洛药业,1.13,14.50,426.30,2021,2
001088,2021-06-30,858,五粮液,1.73,2.20,655.36,2021,2
001088,2021-06-30,933,神火股份,0.94,37.50,354.38,2021,2
001088,2021-12-31,1234,泰慕士,0.00,0.03,0.55,2021,4
001088,2021-12-31,2154,报喜鸟,1.03,72.00,362.16,2021,4
001088,2021-12-31,2475,立讯精密,6.96,50.00,"2,460.00",2021,4
001088,2021-12-31,2493,荣盛石化,2.06,40.01,726.49,2021,4
001088,2021-12-31,2946,新乳业,2.26,50.00,797.00,2021,4
001088,2021-12-31,300014,亿纬锂能,3.01,9.00,"1,063.62",2021,4
001088,2021-12-31,300034,钢研高纳,2.22,13.60,783.36,2021,4
001088,2021-12-31,300308,中际旭创,0.96,8.00,340.00,2021,4
001088,2021-12-31,300699,光威复材,1.20,5.00,422.40,2021,4
001088,2021-12-31,300718,长盛轴承,1.43,30.00,506.40,2021,4
001088,2021-12-31,300745,欣锐科技,1.00,5.50,353.10,2021,4
001088,2021-12-31,300750,宁德时代,6.66,4.00,"2,352.00",2021,4
001088,2021-12-31,300774,倍杰特,0.00,0.04,0.94,2021,4
001088,2021-12-31,300814,中富电路,0.00,0.03,0.78,2021,4
001088,2021-12-31,300854,中兰环保,0.00,0.02,0.55,2021,4
001088,2021-12-31,300894,火星人,2.23,16.00,786.72,2021,4
001088,2021-12-31,300910,瑞丰新材,1.04,4.61,367.71,2021,4
001088,2021-12-31,300911,亿田智能,1.04,4.50,368.64,2021,4
001088,2021-12-31,300994,久祺股份,0.01,0.04,1.91,2021,4
001088,2021-12-31,301017,漱玉平民,0.00,0.06,1.32,2021,4
001088,2021-12-31,301018,申菱环境,0.01,0.08,2.04,2021,4
001088,2021-12-31,301021,英诺激光,0.00,0.03,1.20,2021,4
001088,2021-12-31,301025,读客文化,0.00,0.04,0.84,2021,4
001088,2021-12-31,301026,浩通科技,0.00,0.02,1.27,2021,4
001088,2021-12-31,301027,华蓝集团,0.00,0.03,0.48,2021,4
001088,2021-12-31,301028,东亚机械,0.00,0.07,0.99,2021,4
001088,2021-12-31,301030,仕净科技,0.00,0.02,0.76,2021,4
001088,2021-12-31,301032,新柴股份,0.00,0.05,0.64,2021,4
001088,2021-12-31,301033,迈普医学,0.00,0.01,0.65,2021,4
001088,2021-12-31,301035,润丰股份,0.01,0.04,2.52,2021,4
001088,2021-12-31,301036,双乐股份,0.00,0.02,0.61,2021,4
001088,2021-12-31,301037,保立佳,0.00,0.02,0.47,2021,4
001088,2021-12-31,301038,深水规院,0.00,0.03,0.54,2021,4
001088,2021-12-31,301039,中集车辆,0.01,0.17,2.09,2021,4
001088,2021-12-31,301040,中环海陆,0.00,0.02,0.93,2021,4
001088,2021-12-31,301041,金百泽,0.00,0.02,0.61,2021,4
001088,2021-12-31,301046,能辉科技,0.00,0.03,1.42,2021,4
001088,2021-12-31,301048,金鹰重工,0.00,0.08,1.09,2021,4
001088,2021-12-31,301049,超越科技,0.00,0.02,0.65,2021,4
001088,2021-12-31,301050,雷电微力,0.01,0.02,3.92,2021,4
001088,2021-12-31,301053,远信工业,0.00,0.02,0.45,2021,4
001088,2021-12-31,301055,张小泉,0.00,0.04,0.77,2021,4
001088,2021-12-31,301056,森赫股份,0.00,0.06,0.63,2021,4
001088,2021-12-31,301057,汇隆新材,0.00,0.02,0.41,2021,4
001088,2021-12-31,301058,中粮科工,0.01,0.14,2.53,2021,4
001088,2021-12-31,301059,金三江,0.00,0.03,0.50,2021,4
001088,2021-12-31,301060,兰卫医学,0.01,0.06,1.82,2021,4
001088,2021-12-31,301062,上海艾录,0.00,0.05,0.89,2021,4
001088,2021-12-31,301063,海锅股份,0.00,0.02,0.55,2021,4
001088,2021-12-31,301066,万事利,0.00,0.03,0.79,2021,4
001088,2021-12-31,301068,大地海洋,0.00,0.01,0.41,2021,4
001088,2021-12-31,301069,凯盛新材,0.01,0.05,2.38,2021,4
001088,2021-12-31,301072,中捷精工,0.00,0.02,0.60,2021,4
001088,2021-12-31,301073,君亭酒店,0.00,0.01,0.46,2021,4
001088,2021-12-31,301078,孩子王,0.00,0.08,0.92,2021,4
001088,2021-12-31,301079,邵阳液压,0.00,0.01,0.35,2021,4
001088,2021-12-31,301081,严牌股份,0.00,0.04,0.70,2021,4
001088,2021-12-31,301082,久盛电气,0.01,0.09,1.97,2021,4
001088,2021-12-31,301083,百胜智能,0.00,0.04,0.59,2021,4
001088,2021-12-31,301087,可孚医疗,0.00,0.01,0.89,2021,4
001088,2021-12-31,301089,拓新药业,0.00,0.02,1.49,2021,4
001088,2021-12-31,301090,华润材料,0.00,0.11,1.24,2021,4
001088,2021-12-31,301166,优宁维,0.00,0.01,1.12,2021,4
001088,2021-12-31,301177,迪阿股份,0.90,2.50,318.20,2021,4
001088,2021-12-31,301189,奥尼电子,0.00,0.02,1.10,2021,4
001088,2021-12-31,333,美的集团,2.09,10.00,738.10,2021,4
001088,2021-12-31,537,中绿电,1.43,21.00,506.10,2021,4
001088,2021-12-31,600011,华能国际,1.10,40.00,387.60,2021,4
001088,2021-12-31,600030,中信证券,1.01,13.50,356.54,2021,4
001088,2021-12-31,600031,三一重工,0.97,15.00,342.00,2021,4
001088,2021-12-31,600298,安琪酵母,1.03,6.00,362.16,2021,4
001088,2021-12-31,600399,抚顺特钢,1.05,15.00,371.55,2021,4
001088,2021-12-31,600426,华鲁恒升,0.84,9.50,297.35,2021,4
001088,2021-12-31,600519,贵州茅台,1.04,0.18,369.00,2021,4
001088,2021-12-31,600529,山东药玻,1.06,8.50,373.15,2021,4
001088,2021-12-31,600585,海螺水泥,3.08,27.00,"1,088.10",2021,4
001088,2021-12-31,600754,锦江酒店,1.99,12.00,703.20,2021,4
001088,2021-12-31,601669,中国电建,2.52,110.00,888.80,2021,4
001088,2021-12-31,601888,中国中免,2.98,4.80,"1,053.17",2021,4
001088,2021-12-31,603345,安井食品,0.92,1.90,324.48,2021,4
001088,2021-12-31,603517,绝味食品,1.03,5.30,362.15,2021,4
001088,2021-12-31,603568,伟明环保,1.52,14.68,536.26,2021,4
001088,2021-12-31,603605,珀莱雅,2.54,4.30,895.73,2021,4
001088,2021-12-31,603678,火炬电子,1.76,8.20,620.33,2021,4
001088,2021-12-31,603799,华友钴业,3.12,10.00,"1,103.10",2021,4
001088,2021-12-31,603816,顾家家居,2.62,12.00,925.92,2021,4
001088,2021-12-31,688049,炬芯科技,0.03,0.17,8.99,2021,4
001088,2021-12-31,688116,天奈科技,1.52,3.60,537.44,2021,4
001088,2021-12-31,688122,西部超导,1.10,4.00,387.76,2021,4
001088,2021-12-31,688169,石头科技,1.84,0.80,650.40,2021,4
001088,2021-12-31,688255,凯尔达,0.01,0.13,4.88,2021,4
001088,2021-12-31,688501,青达环保,0.01,0.18,3.71,2021,4
001088,2021-12-31,688639,华恒生物,8.42,23.00,"2,972.75",2021,4
001088,2021-12-31,688711,宏微科技,0.06,0.19,21.73,2021,4
001088,2021-12-31,688767,博拓生物,0.04,0.22,14.74,2021,4
001088,2021-12-31,688793,倍轻松,1.36,4.60,480.70,2021,4
001088,2021-12-31,688800,瑞可达,0.07,0.20,26.27,2021,4
001088,2021-12-31,689009,九号公司,1.79,9.00,630.63,2021,4
001088,2021-12-31,739,普洛药业,1.49,15.00,526.35,2021,4
001088,2021-12-31,933,神火股份,0.90,35.00,318.15,2021,4
001088,2022-06-30,1268,联合精密,0.00,0.04,1.13,2022,2
001088,2022-06-30,1323,慕思股份,0.01,0.06,2.81,2022,2
001088,2022-06-30,2120,韵达股份,1.02,17.01,290.12,2022,2
001088,2022-06-30,2271,东方雨虹,2.17,12.00,617.64,2022,2
001088,2022-06-30,2475,立讯精密,5.93,50.00,"1,689.50",2022,2
001088,2022-06-30,2705,新宝股份,1.07,13.80,303.46,2022,2
001088,2022-06-30,2946,新乳业,2.28,50.00,649.50,2022,2
001088,2022-06-30,300034,钢研高纳,1.48,10.00,421.80,2022,2
001088,2022-06-30,300432,富临精工,1.16,15.00,330.00,2022,2
001088,2022-06-30,300680,隆盛科技,1.37,15.00,388.80,2022,2
001088,2022-06-30,300750,宁德时代,7.50,4.00,"2,136.00",2022,2
001088,2022-06-30,300767,震安科技,3.47,17.00,989.14,2022,2
001088,2022-06-30,300834,星辉环材,0.00,0.02,0.52,2022,2
001088,2022-06-30,300894,火星人,2.36,18.00,673.02,2022,2
001088,2022-06-30,300910,瑞丰新材,0.84,3.80,240.24,2022,2
001088,2022-06-30,300911,亿田智能,3.24,12.00,922.20,2022,2
001088,2022-06-30,300990,同飞股份,1.05,5.01,298.86,2022,2
001088,2022-06-30,301097,天益医疗,0.00,0.02,1.19,2022,2
001088,2022-06-30,301103,何氏眼科,0.00,0.03,1.10,2022,2
001088,2022-06-30,301109,军信股份,0.00,0.06,0.93,2022,2
001088,2022-06-30,301122,采纳股份,0.01,0.02,1.44,2022,2
001088,2022-06-30,301123,奕东电子,0.00,0.03,0.72,2022,2
001088,2022-06-30,301125,腾亚精工,0.00,0.03,0.90,2022,2
001088,2022-06-30,301181,标榜股份,0.00,0.02,0.69,2022,2
001088,2022-06-30,301196,唯科科技,0.00,0.01,0.39,2022,2
001088,2022-06-30,301201,诚达药业,0.00,0.02,1.37,2022,2
001088,2022-06-30,301206,三元生物,0.00,0.02,0.89,2022,2
001088,2022-06-30,301207,华兰疫苗,0.00,0.01,0.76,2022,2
001088,2022-06-30,301212,联盛化学,0.00,0.04,1.38,2022,2
001088,2022-06-30,301219,腾远钴业,0.00,0.01,0.83,2022,2
001088,2022-06-30,301228,实朴检测,0.00,0.04,0.76,2022,2
001088,2022-06-30,301236,软通动力,0.00,0.04,1.24,2022,2
001088,2022-06-30,301259,艾布鲁,0.00,0.05,1.20,2022,2
001088,2022-06-30,301263,泰恩康,0.01,0.06,1.79,2022,2
001088,2022-06-30,301279,金道科技,0.00,0.03,0.68,2022,2
001088,2022-06-30,420,吉林化纤,0.97,58.00,276.66,2022,2
