fund_code,基金经理,基金简称,典型定位,fund_code,report_date,year,quarter,quarter_return,excess_return,ff5_adj_return,ARG,total_buy,total_sell,pgr,plr,TO_wind_clean,TO_two_sided,ICI,industry_hhi,ISDI,SDI,de,oc_conf,risk_asym,anchor_high,timing,mppm8_lag,sortino8_lag,sharpe8_lag,return_volatility,lsv,avg_aum,log_aum,mgr_total_tenure_v2,log_fund_age
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2020-04-01,2020,1,0.0112655610168383,0.0087655610168383,0.020947304307366,0.0490486473304978,,,,,131.682388625248,,0.804505,0.079552,0.0703326240340463,,,,,0.7804853453705674,0.6561955731785254,,,,,0.1204299367915349,108.48,4.686565824192085,406.0,2.40333578817371
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2020-07-01,2020,2,0.3762905494306361,0.3737905494306361,0.020947304307366,0.0799771381586325,,,0.6666666666666666,0.8,88.0494284027145,,0.887542,0.083953,0.0056956017297753,,-0.1333333333333334,-43.6329602225335,,0.977669716278724,0.6561955731785254,,,,,0.069102273685135,161.19,5.08258379340884,497.0,2.425610604615279
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2020-10-01,2020,3,-0.0873888888227346,-0.0898888888227346,0.020947304307366,0.0239606006865528,,,,,88.0494284027145,,0.953224,0.084944,0.0146252285191955,,,0.0,,0.8081612565320357,0.6561955731785254,,,,0.2492241947201944,0.129710243473009,277.31,5.625136013998199,589.0,2.447636872152458
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2021-01-01,2020,4,0.0949713596684072,0.0924713596684072,0.020947304307366,0.0271829825049253,2026.78,380.98,0.4615384615384615,0.7037037037037037,73.8720291044711,0.8705536955216975,0.955708,0.08881,0.0146252285191955,,-0.2421652421652421,-0.0,0.1040651685833431,0.8737295732048781,0.6561955731785254,,,,0.2034976633647955,0.0593261965351563,327.76,5.792281633238615,681.0,2.469188420736043
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2021-04-01,2021,1,-0.1141304487827934,-0.1166304487827934,0.020947304307366,0.0126054530385345,,,,,73.8720291044711,,0.927779,0.095178,0.0002161694768698,,,0.0,0.0984474395028998,0.741445253137684,0.6561955731785254,0.2340561969594858,,0.4827440453600603,0.1989461327279179,0.1265839341544989,271.1,5.60248775650462,771.0,2.4898313555887945
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2021-07-01,2021,2,0.3939754082073186,0.3914754082073186,0.020947304307366,0.0352295710850416,3381.4700000000003,974.54,0.0923076923076923,0.056338028169014,43.34059494377,0.6388507166521719,0.927652,0.091928,0.0096556163501769,,0.0359696641386782,-0.0,0.0950020942121996,0.9274844146841552,0.6561955731785254,0.0655062988281223,,0.2722688572218909,0.226614353275482,0.1065354346385591,281.77,5.641091135316281,862.0,2.5102792087920416
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2021-10-01,2021,3,-0.0359943231396815,-0.0384943231396815,0.020947304307366,0.0096006657168693,,,,,43.34059494377,,0.921016,0.09173,0.0004291385044522,,,0.0,0.0975129017350774,0.7326570096336451,0.6561955731785254,0.2270515368535243,,0.4912487116384135,0.2139586130815177,0.1050511838250529,253.85,5.536743541393403,954.0,2.530535295467776
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2022-01-01,2021,4,0.0281194756124272,0.0256194756124272,0.020947304307366,0.0178256948352125,4574.52,621.47,0.0121951219512195,0.0058823529411764,29.7789642311792,0.3942781001465266,0.864529,0.085166,0.0094022834116856,,0.006312769010043,-0.0,0.1241693007810978,0.7675808393009624,0.6561955731785254,0.1675257965023365,2.235759420989532,0.4188536696540749,0.1992076846759241,0.0397913156295049,274.08,5.613420034575809,1046.0,2.5503892061302067
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2022-04-01,2022,1,-0.2276434623451563,-0.2301434623451563,0.020947304307366,0.0253132915633468,,,,,29.7789642311792,,0.85541,0.082083,0.000656958283149,,,0.0,0.0937301800313796,0.5915351559488355,0.6561955731785254,0.1590800693348608,2.036933066172225,0.4095373083653142,0.2261455831510793,0.0471733903260521,246.16,5.505981731013787,1136.0,2.5694374011009016
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2022-07-01,2022,2,-0.0074915439224001,-0.0099915439224001,0.020947304307366,0.0246130786127063,3654.93,1706.97,0.0,0.0,52.7314048923381,0.2810293770801121,0.86672,0.077446,0.0008595680670462,1.005585599527172,0.0,0.0,0.0831257222644581,0.5722288680476207,0.6561955731785254,-0.0224559382308322,0.6298749283604939,0.2257900027094994,0.184873947150181,0.0865188410069148,266.36,5.584848777242422,1227.0,2.58833527426397
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2022-10-01,2022,3,-0.2105818899565796,-0.2130818899565796,0.020947304307366,0.0261329839104279,,,,,52.7314048923381,,0.81913,0.072965,0.0008595680670462,0.7394747237770449,,0.0,0.0705419673542735,0.4701437324473719,0.6561955731785254,-0.1399819636164921,0.0357499122967562,0.0165314790052612,0.1983839047092957,0.1747869016816699,239.83,5.479930339022074,1319.0,2.6070845498067525
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2023-01-01,2022,4,-0.0096207848414899,-0.0121207848414899,0.020947304307366,0.0433418724770922,551.07,10503.75,0.976303317535545,0.9543147208121828,44.2543267457271,0.9981977068618972,0.726771,0.070554,0.0,0.7444205326388194,0.0219885967233622,-0.0,0.0924645991726014,0.4921027755156846,0.6561955731785254,-0.2324519853432978,-0.124188091714934,-0.062316574252022,0.193898199943427,0.0525915626981837,248.59,5.515804953006089,1411.0,2.625488750006224
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2023-04-01,2023,1,0.1425613555402778,0.1400613555402778,0.020947304307366,0.0679542456399561,,,,,44.2543267457271,,0.817485,0.087653,0.0,0.0270254442389493,,0.0,0.0537605406480499,0.5912410162413162,0.6561955731785254,-0.273513618217797,-0.2553899252980455,-0.1312880363859288,0.1978990372637895,0.0548090026497466,276.1,5.620763118936109,42.0,2.6431709395811733
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2023-07-01,2023,2,-0.0673688246465572,-0.0698688246465572,0.020947304307366,0.0070061179908133,2034.16,229.61,0.5,0.6818181818181818,47.7063922679909,0.7735021270052792,0.745599,0.073179,0.0,0.3414557516728275,-0.1818181818181817,3.4520655222638013,-0.0338641356649818,0.585760523334981,0.6561955731785254,-0.1589168330756397,0.0600223422673645,0.0337355687126831,0.1223281644695321,0.0730182106448547,226.93,5.424641599881531,133.0,2.6607372632990725
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2023-10-01,2023,3,-0.0766089747905609,-0.0791089747905609,0.020947304307366,0.0111471659127859,,,,,47.7063922679909,,0.745813,0.077584,0.0,1.1566296977896675,,0.0,-0.0308379720904975,0.5117715602944173,0.6561955731785254,-0.3011130871460603,-0.5093903108505232,-0.4175413896262501,0.1225901210366164,0.1019479786154534,209.29,5.343720850001886,225.0,2.6781883890214795
320007,蔡嵩松,诺安成长混合,极致集中·科技成长轮动型,320007,2024-01-01,2023,4,-0.0158967091875815,-0.0183967091875815,0.020947304307366,0.0380843085756482,1123.15,2297.4200000000005,0.673469387755102,0.6736842105263158,24.9714786793027,0.9616635694264436,0.698183,0.058443,0.0,0.5473984623291814,-0.0002148227712137,-0.0,,0.5767300764228236,0.6561955731785254,-0.3219137882669957,-0.57928198140343,-0.458167480925325,0.1193414202392506,0.1029083077462182,196.31,5.279695042419942,317.0,2.6953401890590416
