stock_code,date,monthly_return
400100,2021-11-01,0.62222222222222
400100,2021-12-01,-0.041095890410959
400100,2022-01-01,-0.042857142857142996
400100,2022-02-01,0.08955223880597
400100,2022-03-01,0.16438356164384
400100,2022-04-01,0.047058823529412
400100,2022-05-01,-0.033707865168539
400100,2022-06-01,-0.16279069767442
400100,2022-07-01,0.069444444444444
400100,2022-08-01,0.025974025974026
400100,2022-09-01,0.20253164556961997
400100,2022-10-01,-0.052631578947368
400100,2022-11-01,-0.033333333333333
400100,2023-12-01,-0.10344827586207
400100,2024-01-01,-0.24358974358973998
400100,2024-02-01,0.084745762711864
400100,2024-03-01,0.078125
400100,2024-04-01,-0.043478260869565
400100,2024-05-01,0.18181818181818
400100,2024-06-01,-0.1025641025641
400100,2024-07-01,-0.042857142857142996
400100,2024-08-01,0.014925373134327999
400100,2024-09-01,0.029411764705882
400100,2024-10-01,0.014285714285713999
400100,2024-11-01,-0.014084507042254
400100,2024-12-01,-0.042857142857142996
400100,2025-01-01,0.32835820895522
400100,2025-02-01,0.044943820224718996
400100,2025-03-01,-0.021505376344086
400100,2025-04-01,-0.065934065934066
400100,2025-05-01,-0.082352941176471
400100,2025-06-01,0.15384615384615
400100,2025-07-01,0.011111111111111
400100,2025-08-01,0.23076923076922998
400100,2025-09-01,0.25892857142857
400100,2025-10-01,-0.078014184397163
400100,2025-11-01,-0.023076923076923
400100,2025-12-01,-0.22047244094488
400100,2026-01-01,-0.13131313131313
400100,2026-02-01,0.023255813953488
400100,2026-03-01,-0.045454545454545
400100,2026-04-01,-0.035714285714286004
400100,2026-05-01,-0.12345679012346
400100,2026-06-01,-0.070422535211268
400100,2026-07-01,-0.22727272727273
400100,2026-08-01,-0.058823529411765
870614,2017-11-01,0.36200000000000004
870614,2017-12-01,0.071953010279002
870614,2018-01-01,0.041095890410959
870614,2018-02-01,-0.026315789473684
870614,2018-03-01,-0.59797297297297
870614,2018-04-01,0.34285714285714003
870614,2018-05-01,0.56445556946183
870614,2018-06-01,-0.28
870614,2018-07-01,0.33333333333333004
870614,2018-08-01,-0.0083333333333333
870614,2018-09-01,-0.033613445378151
870614,2018-12-01,-0.13130434782609002
870614,2019-04-01,0.2012012012012
870614,2019-05-01,-0.23083333333333
870614,2019-07-01,-0.49620801733478
870614,2019-09-01,0.9354838709677399
870614,2020-04-01,-0.55555555555556
870614,2020-07-01,0.07
870614,2020-08-01,0.86915887850467
870614,2021-11-01,-0.875
870614,2021-12-01,2.85
870614,2022-01-01,-0.37142857142856994
