fund_code,date,subscription,redemption,total_shares,net_asset,nav_change_rate,year,quarter
519770,2022-09-30,0.06,2.35,3.63,5.05,-39.88%,2022,3
519770,2022-06-30,1.47,1.69,5.91,8.41,-2.18%,2022,2
519770,2022-03-31,0.42,1.7,6.14,8.59,-19.35%,2022,1
519770,2021-12-31,0.73,0.15,7.42,10.66,10.82%,2021,4
519770,2021-09-30,0.65,0.58,6.84,9.62,3.42%,2021,3
519770,2021-06-30,1.17,0.73,6.77,9.3,9.37%,2021,2
519770,2021-03-31,0.69,0.85,6.33,8.5,-1.12%,2021,1
519770,2020-12-31,2.37,0.99,6.5,8.6,31.79%,2020,4
519770,2020-09-30,2.37,4.71,5.12,6.52,-26.74%,2020,3
519770,2020-06-30,2.4,1.96,7.46,8.9,8.66%,2020,2
519770,2020-03-31,0.07,0.02,7.02,8.19,2.62%,2020,1
519770,2019-12-31,0.02,0.02,6.97,7.98,2.44%,2019,4
519770,2019-09-30,0.03,0.0,6.97,7.79,3.63%,2019,3
519770,2019-06-30,0.0,0.0,6.94,7.52,0.99%,2019,2
519770,2019-03-31,0.0,0.0,6.94,7.45,1.74%,2019,1
519770,2018-12-31,0.01,0.0,6.94,7.32,0.22%,2018,4
519770,2018-09-30,0.0,0.0,6.94,7.3,1.47%,2018,3
519770,2018-06-30,0.0,0.0,6.94,7.2,-3.31%,2018,2
519770,2018-03-31,0.0,0.0,6.94,7.44,-0.96%,2018,1
519770,2017-12-31,0.0,0.0,6.94,7.52,0.80%,2017,4
519770,2017-09-30,0.0,0.0,6.94,7.46,1.50%,2017,3
519770,2017-06-30,0.0,0.0,6.94,7.35,2.11%,2017,2
519770,2017-03-31,1.94,0.0,6.94,7.2,40.78%,2017,1
519770,2016-12-31,0.0,0.0,5.0,5.11,0.35%,2016,4
519770,2016-09-30,0.0,0.0,5.0,5.09,0.70%,2016,3
519770,2016-07-15,,,,5.06,0.17%,2016,3
519770,2016-07-08,,,,5.05,0.22%,2016,3
519770,2016-07-01,,,,5.04,0.00%,2016,3
519770,2016-06-30,,,5.0,5.04,0.19%,2016,2
519770,2016-06-24,,,,5.03,0.02%,2016,2
519770,2016-06-17,,,,5.03,0.05%,2016,2
519770,2016-06-08,,,,5.03,-0.01%,2016,2
519770,2016-06-03,,,,5.03,0.30%,2016,2
519770,2016-05-27,,,,5.01,-0.04%,2016,2
519770,2016-05-20,,,,5.01,0.08%,2016,2
519770,2016-05-13,,,,5.01,0.05%,2016,2
519770,2016-05-06,,,,5.01,0.01%,2016,2
519770,2016-04-29,,,,5.01,0.10%,2016,2
519770,2016-04-22,,,5.0,,---,2016,2
519771,2026-06-30,8.16,5.0,7.47,53.62,246.21%,2026,2
519771,2026-03-31,3.81,2.14,4.31,15.49,71.23%,2026,1
519771,2025-12-31,3.04,1.58,2.64,9.05,139.92%,2025,4
519771,2025-09-30,1.39,0.69,1.18,3.77,362.28%,2025,3
519771,2025-06-30,0.1,0.09,0.47,0.82,17.58%,2025,2
519771,2025-03-31,0.21,0.09,0.46,0.69,44.31%,2025,1
519771,2024-12-31,0.01,0.52,0.34,0.48,-59.03%,2024,4
519771,2024-09-30,0.0,0.06,0.84,1.17,-5.58%,2024,3
519771,2024-06-30,0.0,0.11,0.89,1.24,-10.36%,2024,2
519771,2024-03-31,0.37,0.21,1.0,1.39,20.00%,2024,1
519771,2023-12-31,0.06,0.21,0.83,1.15,-15.91%,2023,4
519771,2023-09-30,0.1,0.31,0.98,1.37,-17.63%,2023,3
519771,2023-06-30,0.15,0.48,1.18,1.67,-21.98%,2023,2
519771,2023-03-31,0.15,0.55,1.51,2.14,-19.92%,2023,1
519771,2022-12-31,0.08,1.06,1.92,2.67,-34.28%,2022,4
519771,2022-09-30,0.19,1.01,2.9,4.06,-23.66%,2022,3
519771,2022-06-30,0.93,0.89,3.73,5.32,2.60%,2022,2
519771,2022-03-31,0.91,1.33,3.68,5.19,-12.45%,2022,1
519771,2021-12-31,1.56,1.59,4.1,5.92,1.18%,2021,4
519771,2021-09-30,1.68,1.0,4.14,5.85,22.54%,2021,3
519771,2021-06-30,1.54,0.71,3.46,4.78,34.51%,2021,2
519771,2021-03-31,1.25,1.26,2.63,3.55,1.22%,2021,1
519771,2020-12-31,1.55,0.57,2.63,3.51,65.54%,2020,4
519771,2020-09-30,1.39,0.28,1.65,2.12,223.87%,2020,3
519771,2020-06-30,0.52,0.05,0.54,0.65,698.78%,2020,2
519771,2020-03-31,0.07,0.03,0.07,0.08,135.54%,2020,1
519771,2019-12-31,0.02,0.01,0.03,0.03,20.27%,2019,4
519771,2019-09-30,0.03,0.01,0.03,0.03,1046.14%,2019,3
519771,2019-06-30,0.0,0.0,0.0,0.0,-17.56%,2019,2
519771,2019-03-31,0.0,0.0,0.0,0.0,6.22%,2019,1
519771,2018-12-31,0.0,0.0,0.0,0.0,1018.32%,2018,4
519771,2018-09-30,0.0,0.0,0.0,0.0,48.16%,2018,3
519771,2018-06-30,0.0,0.0,0.0,0.0,176.68%,2018,2
519771,2018-03-31,0.0,0.0,0.0,0.0,-79.18%,2018,1
519771,2017-12-31,0.0,0.0,0.0,0.0,241.15%,2017,4
519771,2017-09-30,0.0,0.0,0.0,0.0,18.10%,2017,3
519771,2017-06-30,0.0,0.0,0.0,0.0,11.50%,2017,2
519771,2017-03-31,0.0,0.0,0.0,0.0,-9.74%,2017,1
519771,2016-12-31,0.0,0.0,0.0,0.0,-21.71%,2016,4
519771,2016-09-30,0.0,0.0,0.0,0.0,72.63%,2016,3
519771,2016-07-15,,,,0.0,0.16%,2016,3
519771,2016-07-08,,,,0.0,0.22%,2016,3
519771,2016-07-01,,,,0.0,0.00%,2016,3
519771,2016-06-30,,,0.0,0.0,0.19%,2016,2
519771,2016-06-24,,,,0.0,0.01%,2016,2
519771,2016-06-17,,,,0.0,0.05%,2016,2
519771,2016-06-08,,,,0.0,-0.01%,2016,2
519771,2016-06-03,,,,0.0,0.30%,2016,2
519771,2016-05-27,,,,0.0,-0.05%,2016,2
519771,2016-05-20,,,,0.0,0.07%,2016,2
519771,2016-05-13,,,,0.0,0.05%,2016,2
519771,2016-05-06,,,,0.0,0.01%,2016,2
519771,2016-04-29,,,,0.0,0.09%,2016,2
519771,2016-04-22,,,0.0,,---,2016,2
519773,2026-06-30,0.53,0.64,1.94,10.56,107.58%,2026,2
519773,2026-03-31,0.19,0.3,2.05,5.09,-1.65%,2026,1
519773,2025-12-31,0.08,0.5,2.16,5.17,-19.08%,2025,4
519773,2025-09-30,0.36,0.65,2.58,6.39,32.81%,2025,3
519773,2025-06-30,0.04,0.36,2.87,4.81,-9.93%,2025,2
519773,2025-03-31,0.03,0.74,3.19,5.35,-14.96%,2025,1
519773,2024-12-31,0.07,2.41,3.9,6.29,-39.15%,2024,4
519773,2024-09-30,0.05,0.41,6.25,10.33,-2.44%,2024,3
519773,2024-06-30,0.35,1.88,6.61,10.59,-20.52%,2024,2
519773,2024-03-31,0.52,1.23,8.14,13.32,-18.66%,2024,1
519773,2023-12-31,0.82,0.68,8.86,16.38,6.88%,2023,4
519773,2023-09-30,1.1,0.75,8.71,15.32,-12.32%,2023,3
519773,2023-06-30,1.15,0.97,8.36,17.48,10.09%,2023,2
519773,2023-03-31,0.82,0.23,8.18,15.87,15.08%,2023,1
519773,2022-12-31,0.37,1.89,7.59,13.79,-19.39%,2022,4
519773,2022-09-30,0.93,0.69,9.1,17.11,-6.27%,2022,3
519773,2022-06-30,0.49,1.83,8.86,18.26,-6.71%,2022,2
519773,2022-03-31,2.23,1.87,10.21,19.57,-18.81%,2022,1
519773,2021-12-31,1.71,1.35,9.85,24.11,12.43%,2021,4
519773,2021-09-30,2.39,1.11,9.49,21.44,15.92%,2021,3
519773,2021-06-30,0.38,4.06,8.21,18.49,-18.68%,2021,2
519773,2021-03-31,1.74,10.68,11.88,22.74,-47.00%,2021,1
519773,2020-12-31,3.87,10.15,20.82,42.91,-17.02%,2020,4
519773,2020-09-30,6.58,8.87,27.09,51.71,2.19%,2020,3
519773,2020-06-30,8.62,6.13,29.39,50.6,37.49%,2020,2
519773,2020-03-31,21.43,6.58,26.9,36.8,143.01%,2020,1
519773,2019-12-31,7.87,2.65,12.05,15.14,108.84%,2019,4
519773,2019-09-30,1.71,3.45,6.83,7.25,-2.75%,2019,3
519773,2019-06-30,0.33,2.76,8.57,7.46,-24.63%,2019,2
519773,2019-03-31,3.01,2.45,11.0,9.89,45.09%,2019,1
519773,2018-12-31,0.94,2.9,10.44,6.82,-27.07%,2018,4
519773,2018-09-30,2.93,0.38,12.41,9.35,21.29%,2018,3
519773,2018-06-30,1.37,0.69,9.86,7.71,-6.36%,2018,2
519773,2018-03-31,0.95,1.58,9.18,8.23,10.81%,2018,1
519773,2017-12-31,0.12,2.17,9.81,7.43,-24.00%,2017,4
519773,2017-09-30,0.18,1.91,11.86,9.78,-12.50%,2017,3
519773,2017-06-30,0.18,1.33,13.6,11.17,-16.40%,2017,2
519773,2017-03-31,0.18,0.91,14.75,13.36,-8.22%,2017,1
519773,2016-12-31,0.7,8.93,15.48,14.56,-33.82%,2016,4
519773,2016-08-16,,,22.0,,---,2016,3
530019,2026-06-30,0.3,0.29,0.49,3.23,92.53%,2026,2
530019,2026-03-31,0.2,0.15,0.48,1.68,20.73%,2026,1
530019,2025-12-31,0.26,0.19,0.44,1.39,29.93%,2025,4
530019,2025-09-30,0.13,0.06,0.37,1.07,74.15%,2025,3
530019,2025-06-30,0.02,0.02,0.29,0.61,0.44%,2025,2
530019,2025-03-31,0.06,0.02,0.3,0.61,18.75%,2025,1
530019,2024-12-31,0.07,0.17,0.25,0.51,-17.43%,2024,4
530019,2024-09-30,0.01,0.02,0.35,0.62,10.49%,2024,3
530019,2024-06-30,0.03,0.04,0.36,0.56,-11.66%,2024,2
530019,2024-03-31,0.04,0.01,0.37,0.64,8.82%,2024,1
530019,2023-12-31,0.25,0.0,0.33,0.59,205.44%,2023,4
530019,2023-09-30,0.0,0.11,0.08,0.19,-59.97%,2023,3
530019,2023-06-30,0.0,0.0,0.19,0.48,-8.32%,2023,2
530019,2023-03-31,0.0,0.0,0.19,0.52,1.71%,2023,1
530019,2022-12-31,0.13,0.0,0.19,0.51,199.60%,2022,4
530019,2022-09-30,0.0,0.0,0.06,0.17,-12.67%,2022,3
530019,2022-06-30,0.0,0.0,0.06,0.2,4.83%,2022,2
530019,2022-03-31,0.0,0.0,0.06,0.19,-7.66%,2022,1
530019,2021-12-31,0.01,0.0,0.06,0.2,3.95%,2021,4
530019,2021-09-30,0.0,0.01,0.06,0.2,-12.99%,2021,3
530019,2021-06-30,0.0,0.01,0.07,0.22,-0.91%,2021,2
530019,2021-03-31,0.01,0.01,0.07,0.23,-6.23%,2021,1
530019,2020-12-31,0.01,0.01,0.07,0.24,15.87%,2020,4
530019,2020-09-30,0.01,0.03,0.08,0.21,-15.82%,2020,3
530019,2020-06-30,0.01,0.02,0.1,0.25,13.96%,2020,2
530019,2020-03-31,0.02,0.03,0.11,0.22,-15.30%,2020,1
530019,2019-12-31,0.01,0.01,0.13,0.26,2.80%,2019,4
530019,2019-09-30,0.01,0.01,0.13,0.25,-3.30%,2019,3
530019,2019-06-30,0.01,0.01,0.13,0.26,-9.04%,2019,2
530019,2019-03-31,0.01,0.01,0.14,0.28,24.99%,2019,1
530019,2018-12-31,0.01,0.0,0.14,0.23,-6.31%,2018,4
530019,2018-09-30,0.01,0.01,0.14,0.24,-6.72%,2018,3
530019,2018-06-30,0.01,0.02,0.13,0.26,-14.86%,2018,2
530019,2018-03-31,0.01,0.01,0.14,0.31,-2.52%,2018,1
530019,2017-12-31,0.01,0.02,0.14,0.31,-0.98%,2017,4
530019,2017-09-30,0.01,0.02,0.15,0.32,-5.07%,2017,3
530019,2017-06-30,0.01,0.02,0.16,0.33,-2.70%,2017,2
530019,2017-03-31,0.01,0.01,0.17,0.34,1.82%,2017,1
530019,2016-12-31,0.01,0.03,0.17,0.34,-10.27%,2016,4
530019,2016-09-30,0.01,0.02,0.19,0.37,2.24%,2016,3
530019,2016-06-30,0.01,0.01,0.19,0.37,3.13%,2016,2
530019,2016-03-31,0.02,0.01,0.19,0.36,-13.45%,2016,1
530019,2015-12-31,0.03,0.05,0.19,0.41,15.25%,2015,4
530019,2015-09-30,0.11,0.14,0.2,0.36,-31.15%,2015,3
530019,2015-06-30,0.12,0.34,0.23,0.52,-45.98%,2015,2
530019,2015-03-31,0.35,0.38,0.45,0.96,10.88%,2015,1
530019,2014-12-31,0.25,0.35,0.48,0.86,1.92%,2014,4
530019,2014-09-30,0.49,0.33,0.58,0.85,58.56%,2014,3
530019,2014-06-30,0.17,0.13,0.42,0.54,16.43%,2014,2
530019,2014-03-31,0.17,0.18,0.38,0.46,-3.40%,2014,1
530019,2013-12-31,0.21,0.16,0.39,0.48,17.61%,2013,4
530019,2013-09-30,0.19,0.2,0.34,0.4,12.76%,2013,3
530019,2013-06-30,0.03,0.16,0.35,0.36,-29.51%,2013,2
530019,2013-03-31,0.1,1.01,0.47,0.51,-64.54%,2013,1
530019,2012-12-31,0.12,1.36,1.38,1.43,-87.10%,2012,4
530019,2012-09-06,,,,11.12,0.01%,2012,3
530019,2012-09-05,,,,11.12,0.00%,2012,3
530019,2012-09-04,,,,11.12,0.00%,2012,3
530019,2012-09-03,,,,11.12,0.00%,2012,3
530019,2012-08-31,,,,11.12,0.02%,2012,3
530019,2012-08-30,,,,11.12,0.00%,2012,3
530019,2012-08-29,,,,11.12,0.00%,2012,3
530019,2012-08-28,,,,11.12,0.00%,2012,3
530019,2012-08-27,,,,11.12,0.00%,2012,3
530019,2012-08-24,,,,11.12,0.02%,2012,3
530019,2012-08-23,,,,11.11,0.00%,2012,3
530019,2012-08-22,,,,11.11,0.00%,2012,3
530019,2012-08-21,,,,11.11,0.00%,2012,3
530019,2012-08-20,,,,11.11,0.00%,2012,3
530019,2012-08-17,,,,11.11,0.00%,2012,3
530019,2012-08-14,,,11.11,,---,2012,3
570001,2026-06-30,0.64,1.13,6.46,24.43,15.81%,2026,2
570001,2026-03-31,0.37,1.27,6.95,21.09,-8.10%,2026,1
570001,2025-12-31,0.1,0.55,7.85,22.95,-7.51%,2025,4
570001,2025-09-30,0.63,1.19,8.29,24.81,35.83%,2025,3
570001,2025-06-30,0.24,0.44,8.85,18.27,2.66%,2025,2
570001,2025-03-31,0.57,0.82,9.05,17.79,-4.00%,2025,1
570001,2024-12-31,0.36,1.54,9.3,18.54,-19.81%,2024,4
570001,2024-09-30,0.41,0.39,10.48,23.11,15.61%,2024,3
570001,2024-06-30,0.5,0.78,10.46,19.99,-11.28%,2024,2
570001,2024-03-31,0.63,0.6,10.74,22.53,-3.54%,2024,1
570001,2023-12-31,0.18,0.82,10.71,23.36,-12.83%,2023,4
570001,2023-09-30,0.21,0.5,11.35,26.8,-10.52%,2023,3
570001,2023-06-30,0.31,2.3,11.63,29.95,-19.97%,2023,2
570001,2023-03-31,1.13,2.39,13.62,37.42,-9.66%,2023,1
570001,2022-12-31,1.77,1.82,14.88,41.43,-3.10%,2022,4
570001,2022-09-30,1.41,0.73,14.93,42.75,-6.89%,2022,3
570001,2022-06-30,0.93,1.49,14.25,45.91,14.11%,2022,2
570001,2022-03-31,0.86,1.21,14.81,40.24,-22.25%,2022,1
570001,2021-12-31,1.7,1.8,15.17,51.76,2.69%,2021,4
570001,2021-09-30,2.43,5.03,15.26,50.4,-23.07%,2021,3
570001,2021-06-30,5.63,5.05,17.86,65.51,20.47%,2021,2
570001,2021-03-31,14.69,8.47,17.28,54.38,52.80%,2021,1
570001,2020-12-31,4.9,3.27,11.05,35.59,47.49%,2020,4
570001,2020-09-30,4.15,2.41,9.42,24.13,56.02%,2020,3
570001,2020-06-30,0.68,0.62,7.69,15.47,38.47%,2020,2
570001,2020-03-31,0.16,0.46,7.63,11.17,1.81%,2020,1
570001,2019-12-31,0.3,2.9,7.93,10.97,-22.15%,2019,4
570001,2019-09-30,0.07,1.38,10.52,14.09,-10.91%,2019,3
570001,2019-06-30,6.4,0.83,11.83,15.82,45.01%,2019,2
570001,2019-03-31,1.0,0.24,6.26,10.91,37.58%,2019,1
570001,2018-12-31,0.06,0.24,5.5,7.93,-13.29%,2018,4
570001,2018-09-30,0.15,0.1,5.68,9.14,-13.62%,2018,3
570001,2018-06-30,0.59,0.31,5.64,10.58,0.00%,2018,2
570001,2018-06-29,,,,10.59,8.64%,2018,2
570001,2018-03-31,0.24,0.65,5.36,9.74,-9.17%,2018,1
570001,2017-12-31,0.5,0.51,5.77,10.73,9.25%,2017,4
570001,2017-09-30,0.05,0.35,5.78,9.82,0.54%,2017,3
570001,2017-06-30,0.09,0.3,6.08,9.77,8.87%,2017,2
570001,2017-03-31,0.03,0.22,6.3,8.97,5.44%,2017,1
570001,2016-12-31,0.02,1.07,6.49,8.51,-16.22%,2016,4
570001,2016-09-30,0.02,0.25,7.55,10.15,2.02%,2016,3
570001,2016-06-30,0.86,0.13,7.77,9.95,12.87%,2016,2
570001,2016-03-31,0.05,0.11,7.05,8.82,-15.28%,2016,1
570001,2015-12-31,0.03,0.42,7.1,10.41,16.72%,2015,4
570001,2015-09-30,0.15,1.02,7.5,8.92,-31.12%,2015,3
570001,2015-06-30,0.14,7.23,8.36,12.95,-37.14%,2015,2
570001,2015-03-31,0.07,3.93,15.46,20.6,4.42%,2015,1
570001,2014-12-31,0.05,2.69,19.31,19.73,-1.32%,2014,4
570001,2014-09-30,0.04,1.5,21.95,19.99,5.58%,2014,3
570001,2014-06-30,0.03,0.84,23.42,18.93,-0.22%,2014,2
570001,2014-03-31,0.05,0.88,24.23,18.97,-9.91%,2014,1
570001,2013-12-31,0.05,1.0,25.06,21.06,-3.80%,2013,4
570001,2013-09-30,0.05,0.97,26.02,21.89,8.36%,2013,3
570001,2013-06-30,0.05,0.84,26.95,20.2,-9.21%,2013,2
570001,2013-03-31,0.38,1.74,27.74,22.25,-6.79%,2013,1
570001,2012-12-31,0.31,0.36,29.1,23.87,5.41%,2012,4
570001,2012-09-30,0.06,0.37,29.16,22.65,-7.81%,2012,3
570001,2012-06-30,0.65,0.43,29.46,24.57,4.63%,2012,2
570001,2012-03-31,0.08,0.28,29.24,23.48,1.42%,2012,1
570001,2011-12-31,0.13,0.36,29.44,23.15,-8.48%,2011,4
570001,2011-09-30,0.08,0.63,29.66,25.3,-11.34%,2011,3
570001,2011-06-30,0.1,1.3,30.21,28.53,-10.52%,2011,2
570001,2011-03-31,0.16,2.03,31.41,31.89,-3.63%,2011,1
570001,2010-12-31,0.17,4.92,33.28,33.08,-8.05%,2010,4
570001,2010-09-30,0.13,1.04,38.03,35.98,18.55%,2010,3
570001,2010-06-30,0.14,0.92,38.94,30.35,-20.41%,2010,2
570001,2010-03-31,0.15,1.4,39.73,38.13,-8.28%,2010,1
570001,2009-12-31,0.17,4.31,40.97,41.58,6.50%,2009,4
570001,2009-09-30,0.33,4.61,45.12,39.04,-13.56%,2009,3
570001,2009-06-30,0.24,2.46,49.4,45.16,14.22%,2009,2
570001,2009-03-31,0.24,0.92,51.62,39.54,20.57%,2009,1
570001,2008-12-31,0.26,0.71,52.3,32.79,-18.00%,2008,4
570001,2008-09-30,0.31,1.3,52.75,39.99,-16.20%,2008,3
570001,2008-06-30,0.37,5.16,53.73,47.72,-27.66%,2008,2
570001,2008-03-31,1.63,11.35,58.52,65.97,-33.12%,2008,1
570001,2007-12-31,3.66,17.19,68.24,98.64,-19.25%,2007,4
570001,2007-09-30,8.64,24.6,81.77,122.15,20.43%,2007,3
570001,2007-06-30,21.88,3.23,97.72,101.43,28.28%,2007,2
570001,2007-04-19,,,79.07,,---,2007,2
570008,2026-06-30,0.31,0.86,1.51,12.19,34.33%,2026,2
570008,2026-03-31,0.19,0.41,2.05,9.08,-8.10%,2026,1
570008,2025-12-31,0.52,0.65,2.26,9.88,6.71%,2025,4
570008,2025-09-30,0.73,0.73,2.38,9.26,52.75%,2025,3
570008,2025-06-30,0.01,0.35,2.38,6.06,-11.04%,2025,2
570008,2025-03-31,0.01,0.28,2.72,6.81,-8.80%,2025,1
570008,2024-12-31,0.26,0.27,2.98,7.47,-7.48%,2024,4
570008,2024-09-30,0.03,0.57,2.98,8.07,-2.23%,2024,3
570008,2024-06-30,0.05,0.35,3.53,8.26,-16.35%,2024,2
570008,2024-03-31,0.19,0.65,3.83,9.87,-14.18%,2024,1
570008,2023-12-31,0.18,0.26,4.29,11.5,-9.82%,2023,4
570008,2023-09-30,0.74,0.46,4.36,12.76,-1.98%,2023,3
570008,2023-06-30,0.12,0.96,4.08,13.01,-21.87%,2023,2
570008,2023-03-31,0.52,1.39,4.92,16.66,-16.39%,2023,1
570008,2022-12-31,1.25,0.34,5.79,19.92,17.50%,2022,4
570008,2022-09-30,0.84,0.39,4.89,16.95,-1.42%,2022,3
570008,2022-06-30,1.54,0.51,4.44,17.2,53.86%,2022,2
570008,2022-03-31,0.64,0.58,3.42,11.18,-18.19%,2022,1
570008,2021-12-31,0.63,0.68,3.35,13.66,1.52%,2021,4
570008,2021-09-30,0.87,1.58,3.4,13.46,-26.14%,2021,3
570008,2021-06-30,1.35,1.68,4.11,18.22,7.79%,2021,2
570008,2021-03-31,4.35,2.93,4.44,16.91,42.20%,2021,1
570008,2020-12-31,2.36,1.49,3.02,11.89,76.87%,2020,4
570008,2020-09-30,1.83,0.7,2.15,6.72,170.22%,2020,3
570008,2020-06-30,0.13,0.12,1.01,2.49,37.82%,2020,2
570008,2020-03-31,0.17,0.08,1.01,1.8,15.56%,2020,1
570008,2019-12-31,0.02,0.43,0.91,1.56,-28.63%,2019,4
570008,2019-09-30,0.73,0.06,1.32,2.19,110.71%,2019,3
570008,2019-06-30,0.02,0.17,0.66,1.04,-13.30%,2019,2
570008,2019-03-31,0.02,0.82,0.81,1.2,-38.78%,2019,1
570008,2018-12-31,0.82,0.03,1.61,1.96,53.21%,2018,4
570008,2018-09-30,0.36,0.03,0.83,1.28,48.78%,2018,3
570008,2018-06-30,0.02,0.05,0.5,0.86,-0.01%,2018,2
570008,2018-06-29,,,,0.86,-10.46%,2018,2
570008,2018-03-31,0.05,0.07,0.53,0.96,-2.04%,2018,1
570008,2017-12-31,0.14,0.11,0.55,0.98,7.71%,2017,4
570008,2017-09-30,0.03,0.05,0.53,0.91,0.14%,2017,3
570008,2017-06-30,0.03,0.04,0.54,0.91,8.41%,2017,2
570008,2017-03-31,0.02,0.03,0.55,0.84,5.79%,2017,1
570008,2016-12-31,0.01,1.23,0.56,0.79,-69.75%,2016,4
570008,2016-09-30,24.41,23.2,1.79,2.62,108.76%,2016,3
570008,2016-06-30,0.03,0.04,0.57,1.25,6.65%,2016,2
570008,2016-03-31,0.02,0.04,0.58,1.17,-15.08%,2016,1
570008,2015-12-31,0.13,0.23,0.6,1.38,8.37%,2015,4
570008,2015-09-30,0.18,0.51,0.7,1.28,-46.35%,2015,3
570008,2015-06-30,3.05,2.78,1.03,2.38,55.11%,2015,2
570008,2015-03-31,0.96,0.77,0.75,1.53,80.55%,2015,1
570008,2014-12-31,0.74,0.38,0.56,0.85,228.40%,2014,4
570008,2014-09-30,0.03,0.09,0.2,0.26,-5.62%,2014,3
570008,2014-06-30,0.04,0.05,0.26,0.27,2.02%,2014,2
570008,2014-03-31,0.04,0.2,0.27,0.27,-41.46%,2014,1
570008,2013-12-31,0.23,0.36,0.44,0.46,-31.00%,2013,4
570008,2013-09-30,0.72,0.73,0.58,0.67,17.25%,2013,3
570008,2013-06-30,0.01,0.51,0.58,0.57,-44.43%,2013,2
570008,2013-03-31,0.0,0.16,1.08,1.02,-10.50%,2013,1
570008,2012-12-31,0.0,0.07,1.24,1.14,-3.40%,2012,4
570008,2012-09-30,0.0,0.1,1.31,1.18,-14.47%,2012,3
570008,2012-06-30,0.0,4.28,1.4,1.38,-75.75%,2012,2
570008,2012-04-19,,,,5.69,0.06%,2012,2
570008,2012-04-18,,,,5.69,0.00%,2012,2
570008,2012-04-17,,,,5.69,0.00%,2012,2
570008,2012-04-16,,,,5.69,0.00%,2012,2
570008,2012-04-13,,,,5.69,0.21%,2012,2
570008,2012-04-12,,,,5.68,0.00%,2012,2
570008,2012-04-11,,,,5.68,0.00%,2012,2
570008,2012-04-10,,,,5.68,0.00%,2012,2
570008,2012-04-09,,,,5.68,0.00%,2012,2
570008,2012-04-06,,,,5.68,0.14%,2012,2
570008,2012-04-05,,,,5.67,0.00%,2012,2
570008,2012-03-30,,,,5.67,-0.14%,2012,1
570008,2012-03-29,,,,5.68,0.00%,2012,1
570008,2012-03-28,,,,5.68,0.00%,2012,1
570008,2012-03-27,,,,5.68,0.00%,2012,1
570008,2012-03-26,,,,5.68,0.00%,2012,1
570008,2012-03-23,,,,5.68,-0.01%,2012,1
570008,2012-03-21,,,5.68,,---,2012,1
580001,2026-06-30,0.81,2.51,4.31,9.22,7.22%,2026,2
580001,2026-03-31,1.53,1.15,6.01,8.6,-11.73%,2026,1
580001,2025-12-31,1.28,1.99,5.63,9.74,-14.03%,2025,4
580001,2025-09-30,3.86,1.89,6.33,11.33,148.04%,2025,3
580001,2025-06-30,0.37,0.6,4.37,4.57,3.01%,2025,2
580001,2025-03-31,1.37,0.92,4.6,4.44,15.73%,2025,1
580001,2024-12-31,1.28,0.62,4.15,3.83,23.83%,2024,4
580001,2024-09-30,0.36,0.22,3.49,3.1,14.69%,2024,3
580001,2024-06-30,0.17,0.2,3.35,2.7,8.99%,2024,2
580001,2024-03-31,0.33,0.16,3.38,2.48,13.75%,2024,1
580001,2023-12-31,0.05,0.07,3.21,2.18,-3.08%,2023,4
580001,2023-09-30,0.08,0.07,3.22,2.25,-14.71%,2023,3
580001,2023-06-30,0.18,0.2,3.21,2.63,3.80%,2023,2
580001,2023-03-31,0.06,0.08,3.24,2.54,22.87%,2023,1
580001,2022-12-31,0.04,0.03,3.26,2.06,-9.48%,2022,4
580001,2022-09-30,0.04,0.05,3.25,2.28,-11.31%,2022,3
580001,2022-06-30,0.03,0.04,3.27,2.57,5.14%,2022,2
580001,2022-03-31,0.04,0.06,3.28,2.45,-14.54%,2022,1
580001,2021-12-31,0.03,0.12,3.29,2.86,-5.63%,2021,4
580001,2021-09-30,0.08,0.16,3.38,3.03,-13.21%,2021,3
580001,2021-06-30,0.03,0.15,3.46,3.49,2.24%,2021,2
580001,2021-03-31,0.42,0.56,3.58,3.42,-23.62%,2021,1
580001,2020-12-31,0.03,0.43,3.72,4.48,-1.76%,2020,4
580001,2020-09-30,0.1,1.08,4.12,4.56,-15.39%,2020,3
580001,2020-06-30,0.03,0.42,5.1,5.38,15.52%,2020,2
580001,2020-03-31,0.25,0.48,5.49,4.66,-0.74%,2020,1
580001,2019-12-31,0.04,0.84,5.72,4.7,-11.52%,2019,4
580001,2019-09-30,0.04,0.26,6.52,5.31,5.59%,2019,3
580001,2019-06-30,0.69,0.2,6.74,5.03,0.92%,2019,2
580001,2019-03-31,0.06,0.24,6.24,4.98,20.48%,2019,1
580001,2018-12-31,0.07,0.1,6.42,4.13,-8.11%,2018,4
580001,2018-09-30,0.09,0.16,6.44,4.5,-5.26%,2018,3
580001,2018-06-30,0.1,0.26,6.51,4.75,-11.78%,2018,2
580001,2018-03-31,0.17,1.83,6.68,5.38,-27.27%,2018,1
580001,2017-12-31,0.22,0.53,8.34,7.4,-5.11%,2017,4
580001,2017-09-30,0.21,0.39,8.65,7.8,2.54%,2017,3
580001,2017-06-30,1.79,0.21,8.82,7.61,25.32%,2017,2
580001,2017-03-31,0.14,0.2,7.24,6.07,-1.38%,2017,1
580001,2016-12-31,0.15,0.32,7.31,6.15,0.00%,2016,4
580001,2016-12-30,,,,6.15,-2.36%,2016,4
