fund_code,year,quarter,report_date,TO_two_sided,OCI_two_sided,total_buy,total_sell,avg_aum,SDI
1985,2024,1,2024-04-01,,,,,,0.24193715802609445
1985,2024,2,2024-07-01,0.8892385678737621,0.07452186164105287,4523.63,4331.71,4979.17,0.0576919248329516
1985,2024,3,2024-10-01,,,,,,0.17896782093406643
1985,2024,4,2025-01-01,0.8564302042814222,-0.4188011787948892,2055.01,4523.710000000001,3840.78,0.11835765844396656
1985,2025,1,2025-04-01,,,,,,0.015152390886024159
1985,2025,2,2025-07-01,,,,,,0.11047786135254023
1985,2025,3,2025-10-01,,,,,,0.05327120255441353
1985,2025,4,2026-01-01,,,,,,0.925849333663245
1985,2026,1,2026-04-01,,,,,,0.4481422700907343
1985,2026,2,2026-07-01,,,,,,0.979994282284536
1998,2016,4,2017-01-01,,,,,,
1998,2017,1,2017-04-01,,,,,,
1998,2017,2,2017-07-01,,,,,,
1998,2017,3,2017-10-01,,,,,,
1998,2017,4,2018-01-01,,,,,,
1998,2018,1,2018-04-01,,,,,,
1998,2018,2,2018-07-01,,,,,,
1998,2018,3,2018-10-01,,,,,,
1998,2018,4,2019-01-01,,,,,,
1998,2019,1,2019-04-01,,,,,,0.0
1998,2019,2,2019-07-01,,,,,,0.0
1998,2019,3,2019-10-01,,,,,,0.0
1998,2019,4,2020-01-01,,,,,,0.0
1998,2020,1,2020-04-01,,,,,,0.0
1998,2020,2,2020-07-01,,,,,,0.0
1998,2020,3,2020-10-01,,,,,,0.0
1998,2020,4,2021-01-01,,,,,,0.0
1998,2021,1,2021-04-01,,,,,,0.0
1998,2021,2,2021-07-01,,,,,,0.0
1998,2021,3,2021-10-01,,,,,,0.0
1998,2021,4,2022-01-01,,,,,,0.0
1998,2022,1,2022-04-01,,,,,,0.0
1998,2022,2,2022-07-01,,,,,,0.0
1998,2022,3,2022-10-01,,,,,,0.0
1998,2022,4,2023-01-01,,,,,,0.0
1998,2023,1,2023-04-01,,,,,,0.0
1998,2023,2,2023-07-01,,,,,,0.0
1998,2023,3,2023-10-01,,,,,,0.0
1998,2023,4,2024-01-01,,,,,,0.0
1998,2024,1,2024-04-01,,,,,,0.0
1998,2024,2,2024-07-01,,,,,,0.0
1998,2024,3,2024-10-01,,,,,,0.0
1998,2024,4,2025-01-01,,,,,,0.0
1998,2025,1,2025-04-01,,,,,,0.0
1998,2025,2,2025-07-01,,,,,,0.0
1998,2025,3,2025-10-01,,,,,,0.0
1998,2025,4,2026-01-01,,,,,,0.0
1998,2026,1,2026-04-01,,,,,,0.0
1998,2026,2,2026-07-01,,,,,,0.0
2051,2015,4,2016-01-01,,,,,,
2051,2016,1,2016-04-01,,,,,,
2051,2016,2,2016-07-01,,,,,,
2051,2016,3,2016-10-01,,,,,,
2051,2016,4,2017-01-01,,,,,,
2051,2017,1,2017-04-01,,,,,,
2051,2017,2,2017-07-01,,,,,,
2051,2017,3,2017-10-01,,,,,,
2051,2017,4,2018-01-01,,,,,,
2051,2018,1,2018-04-01,,,,,,0.0
2051,2018,2,2018-07-01,,,,,,0.0
2051,2018,3,2018-10-01,,,,,,0.0
2051,2018,4,2019-01-01,,,,,,0.0
2051,2019,1,2019-04-01,,,,,,0.0
2051,2019,2,2019-07-01,,,,,,0.0
2051,2019,3,2019-10-01,,,,,,0.0
2051,2019,4,2020-01-01,,,,,,0.0
2051,2020,1,2020-04-01,,,,,,0.0
2051,2020,2,2020-07-01,,,,,,0.0
2051,2020,3,2020-10-01,,,,,,0.0
2051,2020,4,2021-01-01,,,,,,0.0
2051,2021,1,2021-04-01,,,,,,0.0
2051,2021,2,2021-07-01,,,,,,0.0
2051,2021,3,2021-10-01,,,,,,0.0
2051,2021,4,2022-01-01,,,,,,0.0
2051,2022,1,2022-04-01,,,,,,0.0
2051,2022,2,2022-07-01,,,,,,0.0
2051,2022,3,2022-10-01,,,,,,0.0
2051,2022,4,2023-01-01,,,,,,0.0
2051,2023,1,2023-04-01,,,,,,0.0
2051,2023,2,2023-07-01,,,,,,0.0
2051,2023,3,2023-10-01,,,,,,0.0
2051,2023,4,2024-01-01,,,,,,0.0
2051,2024,1,2024-04-01,,,,,,0.0
2051,2024,2,2024-07-01,,,,,,0.0
2051,2024,3,2024-10-01,,,,,,0.0
2051,2024,4,2025-01-01,,,,,,0.0
2051,2025,1,2025-04-01,,,,,,0.0
2051,2025,2,2025-07-01,,,,,,0.0
2051,2025,3,2025-10-01,,,,,,0.0
2051,2025,4,2026-01-01,,,,,,0.0
2051,2026,1,2026-04-01,,,,,,0.0
2051,2026,2,2026-07-01,,,,,,0.0
2112,2015,4,2016-01-01,,,,,,
2112,2016,1,2016-04-01,,,,,,
2112,2016,2,2016-07-01,,,,,,
2112,2016,3,2016-10-01,,,,,,
2112,2016,4,2017-01-01,,,,,,
2112,2017,1,2017-04-01,,,,,,
2112,2017,2,2017-07-01,,,,,,
2112,2017,3,2017-10-01,,,,,,
2112,2017,4,2018-01-01,,,,,,
2112,2018,1,2018-04-01,,,,,,0.0
2112,2018,2,2018-07-01,,,,,,0.0
2112,2018,3,2018-10-01,,,,,,0.0
2112,2018,4,2019-01-01,,,,,,0.0
2112,2019,1,2019-04-01,,,,,,0.0
2112,2019,2,2019-07-01,,,,,,0.0
2112,2019,3,2019-10-01,,,,,,0.0
2112,2019,4,2020-01-01,,,,,,0.0
2112,2020,1,2020-04-01,,,,,,0.0
2112,2020,2,2020-07-01,,,,,,0.0
2112,2020,3,2020-10-01,,,,,,0.0
2112,2020,4,2021-01-01,,,,,,0.0
2112,2021,1,2021-04-01,,,,,,0.0
2112,2021,2,2021-07-01,,,,,,0.0
2112,2021,3,2021-10-01,,,,,,0.0
2112,2021,4,2022-01-01,,,,,,0.0
2112,2022,1,2022-04-01,,,,,,0.0
2112,2022,2,2022-07-01,,,,,,0.0
2112,2022,3,2022-10-01,,,,,,0.0
2112,2022,4,2023-01-01,,,,,,0.0
2112,2023,1,2023-04-01,,,,,,0.0
2112,2023,2,2023-07-01,,,,,,0.0
2112,2023,3,2023-10-01,,,,,,0.0
2112,2023,4,2024-01-01,,,,,,0.0
2112,2024,1,2024-04-01,,,,,,0.0
2112,2024,2,2024-07-01,,,,,,0.0
2112,2024,3,2024-10-01,,,,,,0.0
2112,2024,4,2025-01-01,,,,,,0.0
2112,2025,1,2025-04-01,,,,,,0.0
2112,2025,2,2025-07-01,,,,,,0.0
2112,2025,3,2025-10-01,,,,,,0.0
2112,2025,4,2026-01-01,,,,,,0.0
2112,2026,1,2026-04-01,,,,,,0.0
2112,2026,2,2026-07-01,,,,,,0.0
2125,2017,3,2017-10-01,,,,,,
2125,2017,4,2018-01-01,,,,,,
2125,2018,1,2018-04-01,,,,,,
2125,2018,2,2018-07-01,,,,,,
2125,2018,3,2018-10-01,,,,,,
2125,2018,4,2019-01-01,,,,,,
2125,2019,1,2019-04-01,,,,,,
2125,2019,2,2019-07-01,,,,,,
2125,2019,3,2019-10-01,,,,,,
2125,2019,4,2020-01-01,,,,,,0.0
2125,2020,1,2020-04-01,,,,,,0.0
2125,2020,2,2020-07-01,,,,,,0.0
2125,2020,3,2020-10-01,,,,,,0.0
2125,2020,4,2021-01-01,,,,,,0.0
2125,2021,1,2021-04-01,,,,,,0.0
2125,2021,2,2021-07-01,,,,,,0.0
2125,2021,3,2021-10-01,,,,,,0.0
2125,2021,4,2022-01-01,,,,,,0.0
2125,2022,1,2022-04-01,,,,,,0.0
2125,2022,2,2022-07-01,,,,,,0.0
2125,2022,3,2022-10-01,,,,,,0.0
2125,2022,4,2023-01-01,,,,,,0.0
2125,2023,1,2023-04-01,,,,,,0.0
2125,2023,2,2023-07-01,,,,,,0.0
2125,2023,3,2023-10-01,,,,,,0.0
2125,2023,4,2024-01-01,,,,,,0.0
2125,2024,1,2024-04-01,,,,,,0.0
2125,2024,2,2024-07-01,,,,,,0.0
2125,2024,3,2024-10-01,,,,,,0.0
2125,2024,4,2025-01-01,,,,,,0.0
2125,2025,1,2025-04-01,,,,,,0.0
2125,2025,2,2025-07-01,,,,,,0.0
2125,2025,3,2025-10-01,,,,,,0.0
2125,2025,4,2026-01-01,,,,,,0.0
2125,2026,1,2026-04-01,,,,,,0.0
2125,2026,2,2026-07-01,,,,,,0.0
2152,2016,1,2016-04-01,,,,,,
2152,2016,2,2016-07-01,,,,,,
2152,2016,3,2016-10-01,,,,,,
2152,2016,4,2017-01-01,,,,,,
2152,2017,1,2017-04-01,,,,,,
2152,2017,2,2017-07-01,,,,,,
2152,2017,3,2017-10-01,,,,,,
2152,2017,4,2018-01-01,,,,,,
2152,2018,1,2018-04-01,,,,,,
2152,2018,2,2018-07-01,,,,,,0.0
2152,2018,3,2018-10-01,,,,,,0.0
2152,2018,4,2019-01-01,,,,,,0.0
2152,2019,1,2019-04-01,,,,,,0.0
2152,2019,2,2019-07-01,,,,,,0.0
2152,2019,3,2019-10-01,,,,,,0.0
2152,2019,4,2020-01-01,,,,,,0.0
2152,2020,1,2020-04-01,,,,,,0.0
2152,2020,2,2020-07-01,,,,,,0.0
2152,2020,3,2020-10-01,,,,,,0.0
2152,2020,4,2021-01-01,,,,,,0.0
2152,2021,1,2021-04-01,,,,,,0.0
2152,2021,2,2021-07-01,,,,,,0.0
2152,2021,3,2021-10-01,,,,,,0.0
2152,2021,4,2022-01-01,,,,,,0.0
2152,2022,1,2022-04-01,,,,,,0.0
2152,2022,2,2022-07-01,,,,,,0.0
2152,2022,3,2022-10-01,,,,,,0.0
2152,2022,4,2023-01-01,,,,,,0.0
2152,2023,1,2023-04-01,,,,,,0.0
2152,2023,2,2023-07-01,,,,,,0.0
2152,2023,3,2023-10-01,,,,,,0.0
2152,2023,4,2024-01-01,,,,,,0.0
2152,2024,1,2024-04-01,,,,,,0.0
2152,2024,2,2024-07-01,,,,,,0.0
2152,2024,3,2024-10-01,,,,,,0.0
2152,2024,4,2025-01-01,,,,,,0.0
2152,2025,1,2025-04-01,,,,,,0.0
2152,2025,2,2025-07-01,,,,,,0.0
2152,2025,3,2025-10-01,,,,,,0.0
2152,2025,4,2026-01-01,,,,,,0.0
2152,2026,1,2026-04-01,,,,,,0.0
2152,2026,2,2026-07-01,,,,,,0.0
2163,2015,4,2016-01-01,,,,,,
2163,2016,1,2016-04-01,,,,,,
2163,2016,2,2016-07-01,,,,,,
2163,2016,3,2016-10-01,,,,,,
2163,2016,4,2017-01-01,,,,,,
2163,2017,1,2017-04-01,,,,,,
2163,2017,2,2017-07-01,,,,,,
2163,2017,3,2017-10-01,,,,,,
2163,2017,4,2018-01-01,,,,,,
2163,2018,1,2018-04-01,,,,,,0.0
2163,2018,2,2018-07-01,,,,,,0.0
2163,2018,3,2018-10-01,,,,,,0.0
2163,2018,4,2019-01-01,,,,,,0.0
2163,2019,1,2019-04-01,,,,,,0.0
2163,2019,2,2019-07-01,,,,,,0.0
2163,2019,3,2019-10-01,,,,,,0.0
2163,2019,4,2020-01-01,,,,,,0.0
2163,2020,1,2020-04-01,,,,,,0.0
2163,2020,2,2020-07-01,,,,,,0.0
2163,2020,3,2020-10-01,,,,,,0.0
2163,2020,4,2021-01-01,,,,,,0.0
2163,2021,1,2021-04-01,,,,,,0.0
2163,2021,2,2021-07-01,,,,,,0.0
2163,2021,3,2021-10-01,,,,,,0.0
2163,2021,4,2022-01-01,,,,,,0.0
2163,2022,1,2022-04-01,,,,,,0.0
2163,2022,2,2022-07-01,,,,,,0.0
2163,2022,3,2022-10-01,,,,,,0.0
2163,2022,4,2023-01-01,,,,,,0.0
2163,2023,1,2023-04-01,,,,,,0.0
2163,2023,2,2023-07-01,,,,,,0.0
2163,2023,3,2023-10-01,,,,,,0.0
2163,2023,4,2024-01-01,,,,,,0.0
2163,2024,1,2024-04-01,,,,,,0.0
2163,2024,2,2024-07-01,,,,,,0.0
2163,2024,3,2024-10-01,,,,,,0.0
2163,2024,4,2025-01-01,,,,,,0.0
2163,2025,1,2025-04-01,,,,,,0.0
2163,2025,2,2025-07-01,,,,,,0.0
2163,2025,3,2025-10-01,,,,,,0.0
2163,2025,4,2026-01-01,,,,,,0.0
2163,2026,1,2026-04-01,,,,,,0.0
2163,2026,2,2026-07-01,,,,,,0.0
2244,2016,1,2016-04-01,,,,,,
2244,2016,2,2016-07-01,,,,,,
2244,2016,3,2016-10-01,,,,,,
2244,2016,4,2017-01-01,,,,,,
2244,2017,1,2017-04-01,,,,,,
2244,2017,2,2017-07-01,,,,,,
2244,2017,3,2017-10-01,,,,,,
2244,2017,4,2018-01-01,,,,,,
2244,2018,1,2018-04-01,,,,,,
2244,2018,2,2018-07-01,,,,,,0.0
2244,2018,3,2018-10-01,,,,,,0.0
2244,2018,4,2019-01-01,,,,,,0.0
2244,2019,1,2019-04-01,,,,,,0.0
2244,2019,2,2019-07-01,,,,,,0.0
2244,2019,3,2019-10-01,,,,,,0.0
2244,2019,4,2020-01-01,,,,,,0.0
2244,2020,1,2020-04-01,,,,,,0.0
2244,2020,2,2020-07-01,,,,,,0.0
2244,2020,3,2020-10-01,,,,,,0.0
2244,2020,4,2021-01-01,,,,,,0.0
2244,2021,1,2021-04-01,,,,,,0.0
2244,2021,2,2021-07-01,,,,,,0.0
2244,2021,3,2021-10-01,,,,,,0.0
2244,2021,4,2022-01-01,,,,,,0.0
2244,2022,1,2022-04-01,,,,,,0.0
2244,2022,2,2022-07-01,,,,,,0.0
2244,2022,3,2022-10-01,,,,,,0.0
2244,2022,4,2023-01-01,,,,,,0.0
2244,2023,1,2023-04-01,,,,,,0.0
2244,2023,2,2023-07-01,,,,,,0.0
2244,2023,3,2023-10-01,,,,,,0.0
2244,2023,4,2024-01-01,,,,,,0.0
2244,2024,1,2024-04-01,,,,,,0.0
2244,2024,2,2024-07-01,,,,,,0.0
2244,2024,3,2024-10-01,,,,,,0.0
2244,2024,4,2025-01-01,,,,,,0.0
2244,2025,1,2025-04-01,,,,,,0.0
2244,2025,2,2025-07-01,,,,,,0.0
2244,2025,3,2025-10-01,,,,,,0.0
2244,2025,4,2026-01-01,,,,,,0.0
2244,2026,1,2026-04-01,,,,,,0.0
2244,2026,2,2026-07-01,,,,,,0.0
2376,2016,1,2016-04-01,,,,,,
2376,2016,2,2016-07-01,,,,,,
2376,2016,3,2016-10-01,,,,,,
2376,2016,4,2017-01-01,,,,,,
2376,2017,1,2017-04-01,,,,,,
2376,2017,2,2017-07-01,,,,,,
2376,2017,3,2017-10-01,,,,,,
2376,2017,4,2018-01-01,,,,,,
2376,2018,1,2018-04-01,,,,,,
2376,2018,2,2018-07-01,,,,,,0.0
2376,2018,3,2018-10-01,,,,,,0.0
2376,2018,4,2019-01-01,,,,,,0.0
2376,2019,1,2019-04-01,,,,,,0.0
2376,2019,2,2019-07-01,,,,,,0.0
2376,2019,3,2019-10-01,,,,,,0.0
2376,2019,4,2020-01-01,,,,,,0.0
2376,2020,1,2020-04-01,,,,,,0.0
2376,2020,2,2020-07-01,,,,,,0.0
2376,2020,3,2020-10-01,,,,,,0.0
2376,2020,4,2021-01-01,,,,,,0.0
2376,2021,1,2021-04-01,,,,,,0.0
2376,2021,2,2021-07-01,,,,,,0.0
2376,2021,3,2021-10-01,,,,,,0.0
2376,2021,4,2022-01-01,,,,,,0.0
2376,2022,1,2022-04-01,,,,,,0.0
2376,2022,2,2022-07-01,,,,,,0.0
2376,2022,3,2022-10-01,,,,,,0.0
2376,2022,4,2023-01-01,,,,,,0.0
2376,2023,1,2023-04-01,,,,,,0.0
2376,2023,2,2023-07-01,,,,,,0.0
2376,2023,3,2023-10-01,,,,,,0.0
2376,2023,4,2024-01-01,,,,,,0.0
2376,2024,1,2024-04-01,,,,,,0.0
2376,2024,2,2024-07-01,,,,,,0.0
2376,2024,3,2024-10-01,,,,,,0.0
2376,2024,4,2025-01-01,,,,,,0.0
2376,2025,1,2025-04-01,,,,,,0.0
2376,2025,2,2025-07-01,,,,,,0.0
2376,2025,3,2025-10-01,,,,,,0.0
2376,2025,4,2026-01-01,,,,,,0.0
2376,2026,1,2026-04-01,,,,,,0.0
2376,2026,2,2026-07-01,,,,,,0.0
2420,2016,1,2016-04-01,,,,,,
2420,2016,2,2016-07-01,,,,,,
2420,2016,3,2016-10-01,,,,,,
2420,2016,4,2017-01-01,,,,,,
2420,2017,1,2017-04-01,,,,,,
2420,2017,2,2017-07-01,,,,,,
2420,2017,3,2017-10-01,,,,,,
2420,2017,4,2018-01-01,,,,,,
2420,2018,1,2018-04-01,,,,,,
2420,2018,2,2018-07-01,,,,,,0.0
2420,2018,3,2018-10-01,,,,,,0.0
2420,2018,4,2019-01-01,,,,,,0.0
2420,2019,1,2019-04-01,,,,,,0.0
2420,2019,2,2019-07-01,,,,,,0.0
2420,2019,3,2019-10-01,,,,,,0.0
2420,2019,4,2020-01-01,,,,,,0.0
2420,2020,1,2020-04-01,,,,,,0.0
2420,2020,2,2020-07-01,,,,,,0.0
2420,2020,3,2020-10-01,,,,,,0.0
2420,2020,4,2021-01-01,,,,,,0.0
2420,2021,1,2021-04-01,,,,,,0.0
2420,2021,2,2021-07-01,,,,,,0.0
2420,2021,3,2021-10-01,,,,,,0.0
2420,2021,4,2022-01-01,,,,,,0.0
2420,2022,1,2022-04-01,,,,,,0.0
2420,2022,2,2022-07-01,,,,,,0.0
2420,2022,3,2022-10-01,,,,,,0.0
2420,2022,4,2023-01-01,,,,,,0.0
2420,2023,1,2023-04-01,,,,,,0.0
2420,2023,2,2023-07-01,,,,,,0.0
2420,2023,3,2023-10-01,,,,,,0.0
2420,2023,4,2024-01-01,,,,,,0.0
2420,2024,1,2024-04-01,,,,,,0.0
2420,2024,2,2024-07-01,,,,,,0.0
2420,2024,3,2024-10-01,,,,,,0.0
2420,2024,4,2025-01-01,,,,,,0.0
2420,2025,1,2025-04-01,,,,,,0.0
2420,2025,2,2025-07-01,,,,,,0.0
2420,2025,3,2025-10-01,,,,,,0.0
2420,2025,4,2026-01-01,,,,,,0.0
2420,2026,1,2026-04-01,,,,,,0.0
2420,2026,2,2026-07-01,,,,,,0.0
2450,2016,2,2016-07-01,,,,,,
2450,2016,3,2016-10-01,,,,,,
2450,2016,4,2017-01-01,,,,,,
2450,2017,1,2017-04-01,,,,,,
2450,2017,2,2017-07-01,,,,,,
2450,2017,3,2017-10-01,,,,,,
2450,2017,4,2018-01-01,,,,,,
2450,2018,1,2018-04-01,,,,,,
2450,2018,2,2018-07-01,,,,,,0.0
2450,2018,3,2018-10-01,,,,,,0.0
2450,2018,4,2019-01-01,,,,,,0.0
2450,2019,1,2019-04-01,,,,,,0.0
2450,2019,2,2019-07-01,,,,,,0.0
2450,2019,3,2019-10-01,,,,,,0.0
2450,2019,4,2020-01-01,,,,,,0.0
2450,2020,1,2020-04-01,,,,,,0.0
2450,2020,2,2020-07-01,,,,,,0.0
2450,2020,3,2020-10-01,,,,,,0.0
2450,2020,4,2021-01-01,,,,,,0.0
2450,2021,1,2021-04-01,,,,,,0.0
2450,2021,2,2021-07-01,,,,,,0.0
2450,2021,3,2021-10-01,,,,,,0.0
2450,2021,4,2022-01-01,,,,,,0.0
2450,2022,1,2022-04-01,,,,,,0.0
2450,2022,2,2022-07-01,,,,,,0.0
2450,2022,3,2022-10-01,,,,,,0.0
2450,2022,4,2023-01-01,,,,,,0.0
2450,2023,1,2023-04-01,,,,,,0.0
2450,2023,2,2023-07-01,,,,,,0.0
2450,2023,3,2023-10-01,,,,,,0.0
2450,2023,4,2024-01-01,,,,,,0.0
2450,2024,1,2024-04-01,,,,,,0.0
2450,2024,2,2024-07-01,,,,,,0.0
2450,2024,3,2024-10-01,,,,,,0.0
2450,2024,4,2025-01-01,,,,,,0.0
2450,2025,1,2025-04-01,,,,,,0.0
2450,2025,2,2025-07-01,,,,,,0.0
2450,2025,3,2025-10-01,,,,,,0.0
2450,2025,4,2026-01-01,,,,,,0.0
2450,2026,1,2026-04-01,,,,,,0.0
2450,2026,2,2026-07-01,,,,,,0.0
2451,2016,2,2016-07-01,,,,,,
2451,2016,3,2016-10-01,,,,,,
2451,2016,4,2017-01-01,,,,,,
2451,2017,1,2017-04-01,,,,,,
2451,2017,2,2017-07-01,,,,,,
2451,2017,3,2017-10-01,,,,,,
2451,2017,4,2018-01-01,,,,,,
2451,2018,1,2018-04-01,,,,,,
2451,2018,2,2018-07-01,,,,,,0.0
2451,2018,3,2018-10-01,,,,,,0.0
2451,2018,4,2019-01-01,,,,,,0.0
2451,2019,1,2019-04-01,,,,,,0.0
2451,2019,2,2019-07-01,,,,,,0.0
2451,2019,3,2019-10-01,,,,,,0.0
2451,2019,4,2020-01-01,,,,,,0.0
2451,2020,1,2020-04-01,,,,,,0.0
2451,2020,2,2020-07-01,,,,,,0.0
2451,2020,3,2020-10-01,,,,,,0.0
2451,2020,4,2021-01-01,,,,,,0.0
2451,2021,1,2021-04-01,,,,,,0.0
2451,2021,2,2021-07-01,,,,,,0.0
2451,2021,3,2021-10-01,,,,,,0.0
2451,2021,4,2022-01-01,,,,,,0.0
2451,2022,1,2022-04-01,,,,,,0.0
2451,2022,2,2022-07-01,,,,,,0.0
2451,2022,3,2022-10-01,,,,,,0.0
2451,2022,4,2023-01-01,,,,,,0.0
2451,2023,1,2023-04-01,,,,,,0.0
2451,2023,2,2023-07-01,,,,,,0.0
2451,2023,3,2023-10-01,,,,,,0.0
2451,2023,4,2024-01-01,,,,,,0.0
2451,2024,1,2024-04-01,,,,,,0.0
2451,2024,2,2024-07-01,,,,,,0.0
2451,2024,3,2024-10-01,,,,,,0.0
2451,2024,4,2025-01-01,,,,,,0.0
2451,2025,1,2025-04-01,,,,,,0.0
2451,2025,2,2025-07-01,,,,,,0.0
2451,2025,3,2025-10-01,,,,,,0.0
2451,2025,4,2026-01-01,,,,,,0.0
2451,2026,1,2026-04-01,,,,,,0.0
2451,2026,2,2026-07-01,,,,,,0.0
2692,2020,1,2020-04-01,,,,,,
2692,2020,2,2020-07-01,,,,,,
2692,2020,3,2020-10-01,,,,,,
2692,2020,4,2021-01-01,1.0000000000000002,0.7861923262517204,1119.16,694.0400000000002,906.6,
2692,2021,1,2021-04-01,,,,,,
2692,2021,2,2021-07-01,0.9601235476721858,-0.2415098402256371,1397.08,1067.97,1283.715,
2692,2021,3,2021-10-01,,,,,,
2692,2021,4,2022-01-01,0.9947153567673872,0.649995674288575,3171.78,1436.0299999999995,2316.145,
2692,2022,1,2022-04-01,,,,,,
2692,2022,2,2022-07-01,0.87737678910032,-2.374072244578976,1999.07,2845.48,2760.815,0.01095653214025566
2692,2022,3,2022-10-01,,,,,,0.9172240113680858
2692,2022,4,2023-01-01,0.978601770826463,0.23471381708945777,3212.18,2277.59,2804.905,0.173513934418964
2692,2023,1,2023-04-01,,,,,,0.5057562922958175
2692,2023,2,2023-07-01,0.9748387977591716,0.1377338866317543,1139.5800000000002,3215.99,2233.995,0.5987125723514771
2692,2023,3,2023-10-01,,,,,,0.12193532536633683
2692,2023,4,2024-01-01,0.991015971024672,0.554654526305558,2602.7300000000005,1178.65,1907.83,0.6891349126249756
2692,2024,1,2024-04-01,,,,,,0.17300504078028245
2692,2024,2,2024-07-01,0.9490738174683232,-0.5262852153303825,17.49,2550.96,1353.1350000000002,0.2486404171029623
2692,2024,3,2024-10-01,,,,,,0.24916097336642407
2692,2024,4,2025-01-01,0.9997045161234256,0.778577069567939,4515.54,85.71999999999998,2301.31,0.04338698738298735
2692,2025,1,2025-04-01,,,,,,0.42985365417787313
2692,2025,2,2025-07-01,,,,,,0.42985365417787325
2692,2025,3,2025-10-01,,,,,,0.04398277121354749
2692,2025,4,2026-01-01,,,,,,2.0
2692,2026,1,2026-04-01,,,,,,0.6064492101873823
2692,2026,2,2026-07-01,,,,,,0.5940967887756481
2910,2017,1,2017-04-01,,,,,,
2910,2017,2,2017-07-01,,,,,,
2910,2017,3,2017-10-01,,,,,,
2910,2017,4,2018-01-01,,,,,,
2910,2018,1,2018-04-01,,,,,,
2910,2018,2,2018-07-01,,,,,,
2910,2018,3,2018-10-01,,,,,,
2910,2018,4,2019-01-01,,,,,,
2910,2019,1,2019-04-01,,,,,,
2910,2019,2,2019-07-01,,,,,,0.0
2910,2019,3,2019-10-01,,,,,,0.0
2910,2019,4,2020-01-01,,,,,,0.0
2910,2020,1,2020-04-01,,,,,,0.0
2910,2020,2,2020-07-01,,,,,,0.0
2910,2020,3,2020-10-01,,,,,,0.0
2910,2020,4,2021-01-01,,,,,,0.0
2910,2021,1,2021-04-01,,,,,,0.0
2910,2021,2,2021-07-01,,,,,,0.0
2910,2021,3,2021-10-01,,,,,,0.0
2910,2021,4,2022-01-01,,,,,,0.0
2910,2022,1,2022-04-01,,,,,,0.0
2910,2022,2,2022-07-01,,,,,,0.0
2910,2022,3,2022-10-01,,,,,,0.0
2910,2022,4,2023-01-01,,,,,,0.0
2910,2023,1,2023-04-01,,,,,,0.0
2910,2023,2,2023-07-01,,,,,,0.0
2910,2023,3,2023-10-01,,,,,,0.0
2910,2023,4,2024-01-01,,,,,,0.0
2910,2024,1,2024-04-01,,,,,,0.0
2910,2024,2,2024-07-01,,,,,,0.0
2910,2024,3,2024-10-01,,,,,,0.0
2910,2024,4,2025-01-01,,,,,,0.0
2910,2025,1,2025-04-01,,,,,,0.0
2910,2025,2,2025-07-01,,,,,,0.0
2910,2025,3,2025-10-01,,,,,,0.0
2910,2025,4,2026-01-01,,,,,,0.0
2910,2026,1,2026-04-01,,,,,,0.0
2910,2026,2,2026-07-01,,,,,,0.0
3567,2020,1,2020-04-01,,,,,,
3567,2020,2,2020-07-01,,,,,,
3567,2020,3,2020-10-01,,,,,,
3567,2020,4,2021-01-01,0.9453146104311002,0.3093591443887688,7119.120000000001,4568.920000000001,6182.09,
3567,2021,1,2021-04-01,,,,,,
3567,2021,2,2021-07-01,0.953264909051678,0.4125244280196036,8339.42,7079.2300000000005,8087.285000000001,
3567,2021,3,2021-10-01,,,,,,
3567,2021,4,2022-01-01,0.9992017938632654,1.0086142073944504,800.1699999999998,8713.580000000002,4760.675,
3567,2022,1,2022-04-01,,,,,,
3567,2022,2,2022-07-01,0.9976956564433244,0.9890701498023177,721.82,802.21,763.775,1.039012376218513
3567,2022,3,2022-10-01,,,,,,0.4413894866698882
3567,2022,4,2023-01-01,0.9137734754283782,-0.09992738607840619,579.25,664.8799999999999,680.7650000000001,0.2570050630788668
3567,2023,1,2023-04-01,,,,,,0.38943039126335643
3567,2023,2,2023-07-01,0.8685849818854746,-0.6863058324347973,437.43000000000006,562.32,575.505,0.14948970670188352
3567,2023,3,2023-10-01,,,,,,1.3922506184260146
3567,2023,4,2024-01-01,0.9022139925183428,-0.2499264477429495,1264.15,421.7000000000001,934.285,0.7446103964536568
3567,2024,1,2024-04-01,,,,,,0.027906581966740618
3567,2024,2,2024-07-01,0.9625287271975264,0.5327343059287498,4528.210000000001,1243.1699999999998,2998.03,0.34258111400476554
3567,2024,3,2024-10-01,,,,,,0.17007473082024896
3567,2024,4,2025-01-01,0.7506901002879554,-2.2161425692777414,1530.37,3761.77,3524.8500000000004,0.1308651176420403
3567,2025,1,2025-04-01,,,,,,0.21257667534683428
3567,2025,2,2025-07-01,,,,,,0.22947239209580295
3567,2025,3,2025-10-01,,,,,,0.4815807853959321
3567,2025,4,2026-01-01,,,,,,0.8263237195406877
3567,2026,1,2026-04-01,,,,,,0.34596472429501773
3567,2026,2,2026-07-01,,,,,,1.5573148787400317
3857,2017,1,2017-04-01,,,,,,
3857,2017,2,2017-07-01,,,,,,
3857,2017,3,2017-10-01,,,,,,
3857,2017,4,2018-01-01,,,,,,
3857,2018,1,2018-04-01,,,,,,
3857,2018,2,2018-07-01,,,,,,
3857,2018,3,2018-10-01,,,,,,
3857,2018,4,2019-01-01,,,,,,
3857,2019,1,2019-04-01,,,,,,
