fund_code,year,quarter,report_date,AS_improved,ICI,industry_hhi,ICI_raw,industry_hhi_raw,ISDI
327,2024,4,2025-01-01,0.8963155327588792,0.177187,0.035773,0.153744,0.03104,0.1681811796582405
327,2025,1,2025-04-01,0.671309582659711,0.331535,0.110745,0.051127,0.017078,0.2009661835748792
327,2025,2,2025-07-01,0.9091556992616543,0.20345,0.029763,0.172463,0.02523,0.0539085624474618
327,2025,3,2025-10-01,0.6720728945482425,0.319901,0.114628,0.050369,0.018048,0.0481478087324861
327,2025,4,2026-01-01,0.8903823172052867,0.112105,0.033915,0.091392,0.027649,0.4001911738698602
327,2026,1,2026-04-01,0.7064928348805812,0.274684,0.113535,0.061403,0.02538,0.4316535326384863
327,2026,2,2026-07-01,0.6909427398789979,0.386397,0.109965,0.079327,0.022576,0.1484771573604061
354,2020,1,2020-04-01,0.7496698494974916,0.286973,0.105093,0.076824,0.028134,0.1859630102792703
354,2020,2,2020-07-01,0.9228028100468341,0.163964,0.056026,0.13548,0.046293,0.1452191141031382
354,2020,3,2020-10-01,0.8245764412740211,0.170824,0.106073,0.078109,0.048502,0.0583839217994559
354,2020,4,2021-01-01,0.9661731928865481,0.432333,0.064734,0.389688,0.058349,0.2654799584812263
354,2021,1,2021-04-01,0.7931699086651444,0.798974,0.114059,0.238187,0.034003,0.197951434142713
