fund_code,year,quarter,report_date
4320,2020,2,2020-07-01
4320,2020,3,2020-10-01
4320,2020,4,2021-01-01
4320,2021,1,2021-04-01
4320,2021,2,2021-07-01
4320,2021,3,2021-10-01
4320,2021,4,2022-01-01
4320,2022,1,2022-04-01
4320,2022,2,2022-07-01
4320,2022,3,2022-10-01
4320,2022,4,2023-01-01
4320,2023,1,2023-04-01
4320,2023,2,2023-07-01
4320,2023,3,2023-10-01
4320,2023,4,2024-01-01
4320,2024,1,2024-04-01
4320,2024,2,2024-07-01
4320,2024,3,2024-10-01
4320,2024,4,2025-01-01
4320,2025,1,2025-04-01
4320,2025,2,2025-07-01
4320,2025,3,2025-10-01
4320,2025,4,2026-01-01
4320,2026,1,2026-04-01
4320,2026,2,2026-07-01
4374,2020,1,2020-04-01
4374,2020,2,2020-07-01
4374,2020,3,2020-10-01
4374,2020,4,2021-01-01
4374,2021,1,2021-04-01
4374,2021,2,2021-07-01
4374,2021,3,2021-10-01
4374,2021,4,2022-01-01
4374,2022,1,2022-04-01
4374,2022,2,2022-07-01
4374,2022,3,2022-10-01
4374,2022,4,2023-01-01
4374,2023,1,2023-04-01
4374,2023,2,2023-07-01
4374,2023,3,2023-10-01
4374,2023,4,2024-01-01
4374,2024,1,2024-04-01
4374,2024,2,2024-07-01
4374,2024,3,2024-10-01
4374,2024,4,2025-01-01
4374,2025,1,2025-04-01
4374,2025,2,2025-07-01
4374,2025,3,2025-10-01
4374,2025,4,2026-01-01
4374,2026,1,2026-04-01
4374,2026,2,2026-07-01
4375,2020,1,2020-04-01
4375,2020,2,2020-07-01
4375,2020,3,2020-10-01
4375,2020,4,2021-01-01
4375,2021,1,2021-04-01
4375,2021,2,2021-07-01
4375,2021,3,2021-10-01
4375,2021,4,2022-01-01
4375,2022,1,2022-04-01
4375,2022,2,2022-07-01
4375,2022,3,2022-10-01
4375,2022,4,2023-01-01
4375,2023,1,2023-04-01
4375,2023,2,2023-07-01
4375,2023,3,2023-10-01
4375,2023,4,2024-01-01
4375,2024,1,2024-04-01
4375,2024,2,2024-07-01
4375,2024,3,2024-10-01
4375,2024,4,2025-01-01
4375,2025,1,2025-04-01
4375,2025,2,2025-07-01
4375,2025,3,2025-10-01
4375,2025,4,2026-01-01
4375,2026,1,2026-04-01
4375,2026,2,2026-07-01
5001,2020,1,2020-04-01
5001,2020,2,2020-07-01
5001,2020,3,2020-10-01
5001,2020,4,2021-01-01
5001,2021,1,2021-04-01
5001,2021,2,2021-07-01
5001,2021,3,2021-10-01
5001,2021,4,2022-01-01
5001,2022,1,2022-04-01
5001,2022,2,2022-07-01
5001,2022,3,2022-10-01
5001,2022,4,2023-01-01
5001,2023,1,2023-04-01
5001,2023,2,2023-07-01
5001,2023,3,2023-10-01
5001,2023,4,2024-01-01
5001,2024,1,2024-04-01
5001,2024,2,2024-07-01
5001,2024,3,2024-10-01
5001,2024,4,2025-01-01
5001,2025,1,2025-04-01
5001,2025,2,2025-07-01
5001,2025,3,2025-10-01
5001,2025,4,2026-01-01
5001,2026,1,2026-04-01
5001,2026,2,2026-07-01
5094,2020,1,2020-04-01
5094,2020,2,2020-07-01
5094,2020,3,2020-10-01
5094,2020,4,2021-01-01
5094,2021,1,2021-04-01
5094,2021,2,2021-07-01
5094,2021,3,2021-10-01
5094,2021,4,2022-01-01
5094,2022,1,2022-04-01
5094,2022,2,2022-07-01
5094,2022,3,2022-10-01
5094,2022,4,2023-01-01
5094,2023,1,2023-04-01
5094,2023,2,2023-07-01
5094,2023,3,2023-10-01
5094,2023,4,2024-01-01
5094,2024,1,2024-04-01
5094,2024,2,2024-07-01
5094,2024,3,2024-10-01
5094,2024,4,2025-01-01
5094,2025,1,2025-04-01
5094,2025,2,2025-07-01
5094,2025,3,2025-10-01
5094,2025,4,2026-01-01
5094,2026,1,2026-04-01
5094,2026,2,2026-07-01
5119,2017,3,2017-10-01
5119,2017,4,2018-01-01
5119,2018,1,2018-04-01
5119,2018,2,2018-07-01
5119,2018,3,2018-10-01
5119,2018,4,2019-01-01
5119,2019,1,2019-04-01
5119,2019,2,2019-07-01
5119,2019,3,2019-10-01
5119,2019,4,2020-01-01
5119,2020,1,2020-04-01
5119,2020,2,2020-07-01
5119,2020,3,2020-10-01
5119,2020,4,2021-01-01
5119,2021,1,2021-04-01
5119,2021,2,2021-07-01
5119,2021,3,2021-10-01
5119,2021,4,2022-01-01
5119,2022,1,2022-04-01
5119,2022,2,2022-07-01
5119,2022,3,2022-10-01
5119,2022,4,2023-01-01
5119,2023,1,2023-04-01
5119,2023,2,2023-07-01
5119,2023,3,2023-10-01
5119,2023,4,2024-01-01
5119,2024,1,2024-04-01
5119,2024,2,2024-07-01
5119,2024,3,2024-10-01
5119,2024,4,2025-01-01
5119,2025,1,2025-04-01
5119,2025,2,2025-07-01
5119,2025,3,2025-10-01
5119,2025,4,2026-01-01
5119,2026,1,2026-04-01
5119,2026,2,2026-07-01
5136,2020,1,2020-04-01
5136,2020,2,2020-07-01
5136,2020,3,2020-10-01
5136,2020,4,2021-01-01
5136,2021,1,2021-04-01
5136,2021,2,2021-07-01
5136,2021,3,2021-10-01
5136,2021,4,2022-01-01
5136,2022,1,2022-04-01
5136,2022,2,2022-07-01
5136,2022,3,2022-10-01
5136,2022,4,2023-01-01
5136,2023,1,2023-04-01
5136,2023,2,2023-07-01
5136,2023,3,2023-10-01
5136,2023,4,2024-01-01
5136,2024,1,2024-04-01
5136,2024,2,2024-07-01
5136,2024,3,2024-10-01
5136,2024,4,2025-01-01
5136,2025,1,2025-04-01
5136,2025,2,2025-07-01
5136,2025,3,2025-10-01
5136,2025,4,2026-01-01
5136,2026,1,2026-04-01
5136,2026,2,2026-07-01
5207,2020,1,2020-04-01
5207,2020,2,2020-07-01
5207,2020,3,2020-10-01
5207,2020,4,2021-01-01
5207,2021,1,2021-04-01
5207,2021,2,2021-07-01
5207,2021,3,2021-10-01
5207,2021,4,2022-01-01
5207,2022,1,2022-04-01
5207,2022,2,2022-07-01
5207,2022,3,2022-10-01
5207,2022,4,2023-01-01
5207,2023,1,2023-04-01
5207,2023,2,2023-07-01
5207,2023,3,2023-10-01
5207,2023,4,2024-01-01
5207,2024,1,2024-04-01
5207,2024,2,2024-07-01
5207,2024,3,2024-10-01
5207,2024,4,2025-01-01
5207,2025,1,2025-04-01
5207,2025,2,2025-07-01
5207,2025,3,2025-10-01
5207,2025,4,2026-01-01
5207,2026,1,2026-04-01
5207,2026,2,2026-07-01
5449,2020,1,2020-04-01
5449,2020,2,2020-07-01
5449,2020,3,2020-10-01
5449,2020,4,2021-01-01
5449,2021,1,2021-04-01
5449,2021,2,2021-07-01
5449,2021,3,2021-10-01
5449,2021,4,2022-01-01
5449,2022,1,2022-04-01
5449,2022,2,2022-07-01
5449,2022,3,2022-10-01
5449,2022,4,2023-01-01
5449,2023,1,2023-04-01
5449,2023,2,2023-07-01
5449,2023,3,2023-10-01
5449,2023,4,2024-01-01
5449,2024,1,2024-04-01
5449,2024,2,2024-07-01
5449,2024,3,2024-10-01
5449,2024,4,2025-01-01
5449,2025,1,2025-04-01
5449,2025,2,2025-07-01
5449,2025,3,2025-10-01
5449,2025,4,2026-01-01
5449,2026,1,2026-04-01
5449,2026,2,2026-07-01
5550,2018,1,2018-04-01
5550,2018,2,2018-07-01
5550,2018,3,2018-10-01
5550,2018,4,2019-01-01
5550,2019,1,2019-04-01
5550,2019,2,2019-07-01
5550,2019,3,2019-10-01
5550,2019,4,2020-01-01
5550,2020,1,2020-04-01
5550,2020,2,2020-07-01
5550,2020,3,2020-10-01
5550,2020,4,2021-01-01
5550,2021,1,2021-04-01
5550,2021,2,2021-07-01
5550,2021,3,2021-10-01
5550,2021,4,2022-01-01
5550,2022,1,2022-04-01
5550,2022,2,2022-07-01
5550,2022,3,2022-10-01
5550,2022,4,2023-01-01
5550,2023,1,2023-04-01
5550,2023,2,2023-07-01
5550,2023,3,2023-10-01
5550,2023,4,2024-01-01
5550,2024,1,2024-04-01
5550,2024,2,2024-07-01
5550,2024,3,2024-10-01
5550,2024,4,2025-01-01
5550,2025,1,2025-04-01
5550,2025,2,2025-07-01
5550,2025,3,2025-10-01
5550,2025,4,2026-01-01
5550,2026,1,2026-04-01
5550,2026,2,2026-07-01
5551,2018,1,2018-04-01
5551,2018,2,2018-07-01
5551,2018,3,2018-10-01
5551,2018,4,2019-01-01
5551,2019,1,2019-04-01
5551,2019,2,2019-07-01
5551,2019,3,2019-10-01
5551,2019,4,2020-01-01
5551,2020,1,2020-04-01
5551,2020,2,2020-07-01
5551,2020,3,2020-10-01
5551,2020,4,2021-01-01
5551,2021,1,2021-04-01
5551,2021,2,2021-07-01
5551,2021,3,2021-10-01
5551,2021,4,2022-01-01
5551,2022,1,2022-04-01
5551,2022,2,2022-07-01
5551,2022,3,2022-10-01
5551,2022,4,2023-01-01
5551,2023,1,2023-04-01
5551,2023,2,2023-07-01
5551,2023,3,2023-10-01
5551,2023,4,2024-01-01
5551,2024,1,2024-04-01
5551,2024,2,2024-07-01
5551,2024,3,2024-10-01
5551,2024,4,2025-01-01
5551,2025,1,2025-04-01
5551,2025,2,2025-07-01
5551,2025,3,2025-10-01
5551,2025,4,2026-01-01
5551,2026,1,2026-04-01
5551,2026,2,2026-07-01
5729,2020,1,2020-04-01
5729,2020,2,2020-07-01
5729,2020,3,2020-10-01
5729,2020,4,2021-01-01
5729,2021,1,2021-04-01
5729,2021,2,2021-07-01
5729,2021,3,2021-10-01
5729,2021,4,2022-01-01
5729,2022,1,2022-04-01
5729,2022,2,2022-07-01
5729,2022,3,2022-10-01
5729,2022,4,2023-01-01
5729,2023,1,2023-04-01
5729,2023,2,2023-07-01
5729,2023,3,2023-10-01
5729,2023,4,2024-01-01
5729,2024,1,2024-04-01
5729,2024,2,2024-07-01
5729,2024,3,2024-10-01
5729,2024,4,2025-01-01
5729,2025,1,2025-04-01
5729,2025,2,2025-07-01
5729,2025,3,2025-10-01
5729,2025,4,2026-01-01
5729,2026,1,2026-04-01
5729,2026,2,2026-07-01
5765,2020,1,2020-04-01
5765,2020,2,2020-07-01
5765,2020,3,2020-10-01
5765,2020,4,2021-01-01
5765,2021,1,2021-04-01
5765,2021,2,2021-07-01
5765,2021,3,2021-10-01
5765,2021,4,2022-01-01
5765,2022,1,2022-04-01
5765,2022,2,2022-07-01
5765,2022,3,2022-10-01
5765,2022,4,2023-01-01
5765,2023,1,2023-04-01
5765,2023,2,2023-07-01
5765,2023,3,2023-10-01
5765,2023,4,2024-01-01
5765,2024,1,2024-04-01
5765,2024,2,2024-07-01
5765,2024,3,2024-10-01
5765,2024,4,2025-01-01
5765,2025,1,2025-04-01
5765,2025,2,2025-07-01
5765,2025,3,2025-10-01
5765,2025,4,2026-01-01
5765,2026,1,2026-04-01
5765,2026,2,2026-07-01
5774,2020,1,2020-04-01
5774,2020,2,2020-07-01
5774,2020,3,2020-10-01
5774,2020,4,2021-01-01
5774,2021,1,2021-04-01
5774,2021,2,2021-07-01
5774,2021,3,2021-10-01
5774,2021,4,2022-01-01
5774,2022,1,2022-04-01
5774,2022,2,2022-07-01
5774,2022,3,2022-10-01
5774,2022,4,2023-01-01
5774,2023,1,2023-04-01
5774,2023,2,2023-07-01
5774,2023,3,2023-10-01
5774,2023,4,2024-01-01
5774,2024,1,2024-04-01
5774,2024,2,2024-07-01
5774,2024,3,2024-10-01
5774,2024,4,2025-01-01
5774,2025,1,2025-04-01
5774,2025,2,2025-07-01
5774,2025,3,2025-10-01
5774,2025,4,2026-01-01
5774,2026,1,2026-04-01
5774,2026,2,2026-07-01
5775,2018,3,2018-10-01
5775,2018,4,2019-01-01
5775,2019,1,2019-04-01
5775,2019,2,2019-07-01
5775,2019,3,2019-10-01
5775,2019,4,2020-01-01
5775,2020,1,2020-04-01
5775,2020,2,2020-07-01
5775,2020,3,2020-10-01
5775,2020,4,2021-01-01
5775,2021,1,2021-04-01
5775,2021,2,2021-07-01
5775,2021,3,2021-10-01
5775,2021,4,2022-01-01
5775,2022,1,2022-04-01
5775,2022,2,2022-07-01
5775,2022,3,2022-10-01
5775,2022,4,2023-01-01
5775,2023,1,2023-04-01
5775,2023,2,2023-07-01
5775,2023,3,2023-10-01
5775,2023,4,2024-01-01
5775,2024,1,2024-04-01
5775,2024,2,2024-07-01
5775,2024,3,2024-10-01
5775,2024,4,2025-01-01
5775,2025,1,2025-04-01
5775,2025,2,2025-07-01
5775,2025,3,2025-10-01
5775,2025,4,2026-01-01
5775,2026,1,2026-04-01
5775,2026,2,2026-07-01
5776,2018,3,2018-10-01
5776,2018,4,2019-01-01
5776,2019,1,2019-04-01
5776,2019,2,2019-07-01
5776,2019,3,2019-10-01
5776,2019,4,2020-01-01
5776,2020,1,2020-04-01
5776,2020,2,2020-07-01
5776,2020,3,2020-10-01
5776,2020,4,2021-01-01
5776,2021,1,2021-04-01
5776,2021,2,2021-07-01
5776,2021,3,2021-10-01
5776,2021,4,2022-01-01
5776,2022,1,2022-04-01
5776,2022,2,2022-07-01
5776,2022,3,2022-10-01
5776,2022,4,2023-01-01
5776,2023,1,2023-04-01
5776,2023,2,2023-07-01
5776,2023,3,2023-10-01
5776,2023,4,2024-01-01
5776,2024,1,2024-04-01
5776,2024,2,2024-07-01
5776,2024,3,2024-10-01
5776,2024,4,2025-01-01
5776,2025,1,2025-04-01
5776,2025,2,2025-07-01
5776,2025,3,2025-10-01
5776,2025,4,2026-01-01
5776,2026,1,2026-04-01
5776,2026,2,2026-07-01
5787,2020,1,2020-04-01
5787,2020,2,2020-07-01
5787,2020,3,2020-10-01
5787,2020,4,2021-01-01
5787,2021,1,2021-04-01
5787,2021,2,2021-07-01
5787,2021,3,2021-10-01
5787,2021,4,2022-01-01
5787,2022,1,2022-04-01
5787,2022,2,2022-07-01
5787,2022,3,2022-10-01
5787,2022,4,2023-01-01
5787,2023,1,2023-04-01
5787,2023,2,2023-07-01
5787,2023,3,2023-10-01
5787,2023,4,2024-01-01
5787,2024,1,2024-04-01
5787,2024,2,2024-07-01
5787,2024,3,2024-10-01
5787,2024,4,2025-01-01
5787,2025,1,2025-04-01
5787,2025,2,2025-07-01
5787,2025,3,2025-10-01
5787,2025,4,2026-01-01
5787,2026,1,2026-04-01
5787,2026,2,2026-07-01
5819,2020,1,2020-04-01
5819,2020,2,2020-07-01
5819,2020,3,2020-10-01
5819,2020,4,2021-01-01
5819,2021,1,2021-04-01
5819,2021,2,2021-07-01
5819,2021,3,2021-10-01
5819,2021,4,2022-01-01
5819,2022,1,2022-04-01
5819,2022,2,2022-07-01
5819,2022,3,2022-10-01
5819,2022,4,2023-01-01
5819,2023,1,2023-04-01
5819,2023,2,2023-07-01
5819,2023,3,2023-10-01
5819,2023,4,2024-01-01
5819,2024,1,2024-04-01
5819,2024,2,2024-07-01
5819,2024,3,2024-10-01
5819,2024,4,2025-01-01
5819,2025,1,2025-04-01
5819,2025,2,2025-07-01
5819,2025,3,2025-10-01
5819,2025,4,2026-01-01
5819,2026,1,2026-04-01
5819,2026,2,2026-07-01
5844,2020,1,2020-04-01
5844,2020,2,2020-07-01
5844,2020,3,2020-10-01
5844,2020,4,2021-01-01
5844,2021,1,2021-04-01
5844,2021,2,2021-07-01
5844,2021,3,2021-10-01
5844,2021,4,2022-01-01
5844,2022,1,2022-04-01
5844,2022,2,2022-07-01
5844,2022,3,2022-10-01
5844,2022,4,2023-01-01
5844,2023,1,2023-04-01
5844,2023,2,2023-07-01
5844,2023,3,2023-10-01
5844,2023,4,2024-01-01
5844,2024,1,2024-04-01
5844,2024,2,2024-07-01
5844,2024,3,2024-10-01
5844,2024,4,2025-01-01
5844,2025,1,2025-04-01
5844,2025,2,2025-07-01
5844,2025,3,2025-10-01
5844,2025,4,2026-01-01
5844,2026,1,2026-04-01
5844,2026,2,2026-07-01
5875,2020,1,2020-04-01
5875,2020,2,2020-07-01
5875,2020,3,2020-10-01
5875,2020,4,2021-01-01
5875,2021,1,2021-04-01
5875,2021,2,2021-07-01
5875,2021,3,2021-10-01
5875,2021,4,2022-01-01
5875,2022,1,2022-04-01
5875,2022,2,2022-07-01
5875,2022,3,2022-10-01
5875,2022,4,2023-01-01
5875,2023,1,2023-04-01
5875,2023,2,2023-07-01
5875,2023,3,2023-10-01
5875,2023,4,2024-01-01
5875,2024,1,2024-04-01
5875,2024,2,2024-07-01
5875,2024,3,2024-10-01
5875,2024,4,2025-01-01
5875,2025,1,2025-04-01
5875,2025,2,2025-07-01
5875,2025,3,2025-10-01
5875,2025,4,2026-01-01
5875,2026,1,2026-04-01
5875,2026,2,2026-07-01
5903,2018,2,2018-07-01
5903,2018,3,2018-10-01
5903,2018,4,2019-01-01
5903,2019,1,2019-04-01
5903,2019,2,2019-07-01
5903,2019,3,2019-10-01
5903,2019,4,2020-01-01
5903,2020,1,2020-04-01
5903,2020,2,2020-07-01
5903,2020,3,2020-10-01
5903,2020,4,2021-01-01
5903,2021,1,2021-04-01
5903,2021,2,2021-07-01
5903,2021,3,2021-10-01
5903,2021,4,2022-01-01
5903,2022,1,2022-04-01
5903,2022,2,2022-07-01
5903,2022,3,2022-10-01
5903,2022,4,2023-01-01
5903,2023,1,2023-04-01
5903,2023,2,2023-07-01
5903,2023,3,2023-10-01
5903,2023,4,2024-01-01
5903,2024,1,2024-04-01
5903,2024,2,2024-07-01
5903,2024,3,2024-10-01
5903,2024,4,2025-01-01
5903,2025,1,2025-04-01
5903,2025,2,2025-07-01
5903,2025,3,2025-10-01
5903,2025,4,2026-01-01
5903,2026,1,2026-04-01
5903,2026,2,2026-07-01
5914,2020,1,2020-04-01
5914,2020,2,2020-07-01
5914,2020,3,2020-10-01
5914,2020,4,2021-01-01
5914,2021,1,2021-04-01
5914,2021,2,2021-07-01
5914,2021,3,2021-10-01
5914,2021,4,2022-01-01
5914,2022,1,2022-04-01
5914,2022,2,2022-07-01
5914,2022,3,2022-10-01
5914,2022,4,2023-01-01
5914,2023,1,2023-04-01
5914,2023,2,2023-07-01
5914,2023,3,2023-10-01
5914,2023,4,2024-01-01
5914,2024,1,2024-04-01
5914,2024,2,2024-07-01
5914,2024,3,2024-10-01
5914,2024,4,2025-01-01
5914,2025,1,2025-04-01
5914,2025,2,2025-07-01
5914,2025,3,2025-10-01
5914,2025,4,2026-01-01
5914,2026,1,2026-04-01
5914,2026,2,2026-07-01
5939,2020,1,2020-04-01
5939,2020,2,2020-07-01
5939,2020,3,2020-10-01
5939,2020,4,2021-01-01
5939,2021,1,2021-04-01
5939,2021,2,2021-07-01
5939,2021,3,2021-10-01
5939,2021,4,2022-01-01
5939,2022,1,2022-04-01
5939,2022,2,2022-07-01
5939,2022,3,2022-10-01
5939,2022,4,2023-01-01
5939,2023,1,2023-04-01
5939,2023,2,2023-07-01
5939,2023,3,2023-10-01
5939,2023,4,2024-01-01
5939,2024,1,2024-04-01
5939,2024,2,2024-07-01
5939,2024,3,2024-10-01
5939,2024,4,2025-01-01
5939,2025,1,2025-04-01
5939,2025,2,2025-07-01
5939,2025,3,2025-10-01
5939,2025,4,2026-01-01
5939,2026,1,2026-04-01
5939,2026,2,2026-07-01
5940,2020,1,2020-04-01
5940,2020,2,2020-07-01
5940,2020,3,2020-10-01
5940,2020,4,2021-01-01
5940,2021,1,2021-04-01
5940,2021,2,2021-07-01
5940,2021,3,2021-10-01
5940,2021,4,2022-01-01
5940,2022,1,2022-04-01
5940,2022,2,2022-07-01
5940,2022,3,2022-10-01
5940,2022,4,2023-01-01
5940,2023,1,2023-04-01
5940,2023,2,2023-07-01
5940,2023,3,2023-10-01
5940,2023,4,2024-01-01
5940,2024,1,2024-04-01
5940,2024,2,2024-07-01
5940,2024,3,2024-10-01
5940,2024,4,2025-01-01
5940,2025,1,2025-04-01
5940,2025,2,2025-07-01
5940,2025,3,2025-10-01
5940,2025,4,2026-01-01
5940,2026,1,2026-04-01
5940,2026,2,2026-07-01
6025,2020,1,2020-04-01
6025,2020,2,2020-07-01
6025,2020,3,2020-10-01
6025,2020,4,2021-01-01
6025,2021,1,2021-04-01
6025,2021,2,2021-07-01
6025,2021,3,2021-10-01
6025,2021,4,2022-01-01
6025,2022,1,2022-04-01
6025,2022,2,2022-07-01
6025,2022,3,2022-10-01
6025,2022,4,2023-01-01
6025,2023,1,2023-04-01
6025,2023,2,2023-07-01
6025,2023,3,2023-10-01
6025,2023,4,2024-01-01
6025,2024,1,2024-04-01
6025,2024,2,2024-07-01
6025,2024,3,2024-10-01
6025,2024,4,2025-01-01
6025,2025,1,2025-04-01
6025,2025,2,2025-07-01
6025,2025,3,2025-10-01
6025,2025,4,2026-01-01
6025,2026,1,2026-04-01
6025,2026,2,2026-07-01
6154,2020,1,2020-04-01
6154,2020,2,2020-07-01
6154,2020,3,2020-10-01
6154,2020,4,2021-01-01
6154,2021,1,2021-04-01
6154,2021,2,2021-07-01
6154,2021,3,2021-10-01
6154,2021,4,2022-01-01
6154,2022,1,2022-04-01
6154,2022,2,2022-07-01
6154,2022,3,2022-10-01
6154,2022,4,2023-01-01
6154,2023,1,2023-04-01
6154,2023,2,2023-07-01
6154,2023,3,2023-10-01
6154,2023,4,2024-01-01
6154,2024,1,2024-04-01
6154,2024,2,2024-07-01
6154,2024,3,2024-10-01
6154,2024,4,2025-01-01
6154,2025,1,2025-04-01
6154,2025,2,2025-07-01
6154,2025,3,2025-10-01
6154,2025,4,2026-01-01
6154,2026,1,2026-04-01
6154,2026,2,2026-07-01
6250,2020,1,2020-04-01
6250,2020,2,2020-07-01
6250,2020,3,2020-10-01
6250,2020,4,2021-01-01
6250,2021,1,2021-04-01
6250,2021,2,2021-07-01
6250,2021,3,2021-10-01
6250,2021,4,2022-01-01
6250,2022,1,2022-04-01
6250,2022,2,2022-07-01
6250,2022,3,2022-10-01
6250,2022,4,2023-01-01
6250,2023,1,2023-04-01
6250,2023,2,2023-07-01
6250,2023,3,2023-10-01
6250,2023,4,2024-01-01
6250,2024,1,2024-04-01
6250,2024,2,2024-07-01
6250,2024,3,2024-10-01
6250,2024,4,2025-01-01
6250,2025,1,2025-04-01
6250,2025,2,2025-07-01
6250,2025,3,2025-10-01
6250,2025,4,2026-01-01
6250,2026,1,2026-04-01
6250,2026,2,2026-07-01
6271,2020,1,2020-04-01
6271,2020,2,2020-07-01
6271,2020,3,2020-10-01
6271,2020,4,2021-01-01
6271,2021,1,2021-04-01
6271,2021,2,2021-07-01
6271,2021,3,2021-10-01
6271,2021,4,2022-01-01
6271,2022,1,2022-04-01
6271,2022,2,2022-07-01
6271,2022,3,2022-10-01
6271,2022,4,2023-01-01
6271,2023,1,2023-04-01
6271,2023,2,2023-07-01
6271,2023,3,2023-10-01
6271,2023,4,2024-01-01
6271,2024,1,2024-04-01
6271,2024,2,2024-07-01
6271,2024,3,2024-10-01
6271,2024,4,2025-01-01
6271,2025,1,2025-04-01
6271,2025,2,2025-07-01
6271,2025,3,2025-10-01
6271,2025,4,2026-01-01
6271,2026,1,2026-04-01
6271,2026,2,2026-07-01
6281,2020,1,2020-04-01
6281,2020,2,2020-07-01
6281,2020,3,2020-10-01
6281,2020,4,2021-01-01
6281,2021,1,2021-04-01
6281,2021,2,2021-07-01
6281,2021,3,2021-10-01
6281,2021,4,2022-01-01
6281,2022,1,2022-04-01
6281,2022,2,2022-07-01
6281,2022,3,2022-10-01
6281,2022,4,2023-01-01
6281,2023,1,2023-04-01
6281,2023,2,2023-07-01
6281,2023,3,2023-10-01
6281,2023,4,2024-01-01
6281,2024,1,2024-04-01
6281,2024,2,2024-07-01
6281,2024,3,2024-10-01
6281,2024,4,2025-01-01
6281,2025,1,2025-04-01
6281,2025,2,2025-07-01
6281,2025,3,2025-10-01
6281,2025,4,2026-01-01
6281,2026,1,2026-04-01
6281,2026,2,2026-07-01
6314,2020,1,2020-04-01
6314,2020,2,2020-07-01
6314,2020,3,2020-10-01
6314,2020,4,2021-01-01
6314,2021,1,2021-04-01
6314,2021,2,2021-07-01
6314,2021,3,2021-10-01
6314,2021,4,2022-01-01
6314,2022,1,2022-04-01
6314,2022,2,2022-07-01
6314,2022,3,2022-10-01
6314,2022,4,2023-01-01
6314,2023,1,2023-04-01
6314,2023,2,2023-07-01
6314,2023,3,2023-10-01
6314,2023,4,2024-01-01
6314,2024,1,2024-04-01
6314,2024,2,2024-07-01
6314,2024,3,2024-10-01
6314,2024,4,2025-01-01
6314,2025,1,2025-04-01
6314,2025,2,2025-07-01
6314,2025,3,2025-10-01
6314,2025,4,2026-01-01
6314,2026,1,2026-04-01
6314,2026,2,2026-07-01
6315,2020,1,2020-04-01
6315,2020,2,2020-07-01
6315,2020,3,2020-10-01
6315,2020,4,2021-01-01
6315,2021,1,2021-04-01
6315,2021,2,2021-07-01
6315,2021,3,2021-10-01
6315,2021,4,2022-01-01
6315,2022,1,2022-04-01
6315,2022,2,2022-07-01
6315,2022,3,2022-10-01
6315,2022,4,2023-01-01
6315,2023,1,2023-04-01
6315,2023,2,2023-07-01
6315,2023,3,2023-10-01
6315,2023,4,2024-01-01
6315,2024,1,2024-04-01
6315,2024,2,2024-07-01
6315,2024,3,2024-10-01
6315,2024,4,2025-01-01
6315,2025,1,2025-04-01
6315,2025,2,2025-07-01
6315,2025,3,2025-10-01
6315,2025,4,2026-01-01
6315,2026,1,2026-04-01
6315,2026,2,2026-07-01
6522,2020,1,2020-04-01
6522,2020,2,2020-07-01
6522,2020,3,2020-10-01
6522,2020,4,2021-01-01
6522,2021,1,2021-04-01
6522,2021,2,2021-07-01
6522,2021,3,2021-10-01
6522,2021,4,2022-01-01
6522,2022,1,2022-04-01
6522,2022,2,2022-07-01
6522,2022,3,2022-10-01
6522,2022,4,2023-01-01
6522,2023,1,2023-04-01
6522,2023,2,2023-07-01
6522,2023,3,2023-10-01
6522,2023,4,2024-01-01
6522,2024,1,2024-04-01
6522,2024,2,2024-07-01
6522,2024,3,2024-10-01
6522,2024,4,2025-01-01
6522,2025,1,2025-04-01
6522,2025,2,2025-07-01
6522,2025,3,2025-10-01
6522,2025,4,2026-01-01
6522,2026,1,2026-04-01
6522,2026,2,2026-07-01
6523,2020,1,2020-04-01
6523,2020,2,2020-07-01
6523,2020,3,2020-10-01
6523,2020,4,2021-01-01
6523,2021,1,2021-04-01
6523,2021,2,2021-07-01
6523,2021,3,2021-10-01
6523,2021,4,2022-01-01
6523,2022,1,2022-04-01
6523,2022,2,2022-07-01
6523,2022,3,2022-10-01
6523,2022,4,2023-01-01
6523,2023,1,2023-04-01
6523,2023,2,2023-07-01
6523,2023,3,2023-10-01
6523,2023,4,2024-01-01
6523,2024,1,2024-04-01
6523,2024,2,2024-07-01
6523,2024,3,2024-10-01
6523,2024,4,2025-01-01
6523,2025,1,2025-04-01
6523,2025,2,2025-07-01
6523,2025,3,2025-10-01
6523,2025,4,2026-01-01
6523,2026,1,2026-04-01
6523,2026,2,2026-07-01
6533,2020,1,2020-04-01
6533,2020,2,2020-07-01
6533,2020,3,2020-10-01
6533,2020,4,2021-01-01
6533,2021,1,2021-04-01
6533,2021,2,2021-07-01
6533,2021,3,2021-10-01
6533,2021,4,2022-01-01
6533,2022,1,2022-04-01
6533,2022,2,2022-07-01
6533,2022,3,2022-10-01
6533,2022,4,2023-01-01
6533,2023,1,2023-04-01
6533,2023,2,2023-07-01
6533,2023,3,2023-10-01
6533,2023,4,2024-01-01
6533,2024,1,2024-04-01
6533,2024,2,2024-07-01
6533,2024,3,2024-10-01
6533,2024,4,2025-01-01
6533,2025,1,2025-04-01
6533,2025,2,2025-07-01
6533,2025,3,2025-10-01
6533,2025,4,2026-01-01
6533,2026,1,2026-04-01
6533,2026,2,2026-07-01
6615,2020,1,2020-04-01
6615,2020,2,2020-07-01
6615,2020,3,2020-10-01
6615,2020,4,2021-01-01
