fund_code,year,quarter,report_date
11452,2025,1,2025-04-01
11452,2025,2,2025-07-01
11452,2025,3,2025-10-01
11452,2025,4,2026-01-01
11452,2026,1,2026-04-01
11452,2026,2,2026-07-01
11488,2021,1,2021-04-01
11488,2021,2,2021-07-01
11488,2021,3,2021-10-01
11488,2021,4,2022-01-01
11488,2022,1,2022-04-01
11488,2022,2,2022-07-01
11488,2022,3,2022-10-01
11488,2022,4,2023-01-01
11488,2023,1,2023-04-01
11488,2023,2,2023-07-01
11488,2023,3,2023-10-01
11488,2023,4,2024-01-01
11488,2024,1,2024-04-01
11488,2024,2,2024-07-01
11488,2024,3,2024-10-01
11488,2024,4,2025-01-01
11488,2025,1,2025-04-01
11488,2025,2,2025-07-01
11488,2025,3,2025-10-01
11488,2025,4,2026-01-01
11488,2026,1,2026-04-01
11488,2026,2,2026-07-01
11822,2021,3,2021-10-01
11822,2021,4,2022-01-01
11822,2022,1,2022-04-01
11822,2022,2,2022-07-01
11822,2022,3,2022-10-01
11822,2022,4,2023-01-01
11822,2023,1,2023-04-01
11822,2023,2,2023-07-01
11822,2023,3,2023-10-01
11822,2023,4,2024-01-01
11822,2024,1,2024-04-01
11822,2024,2,2024-07-01
11822,2024,3,2024-10-01
11822,2024,4,2025-01-01
11822,2025,1,2025-04-01
11822,2025,2,2025-07-01
11822,2025,3,2025-10-01
11822,2025,4,2026-01-01
11822,2026,1,2026-04-01
11822,2026,2,2026-07-01
11823,2021,3,2021-10-01
11823,2021,4,2022-01-01
11823,2022,1,2022-04-01
11823,2022,2,2022-07-01
11823,2022,3,2022-10-01
11823,2022,4,2023-01-01
11823,2023,1,2023-04-01
11823,2023,2,2023-07-01
11823,2023,3,2023-10-01
11823,2023,4,2024-01-01
11823,2024,1,2024-04-01
11823,2024,2,2024-07-01
11823,2024,3,2024-10-01
11823,2024,4,2025-01-01
11823,2025,1,2025-04-01
11823,2025,2,2025-07-01
11823,2025,3,2025-10-01
11823,2025,4,2026-01-01
11823,2026,1,2026-04-01
11823,2026,2,2026-07-01
11891,2021,3,2021-10-01
11891,2021,4,2022-01-01
11891,2022,1,2022-04-01
11891,2022,2,2022-07-01
11891,2022,3,2022-10-01
11891,2022,4,2023-01-01
11891,2023,1,2023-04-01
11891,2023,2,2023-07-01
11891,2023,3,2023-10-01
11891,2023,4,2024-01-01
11891,2024,1,2024-04-01
11891,2024,2,2024-07-01
11891,2024,3,2024-10-01
11891,2024,4,2025-01-01
11891,2025,1,2025-04-01
11891,2025,2,2025-07-01
11891,2025,3,2025-10-01
11891,2025,4,2026-01-01
11891,2026,1,2026-04-01
11891,2026,2,2026-07-01
11892,2021,3,2021-10-01
11892,2021,4,2022-01-01
11892,2022,1,2022-04-01
11892,2022,2,2022-07-01
11892,2022,3,2022-10-01
11892,2022,4,2023-01-01
11892,2023,1,2023-04-01
11892,2023,2,2023-07-01
11892,2023,3,2023-10-01
11892,2023,4,2024-01-01
11892,2024,1,2024-04-01
11892,2024,2,2024-07-01
11892,2024,3,2024-10-01
11892,2024,4,2025-01-01
11892,2025,1,2025-04-01
11892,2025,2,2025-07-01
11892,2025,3,2025-10-01
11892,2025,4,2026-01-01
11892,2026,1,2026-04-01
11892,2026,2,2026-07-01
12301,2021,3,2021-10-01
12301,2021,4,2022-01-01
12301,2022,1,2022-04-01
12301,2022,2,2022-07-01
12301,2022,3,2022-10-01
12301,2022,4,2023-01-01
12301,2023,1,2023-04-01
12301,2023,2,2023-07-01
12301,2023,3,2023-10-01
12301,2023,4,2024-01-01
12301,2024,1,2024-04-01
12301,2024,2,2024-07-01
12301,2024,3,2024-10-01
12301,2024,4,2025-01-01
12301,2025,1,2025-04-01
12301,2025,2,2025-07-01
12301,2025,3,2025-10-01
12301,2025,4,2026-01-01
12301,2026,1,2026-04-01
12301,2026,2,2026-07-01
12456,2021,3,2021-10-01
12456,2021,4,2022-01-01
12456,2022,1,2022-04-01
12456,2022,2,2022-07-01
12456,2022,3,2022-10-01
12456,2022,4,2023-01-01
12456,2023,1,2023-04-01
12456,2023,2,2023-07-01
12456,2023,3,2023-10-01
12456,2023,4,2024-01-01
12456,2024,1,2024-04-01
12456,2024,2,2024-07-01
12456,2024,3,2024-10-01
12456,2024,4,2025-01-01
12456,2025,1,2025-04-01
12456,2025,2,2025-07-01
12456,2025,3,2025-10-01
12456,2025,4,2026-01-01
12456,2026,1,2026-04-01
12456,2026,2,2026-07-01
12457,2021,3,2021-10-01
12457,2021,4,2022-01-01
12457,2022,1,2022-04-01
12457,2022,2,2022-07-01
12457,2022,3,2022-10-01
12457,2022,4,2023-01-01
12457,2023,1,2023-04-01
12457,2023,2,2023-07-01
12457,2023,3,2023-10-01
12457,2023,4,2024-01-01
12457,2024,1,2024-04-01
12457,2024,2,2024-07-01
12457,2024,3,2024-10-01
12457,2024,4,2025-01-01
12457,2025,1,2025-04-01
12457,2025,2,2025-07-01
12457,2025,3,2025-10-01
12457,2025,4,2026-01-01
12457,2026,1,2026-04-01
12457,2026,2,2026-07-01
13107,2021,4,2022-01-01
13107,2022,1,2022-04-01
13107,2022,2,2022-07-01
13107,2022,3,2022-10-01
13107,2022,4,2023-01-01
13107,2023,1,2023-04-01
13107,2023,2,2023-07-01
13107,2023,3,2023-10-01
13107,2023,4,2024-01-01
13107,2024,1,2024-04-01
13107,2024,2,2024-07-01
13107,2024,3,2024-10-01
13107,2024,4,2025-01-01
13107,2025,1,2025-04-01
13107,2025,2,2025-07-01
13107,2025,3,2025-10-01
13107,2025,4,2026-01-01
13107,2026,1,2026-04-01
13107,2026,2,2026-07-01
13108,2021,4,2022-01-01
13108,2022,1,2022-04-01
13108,2022,2,2022-07-01
13108,2022,3,2022-10-01
13108,2022,4,2023-01-01
13108,2023,1,2023-04-01
13108,2023,2,2023-07-01
13108,2023,3,2023-10-01
13108,2023,4,2024-01-01
13108,2024,1,2024-04-01
13108,2024,2,2024-07-01
13108,2024,3,2024-10-01
13108,2024,4,2025-01-01
13108,2025,1,2025-04-01
13108,2025,2,2025-07-01
13108,2025,3,2025-10-01
13108,2025,4,2026-01-01
13108,2026,1,2026-04-01
13108,2026,2,2026-07-01
13238,2021,4,2022-01-01
13238,2022,1,2022-04-01
13238,2022,2,2022-07-01
13238,2022,3,2022-10-01
13238,2022,4,2023-01-01
13238,2023,1,2023-04-01
13238,2023,2,2023-07-01
13238,2023,3,2023-10-01
13238,2023,4,2024-01-01
13238,2024,1,2024-04-01
13238,2024,2,2024-07-01
13238,2024,3,2024-10-01
13238,2024,4,2025-01-01
13238,2025,1,2025-04-01
13238,2025,2,2025-07-01
13238,2025,3,2025-10-01
13238,2025,4,2026-01-01
13238,2026,1,2026-04-01
13238,2026,2,2026-07-01
13239,2021,4,2022-01-01
13239,2022,1,2022-04-01
13239,2022,2,2022-07-01
13239,2022,3,2022-10-01
13239,2022,4,2023-01-01
13239,2023,1,2023-04-01
13239,2023,2,2023-07-01
13239,2023,3,2023-10-01
13239,2023,4,2024-01-01
13239,2024,1,2024-04-01
13239,2024,2,2024-07-01
13239,2024,3,2024-10-01
13239,2024,4,2025-01-01
13239,2025,1,2025-04-01
13239,2025,2,2025-07-01
13239,2025,3,2025-10-01
13239,2025,4,2026-01-01
13239,2026,1,2026-04-01
13239,2026,2,2026-07-01
13312,2021,3,2021-10-01
13312,2021,4,2022-01-01
13312,2022,1,2022-04-01
13312,2022,2,2022-07-01
13312,2022,3,2022-10-01
13312,2022,4,2023-01-01
13312,2023,1,2023-04-01
13312,2023,2,2023-07-01
13312,2023,3,2023-10-01
13312,2023,4,2024-01-01
13312,2024,1,2024-04-01
13312,2024,2,2024-07-01
13312,2024,3,2024-10-01
13312,2024,4,2025-01-01
13312,2025,1,2025-04-01
13312,2025,2,2025-07-01
13312,2025,3,2025-10-01
13312,2025,4,2026-01-01
13312,2026,1,2026-04-01
13312,2026,2,2026-07-01
13369,2022,1,2022-04-01
13369,2022,2,2022-07-01
13369,2022,3,2022-10-01
13369,2022,4,2023-01-01
13369,2023,1,2023-04-01
13369,2023,2,2023-07-01
13369,2023,3,2023-10-01
13369,2023,4,2024-01-01
13369,2024,1,2024-04-01
13369,2024,2,2024-07-01
13369,2024,3,2024-10-01
13369,2024,4,2025-01-01
13369,2025,1,2025-04-01
13369,2025,2,2025-07-01
13369,2025,3,2025-10-01
13369,2025,4,2026-01-01
13369,2026,1,2026-04-01
13369,2026,2,2026-07-01
13370,2022,1,2022-04-01
13370,2022,2,2022-07-01
13370,2022,3,2022-10-01
13370,2022,4,2023-01-01
13370,2023,1,2023-04-01
13370,2023,2,2023-07-01
13370,2023,3,2023-10-01
13370,2023,4,2024-01-01
13370,2024,1,2024-04-01
13370,2024,2,2024-07-01
13370,2024,3,2024-10-01
13370,2024,4,2025-01-01
13370,2025,1,2025-04-01
13370,2025,2,2025-07-01
13370,2025,3,2025-10-01
13370,2025,4,2026-01-01
13370,2026,1,2026-04-01
13370,2026,2,2026-07-01
13840,2021,4,2022-01-01
13840,2022,1,2022-04-01
13840,2022,2,2022-07-01
13840,2022,3,2022-10-01
13840,2022,4,2023-01-01
13840,2023,1,2023-04-01
13840,2023,2,2023-07-01
13840,2023,3,2023-10-01
13840,2023,4,2024-01-01
13840,2024,1,2024-04-01
13840,2024,2,2024-07-01
13840,2024,3,2024-10-01
13840,2024,4,2025-01-01
13840,2025,1,2025-04-01
13840,2025,2,2025-07-01
13840,2025,3,2025-10-01
13840,2025,4,2026-01-01
13840,2026,1,2026-04-01
13840,2026,2,2026-07-01
13841,2021,4,2022-01-01
13841,2022,1,2022-04-01
13841,2022,2,2022-07-01
13841,2022,3,2022-10-01
13841,2022,4,2023-01-01
13841,2023,1,2023-04-01
13841,2023,2,2023-07-01
13841,2023,3,2023-10-01
13841,2023,4,2024-01-01
13841,2024,1,2024-04-01
13841,2024,2,2024-07-01
13841,2024,3,2024-10-01
13841,2024,4,2025-01-01
13841,2025,1,2025-04-01
13841,2025,2,2025-07-01
13841,2025,3,2025-10-01
13841,2025,4,2026-01-01
13841,2026,1,2026-04-01
13841,2026,2,2026-07-01
13949,2021,4,2022-01-01
13949,2022,1,2022-04-01
13949,2022,2,2022-07-01
13949,2022,3,2022-10-01
13949,2022,4,2023-01-01
13949,2023,1,2023-04-01
13949,2023,2,2023-07-01
13949,2023,3,2023-10-01
13949,2023,4,2024-01-01
13949,2024,1,2024-04-01
13949,2024,2,2024-07-01
13949,2024,3,2024-10-01
13949,2024,4,2025-01-01
13949,2025,1,2025-04-01
13949,2025,2,2025-07-01
13949,2025,3,2025-10-01
13949,2025,4,2026-01-01
13949,2026,1,2026-04-01
13949,2026,2,2026-07-01
14282,2021,4,2022-01-01
14282,2022,1,2022-04-01
14282,2022,2,2022-07-01
14282,2022,3,2022-10-01
14282,2022,4,2023-01-01
14282,2023,1,2023-04-01
14282,2023,2,2023-07-01
14282,2023,3,2023-10-01
14282,2023,4,2024-01-01
14282,2024,1,2024-04-01
14282,2024,2,2024-07-01
14282,2024,3,2024-10-01
14282,2024,4,2025-01-01
14282,2025,1,2025-04-01
14282,2025,2,2025-07-01
14282,2025,3,2025-10-01
14282,2025,4,2026-01-01
14282,2026,1,2026-04-01
14282,2026,2,2026-07-01
14319,2021,4,2022-01-01
14319,2022,1,2022-04-01
14319,2022,2,2022-07-01
14319,2022,3,2022-10-01
14319,2022,4,2023-01-01
14319,2023,1,2023-04-01
14319,2023,2,2023-07-01
14319,2023,3,2023-10-01
14319,2023,4,2024-01-01
14319,2024,1,2024-04-01
14319,2024,2,2024-07-01
14319,2024,3,2024-10-01
14319,2024,4,2025-01-01
14319,2025,1,2025-04-01
14319,2025,2,2025-07-01
14319,2025,3,2025-10-01
14319,2025,4,2026-01-01
14319,2026,1,2026-04-01
14319,2026,2,2026-07-01
14320,2021,4,2022-01-01
14320,2022,1,2022-04-01
14320,2022,2,2022-07-01
14320,2022,3,2022-10-01
14320,2022,4,2023-01-01
14320,2023,1,2023-04-01
14320,2023,2,2023-07-01
14320,2023,3,2023-10-01
14320,2023,4,2024-01-01
14320,2024,1,2024-04-01
14320,2024,2,2024-07-01
14320,2024,3,2024-10-01
14320,2024,4,2025-01-01
14320,2025,1,2025-04-01
14320,2025,2,2025-07-01
14320,2025,3,2025-10-01
14320,2025,4,2026-01-01
14320,2026,1,2026-04-01
14320,2026,2,2026-07-01
14497,2021,4,2022-01-01
14497,2022,1,2022-04-01
14497,2022,2,2022-07-01
14497,2022,3,2022-10-01
14497,2022,4,2023-01-01
14497,2023,1,2023-04-01
14497,2023,2,2023-07-01
14497,2023,3,2023-10-01
14497,2023,4,2024-01-01
14497,2024,1,2024-04-01
14497,2024,2,2024-07-01
14497,2024,3,2024-10-01
14497,2024,4,2025-01-01
14497,2025,1,2025-04-01
14497,2025,2,2025-07-01
14497,2025,3,2025-10-01
14497,2025,4,2026-01-01
14497,2026,1,2026-04-01
14497,2026,2,2026-07-01
14549,2021,4,2022-01-01
14549,2022,1,2022-04-01
14549,2022,2,2022-07-01
14549,2022,3,2022-10-01
14549,2022,4,2023-01-01
14549,2023,1,2023-04-01
14549,2023,2,2023-07-01
14549,2023,3,2023-10-01
14549,2023,4,2024-01-01
14549,2024,1,2024-04-01
14549,2024,2,2024-07-01
14549,2024,3,2024-10-01
14549,2024,4,2025-01-01
14549,2025,1,2025-04-01
14549,2025,2,2025-07-01
14549,2025,3,2025-10-01
14549,2025,4,2026-01-01
14549,2026,1,2026-04-01
14549,2026,2,2026-07-01
14611,2022,1,2022-04-01
14611,2022,2,2022-07-01
14611,2022,3,2022-10-01
14611,2022,4,2023-01-01
14611,2023,1,2023-04-01
14611,2023,2,2023-07-01
14611,2023,3,2023-10-01
14611,2023,4,2024-01-01
14611,2024,1,2024-04-01
14611,2024,2,2024-07-01
14611,2024,3,2024-10-01
14611,2024,4,2025-01-01
14611,2025,1,2025-04-01
14611,2025,2,2025-07-01
14611,2025,3,2025-10-01
14611,2025,4,2026-01-01
14611,2026,1,2026-04-01
14611,2026,2,2026-07-01
14612,2022,1,2022-04-01
14612,2022,2,2022-07-01
14612,2022,3,2022-10-01
14612,2022,4,2023-01-01
14612,2023,1,2023-04-01
14612,2023,2,2023-07-01
14612,2023,3,2023-10-01
14612,2023,4,2024-01-01
14612,2024,1,2024-04-01
14612,2024,2,2024-07-01
14612,2024,3,2024-10-01
14612,2024,4,2025-01-01
14612,2025,1,2025-04-01
14612,2025,2,2025-07-01
14612,2025,3,2025-10-01
14612,2025,4,2026-01-01
14612,2026,1,2026-04-01
14612,2026,2,2026-07-01
14833,2022,1,2022-04-01
14833,2022,2,2022-07-01
14833,2022,3,2022-10-01
14833,2022,4,2023-01-01
14833,2023,1,2023-04-01
14833,2023,2,2023-07-01
14833,2023,3,2023-10-01
14833,2023,4,2024-01-01
14833,2024,1,2024-04-01
14833,2024,2,2024-07-01
14833,2024,3,2024-10-01
14833,2024,4,2025-01-01
14833,2025,1,2025-04-01
14833,2025,2,2025-07-01
14833,2025,3,2025-10-01
14833,2025,4,2026-01-01
14833,2026,1,2026-04-01
14833,2026,2,2026-07-01
14975,2022,2,2022-07-01
14975,2022,3,2022-10-01
14975,2022,4,2023-01-01
14975,2023,1,2023-04-01
14975,2023,2,2023-07-01
14975,2023,3,2023-10-01
14975,2023,4,2024-01-01
14975,2024,1,2024-04-01
14975,2024,2,2024-07-01
14975,2024,3,2024-10-01
14975,2024,4,2025-01-01
14975,2025,1,2025-04-01
14975,2025,2,2025-07-01
14975,2025,3,2025-10-01
14975,2025,4,2026-01-01
14975,2026,1,2026-04-01
14975,2026,2,2026-07-01
14989,2022,1,2022-04-01
14989,2022,2,2022-07-01
14989,2022,3,2022-10-01
14989,2022,4,2023-01-01
14989,2023,1,2023-04-01
14989,2023,2,2023-07-01
14989,2023,3,2023-10-01
14989,2023,4,2024-01-01
14989,2024,1,2024-04-01
14989,2024,2,2024-07-01
14989,2024,3,2024-10-01
14989,2024,4,2025-01-01
14989,2025,1,2025-04-01
14989,2025,2,2025-07-01
14989,2025,3,2025-10-01
14989,2025,4,2026-01-01
14989,2026,1,2026-04-01
14989,2026,2,2026-07-01
15389,2022,2,2022-07-01
15389,2022,3,2022-10-01
15389,2022,4,2023-01-01
15389,2023,1,2023-04-01
15389,2023,2,2023-07-01
15389,2023,3,2023-10-01
15389,2023,4,2024-01-01
15389,2024,1,2024-04-01
15389,2024,2,2024-07-01
15389,2024,3,2024-10-01
15389,2024,4,2025-01-01
15389,2025,1,2025-04-01
15389,2025,2,2025-07-01
15389,2025,3,2025-10-01
15389,2025,4,2026-01-01
15389,2026,1,2026-04-01
15389,2026,2,2026-07-01
15491,2022,2,2022-07-01
15491,2022,3,2022-10-01
15491,2022,4,2023-01-01
15491,2023,1,2023-04-01
15491,2023,2,2023-07-01
15491,2023,3,2023-10-01
15491,2023,4,2024-01-01
15491,2024,1,2024-04-01
15491,2024,2,2024-07-01
15491,2024,3,2024-10-01
15491,2024,4,2025-01-01
15491,2025,1,2025-04-01
15491,2025,2,2025-07-01
15491,2025,3,2025-10-01
15491,2025,4,2026-01-01
15491,2026,1,2026-04-01
15491,2026,2,2026-07-01
15576,2022,2,2022-07-01
15576,2022,3,2022-10-01
15576,2022,4,2023-01-01
15576,2023,1,2023-04-01
15576,2023,2,2023-07-01
15576,2023,3,2023-10-01
15576,2023,4,2024-01-01
15576,2024,1,2024-04-01
15576,2024,2,2024-07-01
15576,2024,3,2024-10-01
15576,2024,4,2025-01-01
15576,2025,1,2025-04-01
15576,2025,2,2025-07-01
15576,2025,3,2025-10-01
15576,2025,4,2026-01-01
15576,2026,1,2026-04-01
15576,2026,2,2026-07-01
15585,2022,2,2022-07-01
15585,2022,3,2022-10-01
15585,2022,4,2023-01-01
15585,2023,1,2023-04-01
15585,2023,2,2023-07-01
15585,2023,3,2023-10-01
15585,2023,4,2024-01-01
15585,2024,1,2024-04-01
15585,2024,2,2024-07-01
15585,2024,3,2024-10-01
15585,2024,4,2025-01-01
15585,2025,1,2025-04-01
15585,2025,2,2025-07-01
15585,2025,3,2025-10-01
15585,2025,4,2026-01-01
15585,2026,1,2026-04-01
15585,2026,2,2026-07-01
15967,2022,3,2022-10-01
15967,2022,4,2023-01-01
15967,2023,1,2023-04-01
15967,2023,2,2023-07-01
15967,2023,3,2023-10-01
15967,2023,4,2024-01-01
15967,2024,1,2024-04-01
15967,2024,2,2024-07-01
15967,2024,3,2024-10-01
15967,2024,4,2025-01-01
15967,2025,1,2025-04-01
15967,2025,2,2025-07-01
15967,2025,3,2025-10-01
15967,2025,4,2026-01-01
15967,2026,1,2026-04-01
15967,2026,2,2026-07-01
16262,2022,3,2022-10-01
16262,2022,4,2023-01-01
16262,2023,1,2023-04-01
16262,2023,2,2023-07-01
16262,2023,3,2023-10-01
16262,2023,4,2024-01-01
16262,2024,1,2024-04-01
16262,2024,2,2024-07-01
16262,2024,3,2024-10-01
16262,2024,4,2025-01-01
16262,2025,1,2025-04-01
16262,2025,2,2025-07-01
16262,2025,3,2025-10-01
16262,2025,4,2026-01-01
16262,2026,1,2026-04-01
16262,2026,2,2026-07-01
16263,2022,3,2022-10-01
16263,2022,4,2023-01-01
16263,2023,1,2023-04-01
16263,2023,2,2023-07-01
16263,2023,3,2023-10-01
16263,2023,4,2024-01-01
16263,2024,1,2024-04-01
16263,2024,2,2024-07-01
16263,2024,3,2024-10-01
16263,2024,4,2025-01-01
16263,2025,1,2025-04-01
16263,2025,2,2025-07-01
16263,2025,3,2025-10-01
16263,2025,4,2026-01-01
16263,2026,1,2026-04-01
16263,2026,2,2026-07-01
16370,2022,3,2022-10-01
16370,2022,4,2023-01-01
16370,2023,1,2023-04-01
16370,2023,2,2023-07-01
16370,2023,3,2023-10-01
16370,2023,4,2024-01-01
16370,2024,1,2024-04-01
16370,2024,2,2024-07-01
16370,2024,3,2024-10-01
16370,2024,4,2025-01-01
16370,2025,1,2025-04-01
16370,2025,2,2025-07-01
16370,2025,3,2025-10-01
16370,2025,4,2026-01-01
16370,2026,1,2026-04-01
16370,2026,2,2026-07-01
16371,2022,3,2022-10-01
16371,2022,4,2023-01-01
16371,2023,1,2023-04-01
16371,2023,2,2023-07-01
16371,2023,3,2023-10-01
16371,2023,4,2024-01-01
16371,2024,1,2024-04-01
16371,2024,2,2024-07-01
16371,2024,3,2024-10-01
16371,2024,4,2025-01-01
16371,2025,1,2025-04-01
16371,2025,2,2025-07-01
16371,2025,3,2025-10-01
16371,2025,4,2026-01-01
16371,2026,1,2026-04-01
16371,2026,2,2026-07-01
16461,2022,3,2022-10-01
16461,2022,4,2023-01-01
16461,2023,1,2023-04-01
16461,2023,2,2023-07-01
16461,2023,3,2023-10-01
16461,2023,4,2024-01-01
16461,2024,1,2024-04-01
16461,2024,2,2024-07-01
16461,2024,3,2024-10-01
16461,2024,4,2025-01-01
16461,2025,1,2025-04-01
16461,2025,2,2025-07-01
16461,2025,3,2025-10-01
16461,2025,4,2026-01-01
16461,2026,1,2026-04-01
16461,2026,2,2026-07-01
16500,2022,3,2022-10-01
16500,2022,4,2023-01-01
16500,2023,1,2023-04-01
16500,2023,2,2023-07-01
16500,2023,3,2023-10-01
16500,2023,4,2024-01-01
16500,2024,1,2024-04-01
16500,2024,2,2024-07-01
16500,2024,3,2024-10-01
16500,2024,4,2025-01-01
16500,2025,1,2025-04-01
16500,2025,2,2025-07-01
16500,2025,3,2025-10-01
16500,2025,4,2026-01-01
16500,2026,1,2026-04-01
16500,2026,2,2026-07-01
16501,2022,3,2022-10-01
16501,2022,4,2023-01-01
16501,2023,1,2023-04-01
16501,2023,2,2023-07-01
16501,2023,3,2023-10-01
16501,2023,4,2024-01-01
16501,2024,1,2024-04-01
16501,2024,2,2024-07-01
16501,2024,3,2024-10-01
16501,2024,4,2025-01-01
16501,2025,1,2025-04-01
16501,2025,2,2025-07-01
16501,2025,3,2025-10-01
16501,2025,4,2026-01-01
16501,2026,1,2026-04-01
16501,2026,2,2026-07-01
16579,2022,3,2022-10-01
16579,2022,4,2023-01-01
16579,2023,1,2023-04-01
16579,2023,2,2023-07-01
16579,2023,3,2023-10-01
16579,2023,4,2024-01-01
16579,2024,1,2024-04-01
16579,2024,2,2024-07-01
16579,2024,3,2024-10-01
16579,2024,4,2025-01-01
16579,2025,1,2025-04-01
16579,2025,2,2025-07-01
16579,2025,3,2025-10-01
16579,2025,4,2026-01-01
16579,2026,1,2026-04-01
16579,2026,2,2026-07-01
16721,2024,4,2025-01-01
16721,2025,1,2025-04-01
16721,2025,2,2025-07-01
16721,2025,3,2025-10-01
16721,2025,4,2026-01-01
16721,2026,1,2026-04-01
16721,2026,2,2026-07-01
16772,2022,4,2023-01-01
16772,2023,1,2023-04-01
16772,2023,2,2023-07-01
16772,2023,3,2023-10-01
16772,2023,4,2024-01-01
16772,2024,1,2024-04-01
16772,2024,2,2024-07-01
16772,2024,3,2024-10-01
16772,2024,4,2025-01-01
16772,2025,1,2025-04-01
16772,2025,2,2025-07-01
16772,2025,3,2025-10-01
16772,2025,4,2026-01-01
16772,2026,1,2026-04-01
16772,2026,2,2026-07-01
16773,2022,4,2023-01-01
16773,2023,1,2023-04-01
16773,2023,2,2023-07-01
16773,2023,3,2023-10-01
16773,2023,4,2024-01-01
16773,2024,1,2024-04-01
16773,2024,2,2024-07-01
16773,2024,3,2024-10-01
16773,2024,4,2025-01-01
16773,2025,1,2025-04-01
16773,2025,2,2025-07-01
16773,2025,3,2025-10-01
16773,2025,4,2026-01-01
16773,2026,1,2026-04-01
16773,2026,2,2026-07-01
16780,2022,4,2023-01-01
16780,2023,1,2023-04-01
16780,2023,2,2023-07-01
16780,2023,3,2023-10-01
16780,2023,4,2024-01-01
16780,2024,1,2024-04-01
16780,2024,2,2024-07-01
16780,2024,3,2024-10-01
16780,2024,4,2025-01-01
16780,2025,1,2025-04-01
16780,2025,2,2025-07-01
16780,2025,3,2025-10-01
16780,2025,4,2026-01-01
16780,2026,1,2026-04-01
16780,2026,2,2026-07-01
17102,2023,1,2023-04-01
17102,2023,2,2023-07-01
17102,2023,3,2023-10-01
17102,2023,4,2024-01-01
17102,2024,1,2024-04-01
17102,2024,2,2024-07-01
17102,2024,3,2024-10-01
17102,2024,4,2025-01-01
17102,2025,1,2025-04-01
17102,2025,2,2025-07-01
17102,2025,3,2025-10-01
17102,2025,4,2026-01-01
17102,2026,1,2026-04-01
17102,2026,2,2026-07-01
17103,2023,1,2023-04-01
17103,2023,2,2023-07-01
17103,2023,3,2023-10-01
17103,2023,4,2024-01-01
17103,2024,1,2024-04-01
17103,2024,2,2024-07-01
17103,2024,3,2024-10-01
17103,2024,4,2025-01-01
17103,2025,1,2025-04-01
17103,2025,2,2025-07-01
17103,2025,3,2025-10-01
17103,2025,4,2026-01-01
17103,2026,1,2026-04-01
17103,2026,2,2026-07-01
17234,2024,4,2025-01-01
17234,2025,1,2025-04-01
17234,2025,2,2025-07-01
17234,2025,3,2025-10-01
17234,2025,4,2026-01-01
17234,2026,1,2026-04-01
17234,2026,2,2026-07-01
17612,2023,1,2023-04-01
17612,2023,2,2023-07-01
17612,2023,3,2023-10-01
17612,2023,4,2024-01-01
17612,2024,1,2024-04-01
17612,2024,2,2024-07-01
17612,2024,3,2024-10-01
17612,2024,4,2025-01-01
17612,2025,1,2025-04-01
17612,2025,2,2025-07-01
17612,2025,3,2025-10-01
17612,2025,4,2026-01-01
17612,2026,1,2026-04-01
17612,2026,2,2026-07-01
17732,2023,1,2023-04-01
17732,2023,2,2023-07-01
17732,2023,3,2023-10-01
17732,2023,4,2024-01-01
17732,2024,1,2024-04-01
17732,2024,2,2024-07-01
17732,2024,3,2024-10-01
17732,2024,4,2025-01-01
17732,2025,1,2025-04-01
17732,2025,2,2025-07-01
17732,2025,3,2025-10-01
17732,2025,4,2026-01-01
17732,2026,1,2026-04-01
17732,2026,2,2026-07-01
17811,2023,1,2023-04-01
17811,2023,2,2023-07-01
17811,2023,3,2023-10-01
17811,2023,4,2024-01-01
17811,2024,1,2024-04-01
17811,2024,2,2024-07-01
17811,2024,3,2024-10-01
17811,2024,4,2025-01-01
17811,2025,1,2025-04-01
17811,2025,2,2025-07-01
17811,2025,3,2025-10-01
17811,2025,4,2026-01-01
17811,2026,1,2026-04-01
17811,2026,2,2026-07-01
17876,2023,1,2023-04-01
17876,2023,2,2023-07-01
17876,2023,3,2023-10-01
17876,2023,4,2024-01-01
17876,2024,1,2024-04-01
17876,2024,2,2024-07-01
17876,2024,3,2024-10-01
17876,2024,4,2025-01-01
17876,2025,1,2025-04-01
17876,2025,2,2025-07-01
17876,2025,3,2025-10-01
17876,2025,4,2026-01-01
17876,2026,1,2026-04-01
17876,2026,2,2026-07-01
17927,2023,1,2023-04-01
17927,2023,2,2023-07-01
17927,2023,3,2023-10-01
17927,2023,4,2024-01-01
17927,2024,1,2024-04-01
17927,2024,2,2024-07-01
17927,2024,3,2024-10-01
17927,2024,4,2025-01-01
17927,2025,1,2025-04-01
17927,2025,2,2025-07-01
17927,2025,3,2025-10-01
17927,2025,4,2026-01-01
17927,2026,1,2026-04-01
17927,2026,2,2026-07-01
18291,2023,2,2023-07-01
18291,2023,3,2023-10-01
18291,2023,4,2024-01-01
18291,2024,1,2024-04-01
18291,2024,2,2024-07-01
18291,2024,3,2024-10-01
18291,2024,4,2025-01-01
18291,2025,1,2025-04-01
18291,2025,2,2025-07-01
18291,2025,3,2025-10-01
18291,2025,4,2026-01-01
18291,2026,1,2026-04-01
18291,2026,2,2026-07-01
18325,2023,2,2023-07-01
18325,2023,3,2023-10-01
18325,2023,4,2024-01-01
18325,2024,1,2024-04-01
18325,2024,2,2024-07-01
18325,2024,3,2024-10-01
18325,2024,4,2025-01-01
18325,2025,1,2025-04-01
18325,2025,2,2025-07-01
