fund_code,report_date,alloc_ret,select_ret,interaction,alloc_share,select_share,fund_ret_6m,mkt_ret_6m,excess_ret,identity_residual,n_stocks_fund,match_rate,panel_date
100060,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,37,1.0,2018-07-01
110002,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,98,1.0,2018-07-01
110005,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,58,1.0,2018-07-01
110009,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,89,1.0,2018-07-01
110025,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,29,1.0,2018-07-01
110029,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,72,1.0,2018-07-01
112002,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,98,1.0,2018-07-01
121003,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,43,1.0,2018-07-01
150968,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,42,1.0,2018-07-01
160605,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,34,1.0,2018-07-01
161606,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,32,1.0,2018-07-01
161810,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,58,1.0,2018-07-01
161903,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,33,1.0,2018-07-01
162201,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,46,1.0,2018-07-01
162204,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,60,1.0,2018-07-01
162209,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,76,1.0,2018-07-01
162214,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,83,1.0,2018-07-01
163402,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,99,1.0,2018-07-01
163406,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,88,1.0,2018-07-01
163411,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,44,1.0,2018-07-01
166001,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,44,1.0,2018-07-01
166005,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,95,1.0,2018-07-01
180031,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,41,1.0,2018-07-01
200012,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,43,1.0,2018-07-01
210008,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,19,1.0,2018-07-01
213008,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,98,1.0,2018-07-01
240005,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,62,1.0,2018-07-01
240011,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,34,1.0,2018-07-01
257020,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,39,1.0,2018-07-01
257030,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,37,1.0,2018-07-01
257070,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,29,1.0,2018-07-01
260117,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,97,1.0,2018-07-01
270028,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,55,1.0,2018-07-01
310358,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,54,1.0,2018-07-01
320005,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,35,1.0,2018-07-01
320007,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,29,1.0,2018-07-01
340007,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,26,1.0,2018-07-01
360016,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,38,1.0,2018-07-01
370024,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,49,1.0,2018-07-01
370027,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,49,1.0,2018-07-01
375010,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,50,1.0,2018-07-01
377010,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,31,1.0,2018-07-01
377240,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,31,1.0,2018-07-01
379010,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,48,1.0,2018-07-01
460007,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,48,1.0,2018-07-01
470009,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,51,1.0,2018-07-01
470028,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,63,1.0,2018-07-01
470098,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,30,1.0,2018-07-01
481010,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,35,1.0,2018-07-01
481015,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,35,1.0,2018-07-01
519005,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,32,1.0,2018-07-01
519018,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,60,1.0,2018-07-01
519026,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,47,1.0,2018-07-01
519110,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,96,1.0,2018-07-01
519158,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,90,1.0,2018-07-01
519173,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,30,1.0,2018-07-01
519181,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,47,1.0,2018-07-01
519185,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,46,1.0,2018-07-01
519670,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,38,1.0,2018-07-01
519672,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,36,1.0,2018-07-01
519674,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,35,1.0,2018-07-01
519679,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,41,1.0,2018-07-01
519688,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,38,1.0,2018-07-01
519698,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,19,1.0,2018-07-01
519704,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,43,1.0,2018-07-01
519773,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,22,1.0,2018-07-01
570001,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,26,1.0,2018-07-01
570008,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,21,1.0,2018-07-01
580001,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,41,1.0,2018-07-01
580002,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,30,1.0,2018-07-01
580006,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,37,1.0,2018-07-01
610006,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,36,1.0,2018-07-01
630010,2018-06-30,-0.009562973031212566,-0.05341506963901397,-0.004371157782748618,0.2951920152683179,0.45415951690187395,-0.23154764233923225,-0.16419844188625715,-0.0673492004529751,5.0306980803327406e-17,78,1.0,2018-07-01
31,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,49,1.0,2019-01-01
263,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,55,1.0,2019-01-01
522,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,45,1.0,2019-01-01
601,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,37,1.0,2019-01-01
1060,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,32,1.0,2019-01-01
1075,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,41,1.0,2019-01-01
1076,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,18,1.0,2019-01-01
1088,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,49,1.0,2019-01-01
1170,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,29,1.0,2019-01-01
1437,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,26,1.0,2019-01-01
1438,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,26,1.0,2019-01-01
1475,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,30,1.0,2019-01-01
1723,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,31,1.0,2019-01-01
1753,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,20,1.0,2019-01-01
1759,2018-12-31,0.025905718163759965,0.05115421421888701,-0.0031436979265528856,0.25227474530229466,0.45460508272427114,0.29133100386175753,0.21741476940566343,0.0739162344560941,1.5612511283791264e-17,44,1.0,2019-01-01
