fund_code,year,quarter,report_date,ARG,return_volatility
1184,2023,4,2024-01-01,0.06451120448214388,0.10387921893492884
1184,2024,1,2024-04-01,0.24240854876041626,0.07998716874262478
1184,2024,2,2024-07-01,0.15328026226583366,0.059278819441701366
1184,2024,3,2024-10-01,0.28377894435364676,0.08034585407018024
1184,2024,4,2025-01-01,0.10045859907940641,0.08231021166587729
1184,2025,1,2025-04-01,0.04200652354769131,0.08164643992396604
1184,2025,2,2025-07-01,0.33665978998794976,0.08123025391783162
1184,2025,3,2025-10-01,0.5073873970658471,0.28850231294375056
1184,2025,4,2026-01-01,0.11368009086161046,0.28085959894062884
1184,2026,1,2026-04-01,0.12804018296171346,0.27778867724756723
1184,2026,2,2026-07-01,0.6111071911261547,0.4031341298330648
1194,2015,2,2015-07-01,,
1194,2015,3,2015-10-01,0.03035287612691061,
1194,2015,4,2016-01-01,0.0,0.015232302380865143
1194,2016,1,2016-04-01,0.10681737923869433,0.01395599153156046
1194,2016,2,2016-07-01,0.031391529609326216,0.012448403030195924
1194,2016,3,2016-10-01,0.25458388337112475,0.011482646156813376
1194,2016,4,2017-01-01,0.10563332144686607,0.01368947833286279
1194,2017,1,2017-04-01,0.13336744302729708,0.012683977789579911
1194,2017,2,2017-07-01,0.18897248802030508,0.012441367126391215
1194,2017,3,2017-10-01,0.05784718146841948,0.011962489514800976
1194,2017,4,2018-01-01,0.15602662630299882,0.008741302484346165
1194,2018,1,2018-04-01,0.18248192143516603,0.00879044043279036
1194,2018,2,2018-07-01,0.11483666520647018,0.008781416850956339
1194,2018,3,2018-10-01,0.2364475763922773,0.0077737542664509975
1194,2018,4,2019-01-01,0.07829961649035773,0.00361394080013853
1194,2019,1,2019-04-01,0.2647312035752466,0.00425987384492282
1194,2019,2,2019-07-01,0.11673825048698577,0.004177794273700499
1194,2019,3,2019-10-01,0.055980043888192214,0.005648942180609402
1194,2019,4,2020-01-01,0.1342432152868455,0.007128432356523171
1194,2020,1,2020-04-01,0.07305747578108021,0.00711031444316865
1194,2020,2,2020-07-01,0.12940031601341923,0.006654985735721032
1194,2020,3,2020-10-01,0.175719251752349,0.012493998974560914
1194,2020,4,2021-01-01,0.13069472607985608,0.01439927046666807
1194,2021,1,2021-04-01,0.07176917289623101,0.014904285012383164
1194,2021,2,2021-07-01,0.10215323133312967,0.01380155960414467
1194,2021,3,2021-10-01,0.14347510206466646,0.025786112387233048
1194,2021,4,2022-01-01,0.13109906306848212,0.0256072696576662
1194,2022,1,2022-04-01,0.1644484396988632,0.029085135402390223
1194,2022,2,2022-07-01,0.13328326785634761,0.029856253423379043
1194,2022,3,2022-10-01,0.15478662047436953,0.029053057491506322
1194,2022,4,2023-01-01,0.19610695201493264,0.025215148958285825
1194,2023,1,2023-04-01,0.11702841601578101,0.02496643962492754
1194,2023,2,2023-07-01,0.1256496825278089,0.02450695042080481
1194,2023,3,2023-10-01,0.12852043273213096,0.02820593178394237
1194,2023,4,2024-01-01,0.05218754782945396,0.02576661285633605
1194,2024,1,2024-04-01,0.47380472328261036,0.025280230432814868
1194,2024,2,2024-07-01,0.08377140069930987,0.04596083580660682
1194,2024,3,2024-10-01,0.297828735628517,0.06843641502040698
1194,2024,4,2025-01-01,0.1664732947533091,0.0759854917358683
1194,2025,1,2025-04-01,0.1356037402395861,0.07506170565252984
1194,2025,2,2025-07-01,0.33111155196979014,0.07724293846512174
1194,2025,3,2025-10-01,0.7128990604511568,0.2938352967251801
1194,2025,4,2026-01-01,0.08331058985903206,0.2874144300331572
1194,2026,1,2026-04-01,0.09341074351319212,0.286193732796303
1194,2026,2,2026-07-01,0.49161413309283536,0.35896727538216155
1198,2015,2,2015-07-01,,
1198,2015,3,2015-10-01,0.0972013598735192,
1198,2015,4,2016-01-01,0.0,0.0070450025528945364
1198,2016,1,2016-04-01,0.273789422988325,0.007147285769785347
1198,2016,2,2016-07-01,0.13127015475058088,0.006717076504971995
1198,2016,3,2016-10-01,0.08424853640443039,0.008076538728562557
1198,2016,4,2017-01-01,0.23256873567187486,0.015295611244468675
1198,2017,1,2017-04-01,0.06617138543178278,0.014518001496425688
1198,2017,2,2017-07-01,0.09152530019246724,0.015463498904680581
1198,2017,3,2017-10-01,0.09126666245236378,0.019053768053256738
1198,2017,4,2018-01-01,0.12282875719037,0.019566713641713737
1198,2018,1,2018-04-01,0.06216200819551422,0.024223215114927206
1198,2018,2,2018-07-01,0.09332897424846578,0.025255175977130524
1198,2018,3,2018-10-01,0.10765518239308058,0.026314046692161752
1198,2018,4,2019-01-01,0.15792307295090863,0.0261390906041208
1198,2019,1,2019-04-01,0.3337911965474408,0.025467669834842926
1198,2019,2,2019-07-01,0.3456423695210283,0.02325353726922869
1198,2019,3,2019-10-01,0.12826238144275037,0.013782657173448658
1198,2019,4,2020-01-01,0.1801185283329436,0.014637000407668481
1198,2020,1,2020-04-01,0.1989361708947292,0.012847274764191173
1198,2020,2,2020-07-01,0.4642142615810579,0.04870106852185993
1198,2020,3,2020-10-01,0.1577128310633599,0.05106678097673066
1198,2020,4,2021-01-01,0.1551450452814288,0.04873253629604503
1198,2021,1,2021-04-01,0.29286514507987277,0.07947736403063824
1198,2021,2,2021-07-01,0.32353681436896875,0.07947253590159015
1198,2021,3,2021-10-01,0.23478885538086508,0.07935009664864728
1198,2021,4,2022-01-01,0.18174638044448532,0.08255058285738251
1198,2022,1,2022-04-01,0.24883863493794495,0.0938277906515489
1198,2022,2,2022-07-01,0.42923099162410827,0.0820265593221167
1198,2022,3,2022-10-01,0.12396848829317883,0.0797387315869022
1198,2022,4,2023-01-01,0.1762863687593461,0.07683539310266649
1198,2023,1,2023-04-01,0.22151175455028194,0.06657868668701164
1198,2023,2,2023-07-01,0.13664521943341992,0.06427356670667767
1198,2023,3,2023-10-01,0.15924353154964707,0.06238562733508035
1198,2023,4,2024-01-01,0.04194665550937364,0.0763112014831546
1198,2024,1,2024-04-01,0.5108971612533424,0.07745601893213519
1198,2024,2,2024-07-01,0.09447558371478049,0.08048569056913006
1198,2024,3,2024-10-01,0.35516181040311634,0.09389519263933047
1198,2024,4,2025-01-01,0.21342003940018886,0.12423514240469336
1198,2025,1,2025-04-01,0.1953695830190852,0.12216848553291497
1198,2025,2,2025-07-01,0.1456626803625067,0.12023048879618323
1198,2025,3,2025-10-01,0.4237065495228528,0.18046714749904497
1198,2025,4,2026-01-01,0.2302287304343361,0.1848773573841784
1198,2026,1,2026-04-01,0.3152229506154047,0.15856501042146096
1198,2026,2,2026-07-01,0.9361436346124492,0.49960087971082984
1267,2015,2,2015-07-01,,
1267,2015,3,2015-10-01,,
1267,2015,4,2016-01-01,0.12578230035175522,0.13590956596163814
1267,2016,1,2016-04-01,0.31941946361195617,0.13535968128049697
1267,2016,2,2016-07-01,0.1009424410211049,0.14893099498369802
1267,2016,3,2016-10-01,0.17145702112637567,0.13347474206395796
1267,2016,4,2017-01-01,0.07483170395670964,0.1240120656481493
1267,2017,1,2017-04-01,0.07128561983952522,0.12680335867775305
1267,2017,2,2017-07-01,0.12644000926389898,0.1270137997342664
1267,2017,3,2017-10-01,0.0948879185515355,0.11331036128637983
1267,2017,4,2018-01-01,0.18686474197953237,0.11311291685162997
1267,2018,1,2018-04-01,0.09507883035706946,0.059298232192882126
1267,2018,2,2018-07-01,0.1290756204582637,0.0590988149594364
1267,2018,3,2018-10-01,0.14959849620587293,0.06286068112945059
1267,2018,4,2019-01-01,0.12800535768784393,0.07817161885010604
1267,2019,1,2019-04-01,0.29017400786027164,0.1380304404711423
1267,2019,2,2019-07-01,0.14136065863838504,0.13824558473714174
1267,2019,3,2019-10-01,0.026422288463265706,0.13829214235772264
1267,2019,4,2020-01-01,0.1815769628637787,0.13916647572460292
1267,2020,1,2020-04-01,0.09629928671086187,0.13824679275966592
1267,2020,2,2020-07-01,0.25418911948500467,0.16996464703741482
1267,2020,3,2020-10-01,0.13404607686152878,0.16184192694783878
1267,2020,4,2021-01-01,0.21612444596515187,0.1450229182108929
1267,2021,1,2021-04-01,0.1818570863716309,0.1387283183401113
1267,2021,2,2021-07-01,0.3324443606396715,0.14246072358820028
1267,2021,3,2021-10-01,0.2596153020498462,0.14340996891477104
1267,2021,4,2022-01-01,0.06197473485301926,0.15332315660968132
1267,2022,1,2022-04-01,0.3252346721320456,0.16831423264260745
1267,2022,2,2022-07-01,0.38450160719659676,0.13619439308517525
1267,2022,3,2022-10-01,0.14822348691099246,0.15025472282229443
1267,2022,4,2023-01-01,0.3513217801819096,0.1289471235296003
1267,2023,1,2023-04-01,0.17188900229643095,0.12552919153115474
