fund_code,report_date,fund_ret_6m,bench_ret_6m,benchmark_adj_return,coverage,equity_weight,matched_weight,rf_approx_weight,missing_weight,n_components,panel_date
5094,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
5136,2020-06-30,0.2369495464320023,0.13678756035317904,0.10016198607882326,full,0.8,0.8,0.2,0.0,2,2020-07-01
5207,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,3,2020-07-01
5449,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
5551,2020-06-30,0.2369495464320023,0.15469471942144025,0.08225482701056205,full,0.6,0.6,0.4,0.0,2,2020-07-01
5729,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
5765,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,partial_rf,0.6,0.6,0.2,0.2,3,2020-07-01
5774,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,partial_rf,0.6,0.6,0.2,0.2,3,2020-07-01
5775,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.6,0.6,0.0,0.4,2,2020-07-01
5787,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
5819,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
5844,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
5875,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,3,2020-07-01
5903,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.5,0.5,2,2020-07-01
5914,2020-06-30,0.2369495464320023,0.12314479444448824,0.11380475198751407,partial_rf,0.5,0.5,0.2,0.3,3,2020-07-01
5939,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
5940,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
6025,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.9,0.9,0.0,0.1,3,2020-07-01
6154,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
6250,2020-06-30,0.2369495464320023,0.13678756035317904,0.10016198607882326,full,0.8,0.8,0.2,0.0,2,2020-07-01
6281,2020-06-30,0.2369495464320023,0.11291272001297013,0.12403682641903217,full,0.65,0.65,0.35,0.0,2,2020-07-01
6314,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
6315,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
6522,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
6523,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
6533,2020-06-30,0.2369495464320023,0.0666539308374347,0.1702956155945676,partial_rf,0.6,0.6,0.2,0.2,3,2020-07-01
6615,2020-06-30,0.2369495464320023,0.16862068080679093,0.06832886562521137,partial,0.75,0.75,0.0,0.25,2,2020-07-01
6616,2020-06-30,0.2369495464320023,0.16862068080679093,0.06832886562521137,partial,0.75,0.75,0.0,0.25,2,2020-07-01
6769,2020-06-30,0.2369495464320023,0.14053263334772162,0.09641691308428069,partial_rf,0.7,0.7,0.15,0.15000000000000002,4,2020-07-01
6904,2020-06-30,0.2369495464320023,0.1708324572972968,0.06611708913470551,partial_rf,0.5,0.5,0.25,0.25,3,2020-07-01
6905,2020-06-30,0.2369495464320023,0.1708324572972968,0.06611708913470551,partial_rf,0.5,0.5,0.25,0.25,3,2020-07-01
6969,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.3,0.7,2,2020-07-01
6976,2020-06-30,0.2369495464320023,0.17890132623522503,0.05804822019677727,full,0.7,0.7,0.3,0.0,2,2020-07-01
7113,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.4,0.6,2,2020-07-01
7114,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.4,0.6,2,2020-07-01
7305,2020-06-30,0.2369495464320023,0.19356403951717438,0.043385506914827926,partial_rf,0.8,0.8,0.1,0.1,4,2020-07-01
7340,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.8,0.8,0.0,0.2,3,2020-07-01
7341,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.8,0.8,0.0,0.2,3,2020-07-01
7343,2020-06-30,0.2369495464320023,0.2165776596394797,0.02037188679252261,partial,0.65,0.65,0.0,0.35,3,2020-07-01
7346,2020-06-30,0.2369495464320023,0.170550419394869,0.0663991270371333,partial_rf,0.7,0.7,0.2,0.1,3,2020-07-01
7349,2020-06-30,0.2369495464320023,0.1906873370018862,0.04626220943011611,partial_rf,0.7,0.7,0.1,0.2,3,2020-07-01
7350,2020-06-30,0.2369495464320023,0.1906873370018862,0.04626220943011611,partial_rf,0.7,0.7,0.1,0.2,3,2020-07-01
7353,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.7,0.7,0.0,0.3,3,2020-07-01
7449,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.6,0.6,0.0,0.4,3,2020-07-01
7450,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.6,0.6,0.0,0.4,3,2020-07-01
7490,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
7491,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
7731,2020-06-30,0.2369495464320023,0.1708324572972968,0.06611708913470551,partial_rf,0.6,0.6,0.3,0.1,3,2020-07-01
7895,2020-06-30,0.2369495464320023,0.16862068080679093,0.06832886562521137,partial,0.7,0.7,0.0,0.30000000000000004,3,2020-07-01
8989,2020-06-30,0.2369495464320023,0.170550419394869,0.0663991270371333,partial_rf,0.7,0.7,0.2,0.1,3,2020-07-01
20018,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
40008,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
40011,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
40016,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
40025,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.85,0.85,0.0,0.15,2,2020-07-01
50004,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.75,0.75,0.0,0.25,3,2020-07-01
50009,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.85,0.85,0.0,0.15000000000000002,3,2020-07-01
50010,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
70027,2020-06-30,0.2369495464320023,0.23941784326968701,-0.002468296837684708,full,0.95,0.95,0.05,0.0,2,2020-07-01
100022,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,3,2020-07-01
100039,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
100060,2020-06-30,0.2369495464320023,0.13678756035317904,0.10016198607882326,full,0.8,0.8,0.2,0.0,2,2020-07-01
110002,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
110005,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.15,0.85,2,2020-07-01
110009,2020-06-30,0.2369495464320023,0.16862068080679096,0.06832886562521134,partial,0.9,0.9,0.0,0.1,2,2020-07-01
110013,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
110015,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
110025,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
110029,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
112002,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
121003,2020-06-30,0.2369495464320023,0.16862068080679093,0.06832886562521137,partial,0.95,0.95,0.0,0.05,2,2020-07-01
150968,2020-06-30,0.2369495464320023,0.226040507925227,0.010909038506775298,partial_rf,0.85,0.85,0.1,0.05,3,2020-07-01
160605,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
161606,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.7,0.7,0.0,0.3,2,2020-07-01
161810,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
161903,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
162006,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
162201,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.35,0.65,2,2020-07-01
162204,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
162209,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
162214,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
162703,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,1,2020-07-01
163402,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.9,0.9,0.0,0.1,3,2020-07-01
163406,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
163411,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
163412,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
166001,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
166005,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
168002,2020-06-30,0.2369495464320023,0.22126288815934841,0.01568665827265389,partial_rf,0.7,0.7,0.1,0.2,3,2020-07-01
180031,2020-06-30,0.2369495464320023,0.07046718765734826,0.16648235877465406,full,0.8,0.8,0.2,0.0,2,2020-07-01
200012,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
202027,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,3,2020-07-01
206009,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
210004,2020-06-30,0.2369495464320023,0.21521123645590223,0.021738309976100073,full,0.85,0.85,0.15,0.0,2,2020-07-01
210008,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
213003,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.1,0.9,3,2020-07-01
213008,2020-06-30,0.2369495464320023,0.144745840466582,0.0922037059654203,full,0.85,0.85,0.15,0.0,2,2020-07-01
240005,2020-06-30,0.2369495464320023,0.13678756035317904,0.10016198607882326,full,0.8,0.8,0.2,0.0,2,2020-07-01
240011,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
240017,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
240022,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
257020,2020-06-30,0.2369495464320023,0.21521123645590223,0.021738309976100073,full,0.85,0.85,0.15,0.0,2,2020-07-01
257030,2020-06-30,0.2369495464320023,0.17890132623522503,0.05804822019677727,full,0.7,0.7,0.3,0.0,2,2020-07-01
257070,2020-06-30,0.2369495464320023,0.20567647116049295,0.031273075271509354,partial_rf,0.9,0.9,0.05,0.05,3,2020-07-01
260117,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
270028,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,3,2020-07-01
290008,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
290014,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
310358,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.85,0.85,0.0,0.15,2,2020-07-01
320005,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
320007,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.9,0.9,0.0,0.1,3,2020-07-01
340007,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
360016,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
370024,2020-06-30,0.2369495464320023,0.21521123645590223,0.021738309976100073,full,0.85,0.85,0.15,0.0,2,2020-07-01
370027,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
375010,2020-06-30,0.2369495464320023,0.17890132623522503,0.05804822019677727,full,0.7,0.7,0.3,0.0,2,2020-07-01
377010,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
377240,2020-06-30,0.2369495464320023,0.1855092724743675,0.05144027395763481,full,0.85,0.85,0.15,0.0,2,2020-07-01
378010,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
379010,2020-06-30,0.2369495464320023,0.0,0.2369495464320023,partial,0.0,0.0,0.0,1.0,2,2020-07-01
400001,2020-06-30,0.2369495464320023,0.144745840466582,0.0922037059654203,full,0.85,0.85,0.15,0.0,2,2020-07-01
460007,2020-06-30,0.2369495464320023,0.21330018854955082,0.023649357882451483,partial_rf,0.8,0.8,0.15,0.05,3,2020-07-01
470009,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
470028,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
470098,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
481001,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
481008,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
481010,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
481015,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
501054,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,partial_rf,0.6,0.6,0.2,0.2,3,2020-07-01
501079,2020-06-30,0.2369495464320023,0.21657765963947972,0.02037188679252258,partial,0.9,0.9,0.0,0.1,2,2020-07-01
519005,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
519013,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
519018,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
519026,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.2,0.8,2,2020-07-01
519089,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
519110,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
519158,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
519172,2020-06-30,0.2369495464320023,0.1425914160145479,0.09435813041745442,full,0.55,0.55,0.45,0.0,2,2020-07-01
519181,2020-06-30,0.2369495464320023,0.1750792304225222,0.06187031600948012,partial_rf,0.65,0.65,0.3,0.05,3,2020-07-01
519185,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
519670,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
519672,2020-06-30,0.2369495464320023,0.23878082730090322,-0.0018312808689009141,partial_rf,0.9,0.9,0.05,0.05,3,2020-07-01
519674,2020-06-30,0.2369495464320023,0.0666539308374347,0.1702956155945676,full,0.75,0.75,0.25,0.0,2,2020-07-01
519679,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
519688,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
519698,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
530019,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
570001,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
570008,2020-06-30,0.2369495464320023,0.25152114667657943,-0.014571600244577126,partial,0.8,0.8,0.0,0.2,2,2020-07-01
580001,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.35,0.65,3,2020-07-01
580002,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
580006,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
610006,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
630001,2020-06-30,0.2369495464320023,0.144745840466582,0.0922037059654203,full,0.85,0.85,0.15,0.0,2,2020-07-01
630002,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
630010,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
630011,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
660005,2020-06-30,0.2369495464320023,0.00945507853873151,0.2274944678932708,partial_rf,0.0,0.0,0.25,0.75,2,2020-07-01
660015,2020-06-30,0.2369495464320023,0.19100462964211745,0.045944916789884854,full,0.75,0.75,0.25,0.0,2,2020-07-01
740001,2020-06-30,0.2369495464320023,0.20310793304900987,0.033841613382992436,full,0.8,0.8,0.2,0.0,2,2020-07-01
952004,2020-06-30,0.2369495464320023,0.17890132623522503,0.05804822019677727,full,0.7,0.7,0.3,0.0,2,2020-07-01
11,2020-12-31,0.0882793820536189,0.002446995359498328,0.08583238669412058,partial,0.8,0.8,0.0,0.2,2,2021-01-01
17,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
20,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
21,2020-12-31,0.0882793820536189,0.002446995359498328,0.08583238669412058,partial,0.8,0.8,0.0,0.2,2,2021-01-01
31,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
61,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
73,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
263,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.2,0.8,2,2021-01-01
308,2020-12-31,0.0882793820536189,0.003957563382347484,0.08432181867127142,full,0.75,0.75,0.25,0.0,2,2021-01-01
327,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.2,0.8,2,2021-01-01
354,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
390,2020-12-31,0.0882793820536189,0.03175431089020019,0.05652507116341871,full,0.85,0.85,0.15,0.0,2,2021-01-01
404,2020-12-31,0.0882793820536189,0.0,0.0882793820536189,partial,0.0,0.0,0.0,1.0,2,2021-01-01
522,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.2,0.8,2,2021-01-01
601,2020-12-31,0.0882793820536189,0.030385778923182238,0.05789360313043666,full,0.8,0.8,0.2,0.0,2,2021-01-01
742,2020-12-31,0.0882793820536189,0.005468131405196641,0.08281125064842226,full,0.5,0.5,0.5,0.0,2,2021-01-01
800,2020-12-31,0.0882793820536189,0.003957563382347484,0.08432181867127142,full,0.75,0.75,0.25,0.0,2,2021-01-01
823,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.5,0.5,2,2021-01-01
845,2020-12-31,0.0882793820536189,0.0048639041960569784,0.08341547785756193,full,0.6,0.6,0.4,0.0,2,2021-01-01
940,2020-12-31,0.0882793820536189,0.0,0.0882793820536189,partial,0.0,0.0,0.0,1.0,2,2021-01-01
1000,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
1037,2020-12-31,0.0882793820536189,0.0,0.0882793820536189,partial,0.0,0.0,0.0,1.0,2,2021-01-01
1075,2020-12-31,0.0882793820536189,0.02764871498914633,0.06063066706447258,full,0.7,0.7,0.3,0.0,2,2021-01-01
1076,2020-12-31,0.0882793820536189,0.0024469953594983274,0.08583238669412058,partial,0.7,0.7,0.0,0.3,2,2021-01-01
1088,2020-12-31,0.0882793820536189,0.030385778923182238,0.05789360313043666,full,0.8,0.8,0.2,0.0,2,2021-01-01
1170,2020-12-31,0.0882793820536189,0.005468131405196641,0.08281125064842226,full,0.5,0.5,0.5,0.0,2,2021-01-01
1184,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.15,0.85,2,2021-01-01
1267,2020-12-31,0.0882793820536189,0.0024469953594983274,0.08583238669412058,partial,0.85,0.85,0.0,0.15,2,2021-01-01
1437,2020-12-31,0.0882793820536189,0.06015528560719256,0.02812409644642634,full,0.85,0.85,0.15,0.0,2,2021-01-01
1438,2020-12-31,0.0882793820536189,0.06015528560719256,0.02812409644642634,full,0.85,0.85,0.15,0.0,2,2021-01-01
1475,2020-12-31,0.0882793820536189,0.0,0.0882793820536189,partial,0.0,0.0,0.0,1.0,2,2021-01-01
1480,2020-12-31,0.0882793820536189,0.00516601780062681,0.0831133642529921,full,0.55,0.55,0.45,0.0,2,2021-01-01
1513,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.15,0.85,2,2021-01-01
1702,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.15,0.85,2,2021-01-01
1715,2020-12-31,0.0882793820536189,0.03585990679125406,0.052419475262364845,partial,0.4,0.4,0.0,0.6,3,2021-01-01
1723,2020-12-31,0.0882793820536189,0.12311809977073639,-0.03483871771711748,full,0.7,0.7,0.3,0.0,2,2021-01-01
1753,2020-12-31,0.0882793820536189,0.0048639041960569784,0.08341547785756193,full,0.6,0.6,0.4,0.0,2,2021-01-01
1759,2020-12-31,0.0882793820536189,0.03585990679125406,0.052419475262364845,partial,0.85,0.85,0.0,0.15,2,2021-01-01
1811,2020-12-31,0.0882793820536189,0.003957563382347484,0.08432181867127142,partial_rf,0.6,0.6,0.2,0.2,3,2021-01-01
1881,2020-12-31,0.0882793820536189,0.002446995359498328,0.08583238669412058,partial,0.8,0.8,0.0,0.2,2,2021-01-01
1985,2020-12-31,0.0882793820536189,0.024911651055110416,0.06336773099850848,full,0.6,0.6,0.4,0.0,2,2021-01-01
1998,2020-12-31,0.0882793820536189,0.03585990679125406,0.052419475262364845,partial,0.4,0.4,0.0,0.6,3,2021-01-01
2152,2020-12-31,0.0882793820536189,0.00516601780062681,0.0831133642529921,full,0.55,0.55,0.45,0.0,2,2021-01-01
2244,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.5,0.5,2,2021-01-01
2376,2020-12-31,0.0882793820536189,0.0048639041960569784,0.08341547785756193,full,0.6,0.6,0.4,0.0,2,2021-01-01
2420,2020-12-31,0.0882793820536189,0.030385778923182238,0.05789360313043666,full,0.8,0.8,0.2,0.0,2,2021-01-01
2450,2020-12-31,0.0882793820536189,0.005468131405196641,0.08281125064842226,full,0.5,0.5,0.5,0.0,2,2021-01-01
2451,2020-12-31,0.0882793820536189,0.005468131405196641,0.08281125064842226,full,0.5,0.5,0.5,0.0,2,2021-01-01
2692,2020-12-31,0.0882793820536189,0.008489267450894955,0.07979011460272395,partial_rf,0.0,0.0,0.4,0.6,2,2021-01-01
2910,2020-12-31,0.0882793820536189,0.03585990679125406,0.052419475262364845,partial,0.85,0.85,0.0,0.15,2,2021-01-01
3567,2020-12-31,0.0882793820536189,0.0036554497777776533,0.08462393227584125,full,0.8,0.8,0.2,0.0,2,2021-01-01
3857,2020-12-31,0.0882793820536189,0.004259676986917316,0.08401970506670159,full,0.7,0.7,0.3,0.0,2,2021-01-01
