date,RF,MKT,SMB,HML,RMW,CMA
1995-01-03,0.000182,-0.009724202711499765,0.0023450772728541565,-0.0015917844789804505,-0.002720534981007771,0.004846265871253752
1995-01-04,0.000182,0.023003754252451936,-0.00422783702339238,0.0063815243691620616,0.0063072158735613115,-0.002501744591611007
1995-01-05,0.000182,-0.00916638120258928,-0.004134212921240609,0.004423310625632226,0.006626731885570448,-0.005511609297178921
1995-01-06,0.000182,-0.007825177758502888,0.0030254962584959203,0.006374560456338496,0.002077045291435986,-0.0095124572454095
1995-01-09,0.000182,-0.027511625971119225,0.0005962670903208143,0.0058511006772910545,-0.013437276462570369,0.007199459131349395
1995-01-10,0.000182,-0.02841963979887041,0.005105131584317013,0.002737640322929058,0.0035916041035565782,-0.0037342660799701277
1995-01-11,0.000182,0.006876972542964932,-0.004561539301399106,0.004080342946416682,-0.010457478896764294,0.0008870605687458233
1995-01-12,0.000182,-0.019656470696800432,0.002481878256741053,0.002309631321601835,0.0005123101061361157,0.00015478450216521722
1995-01-13,0.000182,-0.009658378550040037,0.0023504414459930567,-0.0016681937054798257,0.005300349181639685,-0.008341569147363004
1995-01-16,0.000182,-0.01431841461845651,-0.006267771217981438,-0.01972411810760588,0.007688579964866328,-0.001154056240075807
1995-01-17,0.000182,-0.001752966131450373,-0.002128765001559526,0.002205322604269977,-0.0015891488874041904,0.0015725183619130778
1995-01-18,0.000182,0.01260174934859526,0.0015849095361388048,0.003554953928882165,0.0002781268230649392,-0.0034588837401619
1995-01-19,0.000182,-0.041592868769743,-0.006811425759978046,0.004561877870621289,0.0062418333632198175,-0.006229848296251839
1995-01-20,0.000182,-0.00025569140360626186,0.002942359035298455,-0.0014641331549773984,0.0033195859164549257,-0.0027315103244884287
1995-01-23,0.000182,-0.02982760422503783,-0.0035365327599657056,-0.005710820858744414,0.014370281357980352,-0.013335333131065774
1995-01-24,0.000182,-0.005546820845460765,-0.00025671420570660963,0.0036570022920263123,0.012377142026771037,-0.0036665192255908585
1995-01-25,0.000182,0.016003350595666488,0.003999420786877108,0.0021206144326124665,0.008007368199459242,-0.0009006509208602242
1995-01-26,0.000182,-0.006812771050358379,-0.00370502135701356,-0.00314527975378992,-0.0008994492149805855,-0.004656224870652814
1995-01-27,0.000182,0.015444679386738658,-0.0025699643744786626,-0.001141265902668609,-0.0032551931557271985,0.002833124862951286
1995-02-06,0.000182,-0.043923790637461435,-0.0020810849094281916,0.01846174753487273,0.029128927777120728,-0.016351983705937267
1995-02-07,0.000182,-0.004985398013527265,-0.0010006058126819583,0.0008967349349123244,0.008426977940006075,-0.0047165501398153675
1995-02-08,0.000182,0.001870736770067216,0.0005561907075291645,0.0015407667125632019,0.001521382953077688,-0.0009569251400106671
1995-02-09,0.000182,0.032808154410775225,-0.007947467439633175,-0.007420568675259531,-0.020108705772850843,0.01779289691913699
1995-02-10,0.000182,-0.020691070879149787,0.0013946079481805447,0.0073281283328445745,0.014685943350552011,-0.006404681109034579
1995-02-13,0.000182,0.01249578378346694,-0.005035212532658632,-0.007688888816461681,-0.010693809823090539,0.0068195826106188795
1995-02-14,0.000182,-0.0019273308593955596,-0.003460047568458672,0.00197941859251044,-0.001372972583594645,-0.00140704354523985
1995-02-15,0.000182,-0.008586879245874535,-0.002267550546812566,0.0017099704699974905,0.001753255287174237,-0.0038332051447473306
1995-02-16,0.000182,-0.011466685046647829,0.0005218938381782694,0.002761449857695941,0.004047432336024281,-0.009237809314103562
1995-02-17,0.000182,-0.007804348591682775,0.0005072331498616007,0.002954729454214766,0.010468709796340903,-0.005426096478214348
1995-02-20,0.000182,0.002452689677848507,-0.001268135854515894,0.0007437357368140773,-0.002742479292304867,0.004036465131209588
1995-02-21,0.000182,0.010633371324536569,-0.0028276508929453562,-0.002960086345635937,-0.001625425612655329,-0.00023482120817241992
1995-02-22,0.000182,0.11177781703649849,0.008898179942154907,-0.008628484712736584,-0.020263824148821885,0.01761228622891997
1995-02-23,0.000182,-0.01322514209233805,-0.004703189613701998,-0.00030980307361594406,-0.027410599413971892,0.018321637802701685
1995-02-24,0.000182,-0.05749960265477383,0.0033502453198244304,0.009341689389305241,0.008750419340608051,0.00016028305017445899
1995-02-27,0.000182,0.008128687283785796,0.003117319312896827,0.009286534761063447,-0.008516657749394918,0.008665831152827597
1995-02-28,0.000182,-0.021993822992953715,-0.0037574559725948656,-0.0009240059949330859,0.012743395439300587,-0.015632451486827237
1995-03-01,0.000182,0.01246695849159818,0.0028671904996214136,0.002150846584567989,-0.00040501757359912016,-0.0005063084918943694
1995-03-02,0.000182,0.003828816421578507,0.003374588803566682,-0.005125865295642407,0.0010081313439270767,-0.009386266389489362
1995-03-03,0.000182,0.02983002308848781,0.004699585119887687,-0.005509409594807169,-0.011283408799509176,0.007525077157539917
1995-03-06,0.000182,0.06242401174893808,0.012104386912195704,-0.006241428577197672,-0.018716501444084988,0.022135824606269283
1995-03-07,0.000182,0.03730506926398203,-0.010418721568027589,-0.014844138778944638,-0.004997865116745048,0.010587330412130225
1995-03-08,0.000182,-0.01420704516656035,-0.0008611960075899499,0.002407372899785376,0.022817025014185643,-0.015386238747874759
1995-03-09,0.000182,-0.024823120299128143,-0.007639919324175219,0.0011993733126229311,-0.0035174432278242684,-0.010020668229833496
