fund_code
000011
000017
000020
000021
000031
000061
000073
000263
000308
000327
000354
000390
000404
000522
000601
000742
000800
000823
000845
000940
001000
001037
001060
001075
001076
001088
001170
001184
001194
001198
001267
001411
001412
001437
001438
001475
001480
001513
001664
001665
001702
001715
001723
001753
001759
001811
001881
001985
001998
002051
002112
002125
002152
002163
002244
002376
002420
002450
002451
002692
002910
003567
003857
003858
003961
003962
004148
004232
004320
004374
004375
005001
005094
005119
005136
005207
005449
005550
005551
005729
005765
005774
005775
005787
005819
005844
005875
005903
005914
005939
005940
006025
006154
006250
006271
006281
006314
006315
006522
006523
006533
006615
006616
006769
006887
006888
006904
006905
006969
006976
007049
007113
007114
007305
007340
007341
007343
007346
007349
007350
007353
007449
007450
007490
007491
007731
007895
008185
008208
008467
008555
008734
008989
009243
009707
010115
010237
010238
010335
010390
010415
010416
010912
011300
011400
011412
011452
011823
011891
011892
012301
013107
013108
013238
013239
013312
013369
013370
013840
013949
014319
014320
014497
014612
015389
015576
016263
016371
016501
016772
017612
018291
018325
018326
019830
020018
040001
040008
040011
040016
040025
050004
050009
050010
070027
100022
100039
100060
110002
110005
110009
110013
110015
110025
110029
112002
121003
150968
151001
160220
160226
160605
161606
161810
161903
162006
162201
162204
162209
162214
162703
163402
163406
163411
163412
166001
166005
168002
180031
200012
202001
202002
202027
206009
210004
210008
213003
213008
240005
240011
240017
240022
257020
257030
257070
260112
260117
270028
290008
290014
310358
320005
320007
340007
360016
370024
370027
375010
377010
377240
378010
379010
400001
460007
470009
470028
470098
481001
481008
481010
481015
501026
501054
501079
519005
519013
519018
519026
519089
519110
519158
519172
519173
519181
519185
519670
519672
519674
519679
519688
519698
519704
519770
519771
519773
530019
570001
570008
580001
580002
580006
610006
630001
630002
630010
630011
660005
660015
720001
740001
952004
959991
