stock_code,date,monthly_return
000035,2026-01-31,0.10688405797101463
000035,2026-02-28,0.14729950900163646
000035,2026-03-31,-0.0342368045649073
000035,2026-04-30,-0.03545051698670598
000035,2026-05-31,-0.09800918836140893
000035,2026-06-30,-0.17996604414261452
000408,2026-01-31,0.022919191244410442
000408,2026-02-28,-0.0016509315453679951
000408,2026-03-31,-0.08138443981174392
000408,2026-04-30,0.14774341575453565
000408,2026-05-31,-0.13533499584730002
000408,2026-06-30,-0.10183985488468528
000598,2026-01-31,0.02164502164502169
000598,2026-02-28,0.008474576271186418
000598,2026-03-31,-0.07843137254901955
000598,2026-04-30,0.012158054711246313
000598,2026-05-31,0.016516516516516422
000598,2026-06-30,-0.08714918759231904
000700,2026-01-31,-0.04626334519572961
000700,2026-02-28,0.041044776119402826
000700,2026-03-31,-0.16272401433691752
000700,2026-04-30,0.03082191780821919
000700,2026-05-31,0.1777408637873754
000700,2026-06-30,0.04090267983074747
000811,2026-01-31,-0.1324647122692726
000811,2026-02-28,0.27096364205256585
000811,2026-03-31,-0.15706539424251087
000811,2026-04-30,0.45151860680381994
000811,2026-05-31,0.32112684104627753
000811,2026-06-30,0.7124580437125774
000932,2026-01-31,0.11904761904761907
000932,2026-02-28,0.07201309328968897
000932,2026-03-31,-0.2503816793893129
000932,2026-04-30,-0.08757637474541746
000932,2026-05-31,-0.1406250000000001
000932,2026-06-30,-0.09870129870129862
000999,2026-01-31,-0.012558341852947907
000999,2026-02-28,0.027979687500000017
000999,2026-03-31,-0.03322732296828124
000999,2026-04-30,-0.07422303473491776
000999,2026-05-31,-0.03436015007898896
000999,2026-06-30,-0.08016363680312333
001288,2026-01-31,0.13543303937007867
001288,2026-02-28,0.06685159686134812
001288,2026-03-31,-0.24986997529563126
001288,2026-04-30,-0.03258232235701908
001288,2026-05-31,-0.09996413471873888
001288,2026-06-30,-0.05294585776489413
001382,2026-01-31,-0.0009789525208027117
001382,2026-02-28,0.04017638412542879
001382,2026-03-31,0.025435704192180886
001382,2026-04-30,-0.08176389526871852
001382,2026-05-31,0.028514207103552014
001382,2026-06-30,-0.23929957389589374
002027,2026-01-31,-0.0236768802228412
002027,2026-02-28,-0.01854493580599148
002027,2026-03-31,-0.07558139534883712
002027,2026-04-30,-0.04088050314465419
002027,2026-05-31,-0.11639344262295082
002027,2026-06-30,-0.13729128014842285
002083,2026-01-31,-0.045689655172413746
002083,2026-02-28,0.02619692863595291
002083,2026-03-31,0.009683098591549477
002083,2026-04-30,-0.04097646033129909
002083,2026-05-31,-0.11545454545454537
002083,2026-06-30,0.07810894141829383
002155,2026-01-31,0.7652717284621584
002155,2026-02-28,0.01907359621052862
002155,2026-03-31,-0.18181822557121785
002155,2026-04-30,-0.05980392156862746
002155,2026-05-31,-0.16649287452207162
002155,2026-06-30,-0.004587114261884961
002222,2026-01-31,0.2460881847052565
002222,2026-02-28,0.013270547566479829
002222,2026-03-31,-0.043515052992112224
002222,2026-04-30,0.2767962831801023
002222,2026-05-31,0.15844093451982322
002222,2026-06-30,-0.08242085489170659
002273,2026-01-31,-0.051765690208667725
002273,2026-02-28,0.1849344555621859
002273,2026-03-31,-0.21999999999999997
002273,2026-04-30,0.5018314560439561
002273,2026-05-31,0.19390247542385586
002273,2026-06-30,-0.09397344228804905
002338,2026-01-31,-0.0682441700960219
002338,2026-02-28,0.028892160471107653
002338,2026-03-31,-0.15846898587014846
002338,2026-04-30,0.2962806226627124
002338,2026-05-31,-0.08591575386405126
002338,2026-06-30,0.026008986547085167
002415,2026-01-31,0.05122035063595742
002415,2026-02-28,0.0035971550032700694
002415,2026-03-31,-0.033235613123635876
002415,2026-04-30,0.19784297269969642
002415,2026-05-31,-0.1401238564962335
002415,2026-06-30,0.11911001698658419
002472,2026-01-31,-0.12476131710669813
002472,2026-02-28,-0.0026666909090908852
002472,2026-03-31,-0.131502166541132
002472,2026-04-30,0.0912399104394066
002472,2026-05-31,-0.001025929672945347
002472,2026-06-30,0.05853655818904846
002540,2026-01-31,0.0942857142857143
002540,2026-02-28,-0.005221932114882533
002540,2026-03-31,-0.15879265091863515
